N	2gram	Bakhtin_Fr	Literetu
1315	при виде	1	1
1316	в меру	1	1
1317	остается вне	1	1
1318	ему не	2	1
1319	прямо на	2	1
1320	как средство	1	1
1321	что эти	1	1
1322	и свои	3	1
1323	вообще очень	3	1
1324	к одному	2	1
1325	театральные подмостки	1	1
1326	этого он	2	1
1327	и xx	1	1
1328	существует только	1	1
1329	и внутреннее	1	1
1330	там ни	1	1
1331	и эти	1	1
1332	отсюда и	1	1
1333	ему нужно	1	1
1334	xviii веком	1	1
1335	мы рассмотрели	1	1
1336	в бытовой	1	1
1337	слово это	1	1
1338	две стороны	1	1
1339	т.п и	1	1
1340	с новыми	1	1
1341	века а	2	1
1342	силу своих	1	1
1343	были для	1	1
1344	огонь и	2	1
1345	культуры поэтому	1	1
1346	контексте романа	1	1
1347	воспринимается как	1	1
1348	с полным	1	1
1349	нельзя не	1	1
1350	же самом	1	1
1351	его речь	1	1
1352	мы узнаем	1	1
1353	задачу не	1	1
1354	быть и	2	1
1355	романа это	1	1
1356	это начало	1	1
1357	к тем	2	1
1358	об умирающем	2	1
1359	и их	5	1
1360	о подлинном	1	1
1361	что образ	1	1
1362	оказывается что	1	1
1363	тогда еще	1	1
1364	в трех	1	1
1365	говоря о	1	1
1366	гения и	1	1
1367	но дело	4	1
1368	и своя	1	1
1369	своей основе	1	1
1370	не дали	2	1
1371	лишь как	1	1
1372	ирония и	1	1
1373	иных своих	1	1
1374	не перестает	2	1
1375	рассказа о	1	1
1376	как единое	1	1
1377	речевых жанров	1	1
1378	от животного	1	1
1379	в книге	5	1
1380	в трудах	1	1
1381	на уровне	2	1
1382	в плане	3	1
1383	у меня	2	1
1384	это место	4	1
1385	уж тут	1	1
1386	в высшей	1	1
1387	с глубокой	1	1
1388	выход в	1	1
1389	оборотная сторона	1	1
1390	момент в	2	1
1391	быть живым	1	1
1392	писателей и	1	1
1393	к новому	2	1
1394	здесь все	1	1
1395	об этой	1	1
1396	заявляет что	4	1
1397	и эта	1	1
1398	в теле	1	1
1399	эти два	1	1
1400	которое мы	1	1
1401	конце концов	3	1
1402	ориентирована на	1	1
1403	дней в	1	1
1404	он с	2	1
1405	дальше в	1	1
1406	само по	1	1
1407	от эпохи	1	1
1408	жизнью и	4	1
1409	и конец	1	1
1410	иное как	1	1
1411	возможна только	1	1
1412	праздников и	1	1
