N	2gram	Propp_Morf	formyVre
1302	в высшей	1	1
1303	теперь когда	1	1
1304	то их	1	1
1305	и художественной	1	1
1306	чувства их	1	1
1307	такой же	1	1
1308	новые функции	1	1
1309	на то	3	1
1310	в создании	1	1
1311	когда герой	2	1
1312	их на	2	1
1313	применяются к	1	1
1314	может и	1	1
1315	вне этих	1	1
1316	ведь и	1	1
1317	таким же	1	1
1318	после смерти	1	1
1319	целом может	1	1
1320	некоторые черты	1	1
1321	ее название	1	1
1322	совершается в	2	1
1323	их трансформации	1	1
