N	2gram	Tiupa_Narr	StatiiOP
1314	с естественным	1	1
1315	чтобы не	1	1
1316	слова до	1	1
1317	в культуре	3	1
1318	это он	2	1
1319	понять что	1	1
1320	границе между	1	1
1321	произведения по	1	1
1322	и сами	2	1
1323	любви и	1	1
1324	целый день	1	1
1325	эта фраза	2	1
1326	монастырь в	1	1
1327	за ее	1	1
1328	но одновременно	2	1
1329	в последующих	1	1
1330	этому времени	1	1
1331	чтобы вся	1	1
1332	в перспективе	1	1
1333	опирается на	2	1
1334	они и	2	1
1335	его мнению	1	1
1336	как с	1	1
1337	них в	1	1
1338	в случаях	1	1
1339	и вследствие	1	1
1340	личность это	1	1
1341	которых мы	1	1
1342	на ее	2	1
1343	героя в	6	1
1344	своих героев	2	1
1345	xix столетия	4	1
1346	речь как	1	1
1347	освободиться от	2	1
1348	соответствовало бы	1	1
1349	хх века	1	1
1350	содержит в	1	1
1351	чтобы стать	2	1
1352	каким он	3	1
1353	с ним	6	1
1354	в наиболее	2	1
1355	не смеет	1	1
1356	он на	1	1
1357	нашего времени	1	1
1358	времени когда	1	1
1359	характер и	3	1
1360	не исчерпывается	1	1
1361	пор еще	1	1
1362	из толпы	1	1
1363	утверждает что	2	1
1364	с каждым	1	1
1365	и делает	1	1
1366	время когда	1	1
1367	и автор	1	1
1368	и создает	1	1
1369	подвергая его	1	1
1370	него нет	1	1
1371	очевидным что	1	1
1372	он лишь	1	1
1373	на минуту	1	1
1374	один человек	1	1
1375	будто и	1	1
1376	здесь реплики	1	1
1377	своей а	1	1
1378	мальчика и	1	1
1379	теперь на	1	1
1380	и бывшими	1	1
1381	вид будто	1	1
1382	этой точки	1	1
1383	вместо того	1	1
1384	в соответствии	8	1
1385	самим собой	3	1
1386	простым и	1	1
1387	об отсутствии	1	1
1388	который характеризуется	1	1
1389	отношения у	1	1
1390	на территории	1	1
1391	вот и	1	1
1392	биться сердце	1	1
1393	которые у	1	1
1394	в составе	2	1
1395	легкой руки	1	1
1396	значения и	2	1
1397	уже была	1	1
1398	живой речи	1	1
1399	значении этого	1	1
1400	свой собственный	1	1
1401	у читателя	1	1
1402	для каждого	1	1
1403	похожим на	1	1
1404	которые могут	2	1
1405	произведение в	1	1
1406	о единстве	1	1
1407	за границу	1	1
1408	приводит к	2	1
1409	только себя	1	1
1410	мыслей и	1	1
1411	историческое событие	1	1
1412	отношении система	1	1
1413	сравнению с	1	1
1414	при всех	1	1
1415	вследствие этого	1	1
1416	его памяти	1	1
1417	к другому	2	1
1418	лица в	1	1
1419	словами и	1	1
1420	время является	1	1
1421	почему оно	1	1
1422	второго лица	3	1
1423	который при	1	1
1424	обмен репликами	2	1
1425	не давая	1	1
1426	свое внимание	1	1
1427	его и	2	1
1428	что теперь	1	1
1429	впечатление что	1	1
1430	нее то	1	1
1431	должно быть	1	1
1432	истории не	3	1
1433	своем роде	1	1
1434	время оно	1	1
1435	своей собственной	2	1
1436	совершенно иной	1	1
1437	в историю	1	1
1438	и чувствовали	1	1
1439	времени эта	1	1
1440	даже сказать	1	1
1441	ли он	2	1
1442	состоит как	1	1
1443	зрения как	2	1
1444	в роли	2	1
1445	с нами	2	1
1446	здесь всего	1	1
1447	героя до	1	1
1448	разговор о	1	1
1449	это только	1	1
1450	поле зрения	1	1
1451	и чувствующего	1	1
1452	истории он	2	1
1453	характер это	1	1
1454	не понимает	1	1
1455	но о	1	1
1456	на осуществление	1	1
1457	смысл который	1	1
1458	к одному	1	1
1459	своей работе	1	1
1460	и придает	1	1
1461	его характер	2	1
1462	о своем	2	1
1463	представление будто	1	1
1464	него с	1	1
1465	принесла с	1	1
1466	так легко	1	1
1467	друг от	1	1
1468	перед глазами	1	1
1469	годится в	1	1
1470	чем говорят	1	1
1471	каждый из	3	1
1472	а лишь	1	1
1473	автора в	2	1
1474	на более	1	1
1475	из наиболее	6	1
1476	переход от	2	1
1477	с текстом	1	1
1478	это позволяет	1	1
1479	в делах	1	1
1480	как человека	1	1
1481	на две	2	1
1482	слов в	2	1
1483	и смерть	2	1
1484	практическую победу	1	1
1485	человечества и	1	1
1486	в каждый	1	1
1487	деле в	1	1
1488	здесь и	1	1
1489	неприемлемый для	1	1
1490	опоры в	2	1
1491	не всё	1	1
1492	голос в	1	1
1493	после его	1	1
1494	друг друга	2	1
1495	и после	3	1
1496	текста как	2	1
1497	что-то в	1	1
1498	не из	1	1
1499	его авторской	2	1
1500	в самой	1	1
1501	за сто	1	1
1502	жизни не	1	1
1503	протяжении всего	1	1
1504	собственно говоря	3	1
1505	в разработке	1	1
1506	собой по	1	1
1507	нам только	1	1
1508	обратиться к	2	1
1509	человека но	1	1
1510	этого героя	1	1
1511	с просьбой	1	1
1512	этого эпизода	3	1
1513	вместе со	1	1
1514	конца как	1	1
1515	сейчас и	1	1
1516	то они	3	1
1517	в более	1	1
1518	на языке	1	1
1519	исторической реальности	1	1
1520	ему в	2	1
1521	ничем не	1	1
1522	жизнь человека	1	1
1523	и было	1	1
1524	на три	1	1
1525	голоса в	1	1
1526	это сюжет	1	1
1527	является их	1	1
1528	в монастырь	1	1
1529	словами о	1	1
1530	лишь то	1	1
1531	и толстого	1	1
1532	же мере	1	1
1533	для всего	1	1
1534	именно тем	1	1
1535	переход к	1	1
1536	можно уловить	1	1
1537	себя самого	1	1
1538	в формах	2	1
1539	деле не	1	1
1540	о нем	5	1
1541	конечно но	1	1
1542	и полюсом	1	1
1543	истории как	2	1
1544	и наоборот	1	1
1545	со своим	2	1
1546	ранее не	1	1
1547	а все	1	1
1548	слова а	1	1
1549	этом в	1	1
1550	участие в	2	1
1551	счетом ничего	2	1
1552	все равно	2	1
1553	в повести	2	1
1554	однако не	2	1
1555	сказать не	1	1
1556	всех прочих	1	1
1557	читателя в	4	1
1558	до второй	1	1
1559	от друга	1	1
1560	и иными	1	1
1561	реальной действительности	1	1
1562	временем и	1	1
1563	а о	2	1
1564	этого не	2	1
1565	с ними	5	1
1566	что к	1	1
1567	и где	1	1
1568	изложения и	1	1
1569	поэтому как	1	1
1570	к жизни	3	1
1571	миру он	1	1
1572	языка может	1	1
1573	и последующих	1	1
1574	в исторический	1	1
1575	поведения и	1	1
1576	случаях когда	1	1
1577	возможно и	1	1
1578	своей неуместностью	1	1
1579	были слабые	1	1
1580	на фоне	2	1
1581	своего существования	2	1
1582	это но	1	1
1583	и опыт	1	1
1584	на одном	2	1
1585	и со	1	1
1586	сколь бы	1	1
1587	собственной жизни	2	1
1588	нам до	1	1
1589	именно эта	2	1
1590	определенного характера	1	1
1591	и смысл	1	1
1592	быть для	1	1
1593	свидетельствует не	1	1
1594	своей значимости	1	1
1595	остановился на	1	1
1596	как все	2	1
1597	длинных и	1	1
1598	каждого отдельного	1	1
1599	смерти и	1	1
1600	в раннем	1	1
1601	выражение и	1	1
1602	не нуждаются	1	1
1603	истории о	3	1
1604	бы его	1	1
1605	его жизненной	1	1
1606	которая как	1	1
1607	внимания то	1	1
1608	обычно в	1	1
1609	том случае	1	1
1610	этих строк	1	1
1611	этом у	1	1
1612	слово обращено	2	1
1613	узнает о	1	1
1614	xx века	1	1
1615	в соборе	1	1
1616	история о	1	1
1617	у кого	1	1
1618	в тишине	1	1
1619	вести о	1	1
1620	за все	1	1
1621	что свойственно	1	1
1622	или целиком	1	1
1623	фактами и	1	1
1624	читателей в	1	1
1625	на своих	2	1
1626	две стороны	1	1
1627	но при	5	1
1628	характера в	1	1
1629	церкви и	2	1
1630	одну из	1	1
1631	а из	1	1
1632	тому как	4	1
1633	другой в	1	1
1634	и многочисленные	1	1
1635	читал эти	1	1
1636	у кошки	1	1
1637	в лесу	1	1
1638	просто не	1	1
1639	истории а	2	1
1640	не находит	1	1
1641	все не	1	1
1642	не с	1	1
1643	свою жизнь	2	1
1644	всего его	1	1
1645	из монастыря	1	1
1646	и причина	1	1
1647	оказывается что	1	1
1648	не следует	3	1
1649	стороны и	1	1
1650	и времени	1	1
1651	только то	1	1
1652	в город	2	1
1653	ему было	2	1
1654	с кем	1	1
1655	у нее	8	1
1656	по сравнению	1	1
1657	в большинстве	1	1
1658	означает что	1	1
1659	в истолковании	1	1
1660	и т.д	7	1
1661	скорее наоборот	1	1
1662	москвичи по	1	1
1663	любви по	1	1
1664	сказал что	1	1
1665	и б	1	1
1666	него и	1	1
1667	со своими	3	1
1668	и самого	3	1
1669	для такого	1	1
1670	присутствие в	2	1
1671	и много	1	1
1672	говорилось выше	3	1
1673	собой лишь	1	1
1674	в театре	3	1
1675	все содержание	1	1
1676	роман а	1	1
1677	связи между	1	1
1678	ее из	2	1
1679	моего личного	1	1
1680	собой очень	1	1
1681	от второго	2	1
1682	настаивать на	1	1
1683	с таким	1	1
1684	рассказе о	2	1
1685	хотя тоже	1	1
1686	же в	6	1
1687	никому не	1	1
1688	было довольно	1	1
1689	том виде	1	1
1690	достаточно вспомнить	1	1
1691	известной степени	1	1
1692	интереса к	1	1
1693	только эти	2	1
1694	которые одновременно	1	1
1695	человек не	1	1
1696	является ли	1	1
1697	в разговоре	1	1
1698	б м	1	1
1699	сам а	1	1
1700	первое впечатление	1	1
1701	если она	3	1
1702	свидетель в	1	1
1703	им не	1	1
1704	в лице	1	1
1705	само по	1	1
1706	с классической	1	1
1707	ему известна	1	1
1708	видим и	1	1
1709	не можем	2	1
1710	и конец	3	1
1711	а я	1	1
1712	более того	1	1
1713	опиравшегося на	1	1
