N	2gram	Losev_Prob	VeschiIm
1297	образом оформленный	1	1
1298	значит при	1	1
1299	внутренний смысл	1	1
1300	совершенно безразлично	1	1
1301	к той	1	1
1302	всего сама	1	1
1303	который и	1	1
1304	предмета и	1	1
1305	частей и	1	1
1306	в дальнейшем	1	1
1307	иного и	1	1
1308	впрочем для	1	1
1309	то всегда	1	1
1310	как то	1	1
1311	такое положение	1	1
1312	само же	1	1
1313	эта точка	1	1
1314	бы о	2	1
1315	в природе	2	1
1316	всерьез а	3	1
1317	значимость то	1	1
1318	литературы и	2	1
1319	и резко	1	1
1320	указывало бы	1	1
1321	они ничего	1	1
1322	понятно что	1	1
1323	тоже как	2	1
1324	и воплощений	1	1
1325	только благодаря	2	1
1326	наконец и	1	1
1327	необходимо сказать	5	1
1328	которые не	1	1
1329	сама эта	3	1
1330	этого делать	1	1
1331	входя в	1	1
1332	то весьма	1	1
1333	во все	3	1
1334	от тех	3	1
1335	бытие или	1	1
1336	совершенно другое	1	1
1337	больше чем	1	1
1338	что им	1	1
1339	них мы	1	1
1340	он требует	1	1
1341	перейти в	1	1
1342	тоже существует	1	1
1343	и всех	1	1
1344	не могли	2	1
1345	дело заключается	1	1
1346	еще надо	1	1
1347	что этот	1	1
1348	в любом	3	1
1349	было а	1	1
1350	язык и	1	1
1351	как та	1	1
1352	стремление и	1	1
1353	явлений но	1	1
1354	ясно и	1	1
1355	в очень	2	1
1356	то этот	2	1
1357	эта связь	1	1
1358	не имеют	4	1
1359	что каждая	2	1
1360	сам и	1	1
1361	высказывают свои	1	1
1362	согласен с	1	1
1363	нас и	2	1
1364	тогда я	1	1
1365	что всякое	1	1
1366	своей природе	1	1
1367	и заключается	1	1
1368	поэтому когда	1	1
1369	раз уже	1	1
1370	согласится что	1	1
1371	вот теперь	1	1
1372	в противоположность	1	1
1373	мы его	2	1
1374	только наши	1	1
1375	имеет в	2	1
1376	не знаю	1	1
1377	и и	1	1
1378	д в	2	1
1379	отвлеченной идеей	1	1
1380	являются не	2	1
1381	искусства и	3	1
1382	бы понимать	1	1
1383	наш анализ	1	1
1384	не всегда	1	1
1385	несмотря ни	2	1
1386	самое большее	2	1
1387	и представить	2	1
1388	когда в	4	1
1389	следовательно если	1	1
1390	его изображение	1	1
1391	точно и	1	1
1392	из которой	1	1
1393	рассчитано на	1	1
1394	вид что	1	1
1395	как эта	1	1
1396	реализма и	1	1
1397	что-то другое	1	1
1398	остается только	2	1
1399	то нельзя	1	1
1400	есть он	2	1
1401	лишь в	1	1
1402	вне всяких	1	1
1403	к проблеме	2	1
1404	тоже вполне	2	1
1405	нечто значит	5	1
1406	имеет конечно	1	1
1407	тоже дана	1	1
1408	но может	1	1
1409	пусть мы	2	1
1410	самой по	2	1
1411	структуру в	1	1
1412	и вся	2	1
1413	мы все	5	1
1414	имеет дело	1	1
1415	не меньше	1	1
1416	к своим	1	1
1417	дробить на	1	1
1418	если нет	2	1
1419	спорить не	1	1
1420	не данной	1	1
1421	втором случае	1	1
1422	но сам	1	1
1423	символ и	23	1
1424	говорят что	1	1
1425	связь между	1	1
1426	материи и	1	1
1427	существу своему	1	1
1428	но специально	1	1
1429	и наиболее	1	1
1430	не натуралистическая	1	1
1431	новое время	1	1
1432	какую-нибудь фигуру	1	1
1433	образом что	1	1
1434	и исчезает	1	1
1435	большей частью	1	1
1436	различны то	1	1
1437	времени и	4	1
1438	и закон	3	1
1439	его значение	1	1
1440	или нечто	1	1
1441	и существует	1	1
1442	дело с	3	1
1443	что такая	2	1
1444	уже и	2	1
1445	от той	1	1
1446	бы этого	1	1
1447	он их	1	1
1448	отдать себе	1	1
1449	я буду	1	1
1450	что можно	1	1
1451	даже с	1	1
1452	является как	1	1
1453	действительности на	1	1
1454	до того	2	1
1455	быть чем-нибудь	1	1
1456	как таковую	1	1
1457	главнейших выводов	1	1
1458	то его	2	1
1459	же тут	2	1
1460	основанная на	1	1
1461	им в	1	1
1462	указания на	4	1
1463	предмета который	1	1
1464	было сказано	1	1
1465	всего этого	2	1
1466	при этом	9	1
1467	но этот	2	1
1468	всегда и	1	1
1469	и производят	1	1
1470	и остается	1	1
1471	потому и	1	1
1472	отца и	1	1
1473	бы тоже	1	1
1474	не рисует	1	1
1475	вступая с	1	1
1476	этого мы	1	1
1477	всякому известно	1	1
1478	на что-то	3	1
1479	живое и	1	1
1480	единство и	1	1
1481	и мышления	3	1
1482	бесконечный ряд	16	1
1483	исключительность и	1	1
1484	и там	2	1
1485	в отличие	2	1
1486	есть смысловая	1	1
1487	основан на	1	1
1488	они состоят	1	1
1489	этот как	1	1
1490	еще нет	2	1
1491	дело вовсе	2	1
1492	ему без	1	1
1493	и поскольку	2	1
1494	возможно было	1	1
1495	сведений о	1	1
1496	и многих	2	1
1497	понятие в	1	1
1498	часть а	1	1
1499	бесчисленное количество	1	1
1500	духа и	1	1
1501	предмет то	1	1
1502	не самые	1	1
1503	и вместо	1	1
1504	всякий согласится	1	1
1505	с большим	2	1
1506	действительности однако	2	1
1507	фактически не	1	1
1508	есть тут	1	1
1509	свое внутреннее	1	1
1510	философские теории	1	1
1511	в символе	19	1
1512	когда символ	1	1
1513	можно понимать	1	1
1514	мы конечно	1	1
1515	и самим	2	1
1516	мы отграничиваем	1	1
1517	только при	10	1
1518	не понимая	1	1
1519	его только	2	1
1520	сказали мы	1	1
1521	то так	1	1
1522	сих пор	4	1
1523	все время	2	1
1524	ведь всякий	2	1
1525	на этот	4	1
1526	с реальными	1	1
1527	какая сила	1	1
1528	это является	3	1
1529	же самого	1	1
1530	мысли но	1	1
1531	одна в	1	1
1532	его слишком	1	1
1533	от нас	3	1
1534	иначе и	2	1
1535	предмет а	3	1
1536	что чистая	1	1
1537	весьма и	1	1
1538	не мыслится	1	1
1539	иного кроме	1	1
1540	и всякого	2	1
1541	собою а	1	1
1542	здесь и	4	1
1543	или указывает	1	1
1544	по поводу	3	1
1545	сказать с	1	1
1546	от себя	2	1
1547	в понимании	1	1
1548	бы так	1	1
1549	уже перестает	1	1
1550	в отдельных	1	1
1551	а мы	2	1
1552	совершенно самостоятельной	1	1
1553	на котором	2	1
1554	это одно	1	1
1555	смысле но	1	1
1556	меру ее	1	1
1557	только потому	3	1
1558	из этих	1	1
1559	из звуков	1	1
1560	который только	2	1
1561	действительности а	1	1
1562	же он	1	1
1563	в едином	1	1
1564	они могут	1	1
1565	не будучи	1	1
1566	исключительно в	2	1
1567	миф есть	5	1
1568	знак не	2	1
1569	жизни не	2	1
1570	ни даже	2	1
1571	они вовсе	2	1
1572	есть также	2	1
1573	невозможна без	1	1
1574	то значит	1	1
1575	во-вторых же	1	1
1576	структура есть	2	1
1577	другого и	1	1
1578	в заключение	5	1
1579	здесь тоже	2	1
1580	исключительно только	1	1
1581	вносит в	1	1
1582	бессмысленный набор	1	1
1583	собой а	2	1
1584	формы и	3	1
1585	ли эта	1	1
1586	свое собственное	2	1
1587	с каким	1	1
1588	и творит	1	1
1589	представления и	1	1
1590	не имеющих	1	1
1591	тоже весьма	1	1
1592	самих вещей	1	1
1593	взятый сам	4	1
1594	есть принцип	3	1
1595	мы скажем	4	1
1596	просто дается	1	1
1597	а самое	1	1
1598	может обойтись	2	1
1599	уже с	1	1
1600	не обязан	2	1
1601	различны между	1	1
1602	символ далее	1	1
1603	самом понятии	1	1
1604	представить себе	5	1
1605	какую-то действительность	1	1
1606	самой обыкновенной	1	1
1607	и весь	2	1
1608	д все	1	1
1609	на бесконечный	1	1
1610	как обозначение	1	1
1611	в смысловом	2	1
1612	этом случае	8	1
1613	реально и	1	1
1614	или просто	1	1
1615	смерть и	1	1
1616	тут есть	1	1
1617	ответ на	1	1
1618	его внутреннего	1	1
1619	и все-таки	3	1
1620	можно отметить	1	1
1621	этот термин	2	1
1622	просто теоретически	1	1
1623	только одного	2	1
1624	и он	3	1
1625	собой и	1	1
1626	на какой-то	2	1
1627	не выходит	2	1
1628	значение в	3	1
1629	то оно	1	1
1630	абстрактной метафизики	1	1
1631	на дорогу	1	1
1632	как другие	1	1
1633	речь об	1	1
1634	мыслим и	1	1
1635	многих других	2	1
1636	поскольку в	1	1
1637	а наоборот	3	1
1638	есть такой	1	1
1639	они не	1	1
1640	мы мыслим	1	1
1641	как нам	1	1
1642	текут и	2	1
1643	верить в	1	1
1644	вы не	1	1
1645	тут можно	1	1
1646	самое близкое	1	1
1647	сама субстанция	1	1
1648	и говорить	2	1
1649	жизни так	1	1
1650	вещи едва	1	1
1651	всех языках	1	1
1652	сам он	1	1
1653	и повседневной	1	1
1654	указать на	1	1
1655	имеют в	1	1
1656	и кончая	1	1
1657	уж во	4	1
1658	ни при	1	1
1659	на том	3	1
1660	внимание на	2	1
1661	тоже указывает	1	1
1662	какой-то другой	1	1
1663	есть образец	1	1
1664	что уже	1	1
1665	он как	2	1
1666	что никакой	2	1
1667	особыми именами	1	1
1668	если у	1	1
1669	сама же	4	1
1670	предмета в	1	1
1671	вещь которая	1	1
1672	мы действительно	3	1
1673	всех возможных	1	1
1674	ведь есть	2	1
1675	не как-нибудь	1	1
1676	или смысловая	1	1
1677	то для	4	1
1678	ничего кроме	2	1
1679	это тождество	1	1
1680	естественно что	1	1
1681	на одно	2	1
1682	из моментов	1	1
1683	овеществление и	1	1
1684	вещей к	1	1
1685	отвлеченном смысле	1	1
1686	сам предмет	2	1
1687	смысле есть	1	1
1688	и почему	1	1
1689	виде потому	1	1
1690	ведь никто	1	1
1691	одному этому	1	1
1692	и структура	2	1
1693	души и	1	1
1694	сказать например	1	1
1695	по мнению	2	1
1696	такое же	1	1
1697	о нем	2	1
1698	что с	1	1
1699	нами как	1	1
1700	ее в	2	1
1701	к существу	1	1
1702	лиц и	2	1
1703	со всякой	1	1
1704	и всегда	2	1
1705	указание на	2	1
1706	даже если	4	1
1707	просто является	1	1
1708	можем ли	1	1
1709	этом понятии	2	1
1710	состоят из	1	1
1711	на самом	13	1
1712	полного тождества	1	1
1713	что каждый	1	1
1714	с богом	1	1
1715	вопрос а	2	1
1716	вместо него	1	1
1717	только сказать	1	1
1718	не обладает	1	1
1719	чем он	2	1
1720	совершенно новое	2	1
1721	с самими	1	1
1722	стремится к	1	1
1723	возможно только	1	1
1724	и один	1	1
1725	смысле этого	1	1
1726	нам и	1	1
1727	с их	2	1
1728	не переходя	1	1
1729	слова есть	1	1
1730	и вопрос	1	1
1731	поэтому не	1	1
1732	лежит в	1	1
1733	других все	1	1
1734	тому же	1	1
1735	ли можно	2	1
1736	к самой	1	1
1737	содержат в	1	1
1738	и возможна	1	1
1739	фактически конечно	1	1
1740	только он	2	1
1741	чем в	2	1
1742	для иллюстрации	1	1
1743	а еще	4	1
1744	тут тоже	1	1
1745	без всяких	1	1
1746	себе но	2	1
1747	есть быть	1	1
1748	истории философии	1	1
1749	в реальное	1	1
1750	что к	1	1
1751	но никак	4	1
1752	типа этот	1	1
1753	уже это	1	1
1754	общего ни	1	1
1755	слово или	1	1
1756	и где	1	1
1757	во внимание	2	1
1758	основной закон	1	1
1759	значит во-первых	1	1
1760	которое в	3	1
1761	без этой	1	1
1762	как таковое	2	1
1763	некое целое	1	1
1764	как его	1	1
1765	настоящем же	1	1
1766	есть само	1	1
1767	в ту	2	1
1768	на какую	1	1
1769	потому в	1	1
1770	опять-таки не	2	1
1771	чем отличается	2	1
1772	области чем	1	1
1773	сознания но	1	1
1774	совсем иное	1	1
1775	в таком	11	1
1776	что их	2	1
1777	или иная	4	1
1778	на еще	1	1
1779	ни сама	2	1
1780	очень много	4	1
1781	превратилось бы	1	1
1782	чем-нибудь отличаются	1	1
1783	это слово	1	1
1784	перестают быть	1	1
1785	ее себе	1	1
1786	эта основная	1	1
1787	и исторической	1	1
1788	не остается	1	1
1789	имеют никакого	2	1
1790	является данное	1	1
1791	как таковых	2	1
1792	на другую	1	1
1793	отчет во	1	1
1794	можно идти	1	1
1795	когда говорят	1	1
1796	в какой	1	1
1797	которую оно	1	1
1798	тоже состоит	1	1
1799	мы теперь	4	1
1800	такова что	1	1
1801	обстоятельство что	1	1
1802	нас к	2	1
1803	бояться и	1	1
1804	по одному	2	1
1805	себе свои	1	1
1806	страха и	1	1
1807	если и	2	1
1808	единый и	1	1
1809	просто символ	2	1
1810	что звук	2	1
1811	чтобы был	1	1
1812	вещей с	2	1
1813	эту проблему	1	1
1814	основано на	1	1
1815	имеется в	7	1
1816	не существенно	1	1
1817	в этих	6	1
1818	о смысловом	1	1
1819	образ или	2	1
1820	и этих	1	1
1821	этим самым	1	1
1822	этого слова	5	1
1823	то уж	1	1
1824	данного типа	1	1
1825	это понятие	3	1
1826	вещь или	1	1
1827	уже давно	3	1
1828	не могут	1	1
1829	сразу же	2	1
1830	и жизнь	1	1
1831	делает ее	1	1
1832	не какой-нибудь	1	1
1833	и логическую	1	1
1834	ней нет	1	1
1835	конечно некоторая	1	1
1836	предмета это	1	1
1837	бы мы	2	1
1838	большим трудом	1	1
1839	на какие	2	1
1840	предмета но	2	1
1841	каких других	1	1
1842	считать это	1	1
1843	имеющих никакого	1	1
1844	что слово	3	1
1845	не ставится	1	1
1846	все категории	2	1
1847	то можно	1	1
1848	но жизнь	1	1
1849	бы совершенно	1	1
1850	много и	2	1
1851	символа и	12	1
1852	как именно	1	1
1853	говорит об	1	1
1854	одна другую	1	1
1855	ничего нельзя	1	1
1856	говорят и	1	1
1857	могло бы	3	1
1858	необходимо думать	1	1
1859	в других	2	1
1860	говорили выше	2	1
1861	внутреннем и	1	1
1862	вода и	1	1
1863	в меру	2	1
1864	чтобы его	1	1
1865	стол стул	1	1
1866	жизни можно	1	1
1867	отрывки из	1	1
1868	станет ясным	1	1
1869	не перестали	1	1
1870	то понимание	1	1
1871	оказывается вовсе	1	1
1872	структуры и	5	1
1873	и по	3	1
1874	всех своих	1	1
1875	что хотя	1	1
1876	на которую	3	1
1877	сказать и	2	1
1878	действительность для	1	1
1879	и звук	1	1
1880	выражена как	1	1
1881	вещей или	1	1
1882	такого же	2	1
1883	с использованием	1	1
1884	этот самый	1	1
1885	же деле	7	1
1886	тут возможны	1	1
1887	могли бы	6	1
1888	самими вещами	1	1
1889	того или	8	1
1890	другие вещи	1	1
1891	разница между	1	1
1892	последним и	1	1
1893	понимает что	1	1
1894	целое в	1	1
1895	это ведь	2	1
1896	когда имеется	1	1
1897	это конечно	1	1
1898	первый план	3	1
1899	такое в	1	1
1900	настоящем смысле	1	1
1901	на нем	3	1
1902	хотя уже	1	1
1903	в вопросе	1	1
1904	будто бы	7	1
1905	просто сам	1	1
1906	отличие от	3	1
1907	и образом	1	1
1908	и отождествляет	1	1
1909	каких бы	1	1
1910	возможны и	1	1
1911	а его	2	1
1912	еще какой-то	1	1
1913	в целях	6	1
1914	чистом виде	3	1
1915	выше что	1	1
1916	символ должен	1	1
1917	чего нельзя	1	1
1918	то отличаются	1	1
1919	получили в	1	1
1920	и какова	1	1
1921	чего нет	1	1
1922	нечто неожиданное	1	1
1923	действительность он	1	1
1924	в самых	3	1
1925	а всякая	1	1
1926	этого достаточно	1	1
1927	от этих	1	1
1928	зрения в	1	1
1929	согласятся и	1	1
1930	совершенно различными	1	1
1931	не дает	1	1
1932	во всей	3	1
1933	на ступени	2	1
1934	пусть хотя	2	1
1935	и речи	1	1
1936	однако если	3	1
1937	символа в	5	1
1938	которой ничего	1	1
1939	с полным	4	1
1940	хотя фактически	2	1
1941	есть что-нибудь	1	1
1942	то уже	1	1
1943	в теории	1	1
1944	только так	2	1
1945	отношение между	1	1
1946	в отвлеченном	2	1
1947	такой вещи	1	1
1948	не отличаются	2	1
1949	ли к	1	1
1950	уже по	2	1
1951	категории и	1	1
1952	еще яснее	1	1
1953	в случае	1	1
1954	же типа	2	1
1955	и весьма	3	1
1956	состоящее из	1	1
1957	реальная вещь	1	1
1958	было только	1	1
1959	и получить	1	1
1960	следовательно употребляя	1	1
1961	нечто гораздо	2	1
1962	бы представить	1	1
1963	но нечто	1	1
1964	существуют в	2	1
1965	связана с	1	1
1966	нечего и	2	1
1967	то обстоятельство	1	1
1968	как под	1	1
1969	однако эта	1	1
1970	еще только	3	1
1971	от которых	1	1
1972	насколько можно	1	1
1973	для их	1	1
1974	или иные	6	1
1975	не имеющие	1	1
1976	ничего нового	1	1
1977	это уж	1	1
1978	идея есть	1	1
1979	всех других	2	1
1980	чего мы	1	1
1981	хотя в	1	1
1982	все те	2	1
1983	из него	2	1
1984	и тот	2	1
1985	или другого	3	1
1986	существу же	1	1
1987	вере в	1	1
1988	конечно в	1	1
1989	от самого	2	1
1990	и говорили	1	1
1991	в нашей	4	1
1992	факт что	1	1
1993	действительность не	2	1
1994	что нам	1	1
1995	резко отличается	2	1
1996	такое что	3	1
1997	имеет свое	1	1
1998	относится и	3	1
1999	например и	2	1
2000	в пределах	3	1
2001	выражается в	3	1
2002	и какие	1	1
2003	но так	1	1
2004	совершенно неверно	1	1
2005	что бы	1	1
2006	думать что	1	1
2007	самое время	10	1
2008	в новое	3	1
2009	и всякая	1	1
2010	или иное	3	1
2011	в которое	1	1
2012	какова его	1	1
2013	и часто	2	1
2014	новой категории	1	1
2015	идет речь	4	1
2016	таковую и	1	1
2017	действительности ее	1	1
2018	еще на	2	1
2019	идет о	1	1
2020	значит быть	1	1
2021	само понятие	2	1
2022	жизнь в	3	1
2023	важно только	1	1
2024	если только	3	1
2025	субъекта но	1	1
2026	а является	2	1
2027	но чисто	2	1
2028	они находятся	1	1
2029	поэтому если	2	1
2030	действительность вне	1	1
2031	почему же	1	1
2032	свойство и	1	1
2033	единое и	3	1
2034	свете того	1	1
2035	иное кроме	1	1
2036	символ часто	1	1
2037	же самое	20	1
2038	скажем что	2	1
2039	есть такое	4	1
2040	и цельное	1	1
2041	оно дается	1	1
2042	тот или	4	1
2043	самого но	1	1
2044	не связанных	1	1
2045	заставляет нас	3	1
2046	на бумаге	1	1
2047	вообще все	1	1
2048	становления и	1	1
2049	со своими	1	1
2050	этот предмет	2	1
2051	ее внутренние	1	1
2052	не нуждается	1	1
2053	природы и	3	1
2054	для обозначения	1	1
2055	и самого	2	1
2056	существует она	1	1
2057	и понятия	2	1
2058	еще новые	1	1
2059	но есть	1	1
2060	и каждый	2	1
2061	этот путь	2	1
2062	отношение или	2	1
2063	могут быть	2	1
2064	и какой	1	1
2065	в зависимости	3	1
2066	бы он	2	1
2067	одним из	2	1
2068	для изображения	1	1
2069	звуков а	1	1
2070	результате этого	1	1
2071	которое мы	5	1
2072	ее наиболее	1	1
2073	чисто логически	1	1
2074	нас говорить	1	1
2075	анализа и	1	1
2076	чудесами и	1	1
2077	на отдельные	3	1
2078	которое оно	1	1
2079	во-первых то	1	1
2080	действительность без	1	1
2081	с бытием	1	1
2082	с которым	1	1
2083	значение этих	1	1
2084	или иной	20	1
2085	ничто другое	1	1
2086	же в	6	1
2087	яснейшим образом	3	1
2088	первой степени	7	1
2089	вовсе еще	2	1
2090	бы оно	1	1
2091	каждый член	1	1
2092	иной раз	5	1
2093	и единственный	1	1
2094	говорим об	1	1
2095	имеющий никакого	1	1
2096	эта категория	1	1
2097	уже чисто	1	1
2098	что сейчас	1	1
2099	разумеется тут	1	1
2100	эту действительность	2	1
2101	есть материя	1	1
2102	идея и	6	1
2103	тоже никуда	1	1
2104	вещь имеющая	1	1
2105	что-нибудь значит	1	1
2106	категории как	1	1
2107	в античной	2	1
2108	все другие	1	1
2109	тут дело	1	1
2110	а как	2	1
2111	его сущности	1	1
2112	который был	1	1
2113	это в	2	1
2114	если на	1	1
2115	i и	2	1
2116	слишком уж	2	1
2117	еще менее	1	1
2118	для получения	2	1
2119	в него	2	1
2120	только одну	1	1
2121	всех этих	6	1
2122	роль только	1	1
2123	именно это	1	1
2124	которой мы	1	1
2125	что-нибудь иное	1	1
2126	имеет свою	3	1
2127	то символ	2	1
2128	в один	1	1
2129	от них	1	1
2130	он с	1	1
2131	понятия и	2	1
2132	чистого смысла	1	1
2133	если уж	2	1
2134	обязательно для	1	1
2135	одного и	1	1
2136	не предмет	2	1
2137	и наконец	2	1
2138	вся вещь	1	1
2139	у того	1	1
2140	как самостоятельную	1	1
2141	нас это	1	1
2142	сейчас мы	3	1
2143	же самым	1	1
2144	кажется что	2	1
2145	а н	1	1
2146	есть функция	1	1
2147	будто есть	1	1
2148	как символ	5	1
2149	не имеющий	1	1
2150	и самый	3	1
2151	бесконечно разнообразной	1	1
2152	себе а	3	1
2153	абстрактная метафизика	1	1
2154	себя но	2	1
2155	нечто иное	4	1
2156	и действовать	1	1
