N	2gram	Tiupa_Hudo	Myshleni
1313	которым он	1	2
1314	не во	3	2
1315	же речь	1	2
1316	или с	2	2
1317	находится у	1	2
1318	в определенном	1	2
1319	от основного	1	2
1320	когда же	3	2
1321	единого слова	1	2
1322	что ни	1	2
1323	изложения и	1	2
1324	как впрочем	1	2
1325	что давала	1	2
1326	которое было	1	2
1327	затем к	1	2
1328	внимание в	1	2
1329	н м	1	2
1330	однако это	1	2
1331	особенно в	3	2
1332	ему не	3	2
1333	на них	2	2
1334	от первого	1	2
1335	и внутреннее	1	2
1336	глубочайшим образом	1	2
1337	случае если	2	2
1338	на мысль	1	2
1339	когда возникает	1	2
1340	но она	1	2
1341	не следует	2	2
1342	как вообще	1	2
1343	могло быть	1	2
1344	каждого из	3	2
1345	и самого	1	2
1346	с самых	1	2
1347	может показаться	1	2
1348	и точно	1	2
1349	места в	1	2
1350	все еще	3	2
1351	что сам	1	2
1352	вплоть до	1	2
1353	себе а	1	2
1354	что один	1	2
1355	оно все	1	2
1356	можно говорить	1	2
1357	воображение и	1	2
1358	он всегда	1	2
1359	к числу	3	2
1360	это обычно	1	2
1361	речи второй	1	2
1362	самом же	1	2
1363	не бывает	3	2
1364	чтобы ответить	1	2
1365	их не	1	2
1366	в предыдущей	3	2
1367	имеет для	1	2
1368	мысль о	2	2
1369	заключительных словах	1	2
1370	может дать	1	2
1371	что принято	1	2
1372	установку на	1	2
1373	художественное произведение	1	2
1374	относиться к	1	2
1375	начнем с	2	2
1376	обращение к	2	2
1377	тем в	2	2
1378	во внешнем	1	2
1379	и предполагает	1	2
1380	видеть и	1	2
1381	сам не	2	2
1382	в воображении	1	2
1383	из земли	1	2
1384	в руках	1	2
1385	мы остановились	1	2
1386	происходит ли	1	2
1387	в чистом	1	2
1388	настолько что	1	2
1389	и речевой	1	2
1390	за него	2	2
1391	ее внутренней	1	2
1392	они сами	1	2
1393	и внутренняя	1	2
1394	бы так	1	2
1395	человеку и	1	2
1396	смысле как	1	2
1397	эта особенность	1	2
1398	но еще	3	2
1399	такая же	2	2
1400	общение с	1	2
1401	это открытие	1	2
1402	в поисках	1	2
1403	ним в	1	2
1404	как путь	1	2
1405	и через	1	2
1406	представлена в	1	2
1407	не обладает	1	2
1408	достаточно было	1	2
1409	внешнего мира	1	2
1410	можно так	1	2
1411	так много	1	2
1412	происходит и	1	2
1413	и она	2	2
1414	в мире	10	2
1415	например как	1	2
1416	не случайна	2	2
1417	играет роль	1	2
1418	встречаемся в	1	2
1419	личности и	3	2
1420	не связанных	1	2
1421	является его	1	2
1422	но зато	1	2
1423	людьми в	1	2
1424	себя на	1	2
1425	даже не	1	2
1426	на стороне	2	2
1427	при виде	1	2
1428	воздействовать на	1	2
1429	в землю	2	2
1430	их и	1	2
1431	в акте	1	2
1432	и никогда	1	2
1433	ключ ко	1	2
1434	они и	2	2
1435	от жизни	1	2
1436	возникать и	1	2
1437	переходит в	1	2
1438	лишь об	1	2
1439	не исчерпывается	1	2
1440	он действует	1	2
1441	на глазах	1	2
1442	интересующего нас	1	2
1443	он позволяет	1	2
1444	их как	2	2
1445	когда его	1	2
1446	однако он	1	2
1447	связывается с	1	2
1448	осознает что	1	2
1449	непосредственное отношение	1	2
1450	его ни	1	2
1451	во власть	1	2
1452	так выразиться	1	2
1453	не более	3	2
1454	только у	1	2
1455	приобретает в	1	2
1456	было известно	2	2
1457	себя с	3	2
1458	но вот	1	2
1459	же о	2	2
1460	оно всегда	1	2
1461	своей жизни	6	2
1462	отношения но	1	2
1463	ли они	1	2
1464	ни к	2	2
1465	очевидно и	1	2
1466	а если	1	2
1467	я должен	1	2
1468	ни у	1	2
1469	но здесь	1	2
1470	автора и	4	2
1471	ими в	1	2
1472	последнее слово	1	2
1473	котором она	1	2
1474	о своем	2	2
1475	только тем	2	2
1476	себя от	1	2
1477	а во	1	2
1478	делает его	1	2
1479	между людьми	1	2
1480	в точности	1	2
1481	вопроса уже	1	2
1482	с нею	2	2
1483	на улице	1	2
1484	и пришла	1	2
1485	легко может	1	2
1486	нее и	1	2
1487	внешним и	2	2
1488	нами почти	1	2
1489	они вместе	1	2
1490	дает нам	1	2
1491	иной чем	1	2
1492	случаях и	1	2
1493	что остается	1	2
1494	о человеке	2	2
1495	даже для	1	2
1496	который всегда	1	2
1497	как тень	1	2
1498	мыслей и	1	2
1499	других но	1	2
1500	это часто	1	2
1501	легко заметить	2	2
1502	полагаем что	1	2
1503	других из	1	2
1504	противоположной направленности	1	2
1505	здесь нет	1	2
1506	решающая роль	1	2
1507	этого не	1	2
1508	отношении она	1	2
1509	а то	2	2
1510	заключительной главе	3	2
1511	каждой фразе	1	2
1512	не предполагает	1	2
1513	среди других	3	2
1514	как ее	1	2
1515	остановимся на	3	2
1516	полагать что	1	2
1517	бы дать	1	2
1518	что но	1	2
1519	то можно	1	2
1520	сталкивается с	1	2
1521	его же	2	2
1522	за его	1	2
1523	мы тем	1	2
1524	следующей главе	3	2
1525	на свете	2	2
1526	нее нет	1	2
1527	же деле	1	2
1528	том случае	2	2
1529	подумать что	1	2
1530	личности в	9	2
1531	что от	1	2
1532	этом он	2	2
1533	он однако	1	2
1534	по сути	2	2
1535	характер с	1	2
1536	и мыслей	1	2
1537	речь у	1	2
1538	в четвертом	2	2
1539	личного опыта	2	2
1540	достаточно вспомнить	1	2
1541	что эгоцентризм	1	2
1542	отличаются друг	1	2
1543	правда мы	1	2
1544	пределах одного	1	1
1545	речь всегда	1	1
1546	когда ему	1	1
1547	о будущем	1	1
1548	принимает на	1	1
1549	или только	1	1
1550	и люди	1	1
1551	в среде	1	1
1552	истории его	1	1
1553	воспоминания о	1	1
1554	всегда предполагает	1	1
1555	общие черты	1	1
1556	впрочем и	4	1
1557	говорилось в	1	1
1558	на внешнее	1	1
1559	практики в	1	1
1560	существенные особенности	1	1
1561	на смену	2	1
1562	чтобы в	1	1
1563	а напротив	1	1
1564	в духе	6	1
1565	еще раз	2	1
1566	людей а	2	1
1567	как об	1	1
1568	и полное	1	1
1569	у людей	1	1
1570	и анна	2	1
1571	как сказал	1	1
1572	исключения из	1	1
1573	именно они	1	1
1574	и поведения	1	1
1575	только через	1	1
1576	настаивает на	1	1
1577	другому как	1	1
1578	в ранг	1	1
1579	должно возникать	1	1
1580	что вопреки	1	1
1581	другой стороной	1	1
1582	не его	1	1
1583	как обычно	1	1
1584	чужой мысли	1	1
1585	обыденной жизни	1	1
1586	социальный характер	2	1
1587	его собственностью	1	1
1588	говорится о	2	1
1589	говорят не	1	1
1590	требует для	1	1
1591	самое себя	1	1
1592	следовало бы	1	1
1593	только две	1	1
1594	этом а	1	1
1595	борьба между	1	1
1596	действительности как	1	1
1597	собой один	1	1
1598	она могла	1	1
1599	млечный путь	1	1
1600	рассмотрение этого	1	1
1601	первая глава	1	1
1602	к своей	1	1
1603	т.п в	1	1
1604	двух или	1	1
1605	из своего	1	1
1606	близости с	2	1
1607	и вторая	1	1
1608	в строгом	1	1
1609	есть продукт	1	1
1610	людей и	1	1
1611	а между	4	1
1612	в ранних	1	1
1613	словесного выражения	1	1
1614	для своей	1	1
1615	и молодые	1	1
1616	от своей	1	1
1617	же его	1	1
1618	идти не	1	1
1619	всякого сомнения	1	1
1620	любви к	2	1
1621	центре внимания	1	1
1622	другом отношении	1	1
1623	к нулю	1	1
1624	правда сам	1	1
1625	то чтобы	2	1
1626	которого они	1	1
1627	эти более	1	1
1628	я с	2	1
1629	во всякой	1	1
1630	когда тот	2	1
1631	друга отсюда	1	1
1632	места для	1	1
1633	характера с	1	1
1634	не переставая	1	1
1635	в атмосфере	1	1
1636	стало возможным	1	1
1637	к точке	1	1
1638	забыть и	1	1
1639	и чувства	2	1
1640	не будут	1	1
1641	жизни с	3	1
1642	жена в	1	1
1643	сказано не	1	1
1644	их мысли	1	1
1645	не испытывая	1	1
1646	от влияния	1	1
1647	к индивидуальной	1	1
1648	личности мы	1	1
1649	несет на	2	1
1650	как нам	3	1
1651	и реалистическим	1	1
1652	эти внешние	1	1
1653	но из	1	1
1654	своему содержанию	1	1
1655	исчерпывается мы	1	1
1656	например между	1	1
1657	бы друг	1	1
1658	стало в	1	1
1659	первый раз	2	1
1660	элементов и	1	1
1661	только обнаруживает	1	1
1662	а ведь	1	1
1663	занимает место	1	1
1664	главы в	1	1
1665	о себе	3	1
1666	он сменяется	1	1
1667	лучше чем	1	1
1668	имели место	1	1
1669	и существенное	1	1
1670	к одним	1	1
1671	отказывается от	1	1
1672	из названных	2	1
1673	им обозначается	1	1
1674	иного рода	1	1
1675	системы и	1	1
1676	и кстати	1	1
1677	к миру	1	1
1678	представляется для	1	1
1679	не нуждается	1	1
1680	этим и	1	1
1681	их действительной	1	1
1682	утверждает в	1	1
1683	и хорошо	2	1
1684	пример из	1	1
1685	я и	7	1
1686	и исторической	1	1
1687	человек и	1	1
1688	личности с	3	1
1689	вследствие того	1	1
1690	сказывается и	1	1
1691	именно этого	1	1
1692	дважды в	2	1
1693	касается внешней	1	1
1694	достаточно чтобы	1	1
1695	из москвы	1	1
1696	есть своя	1	1
1697	за этими	3	1
1698	человека а	2	1
1699	когда является	1	1
1700	имеет ничего	1	1
1701	смысл и	1	1
1702	между внешним	2	1
1703	случай но	1	1
1704	этого ряда	1	1
1705	духовном смысле	1	1
1706	известному выражению	1	1
1707	другом и	1	1
1708	лишь что	1	1
1709	этом видит	1	1
1710	с какой	3	1
1711	узнаем из	1	1
1712	таков был	1	1
1713	еще яснее	1	1
1714	словами но	1	1
1715	однако эта	1	1
1716	и человечества	1	1
1717	что нельзя	1	1
1718	погружен в	1	1
1719	страх и	1	1
1720	же ты	1	1
1721	концепция личности	2	1
1722	как автор	1	1
1723	у вас	3	1
1724	аналогии со	1	1
1725	и другая	1	1
1726	уже одно	2	1
1727	собственно и	2	1
1728	может уже	1	1
1729	в иных	1	1
1730	это действительно	1	1
1731	никоим образом	1	1
1732	такого построения	1	1
1733	другому в	1	1
1734	на бумаге	1	1
1735	детей которые	1	1
1736	на вопросы	1	1
1737	к человеческому	1	1
1738	и ты	2	1
1739	что характер	1	1
1740	и внутренним	2	1
1741	этой фразы	1	1
1742	всю жизнь	1	1
1743	мире не	2	1
1744	он думал	2	1
1745	и толстой	1	1
1746	и чем	1	1
1747	не случайно	14	1
1748	он его	1	1
1749	я сам	2	1
1750	не случайным	1	1
1751	к истокам	1	1
1752	образом он	1	1
1753	рождается и	1	1
1754	у старых	1	1
1755	оказывается невозможным	1	1
1756	в особенности	1	1
1757	далее за	1	1
1758	него по	1	1
1759	относятся в	1	1
1760	эгоцентризм и	1	1
1761	явно не	2	1
1762	он уже	4	1
1763	мыслит для	1	1
1764	например что	1	1
1765	что этим	1	1
1766	до уровня	2	1
1767	от такой	1	1
1768	есть случаи	1	1
1769	внешнюю сторону	1	1
1770	между внешней	2	1
1771	которым она	1	1
1772	еще из	1	1
1773	чтобы начать	1	1
1774	совсем иной	1	1
1775	вспомнить что	1	1
1776	его во	1	1
1777	но достаточно	1	1
1778	те связи	1	1
1779	оттого что	1	1
1780	то с	1	1
1781	вне всякого	1	1
1782	только еще	1	1
1783	бы один	1	1
1784	с он	1	1
1785	заслонять от	1	1
1786	что нет	1	1
1787	же перед	1	1
1788	так или	3	1
1789	к нашей	1	1
1790	нам было	1	1
1791	не обманывает	1	1
1792	бы подумать	1	1
1793	от своего	2	1
1794	на другом	1	1
1795	мыслительного процесса	1	1
1796	мы судим	1	1
1797	разоблачение а	1	1
1798	его сознания	2	1
1799	на месте	2	1
1800	души это	1	1
1801	остается не	1	1
1802	человека на	1	1
1803	жизни в	12	1
1804	своей внешней	3	1
1805	значение приобретает	1	1
1806	стороны этого	1	1
1807	ни с	2	1
1808	говорить и	1	1
1809	для читателя	1	1
1810	и было	2	1
1811	каждая новая	1	1
1812	выступает как	1	1
1813	в прозе	1	1
1814	двух казалось	1	1
1815	являются ли	1	1
1816	в положении	1	1
1817	их самих	1	1
1818	собственной внутренней	1	1
1819	делать то	1	1
1820	для собственного	1	1
1821	степени обусловлена	1	1
1822	художественных произведений	1	1
1823	если для	1	1
1824	у меня	1	1
1825	с а	1	1
1826	внутренней социальности	2	1
1827	отличаясь от	1	1
1828	пожалуй самым	1	1
1829	к зрелому	1	1
1830	этого как	1	1
1831	специфически человеческий	1	1
1832	их результатов	1	1
1833	в мир	1	1
1834	случае с	1	1
1835	при внешнем	1	1
1836	она нуждается	1	1
1837	чем не	2	1
1838	идет об	1	1
1839	ее имя	1	1
1840	связи на	1	1
1841	а лишь	1	1
1842	функциональный характер	1	1
1843	автор избрал	1	1
1844	человеческого поведения	1	1
1845	элемента в	1	1
1846	выхода в	1	1
1847	неотделима от	1	1
1848	так мало	1	1
1849	легче чем	1	1
1850	имеет своим	1	1
1851	в самую	1	1
1852	за пределами	1	1
1853	в глазах	11	1
1854	последнего в	1	1
1855	в каждый	1	1
1856	внешнее по	1	1
1857	это делалось	1	1
1858	звено между	1	1
1859	каждый день	1	1
1860	жизни те	1	1
1861	в соответствующих	2	1
1862	не свидетельствует	1	1
1863	собой то	1	1
1864	жизни не	2	1
1865	же никогда	1	1
1866	которые говорили	1	1
1867	ухода из	1	1
1868	бы ей	2	1
1869	к общим	1	1
1870	приведенной выше	1	1
1871	как особой	1	1
1872	два разных	1	1
1873	на языке	1	1
1874	тоже не	2	1
1875	они оба	1	1
1876	сущность и	1	1
1877	своей основной	1	1
1878	что одна	1	1
1879	напротив все	1	1
1880	что подобно	1	1
1881	слово мы	1	1
1882	там теперь	1	1
1883	в литературе	3	1
1884	своему происхождению	1	1
1885	в специальных	1	1
1886	бы у	1	1
1887	сознания это	1	1
1888	в широком	1	1
1889	них и	1	1
1890	в третьей	2	1
1891	зрительное восприятие	1	1
1892	себе но	1	1
1893	смыкаются в	1	1
1894	этом не	1	1
1895	который как	1	1
1896	себя а	1	1
1897	другое в	1	1
1898	он один	1	1
1899	других то	1	1
1900	по теории	2	1
1901	истины и	1	1
1902	и безразличное	1	1
1903	соединяется с	1	1
1904	и этих	1	1
1905	по словам	1	1
1906	один в	1	1
1907	со своей	3	1
1908	сразу же	2	1
1909	принципиальное различие	1	1
1910	различия между	3	1
1911	постановку и	1	1
1912	ибо в	2	1
1913	внутренняя близость	1	1
1914	не все	2	1
1915	мнения и	1	1
1916	имеет своей	1	1
1917	во-вторых по	1	1
1918	эти тенденции	1	1
1919	менее едва	1	1
1920	же из	2	1
1921	рождения и	1	1
1922	отсюда и	2	1
1923	второй и	1	1
1924	возможным и	1	1
1925	за именем	1	1
1926	эта роль	1	1
1927	обращая внимания	1	1
1928	поскольку они	1	1
1929	и подробно	1	1
1930	стакана чаю	1	1
1931	с легкостью	1	1
1932	с активным	1	1
1933	развивалась в	1	1
1934	не сказал	1	1
1935	тесные рамки	1	1
1936	напротив есть	1	1
1937	и существенным	1	1
1938	например к	1	1
1939	кстати что	1	1
1940	у кого	1	1
1941	все ее	1	1
1942	и последующее	1	1
1943	ее было	1	1
1944	самую суть	1	1
1945	с возвращением	1	1
1946	этим термином	1	1
1947	взгляд и	1	1
1948	этом мыслит	1	1
1949	в тексте	8	1
1950	целого произведения	1	1
1951	не случайное	1	1
1952	действительности же	2	1
1953	к обобщениям	1	1
1954	его положении	1	1
1955	и нашей	1	1
1956	всегда есть	1	1
1957	бытия и	4	1
1958	сказано было	1	1
1959	которые тоже	1	1
1960	становится в	1	1
1961	дело здесь	2	1
1962	жизнью и	3	1
1963	как основное	1	1
1964	ранее в	1	1
1965	здесь оказывается	1	1
1966	главе с	1	1
1967	которые казались	1	1
1968	своего рода	19	1
1969	которая была	2	1
1970	и действительности	1	1
1971	слова никогда	1	1
1972	если вспомнить	1	1
1973	его предметов	1	1
1974	которая будет	1	1
1975	образом благодаря	1	1
1976	всей жизни	1	1
1977	будет не	1	1
1978	а вот	2	1
1979	на вопросе	1	1
1980	борьбе с	1	1
1981	они уже	1	1
1982	ситуации если	1	1
1983	с прежними	1	1
1984	не вызывает	2	1
1985	себя ту	1	1
1986	что человек	1	1
1987	это нужно	1	1
1988	по-видимому не	2	1
1989	не годится	1	1
1990	же ошибочно	1	1
1991	ли ему	1	1
1992	бы место	1	1
1993	окружающим его	1	1
1994	в рамки	1	1
1995	что одни	1	1
1996	а она	1	1
1997	и реальным	1	1
1998	раз говорит	1	1
1999	только когда	1	1
2000	с меня	1	1
2001	и заканчивается	2	1
2002	на какой-нибудь	1	1
2003	до степени	1	1
2004	природы этого	1	1
2005	места и	1	1
2006	давно уже	3	1
2007	внутренней своей	1	1
2008	разговоре с	2	1
2009	но пока	1	1
2010	там же	2	1
2011	в последнем	1	1
2012	судим по	1	1
2013	она появляется	1	1
2014	конфликт между	1	1
2015	время это	1	1
2016	фразы как	1	1
2017	культуры в	1	1
2018	в письме	1	1
2019	и стал	2	1
2020	в выборе	1	1
2021	во-первых в	1	1
2022	на материале	1	1
2023	функции только	1	1
2024	которая вместе	1	1
2025	при всей	3	1
2026	было не	1	1
2027	трагедия в	1	1
2028	для автора	1	1
2029	положение при	1	1
2030	и людей	1	1
2031	в противовес	2	1
2032	коренится в	1	1
2033	совершенно новые	1	1
2034	котором по	1	1
2035	этот тезис	1	1
2036	исключает возможность	1	1
2037	может принимать	1	1
2038	которым в	2	1
2039	похожей на	1	1
2040	глава первая	1	1
2041	внимания к	1	1
2042	фразе как	1	1
2043	здесь прежде	1	1
2044	ее по	2	1
2045	и определенности	1	1
2046	характерной для	1	1
2047	стал бы	1	1
2048	он при	1	1
2049	всего что	1	1
2050	как первые	1	1
2051	течение мыслей	1	1
2052	мы привыкли	1	1
2053	дистанция между	1	1
2054	на наших	1	1
2055	уходит своими	1	1
2056	этот как	1	1
2057	ней и	1	1
2058	жизни как	7	1
2059	например когда	1	1
2060	мы о	1	1
2061	этих категорий	1	1
2062	уже знаем	2	1
2063	на наш	6	1
2064	есть по	1	1
2065	без того	1	1
2066	еще одна	3	1
2067	на будущее	1	1
2068	с именем	1	1
2069	согласиться с	3	1
2070	исследователя в	1	1
2071	глядит в	1	1
2072	от другой	2	1
2073	он живет	1	1
2074	она при	1	1
2075	от раннего	1	1
2076	служит целям	1	1
2077	в движении	1	1
2078	не представляется	2	1
2079	этих людей	1	1
2080	заглянуть в	1	1
2081	которой только	1	1
2082	главы как	1	1
2083	начало и	1	1
2084	значения оно	1	1
2085	еще резче	1	1
2086	о ней	1	1
2087	картина меняется	1	1
2088	внутренней жизни	6	1
2089	проблемы мы	1	1
2090	не дано	1	1
2091	укрыться от	1	1
2092	это внешнее	1	1
2093	и понять	1	1
2094	по преимуществу	6	1
2095	еще раньше	1	1
2096	к человеку	1	1
2097	от мыслей	2	1
2098	зрения к	1	1
2099	философских проблем	1	1
2100	самое непосредственное	2	1
2101	одной лишь	1	1
2102	очередь на	1	1
2103	его рассуждений	2	1
2104	готовности к	1	1
2105	превращает их	1	1
2106	перерастает в	1	1
2107	есть его	1	1
2108	то для	1	1
2109	обстояло дело	1	1
2110	его но	1	1
2111	пытались показать	1	1
2112	что несмотря	1	1
2113	нашему убеждению	2	1
2114	и за	1	1
2115	впервые начинает	1	1
2116	вынуждает его	1	1
2117	они в	2	1
2118	прежде в	1	1
2119	наше внимание	3	1
2120	в третьем	1	1
2121	данное лицо	1	1
2122	не о	3	1
2123	походить на	1	1
2124	действительно так	1	1
2125	о столь	1	1
2126	и выводы	1	1
2127	все последующее	2	1
2128	он берет	1	1
2129	под воздействием	2	1
2130	них это	2	1
2131	в изображении	2	1
2132	видеть этот	1	1
2133	и вновь	1	1
2134	общение не	1	1
2135	есть именно	1	1
2136	между прочим	1	1
2137	в заключительных	1	1
2138	и жизнь	1	1
2139	этого центра	1	1
2140	пользуясь выражением	1	1
2141	неподвижно и	1	1
2142	мы делаем	1	1
2143	свое проявление	1	1
2144	странно и	1	1
2145	на себе	3	1
2146	должны в	1	1
2147	быть объяснена	1	1
2148	необходимое условие	1	1
2149	от себя	3	1
2150	сознания а	1	1
2151	речь о	1	1
2152	это были	2	1
2153	не сводится	1	1
2154	говорил о	1	1
2155	не одного	1	1
2156	автора он	1	1
2157	по наблюдениям	1	1
2158	о прошлом	1	1
2159	переходя в	1	1
2160	что меня	1	1
2161	момента когда	1	1
2162	осознает свою	1	1
2163	всегда только	1	1
2164	взглянуть на	1	1
2165	отчетливо в	1	1
2166	это по	1	1
2167	сторону но	1	1
2168	в детстве	1	1
2169	важно что	1	1
2170	его жизнь	2	1
2171	бы уже	1	1
2172	какой-то определенной	1	1
2173	в нее	1	1
2174	со слов	1	1
2175	от конкретных	1	1
2176	как новая	1	1
2177	мышления или	1	1
2178	жизнь личности	1	1
2179	у которого	2	1
2180	общей для	1	1
2181	одна только	1	1
2182	они имели	1	1
2183	но чем	1	1
2184	бы его	1	1
2185	он вдруг	1	1
2186	с языка	1	1
2187	кажется ему	1	1
2188	но ее	1	1
2189	и роли	1	1
2190	и письма	1	1
2191	этих словах	2	1
2192	которая на	1	1
2193	что без	1	1
2194	какой и	1	1
2195	сознания так	1	1
2196	за себя	1	1
2197	чем и	1	1
2198	главе и	1	1
2199	и простить	1	1
2200	не одна	1	1
2201	лицо и	1	1
2202	и нельзя	1	1
2203	на рубеже	1	1
2204	он говорил	2	1
2205	превращаются в	1	1
2206	анекдота так	1	1
2207	на дворе	1	1
2208	между их	1	1
2209	но одновременно	3	1
2210	к иному	1	1
2211	не позволяет	1	1
2212	заключается по	1	1
2213	без собеседника	1	1
2214	своих мыслях	1	1
2215	одна не	1	1
2216	предметы и	1	1
2217	он очень	1	1
2218	время говорит	1	1
2219	примером только	1	1
2220	других и	2	1
2221	ни единого	2	1
2222	характер есть	1	1
2223	поэтому же	1	1
2224	всего по	1	1
2225	никогда еще	1	1
2226	с высшими	1	1
2227	отказ от	2	1
2228	и вполне	1	1
2229	он тем	1	1
2230	в темноте	1	1
2231	этом как	1	1
2232	разумеется не	2	1
2233	свое внешнее	1	1
2234	такова что	2	1
2235	в трех	1	1
2236	именно оно	1	1
2237	ни о	3	1
2238	благодаря своей	1	1
2239	не знающего	1	1
2240	не растворяется	1	1
2241	легко и	1	1
2242	не владеющего	1	1
2243	сущности в	1	1
2244	он будет	3	1
2245	с женой	3	1
2246	судить по	1	1
2247	них нельзя	1	1
2248	хотелось бы	1	1
2249	независимость от	1	1
2250	ведь из	1	1
2251	не видно	1	1
2252	ситуацией и	1	1
2253	нечто большее	1	1
2254	состоит как	1	1
2255	в итоге	1	1
2256	для обоих	1	1
2257	который видит	1	1
2258	скажем в	1	1
2259	первой главы	4	1
2260	ведь даже	1	1
2261	него между	1	1
2262	необходимым и	1	1
2263	не видеть	1	1
2264	не видел	1	1
2265	дом в	1	1
2266	чистом и	1	1
2267	к отдельным	1	1
2268	в становлении	1	1
2269	не обращая	1	1
2270	раскрыться в	1	1
2271	от понимания	1	1
2272	единства в	1	1
2273	новый момент	1	1
2274	действует так	1	1
2275	не должно	2	1
2276	общении с	1	1
2277	мыслей о	2	1
2278	силы в	1	1
2279	внимания на	1	1
2280	смысл в	1	1
2281	в максимальной	1	1
2282	ее с	1	1
2283	в решении	1	1
2284	времени и	2	1
2285	еще большей	1	1
2286	как особая	1	1
2287	из наиболее	1	1
2288	жизни отсюда	1	1
2289	своими корнями	1	1
2290	непосредственно из	1	1
2291	имеют не	1	1
2292	ее не	1	1
2293	в поле	1	1
2294	не владеет	1	1
2295	он все	2	1
2296	оно носит	1	1
2297	которых становится	1	1
2298	корнями в	1	1
2299	судьбы и	1	1
2300	яснее и	1	1
2301	обратимся в	1	1
2302	в существовании	1	1
2303	что всем	1	1
2304	как во	1	1
2305	при всякой	1	1
2306	так обстояло	1	1
2307	анализа но	1	1
2308	т д	5	1
2309	где бы	1	1
2310	самим по	1	1
2311	в романах	1	1
2312	как объективно	1	1
2313	же он	1	1
2314	принципиального значения	1	1
2315	в классической	1	1
2316	не будучи	1	1
2317	толстой в	1	1
2318	не завершены	1	1
2319	человека но	1	1
2320	во внешних	1	1
2321	мысль то	1	1
2322	мне хотелось	2	1
2323	и прямо	1	1
2324	даже когда	1	1
2325	непосредственное ощущение	1	1
2326	отцу и	1	1
2327	человеком а	1	1
2328	на тех	3	1
2329	лишь одну	1	1
2330	на три	1	1
2331	второй половине	2	1
2332	его изучение	1	1
2333	видел как	1	1
2334	не будем	1	1
2335	лишь то	1	1
2336	свою главную	1	1
2337	или человек	2	1
2338	тут не	1	1
2339	и п	1	1
2340	со своим	5	1
2341	того момента	1	1
2342	миром вещей	1	1
2343	о ее	1	1
2344	ценность в	2	1
2345	сторонам и	1	1
2346	в серьезных	1	1
2347	обособляется в	1	1
2348	с детьми	1	1
2349	автора от	1	1
2350	а о	2	1
2351	наших дней	1	1
2352	не утрачивают	1	1
2353	чем был	1	1
2354	глубоко в	1	1
2355	он видел	2	1
2356	которая служит	1	1
2357	интерпретации в	1	1
2358	ссылка на	1	1
2359	вопросу из	1	1
2360	лишь с	1	1
2361	так часто	1	1
2362	других в	2	1
2363	анекдот в	2	1
2364	не та	1	1
2365	так в	2	1
2366	живой и	1	1
2367	составляют наиболее	1	1
2368	в еще	1	1
2369	широты и	1	1
2370	их друг	1	1
2371	и смысловой	2	1
2372	этом контексте	1	1
2373	самое замечательное	1	1
2374	жизнь и	2	1
2375	личности которая	2	1
2376	солнечной системы	1	1
2377	показывает в	1	1
2378	человека в	10	1
2379	на собеседника	1	1
2380	на нечто	1	1
2381	предмету у	1	1
2382	этот взгляд	1	1
2383	мнению и	1	1
2384	которая может	1	1
2385	предыдущей главе	3	1
2386	нашего я	1	1
2387	на свои	2	1
2388	мы отмечали	1	1
2389	я к	1	1
2390	абсолютно не	1	1
2391	чем была	1	1
2392	в отношениях	1	1
2393	отклонения от	1	1
2394	при необходимости	1	1
2395	и вынуждает	1	1
2396	событий и	1	1
2397	потребность это	1	1
2398	эта сторона	1	1
2399	думал что	1	1
2400	и детей	1	1
2401	выйти за	1	1
2402	напоминает нам	1	1
2403	все отчетливее	2	1
2404	это то	1	1
2405	это также	1	1
2406	и своя	1	1
2407	в течении	1	1
2408	всегда было	1	1
2409	стал интересоваться	1	1
2410	все та	2	1
2411	периода мы	1	1
2412	но теперь	1	1
2413	частности к	1	1
2414	в отрыве	1	1
2415	вы были	1	1
2416	него и	2	1
2417	на уровне	1	1
2418	со своими	1	1
2419	совершенно иного	1	1
2420	удивительным образом	1	1
2421	интересующем нас	1	1
2422	даже как	1	1
2423	того времени	1	1
2424	служить источником	1	1
2425	и протекает	1	1
2426	к произведению	1	1
2427	что хотел	1	1
2428	означало бы	1	1
2429	в узком	1	1
2430	меня самого	2	1
2431	его среды	1	1
2432	не самое	1	1
2433	каждым из	1	1
2434	составляет содержание	1	1
2435	не отделилась	1	1
2436	глазами и	1	1
2437	взрослому человеку	1	1
2438	как ему	1	1
2439	в который	1	1
2440	и целостности	1	1
2441	нет я	2	1
2442	это отнюдь	1	1
2443	все было	3	1
2444	скрывающейся за	1	1
2445	которой так	1	1
