N	2gram	Vygotskiy_	Literetu
1308	как наиболее	1	1
1309	же по	2	1
1310	это еще	1	1
1311	глубоко в	1	1
1312	в эпоху	1	1
1313	вообще не	3	1
1314	сама по	1	1
1315	в стороне	2	1
1316	положение в	2	1
1317	случае не	1	1
1318	что перед	4	1
1319	которая отделяет	1	1
1320	не подлежит	2	1
1321	идут по	1	1
1322	поведения и	2	1
1323	не предполагает	1	1
1324	или даже	2	1
1325	основана на	2	1
1326	однако это	1	1
1327	последнее время	6	1
1328	на одном	2	1
1329	на все	2	1
1330	один и	6	1
1331	по его	1	1
1332	не создает	3	1
1333	мы находим	3	1
1334	только и	2	1
1335	нисколько не	3	1
1336	в условиях	1	1
1337	войти в	1	1
1338	с другом	10	1
1339	говорит об	2	1
1340	произведение и	1	1
1341	или менее	5	1
1342	при виде	1	1
1343	не все	1	1
1344	бы ни	2	1
1345	бы это	1	1
1346	за этой	2	1
1347	ему не	1	1
1348	и внутренней	4	1
1349	как угодно	1	1
1350	как средство	1	1
1351	достаточно вспомнить	2	1
1352	этих двух	1	1
1353	человека к	1	1
1354	без внимания	1	1
1355	что эти	4	1
1356	к одному	10	1
1357	которая как	1	1
1358	принципиальное значение	1	1
1359	слова как	1	1
1360	и первые	1	1
1361	сказали бы	1	1
1362	и внутреннее	1	1
1363	и снова	4	1
1364	там ни	1	1
1365	и эти	2	1
1366	быть наиболее	1	1
1367	как ни	1	1
1368	по которому	3	1
1369	часто встречается	1	1
1370	известном отношении	1	1
1371	конечный результат	1	1
1372	на задний	1	1
1373	возникновения и	2	1
1374	которая может	1	1
1375	усомниться в	1	1
1376	в наши	2	1
1377	в самых	1	1
1378	поскольку они	1	1
1379	ни один	5	1
1380	один день	1	1
1381	с полным	3	1
1382	нельзя не	2	1
1383	бы назвать	1	1
1384	разрешение которой	1	1
1385	же самом	1	1
1386	в новый	1	1
1387	мы узнаем	2	1
1388	не играет	1	1
1389	задачу не	1	1
1390	друга как	2	1
1391	и слова	1	1
1392	новой для	1	1
1393	и деятельность	1	1
1394	и их	4	1
1395	их встреча	1	1
1396	деятельности от	1	1
1397	конечно в	2	1
1398	говоря о	2	1
1399	не следует	1	1
1400	определяется в	1	1
1401	лишь как	1	1
1402	человека с	1	1
1403	ниже и	1	1
1404	и всякая	1	1
1405	этому поводу	4	1
1406	нам о	1	1
1407	развивается в	1	1
1408	и влечет	1	1
1409	значение слова	7	1
1410	что поскольку	1	1
1411	решающую роль	5	1
1412	к ней	2	1
1413	на уровне	1	1
1414	на путь	1	1
1415	к поколению	1	1
1416	действительной жизни	1	1
1417	человеческому интеллекту	1	1
1418	в плане	2	1
1419	вообще является	2	1
1420	меняется вместе	1	1
1421	отрицать того	1	1
1422	отрывается от	1	1
1423	дня и	1	1
1424	в высшей	11	1
1425	это означает	3	1
1426	поведения не	1	1
1427	исторического процесса	1	1
1428	исторически и	1	1
1429	поскольку все	1	1
1430	к новому	1	1
1431	идет не	1	1
1432	и тому	6	1
1433	только после	2	1
1434	человеческого но	1	1
1435	и эта	4	1
1436	т.д и	1	1
1437	способа мышления	6	1
1438	эти два	1	1
1439	которое мы	2	1
1440	конце концов	1	1
1441	с человеческим	1	1
1442	в года	2	1
1443	с истинным	2	1
1444	по нашему	2	1
1445	само по	3	1
1446	пути к	3	1
1447	и наряду	1	1
1448	жизнью и	1	1
1449	и конец	1	1
1450	иное как	2	1
1451	себе а	1	1
