N	2gram	Vygotskiy_	Literetu
1304	это речь	2	1
1305	об их	1	1
1306	слова так	1	1
1307	именно к	1	1
1308	дело как	1	1
1309	одних и	1	1
1310	в любви	2	1
1311	поэтому что	2	1
1312	когда речь	1	1
1313	ничем не	1	1
1314	ты так	1	1
1315	его внутренняя	1	1
1316	рода и	2	1
1317	что несмотря	1	1
1318	того как	6	1
1319	нас не	1	1
1320	б мы	1	1
1321	соответствующая ему	1	1
1322	возникает в	3	1
1323	по своим	2	1
1324	исходила из	1	1
1325	этой мысли	2	1
1326	они входят	1	1
1327	смогли бы	1	1
1328	развитии и	1	1
1329	сознания по	1	1
1330	оказывается одновременно	1	1
1331	все это	5	1
1332	самой этой	1	1
1333	в первую	3	1
1334	вытекающее из	1	1
1335	силу и	1	1
1336	по ту	1	1
1337	и жить	1	1
1338	слова не	1	1
1339	в виде	2	1
1340	если как	2	1
1341	содержат в	4	1
1342	к построению	1	1
1343	же именно	1	1
1344	в учебниках	1	1
1345	себе но	1	1
1346	от друга	3	1
1347	больше в	1	1
1348	или в	2	1
1349	начала в	1	1
1350	когда ребенок	2	1
1351	но эта	2	1
1352	же по	1	1
1353	места в	1	1
1354	других то	1	1
1355	вообще не	6	1
1356	сама по	1	1
1357	более что	1	1
1358	в стороне	1	1
1359	случае не	2	1
1360	что перед	1	1
1361	за которым	1	1
1362	как речь	1	1
1363	говорят о	1	1
1364	в переводе	1	1
1365	есть мысль	1	1
1366	есть только	3	1
1367	живой и	1	1
1368	сейчас на	1	1
1369	перейти к	6	1
1370	последнее время	5	1
1371	объективной стороны	1	1
1372	при соответствующих	1	1
1373	на одном	1	1
1374	на все	1	1
1375	в новом	2	1
1376	мы находим	3	1
1377	только и	5	1
1378	в условиях	1	1
1379	это было	2	1
1380	этот ряд	1	1
1381	с другом	6	1
1382	этим обстоятельством	1	1
1383	и осознать	1	1
1384	менее их	1	1
1385	в одной	6	1
1386	при виде	1	1
1387	мысли в	12	1
1388	и полностью	3	1
1389	в меру	9	1
1390	остается вне	1	1
1391	выражение и	1	1
1392	и внутренней	3	1
1393	этих двух	4	1
1394	что эти	3	1
1395	к одному	1	1
1396	за словами	1	1
1397	слова как	5	1
1398	а те	1	1
1399	и внутреннее	1	1
1400	и снова	1	1
1401	что от	1	1
1402	ним с	1	1
1403	как ни	1	1
1404	таинственный и	1	1
1405	просто как	2	1
1406	отсюда и	1	1
1407	ему нужно	2	1
1408	обстоятельством что	2	1
1409	двух основных	1	1
1410	в самых	2	1
1411	следовало ожидать	1	1
1412	две стороны	1	1
1413	с новыми	1	1
1414	словами то	2	1
1415	этом оказывается	1	1
1416	нельзя не	2	1
1417	же самом	1	1
1418	в новый	2	1
1419	обстоит дело	2	1
1420	его речь	1	1
1421	это приводит	1	1
1422	друга как	1	1
1423	линий в	1	1
1424	и слова	6	1
1425	мысль бесплотная	1	1
1426	другой к	2	1
1427	и их	7	1
1428	похожей на	1	1
1429	плана в	3	1
1430	в коллективе	1	1
1431	по одним	1	1
1432	оказывается что	2	1
1433	кто не	1	1
1434	и своя	1	1
1435	человека с	1	1
1436	на всю	1	1
1437	как то	1	1
1438	и всякая	1	1
1439	этому поводу	3	1
1440	нам о	2	1
1441	первые два	1	1
1442	развивается в	1	1
1443	и всех	1	1
1444	не другой	1	1
1445	но то	2	1
1446	значение слова	16	1
1447	существует как	1	1
1448	нами и	1	1
1449	решающую роль	1	1
1450	возрасте не	1	1
1451	частный случай	4	1
1452	к ней	2	1
1453	и вне	1	1
1454	на путь	1	1
1455	в плане	3	1
1456	отношений в	1	1
1457	и понятным	1	1
1458	у меня	1	1
1459	это место	1	1
1460	отрывается от	1	1
1461	в высшей	3	1
1462	эту мысль	3	1
1463	чтобы обнаружить	1	1
1464	это означает	2	1
1465	внутреннюю сторону	4	1
1466	момент в	3	1
1467	объекту в	1	1
1468	до ее	1	1
1469	но я	1	1
1470	можно будет	1	1
1471	идет не	1	1
1472	к женщине	1	1
1473	в период	2	1
1474	как внутренняя	1	1
1475	образом развивается	1	1
1476	только после	1	1
1477	т.д и	1	1
1478	эти два	1	1
1479	разрастается в	1	1
1480	которое мы	4	1
1481	не хватает	1	1
1482	конце концов	1	1
1483	лучшем случае	3	1
1484	в года	3	1
1485	по нашему	1	1
1486	он с	2	1
1487	само по	1	1
1488	пути к	1	1
1489	быть выражено	3	1
1490	самая сущность	1	1
1491	вопроса не	1	1
1492	иное как	1	1
1493	для другого	1	1
