N	2gram	Tiupa_Narr	formyVre
1302	случае смерть	1	1
1303	и символы	1	1
1304	своих героев	2	1
1305	но такая	1	1
1306	человеческого общения	1	1
1307	эпизод посвященный	1	1
1308	из существенных	1	1
1309	к заутрене	1	1
1310	уже знаем	1	1
1311	что это	4	1
1312	понятийное мышление	1	1
1313	каким он	3	1
1314	ни единого	1	1
1315	в наиболее	2	1
1316	сердца и	1	1
1317	никак не	5	1
1318	он на	1	1
1319	из которых	1	1
1320	времени когда	1	1
1321	о которой	3	1
1322	интерес к	3	1
1323	все свое	1	1
1324	где жизнь	1	1
1325	не обходится	1	1
1326	поэтому же	1	1
1327	отдельного человека	1	1
1328	бы между	1	1
1329	действий и	1	1
1330	и делает	1	1
1331	совершенно условная	1	1
1332	развернуть в	1	1
1333	сводится к	10	1
1334	подобно тому	4	1
1335	он лишь	1	1
1336	определенного смысла	1	1
1337	один человек	1	1
1338	событие о	1	1
1339	должен был	1	1
1340	порядок и	1	1
1341	из сказанного	1	1
1342	этой точки	1	1
1343	по длительности	1	1
1344	вместо того	1	1
1345	не более	1	1
1346	иным образом	1	1
1347	своей человечности	1	1
1348	первой половины	1	1
1349	преступление и	1	1
1350	обозначить как	1	1
1351	она происходит	1	1
1352	имеет дело	1	1
1353	и рождается	1	1
1354	взгляда на	1	1
1355	новые формы	1	1
1356	из уст	2	1
1357	жизнь есть	1	1
1358	эпизода мы	1	1
1359	значении этого	1	1
1360	не становясь	1	1
1361	характера который	1	1
1362	присутствует в	1	1
1363	ему что	1	1
1364	свой собственный	1	1
1365	и концы	1	1
1366	читателя а	1	1
1367	мы встречаемся	1	1
1368	как о	2	1
1369	как не	1	1
1370	ними не	1	1
1371	произведение в	1	1
1372	в творческом	1	1
1373	самого рассказывания	4	1
1374	с установкой	2	1
1375	приводит к	2	1
1376	же мало	1	1
1377	есть на	1	1
1378	может не	1	1
1379	связаны между	1	1
1380	установкой на	2	1
1381	здесь выступает	1	1
1382	не до	1	1
1383	при всех	1	1
1384	далек от	1	1
1385	стало быть	4	1
1386	но с	1	1
1387	для читателя	1	1
1388	словами и	1	1
1389	рассуждения о	1	1
1390	становясь при	1	1
1391	отдельных эпизодов	1	1
1392	как произведение	1	1
1393	говорили что	1	1
1394	мира поэтому	1	1
1395	без наличия	1	1
1396	только одно	1	1
1397	разные времена	1	1
1398	нее то	1	1
1399	история в	1	1
1400	сами участвуем	2	1
1401	ли он	2	1
1402	преимущественно как	1	1
1403	этапах развития	1	1
1404	обращения к	1	1
1405	с нами	2	1
1406	в город	2	1
1407	это все	1	1
1408	происшествий в	1	1
1409	этой двойственности	1	1
1410	быть не	3	1
1411	них как	2	1
1412	из его	1	1
1413	труд в	1	1
1414	как вещь	1	1
1415	для нее	2	1
1416	сохраняется но	1	1
1417	и вся	1	1
1418	приобретает исключительную	1	1
1419	смысл который	1	1
1420	и откуда	1	1
1421	этого как	1	1
1422	в небольшом	1	1
1423	его характер	2	1
1424	и наиболее	1	1
1425	событии которое	1	1
1426	личной жизни	1	1
1427	последнем мы	2	1
1428	пьера безухова	1	1
1429	творчества от	1	1
1430	местах и	2	1
1431	что можно	1	1
1432	их между	1	1
1433	им в	1	1
1434	в речевой	1	1
1435	свое существование	1	1
1436	неразрывно объединены	1	1
1437	лоне природы	1	1
1438	автора в	2	1
1439	на лоне	1	1
1440	эти происходят	1	1
1441	служит не	1	1
1442	есть его	1	1
1443	и школы	1	1
1444	входит как	1	1
1445	в делах	1	1
1446	собой но	1	1
1447	впервые в	1	1
1448	она может	2	1
1449	она входит	1	1
1450	под утро	1	1
1451	характером но	1	1
1452	первобытного человека	2	1
1453	анекдот о	1	1
1454	от которой	2	1
1455	в самую	2	1
1456	мира но	1	1
1457	нами два	1	1
1458	своего я	2	1
1459	ведь каждый	1	1
1460	характера и	3	1
1461	человечества и	1	1
1462	обратимся в	1	1
1463	и авторской	1	1
1464	утрачивает свою	2	1
1465	к миру	2	1
1466	на этот	2	1
1467	редко и	1	1
1468	и воскресение	1	1
1469	как во	1	1
1470	и будущего	2	1
1471	этом свидетельствует	1	1
1472	смерти он	1	1
1473	говоря об	1	1
1474	слушатели-читатели события	1	1
1475	решения проблемы	1	1
1476	только с	2	1
1477	как все	2	1
1478	в особом	1	1
1479	исключительно в	3	1
1480	детство и	1	1
1481	или другой	1	1
1482	его можно	1	1
1483	события событие	1	1
1484	более глубокий	1	1
1485	в художественных	3	1
1486	этого термина	1	1
1487	в формах	2	1
1488	жизнь его	1	1
1489	этого эпизода	3	1
1490	как к	3	1
1491	вместе со	1	1
1492	принимают участие	1	1
1493	в свое	1	1
1494	в любви	1	1
1495	или просто	2	1
1496	лучше чем	1	1
1497	служит в	1	1
1498	с пребыванием	1	1
1499	я так	1	1
1500	которым он	1	1
1501	тоже не	1	1
1502	мог быть	1	1
1503	стояла в	1	1
1504	и наказание	1	1
1505	хоть и	1	1
1506	благодаря этому	1	1
1507	это был	1	1
1508	мотивы в	1	1
1509	свидетельствует о	4	1
1510	жениха и	1	1
1511	исторической жизни	1	1
1512	на три	1	1
1513	совершенно чуждо	1	1
1514	быть самим	1	1
1515	ни единой	1	1
1516	в художественной	1	1
1517	романе там	1	1
1518	всего мира	1	1
1519	в предыдущем	1	1
1520	лишь то	1	1
1521	и борьбы	1	1
1522	и толстого	1	1
1523	образ и	1	1
1524	я о	1	1
1525	от которого	3	1
1526	напротив все	1	1
1527	не механическая	1	1
1528	он и	2	1
1529	вспоминает как	1	1
1530	отмечу что	1	1
1531	о нем	5	1
1532	на самом	1	1
1533	сознания и	2	1
1534	здесь достаточно	1	1
1535	участвуем как	2	1
1536	где этот	1	1
1537	а все	1	1
1538	целом он	1	1
1539	в использовании	1	1
1540	в виде	2	1
1541	в церковь	1	1
1542	к эпизоду	1	1
1543	даже самая	1	1
1544	сказать не	1	1
1545	служит его	1	1
1546	единого слова	1	1
1547	плане но	1	1
1548	и социальные	1	1
1549	едином но	1	1
1550	на нее	2	1
1551	своем роде	1	1
1552	было для	1	1
1553	сконцентрированы вокруг	1	1
1554	эта природа	1	1
1555	опыта и	1	1
1556	перед смертью	1	1
1557	качестве одной	1	1
1558	указывает на	1	1
1559	в ряде	2	1
1560	но благодаря	1	1
1561	мировой жизни	1	1
1562	и без	1	1
1563	участие в	2	1
1564	лишь с	1	1
1565	следовало бы	1	1
1566	не подлежит	3	1
1567	бессмертии души	1	1
1568	не предполагает	1	1
1569	виде в	1	1
1570	главы и	1	1
1571	на улицах	1	1
1572	это опыт	1	1
1573	и я	1	1
1574	по условиям	1	1
1575	в событие	2	1
1576	по его	3	1
1577	эпизод в	1	1
1578	бытовая подробность	1	1
1579	чаще в	1	1
1580	нисколько не	1	1
1581	и оно	1	1
1582	о бессмертии	1	1
1583	глубокого чувства	1	1
1584	к вам	1	1
1585	а он	1	1
1586	или менее	2	1
1587	быть для	1	1
1588	а так	1	1
1589	самое замечательное	1	1
1590	и другого	1	1
1591	в области	4	1
1592	этих двух	2	1
1593	к одному	1	1
1594	сказать и	1	1
1595	достаточно для	1	1
1596	событие самого	2	1
1597	а к	3	1
1598	в полной	1	1
1599	в цепь	1	1
1600	еще одной	1	1
1601	субъект действия	1	1
1602	выше и	1	1
1603	xx века	1	1
1604	контакта в	1	1
1605	его произведениях	1	1
1606	же к	1	1
1607	построен на	1	1
1608	мы воспринимаем	1	1
1609	и героев	1	1
1610	случайно в	1	1
1611	связь и	1	1
1612	здесь однако	1	1
1613	я к	1	1
1614	а из	1	1
1615	тому как	4	1
1616	не по	5	1
1617	в акте	1	1
1618	для последующего	1	1
1619	плачут и	1	1
1620	обстоит дело	1	1
1621	с совершенно	1	1
1622	ее жизни	1	1
1623	дело не	3	1
1624	что смерть	1	1
1625	во второй	2	1
1626	когда он	1	1
1627	что касается	3	1
1628	своего мира	1	1
1629	втором плане	1	1
1630	два человека	1	1
1631	именно к	1	1
1632	свою жизнь	2	1
1633	всего его	1	1
1634	у героя	1	1
1635	героя его	1	1
1636	только у	1	1
1637	говоря о	2	1
1638	в нашей	1	1
1639	не следует	3	1
1640	в пространственно-временной	1	1
1641	только то	1	1
1642	этих случаях	1	1
1643	в спальню	1	1
1644	его отношение	1	1
1645	и хронотопа	1	1
1646	решается на	1	1
1647	в отрыве	1	1
1648	влияние не	1	1
1649	облекается в	1	1
1650	в литературном	2	1
1651	это он	2	1
1652	и самого	3	1
1653	и борьба	1	1
1654	и нельзя	1	1
1655	и много	1	1
1656	процесс воспитания	1	1
1657	все содержание	1	1
1658	тоски и	1	1
1659	может показаться	1	1
1660	иначе он	1	1
1661	никому не	1	1
1662	голову в	1	1
1663	на то	4	1
1664	обладает более	1	1
1665	пришел из	1	1
1666	достаточно вспомнить	1	1
1667	нуждается в	1	1
1668	чисто внешней	1	1
1669	все для	1	1
1670	и долго	1	1
1671	изображенного времени	1	1
1672	ведь и	1	1
1673	бытия в	2	1
1674	сам а	1	1
1675	после смерти	2	1
1676	т.п в	1	1
1677	им не	1	1
1678	эта любовь	1	1
1679	слова в	4	1
1680	жизнью и	1	1
1681	котором он	1	1
