N	2gram	Bakhtin_fo	Literetu
1306	всего мира	1	1
1307	в предыдущем	1	1
1308	и принципиально	2	1
1309	у символистов	1	1
1310	в вечности	2	1
1311	все это	10	1
1312	сюжетного движения	2	1
1313	бытие и	1	1
1314	силу и	1	1
1315	из форм	1	1
1316	кто бы	1	1
1317	а все	1	1
1318	это именно	1	1
1319	этого пути	1	1
1320	превратиться в	1	1
1321	по ту	2	1
1322	к месту	1	1
1323	в движение	3	1
1324	с разными	1	1
1325	всегда является	1	1
1326	и политического	1	1
1327	отступление от	1	1
1328	в виде	1	1
1329	прошлому и	1	1
1330	к построению	1	1
1331	в таких	2	1
1332	от друга	2	1
1333	или в	3	1
1334	и внутренних	1	1
1335	жизни это	2	1
1336	когда оно	1	1
1337	начала в	1	1
1338	своей воле	1	1
1339	что будет	1	1
1340	но эта	5	1
1341	время здесь	4	1
1342	места в	2	1
1343	в эпоху	5	1
1344	внешних и	1	1
1345	перед смертью	1	1
1346	вообще не	4	1
1347	в литературу	3	1
1348	чтобы быть	1	1
1349	историческое время	2	1
1350	сама по	1	1
1351	более что	2	1
1352	в стороне	2	1
1353	практической жизни	1	1
1354	и совсем	1	1
1355	фольклора и	2	1
1356	не подлежит	1	1
1357	не предполагает	1	1
1358	лежит на	1	1
1359	или даже	1	1
1360	человеком в	1	1
1361	этого романа	6	1
1362	иной раз	2	1
1363	есть только	2	1
1364	на одном	1	1
1365	не столь	2	1
1366	и со	1	1
1367	значительную роль	1	1
1368	по его	1	1
1369	направления в	1	1
1370	не создает	1	1
1371	в новом	1	1
1372	мы находим	2	1
1373	только и	5	1
1374	нисколько не	1	1
1375	всех названных	1	1
1376	в условиях	8	1
1377	войти в	1	1
1378	это было	2	1
1379	этот ряд	7	1
1380	с другом	5	1
1381	его же	1	1
1382	ему как	1	1
1383	вдруг и	6	1
1384	такого человека	1	1
1385	в одной	2	1
1386	бы ни	1	1
1387	остается вне	1	1
1388	как средство	1	1
1389	этих двух	1	1
1390	ко мне	1	1
1391	в будущее	1	1
1392	он строит	1	1
1393	слова как	1	1
1394	становится лишь	1	1
1395	и xx	1	1
1396	тем чем	1	1
1397	существует только	1	1
1398	бытия как	1	1
1399	и внутреннее	3	1
1400	и снова	1	1
1401	и сила	1	1
1402	что от	1	1
1403	как ни	1	1
1404	веселым и	1	1
1405	же от	1	1
1406	отсюда и	3	1
1407	ему нужно	1	1
1408	это мне	1	1
1409	начать с	1	1
1410	в бытовой	2	1
1411	строится как	1	1
1412	два образа	2	1
1413	ни один	2	1
1414	один день	1	1
1415	человек всегда	1	1
1416	вся жизнь	1	1
1417	бы назвать	1	1
1418	плачут и	1	1
1419	обстоит дело	1	1
1420	не узнает	1	1
1421	быть и	4	1
1422	ее отражения	1	1
1423	романа это	1	1
1424	и смыслом	1	1
1425	с духовной	1	1
1426	это начало	1	1
1427	в последующем	6	1
1428	и их	11	1
1429	частности в	1	1
1430	оказывается что	2	1
1431	тогда еще	1	1
1432	конечно в	1	1
1433	говоря о	1	1
1434	резко отличается	1	1
1435	но дело	2	1
1436	не следует	1	1
1437	и времени	9	1
1438	реальное время	2	1
1439	лишь как	3	1
1440	человека с	1	1
1441	контексте в	2	1
1442	на всю	1	1
1443	как то	1	1
1444	и всех	2	1
1445	пространства и	6	1
1446	как единое	1	1
1447	исторических событий	1	1
1448	пространством и	1	1
1449	черты и	1	1
1450	люди не	1	1
1451	к ней	2	1
1452	и вне	3	1
1453	действительной жизни	1	1
1454	характер не	3	1
1455	человеческие отношения	2	1
1456	в плане	1	1
1457	на войне	1	1
1458	в высшей	1	1
1459	исторического процесса	2	1
1460	момент в	2	1
1461	разрушительной для	1	1
1462	здесь все	2	1
1463	письма в	1	1
1464	и эта	2	1
1465	и неожиданное	2	1
1466	которое мы	1	1
1467	конце концов	1	1
1468	которой нет	2	1
1469	дальше в	1	1
1470	действительностью а	1	1
