N	2gram	Voloshinov	Komedia
1303	и ни	2	1
1304	и политики	1	1
1305	который мы	2	1
1306	также и	2	1
1307	в оживленной	1	1
1308	уже только	1	1
1309	характерен для	1	1
1310	намерения автора	1	1
1311	в ход	1	1
1312	важную роль	2	1
1313	своим первым	1	1
1314	эти утверждения	1	1
1315	мы должны	10	1
1316	и слова	1	1
1317	иной вопрос	1	1
1318	почти всей	1	1
1319	отвращение к	1	1
1320	в характере	1	1
1321	его речи	1	1
1322	каждый раз	1	1
1323	высказывания в	3	1
1324	говоря о	1	1
1325	в нашей	2	1
1326	говорит ли	1	1
1327	время только	1	1
1328	но вместе	1	1
1329	с понятием	1	1
1330	думать что	1	1
1331	смысл его	2	1
1332	уже знаем	1	1
1333	можно более	1	1
1334	же на	1	1
1335	им за	1	1
1336	этих явлений	1	1
1337	по всей	1	1
1338	на путь	1	1
1339	без нее	1	1
1340	само по	1	1
1341	самой своей	1	1
1342	чувствовать себя	1	1
1343	забывать что	2	1
1344	можно сказать	4	1
1345	речь и	4	1
1346	как тот	1	1
1347	различие в	2	1
1348	словам а	1	1
1349	в общественном	1	1
1350	обращаться к	1	1
1351	социальной истории	1	1
1352	или иной	6	1
1353	уже находятся	1	1
1354	осталась одна	1	1
1355	каком направлении	1	1
1356	свою речь	1	1
1357	же нельзя	1	1
1358	человек не	2	1
1359	может и	1	1
1360	ведь и	2	1
1361	не отражает	1	1
1362	и укрепить	1	1
1363	вторая группа	2	1
1364	вопросов которые	2	1
1365	имя и	1	1
1366	подтверждение в	1	1
1367	не можем	1	1
1368	себе и	2	1
1369	и наконец	5	1
1370	иное как	2	1
1371	без помощи	1	1
1372	на весах	1	1
