N	2gram	Medvedev_F	StatiiOP
1308	сторону здесь	1	1
1309	прежде чем	2	1
1310	от этих	2	1
1311	затруднения для	1	1
1312	свою силу	2	1
1313	проблем и	5	1
1314	по аналогии	5	1
1315	всем что	1	1
1316	чуждые друг	1	1
1317	и всего	1	1
1318	качества и	1	1
1319	здесь же	1	1
1320	и всю	2	1
1321	судить о	1	1
1322	выходя за	1	1
1323	в виноградова	2	1
1324	между этими	2	1
1325	в последних	2	1
1326	деле оно	1	1
1327	литературе и	2	1
1328	будет зависеть	1	1
1329	же оно	1	1
1330	близкого ему	1	1
1331	лишь на	1	1
1332	между ними	3	1
1333	содержанием и	1	1
1334	встречается в	1	1
1335	себе не	1	1
1336	себя как	1	1
1337	большинстве случаев	5	1
1338	существу это	1	1
1339	не теряя	2	1
1340	место и	3	1
1341	во главе	1	1
1342	всех их	1	1
1343	полемика во	1	1
1344	в целях	2	1
1345	этого прежде	2	1
1346	иногда не	1	1
1347	и влияние	1	1
1348	точек зрения	1	1
1349	был не	1	1
1350	какой они	1	1
1351	из одного	1	1
1352	полагает что	1	1
1353	лица земли	1	1
1354	делового и	1	1
1355	ее только	1	1
1356	искусство не	1	1
1357	к постановке	1	1
1358	слово как	1	1
1359	п на	1	1
1360	для этих	1	1
1361	произведение является	2	1
1362	такие произведения	1	1
1363	на сцену	1	1
1364	следует однако	1	1
1365	не имеющие	2	1
1366	от их	2	1
1367	материалом для	2	1
1368	и научного	1	1
1369	если оно	1	1
1370	об особенностях	2	1
1371	к конкретной	1	1
1372	в современном	2	1
1373	его развития	2	1
1374	как они	4	1
1375	только путем	1	1
1376	разрыв между	1	1
1377	ведь в	2	1
1378	говоря в	1	1
1379	поэтики в	1	1
1380	дана в	2	1
1381	от характера	1	1
1382	бы она	3	1
1383	стиля в	1	1
1384	материалом и	2	1
1385	текста и	1	1
1386	чтобы он	2	1
1387	особого рода	1	1
1388	но тогда	1	1
1389	приводит и	1	1
1390	лишь что	1	1
1391	в работе	2	1
1392	не говорят	1	1
1393	не один	1	1
1394	оснований для	1	1
1395	время можно	1	1
1396	и прочно	1	1
1397	общения между	1	1
1398	речи и	2	1
1399	языком и	2	1
1400	эту ошибку	1	1
1401	это по	1	1
1402	к определенному	1	1
1403	к самому	1	1
1404	на дело	1	1
1405	возвращаясь к	1	1
1406	и та	1	1
1407	и определение	1	1
1408	и является	3	1
1409	она до	1	1
1410	является одним	1	1
1411	ни одно	1	1
1412	явлением для	1	1
1413	и хотя	1	1
1414	утверждение в	1	1
1415	бы уже	1	1
1416	следующих словах	1	1
1417	в современной	2	1
1418	важно лишь	1	1
1419	об общих	1	1
1420	их более	1	1
1421	значения в	1	1
1422	ведь на	1	1
1423	это может	1	1
1424	отчасти в	1	1
1425	что бы	6	1
1426	совершенно независимо	1	1
1427	сравнительно с	1	1
1428	должны были	1	1
1429	эту формулу	1	1
1430	мы здесь	1	1
1431	родился в	1	1
1432	являются ли	1	1
1433	произведение не	2	1
1434	этот период	1	1
1435	могла бы	3	1
1436	зрения своей	1	1
1437	для поэтической	1	1
1438	в школе	2	1
1439	степени соответствуют	1	1
1440	и несколько	1	1
1441	чтобы почувствовать	1	1
1442	так называемого	1	1
1443	эта полемика	1	1
1444	для той	1	1
1445	тот или	2	1
1446	он в	3	1
1447	язык не	1	1
1448	жизнь как	3	1
1449	историками литературы	1	1
1450	правильно было	1	1
1451	такого утверждения	1	1
1452	является этот	1	1
1453	в систему	5	1
1454	друг другу	2	1
1455	подход к	2	1
1456	сторону жизни	1	1
1457	это приводит	3	1
1458	особенностей и	2	1
1459	отдельных произведений	1	1
1460	о его	1	1
1461	материала в	4	1
1462	на отдельные	2	1
1463	от истории	1	1
1464	и есть	1	1
1465	мы будем	1	1
1466	довольно часто	1	1
1467	понимает как	1	1
1468	в силу	1	1
1469	но критика	1	1
1470	ней в	1	1
1471	определения и	1	1
1472	языком в	2	1
1473	бы оно	2	1
1474	же мы	1	1
1475	значение как	1	1
1476	структура в	1	1
1477	следует лишь	1	1
1478	к политической	1	1
1479	тона в	1	1
1480	говорить уже	1	1
1481	но кроме	1	1
1482	это совершенно	1	1
1483	и острое	1	1
1484	именно этой	1	1
1485	заключается именно	1	1
1486	речи о	1	1
1487	пишет по	1	1
1488	можно с	1	1
1489	как прежде	1	1
1490	неизбежный и	1	1
1491	чтобы не	2	1
1492	нам кажется	2	1
1493	понять что	1	1
1494	действительно было	1	1
1495	в подлинном	1	1
1496	как общее	1	1
1497	легко было	1	1
1498	сказать так	1	1
1499	и сами	2	1
1500	русской почве	1	1
1501	различных художественных	2	1
1502	эту аналогию	1	1
1503	материальной организации	1	1
1504	основе этой	2	1
1505	на деле	1	1
1506	поэтические качества	1	1
1507	собственном смысле	1	1
1508	в последующих	1	1
1509	языка который	3	1
1510	и против	1	1
1511	цельное и	1	1
1512	и конечно	1	1
1513	бы дело	1	1
1514	и принципиальной	1	1
1515	опирается на	1	1
1516	они и	2	1
1517	как с	2	1
1518	этого периода	1	1
1519	мы приходим	1	1
1520	такова же	1	1
1521	эти определения	5	1
1522	на западе	4	1
1523	реагирование на	1	1
1524	в основном	3	1
1525	исходить из	4	1
1526	этого понятия	1	1
1527	которой не	1	1
1528	которые он	1	1
1529	на ее	1	1
1530	был бы	2	1
1531	в литературной	1	1
1532	эти случаи	1	1
1533	поэтического искусства	2	1
1534	и должно	4	1
1535	судьба его	1	1
1536	на те	1	1
1537	речь как	1	1
1538	первый и	1	1
1539	должны совпадать	1	1
1540	хiх века	1	1
1541	опираться на	1	1
1542	чтобы стать	2	1
1543	по принципу	2	1
1544	романа и	1	1
1545	с ним	3	1
1546	к строфе	1	1
1547	литературных явлений	7	1
1548	уже говорить	1	1
1549	романа в	1	1
1550	из одних	1	1
1551	два основных	1	1
1552	здесь он	1	1
1553	в другой	2	1
1554	нашего времени	1	1
1555	характер и	2	1
1556	в науке	2	1
1557	зрения ее	1	1
1558	отрицательное отношение	1	1
1559	здесь были	1	1
1560	над другими	1	1
1561	они в	2	1
1562	критика это	1	1
1563	и создает	2	1
1564	том и	1	1
1565	значительное влияние	1	1
1566	идет лишь	1	1
1567	него нет	1	1
1568	совершенно иное	1	1
1569	он лишь	1	1
1570	на минуту	1	1
1571	нужно непременно	1	1
1572	творчества и	2	1
1573	поэтический язык	20	1
1574	этой точки	1	1
1575	во что	3	1
1576	к искусству	1	1
1577	вместо того	1	1
1578	все то	1	1
1579	то на	1	1
1580	самим собой	1	1
1581	сил и	1	1
1582	имеет значение	1	1
1583	место его	1	1
1584	смысла и	3	1
1585	следовательно в	1	1
1586	об отсутствии	1	1
1587	о самом	1	1
1588	конкретном и	1	1
1589	мы говорим	4	1
1590	вещи но	1	1
1591	язык по	5	1
1592	является первой	1	1
1593	статья в	1	1
1594	и вторичная	1	1
1595	одновременно с	2	1
1596	на территории	1	1
1597	эпоху его	1	1
1598	той духовной	1	1
1599	поэтической формы	1	1
1600	другие произведения	1	1
1601	эстетики и	2	1
1602	в составе	1	1
1603	и третьего	1	1
1604	быть даже	2	1
1605	изучаемым фактам	1	1
1606	и действительно	2	1
1607	этой теорией	1	1
1608	произведение должно	1	1
1609	значения и	4	1
1610	случилось так	1	1
1611	переходя к	1	1
1612	к самым	1	1
1613	и такая	1	1
1614	для каждого	1	1
1615	подхода к	4	1
1616	элементы языка	4	1
1617	произведение в	3	1
1618	и просто	1	1
1619	отнесены к	1	1
1620	и отдельных	1	1
1621	правда не	1	1
1622	о единстве	1	1
1623	приводит к	4	1
1624	форма слова	1	1
1625	к какому	2	1
1626	со всею	5	1
1627	на русской	1	1
1628	дело так	1	1
1629	роли в	4	1
1630	о некоторых	1	1
1631	если можно	1	1
1632	сравнению с	1	1
1633	действительно мог	1	1
1634	положений в	2	1
1635	эта борьба	1	1
1636	язык это	1	1
1637	от всей	2	1
1638	литературе о	1	1
1639	чтобы убедиться	2	1
1640	этом его	1	1
1641	ad hoc	1	1
1642	возникает вопрос	1	1
1643	быть конечно	2	1
1644	на своем	3	1
1645	к другому	2	1
1646	и обратно	1	1
1647	вышедшая в	1	1
1648	самом языке	3	1
1649	в конкретном	4	1
1650	строится в	1	1
1651	но оно	1	1
1652	работы его	2	1
1653	при всем	1	1
1654	речь в	1	1
1655	ни к	1	1
1656	его и	2	1
1657	нее так	1	1
1658	как художественное	1	1
1659	и отчетливых	1	1
1660	впечатление что	2	1
1661	входя в	1	1
1662	или сам	1	1
1663	должно быть	13	1
1664	явлениях как	1	1
1665	гораздо большей	1	1
1666	типа все	1	1
1667	столько с	1	1
1668	время оно	1	1
1669	понимании этого	3	1
1670	совершенно иной	1	1
1671	в историю	1	1
1672	критики но	1	1
1673	не говорим	1	1
1674	же функции	1	1
1675	со всех	1	1
1676	работы но	1	1
1677	такую же	1	1
1678	но здесь	1	1
1679	что самое	1	1
1680	изображения и	4	1
1681	таковы что	1	1
1682	его исторического	2	1
1683	явлений может	1	1
1684	первой из	1	1
1685	в теме	1	1
1686	художественных произведений	5	1
1687	с приемами	1	1
1688	можно различить	1	1
1689	и историка	1	1
1690	известна только	1	1
1691	томашевского и	1	1
1692	и исторических	1	1
1693	ими в	1	1
1694	он просто	1	1
1695	не отражает	1	1
1696	нужно уметь	2	1
1697	и больше	1	1
1698	не понимает	1	1
1699	и гг	1	1
1700	со всей	3	1
1701	что также	1	1
1702	прежде и	1	1
1703	что многие	1	1
1704	к одному	2	1
1705	своей работе	2	1
1706	своих работ	1	1
1707	с первой	1	1
1708	смысл в	1	1
1709	тем обстоятельством	1	1
1710	нет никакой	1	1
1711	в вещах	1	1
1712	критика в	1	1
1713	и различные	1	1
1714	ее с	1	1
1715	ряд новых	1	1
1716	так легко	1	1
1717	друг от	2	1
1718	констатировать что	1	1
1719	лишь та	1	1
1720	при анализе	1	1
1721	его поэтому	1	1
1722	каждый из	3	1
1723	общем смысле	2	1
1724	а лишь	4	1
1725	и приемов	2	1
1726	поэтическое значение	1	1
1727	критика и	3	1
1728	автора в	1	1
1729	это доказывает	1	1
1730	языку в	1	1
1731	и там	1	1
1732	нравов и	1	1
1733	и естественно	1	1
1734	как социальная	1	1
1735	непосредственно из	3	1
1736	это своеобразие	1	1
1737	или совершенно	1	1
1738	если мы	5	1
1739	речи в	1	1
1740	не получило	1	1
1741	данного произведения	2	1
1742	наличного материала	1	1
1743	в определенном	1	1
1744	и художественными	1	1
1745	в тенденции	1	1
1746	и исключительно	2	1
1747	относиться к	2	1
1748	исследовательской работы	3	1
1749	языка а	4	1
1750	деле в	1	1
1751	м эйхенбаум	1	1
1752	имеет и	2	1
1753	это значение	1	1
1754	тот который	1	1
1755	наук и	1	1
1756	господствующей в	2	1
1757	какие бы	2	1
1758	детальное изучение	1	1
1759	неотделимо от	1	1
1760	именно этот	1	1
1761	друг друга	4	1
1762	при этой	1	1
1763	не из	5	1
1764	же он	1	1
1765	в самой	2	1
1766	пришлось бы	1	1
1767	жизни не	2	1
1768	могут дать	1	1
1769	и дважды	1	1
1770	последнего времени	2	1
1771	собственно говоря	1	1
1772	сколько с	1	1
1773	формы и	7	1
1774	они были	4	1
1775	человека но	1	1
1776	высшей степени	4	1
1777	почве этого	1	1
1778	положение вещей	1	1
1779	же языком	1	1
1780	не ради	2	1
1781	к особенностям	1	1
1782	к самим	1	1
1783	в более	2	1
1784	на языке	2	1
1785	на какой-то	1	1
1786	этих данных	1	1
1787	ему в	1	1
1788	ничем не	4	1
1789	с начала	2	1
1790	не во	1	1
1791	система приемов	1	1
1792	эта не	1	1
1793	занимает изучение	1	1
1794	литературного направления	3	1
1795	действительно является	1	1
1796	является их	1	1
1797	тем он	1	1
1798	при таких	2	1
1799	не будем	1	1
1800	он становится	3	1
1801	тому чтобы	2	1
1802	есть но	1	1
1803	и принципиально	1	1
1804	этот был	1	1
1805	для всего	3	1
1806	именно тем	1	1
1807	истории русской	1	1
1808	в формах	4	1
1809	о нем	1	1
1810	дело если	1	1
1811	и полюсом	1	1
1812	и тут	1	1
1813	истории как	1	1
1814	е уже	1	1
1815	многое в	1	1
1816	здесь в	2	1
1817	отделить от	1	1
1818	вопросы не	1	1
1819	вопросам что	1	1
1820	собою почти	1	1
1821	а все	2	1
1822	делать из	1	1
1823	слова а	1	1
1824	буржуазии в	1	1
1825	участие в	1	1
1826	все равно	1	1
1827	о другой	2	1
1828	зрения его	1	1
1829	однако не	5	1
1830	и литературной	1	1
1831	читателя в	1	1
1832	на каком	1	1
1833	является во	1	1
1834	всего и	1	1
1835	бы отрицать	1	1
1836	говорим о	2	1
1837	от друга	2	1
1838	и иными	1	1
1839	не заметить	1	1
1840	реальной действительности	1	1
1841	от всех	5	1
1842	является таким	1	1
1843	для ученого	1	1
1844	а о	4	1
1845	этого не	1	1
1846	с ними	1	1
1847	что к	1	1
1848	это вещи	1	1
1849	что будет	1	1
1850	и где	1	1
1851	нас только	1	1
1852	исторической действительности	1	1
1853	и начинается	1	1
1854	здесь все	1	1
1855	виду что	3	1
1856	и другое	1	1
1857	своеобразие но	1	1
1858	языка все	2	1
1859	отрицать что	1	1
1860	очень много	1	1
1861	вещь как	1	1
1862	этих авторов	1	1
1863	не похож	1	1
1864	система взглядов	1	1
1865	положение в	1	1
1866	эти особенности	1	1
1867	такого понимания	1	1
1868	нужно понимать	2	1
1869	приходим к	2	1
1870	он работал	1	1
1871	и вовсе	1	1
1872	эти две	1	1
1873	для критики	1	1
1874	времени как	1	1
1875	является лишь	5	1
1876	на фоне	7	1
1877	родную стихию	1	1
1878	и понимания	1	1
1879	перейти к	3	1
1880	и родилась	1	1
1881	на одном	1	1
1882	и со	3	1
1883	направления в	6	1
1884	без рассмотрения	1	1
1885	не создает	1	1
1886	только и	7	1
1887	именно эта	1	1
1888	в условиях	1	1
1889	и смысл	1	1
1890	не стал	1	1
1891	действительностью в	1	1
1892	и литературного	2	1
1893	вследствие чего	1	1
1894	первостепенное значение	1	1
1895	за его	1	1
1896	мысли в	2	1
1897	можно утверждать	1	1
1898	определенном направлении	1	1
1899	этой системы	1	1
1900	статье проблемы	1	1
1901	в раннем	1	1
1902	произведениях он	1	1
1903	психологической и	1	1
1904	тем чем	1	1
1905	положении вещей	1	1
1906	не показано	1	1
1907	том случае	2	1
1908	и снова	1	1
1909	тяготеет к	1	1
1910	наука о	1	1
1911	образом мы	1	1
1912	как языка	1	1
1913	с сохранением	1	1
1914	прав когда	2	1
1915	ведь именно	2	1
1916	и творчеством	1	1
1917	на один	3	1
1918	общее правило	1	1
1919	обстоятельством что	1	1
1920	же работы	1	1
1921	в руки	1	1
1922	но при	1	1
1923	к чему-то	1	1
1924	и почти	1	1
1925	одну из	1	1
1926	литературного мира	1	1
1927	на всех	1	1
1928	языку и	1	1
1929	только так	2	1
1930	просто не	1	1
1931	эти утверждения	2	1
1932	не находит	1	1
1933	характерно для	2	1
1934	к тем	1	1
1935	русской литературной	2	1
1936	не с	2	1
1937	всего его	1	1
1938	есть и	1	1
1939	общем не	1	1
1940	а прежде	1	1
1941	взглядов на	1	1
1942	настолько велико	1	1
1943	не следует	5	1
1944	их разрешении	2	1
1945	нашей литературы	1	1
1946	стороны и	4	1
1947	только то	1	1
1948	в узкой	1	1
1949	и какие	1	1
1950	и поэтическим	2	1
1951	на всю	2	1
1952	у нее	1	1
1953	по сравнению	1	1
1954	в большинстве	6	1
1955	и всякая	2	1
1956	к отказу	1	1
1957	его места	1	1
1958	это казалось	1	1
1959	исторических событий	1	1
1960	этого основного	1	1
1961	мысли об	2	1
1962	следует сделать	1	1
1963	как их	4	1
1964	элементов в	2	1
1965	эта школа	1	1
1966	он останавливается	1	1
1967	в понимании	7	1
1968	литературное произведение	10	1
1969	вообще является	1	1
1970	правом можно	1	1
1971	указаний на	1	1
1972	изучения и	3	1
1973	самый термин	1	1
1974	этим же	1	1
1975	художественного произведения	27	1
1976	все содержание	2	1
1977	важным этапом	1	1
1978	нам известна	1	1
1979	построение из	1	1
1980	особые приемы	1	1
1981	произведения не	3	1
1982	связи между	1	1
1983	анализа и	1	1
1984	в высшей	4	1
1985	они даже	1	1
1986	было быть	1	1
1987	в узком	1	1
1988	этих форм	1	1
1989	же в	4	1
1990	как увидим	2	1
1991	было довольно	1	1
1992	к новому	3	1
1993	для широких	1	1
1994	идет не	1	1
1995	в создании	2	1
1996	очень трудно	1	1
1997	достаточно вспомнить	1	1
1998	известной степени	4	1
1999	интереса к	1	1
2000	их на	2	1
2001	тут-то и	1	1
2002	которые одновременно	1	1
2003	человек не	3	1
2004	он пытался	1	1
2005	к работе	1	1
2006	б м	4	1
2007	стиль поэзии	1	1
2008	если она	2	1
2009	конечно нельзя	1	1
2010	эта концепция	1	1
2011	в лице	2	1
2012	не можем	3	1
2013	с соответствующими	1	1
2014	за счет	4	1
2015	в лирической	1	1
2016	быть выражено	1	1
2017	есть не	1	1
2018	а н	3	1
2019	можно указать	1	1
2020	и близкого	1	1
2021	совершается в	2	1
2022	степени и	1	1
2023	здесь этот	1	1
2024	более того	6	1
