N	2gram	Voloshinov	Narrotol
1296	том числе	3	1
1297	уже в	3	1
1298	одним и	2	1
1299	в художественной	1	1
1300	связи между	5	1
1301	иных форм	1	1
1302	в предыдущем	1	1
1303	лишь то	2	1
1304	и постоянной	1	1
1305	образ и	2	1
1306	какую мы	1	1
1307	для всего	3	1
1308	чужому слову	1	1
1309	себя самого	2	1
1310	для данной	3	1
1311	ее в	2	1
1312	нет это	2	1
1313	с их	2	1
1314	к внешнему	2	1
1315	диалог в	1	1
1316	различия между	1	1
1317	далека от	1	1
1318	сказать не	1	1
1319	от друга	1	1
1320	и иными	2	1
1321	взаимодействия и	2	1
1322	слова но	3	1
1323	и где	1	1
1324	выводит из	1	1
1325	такое слово	1	1
1326	очень много	1	1
1327	случае не	1	1
1328	и без	1	1
1329	себя от	2	1
1330	является не	9	1
1331	при таком	1	1
1332	направлено на	1	1
1333	есть только	1	1
1334	противном случае	2	1
1335	и со	1	1
1336	и я	1	1
1337	быть сведена	1	1
1338	не относится	1	1
1339	вернемся к	1	1
1340	нисколько не	1	1
1341	акцентов в	1	1
1342	его внутренние	1	1
1343	с другом	2	1
1344	чего в	1	1
1345	разнообразных формах	1	1
1346	мы тем	2	1
1347	бы это	2	1
1348	себе лишь	1	1
1349	связаны с	3	1
1350	выражение и	4	1
1351	ему не	1	1
1352	следующей главе	3	1
1353	и сестры	1	1
1354	не нуждаются	1	1
1355	этой функции	1	1
1356	как формы	1	1
1357	для мышления	1	1
1358	друга но	1	1
1359	которая как	1	1
1360	не говоря	1	1
1361	всю совокупность	1	1
1362	в потоке	2	1
1363	бытия как	1	1
1364	на собеседника	3	1
1365	с самого	9	1
1366	оно в	1	1
1367	особи в	2	1
1368	объективна и	1	1
1369	его произведениях	1	1
1370	же к	1	1
1371	оценке в	1	1
1372	них глаза	1	1
1373	жизни для	1	1
1374	другими словами	4	1
1375	так называемой	3	1
1376	строится как	1	1
1377	ни один	1	1
1378	здесь можно	1	1
1379	в акте	1	1
1380	другой в	1	1
1381	ведь и	1	1
1382	мы должны	4	1
1383	отделен от	1	1
1384	отдельного слова	1	1
1385	не находит	1	1
1386	не существовало	1	1
1387	но она	1	1
1388	и их	2	1
1389	даже из	1	1
1390	свою историю	1	1
1391	к области	1	1
1392	к данному	2	1
1393	не видим	1	1
1394	этого значения	1	1
1395	к анализу	1	1
1396	единство слова	1	1
1397	конечно в	4	1
1398	только благодаря	1	1
1399	в нашей	1	1
1400	одного слова	2	1
1401	только то	1	1
1402	косвенной речи	1	1
1403	время они	1	1
1404	т.п но	1	1
1405	этих случаях	1	1
1406	принять его	1	1
1407	или как	3	1
1408	как то	1	1
1409	здесь например	1	1
1410	иной степени	2	1
1411	оно лишено	1	1
1412	чем является	1	1
1413	дело обстоит	2	1
1414	знаков а	1	1
1415	еще на	1	1
1416	чем они	1	1
1417	знает и	1	1
1418	что можно	1	1
1419	сказать изнутри	2	1
1420	элементов в	1	1
1421	в плане	1	1
1422	крайней мере	1	1
1423	этого внутреннего	1	1
1424	ему самому	1	1
1425	благодаря этому	2	1
1426	произведения не	1	1
1427	ситуации не	1	1
1428	говорящего но	1	1
1429	и относительно	3	1
1430	же может	1	1
1431	нуждается в	4	1
1432	но слишком	1	1
1433	растворяется в	1	1
1434	своей индивидуальности	2	1
1435	для этого	1	1
1436	виду что	1	1
1437	рефлексии над	1	1
1438	для языковой	1	1
1439	хотя они	1	1
1440	именно это	1	1
1441	как вещь	2	1
1442	и совершенно	1	1
1443	в лице	1	1
1444	настоящего времени	7	1
1445	само по	2	1
1446	же самым	1	1
1447	совершается в	5	1
1448	без помощи	2	1
1449	его истории	1	1
1450	более того	7	1
