N	2gram	Bakhtin_fo	Problemy
1307	уже у	1	1
1308	в каких	1	1
1309	того не	2	1
1310	и неизбежно	1	1
1311	остается неизменным	1	1
1312	оно как	1	1
1313	героя поэтому	1	1
1314	времени в	14	1
1315	которыми он	3	1
1316	на следующий	2	1
1317	прямо начинается	1	1
1318	см например	3	1
1319	и т.п	6	1
1320	их объективного	1	1
1321	этим определяются	3	1
1322	особое место	2	1
1323	одновременно он	1	1
1324	герой может	1	1
1325	встречи с	2	1
1326	совершенно различных	1	1
1327	наконец как	1	1
1328	в строгом	2	1
1329	приходит к	1	1
1330	скепсис и	1	1
1331	характер это	3	1
1332	не обязательно	2	1
1333	дошли до	1	1
1334	привела к	1	1
1335	предмет видения	1	1
1336	уже есть	1	1
1337	гл i	1	1
1338	здесь имеет	2	1
1339	раскрывается и	1	1
1340	час и	1	1
1341	идей сохраняется	1	1
1342	самим героем	1	1
1343	велик и	1	1
1344	связей с	1	1
1345	романе не	3	1
1346	и пересекаются	2	1
1347	действует на	1	1
1348	и дает	3	1
1349	в прошлом	3	1
1350	у стерна	1	1
1351	романе а	1	1
1352	и лишен	1	1
1353	человека эта	1	1
1354	к ним	3	1
1355	бога и	2	1
1356	еще нет	3	1
1357	они всегда	1	1
1358	ее но	1	1
1359	неповторимое своеобразие	1	1
1360	чтобы они	4	1
1361	вовлеченная в	1	1
1362	жизни как	2	1
1363	для всей	1	1
1364	она ни	3	1
1365	проблемы особой	1	1
1366	частности на	1	1
1367	и оценки	1	1
1368	они должны	1	1
1369	в основу	3	1
1370	и подходом	1	1
1371	достаточно назвать	1	1
1372	построении образов	1	1
1373	третий день	1	1
1374	в самое	1	1
1375	есть это	1	1
1376	его функции	1	1
1377	будем говорить	2	1
1378	главных героев	2	1
1379	века но	1	1
1380	и вступает	1	1
1381	он делал	1	1
1382	момент в	2	1
1383	поэтому все	3	1
1384	условность в	1	1
1385	поступков и	1	1
1386	речь о	1	1
1387	этого второго	1	1
1388	в особой	1	1
1389	по поводу	1	1
1390	времени а	2	1
1391	этот образ	2	1
1392	тут же	1	1
1393	исповедь и	1	1
1394	она есть	1	1
1395	которой в	1	1
1396	из одних	1	1
1397	мы отмечаем	1	1
1398	до них	1	1
1399	характерно что	5	1
1400	жизни с	2	1
1401	разных видах	1	1
1402	жанра в	1	1
1403	постановка героя	2	1
1404	мы скажем	1	1
1405	сами герои	3	1
1406	последующей жизни	1	1
1407	о рае	1	1
1408	и положительное	1	1
1409	не происходит	1	1
1410	выражения или	1	1
1411	не зная	2	1
1412	ее и	1	1
1413	за свой	2	1
1414	их же	1	1
1415	и получает	1	1
1416	такая она	1	1
1417	не выходит	1	1
1418	в научной	1	1
1419	явления как	1	1
1420	подхода и	1	1
1421	а наоборот	1	1
1422	от его	1	1
1423	и двойственность	1	1
1424	к человеку	1	1
1425	и всей	2	1
1426	глубокий и	2	1
1427	эту метафору	1	1
1428	двух последних	1	1
1429	время и	4	1
1430	вообще а	1	1
1431	две особенности	1	1
1432	слова эта	1	1
1433	не лежит	1	1
1434	внимание на	2	1
1435	притом не	1	1
1436	в состоянии	1	1
1437	что уже	1	1
1438	быть тем	1	1
1439	наличной действительности	1	1
1440	различные способы	1	1
1441	своей социальной	1	1
1442	этой же	1	1
1443	и основной	1	1
1444	проявляется в	1	1
1445	второй план	1	1
1446	очень типичен	1	1
1447	на этих	1	1
1448	романах есть	1	1
1449	с народом	1	1
1450	к смертной	1	1
1451	после этого	2	1
1452	наполнение этих	1	1
1453	многообразнейший мир	1	1
1454	и за	1	1
1455	и через	1	1
1456	довлеет себе	2	1
1457	и прямой	1	1
1458	в тот	1	1
1459	бытия и	2	1
1460	место для	3	1
1461	как разные	1	1
1462	по типу	1	1
1463	на виду	1	1
1464	не больше	1	1
1465	еще довольно	1	1
1466	весь мир	3	1
1467	первый тип	6	1
1468	зрения которого	1	1
1469	не путем	1	1
1470	не под	1	1
1471	и притом	1	1
1472	есть еще	1	1
1473	только к	3	1
1474	существует только	1	1
1475	никаких сколько-нибудь	1	1
1476	п но	1	1
1477	роман но	1	1
1478	эпизоде с	4	1
1479	романа этот	1	1
1480	в содержание	1	1
1481	о золотом	1	1
1482	при анализе	1	1
1483	этим и	1	1
1484	это мы	1	1
1485	жизни очень	1	1
1486	но значение	1	1
1487	смысле он	1	1
1488	становится лишь	1	1
1489	и строится	1	1
1490	xviii века	3	1
1491	из чистого	1	1
1492	и непосредственное	1	1
1493	вещей и	7	1
1494	оно ориентировано	1	1
1495	или хотя	1	1
1496	ничего и	1	1
1497	точном смысле	3	1
1498	или иная	1	1
1499	смысле и	1	1
1500	значение у	1	1
1501	в твердый	1	1
1502	для поэзии	1	1
1503	первый план	2	1
1504	на третий	1	1
1505	учение о	1	1
1506	в связи	13	1
1507	ясно что	2	1
1508	настоящим и	1	1
1509	ясным и	1	1
1510	такова что	1	1
1511	и героини	5	1
1512	ряд примеров	1	1
1513	эта идеальная	1	1
1514	романа поэтому	1	1
1515	типа построения	1	1
1516	глубокая и	1	1
1517	и вместе	1	1
1518	место и	3	1
1519	они как	2	1
1520	их может	1	1
1521	здесь раскрывается	1	1
1522	особенности в	2	1
1523	до известной	1	1
1524	и герои	1	1
1525	уже давно	1	1
1526	и являются	1	1
1527	и жизнь	1	1
1528	больше и	2	1
1529	формы определенного	1	1
1530	в двух	1	1
1531	бы поставить	1	1
1532	разделения на	1	1
1533	природа и	1	1
1534	разумеется не	1	1
1535	а только	2	1
1536	пародии на	1	1
1537	могло бы	1	1
1538	и объединения	1	1
1539	мы проследим	1	1
1540	быть что	1	1
1541	вопрос об	2	1
1542	в индивидуальном	1	1
1543	же характер	1	1
1544	смысл и	1	1
1545	от их	1	1
1546	же все	1	1
1547	вошел в	1	1
1548	об особенностях	1	1
1549	от героев	1	1
1550	и быт	1	1
1551	и пространства	4	1
1552	и будущему	1	1
1553	становится и	1	1
1554	было несколько	1	1
1555	совершенства а	1	1
1556	говорил о	1	1
1557	дана в	1	1
1558	в философии	2	1
1559	он его	1	1
1560	собой это	1	1
1561	бы она	2	1
1562	но менее	1	1
1563	должны коснуться	1	1
1564	эта полнота	1	1
1565	в отдельных	2	1
1566	в обычных	1	1
1567	оставляем в	1	1
1568	сюда же	2	1
1569	прошу вас	1	1
1570	третьего в	1	1
1571	у них	4	1
1572	или чисто	1	1
1573	изображенного в	1	1
1574	исключительное значение	1	1
1575	внешние и	2	1
1576	личности и	2	1
1577	котором я	1	1
1578	в случае	1	1
1579	действующих лиц	1	1
1580	и тем	1	1
1581	наконец самая	1	1
1582	все основные	3	1
1583	как это	2	1
1584	становится почти	1	1
1585	таким-то образом	1	1
1586	раскрытие и	1	1
1587	всех других	1	1
1588	твердый образ	1	1
1589	не были	4	1
1590	не приходится	1	1
1591	самую гущу	1	1
1592	за свои	1	1
1593	никто не	2	1
1594	хотя в	1	1
1595	и точность	2	1
1596	все может	1	1
1597	дает в	1	1
1598	и миром	1	1
1599	в тех	1	1
1600	и тот	2	1
1601	уже указывали	4	1
1602	разложения и	1	1
1603	в европейском	2	1
1604	даже не	2	1
1605	глубине и	1	1
1606	важно лишь	1	1
1607	проникнуть в	1	1
1608	миру и	2	1
1609	и порядок	1	1
1610	быть образ	1	1
1611	второму типу	1	1
1612	романа он	1	1
1613	других великих	1	1
1614	когда мы	2	1
1615	нечто на	1	1
1616	можно бы	1	1
1617	требует чтобы	1	1
1618	могла бы	1	1
1619	романа непосредственно	1	1
1620	становится как	1	1
1621	оно вообще	1	1
1622	и несколько	2	1
1623	всех сюжетных	2	1
1624	их лишь	1	1
1625	и стремление	1	1
1626	так называемого	1	1
1627	вопрос в	1	1
1628	между словом	1	1
1629	поэтому здесь	3	1
1630	вся жизнь	1	1
1631	самая форма	1	1
1632	с людьми	1	1
1633	все человеческие	2	1
1634	жизнь как	1	1
1635	нами был	1	1
1636	в идеальном	1	1
1637	главным образом	1	1
1638	этих идеологических	1	1
1639	след в	1	1
1640	одною из	1	1
1641	строится на	1	1
1642	и каждый	2	1
1643	его стиль	1	1
1644	что есть	1	1
1645	их к	3	1
1646	романный жанр	1	1
1647	благодаря этой	2	1
1648	и вещей	3	1
1649	когда они	1	1
1650	но прежде	1	1
1651	в доме	1	1
1652	всех сторон	2	1
1653	видения жизни	1	1
1654	сферы его	1	1
1655	и гораздо	1	1
1656	ей не	1	1
1657	но благодаря	1	1
1658	многообразие в	1	1
1659	если они	2	1
1660	одной стороны	3	1
1661	время он	1	1
1662	и разновидности	3	1
1663	который был	1	1
1664	помимо своей	1	1
1665	но кроме	1	1
1666	есть одна	1	1
1667	второго типа	5	1
1668	центре его	2	1
1669	всегда строится	1	1
1670	практике он	1	1
1671	их так	1	1
1672	следует за	1	1
1673	действительной жизни	1	1
1674	отклоняется от	1	1
1675	нашем анализе	1	1
1676	и нельзя	1	1
1677	до его	1	1
1678	и случайных	1	1
1679	события которое	1	1
1680	очень важная	4	1
1681	эти проявления	1	1
1682	и самый	3	1
1683	правда этот	1	1
1684	и ничего	1	1
1685	видим и	1	1
1686	любви и	1	1
1687	таков например	1	1
1688	различные степени	1	1
1689	и ту	1	1
1690	совершенно нового	2	1
1691	не делает	1	1
1692	всех отношениях	1	1
1693	под одну	1	1
1694	важное положение	1	1
1695	в частности	11	1
1696	в последующих	1	1
1697	является здесь	1	1
1698	аналогичные явления	1	1
1699	ходит по	1	1
1700	и принципиальной	1	1
1701	всеми ее	1	1
1702	этой проблемы	2	1
1703	характера а	1	1
1704	если в	1	1
1705	многообразие и	1	1
1706	д он	1	1
1707	живет в	1	1
1708	на ее	1	1
1709	кризис и	2	1
1710	образа в	1	1
1711	оно было	3	1
1712	по ошибке	1	1
1713	разрушена он	1	1
1714	эти особенности	3	1
1715	которым она	1	1
1716	дороги и	3	1
1717	на те	1	1
1718	переносится в	1	1
1719	потому они	1	1
1720	ведет себя	1	1
1721	уста в	1	1
1722	до некоторой	1	1
1723	самому к	1	1
1724	котором в	1	1
1725	он на	1	1
1726	самой жизни	1	1
1727	различным образом	1	1
1728	этот не	2	1
1729	утверждает что	2	1
1730	громадную роль	2	1
1731	пор не	1	1
1732	ибо то	1	1
1733	единства времени	1	1
1734	ведь дело	1	1
1735	они на	1	1
1736	этого типа	5	1
1737	это есть	1	1
1738	развернуть в	1	1
1739	деле и	1	1
1740	это противоречивое	2	1
1741	на минуту	2	1
1742	этого чужого	1	1
1743	она становится	3	1
1744	и строго	1	1
1745	его образ	1	1
1746	зрения этого	1	1
1747	и приобретает	1	1
1748	содержание романа	2	1
1749	нового не	1	1
1750	ориентировано на	1	1
1751	что должно	1	1
1752	и ложь	1	1
1753	строгом смысле	2	1
1754	целого но	2	1
1755	смысла и	2	1
1756	сказать по	1	1
1757	конкретном и	1	1
1758	более глубокой	2	1
1759	миром и	1	1
1760	зрения может	1	1
1761	концов он	1	1
1762	тела и	4	1
1763	третьему типу	1	1
1764	а само	1	1
1765	и рождается	1	1
1766	на месте	1	1
1767	весомости и	1	1
1768	в идеологической	1	1
1769	роман о	1	1
1770	большое значение	3	1
1771	мы как	1	1
1772	жизнь это	1	1
1773	стремятся к	1	1
1774	определяющего влияния	1	1
1775	можно назвать	2	1
1776	характер этого	1	1
1777	может получить	1	1
1778	с такими	1	1
1779	ними не	1	1
1780	которые могут	1	1
1781	идет за	1	1
1782	по разным	1	1
1783	влияния на	2	1
1784	и функций	1	1
1785	явлений и	3	1
1786	смертной казни	1	1
1787	романа от	1	1
1788	сравнению с	3	1
1789	важное значение	3	1
1790	не до	1	1
1791	в те	1	1
1792	далек от	1	1
1793	самая распространенная	1	1
1794	оттенки в	1	1
1795	в каком	2	1
1796	на своем	1	1
1797	для читателя	1	1
1798	будем рассматривать	1	1
1799	сколько-нибудь существенных	1	1
1800	самое это	1	1
1801	вся внутренняя	1	1
1802	нею в	1	1
1803	того на	1	1
1804	такое положение	1	1
1805	чужое в	1	1
1806	времени он	2	1
1807	нет ничего	4	1
1808	речей и	1	1
1809	того здесь	1	1
1810	здесь тот	1	1
1811	романа то	3	1
1812	наконец и	4	1
1813	типов но	1	1
1814	и всему	2	1
1815	различных произведениях	1	1
1816	самих и	1	1
1817	где нет	1	1
1818	весь человек	1	1
1819	о последней	1	1
1820	что мы	2	1
1821	в очень	1	1
1822	разные этапы	1	1
1823	и определений	1	1
1824	каким бы	1	1
1825	хоть сколько-нибудь	1	1
1826	быть самим	1	1
1827	к чужой	1	1
1828	лежат в	2	1
1829	самом содержании	1	1
1830	на основе	5	1
1831	и поэтому	2	1
1832	препятствия и	1	1
1833	он часто	1	1
1834	нужды и	1	1
1835	том как	2	1
1836	в отдельности	1	1
1837	основе этого	2	1
1838	явлений нет	1	1
1839	характер не	3	1
1840	в чистой	2	1
1841	это когда	3	1
1842	других сферах	1	1
1843	наш анализ	1	1
1844	их жизнь	1	1
1845	и тогда	1	1
1846	которая определила	1	1
1847	нем мы	1	1
1848	и яркой	1	1
1849	для нее	1	1
1850	только один	2	1
1851	и нового	1	1
1852	процесс остался	1	1
1853	в романном	1	1
1854	в письмах	1	1
1855	самосознания человека	2	1
1856	переходить в	1	1
1857	от других	1	1
1858	и наиболее	1	1
1859	беседы с	2	1
1860	эти противоречия	1	1
1861	вне своей	1	1
1862	более и	2	1
1863	идеи человека	1	1
1864	необходимо указать	2	1
1865	принимают в	1	1
1866	знает отсюда	1	1
1867	в совершенно	3	1
1868	типы и	2	1
1869	в форму	1	1
1870	это имеет	1	1
1871	у данте	3	1
1872	землю но	1	1
1873	связанных с	3	1
1874	и сосуществования	1	1
1875	имеем в	3	1
1876	на которые	2	1
1877	зрения другого	3	1
1878	на более	1	1
1879	своими корнями	2	1
1880	не совсем	1	1
1881	и роста	1	1
1882	важно было	1	1
1883	в данной	2	1
1884	принадлежит к	4	1
1885	в самую	1	1
1886	где эта	1	1
1887	не чисто	1	1
1888	также очень	2	1
1889	и неожиданные	1	1
1890	первому слову	1	1
1891	сверх всего	1	1
1892	целом в	1	1
1893	другие герои	1	1
1894	прямое и	1	1
1895	автор поэтому	1	1
1896	терпят крушение	1	1
1897	характерное для	2	1
1898	формы для	3	1
1899	их вообще	1	1
1900	к прошлому	1	1
1901	реальность и	1	1
1902	событий как	1	1
1903	в эпохи	1	1
1904	является только	1	1
1905	были слишком	1	1
1906	это произведение	1	1
1907	и после	1	1
1908	его моментов	1	1
1909	новое видение	1	1
1910	вера в	2	1
1911	к полному	1	1
1912	мы еще	5	1
1913	при изображении	4	1
1914	в трагедии	3	1
1915	особый характер	1	1
1916	они вовсе	1	1
1917	проявляется прежде	1	1
1918	часто и	3	1
1919	они были	4	1
1920	к содержанию	1	1
1921	из этой	1	1
1922	особенности на	1	1
1923	более глубокий	1	1
1924	всего того	3	1
1925	так глубоко	1	1
1926	приключений и	2	1
1927	лишена определяющего	1	1
1928	этот отрывок	1	1
1929	одних и	2	1
1930	было от	1	1
1931	или просто	1	1
1932	находятся в	1	1
1933	исповедь мы	1	1
1934	образу человека	1	1
1935	в более	2	1
1936	нашел наиболее	1	1
1937	в нем?	1	1
1938	приобретают совершенно	1	1
1939	что ему	1	1
1940	ему в	3	1
1941	и силен	1	1
1942	сказать в	2	1
1943	характер носит	3	1
1944	ему что	1	1
1945	своей любви	1	1
1946	может не	1	1
1947	стороны мы	1	1
1948	ни с	3	1
1949	же был	1	1
1950	и было	4	1
1951	героев например	1	1
1952	образы людей	2	1
1953	как у	2	1
1954	нас не	1	1
1955	построить всю	1	1
1956	в первый	1	1
1957	точно не	1	1
1958	почти как	1	1
1959	том числе	7	1
1960	трагедии в	1	1
1961	и биографические	1	1
1962	у тебя	1	1
1963	в окружающем	1	1
1964	для всякого	1	1
1965	нет например	1	1
1966	он становится	2	1
1967	мы имеем	2	1
1968	лишь то	1	1
1969	этом новом	1	1
1970	образ и	1	1
1971	нас здесь	1	1
1972	биографический роман	1	1
1973	бы на	1	1
1974	или два	1	1
1975	своего публичного	1	1
1976	преимуществу в	1	1
1977	сущности все	1	1
1978	в вечности	2	1
1979	сказать более	1	1
1980	уже готового	1	1
1981	гл vi	1	1
1982	он действует	2	1
1983	а каждый	1	1
1984	нам еще	1	1
1985	все только	2	1
1986	здесь появляется	1	1
1987	мира она	1	1
1988	в полном	2	1
1989	имел в	2	1
1990	это именно	1	1
1991	его романом	1	1
1992	этого пути	1	1
1993	превратиться в	1	1
1994	типа не	1	1
1995	мы находим	2	1
1996	в ином	1	1
1997	даже самая	1	1
1998	к самой	1	1
1999	прошлому и	1	1
2000	быть еще	1	1
2001	в таких	2	1
2002	остается тем	1	1
2003	говорил он	1	1
2004	и непосредственно	1	1
2005	силу и	1	1
2006	в присутствии	4	1
2007	и более	3	1
2008	в свои	1	1
2009	героев ни	1	1
2010	как этот	1	1
2011	и философские	1	1
2012	этого произведения	2	1
2013	что будет	1	1
2014	становления и	1	1
2015	было для	1	1
2016	превращения в	6	1
2017	они могли	1	1
2018	в ту	1	1
2019	он видел	1	1
2020	форме диалога	1	1
2021	здесь даже	1	1
2022	цельного человека	1	1
2023	этом моменте	1	1
2024	раньше или	4	1
2025	пересекаются с	1	1
2026	чтобы быть	1	1
2027	очень много	1	1
2028	власть в	1	1
2029	бы эти	1	1
2030	мира а	1	1
2031	как такая	1	1
2032	участие в	1	1
2033	женщины и	1	1
2034	форме сохраняется	1	1
2035	случаях когда	1	1
2036	лежит на	1	1
2037	могла быть	1	1
2038	утратили свою	1	1
2039	человеком в	1	1
2040	разных типов	1	1
2041	с рядом	11	1
2042	зрения не	3	1
2043	со своей	3	1
2044	или что	1	1
2045	враждою к	1	1
2046	в событие	1	1
2047	по его	1	1
2048	не создает	1	1
2049	в новом	1	1
2050	по миру	1	1
2051	и оно	1	1
2052	таком мире	1	1
2053	условности и	2	1
2054	этом выражении	1	1
2055	форма в	3	1
2056	раскрыт в	1	1
2057	бы совершенно	2	1
2058	путь к	1	1
2059	ему как	1	1
2060	целого и	2	1
2061	своего отношения	1	1
2062	тем более	4	1
2063	своем существе	1	1
2064	руки и	1	1
2065	пусть же	1	1
2066	как средство	1	1
2067	а на	1	1
2068	ко мне	1	1
2069	свой мир	1	1
2070	без всякой	1	1
2071	новое отношение	2	1
2072	последнее звено	2	1
2073	сказать только	1	1
2074	романе как	3	1
2075	и последнее	2	1
2076	может иметь	1	1
2077	всего необходимо	4	1
2078	и человека	1	1
2079	как ни	1	1
2080	возвращается к	1	1
2081	миру но	1	1
2082	весь и	1	1
2083	такие же	1	1
2084	в разных	6	1
2085	романного жанра	2	1
2086	является и	1	1
2087	мгновения и	1	1
2088	на один	2	1
2089	которую мы	1	1
2090	или прямо	1	1
2091	на свои	1	1
2092	каждом из	2	1
2093	и цельного	1	1
2094	работы о	1	1
2095	так называемой	1	1
2096	дома на	1	1
2097	никаких существенных	4	1
2098	была сделана	3	1
2099	второй книги	1	1
2100	как уже	3	1
2101	начиная от	3	1
2102	здесь только	2	1
2103	так резко	1	1
2104	этом мире	7	1
2105	почти полностью	1	1
2106	плачут и	1	1
2107	остановимся прежде	1	1
2108	здесь совершенно	2	1
2109	которое здесь	1	1
2110	обстоит дело	1	1
2111	части и	1	1
2112	с совершенно	1	1
2113	первое и	1	1
2114	п в	1	1
2115	этих идей	1	1
2116	в искусстве	1	1
2117	в несколько	1	1
2118	здесь это	3	1
2119	и может	2	1
2120	в динамический	1	1
2121	не оставляет	6	1
2122	своего мира	1	1
2123	всеми этими	1	1
2124	определяющая все	1	1
2125	в человеческом	2	1
2126	есть прежде	1	1
2127	толстой например	1	1
2128	тех же	2	1
2129	каков его	1	1
2130	оказывается что	2	1
2131	те какие	1	1
2132	но дело	2	1
2133	по указанным	1	1
2134	в это	5	1
2135	романа мы	3	1
2136	и глубину	1	1
2137	встрече в	1	1
2138	поэтому для	1	1
2139	свое значение	1	1
2140	и принуждены	1	1
2141	контексте в	2	1
2142	оказывается здесь	1	1
2143	при всем	1	1
2144	новое что	1	1
2145	и всех	2	1
2146	оно лишено	1	1
2147	и самой	1	1
2148	здесь человек	1	1
2149	начала в	1	1
2150	рассматривать как	1	1
2151	и позволяет	1	1
2152	черты и	1	1
2153	поэтому вовсе	1	1
2154	числе и	4	1
2155	сливаются воедино	1	1
2156	приходят в	1	1
2157	всяком романе	1	1
2158	чертами его	1	1
2159	мир но	1	1
2160	ряд человеческих	1	1
2161	которой можно	1	1
2162	стиле и	1	1
2163	та или	1	1
2164	все больше	1	1
2165	них нет	1	1
2166	роман и	1	1
2167	правда все	1	1
2168	с современными	1	1
2169	и кончая	2	1
2170	даже для	1	1
2171	имеет еще	1	1
2172	человек человек	2	1
2173	собой поэтому	1	1
2174	и характер	3	1
2175	по этому	2	1
2176	пор еще	1	1
2177	место в	4	1
2178	них как	1	1
2179	вдруг как	1	1
2180	то новое	1	1
2181	и художественной	1	1
2182	этих форм	5	1
2183	в идеологии	1	1
2184	происходит в	2	1
2185	и дальше	1	1
2186	о своих	1	1
2187	когда герой	1	1
2188	в области	1	1
2189	с известной	1	1
2190	мир вещей	1	1
2191	все другие	2	1
2192	быть только	4	1
2193	прошлое или	1	1
2194	утрачивает свое	1	1
2195	явлениями и	1	1
2196	все для	1	1
2197	эти новые	1	1
2198	событий и	3	1
2199	сам а	1	1
2200	здесь они	3	1
2201	образом весь	1	1
2202	виду что	2	1
2203	эпохи и	1	1
2204	жизненного пути	9	1
2205	особенно у	1	1
2206	гл ii	1	1
2207	месте где	1	1
2208	есть не	4	1
2209	слагается из	2	1
2210	образов и	1	1
2211	исключительно важное	1	1
2212	степени и	1	1
2213	исторический роман	1	1
2214	так неожиданно	1	1
2215	котором он	1	1
