N	2gram	Tiupa_Anal	KulturaY
1304	отношении является	1	1
1305	и ведет	1	1
1306	употребления в	1	1
1307	чем и	1	1
1308	своего развития	1	1
1309	бы я	1	1
1310	в один	1	1
1311	строки и	2	1
1312	и особенно	1	1
1313	о внешнем	1	1
1314	в малом	1	1
1315	есть как	1	1
1316	можно отметить	2	1
1317	что до	1	1
1318	журналы и	1	1
1319	любви и	2	1
1320	не выдерживает	1	1
1321	поскольку не	1	1
1322	бы ошибочно	1	1
1323	с полной	1	1
1324	и смыслом	1	1
1325	здесь-то и	1	1
1326	человеческой личности	1	1
1327	от до	1	1
1328	однако с	3	1
1329	и конечно	2	1
1330	к единой	1	1
1331	они и	1	1
1332	от жизни	2	1
1333	этой проблемы	1	1
1334	словом которое	1	1
1335	по определению	1	1
1336	них в	1	1
1337	то есть	15	1
1338	поскольку мы	1	1
1339	ориентируясь на	1	1
1340	он только	1	1
1341	живет в	1	1
1342	будто в	1	1
1343	пушкин писал	1	1
1344	для себя	2	1
1345	на первом	2	1
1346	ср с	1	1
1347	удивительно что	2	1
1348	теперь в	1	1
1349	несколько времени	1	1
1350	двух слов	1	1
1351	ни единого	1	1
1352	должны иметь	1	1
1353	истории в	2	1
1354	переходит от	1	1
1355	на таких	1	1
1356	разного рода	1	1
1357	к выводу	1	1
1358	тематические и	1	1
1359	и последующая	1	1
1360	и горничной	1	1
1361	кухни и	1	1
1362	о в	2	1
1363	выступает не	1	1
1364	нового времени	4	1
1365	следует искать	1	1
1366	как такой	1	1
1367	другого что	1	1
1368	целом ряде	1	1
1369	и целым	1	1
1370	второй части	1	1
1371	тон в	1	1
1372	сюжета и	2	1
1373	до этого	2	1
1374	оказывается в	2	1
1375	он так	1	1
1376	и любовное	1	1
1377	однако мы	1	1
1378	имеет значение	1	1
1379	принципиально иной	1	1
1380	б в	1	1
1381	не повесть	1	1
1382	оно есть	1	1
1383	одновременно с	1	1
1384	сюжетная новелла	1	1
1385	тем менее	1	1
1386	за волосы	1	1
1387	претендует на	2	1
1388	из литературы	1	1
1389	грамматическая форма	1	1
1390	чего следует	1	1
1391	обращается к	1	1
1392	в составе	2	1
1393	судить по	1	1
1394	и фактически	1	1
1395	значения и	1	1
1396	и стихи	1	1
1397	в пушкинскую	1	1
1398	возвращение в	1	1
1399	которого является	1	1
1400	жизни в	4	1
1401	традиции по	1	1
1402	не последнюю	1	1
1403	после революции	1	1
1404	не такое	2	1
1405	себя и	2	1
1406	не видно	2	1
1407	ему и	2	1
1408	собою в	1	1
1409	тему в	1	1
1410	русского и	1	1
1411	в итоге	4	1
1412	хотел бы	1	1
1413	себе чтобы	1	1
1414	нимало не	1	1
1415	этом его	1	1
1416	на их	1	1
1417	сочетании с	4	1
1418	своей жизни	2	1
1419	мы однако	1	1
1420	года и	1	1
1421	они по	1	1
1422	то я	1	1
1423	путешествия в	1	1
1424	и выступает	1	1
1425	в стихе	2	1
1426	функцию в	1	1
1427	в основе	2	1
1428	его собственном	1	1
1429	же я	1	1
1430	синтаксис в	1	1
1431	и состоит	1	1
1432	этой традиции	1	1
1433	это явление	1	1
1434	в роли	1	1
1435	совпадает с	4	1
1436	не любил	1	1
1437	и между	1	1
1438	письменные формы	1	1
1439	да еще	1	1
1440	в значительной	3	1
1441	наконец в	3	1
1442	мы уже	2	1
1443	если для	1	1
1444	но лишь	2	1
1445	из его	1	1
1446	столько к	1	1
1447	и больше	1	1
1448	но основной	1	1
1449	со всей	1	1
1450	целым рядом	1	1
1451	занимает в	1	1
1452	совпадают с	1	1
1453	не носит	1	1
1454	и два	1	1
1455	ни для	2	1
1456	художественного впечатления	9	1
1457	в университете	1	1
1458	сведение их	1	1
1459	этим словом	1	1
1460	играет в	1	1
1461	как если	1	1
1462	смысла как	1	1
1463	о своем	4	1
1464	художественной литературы	2	1
1465	нет никакой	1	1
1466	частности и	1	1
1467	это имеет	1	1
1468	жизни это	2	1
1469	быть это	1	1
1470	и исторически	1	1
1471	литературы в	1	1
1472	было и	1	1
1473	к собственной	2	1
1474	с отвращением	1	1
1475	входить в	1	1
1476	утверждения ее	1	1
1477	к третьему	2	1
1478	из наиболее	3	1
1479	рамках одного	2	1
1480	на две	3	1
1481	жанра при	1	1
1482	ее не	1	1
1483	в деревне	1	1
1484	во внешней	1	1
1485	в повседневную	1	1
1486	и во	1	1
1487	принадлежит к	4	1
1488	к коллективному	1	1
1489	какая была	1	1
1490	хотим мы	1	1
1491	их с	1	1
1492	за пределами	2	1
1493	забывать что	2	1
1494	на чем	1	1
1495	легко может	2	1
1496	литература в	1	1
1497	здесь и	3	1
1498	своей цели	1	1
1499	столько в	1	1
1500	формы то	1	1
1501	как предмет	1	1
1502	стороны не	1	1
1503	не видит	1	1
1504	ее содержание	1	1
1505	состоящая в	1	1
1506	к той	1	1
1507	с новыми	3	1
1508	обязан своим	1	1
1509	решительным образом	1	1
1510	в остальных	1	1
1511	во времени	1	1
1512	моментов в	1	1
1513	лет после	2	1
1514	в простой	1	1
1515	чисто литературная	1	1
1516	указанием на	1	1
1517	текста в	8	1
1518	к лицу	1	1
1519	в сочетании	4	1
1520	что автор	2	1
1521	себе достаточно	1	1
1522	и идет	1	1
1523	попадает в	1	1
1524	своей первой	1	1
1525	чем с	1	1
1526	творчества не	1	1
1527	или к	2	1
1528	я так	1	1
1529	и писать	1	1
1530	нам еще	1	1
1531	содержания а	1	1
1532	ему в	1	1
1533	остаются лишь	1	1
1534	многих других	1	1
1535	произведения как	4	1
1536	лишь одну	1	1
1537	время все	1	1
1538	сам он	1	1
1539	в последней	1	1
1540	сколько в	1	1
1541	иметь дело	2	1
1542	в художественной	1	1
1543	уклоняется от	1	1
1544	или с	1	1
1545	и просил	1	1
1546	пор как	1	1
1547	об игре	1	1
1548	i в	1	1
1549	день и	1	1
1550	что каждый	1	1
1551	первом месте	1	1
1552	на помощь	1	1
1553	поистине если	1	1
1554	чем он	1	1
1555	из фраз	1	1
1556	раз в	1	1
1557	с которым	1	1
1558	ему тот	1	1
1559	читателя в	3	1
1560	ко второму	4	1
1561	теми же	1	1
1562	бы для	1	1
1563	сжатая сюжетная	1	1
1564	в войне	3	1
1565	на юге	1	1
1566	а о	2	1
1567	у всех	2	1
1568	первым и	1	1
1569	в организации	3	1
1570	и вы	1	1
1571	объекта и	3	1
1572	нейтральное к	1	1
1573	с теми	1	1
1574	здесь принадлежит	1	1
1575	такое слово	1	1
1576	повседневную жизнь	1	1
1577	стихи и	1	1
1578	перестают быть	1	1
1579	борьбы и	1	1
1580	долгое время	1	1
1581	превратилась в	1	1
1582	с накоплением	1	1
1583	истины и	1	1
1584	не предполагает	2	1
1585	но я	1	1
1586	соответственно и	2	1
1587	с явным	1	1
1588	что им	1	1
1589	вероятно не	1	1
1590	видим что	1	1
1591	в новом	5	1
1592	когда же	1	1
1593	первой части	2	1
1594	жанр в	2	1
1595	понимается здесь	1	1
1596	немецкое в	1	1
1597	занимающей нас	1	1
1598	в каждой	1	1
1599	справедливо замечает	1	1
1600	дело и	1	1
1601	и таким	1	1
1602	культуры он	1	1
1603	на внешних	1	1
1604	пушкина я	1	1
1605	литературщиной и	1	1
1606	развит в	1	1
1607	войны и	1	1
1608	жизнь и	3	1
1609	в стиле	1	1
1610	реагирует на	1	1
1611	он был	3	1
1612	не чувствовал	1	1
1613	что очень	1	1
1614	и других	1	1
1615	в полной	3	1
1616	на усилия	1	1
1617	которые могли	1	1
1618	быть может	1	1
1619	в предисловии	1	1
1620	параллель между	1	1
1621	усомниться в	1	1
1622	вести о	1	1
1623	объекта здесь	1	1
1624	как некое	1	1
1625	и е	3	1
1626	способен лишь	1	1
1627	но при	1	1
1628	его не	3	1
1629	рука не	1	1
1630	как уже	4	1
1631	ту или	1	1
1632	выше в	1	1
1633	знакомства с	1	1
1634	высказывания и	1	1
1635	собою как	1	1
1636	субъекта и	3	1
1637	обстоит дело	1	1
1638	в противоположность	3	1
1639	до которой	2	1
1640	на периферии	1	1
1641	тому времени	1	1
1642	входит в	4	1
1643	во второй	8	1
1644	чем речь	2	1
1645	повести белкина	9	1
1646	свою жизнь	4	1
1647	с ее	3	1
1648	его речи	2	1
1649	принадлежит и	1	1
1650	же имеет	1	1
1651	говорили о	1	1
1652	нет не	1	1
1653	человека с	2	1
1654	вы не	1	1
1655	никакой надобности	1	1
1656	произведения к	1	1
1657	разумеется в	1	1
1658	одни из	1	1
1659	которых в	1	1
1660	данный род	1	1
1661	вступают в	1	1
1662	ведь это	1	1
1663	в книге	1	1
1664	по всей	1	1
1665	единственный в	2	1
1666	и мире	2	1
1667	года не	1	1
1668	и самого	7	1
1669	действительности не	1	1
1670	все больше	1	1
1671	о которой	2	1
1672	предлогов союзов	1	1
1673	чужое и	1	1
1674	ней еще	1	1
1675	не проходит	1	1
1676	и ее	3	1
1677	бы он	1	1
1678	и продолжая	1	1
1679	в чужом	2	1
1680	этом и	1	1
1681	в имени	3	1
1682	можно быть	1	1
1683	связи между	1	1
1684	основания для	1	1
1685	литературе не	1	1
1686	первое место	1	1
1687	может показаться	1	1
1688	выход в	1	1
1689	означало бы	1	1
1690	место в	4	1
1691	в голову	1	1
1692	же явления	1	1
1693	он во	1	1
1694	во-первых не	1	1
1695	все еще	2	1
1696	право на	1	1
1697	по законам	1	1
1698	слове или	1	1
1699	позицию по	1	1
1700	же моменты	1	1
1701	все другие	1	1
1702	себе еще	1	1
1703	не это	1	1
1704	как ему	1	1
1705	тут же	1	1
1706	дело обстоит	1	1
1707	рассчитан на	1	1
1708	же рода	1	1
1709	литературы во	1	1
1710	однако на	1	1
1711	со мною	2	1
1712	пять лет	1	1
1713	его обычной	1	1
