N	2gram	Nazirov_Tv	Dialekti
1321	теории и	1	1
1322	на одного	1	1
1323	времени сходно	1	1
1324	и конкретнее	2	1
1325	всех людей	1	1
1326	без которой	1	1
1327	в строго	1	1
1328	бы ее	1	1
1329	жизни есть	1	1
1330	мифов и	1	1
1331	чувства он	1	1
1332	в движении	2	1
1333	на аршине	1	1
1334	не изменяет	1	1
1335	свое собственное	1	1
1336	вся эта	1	1
1337	от ее	2	1
1338	представлениями о	1	1
1339	чудо что	1	1
1340	частью не	1	1
1341	быстро что	1	1
1342	при котором	1	1
1343	жить и	1	1
1344	в повествовании	1	1
1345	еще сложнее	1	1
1346	человека к	2	1
1347	к их	1	1
1348	как три	1	1
1349	так можно	1	1
1350	в принципе	5	1
1351	а наоборот	1	1
1352	еще раньше	1	1
1353	остается в	1	1
1354	к человеку	3	1
1355	вопрос не	1	1
1356	ужаса и	1	1
1357	и всей	1	1
1358	как средство	1	1
1359	но тот	2	1
1360	становится говоря	1	1
1361	святых и	1	1
1362	в братьях	6	1
1363	собой в	2	1
1364	теперь же	1	1
1365	и диалектика	2	1
1366	к себе	1	1
1367	время в	3	1
1368	целом со	1	1
1369	обвинение в	1	1
1370	ночей в	1	1
1371	внутри этой	1	1
1372	добра и	3	1
1373	на этих	2	1
1374	жизненное событие	1	1
1375	похоже на	1	1
1376	в недрах	1	1
1377	чем у	2	1
1378	хотя на	1	1
1379	нелепо и	1	1
1380	неизменно как	1	1
1381	и за	1	1
1382	и через	4	1
1383	и холод	1	1
1384	к необходимости	1	1
1385	временного потока	1	1
1386	другое в	1	1
1387	нигде не	1	1
1388	от такого	1	1
1389	его идея	1	1
1390	но обыкновенно	1	1
1391	сколько бы	1	1
1392	это очень	1	1
1393	у этого	2	1
1394	чего он	1	1
1395	видит в	1	1
1396	к живой	1	1
1397	тоже есть	1	1
1398	к достижению	2	1
1399	не была	1	1
1400	в конечном	4	1
1401	случилось с	1	1
1402	ней же	1	1
1403	ли и	1	1
1404	чудо может	1	1
1405	в бешенство	1	1
1406	крестьян и	1	1
1407	случае гораздо	1	1
1408	это так?	1	1
1409	черты как	1	1
1410	всех его	1	1
1411	и приводит	2	1
1412	что за	1	1
1413	жизни очень	1	1
1414	и самыми	1	1
1415	говорить лишь	1	1
1416	и болезненное	1	1
1417	смысла но	1	1
1418	идеи если	1	1
1419	откуда же	1	1
1420	xviii века	2	1
1421	о смерти	1	1
1422	было чтобы	1	1
1423	и всю	1	1
1424	времени как	4	1
1425	историю как	1	1
1426	по улице	1	1
1427	как говорит	1	1
1428	определяет человека	1	1
1429	я совершенно	1	1
1430	настоящим и	1	1
1431	лишь на	1	1
1432	без него	1	1
1433	спрашивается что	1	1
1434	даже без	1	1
1435	несравненно более	4	1
1436	от одной	2	1
1437	одном из	2	1
1438	всеми его	1	1
1439	и перед	1	1
1440	и нервные	1	1
1441	что никто	1	1
1442	во главе	2	1
1443	он мыслит	1	1
1444	с женщиной	1	1
1445	поступков и	2	1
1446	нет нужды	1	1
1447	так сказать	4	1
1448	такое воззрение	1	1
1449	выше мы	1	1
1450	же касается	1	1
1451	превращался в	1	1
1452	делает его	1	1
1453	в эту	1	1
1454	морали и	2	1
1455	чтобы его	1	1
1456	кто из	1	1
1457	и чего	1	1
1458	сказал он	1	1
1459	чтобы мы	1	1
1460	науки с	1	1
1461	складывается из	1	1
1462	под именем	1	1
1463	меня но	1	1
1464	связь с	3	1
1465	я его	1	1
1466	но можно	1	1
1467	религии он	1	1
1468	опираясь на	3	1
1469	него есть	2	1
1470	еще одним	1	1
1471	того в	1	1
1472	возникает из	1	1
1473	который является	2	1
1474	такое время?	1	1
1475	сущее но	1	1
1476	не сводится	1	1
1477	есть признак	1	1
1478	не он	1	1
1479	могли помочь	1	1
1480	указал что	1	1
1481	что само	1	1
1482	в устах	2	1
1483	действие в	1	1
1484	дает свой	1	1
1485	ли не	3	1
1486	к слову	1	1
1487	они же	1	1
1488	в философии	2	1
1489	вся история	3	1
1490	д с	1	1
1491	концепция времени	5	1
1492	о взаимодействии	1	1
1493	не веруют	1	1
1494	в наше	4	1
1495	или во	1	1
1496	для ее	2	1
1497	всех как	1	1
1498	на другой	1	1
1499	ту же	4	1
1500	его голову	1	1
1501	так быстро	1	1
1502	в подлинно	1	1
1503	человека как	2	1
1504	нечто внешнее	1	1
1505	цели а	1	1
1506	как был	1	1
1507	процесса в	4	1
1508	он стал	2	1
1509	решить вопрос	1	1
1510	кажется что	1	1
1511	в развитии	1	1
1512	видит и	1	1
1513	находим у	1	1
1514	однако эта	1	1
1515	от которых	1	1
1516	причинное объяснение	1	1
1517	вспомним что	1	1
1518	и каждому	1	1
1519	выражается в	1	1
1520	человека по	1	1
1521	того же	2	1
1522	человек так	1	1
1523	в историческом	1	1
1524	в нее	1	1
1525	литературы и	1	1
1526	в самой	1	1
1527	на свое	1	1
1528	это действительно	1	1
1529	меняется и	1	1
1530	человека у	2	1
1531	без идеи	1	1
1532	нами было	1	1
1533	и главным	1	1
1534	имеет тот	1	1
1535	смерть но	1	1
1536	сходно с	1	1
1537	человека его	2	1
1538	но внутри	1	1
1539	а живое	1	1
1540	слова из	2	1
1541	нападает на	1	1
1542	два года	1	1
1543	образ но	1	1
1544	наукой в	1	1
1545	всегда не	1	1
1546	женился на	1	1
1547	искусства но	1	1
1548	сам в	1	1
1549	всех сторон	1	1
1550	же с	10	1
1551	ты мне	1	1
1552	смотрим на	1	1
1553	эта теория	1	1
1554	деле это	1	1
1555	пушкина и	1	1
1556	если они	1	1
1557	ведь тоже	1	1
1558	проблема времени	3	1
1559	применима к	1	1
1560	от живой	1	1
1561	его к	2	1
1562	анализ самого	1	1
1563	основе всех	1	1
1564	случае это	1	1
1565	чем и	1	1
1566	меня не	2	1
1567	как некие	1	1
1568	намек на	2	1
1569	и четко	2	1
1570	ибо это	1	1
1571	о внешнем	1	1
1572	пришел к	2	1
1573	мы видели	1	1
1574	по причине	2	1
1575	себе мир	1	1
1576	для многих	1	1
1577	принимают за	1	1
1578	терпеть не	1	1
1579	и сколько	1	1
1580	дальнейшем но	1	1
1581	первую очередь	1	1
1582	мировая история	1	1
1583	резко отличается	1	1
1584	явно не	1	1
1585	можно понять	1	1
1586	как одна	1	1
1587	к другим	1	1
1588	приближается к	1	1
1589	и зла	2	1
1590	протекать в	1	1
1591	им как	1	1
1592	переходит в	2	1
1593	время у	3	1
1594	чтобы вы	1	1
1595	во власти	1	1
1596	на первом	2	1
1597	оно было	1	1
1598	любил и	1	1
1599	поэтому совершенно	1	1
1600	пребывает в	1	1
1601	бы говорить	1	1
1602	должны иметь	1	1
1603	имеет определенную	1	1
1604	она дана	1	1
1605	и наглядно	1	1
1606	глубине души	1	1
1607	в наиболее	1	1
1608	всего его	1	1
1609	здесь он	1	1
1610	истории в	1	1
1611	характер и	1	1
1612	о которой	2	1
1613	на лице	1	1
1614	в живых	1	1
1615	лишь из	1	1
1616	для них	2	1
1617	момент истории	1	1
1618	отличного от	1	1
1619	или бессознательно	1	1
1620	не признает	1	1
1621	для творчества	1	1
1622	и вполне	1	1
1623	его образ	1	1
1624	менее чем	1	1
1625	за что	1	1
1626	дело было	1	1
1627	здесь мы	2	1
1628	школы и	2	1
1629	до этого	2	1
1630	и одновременно	1	1
1631	в миру	1	1
1632	есть лишь	1	1
1633	ни та	1	1
1634	это чувство	1	1
1635	которые сами	1	1
1636	с г	1	1
1637	и гибели	2	1
1638	изолированной личности	1	1
1639	в романе	24	1
1640	и действительно	1	1
1641	которую только	1	1
1642	времени не	1	1
1643	особенно к	1	1
1644	это выражение	1	1
1645	личность человека	1	1
1646	оба я	1	1
1647	отдельного человека	2	1
1648	не знал	2	1
1649	это та	1	1
1650	жизнь на	2	1
1651	к нам	1	1
1652	и странное	1	1
1653	у читателя	2	1
1654	на эту	4	1
1655	мать ли	1	1
1656	совершенно естественно	1	1
1657	приводит к	4	1
1658	привело нас	1	1
1659	говорили о	2	1
1660	подлинного бытия	1	1
1661	них он	1	1
1662	далек от	1	1
1663	в известном	2	1
1664	на берегу	3	1
1665	толкование апокалипсиса	1	1
1666	во сне	1	1
1667	что вообще	1	1
1668	здесь нет	2	1
1669	это само	1	1
1670	нельзя молиться	1	1
1671	этого движения	1	1
1672	частей и	1	1
1673	ее свободы	1	1
1674	вмешательство высшей	1	1
1675	братьях карамазовых	7	1
1676	земной жизни	1	1
1677	бросается в	1	1
1678	художественный образ	1	1
1679	этом пункте	1	1
1680	отличается и	1	1
1681	этот день	1	1
1682	мог не	1	1
1683	акт в	1	1
1684	моменты которые	1	1
1685	весь человек	1	1
1686	время? время	1	1
1687	философы считают	1	1
1688	ночи в	1	1
1689	оба эти	1	1
1690	его содержания	1	1
1691	а идея	2	1
1692	ибо эта	1	1
1693	он еще	2	1
1694	изображения и	1	1
1695	как бытие	1	1
1696	к нравственному	1	1
1697	на друга	1	1
1698	на основе	1	1
1699	времени его	1	1
1700	введение в	1	1
1701	в сознательной	1	1
1702	а может	2	1
1703	не должны	1	1
1704	и независимо	1	1
1705	мировоззрение которое	1	1
1706	всего на	1	1
1707	и лишь	2	1
1708	к своим	1	1
1709	в которую	2	1
1710	в бездну	1	1
1711	очень хорошо	1	1
1712	он хочет	1	1
1713	пыль и	1	1
1714	от других	2	1
1715	он пришел	1	1
1716	высшей силы	1	1
1717	всего мира	1	1
1718	уже говорили	2	1
1719	тогда как	3	1
1720	так он	1	1
1721	через него	2	1
1722	в обществе	1	1
1723	котором нет	1	1
1724	и будущее	2	1
1725	философии но	2	1
1726	от собственной	1	1
1727	в отличие	3	1
1728	переход от	2	1
1729	он в	1	1
1730	в споре	1	1
1731	личности человек	1	1
1732	эту самую	1	1
1733	начиная с	2	1
1734	материалистов xviii	1	1
1735	расходится с	2	1
1736	до конца	2	1
1737	за пределами	1	1
1738	самой своей	2	1
1739	характера и	3	1
1740	том же	3	1
1741	к миру	2	1
1742	года и	4	1
1743	это является	1	1
1744	с замыслом	1	1
1745	содержатся в	1	1
1746	такой что	1	1
1747	родные и	1	1
1748	утверждая что	1	1
1749	эта диалектика	1	1
1750	месте в	1	1
1751	настоящего и	1	1
1752	для ясности	1	1
1753	не из	1	1
1754	или другом	1	1
1755	же значит	1	1
1756	этих восприятий	1	1
1757	причем однако	1	1
1758	не верит	1	1
1759	и реальным	1	1
1760	с каким	2	1
1761	прямо в	2	1
1762	порою же	1	1
1763	из этой	3	1
1764	же за	1	1
1765	не выдерживает	1	1
1766	не выдержал	1	1
1767	является объектом	1	1
1768	проникает в	2	1
1769	всей их	1	1
1770	и случайно	1	1
1771	в творчество	1	1
1772	вокруг него	1	1
1773	значение в	2	1
1774	жизнь это	1	1
1775	пока что	1	1
1776	аршине пространства	1	1
1777	на вопрос	1	1
1778	сделать и	1	1
1779	организации пространства	1	1
1780	сам он	1	1
1781	это положение	1	1
1782	действительности в	2	1
1783	в последней	1	1
1784	о значении	1	1
1785	этот и	1	1
1786	наших глазах	1	1
1787	и смеется	1	1
1788	который бы	1	1
1789	и раз	1	1
1790	в художественной	1	1
1791	веру в	3	1
1792	которая означает	1	1
1793	его дело	1	1
1794	эпохи в	1	1
1795	что может	1	1
1796	ничего кроме	1	1
1797	надо очень	1	1
1798	естественно что	1	1
1799	для всего	1	1
1800	христианского учения	1	1
1801	без особой	1	1
1802	в основании	1	1
1803	что так	1	1
1804	в литературе	4	1
1805	которого я	1	1
1806	романе достоевского	5	1
1807	не заметить	1	1
1808	где он	2	1
1809	интересно и	1	1
1810	и точно	1	1
1811	воскреснуть и	1	1
1812	и всему	1	1
1813	из своих	1	1
1814	биографии и	2	1
1815	что каждый	1	1
1816	никуда не	2	1
1817	сам себе	3	1
1818	морали к	1	1
1819	имел в	1	1
1820	первом плане	2	1
1821	и рай	1	1
1822	социальной среды	1	1
1823	в ином	1	1
1824	существует также	1	1
1825	а на	1	1
1826	а собственно	1	1
1827	без внимания	1	1
1828	вытекающее из	1	1
1829	характер не	1	1
1830	указывать на	1	1
1831	столь же	2	1
1832	из форм	1	1
1833	жизни это	1	1
1834	и берет	1	1
1835	из хаоса	1	1
1836	то к	1	1
1837	тут он	1	1
1838	непримиримость и	1	1
1839	места в	1	1
1840	в ту	4	1
1841	их взаимоотношения	1	1
1842	этом что	1	1
1843	что сами	1	1
1844	о жизни	4	1
1845	сновидения и	1	1
1846	власть в	1	1
1847	представляет собою	2	1
1848	в стороне	2	1
1849	выразить в	1	1
1850	он видит	3	1
1851	совершенно точно	1	1
1852	этой цели	1	1
1853	но по	1	1
1854	или даже	2	1
1855	нам эту	1	1
1856	в реальности	1	1
1857	природы должен	1	1
1858	а у	1	1
1859	не столь	1	1
1860	должно стать	1	1
1861	со своей	1	1
1862	как мировые	1	1
1863	подлинная сущность	1	1
1864	мире без	1	1
1865	путь к	1	1
1866	ему как	1	1
1867	не все	2	1
1868	безнадежности и	1	1
1869	каждом человеке	2	1
1870	к одному	2	1
1871	без всякой	1	1
1872	мир с	2	1
1873	со всех	1	1
1874	его всегда	1	1
1875	за то	2	1
1876	а к	1	1
1877	такую же	1	1
1878	становится все	1	1
1879	он ни	3	1
1880	выше на	1	1
1881	такие же	1	1
1882	в поле	1	1
1883	сознание как	1	1
1884	души по	1	1
1885	говоря несколько	1	1
1886	мифа миф	1	1
1887	построение и	1	1
1888	свой опыт	1	1
1889	о христе	1	1
1890	но кто	2	1
1891	поэтической аллегории	1	1
1892	одну из	1	1
1893	такую веру	1	1
1894	время во	1	1
1895	ее у	1	1
1896	о воскресении	1	1
1897	живет и	1	1
1898	уже после	2	1
1899	столкновение с	1	1
1900	и настоящее	1	1
1901	и пространство	1	1
1902	ли это?	1	1
1903	а по	3	1
1904	самоутверждения в	1	1
1905	например к	1	1
1906	и опять-таки	1	1
1907	слова не	2	1
1908	каждый раз	1	1
1909	этот факт	2	1
1910	явления христа	1	1
1911	в пределах	1	1
1912	этого образа	1	1
1913	в мистическом	1	1
1914	человека с	2	1
1915	говорили уже	1	1
1916	к которой	1	1
1917	слова об	1	1
1918	с кем	1	1
1919	признать что	1	1
1920	его а	1	1
1921	скорее наоборот	1	1
1922	этой теории	1	1
1923	за ними	1	1
1924	люди не	1	1
1925	не без	1	1
1926	на образ	1	1
1927	частный случай	1	1
1928	а самый	1	1
1929	по всей	1	1
1930	у религиозных	1	1
1931	и борьба	1	1
1932	в четвертом	1	1
1933	крылья и	1	1
1934	в эстетической	1	1
1935	дня и	2	1
1936	г время	1	1
1937	и биографии	1	1
1938	в характере	1	1
1939	мешает его	1	1
1940	и везде	1	1
1941	в другую	1	1
1942	включает в	1	1
1943	разумеется тут	1	1
1944	себе он	1	1
1945	в создании	2	1
1946	которая дана	1	1
1947	все более	2	1
1948	на всем	1	1
1949	в эти	1	1
1950	всегда чрезвычайно	1	1
1951	человек не	1	1
1952	это в	3	1
1953	само собой	1	1
1954	ли в	2	1
1955	то все	2	1
1956	образ на	1	1
1957	с фактами	1	1
1958	событий и	2	1
1959	и обратно	1	1
1960	три года	1	1
1961	ад и	1	1
1962	им не	1	1
1963	в лице	4	1
1964	в руках	1	1
1965	к идее	1	1
1966	за их	1	1
1967	из уст	1	1
1968	а сама	1	1
1969	сама себе	1	1
1970	времени по	2	1
1971	духовного состояния	1	1
