N	2gram	Potebnia_M	slovoVRo
1310	не от	3	1
1311	возможно только	6	1
1312	с пониманием	2	1
1313	язык народа	1	1
1314	и художественное	1	1
1315	участие в	1	1
1316	существуют такие	1	1
1317	наше внимание	1	1
1318	не связано	1	1
1319	для его	1	1
1320	что между	2	1
1321	все равно	5	1
1322	есть уже	13	1
1323	есть такая	3	1
1324	и смысл	1	1
1325	есть еще	4	1
1326	в самые	1	1
1327	непосредственно в	2	1
1328	самый предмет	2	1
1329	этого сознания	1	1
1330	оно только	1	1
1331	но с	1	1
1332	например при	2	1
1333	а к	4	1
1334	ко второму	2	1
1335	и притом	3	1
1336	нет это	1	1
1337	бы для	2	1
1338	в несколько	1	1
1339	оставаться при	1	1
1340	нет для	1	1
1341	века не	2	1
1342	него свое	1	1
1343	что к	2	1
1344	как по	1	1
1345	прежде чем	2	1
1346	за словом	2	1
1347	и говорит	1	1
1348	что его	3	1
1349	к миру	1	1
1350	страданием и	1	1
1351	есть вне	1	1
1352	ему самому	3	1
1353	их влияния	1	1
1354	которое в	2	1
1355	места в	1	1
1356	в силах	1	1
1357	отношений к	1	1
1358	начале развития	2	1
1359	исходят из	1	1
1360	не те	1	1
1361	из уст	1	1
1362	слова слово	1	1
1363	развития как	1	1
1364	он говорит	3	1
1365	хотя все	1	1
1366	при известном	1	1
1367	мнения о	1	1
1368	образов с	1	1
1369	это второе	1	1
1370	в среде	1	1
1371	в ряде	1	1
1372	впрочем не	1	1
1373	мы ее	2	1
1374	от внешней	1	1
1375	бы оно	2	1
1376	или же	8	1
1377	к самому	2	1
1378	подобно тому	3	1
1379	говорящего не	1	1
1380	другие более	1	1
1381	х годах	1	1
1382	нам в	1	1
1383	слова причем	1	1
1384	и того	2	1
1385	найти такой	1	1
1386	могла быть	2	1
1387	может только	1	1
1388	есть именно	2	1
1389	всего он	1	1
1390	и произведения	1	1
1391	всем своем	1	1
1392	другое слово	1	1
1393	говорят о	1	1
1394	напротив они	1	1
1395	между прочим	5	1
1396	поэтому понимание	1	1
1397	в мире	3	1
1398	одном из	4	1
1399	но независимо	1	1
1400	поэтический образ	1	1
1401	стремление к	1	1
1402	в ту	2	1
1403	противном случае	1	1
1404	как ее	2	1
1405	форму своего	1	1
1406	один и	2	1
1407	должно было	2	1
1408	его жизни	2	1
1409	в субъективном	1	1
1410	бы мы	2	1
1411	три момента	1	1
1412	слово на	1	1
1413	и художественного	1	1
1414	в первые	1	1
1415	его души	1	1
1416	и влияние	1	1
1417	себе все	2	1
1418	такое значение	2	1
1419	себе и	1	1
1420	людьми и	1	1
1421	сказать несколько	2	1
1422	о предмете	2	1
1423	всего предшествующего	1	1
1424	языке не	1	1
1425	наглядность и	1	1
1426	и таким	1	1
1427	перейти к	1	1
1428	его деятельность	1	1
1429	словами не	1	1
1430	целого и	1	1
1431	под влиянием	1	1
1432	это так	2	1
1433	и понимание	1	1
1434	более глубокое	1	1
1435	предшествующие слова	1	1
1436	которая есть	1	1
1437	слова тем	1	1
1438	бы в	3	1
1439	к говорящему	1	1
1440	словом или	1	1
1441	этих образов	1	1
1442	сказать и	2	1
1443	сохранять свое	1	1
1444	нее нет	1	1
1445	точкой зрения	1	1
1446	это значение	1	1
1447	себе самом	1	1
1448	поэтическое произведение	1	1
1449	в самое	2	1
1450	том случае	2	1
1451	что такое	2	1
1452	из глубины	2	1
1453	на всем	1	1
1454	о нас	1	1
1455	лица и	3	1
1456	говорящем и	1	1
1457	входящие в	1	1
1458	в разной	2	1
1459	слова которое	1	1
1460	нем процесс	1	1
1461	оба эти	2	1
1462	действительности но	1	1
1463	жизнь и	1	1
1464	только начинается	1	1
1465	и далее	1	1
1466	таких случаях	2	1
1467	тем более	9	1
1468	по которому	7	1
1469	мир он	1	1
1470	он ни	1	1
1471	такие же	2	1
1472	нем его	1	1
1473	почти на	1	1
1474	самим предметом	1	1
1475	пляски смерти	1	1
1476	с первым	1	1
1477	мысль и	2	1
1478	через этот	1	1
1479	они становятся	1	1
1480	случае если	2	1
1481	ко всем	5	1
1482	слов на	1	1
1483	него есть	1	1
1484	в отдельных	2	1
1485	ее содержание	1	1
1486	в наше	1	1
1487	образ и	6	1
1488	все остальные	3	1
1489	другими словами	3	1
1490	грамматических категорий	3	1
1491	другом и	1	1
1492	именно потому	1	1
1493	не дает	2	1
1494	в последних	1	1
1495	для наших	1	1
1496	и образов	1	1
1497	здесь только	4	1
1498	совсем не	2	1
1499	тому как	6	1
1500	от содержания	1	1
1501	и образа	1	1
1502	мы всегда	1	1
1503	его во	1	1
1504	не извне	1	1
1505	проза как	1	1
1506	стоит и	1	1
1507	довольно часто	1	1
1508	сказанного можно	1	1
1509	не отделяет	2	1
1510	следовательно два	1	1
1511	явления в	1	1
1512	и ограниченность	1	1
1513	ни была	1	1
1514	мы должны	6	1
1515	языка для	2	1
1516	не входит	1	1
1517	в искусстве	6	1
1518	устремляется на	1	1
1519	оно ничего	1	1
1520	когда он	1	1
1521	не находит	1	1
1522	как объект	1	1
1523	сознание не	1	1
1524	если же	1	1
1525	должны быть	3	1
1526	восприятие не	1	1
1527	другим и	1	1
1528	актов в	1	1
1529	и внутреннюю	2	1
1530	хотя далеко	1	1
1531	себе на	1	1
1532	словом однако	1	1
1533	но даже	3	1
1534	в изучении	1	1
1535	есть и	3	1
1536	прозе и	1	1
1537	тех же	1	1
1538	совершенно невозможно	1	1
1539	над другими	1	1
1540	и тот	5	1
1541	отношений между	2	1
1542	что образ	1	1
1543	стороны эти	1	1
1544	когда оно	3	1
1545	сознания есть	1	1
1546	который мы	1	1
1547	и углубления	1	1
1548	в нас	2	1
1549	это то	1	1
1550	сосредоточиться на	1	1
1551	даже не	2	1
1552	до появления	2	1
1553	тем самым	11	1
1554	этого образа	1	1
1555	находит для	1	1
1556	миру и	1	1
1557	систему в	1	1
1558	слово из	1	1
1559	человека с	2	1
1560	в которое	1	1
1561	то ни	1	1
1562	которого в	3	1
1563	или наконец	1	1
1564	могла бы	2	1
1565	неразрывно связано	1	1
1566	был прежде	1	1
1567	на это	4	1
1568	не сливается	1	1
1569	как из	1	1
1570	и средством	1	1
1571	дает ей	1	1
1572	за нею	1	1
1573	и главным	1	1
1574	этом на	1	1
1575	влияние этой	1	1
1576	не дано	1	1
1577	иным путем	1	1
1578	на свет	1	1
1579	нельзя не	1	1
1580	заставляет нас	3	1
1581	эти понятия	1	1
1582	находиться в	3	1
1583	в образ	1	1
1584	далеко от	1	1
1585	иначе направляет	1	1
1586	оно должно	1	1
1587	и никогда	1	1
1588	что среди	1	1
1589	до сознания	2	1
1590	след в	1	1
1591	но есть	3	1
1592	слово же	1	1
1593	не исчерпывают	2	1
1594	и нельзя	1	1
1595	к человеческому	1	1
1596	бы он	1	1
1597	здесь за	1	1
1598	что может	1	1
1599	мысль в	3	1
1600	самому себе	1	1
1601	с чем	3	1
1602	между членами	1	1
1603	в первой	1	1
1604	оно живет	1	1
1605	весь язык	1	1
1606	предметом и	2	1
1607	которая на	1	1
1608	в общем	1	1
1609	оно способно	1	1
1610	оно действительно	1	1
1611	происходит в	2	1
1612	своей и	1	1
1613	и законченное	1	1
1614	более сложных	1	1
1615	которым это	1	1
1616	мысли на	1	1
1617	на место	1	1
1618	его к	2	1
1619	на который	2	1
1620	все более	2	1
1621	себе еще	1	1
1622	этой силы	1	1
1623	и новые	1	1
1624	человек не	4	1
1625	когда начинается	1	1
1626	об особенностях	1	1
1627	объеме и	1	1
1628	нас за	1	1
1629	если на	1	1
1630	эти два	1	1
1631	здесь же	1	1
1632	говорит только	3	1
1633	ни был	3	1
1634	гуманитарных наук	1	1
1635	таким же	2	1
1636	подвергает его	1	1
1637	чтобы не	1	1
1638	личности на	1	1
1639	себе а	4	1
1640	особенно легко	1	1
1641	поэзия и	1	1
1642	или точнее	1	1
1643	каждого из	2	1
1644	настоящего времени	3	1
1645	само по	6	1
1646	таких же	2	1
1647	другие так	1	1
1648	в пространстве	1	1
1649	нас это	1	1
1650	образов и	2	1
1651	на эту	1	1
1652	говорит не	1	1
1653	художественное значение	1	1
1654	искусства в	1	1
1655	как символ	1	1
1656	в каком	8	1
1657	следовательно не	1	1
1658	поэзия в	2	1
1659	что поэт	2	1
1660	словом на	2	1
1661	можно только	3	1
