N	2gram	Tiupa_Anal	DiskursI
1239	притче о	1	1
1240	в применении	1	1
1241	по схеме	1	1
1242	культуры это	1	1
1243	отношение слушателя	1	1
1244	даже в	6	1
1245	роман мы	1	1
1246	и непристойность	1	1
1247	его за	2	1
1248	в финале	7	1
1249	на границах	1	1
1250	события его	1	1
1251	анекдот и	2	1
1252	а вот	3	1
1253	это игра	1	1
1254	нарушение табу	1	1
1255	мировой жизни	1	1
1256	следует иметь	1	1
1257	для возникновения	1	1
1258	в разных	1	1
1259	тем как	1	1
1260	и был	2	1
1261	здесь действующие	1	1
1262	субъект дискурсии	1	1
1263	осуществляется или	1	1
1264	в категориях	1	1
1265	средняя длина	2	1
1266	по общему	1	1
1267	драгоценнейшей наградою?	1	1
1268	как говорит	4	1
1269	была минута	1	1
1270	наизнанку глупость	1	1
1271	активного приятия	1	1
1272	образом ориентировано	1	1
1273	как субъекты	1	1
1274	одному из	1	1
1275	судьбы они	1	1
1276	формой авторства	1	1
1277	вырин со	1	1
1278	свое произведение	1	1
1279	есть принадлежат	1	1
1280	с машей	2	1
1281	был лучшей	1	1
1282	инициативное слово	1	1
1283	его от	1	1
1284	бытуют как	1	1
1285	поступках героев	1	1
1286	анекдота выбор	1	1
1287	по способу	1	1
1288	содержанию анекдота	1	1
1289	противоречие с	2	1
1290	образования возникающие	1	1
1291	напряжением между	2	1
1292	или самсон	1	1
1293	отношении текст	1	1
1294	ушедшие в	1	1
1295	оказывается отмеченный	1	1
1296	жанра высказывания	1	1
1297	достаточно прозрачно	1	1
1298	вымышленные но	1	1
1299	осуществляющие некий	1	1
1300	к тексту	2	1
1301	разговора с	1	1
1302	отечество как	1	1
1303	этом качестве	1	1
1304	одним общим	1	1
1305	типов высказывания	1	1
1306	художественной литературы	2	1
1307	как поле	1	1
1308	реализуют в	1	1
1309	возможность одновременного	1	1
1310	читателя и	2	1
1311	случае в	1	1
1312	гавриловны колпак	1	1
1313	этом ряду	2	1
1314	могло и	1	1
1315	от одного	1	1
1316	с финальной	1	1
1317	внутренне свободного	2	1
1318	эффект ожидания	1	1
1319	уже отмечалось	1	1
1320	кощунство и	1	1
1321	на мир	1	1
1322	прохорова халат	1	1
1323	оно приобретает	1	1
1324	их общим	1	1
1325	из нее	1	1
1326	обязан своим	1	1
1327	дискурсии в	1	1
1328	к драматургии	1	1
1329	кто говорит	3	1
1330	зато в	1	1
1331	белкинской книги	1	1
1332	предполагает хоровой	1	1
1333	на земле	1	1
1334	индивидуального самоопределения	1	1
1335	общечеловеческими ценностями	1	1
1336	сущности не	1	1
1337	жанров художественной	2	1
1338	такого высказывания	1	1
1339	названные типы	1	1
1340	сквозь явную	1	1
1341	слове отечество	1	1
1342	схеме блудных	1	1
1343	стратегия притчевого	1	1
1344	что повести	2	1
1345	в пушкинском	2	1
1346	какое гегель	1	1
1347	том или	1	1
1348	между индивидуальными	1	1
1349	скуфья минского	1	1
1350	мира это	1	1
1351	сказать первофеномены	1	1
1352	их поступки	1	1
1353	с тем	2	1
1354	стороны в	1	1
1355	это позиция	1	1
1356	бы стать	1	1
1357	целое и	1	1
1358	всего с	1	1
1359	стороны бытия	1	1
1360	к самому	2	1
1361	общими для	1	1
1362	в бою	1	1
1363	индивида и	1	1
1364	границах литературного	1	1
1365	а именно	1	1
1366	с еще	1	1
1367	к реализации	1	1
1368	эта семантическая	1	1
1369	наш взгляд	5	1
1370	назидания притча	1	1
1371	анекдота уже	1	1
1372	монолог в	1	1
1373	смерть в	1	1
1374	внимание к	1	1
1375	в событийной	1	1
1376	анекдоту их	1	1
1377	при таком	1	1
1378	изображающее слово	1	1
1379	или ином	1	1
1380	обрамляя вымышленную	1	1
1381	в лирических	1	1
1382	пределах же	1	1
1383	компетенций не	1	1
1384	нужды в	1	1
1385	общим эффектом	1	1
1386	описаний закрытость	1	1
1387	ситуации произнесения	1	1
1388	другое дело	2	1
1389	однако даже	1	1
1390	ситуаций и	1	1
1391	брат рука	1	1
1392	придать пересказанным	1	1
1393	ему позиции	1	1
1394	немало общего	1	1
1395	авторская позиция	3	1
1396	есть то	1	1
1397	целым рядом	1	1
1398	в это	1	1
1399	мир и	1	1
1400	действительного не	1	1
1401	ранее уже	1	1
1402	фактический слушатель	1	1
1403	им совпадают	1	1
1404	перформативного высказывания	2	1
1405	их внутреннюю	1	1
1406	когда бы	1	1
1407	нудительной серьезности	1	1
1408	графиня? ей-богу	1	1
1409	притчевые персонажи	1	1
1410	такой частности	1	1
1411	отца и	1	1
1412	его вступление	1	1
1413	внеязыковое и	1	1
1414	и вторичные	1	1
1415	диалогизированного слова	1	1
1416	первом примечании	1	1
1417	в самый	1	1
1418	заданности и	1	1
1419	время общенародного	1	1
1420	поскольку мы	1	1
1421	поэтому жанры	1	1
1422	картины жизни	1	1
1423	почти одновременно	1	1
1424	все их	1	1
1425	как одеяние	1	1
1426	не удается	1	1
1427	куда нам	1	1
1428	интертекстуальные связи	2	1
1429	сам владимир	1	1
1430	ритмическим курсивом	1	1
1431	смыслов оно	1	1
1432	и смерти	1	1
1433	веком героев	1	1
1434	внесюжетные фигуры	1	1
1435	себя героем	1	1
1436	и переживаемой	1	1
1437	мире это	1	1
1438	самоопределения оказывается	1	1
1439	других исследователей	1	1
1440	сыне как	1	1
1441	минский сквозь	1	1
1442	и шлафорк	1	1
1443	тем в	2	1
1444	состоит не	3	1
1445	в такой	1	1
1446	отроками возвращались	1	1
1447	центрального героя	2	1
1448	повести с	1	1
1449	для автора	1	1
1450	жанровым обозначением	1	1
1451	при наличии	1	1
1452	художественную концепцию	1	1
1453	как справедливо	3	1
1454	лица по	1	1
1455	притчи притча	1	1
1456	и побуждает	1	1
1457	сознается что	1	1
1458	осуществляется в	2	1
1459	она же	1	1
1460	преображается в	1	1
1461	этому следует	1	1
1462	в предыдущих	1	1
1463	по тем	1	1
1464	явилась едва	1	1
1465	применении к	1	1
1466	которой он	1	1
1467	мире но	1	1
1468	раз и	1	1
1469	шестнадцатилетнего улана	1	1
1470	в динамике	1	1
1471	человека не	1	1
1472	однако его	1	1
1473	сопрягает большое	1	1
1474	он был	3	1
1475	художественного внимания	1	1
1476	евангелии от	1	1
1477	она являет	1	1
1478	первостепенной значимости	1	1
1479	самсон вырин	7	1
1480	сводятся к	1	1
1481	время от	1	1
1482	чему не	1	1
1483	паремии редуцированная	1	1
1484	о муках	1	1
1485	ничего определенного	1	1
1486	или лирического	1	1
1487	имеет в	1	1
1488	но даже	1	1
1489	по модели	1	1
1490	типичными героями	1	1
1491	т.п как	1	1
1492	другая жизнь	1	1
1493	иной мере	1	1
1494	миф это	1	1
1495	усах и	1	1
1496	позицию сотворчества	1	1
1497	события как	1	1
1498	серьезностью осуществляющие	1	1
1499	от божья	1	1
1500	поэтики обоих	1	1
1501	искусства и	1	1
1502	являются компактность	1	1
1503	нормативное приложение	1	1
1504	анекдот невозможно	1	1
1505	тип высказывания	1	1
1506	притчевого дискурса	1	1
1507	с другим	1	1
1508	нравственный закон	1	1
1509	как предметом	1	1
1510	в этот	1	1
1511	пушкину сопрягать	1	1
1512	одной фразы	1	1
1513	т.п в	1	1
1514	повести покойного	4	1
1515	этой связи	1	1
1516	развивающий план	1	1
1517	с ума	1	1
1518	определенные возможности	1	1
1519	в изучении	1	1
1520	ей-богу правда	1	1
1521	будучи порой	1	1
1522	предшественника лукавым	1	1
1523	гробовщика разве	1	1
1524	стратегии создают	1	1
1525	осуществить с	1	1
1526	поход почти	2	1
1527	высказывания жанр	1	1
1528	и вторая	1	1
1529	втором случае	2	1
1530	данного стихотворения	1	1
1531	и родного	1	1
1532	на пути	2	1
1533	приходит к	1	1
1534	мне бог	1	1
1535	трагедии софокла	1	1
1536	комическая апофегма	1	1
1537	строим свою	1	1
1538	сюжета герой	1	1
1539	м.л гаспаров	2	1
1540	трагическое я	1	1
1541	только своим	1	1
1542	превращается в	3	1
1543	и сюжет	1	1
1544	мотивов инициации	1	1
1545	и те	1	1
1546	мнению присуще	1	1
1547	закрытость характеров	1	1
1548	не что	1	1
1549	в.т какая	1	1
1550	последнюю роль	1	1
1551	отклик в	1	1
1552	от своей	2	1
1553	так же	1	1
1554	на практике	1	1
1555	адресата занимающего	1	1
1556	глупость неуместность	1	1
1557	отметить что	1	1
1558	трагический герой	1	1
1559	мыслящий себя	1	1
1560	ощущаться завершенная	1	1
1561	его черешнями	1	1
1562	лирических текстах	1	1
1563	позиции и	2	1
1564	двух героев	1	1
1565	на новую	1	1
1566	в глаза	2	1
1567	анекдот конденсируется	1	1
1568	жанрового состава	1	1
1569	в совмещении	1	1
1570	его собственной	1	1
1571	и остается	1	1
1572	с некоторой	1	1
1573	гусарства отставного	1	1
1574	интонация столь	1	1
1575	так беспрецедентно	1	1
1576	чудное мгновенье	1	1
1577	композиционно определенное	1	1
1578	слов о	1	1
1579	дополняет этими	1	1
1580	самоотрицания в	1	1
1581	субъектом данного	1	1
1582	выхода его	1	1
1583	именно такого	3	1
1584	не снимает	1	1
1585	сторону бытия	1	1
1586	и еще	1	1
1587	перемена событий	1	1
1588	не становится	1	1
1589	гегель именовал	1	1
1590	вполне принадлежат	1	1
1591	в а	1	1
1592	следовательно предметно-смысловые	1	1
1593	не дай	1	1
1594	и безымянного	1	1
1595	зародившиеся в	1	1
1596	думал о	1	1
1597	явную анекдотичность	1	1
1598	офицерский чин	1	1
1599	уход из	1	1
1600	серьезности бахтин	1	1
1601	любопытное занимательное	1	1
1602	с самим	3	1
1603	здесь пока	1	1
1604	с голью	1	1
1605	с именем	1	1
1606	я оказывается	1	1
1607	совести предаю	1	1
1608	впрочем в	1	1
1609	тезис о	1	1
1610	ключ к	4	1
1611	очевидно анекдотичен	1	1
1612	позволяет пушкину	1	1
1613	в мировом	1	1
1614	анекдот легко	1	1
1615	непреложный и	1	1
1616	на второй	1	1
1617	осуществлено только	1	1
1618	текст анекдота	1	1
1619	места для	1	1
1620	не у-влекать	1	1
1621	белкин пытается	1	1
1622	быть в	1	1
1623	халат прохорова	1	1
1624	отсюда столь	1	1
1625	как сладки	1	1
1626	эпических жанрах	1	1
1627	изданные а.п	5	1
1628	как я	1	1
1629	речь не	1	1
1630	белкин и	1	1
1631	символической смерти	1	1
1632	отношения в	1	1
1633	острота наизнанку	1	1
1634	его текста	1	1
1635	репродуктивной компетентностью	1	1
1636	юноше но	1	1
1637	самоактуализации я	1	1
1638	а впоследствии	2	1
1639	анекдот должен	1	1
1640	черешнями мнимый	1	1
1641	не отождествляет	1	1
1642	приобщения к	2	1
1643	из тогдашних	1	1
1644	говорит бахтин	1	1
1645	пушкинские повести	1	1
1646	возвращения по	1	1
1647	каждое из	1	1
1648	в текст	2	1
1649	моментах во-первых	1	1
1650	мирной профессии	1	1
1651	сюжетную ситуацию	1	1
1652	бытия ср	1	1
1653	атласе да	1	1
1654	от них	1	1
1655	повестей а	3	1
1656	в противном	2	1
1657	завтра метут	1	1
1658	от себя	3	1
1659	и творческих	1	1
1660	оказываясь в	1	1
1661	героя то	1	1
1662	внутренняя мера	1	1
1663	новеллы и	1	1
1664	или нет	1	1
1665	не твое	1	1
1666	уже по	2	1
1667	анекдотические истории	1	1
1668	полноценной личностью	1	1
1669	в системе	1	1
1670	оригинальная повествовательная	1	1
1671	этому я	1	1
1672	читательского ожидания	1	1
1673	этом же	1	1
1674	чем это	1	1
1675	части не	1	1
1676	писал в	1	1
1677	то о	1	1
1678	слушателей преодолевая	1	1
1679	поэтике здесь	1	1
1680	временем индивидуального	1	1
1681	самому тогда	1	1
1682	настоящего исследования	1	1
1683	на поучающего	1	1
1684	но сама	1	1
1685	своего повествования	1	1
1686	универсальными общечеловеческими	1	1
1687	лирического сюжета	3	1
1688	на них	1	1
1689	к общенародной	1	1
1690	из ранних	1	1
1691	ним определенные	1	1
1692	говорит как	1	1
1693	существенно меняет	1	1
1694	приличный юноше	1	1
1695	себе самом	2	1
1696	личности относительно	2	1
1697	художественной реальности	17	1
1698	внутренней жизни	1	1
1699	героя не	1	1
1700	выражения все	1	1
1701	художественного впечатления	9	1
1702	своеобразие в	1	1
1703	только не	3	1
1704	чьи жанровые	1	1
1705	продуктивный тип	1	1
1706	текста где	1	1
1707	лица то	1	1
1708	стратегия анекдотичности	1	1
1709	картинок но	1	1
1710	которым человек	1	1
1711	присутствующего в	1	1
1712	нами своего	1	1
1713	и автор	1	1
1714	в паремию	1	1
1715	своей дочери	2	1
1716	в повествовании	1	1
1717	курьезное любопытное	1	1
1718	предметно-смыслового содержания	1	1
1719	не исключая	1	1
1720	от автора	2	1
1721	новелла ночной	1	1
1722	к индивидуальной	1	1
1723	нами не	1	1
1724	и автора	1	1
1725	для поэтики	1	1
1726	принадлежат самой	1	1
1727	что иное	1	1
1728	мертвый без	2	1
1729	как полагает	1	1
1730	героев в	1	1
1731	здесь именуется	1	1
1732	после того	1	1
1733	не редкость	1	1
1734	и системы	1	1
1735	миропорядка и	3	1
1736	ее счастие	1	1
1737	воля а	1	1
1738	моя жизнь	1	1
1739	собой исторически	1	1
1740	авторства в	1	1
1741	языком ставят	1	1
1742	на бранном	1	1
1743	согласных звуков	1	1
1744	но еще	1	1
1745	посрамление словесное	1	1
1746	в усах	1	1
1747	пронизывающий поэтику	1	1
1748	только лишь	2	1
1749	в состоянии	2	1
1750	текстом и	1	1
1751	рамках этой	1	1
1752	целого это	1	1
1753	сказание в	2	1
1754	эквивалентны им	1	1
1755	белкинских текстов	1	1
1756	могут представиться	1	1
1757	но от	1	1
1758	и шпорах	1	1
1759	целого а	1	1
1760	не поднимается	1	1
1761	обычно не	1	1
1762	говорящий здесь	1	1
1763	мы строим	1	1
1764	могло бы	1	1
1765	и неоспоримый	1	1
1766	подчеркнуть что	1	1
1767	однако этот	1	1
1768	искусству слова	1	1
1769	роль анекдота	1	1
1770	или сплетни	1	1
1771	быть редуцирован	1	1
1772	которого он	2	1
1773	по мнению	1	1
1774	языковые с	1	1
1775	сочинений как	1	1
1776	картиной мира	1	1
1777	составляющий морализаторскую	1	1
1778	марьи гавриловны	5	1
1779	рецептивной компетенции	1	1
1780	что русской	1	1
1781	полном соответствии	1	1
1782	желал бы	1	1
1783	апофегма то	1	1
1784	не занимался	1	1
1785	состоящий в	1	1
1786	проделано и	1	1
1787	композиционным костяком	1	1
1788	они в	1	1
1789	или иную	1	1
1790	к определенному	1	1
1791	что жанр	1	1
1792	говоря словами	3	1
1793	же свойственны	1	1
1794	на стадии	1	1
1795	умения отрешиться	1	1
1796	личности к	1	1
1797	в подобном	1	1
1798	иными словами	1	1
1799	и развитие	1	1
1800	двуголосый в	1	1
1801	там и	1	1
1802	целого следовательно	1	1
1803	герой притчи	1	1
1804	в уста	1	1
1805	в европейской	1	1
1806	как слухи	1	1
1807	миропорядка к	1	1
1808	ошибка оговорка	1	1
1809	глазами анекдота	1	1
1810	спрашивает себя	1	1
1811	все прочие	1	1
1812	поучаемого это	1	1
1813	из гробовщика	1	1
1814	оказывается чем-то	1	1
1815	вольному воля	1	1
1816	сознания к	2	1
1817	силу его	1	1
1818	психологических мотивировок	1	1
1819	умершее солнце	1	1
1820	сторону индивида	1	1
1821	эстетический объект	2	1
1822	конем не	2	1
1823	слиться в	1	1
1824	субъект объект	1	1
1825	в художественном	1	1
1826	предносится целое	1	1
1827	вообще присуща	1	1
1828	был ее	1	1
1829	рекоша но	1	1
1830	же анекдота	1	1
1831	не занять	1	1
1832	к статусу	1	1
1833	которая состоит	1	1
1834	живет и	1	1
1835	анекдота диалог	1	1
1836	мотивировок в	1	1
1837	и вненациональному	1	1
1838	в литературоведческой	1	1
1839	владимира человек	1	1
1840	да бархате	1	1
1841	содержание судьбы	1	1
1842	не говорит	1	1
1843	уединенного сознания	1	1
1844	композиция и	1	1
1845	героя с	1	1
1846	пословично-афористическую сентенцию	1	1
1847	позиции а	1	1
1848	быть проделано	1	1
1849	канонической жанровой	1	1
1850	примечании издателя	2	1
1851	преимущественно на	1	1
1852	пушкинского творения	1	1
1853	здравого смысла	1	1
1854	посрамляющий умершее	1	1
1855	счете жанровая	1	1
1856	есть само	1	1
1857	ответственности за	1	1
1858	притчевая символика	1	1
1859	притчевого назидания	1	1
1860	для слушателей	1	1
1861	диалог заблудившегося	1	1
1862	случае такой	1	1
1863	лирического события	1	1
1864	и составляющий	2	1
1865	от канонической	1	1
1866	от мастерства	1	1
1867	известие о	2	1
1868	в конце	6	1
1869	в таком	2	1
1870	времени как	1	1
1871	с типичными	1	1
1872	как рассказчик	1	1
1873	или иная	1	1
1874	ценностями ср	1	1
1875	художественными а	1	1
1876	между этими	1	1
1877	не сознается	1	1
1878	халат и	1	1
1879	тебя брат	1	1
1880	это весьма	1	1
1881	литературе и	1	1
1882	что ведет	1	1
1883	учение о	1	1
1884	в связи	1	1
1885	механизмом активизации	1	1
1886	как видим	1	1
1887	лишь на	3	1
1888	между ними	3	1
1889	личности с	1	1
1890	мы по-русски	1	1
1891	от своея	1	1
1892	границы такого	1	1
1893	том какое	1	1
1894	первый национально-историческому	1	1
1895	встречается в	1	1
1896	мира эст	2	1
1897	слово здесь	1	1
1898	близких ему	1	1
1899	самых событий	1	1
1900	концепцию цикла	1	1
1901	родного дома	1	1
1902	содержание к	1	1
1903	предполагает внутренне	1	1
1904	жизни сталкиваются	1	1
1905	только его	1	1
1906	видение жизни	1	1
1907	бытия с	1	1
1908	сообщение о	1	1
1909	имеют немало	1	1
1910	они как	1	1
1911	жизни влэ	1	1
1912	путь в	1	1
1913	выбор лексики	1	1
1914	получают двоякое	1	1
1915	от этого	1	1
1916	модальности художественного	2	1
1917	редуцированная притча	1	1
1918	формы героя	1	1
1919	вольфа шмида	1	1
1920	дважды в	1	1
1921	уже давно	1	1
1922	определенное в	1	1
1923	барышни-крестьянки куда	1	1
1924	текста но	3	1
1925	это путь	1	1
1926	реализма голы	1	1
1927	хвалы или	1	1
1928	диаметрально противоположная	1	1
1929	за маской	1	1
1930	принадлежат первый	1	1
1931	лишь для	1	1
1932	нечто смешное	1	1
1933	и ситуации	2	1
1934	кому говорят	1	1
1935	больной минский	1	1
1936	в новый	1	1
1937	достигает своего	1	1
1938	высказывание представляет	1	1
1939	и кому	1	1
1940	покаянного возвращения	1	1
1941	произведение есть	1	1
1942	компетенция притчи	1	1
1943	бутылку или	1	1
1944	развернутых описаний	1	1
1945	несомненно имеется	1	1
1946	кабацкою или	1	1
1947	обращено к	1	1
1948	проникновение в	1	1
1949	сих пор	1	1
1950	а некий	1	1
1951	метут улицу	1	1
1952	без сапог	1	1
1953	родителей марьи	1	1
1954	пересказанным анекдотам	1	1
1955	в метели	9	1
1956	своей монологической	1	1
1957	побега и	1	1
1958	персонажи сказания	1	1
1959	а для	3	1
1960	бы в	1	1
1961	по имени	1	1
1962	пребывания в	1	1
1963	рассматривая в	1	1
1964	предполагает выявление	1	1
1965	контакт между	1	1
1966	в поход	2	1
1967	припоминая и	1	1
1968	интернациональны в	1	1
1969	и мир	1	1
1970	войне и	3	1
1971	претендуют на	1	1
1972	нарушение запрета	1	1
1973	историческую действительность	1	1
1974	следует однако	1	1
1975	не имеющие	1	1
1976	должен был	2	1
1977	притче как	1	1
1978	к судьбе	1	1
1979	грани между	1	1
1980	читателя к	2	1
1981	эстетические модальности	1	1
1982	создают уникальный	1	1
1983	что такое	1	1
1984	пределе своем	1	1
1985	лирики как	1	1
1986	подробностями и	1	1
1987	идеологические жанры	1	1
1988	игра случая	1	1
1989	столь свободным	1	1
1990	свою жизненную	1	1
1991	финальная реплика	1	1
1992	приводит его	1	1
1993	или героев	1	1
1994	традиции все	1	1
1995	они же	1	1
1996	разрыв между	1	1
1997	сердце при	1	1
1998	говорил о	1	1
1999	у-влекать слушателей	1	1
2000	персонажей с	1	1
2001	не предначертанность	1	1
2002	конденсируется в	1	1
2003	очень часто	1	1
2004	с романом	1	1
2005	муках совести	1	1
2006	как авторская	2	1
2007	воплощает художественную	1	1
2008	непристойность необыкновенное	1	1
2009	человеческого бытия	1	1
2010	близко к	1	1
2011	объема текста	1	1
2012	действия словом	1	1
2013	ценностной однозначности	1	1
2014	молодой и	1	1
2015	сознаний встречающихся	1	1
2016	и передачи	1	1
2017	в работе	1	1
2018	ценностно дистанцированной	1	1
2019	от содержания	1	1
2020	комедии и	1	1
2021	схему блудного	1	1
2022	возникающие на	1	1
2023	быть осуществлено	1	1
2024	для теории	1	1
2025	человека как	1	1
2026	сыне офицеры	1	1
2027	неуместность ошибка	1	1
2028	этих трех	1	1
2029	в поступках	1	1
2030	акт притчевого	1	1
2031	пушкина с	1	1
2032	есть профанация	1	1
2033	в ответ	2	1
2034	по-английски разоряться	1	1
2035	для первого	1	1
2036	это по	3	1
2037	не мог	4	1
2038	беспрецедентно оригинальная	1	1
2039	анекдота ни	1	1
2040	на чем	1	1
2041	свойственны притче	1	1
2042	случается в	1	1
2043	не будет	3	1
2044	объедешь типично	1	1
2045	как объект	1	1
2046	думали о	1	1
2047	однако эта	1	1
2048	возвращаясь к	1	1
2049	из притчи	2	1
2050	чувства юмора	1	1
2051	сыты а	1	1
2052	равнодостойности сознаний	1	1
2053	анекдота контекст	1	1
2054	когда на	1	1
2055	и является	3	1
2056	самый момент	2	1
2057	с молитвою	1	1
2058	исторически продуктивный	1	1
2059	таково же	1	1
2060	к ее	2	1
2061	застывшее целое	1	1
2062	но только	1	1
2063	идиллический хронотоп	1	1
2064	подлинный автор	2	1
2065	о бессюжетности	1	1
2066	свидетелей владимира	2	1
2067	назидательность однозначную	1	1
2068	с собственно	1	1
2069	ролевых границ	2	1
2070	игрой случая	1	1
2071	сущности застывшее	1	1
2072	актуализируемая эпиграфами	1	1
2073	этом смысле	1	1
2074	проступает притчевая	1	1
2075	и рассказывающим	1	1
2076	развернутая в	1	1
2077	речь нам	1	1
2078	иносказательность является	1	1
2079	особого внимания	1	1
2080	демонстративно дополняет	1	1
2081	смотрителя в	2	1
2082	и лирическое	1	1
2083	коммуникативном событии	1	1
2084	для ситуации	1	1
2085	отношения с	1	1
2086	бранном воздухе	1	1
2087	в москве	1	1
2088	вражды и	1	1
2089	можно припоминая	1	1
2090	должны были	1	1
2091	притчи иносказательность	1	1
2092	слушающих общим	1	1
2093	даже будучи	1	1
2094	пользуясь словами	1	1
2095	является ни	1	1
2096	активизации воспринимающего	1	1
2097	произведение не	1	1
2098	когда мы	2	1
2099	которого в	1	1
2100	русской поэзии	2	1
2101	как известно	3	1
2102	белкин в	1	1
2103	уст в	1	1
2104	примере такой	1	1
2105	слова паремии	1	1
2106	занимает в	1	1
2107	верифицируемым знанием	1	1
2108	отталкивании от	1	1
2109	героев с	2	1
2110	принципе можно	1	1
2111	и берестова	1	1
2112	так называемого	1	1
2113	повести которая	1	1
2114	но без	2	1
2115	открывается в	1	1
2116	белкина изданные	4	1
2117	к литературе	1	1
2118	внутреннего мира	2	1
2119	контрапункт пронизывающий	1	1
2120	она определяется	1	1
2121	человеческих отношений	1	1
2122	сюжета поскольку	1	1
2123	является своего	1	1
2124	наличие так	1	1
2125	как откровение	1	1
2126	известном смысле	2	1
2127	корнета младший	1	1
2128	же самого	1	1
2129	о русском	1	1
2130	отведенной ему	1	1
2131	индивидуального интимного	1	1
2132	целое нашего	1	1
2133	не живет	2	1
2134	действующего лица	2	1
2135	позиций в	1	1
2136	примеряя ее	1	1
2137	форма воплощает	1	1
2138	помню чудное	1	1
2139	и ты	1	1
2140	разворачиваемой перед	1	1
2141	колпак и	2	1
2142	к адресату	1	1
2143	деревушке а	1	1
2144	были слезы	1	1
2145	и мотивы	1	1
2146	так что	2	1
2147	ряде произведений	1	1
2148	к медитации	1	1
2149	образом в	1	1
2150	в общем	4	1
2151	своего героя	2	1
2152	этой фразы	1	1
2153	к самоопределению	1	1
2154	продемонстрировано и	1	1
2155	события специфически	1	1
2156	а завтра	1	1
2157	своей есть	1	1
2158	малым временем	1	1
2159	своей и	1	1
2160	костяком так	1	1
2161	данного коммуникативного	3	1
2162	твое горе	1	1
2163	анекдотичности сопрягает	1	1
2164	голы как-то	1	1
2165	слово сказания	1	1
2166	формы и	1	1
2167	степени зависим	1	1
2168	те кто	1	1
2169	из этого	1	1
2170	персонажи истории	1	1
2171	родного дола	1	1
2172	с малым	1	1
2173	возмужав на	1	1
2174	компетентность предполагающая	1	1
2175	автора как	1	1
2176	сделать предметом	1	1
2177	там где	2	1
2178	которого обнаруживаются	1	1
2179	было положено	1	1
2180	ориентированы на	1	1
2181	чем свидетельствует	1	1
2182	более что	1	1
2183	и отсутствие	1	1
2184	отрешиться от	1	1
2185	во время	2	1
2186	приобщается к	2	1
2187	гроба не	2	1
2188	монологизированного слова	1	1
2189	событий к	1	1
2190	в сюжете	1	1
2191	пытается придать	1	1
2192	нет не	1	1
2193	своей роли	2	1
2194	иной род	1	1
2195	ср кто	1	1
2196	особенно существенно	1	1
2197	брат палачу?	1	1
2198	строки и	2	1
2199	ту самую	1	1
2200	перст своего	1	1
2201	внеличную сторону	1	1
2202	интимного быта	1	1
2203	несовпадения человека	1	1
2204	грань между	2	1
2205	одеяние родителей	1	1
2206	лишь его	1	1
2207	где мы	1	1
2208	на эту	2	1
2209	адресатом в	1	1
2210	самим собою	3	1
2211	поединок в	1	1
2212	нем определенные	1	1
2213	обращается к	1	1
2214	что до	1	1
2215	подчеркивает его	1	1
2216	жанровые образования	1	1
2217	по причине	1	1
2218	острота или	1	1
2219	можно только	1	1
2220	для многих	1	1
2221	а дорога	1	1
2222	анекдота так	1	1
2223	смысле домонологично	1	1
2224	офицеры ушедшие	1	1
2225	были бы	3	1
2226	этом остается	1	1
2227	субъекты этического	1	1
2228	притчевого мышления	1	1
2229	от жанра	1	1
2230	жизненная позиция	2	1
2231	барышни-крестьянки не	1	1
2232	всякого литературного	1	1
2233	однако он	1	1
2234	автор стирает	1	1
2235	была сформулирована	1	1
2236	так ли	1	1
2237	не ценностно	1	1
2238	как формулирует	1	1
2239	диалогической ситуации	1	1
2240	повествуемой ситуации	1	1
2241	сталкиваются лицом	1	1
2242	в коммуникативной	1	1
2243	человеческой личности	1	1
2244	от до	1	1
2245	правда очевидно	1	1
2246	однако с	3	1
2247	до сих	1	1
2248	сопрягать историческую	1	1
2249	практике притчевую	1	1
2250	с учетом	1	1
2251	жизнь глазами	1	1
2252	в тени	1	1
2253	я уже	2	1
2254	и здесь	4	1
2255	для рассказчика	1	1
2256	из стихотворений	1	1
2257	и должны	1	1
2258	слушателя к	1	1
2259	он стремится	1	1
2260	к последующим	1	1
2261	сойти с	1	1
2262	анекдотическим повествованием	1	1
2263	полюса лирической	1	1
2264	чин приличный	1	1
2265	и сейчас	1	1
2266	в остроту	1	1
2267	представлял собой	1	1
2268	поучающего и	1	1
2269	барышни-крестьянки отчетливо	1	1
2270	дискурсе речевой	1	1
2271	модальности эстетического	1	1
2272	если же	1	1
2273	которая по	1	1
2274	ср с	1	1
2275	судьбы а	2	1
2276	здесь слово	1	1
2277	преодолевая их	1	1
2278	статус знания	1	1
2279	прочтения как	1	1
2280	организации художественного	2	1
2281	не зрелому	1	1
2282	о случайном	1	1
2283	билось русское	1	1
2284	содержания и	1	1
2285	предначертанность судьбы	1	1
2286	своем составе	3	1
2287	же образом	1	1
2288	что это	1	1
2289	цикла обрамляя	1	1
2290	события на	1	1
2291	периферии фундаментальных	1	1
2292	это уже	1	1
2293	мышления позволяет	1	1
2294	к ценностной	1	1
2295	и вольфа	1	1
2296	самоопределение лирического	1	1
2297	конечно же	1	1
2298	никак не	1	1
2299	сам по	2	1
2300	предстают перед	1	1
2301	переходит от	1	1
2302	и комическое	1	1
2303	слушатель читатель	1	1
2304	первых двух	2	1
2305	о которой	2	1
2306	в область	1	1
2307	барышни-крестьянки вольному	1	1
2308	как объекты	1	1
2309	упоминаемые в	1	1
2310	чужой стране	1	1
