N	2gram	Vinokur_St	Dialekti
1324	доказать что	2	1
1325	значение то	1	1
1326	входит в	1	1
1327	все свои	1	1
1328	именно эта	1	1
1329	существенным и	1	1
1330	роскоши и	1	1
1331	не иной	1	1
1332	что первая	1	1
1333	не признать	1	1
1334	что вся	1	1
1335	к своей	1	1
1336	относится не	1	1
1337	из таких	2	1
1338	в крыму	1	1
1339	втором случае	2	1
1340	сущности можно	1	1
1341	баратынского и	1	1
1342	есть очень	1	1
1343	этим не	1	1
1344	или хочет	1	1
1345	сферу ее	1	1
1346	внимания к	1	1
1347	для своей	2	1
1348	особый смысл	1	1
1349	нас еще	1	1
1350	но этот	1	1
1351	отчет в	1	1
1352	другом совсем	1	1
1353	и научное	1	1
1354	нам что	1	1
1355	в прошлом	1	1
1356	наедине с	1	1
1357	потому это	1	1
1358	временной последовательности	1	1
1359	могут и	1	1
1360	только самый	1	1
1361	у себя	1	1
1362	убежден что	1	1
1363	казалось что	1	1
1364	с самим	1	1
1365	основан на	1	1
1366	они есть	1	1
1367	почему и	1	1
1368	него не	1	1
1369	для всей	1	1
1370	эти попытки	1	1
1371	том чтобы	1	1
1372	за него	2	1
1373	простое и	1	1
1374	так не	1	1
1375	надо иметь	1	1
1376	ни те	2	1
1377	понимают что	1	1
1378	иным как	1	1
1379	себя до	1	1
1380	заключается именно	1	1
1381	уже быть	2	1
1382	чтобы думать	1	1
1383	в движении	1	1
1384	вопрос и	1	1
1385	вы должны	1	1
1386	он так	1	1
1387	эпохи то	1	1
1388	слова без	1	1
1389	но там	1	1
1390	же сколько	1	1
1391	смысле как	1	1
1392	свое собственное	1	1
1393	эпохи с	1	1
1394	с поэтической	1	1
1395	в подобных	1	1
1396	разве это	1	1
1397	того чем	1	1
1398	заметить как	1	1
1399	утверждать только	1	1
1400	при котором	1	1
1401	понимать что	1	1
1402	каждый отдельный	1	1
1403	то очевидно	2	1
1404	после того	5	1
1405	уже без	2	1
1406	один пример	1	1
1407	и всей	2	1
1408	на язык	1	1
1409	всех языках	1	1
1410	но тот	1	1
1411	вообще а	1	1
1412	которым мы	1	1
1413	вообще я	1	1
1414	он к	1	1
1415	искать не	2	1
1416	время в	1	1
1417	если к	1	1
1418	говорю уже	2	1
1419	но такой	1	1
1420	история этих	1	1
1421	обвинение в	2	1
1422	него самого	2	1
1423	значение которое	1	1
1424	должен решаться	1	1
1425	других источников	1	1
1426	похоже на	3	1
1427	оно-то и	1	1
1428	открыто в	1	1
1429	обратил внимание	1	1
1430	чем у	2	1
1431	и за	3	1
1432	имеет только	1	1
1433	место для	1	1
1434	и последующие	1	1
1435	форме это	1	1
1436	многих отношениях	1	1
1437	голову не	1	1
1438	это слово	6	1
1439	нигде не	2	1
1440	но сами	1	1
1441	сколько бы	1	1
1442	это очень	5	1
1443	внешнего мира	1	1
1444	упреков в	1	1
1445	видит в	1	1
1446	не была	2	1
1447	сыну и	1	1
1448	отделены друг	1	1
1449	нового и	1	1
1450	является и	1	1
1451	находятся и	1	1
1452	ней же	1	1
1453	ли и	3	1
1454	своеобразное и	1	1
1455	по дороге	1	1
1456	говорит в	3	1
1457	а за	1	1
1458	борьбы с	3	1
1459	всех его	1	1
1460	в изложении	1	1
1461	том отношении	4	1
1462	что за	1	1
1463	конечно нельзя	1	1
1464	xviii века	1	1
1465	о смерти	1	1
1466	и всего	1	1
1467	и всю	1	1
1468	времени как	1	1
1469	формы для	1	1
1470	как говорит	3	1
1471	с жизнью	1	1
1472	будет зависеть	1	1
1473	лишь на	1	1
1474	обстоятельство что	4	1
1475	говорить по	1	1
1476	не вытекает	1	1
1477	ценность и	1	1
1478	долго и	2	1
1479	одном из	4	1
1480	всякую возможность	1	1
1481	всеми его	1	1
1482	и перед	2	1
1483	и характер	1	1
1484	или иные	1	1
1485	говорят не	1	1
1486	нужно еще	1	1
1487	на какие	1	1
1488	мы пока	1	1
1489	же касается	3	1
1490	есть плод	1	1
1491	в эту	3	1
1492	не иначе	1	1
1493	и отдельные	1	1
1494	на последнем	2	1
1495	на факт	1	1
1496	с очень	1	1
1497	имеет такое	1	1
1498	связь с	1	1
1499	полной убедительностью	1	1
1500	отдельный момент	1	1
1501	основываться на	2	1
1502	которая является	1	1
1503	выражение в	2	1
1504	опираясь на	1	1
1505	того в	1	1
1506	пор в	1	1
1507	отнестись к	1	1
1508	только путем	1	1
1509	указал что	1	1
1510	не выше	1	1
1511	ли не	2	1
1512	как иначе	2	1
1513	но между	1	1
1514	этой совершенно	1	1
1515	вся история	1	1
1516	очень часто	3	1
1517	оно отличается	1	1
1518	в наше	1	1
1519	или во	1	1
1520	в обычных	1	1
1521	для ее	1	1
1522	чтобы он	1	1
1523	от обычной	1	1
1524	а разве	1	1
1525	еще только	1	1
1526	мне его	1	1
1527	на другой	1	1
1528	ту же	1	1
1529	невозможно установить	1	1
1530	xvii в	1	1
1531	произведений ни	1	1
1532	не верить	1	1
1533	характерны для	1	1
1534	взглянуть на	2	1
1535	найти себе	1	1
1536	кажется что	5	1
1537	в развитии	2	1
1538	не помешало	1	1
1539	бы они	1	1
1540	мы стали	1	1
1541	все дано	1	1
1542	дает чрезвычайно	1	1
1543	можно сделать	1	1
1544	надо сказать	2	1
1545	от которых	1	1
1546	ли считать	1	1
1547	что нельзя	1	1
1548	совершенно серьезно	1	1
1549	разницей что	1	1
1550	еще для	1	1
1551	в приведенном	1	1
1552	тем и	1	1
1553	чем угодно	1	1
1554	такой истории	1	1
1555	примеры и	2	1
1556	того же	4	1
1557	об общих	1	1
1558	и отличаются	1	1
1559	было видеть	1	1
1560	обязана создавать	1	1
1561	над ним	1	1
1562	литературы и	3	1
1563	с нашими	1	1
1564	вопрос можно	1	1
1565	реального исторического	1	1
1566	это действительно	1	1
1567	от вас	1	1
1568	будто они	1	1
1569	что никакого	1	1
1570	но внутри	1	1
1571	неужели в	1	1
1572	отношении что	2	1
1573	мы называем	1	1
1574	и никогда	1	1
1575	два года	2	1
1576	или лучше	2	1
1577	вторую половину	1	1
1578	сам в	3	1
1579	или исторически	1	1
1580	все одинаково	1	1
1581	чтобы оно	1	1
1582	которая на	1	1
1583	как наивно	1	1
1584	и была	2	1
1585	бы оно	1	1
1586	пушкина и	20	1
1587	бы эти	1	1
1588	догадаться что	1	1
1589	говорить уже	1	1
1590	и насколько	2	1
1591	для которых	3	1
1592	то место	2	1
1593	речи о	1	1
1594	можно с	1	1
1595	факты истории	1	1
1596	меня не	2	1
1597	который для	1	1
1598	в культуре	1	1
1599	в какой-то	1	1
1600	какой же	1	1
1601	мы до	1	1
1602	пришел к	1	1
1603	с неба	1	1
1604	быть даже	1	1
1605	для самого	1	1
1606	первую очередь	2	1
1607	однако и	2	1
1608	отвращение к	2	1
1609	разной мере	1	1
1610	то обстоятельство	3	1
1611	не допускают	1	1
1612	ни малейшего	1	1
1613	эпохи от	1	1
1614	которое с	1	1
1615	признавался что	2	1
1616	и конечно	1	1
1617	не хочу	3	1
1618	обвинения в	2	1
1619	в последнем	1	1
1620	имеют право	1	1
1621	мы приходим	1	1
1622	к тем	1	1
1623	такова же	1	1
1624	на анализе	1	1
1625	в случаях	1	1
1626	к одной	1	1
1627	с и	1	1
1628	этого понятия	1	1
1629	и который	3	1
1630	которые он	1	1
1631	лежащий в	2	1
1632	на первом	1	1
1633	нем нельзя	1	1
1634	не умеют	1	1
1635	о слиянии	2	1
1636	не говорится	1	1
1637	и дает	1	1
1638	каким он	1	1
1639	можно сомневаться	1	1
1640	бы говорить	1	1
1641	в наиболее	1	1
1642	всего его	1	1
1643	из каких	1	1
1644	зрения той	1	1
1645	о которой	3	1
1646	одну минуту	1	1
1647	в живых	1	1
1648	это их	2	1
1649	xix в	6	1
1650	он почти	1	1
1651	серьезного значения	1	1
1652	да ведь	2	1
1653	неизвестно кем	2	1
1654	для них	2	1
1655	по совести	1	1
1656	поэтому она	1	1
1657	это была	1	1
1658	и вполне	4	1
1659	и тот	1	1
1660	том и	1	1
1661	там в	1	1
1662	вся разница	1	1
1663	за что	4	1
1664	суд и	1	1
1665	всеми их	1	1
1666	которые действительно	1	1
1667	вместо этого	1	1
1668	именно не	1	1
1669	предполагать что	1	1
1670	даже более	1	1
1671	только несколько	1	1
1672	необозримое количество	1	1
1673	почти исключительно	1	1
1674	из пяти	1	1
1675	в романе	4	1
1676	уже тем	1	1
1677	судить по	3	1
1678	и действительно	1	1
1679	случае дело	1	1
1680	времени не	5	1
1681	значения и	1	1
1682	это выражение	1	1
1683	приведу только	1	1
1684	в одних	1	1
1685	против чего	1	1
1686	в выражении	1	1
1687	к самым	1	1
1688	данном пункте	1	1
1689	к нам	1	1
1690	же исторически	1	1
1691	у читателя	1	1
1692	уже говорить	1	1
1693	можно даже	1	1
1694	на эту	5	1
1695	только началом	1	1
1696	которого является	1	1
1697	правда не	1	1
1698	взглянули на	1	1
1699	была и	1	1
1700	поражают своей	1	1
1701	что подлинный	1	1
1702	нас интересует	1	1
1703	решительно противоречит	1	1
1704	ему и	1	1
1705	из которого	2	1
1706	в известном	3	1
1707	быть конечно	1	1
1708	достаточно привести	1	1
1709	в гармонии	1	1
1710	сколько ни	1	1
1711	пр но	1	1
1712	здесь нет	1	1
1713	смысле это	1	1
1714	пушкина но	12	1
1715	нельзя молиться	1	1
1716	хотят быть	1	1
1717	как произведение	2	1
1718	лишь те	1	1
1719	смысл то	1	1
1720	основания и	1	1
1721	свое время	3	1
1722	в рассмотрение	1	1
1723	необходимость которого	1	1
1724	узкого круга	1	1
1725	увидите что	1	1
1726	могли быть	1	1
1727	время или	1	1
1728	мог не	1	1
1729	сказано что	1	1
1730	те которые	2	1
1731	вытекает из	2	1
1732	характер его	1	1
1733	это дело	3	1
1734	время оно	1	1
1735	представителей науки	1	1
1736	и частично	1	1
1737	сейчас не	1	1
1738	последнего слова	1	1
1739	в пример	1	1
1740	годунов и	1	1
1741	примеров которыми	1	1
1742	мере он	1	1
1743	оба эти	4	1
1744	задний план	3	1
1745	чем то	1	1
1746	степени ее	1	1
1747	он еще	1	1
1748	нет даже	2	1
1749	один только	1	1
1750	значение этого	1	1
1751	не дал	1	1
1752	на основе	1	1
1753	бы ему	1	1
1754	а может	1	1
1755	не должны	1	1
1756	и наглядном	1	1
1757	и будущих	1	1
1758	исходным пунктом	1	1
1759	больше а	1	1
1760	достаточное количество	1	1
1761	каждой из	1	1
1762	те или	2	1
1763	и лишь	2	1
1764	не могло	4	1
1765	в которую	2	1
1766	очень хорошо	2	1
1767	не точно	1	1
1768	от всей	1	1
1769	котором она	1	1
1770	эпохи но	1	1
1771	внимания на	1	1
1772	на ряде	1	1
1773	обращения с	1	1
1774	только тем	2	1
1775	которая конечно	1	1
1776	что такая	1	1
1777	тот факт	5	1
1778	исключить из	2	1
1779	и напрасно	1	1
1780	тогда как	1	1
1781	данном месте	2	1
1782	каждый из	1	1
1783	их места	1	1
1784	например во	2	1
1785	нечто целое	1	1
1786	всех трех	2	1
1787	на мой	1	1
1788	имею в	1	1
1789	и там	1	1
1790	в отличие	1	1
1791	никаких признаков	1	1
1792	он в	1	1
1793	знать в	1	1
1794	с собою	1	1
1795	быть оправданы	1	1
1796	которых он	2	1
1797	направлении и	1	1
1798	начиная с	2	1
1799	то чувство	1	1
1800	был автором	2	1
1801	же мере	1	1
1802	лишь о	1	1
1803	так обычно	1	1
1804	до конца	4	1
1805	средства для	1	1
1806	далеко от	2	1
1807	характера и	1	1
1808	слова он	1	1
1809	в каждый	1	1
1810	и глубоким	1	1
1811	в понимании	1	1
1812	абсолютно необходимого	1	1
1813	том же	3	1
1814	в чужую	3	1
1815	такие которые	1	1
1816	несовпадения с	1	1
1817	в свой	2	1
1818	утверждая что	1	1
1819	не видит	1	1
1820	это просто	3	1
1821	понять смысл	1	1
1822	по отдельным	1	1
1823	месте в	1	1
1824	е так	1	1
1825	и после	1	1
1826	или о	2	1
1827	состояния духа	1	1
1828	еще одну	1	1
1829	исключительно в	1	1
1830	не верит	2	1
1831	заставляя его	1	1
1832	с каким	1	1
1833	ведь ни	1	1
1834	сомнений в	3	1
1835	обратиться к	1	1
1836	из этой	2	1
1837	не соответствует	1	1
1838	впечатление и	1	1
1839	высшей степени	1	1
1840	не выдерживает	1	1
1841	чтобы было	1	1
1842	всего надо	1	1
1843	простых и	1	1
1844	этом случае	3	1
1845	конца как	1	1
1846	книги и	1	1
1847	вот оказывается	1	1
1848	вы увидите	1	1
1849	для в	3	1
1850	всегда можно	1	1
1851	вокруг него	1	1
1852	значение в	1	1
1853	быть никакого	1	1
1854	есть такой	1	1
1855	этом и	2	1
1856	на вопрос	7	1
1857	не нужен	1	1
1858	это положение	2	1
1859	действительности в	1	1
1860	с термином	1	1
1861	о значении	3	1
1862	этого совершенно	1	1
1863	бы себе	1	1
1864	наших глазах	2	1
1865	случае оказывается	1	1
1866	до последних	1	1
1867	в угоду	1	1
1868	тем в	1	1
1869	не будем	1	1
1870	лиц и	1	1
1871	эпохи в	3	1
1872	пушкина можно	3	1
1873	грех и	1	1
1874	человек является	1	1
1875	естественно что	2	1
1876	этот был	1	1
1877	для всего	1	1
1878	и общей	1	1
1879	переход к	1	1
1880	несомненно не	1	1
1881	и почему	4	1
1882	что так	3	1
1883	деле не	1	1
1884	которого я	1	1
1885	этого своеобразия	1	1
1886	не считается	1	1
1887	где он	2	1
1888	видеть в	1	1
1889	биографии и	2	1
1890	с отсутствием	2	1
1891	не умею	1	1
1892	разница будет	1	1
1893	когда говорил	1	1
1894	но одно	1	1
1895	очень долго	1	1
1896	конечно есть	1	1
1897	имел в	1	1
1898	а другое	2	1
1899	она обязана	1	1
1900	в ином	1	1
1901	а на	4	1
1902	всех прочих	1	1
1903	их точки	1	1
1904	цвет в	1	1
1905	ее из	1	1
1906	столь же	5	1
1907	наука это	1	1
1908	больше в	1	1
1909	иногда и	2	1
1910	чтобы я	1	1
1911	у всех	1	1
1912	в свои	1	1
1913	что к	1	1
1914	них всегда	1	1
1915	а также	4	1
1916	этом не	1	1
1917	который как	2	1
1918	прямого отношения	1	1
1919	лучше других	1	1
1920	и литературоведы	1	1
1921	о каком	1	1
1922	места в	3	1
1923	гораздо ближе	1	1
1924	в ту	1	1
1925	не те	1	1
1926	на тему	2	1
1927	кто именно	1	1
1928	власть в	1	1
1929	этом в	1	1
1930	божьего и	1	1
1931	представляет собою	3	1
1932	совершенно правильной	1	1
1933	совершенно точно	1	1
1934	этот раз	2	1
1935	которые являются	2	1
1936	возникает необходимость	1	1
1937	должны говорить	1	1
1938	и могут	1	1
1939	должно стать	1	1
1940	разницы между	1	1
1941	поэта к	1	1
1942	относятся к	3	1
1943	камня на	1	1
1944	никаких особых	1	1
1945	собой определенную	1	1
1946	так а	2	1
1947	что тот	2	1
1948	и таким	1	1
1949	не все	3	1
1950	этой системы	1	1
1951	но разумеется	1	1
1952	другом случае	1	1
1953	и красоту	1	1
1954	что наши	1	1
1955	истории о	1	1
1956	вообще то	1	1
1957	не прибавляют	1	1
1958	к одному	1	1
1959	без всякой	3	1
1960	историки литературы	1	1
1961	еще до	4	1
1962	евгений онегин	3	1
1963	и живой	1	1
1964	за то	5	1
1965	а к	2	1
1966	наука о	1	1
1967	такую же	1	1
1968	каждая из	1	1
1969	выше на	1	1
1970	считаю что	2	1
1971	которая для	1	1
1972	начать с	2	1
1973	верно только	1	1
1974	всю свою	1	1
1975	что некоторым	1	1
1976	но кто	1	1
1977	д как	1	1
1978	совсем на	1	1
1979	силе и	1	1
1980	эти общие	1	1
1981	характерен для	1	1
1982	есть произведение	1	1
1983	работы но	1	1
1984	что является	1	1
1985	для кого	2	1
1986	язык и	1	1
1987	формул в	1	1
1988	своей фактической	2	1
1989	уже после	3	1
1990	а по	1	1
1991	его отдельных	1	1
1992	все не	1	1
1993	например к	1	1
1994	тогда очевидно	1	1
1995	из монастыря	1	1
1996	слова не	1	1
1997	под категорию	1	1
1998	на границе	1	1
1999	понимает в	1	1
2000	конечно в	1	1
2001	каком же	1	1
2002	кажется не	1	1
2003	в упомянутом	1	1
2004	в пределах	1	1
2005	истории но	1	1
2006	том кто	3	1
2007	этого образа	2	1
2008	не станет	1	1
2009	чего же	1	1
2010	ведь если	2	1
2011	с кем	1	1
2012	что из	1	1
2013	смысл его	1	1
2014	скорее наоборот	1	1
2015	зависимость от	1	1
2016	мысли об	1	1
2017	и догматического	1	1
2018	знает и	2	1
2019	правильно и	1	1
2020	неба в	1	1
2021	не интересует	1	1
2022	не хотел	2	1
2023	показывает как	1	1
2024	обычно никем	1	1
2025	которых просто	1	1
2026	только поэзия	1	1
2027	явление в	1	1
2028	история история	1	1
2029	где эта	1	1
2030	которой можно	2	1
2031	нас сейчас	2	1
2032	наконец что	1	1
2033	для рассмотрения	1	1
2034	в характере	1	1
2035	пушкина у	1	1
2036	и неспособность	1	1
2037	увеселения и	1	1
2038	конечно совершенно	1	1
2039	по моему	1	1
2040	никому не	1	1
2041	нет как	1	1
2042	что о	3	1
2043	авторы этих	1	1
2044	всей нашей	1	1
2045	до ее	1	1
2046	том случае	1	1
2047	право на	1	1
2048	включает в	1	1
2049	приходится также	1	1
2050	бы установить	1	1
2051	чем та	1	1
2052	на всем	1	1
2053	пушкина а	4	1
2054	это в	4	1
2055	само собой	1	1
2056	ли в	3	1
2057	то все	1	1
2058	с фактами	1	1
2059	событий и	1	1
2060	случилось так	1	1
2061	сам а	1	1
2062	и обратно	1	1
2063	нетрудно заметить	1	1
2064	в лице	1	1
2065	вопреки всему	1	1
2066	с соответствующими	1	1
2067	в руках	2	1
2068	всего я	1	1
2069	со мною	1	1
2070	с принципом	1	1
