N	2gram	Ircho_Kome	Vladivir
1316	из вас	3	1
1317	на которую	1	1
1318	остается в	3	1
1319	в каждом	3	1
1320	эту оценку	1	1
1321	только от	1	1
1322	вся семья	1	1
1323	почетное место	1	1
1324	и откровенно	1	1
1325	работы было	1	1
1326	земле и	1	1
1327	ли это	1	1
1328	до нас	7	1
1329	а напротив	1	1
1330	в раннем	1	1
1331	эти слова	1	1
1332	когда я	1	1
1333	этой точки	1	1
1334	не дает	5	1
1335	доме все	1	1
1336	вступить с	2	1
1337	и оказалось	1	1
1338	не один	1	1
1339	мы опять	1	1
1340	л в	1	1
1341	человека который	3	1
1342	другом и	1	1
1343	как сам	2	1
1344	и право	1	1
1345	если же	2	1
1346	возвращаясь к	2	1
1347	за ними	1	1
1348	себе на	1	1
1349	и определяет	1	1
1350	для человека	2	1
1351	он занимается	1	1
1352	напечатаны в	1	1
1353	с общим	1	1
1354	но об	1	1
1355	дела и	1	1
1356	доходит до	1	1
1357	правда к	1	1
1358	сомневаться в	1	1
1359	этот вопрос	2	1
1360	уже одно	1	1
1361	доброго и	1	1
1362	отношения с	1	1
1363	прим с	1	1
1364	важно только	1	1
1365	вполне возможны	1	1
1366	того кто	2	1
1367	отнестись к	1	1
1368	несколько лет	1	1
1369	ни одной	2	1
1370	так называемого	1	1
1371	т п	5	1
1372	чем она	1	1
1373	и далеко	1	1
1374	мне известно	1	1
1375	друг другу	3	1
1376	для нашего	1	1
1377	который так	1	1
1378	его отца	2	1
1379	и почему	3	1
1380	образа жизни	1	1
1381	столь же	5	1
1382	однако по	3	1
1383	здесь также	1	1
1384	ней в	2	1
1385	в противном	1	1
1386	которое имеет	1	1
1387	свободного человека	1	1
1388	ничего необычного	2	1
1389	из любви	1	1
1390	а как	2	1
1391	далекого от	1	1
1392	приходится признать	1	1
1393	речи о	4	1
1394	в него	1	1
1395	обратиться к	1	1
1396	№ но	1	1
1397	самым ярким	1	1
1398	разве только	1	1
1399	именно таким	2	1
1400	выступает в	1	1
1401	в один	1	1
1402	поэтому он	1	1
1403	кто верит	1	1
1404	которого она	1	1
1405	раньше чем	1	1
1406	о предметах	1	1
1407	могли быть	1	1
1408	что отец	8	1
1409	делает то	1	1
1410	на жизнь	1	1
1411	трудно сказать	1	1
1412	лет спустя	1	1
1413	только было	1	1
1414	время его	1	1
1415	собственном смысле	1	1
1416	во втором	2	1
1417	несколько десятков	1	1
1418	не позволяет	4	1
1419	с еще	1	1
1420	еще раньше	1	1
1421	вот о	1	1
1422	на самые	1	1
1423	друга в	1	1
1424	для каждой	1	1
1425	на совершенно	1	1
1426	для молодого	2	1
1427	из более	1	1
1428	его из	1	1
1429	своего собственного	1	1
1430	что статья	1	1
1431	он только	1	1
1432	на ее	4	1
1433	во власти	1	1
1434	еще из	1	1
1435	и далее	1	1
1436	представляют собой	3	1
1437	никакой необходимости	1	1
1438	как нет	1	1
1439	здесь он	1	1
1440	и та	1	1
1441	с годами	1	1
1442	гораздо раньше	1	1
1443	с греческим	1	1
1444	же день	1	1
1445	всего для	1	1
1446	переживания и	1	1
1447	себе представление	1	1
1448	что после	1	1
1449	другую и	1	1
1450	его собственный	1	1
1451	и ничего	1	1
1452	мало кто	1	1
1453	мере с	1	1
1454	нас от	1	1
1455	стремится не	1	1
1456	между первым	1	1
1457	и сделать	1	1
1458	дать в	1	1
1459	очень важный	1	1
1460	начинается с	2	1
1461	двух сторон	1	1
1462	отличаются от	1	1
1463	до этого	3	1
1464	жалуется на	1	1
1465	сказать в	1	1
1466	была здесь	1	1
1467	дала ему	1	1
1468	подходим к	2	1
1469	своей стороны	1	1
1470	жены в	1	1
1471	мы остановимся	1	1
1472	если говорить	1	1
1473	предполагать что	1	1
1474	достаточно ясно	1	1
1475	чего следует	1	1
1476	взгляды на	1	1
1477	и начало	1	1
1478	не делает	2	1
1479	времени не	2	1
1480	ничем не	4	1
1481	правда у	1	1
1482	отправляется в	1	1
1483	не считать	1	1
1484	в одних	1	1
1485	со страхом	1	1
1486	весь город	1	1
1487	нам возможность	1	1
1488	горькой и	1	1
1489	в современной	1	1
1490	и сестру	1	1
1491	построении его	1	1
1492	молодого человека	23	1
1493	по душе	1	1
1494	никто не	2	1
1495	столько по	1	1
1496	правда не	1	1
1497	не такое	1	1
1498	бы не	3	1
1499	не видно	1	1
1500	могли дать	1	1
1501	с цитатами	1	1
1502	мы имели	1	1
1503	уважение к	1	1
1504	ему и	3	1
1505	зависимости от	1	1
1506	но раз	1	1
1507	на каждом	1	1
1508	от намерения	1	1
1509	намеков на	1	1
1510	нам из	1	1
1511	быть назван	1	1
1512	жена и	1	1
1513	не спасает	2	1
1514	замуж за	2	1
1515	то либо	1	1
1516	к какой	1	1
1517	который и	1	1
1518	самой общей	1	1
1519	в т	3	1
1520	так высоко	1	1
1521	должны были	2	1
1522	попал в	1	1
1523	самое главное	1	1
1524	к счастью	1	1
1525	другому а	1	1
1526	к старому	1	1
1527	чем же	2	1
1528	удач и	1	1
1529	не допускает	1	1
1530	с детьми	1	1
1531	из другого	1	1
1532	это дело	2	1
1533	лиц не	1	1
1534	какой мере	2	1
1535	и главное	1	1
1536	не считал	1	1
1537	более чем	6	1
1538	этот брак	1	1
1539	относящихся к	1	1
1540	еще два	1	1
1541	да еще	3	1
1542	совсем другой	3	1
1543	не дал	1	1
1544	этом доме	1	1
1545	в древней	1	1
1546	этой работы	1	1
1547	это только	1	1
1548	общей форме	1	1
1549	быть не	1	1
1550	на два	1	1
1551	вызывает в	1	1
1552	жениться на	3	1
1553	в новой	2	1
1554	хотя это	2	1
1555	каждой из	4	1
1556	и лишь	1	1
1557	дорогая моя	1	1
1558	что лучше	2	1
1559	он хочет	1	1
1560	которого не	1	1
1561	впрочем и	2	1
1562	вслед за	1	1
1563	на примере	2	1
1564	и объясняется	1	1
1565	в мир	1	1
1566	целый ряд	5	1
1567	если человек	1	1
1568	времени и	2	1
1569	более далекого	1	1
1570	нее к	1	1
1571	к людям	1	1
1572	каждый из	1	1
1573	было и	1	1
1574	касается такого	1	1
1575	в творчестве	1	1
1576	вот этот	1	1
1577	состоит в	2	1
1578	расценивать как	1	1
1579	изложить в	1	1
1580	от последнего	1	1
1581	не забудем	1	1
1582	вы меня	1	1
1583	русский язык	1	1
1584	в споре	1	1
1585	и под	1	1
1586	был всегда	1	1
1587	ответа на	2	1
1588	принадлежит к	1	1
1589	при котором	1	1
1590	комизма как	1	1
1591	с мужем	2	1
1592	лучше всего	1	1
1593	до своей	1	1
1594	в сознании	1	1
1595	неловкое положение	1	1
1596	менее и	1	1
1597	стихов с	1	1
1598	в и	3	1
1599	убежден в	1	1
1600	в произведениях	2	1
1601	он увидел	1	1
1602	в память	1	1
1603	входящих в	1	1
1604	мы еще	1	1
1605	если только	1	1
1606	или вовсе	2	1
1607	не будучи	2	1
1608	точку зрения	1	1
1609	или другой	1	1
1610	его можно	1	1
1611	чуть ли	2	1
1612	мужа но	1	1
1613	о конечном	1	1
1614	высшей степени	2	1
1615	это новое	1	1
1616	сочувствие к	1	1
1617	всего творчества	1	1
1618	к лицу	2	1
1619	были сделаны	1	1
1620	окончательно и	1	1
1621	дает нам	1	1
1622	из отдельных	1	1
1623	то они	1	1
1624	постольку поскольку	1	1
1625	что ему	4	1
1626	со мной	1	1
1627	после которого	1	1
1628	весь дом	1	1
1629	выходит за	1	1
1630	отцу и	1	1
1631	легко понять	1	1
1632	от внешнего	1	1
1633	основе своей	2	1
1634	своей любви	2	1
1635	только отвращение	1	1
1636	стороны мы	1	1
1637	различие между	1	1
1638	из деревни	1	1
1639	время все	1	1
1640	время своего	1	1
1641	уважением и	1	1
1642	и отзывчивого	1	1
1643	к защите	1	1
1644	и кончая	1	1
1645	он делает	1	1
1646	не сохранился	1	1
1647	ли ты	4	1
1648	№ наконец	1	1
1649	одно название	1	1
1650	обращается с	1	1
1651	без основания	1	1
1652	его ничем	1	1
1653	конечно она	1	1
1654	нас здесь	1	1
1655	мне до	1	1
1656	многие из	1	1
1657	будет ли	1	1
1658	такое же	2	1
1659	мало того	1	1
1660	видеть в	2	1
1661	не считая	3	1
1662	мы сталкиваемся	1	1
1663	на русский	1	1
1664	на которой	1	1
1665	лицом к	1	1
1666	и второе	1	1
1667	его возлюбленная	1	1
1668	чем он	1	1
1669	если сравнить	1	1
1670	или через	1	1
1671	о ее	1	1
1672	для оправдания	1	1
1673	от отца	4	1
1674	не принимает	1	1
1675	раз в	3	1
1676	а на	3	1
1677	без внимания	1	1
1678	отказаться от	3	1
1679	своего мужа	1	1
1680	просто как	1	1
1681	или в	1	1
1682	жизни это	1	1
1683	он требует	1	1
1684	сл и	11	1
1685	в руках	3	1
1686	том виде	1	1
1687	которые как	1	1
1688	виду что	1	1
1689	в августе	1	1
1690	много лет	2	1
1691	будем называть	1	1
1692	совсем иное	1	1
1693	на тему	1	1
1694	закрывать глаза	1	1
1695	сама по	1	1
1696	словом и	1	1
1697	бы более	1	1
1698	прийти к	1	1
1699	соприкосновения между	1	1
1700	как она	2	1
1701	которой оказался	1	1
1702	как первый	1	1
1703	или даже	1	1
1704	говорят о	1	1
1705	ничего о	2	1
1706	стремление к	1	1
1707	противном случае	1	1
1708	ему делать	1	1
1709	ли не	6	1
1710	не пользуется	1	1
1711	с явным	1	1
1712	была очень	1	1
1713	однако можно	1	1
1714	те исследователи	1	1
1715	полагать что	2	1
1716	по самой	1	1
1717	войти в	2	1
1718	сделать ее	1	1
1719	что юный	1	1
1720	для которого	1	1
1721	в каждой	2	1
1722	вследствие чего	1	1
1723	для нашей	1	1
1724	краткого изложения	1	1
1725	что тот	2	1
1726	он сразу	1	1
1727	и таким	1	1
1728	он вел	1	1
1729	за его	1	1
1730	в одной	2	1
1731	которому приходится	1	1
1732	как все	1	1
1733	ней нет	1	1
1734	с какими	1	1
1735	мере в	1	1
1736	на них	3	1
1737	на свете	2	1
1738	ко мне	2	1
1739	сказать и	1	1
1740	вопрос не	2	1
1741	этого он	1	1
1742	конечно это	1	1
1743	и меня	1	1
1744	одна цитата	1	1
1745	в разной	1	1
1746	как ни	1	1
1747	ей в	1	1
1748	столько о	1	1
1749	его слов	1	1
1750	ли в	3	1
1751	всю свою	2	1
1752	фактов в	1	1
1753	в руки	2	1
1754	характера в	2	1
1755	все усилия	1	1
1756	ни один	1	1
1757	цитаты из	3	1
1758	ничего подобного	1	1
1759	сына по	1	1
1760	цели поэтому	1	1
1761	с совершенно	1	1
1762	в отношениях	2	1
1763	ведь и	1	1
1764	и решил	1	1
1765	у того	6	1
1766	от всех	1	1
1767	этого обстоятельства	1	1
1768	занимает не	1	1
1769	написано в	1	1
1770	этой путаницы	1	1
1771	прибегать к	1	1
1772	конечно в	2	1
1773	было еще	1	1
1774	имел большое	1	1
1775	не следует	2	1
1776	даже при	2	1
1777	ним не	1	1
1778	вторая половина	1	1
1779	мы наверное	1	1
1780	чтобы не	3	1
1781	с кем	1	1
1782	у нее	2	1
1783	признать что	5	1
1784	от такого	1	1
1785	помогала ему	1	1
1786	принято было	1	1
1787	его отношение	1	1
1788	быту и	2	1
1789	скажет что	2	1
1790	бы по	2	1
1791	как из	3	1
1792	на любые	1	1
1793	черты и	1	1
1794	год или	1	1
1795	отца с	1	1
1796	всех его	1	1
1797	всего от	1	1
1798	не успев	1	1
1799	в лице	1	1
1800	правда он	3	1
1801	к трактату	1	1
1802	для обозначения	2	1
1803	своей цели	1	1
1804	все больше	1	1
1805	было принято	1	1
1806	над его	2	1
1807	этим же	1	1
1808	он знает	4	1
1809	того времени	1	1
1810	дни в	1	1
1811	являются не	1	1
1812	же можно	2	1
1813	далека от	1	1
1814	направляется в	1	1
1815	той ступени	1	1
1816	и довольно	1	1
1817	и дальше	2	1
1818	право на	1	1
1819	него одного	1	1
1820	из самых	2	1
1821	однако из	1	1
1822	раз этим	1	1
1823	больше не	1	1
1824	слова и	1	1
1825	нуждается в	2	1
1826	в изложении	1	1
1827	с первых	3	1
1828	своего брата	1	1
1829	важную роль	1	1
1830	для этого	3	1
1831	с близкими	1	1
1832	женского пола	1	1
1833	таким же	2	1
1834	именно это	1	1
1835	остались в	1	1
1836	трудно представить	1	1
1837	он с	2	1
1838	себя то	1	1
1839	не надо	2	1
1840	начинает с	2	1
1841	в известной	3	1
1842	за своим	1	1
1843	насколько мне	1	1
1844	момент его	1	1
