N	2gram	Tiupa_Vved	formyVre
1289	и рождается	1	1
1290	в литературно-художественном	1	1
1291	приведенных выше	1	1
1292	же еще	1	1
1293	значении этого	1	1
1294	появляются на	1	1
1295	не становясь	1	1
1296	присутствует в	1	1
1297	она и	1	1
1298	отрезок жизни	1	1
1299	которые при	1	1
1300	как о	2	1
1301	от любого	1	1
1302	его судьбы	1	1
1303	произведение в	2	1
1304	самого рассказывания	3	1
1305	и функций	1	1
1306	с установкой	2	1
1307	отделилось от	1	1
1308	приводит к	2	1
1309	есть на	1	1
1310	мир но	1	1
1311	установкой на	2	1
1312	не до	3	1
1313	в те	1	1
1314	далек от	1	1
1315	образ живого	1	1
1316	стало быть	10	1
1317	но с	1	1
1318	для читателя	1	1
1319	здесь совершается	1	1
1320	рассуждения о	1	1
1321	отдельных эпизодов	1	1
1322	как произведение	1	1
1323	имеет свои	1	1
1324	свое человеческое	1	1
1325	вследствие которых	1	1
1326	мотивы как	1	1
1327	без наличия	1	1
1328	только одно	1	1
1329	играть роль	1	1
1330	разные времена	1	1
1331	смыслом и	1	1
1332	воспринимаем эту	1	1
1333	нее то	1	1
1334	мира здесь	1	1
1335	действия но	2	1
1336	их самих	1	1
1337	от горя	1	1
1338	говорить здесь	1	1
1339	сами участвуем	1	1
1340	становится лишь	1	1
1341	преимущественно как	1	1
1342	тотчас же	1	1
1343	этапах развития	1	1
1344	это событие	1	1
1345	обращения к	1	1
1346	с нами	1	1
1347	и происшествий	1	1
1348	связана с	1	1
1349	в город	1	1
1350	это все	1	1
1351	происшествий в	1	1
1352	в отдельности	1	1
1353	этой двойственности	1	1
1354	быть не	4	1
1355	исторических событий	1	1
1356	них как	2	1
1357	для нее	1	1
1358	каждой из	1	1
1359	всего на	2	1
1360	из которого	1	1
1361	сохраняется но	2	1
1362	и вся	3	1
1363	сведена к	1	1
1364	смысл который	2	1
1365	и откуда	1	1
1366	в особую	1	1
1367	этого как	1	1
1368	общие черты	1	1
1369	с первой	1	1
1370	историю с	1	1
1371	и наиболее	1	1
1372	движение времени	1	1
1373	событии которое	1	1
1374	подобного рода	3	1
1375	личной жизни	2	1
1376	последнем мы	1	1
1377	пьера безухова	1	1
1378	всеми своими	2	1
1379	эти миры	1	1
1380	рассказ с	1	1
1381	и полно	1	1
1382	местах и	2	1
1383	что можно	1	1
1384	еще один	3	1
1385	входящая в	1	1
1386	другого в	1	1
1387	текста то	1	1
1388	в речевой	2	1
1389	свое существование	1	1
1390	неразрывно объединены	1	1
1391	лоне природы	1	1
1392	автора в	5	1
1393	на лоне	1	1
1394	в данных	1	1
1395	эти происходят	1	1
1396	служит не	1	1
1397	след события	1	1
1398	входит как	1	1
1399	не касаясь	1	1
1400	она может	2	1
1401	первобытного человека	2	1
1402	что ты	1	1
1403	почти вся	1	1
1404	анекдот о	1	1
1405	от которой	1	1
1406	нами два	1	1
1407	встреч и	1	1
1408	которой можно	1	1
1409	характера и	1	1
1410	скажем в	1	1
1411	забывать что	1	1
1412	утрачивает свою	1	1
1413	к миру	1	1
1414	на этот	2	1
1415	исторического ряда	1	1
1416	и воскресение	1	1
1417	всего к	1	1
1418	слушатели-читатели события	1	1
1419	остается за	1	1
1420	последнее что	1	1
1421	только с	1	1
1422	взгляде на	1	1
1423	как все	1	1
1424	в настоящее	1	1
1425	исключительно в	3	1
1426	ее моментов	1	1
1427	или другой	1	1
1428	его можно	1	1
1429	более глубокий	1	1
1430	этого термина	1	1
1431	в формах	1	1
1432	истории литературы	1	1
1433	в осмысленном	1	1
1434	почти уже	1	1
1435	как к	1	1
1436	в любви	1	1
1437	литературно-художественном хронотопе	1	1
1438	или просто	1	1
1439	служит в	1	1
1440	форм и	1	1
1441	с пребыванием	1	1
1442	что ему	1	1
1443	со времен	2	1
1444	жизни от	1	1
1445	тоже не	2	1
1446	у гоголя	2	1
1447	в имплицитной	1	1
1448	этот город	1	1
1449	мог быть	1	1
1450	хоть и	1	1
1451	благодаря этому	1	1
1452	вперед и	1	1
1453	ряд других	1	1
1454	свидетельствует о	5	1
1455	жениха и	1	1
1456	в художественной	2	1
1457	человека за	1	1
1458	в окружающем	1	1
1459	и борьбы	1	1
1460	как фон	1	1
1461	образ и	1	1
1462	мире в	1	1
1463	героев не	1	1
1464	он и	2	1
1465	этом он	1	1
1466	о нем	1	1
1467	отчаянием и	1	1
1468	на самом	5	1
1469	здесь достаточно	1	1
1470	участвуем как	1	1
1471	эту полноту	1	1
1472	первые две	2	1
1473	в использовании	1	1
1474	отступление от	1	1
1475	в виде	1	1
1476	к эпизоду	1	1
1477	даже самая	1	1
1478	к построению	1	1
1479	сказать не	1	1
1480	что является	1	1
1481	в брачном	1	1
1482	есть с	1	1
1483	плане но	1	1
1484	едином но	1	1
1485	на нее	2	1
1486	своем роде	2	1
1487	эта природа	1	1
1488	циклическое время	1	1
1489	однако они	1	1
1490	опыта и	1	1
1491	качестве одной	1	1
1492	указывает на	2	1
1493	в ряде	1	1
1494	мировой жизни	1	1
1495	и без	1	1
1496	участие в	1	1
1497	данного произведения	1	1
1498	и радостным	1	1
1499	он совершается	1	1
1500	следовало бы	1	1
1501	не подлежит	2	1
1502	не предполагает	2	1
1503	в сей	1	1
1504	у этого	1	1
1505	главы и	1	1
1506	на улицах	1	1
1507	это опыт	1	1
1508	и я	1	1
1509	по условиям	1	1
1510	в событие	1	1
1511	полагать что	1	1
1512	и оно	2	1
1513	мифы о	1	1
1514	на полноту	2	1
1515	вследствие чего	1	1
1516	путь к	1	1
1517	текст как	1	1
1518	или менее	2	1
1519	встречаются в	1	1
1520	и другого	1	1
1521	не героям	1	1
1522	времени сюжета	1	1
1523	но разумеется	1	1
1524	другом случае	1	1
1525	в области	5	1
1526	письма к	2	1
1527	к одному	2	1
1528	сказать и	1	1
1529	еще до	2	1
1530	и требования	1	1
1531	это развитие	1	1
1532	событие самого	2	1
1533	а к	3	1
1534	в полной	1	1
1535	утро в	1	1
1536	в цепь	1	1
1537	с сохранением	1	1
1538	закрепляется в	1	1
1539	более существенных	1	1
1540	мы воспринимаем	1	1
1541	и героев	1	1
1542	перед самым	1	1
1543	этим событием	1	1
1544	жизни для	2	1
1545	это достигается	1	1
1546	связи и	1	1
1547	так называемой	2	1
1548	категории в	1	1
1549	определенности и	1	1
1550	однако если	1	1
1551	специальный смысл	1	1
1552	тому как	3	1
1553	не по	4	1
1554	плачут и	2	1
1555	обстоит дело	1	1
1556	дело не	2	1
1557	что смерть	2	1
1558	в мертвых	1	1
1559	во второй	1	1
1560	роман ii	1	1
1561	что касается	5	1
1562	именно к	2	1
1563	свою жизнь	1	1
1564	быть как	1	1
1565	в нашей	1	1
1566	факт что	1	1
1567	не следует	3	1
1568	например и	1	1
1569	в пространственно-временной	1	1
1570	пространство в	2	1
1571	и жизни	1	1
1572	этих случаях	2	1
1573	хотя она	1	1
1574	оказывается здесь	1	1
1575	встреча в	1	1
1576	оно лишено	1	1
1577	его отношение	1	1
1578	и хронотопа	2	1
1579	соответственно с	1	1
1580	жизни однако	1	1
1581	решается на	1	1
1582	что будет	1	1
1583	конкретном целом	1	1
1584	его окружением	1	1
1585	в большой	1	1
1586	облекается в	1	1
1587	действительной жизни	1	1
1588	в литературном	1	1
1589	это он	1	1
1590	временных примет	1	1
1591	где на	1	1
1592	и самого	1	1
1593	к моменту	1	1
1594	эпосе в	1	1
1595	и борьба	1	1
1596	образов но	2	1
1597	и много	1	1
1598	процесс воспитания	1	1
1599	все содержание	1	1
1600	сына на	1	1
1601	применительно к	2	1
1602	природной жизни	1	1
1603	дня и	1	1
1604	на общую	1	1
1605	в высшей	2	1
1606	от времени	1	1
1607	может показаться	1	1
1608	теперь когда	1	1
1609	понимаем и	1	1
1610	нет как	1	1
1611	в остальном	1	1
1612	на то	3	1
1613	о своих	1	1
1614	но роман	1	1
1615	пришел из	1	1
1616	нуждается в	1	1
1617	для характеристики	1	1
1618	трех глав	2	1
1619	все для	1	1
1620	и долго	2	1
1621	может и	1	1
1622	бытия в	3	1
1623	т.п в	1	1
1624	им не	1	1
1625	слова в	3	1
1626	где появляются	1	1
1627	жизнью и	1	1
1628	совершается в	1	1
1629	котором он	2	1
