N	2gram	Trubetskoy	Myslijsy
1312	бы к	1	1
1313	есть признак	1	1
1314	что число	1	1
1315	факт не	1	1
1316	усвоения и	2	1
1317	психологии и	1	1
1318	случаев в	1	1
1319	себя все	1	1
1320	быть сомнения	1	1
1321	именно потому	2	1
1322	был до	1	1
1323	своя рубашка	1	1
1324	он принадлежит	1	1
1325	это должно	1	1
1326	при отсутствии	2	1
1327	мы всегда	1	1
1328	близкий к	1	1
1329	наша собственная	1	1
1330	зрения в	1	1
1331	нет из	1	1
1332	он принимает	1	1
1333	была самая	1	1
1334	как сам	1	1
1335	к такой	1	1
1336	на нем	1	1
1337	а у	1	1
1338	вежливость и	1	1
1339	всех других	2	1
1340	над другими	1	1
1341	в тех	3	1
1342	сомнению что	3	1
1343	нас с	1	1
1344	с взрослым	1	1
1345	чтобы их	1	1
1346	уже одно	1	1
1347	это может	2	1
1348	народа по	1	1
1349	следует признать	1	1
1350	стоящих на	1	1
1351	практические выводы	1	1
1352	за нею	1	1
1353	всякого другого	1	1
1354	ясно также	1	1
1355	основанное на	1	1
1356	очевидна и	1	1
1357	существует в	1	1
1358	такой форме	2	1
1359	понимание но	1	1
1360	показывают что	2	1
1361	чаще всего	1	1
1362	представление об	4	1
1363	ибо в	4	1
1364	догадаться что	1	1
1365	на место	1	1
1366	в данный	1	1
1367	тем мы	1	1
1368	лишь самое	2	1
1369	основаниях можно	1	1
1370	отрешиться от	1	1
1371	мысли которые	1	1
1372	наук чистых	1	1
1373	сделать нельзя	2	1
1374	же отношение	1	1
1375	не отличается	1	1
1376	что наше	1	1
1377	для многих	1	1
1378	к сожалению	1	1
1379	тут уже	1	1
1380	жизни народов	1	1
1381	всех кто	1	1
1382	ним только	1	1
1383	в состав	1	1
1384	совершенно самостоятельно	1	1
1385	него только	1	1
1386	произведение и	1	1
1387	искать объяснения	1	1
1388	немцев и	1	1
1389	с объективной	1	1
1390	как общее	1	1
1391	они и	1	1
1392	смотреть на	2	1
1393	и должны	1	1
1394	только те	3	1
1395	очень быстро	1	1
1396	сознавать что	1	1
1397	другой только	1	1
1398	и свою	1	1
1399	стороны одного	1	1
1400	которая по	1	1
1401	из таких	2	1
1402	оно было	1	1
1403	в противоречие	2	1
1404	потом и	1	1
1405	создается в	1	1
1406	и различие	1	1
1407	не требует	1	1
1408	и этого	1	1
1409	того уже	2	1
1410	в область	1	1
1411	от этой	1	1
1412	можно представить	1	1
1413	все свое	1	1
1414	нашу мысль	1	1
1415	такого что	1	1
1416	ученый в	1	1
1417	трудно но	1	1
1418	то они	4	1
1419	отдельных частей	1	1
1420	следует искать	2	1
1421	сводится к	2	1
1422	ли они	1	1
1423	же самые	1	1
1424	поэтому и	1	1
1425	расстояние от	1	1
1426	открытий в	1	1
1427	эти понятия	1	1
1428	никакого сомнения	1	1
1429	этого круга	3	1
1430	психологической точки	1	1
1431	может не	3	1
1432	своей стороны	1	1
1433	себя с	1	1
1434	только такой	1	1
1435	ничего такого	1	1
1436	с на	1	1
1437	стремятся к	1	1
1438	пор еще	1	1
1439	и такая	1	1
1440	явления именно	1	1
1441	с такими	1	1
1442	национальных особенностей	1	1
1443	для каждого	1	1
1444	что такой	2	1
1445	на эту	1	1
1446	и просто	1	1
1447	должны принять	1	1
1448	жизни в	1	1
1449	проникнуть в	1	1
1450	более близкие	1	1
1451	принадлежит именно	1	1
1452	правда не	1	1
1453	или выражаясь	1	1
1454	приводит к	1	1
1455	а рядом	1	1
1456	развития это	1	1
1457	цветов радуги	1	1
1458	мыслей и	1	1
1459	роли в	1	1
1460	ступени развития	5	1
1461	можно найти	1	1
1462	собою в	1	1
1463	здесь будет	1	1
1464	сравнению с	5	1
1465	у дикаря	3	1
1466	вследствие этого	3	1
1467	проч в	1	1
1468	или частью	1	1
1469	сделать и	1	1
1470	будет уже	1	1
1471	в психологии	4	1
1472	рядом и	1	1
1473	общий тон	1	1
1474	что немецкое	1	1
1475	совершенно не	4	1
1476	этого явления	2	1
1477	не является	1	1
1478	единицы к	1	1
1479	ребенком в	1	1
1480	человеческого рода	3	1
1481	на самих	1	1
1482	ни на	1	1
1483	задний план	1	1
1484	такие люди	1	1
1485	того будет	1	1
1486	процесс вполне	1	1
1487	что входит	1	1
1488	по сравнению	5	1
1489	это все	1	1
1490	жизни из	1	1
1491	не быть	1	1
1492	если для	1	1
1493	к разрешению	1	1
1494	всеми этими	2	1
1495	низкой степени	1	1
1496	некоторое сходство	1	1
1497	народов и	6	1
1498	образом получается	1	1
1499	ясно как	2	1
1500	правильно и	1	1
1501	народа выше	2	1
1502	народ в	4	1
1503	числе и	1	1
1504	для наблюдателя	1	1
1505	в совершенно	3	1
1506	группу лиц	1	1
1507	всех отношениях	1	1
1508	пути на	1	1
1509	значит для	1	1
1510	вопрос можно	1	1
1511	оно представляет	1	1
1512	нет в	2	1
1513	знает что	1	1
1514	и легкость	1	1
1515	связанной с	1	1
1516	потому и	2	1
1517	моего знакомого	1	1
1518	вполне отрешиться	1	1
1519	возможность и	1	1
1520	его если	1	1
1521	его проявление	1	1
1522	что ее	1	1
1523	оно стало	1	1
1524	смотрят на	1	1
1525	сложнее и	1	1
1526	но именно	1	1
1527	или меньшего	2	1
1528	далекие от	1	1
1529	вопрос мы	1	1
1530	лучше всего	1	1
1531	и относится	1	1
1532	и самих	1	1
1533	которые все	1	1
1534	определить где	1	1
1535	это кажется	1	1
1536	чтобы все	3	1
1537	частности только	1	1
1538	даже без	1	1
1539	когда эти	1	1
1540	не стоит	2	1
1541	это впечатление	2	1
1542	предшествующих поколений	2	1
1543	является только	1	1
1544	у них	6	1
1545	не своего	1	1
1546	по этой	1	1
1547	очень определенные	2	1
1548	в корне	1	1
1549	многие из	5	1
1550	же он	1	1
1551	в настоящее	3	1
1552	существует у	1	1
1553	если только	1	1
1554	который и	1	1
1555	не будучи	1	1
1556	пришлось бы	2	1
1557	ставит его	1	1
1558	и совершенное	1	1
1559	стало бы	1	1
1560	себе отпечаток	2	1
1561	то которое	2	1
1562	из этой	2	1
1563	его народом	2	1
1564	высшей степени	2	1
1565	открытие и	1	1
1566	начинать с	1	1
1567	на время	1	1
1568	образом для	1	1
1569	как к	5	1
1570	несколько другой	1	1
1571	будет нам	1	1
1572	стоит на	1	1
1573	никакого понятия	1	1
1574	то увидим	1	1
1575	гораздо сложнее	1	1
1576	под словом	1	1
1577	близким к	1	1
1578	то я	1	1
1579	что восприятие	1	1
1580	на два	1	1
1581	свидетельствует о	1	1
1582	сам он	1	1
1583	народом в	1	1
1584	не пришло	1	1
1585	и вот	1	1
1586	том числе	1	1
1587	народа о	1	1
1588	тот путь	1	1
1589	народа к	5	1
1590	всего человечества	1	1
1591	заключающие в	1	1
1592	при встрече	1	1
1593	зрения по	1	1
1594	его можно	1	1
1595	многих образованных	1	1
1596	состоящее в	1	1
1597	наука в	1	1
1598	все только	1	1
1599	будет относиться	1	1
1600	одну общую	1	1
1601	прогресса но	1	1
1602	образом все	1	1
1603	в каком-нибудь	1	1
1604	возможным только	1	1
1605	же явления	1	1
1606	принять их	1	1
1607	мы разумеем	2	1
1608	и художественное	1	1
1609	основана на	1	1
1610	своих мыслей	1	1
1611	различия между	3	1
1612	же общего	1	1
1613	быть вполне	2	1
1614	том какой	1	1
1615	свои мысли	1	1
1616	мысли действительно	1	1
1617	дальнейшему развитию	1	1
1618	есть единственный	1	1
1619	ход исторического	1	1
1620	и всякое	1	1
1621	самые разнообразные	1	1
1622	определить место	1	1
1623	который как	1	1
1624	может вполне	1	1
1625	прямого отношения	1	1
1626	у немцев	1	1
1627	раз навсегда	1	1
1628	дикаря в	2	1
1629	большего или	2	1
1630	и тому	2	1
1631	этого нельзя	1	1
1632	объективным а	1	1
1633	этом что	2	1
1634	имеют между	1	1
1635	что вследствие	1	1
1636	более что	1	1
1637	в одинаковой	1	1
1638	признаки и	1	1
1639	лишь с	1	1
1640	чтобы ответить	1	1
1641	приняли за	1	1
1642	все прочие	4	1
1643	бы нам	1	1
1644	над тем	1	1
1645	однако это	2	1
1646	состоянии в	1	1
1647	и со	1	1
1648	других племен	1	1
1649	видим что	1	1
1650	или может	1	1
1651	даже что	1	1
1652	а за	1	1
1653	в различной	1	1
1654	то ясно	4	1
1655	при достижении	1	1
1656	с другом	9	1
1657	и постоянно	1	1
1658	есть масса	1	1
1659	связаны с	1	1
1660	совершенно ясно	2	1
1661	стремления к	1	1
1662	будет казаться	2	1
1663	жизнь и	3	1
1664	и логически	1	1
1665	стоит и	1	1
1666	уже сказали	1	1
1667	в самые	1	1
1668	одном языке	1	1
1669	ко всему	2	1
1670	и оставаться	1	1
1671	которые однако	1	1
1672	ними нет	1	1
1673	выходит что	1	1
1674	за то	1	1
1675	выше и	4	1
1676	выше на	2	1
1677	на вере	1	1
1678	мы воспринимаем	1	1
1679	всю свою	1	1
1680	две стороны	1	1
1681	многих из	1	1
1682	этот человек	1	1
1683	взгляд кажется	1	1
1684	дело когда	1	1
1685	всегда может	1	1
1686	даже эта	1	1
1687	образом должно	1	1
1688	еще менее	1	1
1689	просто не	1	1
1690	сказали что	3	1
1691	в частности	2	1
1692	через b	1	1
1693	то ее	1	1
1694	составные части	1	1
1695	два человека	2	1
1696	то направление	1	1
1697	основанных на	1	1
1698	всего для	1	1
1699	это была	1	1
1700	взглядов на	1	1
1701	оказывается что	5	1
1702	конечно в	2	1
1703	этого еще	1	1
1704	уже существующих	4	1
1705	с постоянным	1	1
1706	лишь как	1	1
1707	них что	1	1
1708	на всю	1	1
1709	так когда	1	1
1710	этому поводу	1	1
1711	итак если	1	1
1712	уже так	1	1
1713	скорее в	1	1
1714	же процесса	1	1
1715	и т.д	4	1
1716	единство их	1	1
1717	в дело	1	1
1718	рассматривать как	2	1
1719	будет равно	1	1
1720	допустить что	1	1
1721	образом они	1	1
1722	промежуток времени	2	1
1723	найдем что	1	1
1724	два различных	1	1
1725	со своими	2	1
1726	что среди	1	1
1727	указаний на	1	1
1728	благодаря этому	1	1
1729	этом и	1	1
1730	в друге	1	1
1731	для восстановления	1	1
1732	какое положение	1	1
1733	мог удержаться	1	1
1734	покоится на	1	1
1735	к пониманию	1	1
1736	в уме	1	1
1737	общества и	2	1
1738	было невозможно	1	1
1739	найдет в	1	1
1740	их на	1	1
1741	на всем	1	1
1742	надо было	1	1
1743	в так	1	1
1744	и прочее	1	1
1745	что такие	2	1
1746	что рано	1	1
1747	смысл что	1	1
1748	видеть во	1	1
1749	телу и	1	1
1750	с соответствующими	1	1
1751	некоторые черты	1	1
1752	в руках	1	1
1753	себе больше	1	1
1754	меньше чем	2	1
