N	2gram	Vygotskiy_	DiskursI
1303	произведения и	1	1
1304	но именно	1	1
1305	из первых	1	1
1306	в глазах	1	1
1307	только при	1	1
1308	характера и	3	1
1309	двух противоположных	6	1
1310	действие но	2	1
1311	каждый день	1	1
1312	знаком с	1	1
1313	она направлена	2	1
1314	вносят в	1	1
1315	и лирики	1	1
1316	но если	6	1
1317	тем столь	1	1
1318	утверждая что	1	1
1319	в понимании	1	1
1320	действие басни	2	1
1321	русском языке	1	1
1322	выходить за	1	1
1323	рассказ и	4	1
1324	именно этот	1	1
1325	так называемое	1	1
1326	басни что	5	1
1327	новеллы в	2	1
1328	сторону от	2	1
1329	своему герою	1	1
1330	точку зрения	1	1
1331	часто и	1	1
1332	тот же	5	1
1333	подойти к	1	1
1334	этому ряду	1	1
1335	он должен	2	1
1336	и каждый	2	1
1337	каждом шагу	1	1
1338	в дальнейшем	1	1
1339	слово то	1	1
1340	что автор	6	1
1341	как нельзя	3	1
1342	стих и	1	1
1343	двойственно и	1	1
1344	то они	1	1
1345	вниманию читателя	1	1
1346	от начала	2	1
1347	и всякий	2	1
1348	с правилами	1	1
1349	связывалась с	1	1
1350	единственным и	1	1
1351	ничем не	3	1
1352	так как	13	1
1353	любой из	1	1
1354	и события	1	1
1355	все еще	1	1
1356	оно означает	1	1
1357	как-то в	2	1
1358	решительно не	3	1
1359	в поэзии	1	1
1360	призван к	1	1
1361	нас не	1	1
1362	второй половине	1	1
1363	который бы	1	1
1364	в стихе	1	1
1365	понятно что	1	1
1366	первых трех	1	1
1367	ход событий	2	1
1368	он начинает	3	1
1369	она его	1	1
1370	же мере	2	1
1371	бы на	2	1
1372	в определенном	1	1
1373	легко заметить	1	1
1374	он и	1	1
1375	в согласии	1	1
1376	ситуации в	1	1
1377	для нас	14	1
1378	не заметить	1	1
1379	где он	3	1
1380	и всегда	2	1
1381	из своих	1	1
1382	на самом	3	1
1383	что каждый	1	1
1384	уже были	1	1
1385	в новелле	1	1
1386	и второе	1	1
1387	ради чего	1	1
1388	им с	1	1
1389	слово в	2	1
1390	слова а	2	1
1391	о ее	5	1
1392	таком случае	1	1
1393	основана на	1	1
1394	в использовании	1	1
1395	том в	1	1
1396	о другой	1	1
1397	в повести	2	1
1398	в виде	5	1
1399	раз в	7	1
1400	всех прочих	2	1
1401	же именно	1	1
1402	но с	2	1
1403	в таких	1	1
1404	это слово	1	1
1405	перед читателем	1	1
1406	от всех	1	1
1407	героев или	2	1
1408	того то	1	1
1409	согласно с	2	1
1410	выводит из	1	1
1411	не иметь	1	1
1412	же в	2	1
1413	как наиболее	1	1
1414	с теми	4	1
1415	в глубине	1	1
1416	других к	1	1
1417	перед смертью	1	1
1418	о жизни	1	1
1419	себе в	1	1
1420	в обычном	2	1
1421	своей речи	1	1
1422	в нашей	2	1
1423	случае не	1	1
1424	что этот	5	1
1425	вразрез с	1	1
1426	прав и	1	1
1427	говоря мы	4	1
1428	но по	2	1
1429	говорят о	1	1
1430	и следовало	1	1
1431	мнение что	1	1
1432	характера не	1	1
1433	чаще всего	1	1
1434	противном случае	1	1
1435	и глаза	1	1
1436	с историей	2	1
1437	и я	3	1
1438	же жизни	1	1
1439	чем мы	1	1
1440	будь он	1	1
1441	первой части	1	1
1442	различные жанры	1	1
1443	бы мы	1	1
1444	когда указывает	1	1
1445	басне в	1	1
1446	по самой	1	1
1447	в условиях	1	1
1448	на возможность	2	1
1449	в различной	2	1
1450	для нашей	3	1
1451	должен быть	4	1
1452	его же	1	1
1453	и таким	1	1
1454	если не	1	1
1455	ее для	1	1
1456	действующие лица	1	1
1457	мысли в	1	1
1458	не все	1	1
1459	дела до	1	1
1460	ряда в	1	1
1461	басня или	1	1
1462	трагического героя	1	1
1463	и главное	1	1
1464	смерти и	1	1
1465	другом случае	1	1
1466	все тот	2	1
1467	истории о	1	1
1468	о такой	1	1
1469	чем может	2	1
1470	читателя в	1	1
1471	сюжета в	1	1
1472	предположить что	1	1
1473	обычно в	1	1
1474	и эти	2	1
1475	за то	1	1
1476	и других	5	1
1477	же с	2	1
1478	он это	1	1
1479	своему рассказу	1	1
1480	в предисловии	2	1
1481	такие же	1	1
1482	даже такое	1	1
1483	прозаической и	1	1
1484	мой друг	1	1
1485	образом свидетельствует	1	1
1486	то чего	1	1
1487	не могу	3	1
1488	басня не	1	1
1489	стихах и	3	1
1490	и почти	1	1
1491	где я	1	1
1492	и ни	1	1
1493	достигает в	1	1
1494	легко показать	8	1
1495	чем то	1	1
1496	между рассказом	1	1
1497	бы назвать	2	1
1498	но столь	1	1
1499	с совершенно	3	1
1500	мы узнаем	3	1
1501	независимо от	2	1
1502	в искусстве	2	1
1503	иногда и	1	1
1504	как таковые	1	1
1505	краткость рассказа	1	1
1506	казалось бы	7	1
1507	и композиция	1	1
1508	ли это?	1	1
1509	их действия	1	1
1510	всех этих	2	1
1511	это была	1	1
1512	с наивной	1	1
1513	к смерти	2	1
1514	оказывается что	2	1
1515	к прозе	1	1
1516	или иначе	2	1
1517	от того	1	1
1518	ли здесь	1	1
1519	с кем	2	1
1520	что из	1	1
1521	слова или	1	1
1522	думать что	3	1
1523	и часто	2	1
1524	это его	1	1
1525	развивается в	2	1
1526	ведь мы	1	1
1527	меня то	1	1
1528	могло быть	1	1
1529	жизни однако	1	1
1530	и особенно	1	1
1531	к событию	2	1
1532	они тоже	1	1
1533	другому в	1	1
1534	и много	1	1
1535	которые в	1	1
1536	художественного произведения	2	1
1537	не можем	4	1
1538	применимо к	1	1
1539	этом и	1	1
1540	своими глазами	1	1
1541	на сюжетную	1	1
1542	это означает	1	1
1543	человека это	1	1
1544	с действием	1	1
1545	которые каждый	1	1
1546	и читателя	1	1
1547	на каждом	1	1
1548	только после	4	1
1549	ли в	1	1
1550	в разговоре	1	1
1551	говорит не	2	1
1552	быть рассказана	1	1
1553	в самых	1	1
1554	таким же	1	1
1555	и оно	1	1
1556	именно это	3	1
1557	последовательности в	1	1
1558	любви и	1	1
1559	иное как	1	1
1560	трагедии не	1	1
1561	на самый	1	1
