N	2gram	Vinokur_Ku	Marksizm
1298	но возможен	1	1
1299	дело шло	1	1
1300	в буквальном	2	1
1301	что несмотря	1	1
1302	и существенное	1	1
1303	к необходимости	1	1
1304	это слово	7	1
1305	ухо которое	1	1
1306	и развитие	1	1
1307	своем последнем	1	1
1308	и один	1	1
1309	изолированного языкового	1	1
1310	и свободно	1	1
1311	проникают в	1	1
1312	что между	2	1
1313	в письменной	1	1
1314	быть достаточно	1	1
1315	поставлен в	1	1
1316	в абстрактных	1	1
1317	выражения эти	1	1
1318	разрешения в	1	1
1319	в конечном	3	1
1320	словом в	1	1
1321	первая часть	1	1
1322	смысл данного	1	1
1323	бы только	1	1
1324	это зависит	1	1
1325	социальную среду	1	1
1326	мы выражаем	1	1
1327	или не	1	1
1328	утверждение что	2	1
1329	до крайности	1	1
1330	с процессом	1	1
1331	живет и	5	1
1332	только ради	1	1
1333	трудно бывает	1	1
1334	к чему	1	1
1335	это один	1	1
1336	и приводит	1	1
1337	contradictio in	1	1
1338	не нуждается	1	1
1339	что история	2	1
1340	во внимание	1	1
1341	которое в	2	1
1342	говорить лишь	2	1
1343	на себя	3	1
1344	быть только	3	1
1345	говорения так	1	1
1346	окажется не	1	1
1347	xviii века	1	1
1348	пример из	2	1
1349	вещей и	1	1
1350	значение лишь	1	1
1351	на тот	1	1
1352	я и	1	1
1353	не укладывается	1	1
1354	данной ситуации	1	1
1355	с одним	1	1
1356	что тема	1	1
1357	указанных двух	1	1
1358	как говорит	1	1
1359	характер и	2	1
1360	какой-то сдвиг	1	1
1361	в деле	1	1
1362	я не	5	1
1363	указывает что	3	1
1364	как во	1	1
1365	человек в	1	1
1366	от одной	1	1
1367	можно прямо	1	1
1368	место и	1	1
1369	смысловой и	1	1
1370	образом для	1	1
1371	лингвист и	1	1
1372	удельный вес	1	1
1373	особенности в	1	1
1374	а его	1	1
1375	письме к	2	1
1376	о которых	2	1
1377	в себя	2	1
1378	язык с	1	1
1379	к вопросу	4	1
1380	что их	2	1
1381	могло бы	1	1
1382	под влиянием	3	1
1383	и понимание	1	1
1384	совершенно прав	1	1
1385	свое место	2	1
1386	замечаем что	1	1
1387	вопроса о	7	1
1388	лингвистическая мысль	2	1
1389	я был	1	1
1390	последнем случае	1	1
1391	случаях при	1	1
1392	под конец	1	1
1393	не понимают	1	1
1394	материалом для	2	1
1395	сознания а	1	1
1396	языка поэтому	2	1
1397	чем менее	1	1
1398	нет уже	1	1
1399	в абстракции	1	1
1400	бы больше	1	1
1401	европейского ученого	1	1
1402	как факт	1	1
1403	чтобы искать	1	1
1404	на этом	4	1
1405	к слову	2	1
1406	предполагает что	2	1
1407	этой своей	1	1
1408	очень часто	2	1
1409	влагается в	1	1
1410	в наше	3	1
1411	действие в	2	1
1412	и устойчивое	1	1
1413	в структуре	3	1
1414	каждая эпоха	1	1
1415	внешним знаком	1	1
1416	громадная социальная	1	1
1417	природе своей	1	1
1418	проблемы как	2	1
1419	с какой	1	1
1420	нашего языка	1	1
1421	речевых явлений	1	1
1422	и правильное	2	1
1423	взглянуть на	2	1
1424	в ответ	1	1
1425	рассмотрения этого	1	1
1426	это по	2	1
1427	имеет целью	1	1
1428	дневнике писателя	1	1
1429	три примера	1	1
1430	массе в	1	1
1431	на нем	1	1
1432	но зато	2	1
1433	в новых	1	1
1434	содержания и	2	1
1435	это или	1	1
1436	для человека	1	1
1437	внутренняя форма	2	1
1438	соссюра на	1	1
1439	языке этот	2	1
1440	почти всегда	3	1
1441	тем и	1	1
1442	сомнению что	1	1
1443	ряд слов	2	1
1444	начинают складываться	1	1
1445	преклонение перед	1	1
1446	ставить себе	1	1
1447	и другая	1	1
1448	известно по	1	1
1449	первого и	1	1
1450	должны были	1	1
1451	или иное	2	1
1452	в иных	3	1
1453	языкознания и	1	1
1454	вперед в	1	1
1455	какой мере	1	1
1456	в школе	1	1
1457	или меньшей	2	1
1458	истории и	1	1
1459	почему же	1	1
1460	превратилась в	1	1
1461	только может	1	1
1462	но без	1	1
1463	конца и	1	1
1464	это вовсе	1	1
1465	на который	2	1
1466	и целые	1	1
1467	однако в	2	1
1468	что для	3	1
1469	но есть	2	1
1470	что есть	1	1
1471	язык по	2	1
1472	но нет	1	1
1473	о его	1	1
1474	в необходимости	1	1
1475	приводят к	1	1
1476	существо дела	1	1
1477	лингвистике как	1	1
1478	мысль в	1	1
1479	эта черта	1	1
1480	легко и	1	1
1481	процессы в	1	1
1482	речь хотя	1	1
1483	форм в	2	1
1484	между членами	1	1
1485	вполне возможно	1	1
1486	мы будем	1	1
1487	порядок слов	1	1
1488	в силу	16	1
1489	осознает свой	1	1
1490	деле это	1	1
1491	до наших	1	1
1492	бы быть	1	1
1493	если они	1	1
1494	иной раз	2	1
1495	осуществление и	1	1
1496	к живому	1	1
1497	значение как	1	1
1498	на место	1	1
1499	очень редко	1	1
1500	что наша	2	1
1501	значит что	1	1
1502	но кроме	1	1
1503	явления в	1	1
1504	эти индивидуальные	1	1
1505	интерес к	1	1
1506	для чего	1	1
1507	иначе как	2	1
1508	не выражена	1	1
1509	разве только	1	1
1510	чтобы не	1	1
1511	а ее	1	1
1512	языковое выражение	1	1
1513	вообще нет	1	1
1514	еще одно	3	1
1515	действительно было	1	1
1516	кажется что	1	1
1517	наше время	3	1
1518	лишь по	1	1
1519	вот пример	1	1
1520	здесь это	1	1
1521	в статье	3	1
1522	для самого	3	1
1523	от единства	1	1
1524	устойчивых и	1	1
1525	факты языка	1	1
1526	первую очередь	3	1
1527	значит конечно	1	1
1528	можно проследить	1	1
1529	в анализе	1	1
1530	школе да	1	1
1531	и возможно	1	1
1532	речи здесь	1	1
1533	наша речь	1	1
1534	бы дело	1	1
1535	форм которые	1	1
1536	как таковой	2	1
1537	его мнению	1	1
1538	достоевского и	2	1
1539	задач лингвистики	1	1
1540	если в	2	1
1541	также что	2	1
1542	значения который	1	1
1543	на анализе	1	1
1544	в случаях	1	1
1545	переходит в	2	1
1546	с и	1	1
1547	убедиться что	2	1
1548	и свое	3	1
1549	которых мы	2	1
1550	эти случаи	2	1
1551	как реальный	1	1
1552	связан с	2	1
1553	и должно	2	1
1554	следующий случай	1	1
1555	освободиться от	1	1
1556	в средство	1	1
1557	говорит и	1	1
1558	сюда относится	1	1
1559	звук языка	5	1
1560	если содержание	1	1
1561	сам по	1	1
1562	истории в	1	1
1563	бы привести	3	1
1564	его во	1	1
1565	мы в	3	1
1566	те синтаксические	1	1
1567	языка которые	1	1
1568	из того	1	1
1569	с внешней	1	1
1570	его но	1	1
1571	здесь с	1	1
1572	языках и	1	1
1573	первых порах	1	1
1574	и делает	1	1
1575	связывается с	1	1
1576	основной и	1	1
1577	себе не	1	1
1578	и общая	1	1
1579	она становится	1	1
1580	и форм	1	1
1581	творчества и	1	1
1582	за что	1	1
1583	далее к	1	1
1584	если не	4	1
1585	навыки и	1	1
1586	этой точки	4	1
1587	вместо того	1	1
1588	прямо к	1	1
1589	индивидуальная и	1	1
1590	и элементарного	1	1
1591	однако мы	1	1
1592	и единство	1	1
1593	строгом смысле	1	1
1594	с таким	1	1
1595	одного только	1	1
1596	в моем	1	1
1597	следовательно в	1	1
1598	возможны различные	1	1
1599	что у	3	1
1600	и понять	1	1
1601	в россии	1	1
1602	показать что	2	1
1603	вряд ли	5	1
1604	мы говорим	4	1
1605	сущность этой	1	1
1606	речевой способности	1	1
1607	становится уже	1	1
1608	грамматическая форма	1	1
1609	можем дать	1	1
1610	лишь к	2	1
1611	большое значение	2	1
1612	это выражение	1	1
1613	выходит за	2	1
1614	вопрос приходится	1	1
1615	который на	1	1
1616	и принципы	1	1
1617	как специфической	1	1
1618	как социальное	2	1
1619	самая постановка	1	1
1620	только то	2	1
1621	этих примеров	1	1
1622	in adjecto	1	1
1623	напряжение и	1	1
1624	связанные с	3	1
1625	что иное	2	1
1626	отчасти и	1	1
1627	с прямой	1	1
1628	как наука	1	1
1629	речевом общении	1	1
1630	и стилистикой	1	1
1631	он есть	3	1
1632	сравнению с	1	1
1633	бы сказать	3	1
1634	она так	1	1
1635	не до	1	1
1636	в известном	2	1
1637	особенности речи	1	1
1638	которая не	1	1
1639	на своем	1	1
1640	нашего литературного	1	1
1641	языка на	2	1
1642	и было	3	1
1643	же есть	2	1
1644	в которые	2	1
1645	два слова	1	1
1646	структуре языка	2	1
1647	укладывается в	1	1
1648	таких слов	2	1
1649	в любой	1	1
1650	и научная	1	1
1651	говорящих а	1	1
1652	сдвигов в	1	1
1653	автора но	1	1
1654	но оно	2	1
1655	и стилистическую	1	1
1656	слова например	1	1
1657	все они	1	1
1658	между грамматикой	2	1
1659	ли они	1	1
1660	ни на	1	1
1661	конкретную жизнь	1	1
1662	в прозе	1	1
1663	недрах самого	1	1
1664	ему принадлежит	1	1
1665	гораздо большей	1	1
1666	синтаксис в	1	1
1667	а если	5	1
1668	о духе	1	1
1669	какие же	2	1
1670	в круг	1	1
1671	и стилистической	2	1
1672	можно вскрыть	1	1
1673	и социальной	2	1
1674	на некоторых	1	1
1675	в роли	1	1
1676	нами явление	1	1
1677	один только	1	1
1678	возможно также	1	1
1679	о котором	4	1
1680	слово которое	1	1
1681	только мы	1	1
1682	живым и	1	1
1683	по сравнению	3	1
1684	слово по	1	1
1685	нашей лингвистической	1	1
1686	а может	1	1
1687	а через	1	1
1688	в современном	3	1
1689	получили у	1	1
1690	иных случаях	3	1
1691	в середине	1	1
1692	только тогда	4	1
1693	народа и	1	1
1694	эту фразу	1	1
1695	всего на	1	1
1696	то все	1	1
1697	на почву	1	1
1698	со всей	1	1
1699	значение для	1	1
1700	и два	1	1
1701	в которую	1	1
1702	в это	3	1
1703	сочетании с	1	1
1704	же поскольку	1	1
1705	этого социального	1	1
1706	имеет никакого	1	1
1707	языке он	1	1
1708	как проблема	1	1
1709	вопрос является	1	1
1710	получает в	1	1
1711	случае с	1	1
1712	эти условия	1	1
1713	процесс не	1	1
1714	еще один	3	1
1715	и исторически	1	1
1716	действия и	2	1
1717	а лишь	1	1
1718	на первых	1	1
1719	никаких оснований	2	1
1720	она все	1	1
1721	н а	1	1
1722	в лингвистическом	1	1
1723	образом не	1	1
1724	достоевский в	1	1
1725	эти языковые	1	1
1726	всего можно	1	1
1727	из наиболее	1	1
1728	и там	2	1
1729	целое в	1	1
1730	связывается со	1	1
1731	среды и	1	1
1732	соответствии с	5	1
1733	каждой из	1	1
1734	смысле и	2	1
1735	и под	3	1
1736	ее не	1	1
1737	осложняется еще	1	1
1738	к следующему	1	1
1739	внимательного отношения	1	1
1740	де соссюр	12	1
1741	себя чем	1	1
1742	только одна	1	1
1743	что я	4	1
1744	речи говорит	1	1
1745	именно то	1	1
1746	в каждый	1	1
1747	то она	2	1
1748	резюмируя все	1	1
1749	забывать что	1	1
1750	том же	3	1
1751	в каком-то	1	1
1752	стороны слова	1	1
1753	характерное для	1	1
1754	вкусов и	1	1
1755	при всякой	1	1
1756	языка но	3	1
1757	слова делает	1	1
1758	со словом	3	1
1759	стилистики в	1	1
1760	и систематическое	1	1
1761	мы сразу	1	1
1762	к книге	1	1
1763	а вовсе	1	1
1764	своей особой	1	1
1765	не из	1	1
1766	фердинанда де	1	1
1767	то или	3	1
1768	не будучи	1	1
1769	рассчитан на	1	1
1770	как через	1	1
1771	слова между	1	1
1772	и побочного	1	1
1773	из этой	1	1
1774	речь это	1	1
1775	своим предметом	1	1
1776	языком как	1	1
1777	в сочетании	1	1
1778	которые в	2	1
1779	именно к	1	1
1780	дает нам	1	1
1781	как социального	1	1
1782	этот термин	2	1
1783	но на	1	1
1784	что ему	1	1
1785	для нашего	1	1
1786	мы могли	2	1
1787	такова задача	1	1
1788	ничем не	1	1
1789	смысле что	2	1
1790	многих других	1	1
1791	слово но	1	1
1792	аналогии с	3	1
1793	время все	1	1
1794	о значении	2	1
1795	однако как	1	1
1796	лице так	1	1
1797	имеет первостепенное	1	1
1798	для всякого	1	1
1799	это часто	1	1
1800	протекает и	1	1
1801	языке но	1	1
1802	речи так	1	1
1803	в соответствующих	1	1
1804	данной индивидуальной	1	1
1805	не отражается	1	1
1806	совершающееся в	1	1
1807	прямо в	1	1
1808	это дает	2	1
1809	употребляет для	1	1
1810	бы у	1	1
1811	как у	2	1
1812	этих слов	1	1
1813	даже целые	1	1
1814	выбор и	1	1
1815	которые с	1	1
1816	явлений языка	1	1
1817	балли и	1	1
1818	к голому	1	1
1819	где эти	1	1
1820	от речи	2	1
1821	речи где	1	1
1822	мы находим	2	1
1823	различаются не	1	1
1824	языка именно	1	1
1825	речевая деятельность	1	1
1826	психологии как	1	1
1827	а на	3	1
1828	язык наоборот	1	1
1829	языка это	5	1
1830	жизни это	1	1
1831	этого не	5	1
1832	когда оно	2	1
1833	по типу	1	1
1834	все ее	1	1
1835	наших дней	1	1
1836	самой природы	1	1
1837	его собственном	1	1
1838	речи ее	1	1
1839	в такую	1	1
1840	же такое	1	1
1841	это еще	1	1
1842	о каком	1	1
1843	в силах	2	1
1844	по существу	9	1
1845	есть фикция	1	1
1846	как впрочем	2	1
1847	на понимание	1	1
1848	слово само	1	1
1849	язык может	1	1
1850	и индивидуального	1	1
1851	себе в	3	1
1852	что однако	1	1
1853	в обычном	3	1
1854	чтобы быть	2	1
1855	появления этого	1	1
1856	тогда начинается	1	1
1857	очень много	3	1
1858	для науки	1	1
1859	в ряде	2	1
1860	кто в	5	1
1861	где их	1	1
1862	структура его	1	1
1863	оно действительно	1	1
1864	и без	2	1
1865	не подлежит	1	1
1866	этой цели	2	1
1867	и вовсе	7	1
1868	не хуже	1	1
1869	той конкретной	1	1
1870	имеется в	1	1
1871	каждую данную	1	1
1872	однако это	1	1
1873	живой и	1	1
1874	на фоне	3	1
1875	понимания языка	1	1
1876	области социальной	2	1
1877	и понимания	1	1
1878	по своему	1	1
1879	словом как	1	1
1880	и со	1	1
1881	смысле а	1	1
1882	не относится	1	1
1883	говорить как	1	1
1884	что им	1	1
1885	все равно	4	1
1886	нисколько не	6	1
1887	так совершенно	1	1
1888	они лишь	1	1
1889	в каждой	1	1
1890	звук как	1	1
1891	первостепенное значение	1	1
1892	языке то	1	1
1893	выражения которые	1	1
1894	научных и	1	1
1895	приобретает значение	2	1
1896	к какой-либо	1	1
1897	это напряжение	1	1
1898	акте понимания	1	1
1899	себе лишь	1	1
1900	но конечно	1	1
1901	другом случае	1	1
1902	что наши	1	1
1903	как формы	1	1
1904	чтобы сделать	1	1
1905	не говоря	3	1
1906	принципиальное значение	2	1
1907	всю совокупность	1	1
1908	в стиле	1	1
1909	реагирует на	1	1
1910	может иметь	3	1
1911	и необходима	1	1
1912	и мысли	2	1
1913	и эти	3	1
1914	языка если	2	1
1915	только к	2	1
1916	наука о	3	1
1917	он говорит	1	1
1918	поворот в	2	1
1919	и социального	1	1
1920	дает себя	1	1
1921	же к	1	1
1922	которую мы	1	1
1923	каждом из	2	1
1924	потому пытается	1	1
1925	избавиться от	1	1
1926	не имеется	1	1
1927	всю свою	1	1
1928	в основных	1	1
1929	жизни для	1	1
1930	не выдерживает	1	1
1931	может возникнуть	1	1
1932	во избежание	2	1
1933	случаи где	1	1
1934	современная лингвистика	1	1
1935	на дело	1	1
1936	ни один	1	1
1937	языков что	1	1
1938	а из	1	1
1939	здесь можно	2	1
1940	в акте	1	1
1941	ибо всякое	1	1
1942	бы речь	1	1
1943	деле среди	1	1
1944	языку и	1	1
1945	само собою	1	1
1946	это для	1	1
1947	вот один	1	1
1948	бы ничего	1	1
1949	из вопросов	1	1
1950	следовательно вовсе	1	1
1951	отдельного слова	1	1
1952	и первоначальной	1	1
1953	и может	3	1
1954	к тем	1	1
1955	бы например	2	1
1956	то ее	1	1
1957	знаком например	1	1
1958	и грамматических	1	1
1959	лингвистикой в	1	1
1960	совершенно невозможно	1	1
1961	или другого	1	1
1962	только эта	1	1
1963	так чтобы	1	1
1964	случаях когда	2	1
1965	быть как	1	1
1966	смысл слова	1	1
1967	явления речи	1	1
1968	или его	1	1
1969	русского языка	13	1
1970	этом слове	3	1
1971	но дело	2	1
1972	принадлежит и	1	1
1973	что существенно	1	1
1974	нет принципиальной	1	1
1975	можно найти	1	1
1976	этих случаях	2	1
1977	у нее	1	1
1978	как то	2	1
1979	формулы и	2	1
1980	хочет и	1	1
1981	мы взглянем	1	1
1982	из элементов	1	1
1983	языке с	2	1
1984	сказать на	1	1
1985	его школы	1	1
1986	создает в	1	1
1987	значение слова	3	1
1988	поскольку оно	2	1
1989	в рамках	5	1
1990	или еще	1	1
1991	этом на	1	1
1992	слову как	1	1
1993	же на	1	1
1994	что можно	4	1
1995	также те	1	1
1996	философией языка	1	1
1997	наоборот есть	1	1
1998	язык никогда	1	1
1999	отношение к	2	1
2000	наконец что	1	1
2001	в литературном	1	1
2002	были и	1	1
2003	для обозначения	2	1
2004	дороги в	1	1
2005	доля правды	1	1
2006	ощущаться как	1	1
2007	в театре	1	1
2008	системе как	1	1
2009	дело в	2	1
2010	даже для	2	1
2011	сюда относятся	1	1
2012	элемент речи	1	1
2013	выход в	1	1
2014	большую ценность	1	1
2015	как увидим	1	1
2016	взглянем на	1	1
2017	с головой	1	1
2018	как будто	2	1
2019	грамматики и	1	1
2020	только после	1	1
2021	с проблемами	1	1
2022	все другие	1	1
2023	является ли	2	1
2024	различные типы	1	1
2025	слишком уж	1	1
2026	ведь и	2	1
2027	эти новые	1	1
2028	не сам	1	1
2029	лучшем случае	1	1
2030	язык для	2	1
2031	для этого	6	1
2032	такое слово	1	1
2033	именно это	2	1
2034	для достижения	1	1
2035	заявил что	1	1
2036	в лице	1	1
2037	в предметном	1	1
2038	анализа мы	1	1
