N	2gram	Losev_Prob	StatiiOP
1315	не видел	1	1
1316	даже к	1	1
1317	но еще	2	1
1318	к себе	1	1
1319	необходимо обратить	1	1
1320	этом стихотворении	2	1
1321	в поисках	1	1
1322	еще больше	2	1
1323	именно как	1	1
1324	начала и	2	1
1325	является символом	6	1
1326	в воспитании	1	1
1327	его основная	1	1
1328	то у	2	1
1329	звучат слова	1	1
1330	о себе	3	1
1331	довольно ясно	1	1
1332	конем а	1	1
1333	и чести	2	1
1334	что несмотря	1	1
1335	богатым и	1	1
1336	хотел лишить	1	1
1337	или иную	1	1
1338	является совершенно	1	1
1339	согласно которому	1	1
1340	два раза	1	1
1341	с другими	1	1
1342	что выше	1	1
1343	есть с	1	1
1344	то только	3	1
1345	преимущественно в	1	1
1346	в третьем	1	1
1347	об их	1	1
1348	так не	1	1
1349	существование этого	1	1
1350	версию о	1	1
1351	вещей на	1	1
1352	у баратынского	1	1
1353	в будущем	1	1
1354	что очень	1	1
1355	и притом	8	1
1356	о возможности	1	1
1357	же значение	1	1
1358	пути и	1	1
1359	из последних	2	1
1360	прежде чем	2	1
1361	от этих	1	1
1362	и говорит	2	1
1363	молодые люди	1	1
1364	тут и	4	1
1365	тот кто	2	1
1366	этом можно	1	1
1367	представитель пушкинской	1	1
1368	по аналогии	1	1
1369	поэтому он	1	1
1370	эту трагедию	1	1
1371	не подчеркнуть	1	1
1372	на одну	2	1
1373	о смерти	1	1
1374	и всего	4	1
1375	очевидно никогда	1	1
1376	не трое	1	1
1377	здесь же	1	1
1378	представлены в	1	1
1379	понимание этого	1	1
1380	человек в	1	1
1381	по одному	2	1
1382	большинстве случаев	2	1
1383	произведение с	1	1
1384	виде так	1	1
1385	из четырех	1	1
1386	во главе	1	1
1387	от слов	1	1
1388	в целях	3	1
1389	слишком много	1	1
1390	трагедии даже	1	1
1391	века в	1	1
1392	он забывает	1	1
1393	трагедию которая	1	1
1394	большим трудом	1	1
1395	трагедия которая	1	1
1396	но существенно	1	1
1397	в упомянутой	1	1
1398	но все-таки	1	1
1399	это тоже	1	1
1400	жизни то	2	1
1401	его тело	1	1
1402	в бой	1	1
1403	типа в	1	1
1404	я брюсов	1	1
1405	свое место	1	1
1406	искусство не	1	1
1407	тут нет	1	1
1408	и м	1	1
1409	двух поэмах	1	1
1410	в я	1	1
1411	произведение является	1	1
1412	для анализа	1	1
1413	а потом	4	1
1414	трагедии о	2	1
1415	войне и	1	1
1416	здесь как	5	1
1417	и быть	1	1
1418	превращаясь в	1	1
1419	что отношения	1	1
1420	увидим ниже	1	1
1421	как они	1	1
1422	только путем	1	1
1423	был уже	2	1
1424	говорил о	1	1
1425	дана в	1	1
1426	для ее	1	1
1427	именно потому	1	1
1428	пишет о	1	1
1429	но тогда	1	1
1430	на другой	1	1
1431	в работе	1	1
1432	читаем и	1	1
1433	время можно	1	1
1434	человека как	1	1
1435	более всего	2	1
1436	автора совершенно	1	1
1437	уже по	2	1
1438	но были	1	1
1439	процесса в	1	1
1440	в ответ	1	1
1441	именно что	1	1
1442	и твердо	1	1
1443	принадлежал к	1	1
1444	идет в	1	1
1445	уже прямо	1	1
1446	в городе	1	1
1447	мысль что	1	1
1448	вся трагедия	1	1
1449	есть символ	3	1
1450	и картина	1	1
1451	содержания и	1	1
1452	который сумел	1	1
1453	сущности говоря	1	1
1454	в цельном	1	1
1455	и является	6	1
1456	и просят	1	1
1457	его чисто	1	1
1458	является одним	1	1
1459	и хотя	2	1
1460	следующих словах	1	1
1461	времен и	1	1
1462	перед лицом	1	1
1463	особого внимания	1	1
1464	но так	2	1
1465	образом если	1	1
1466	из нас	1	1
1467	находит для	2	1
1468	выше в	2	1
1469	к кому	1	1
1470	что бы	1	1
1471	его поэме	2	1
1472	мы здесь	2	1
1473	не дошли	1	1
1474	работы на	1	1
1475	и возникает	1	1
1476	того кто	1	1
1477	стихотворения и	1	1
1478	на некоторые	1	1
1479	я в	4	1
1480	и стремление	2	1
1481	почему же	1	1
1482	но без	1	1
1483	и глубоко	1	1
1484	ту сторону	1	1
1485	он в	5	1
1486	указанном выше	1	1
1487	по какому	1	1
1488	здесь поэт	1	1
1489	данной формации	1	1
1490	однако в	4	1
1491	году в	1	1
1492	мы называем	1	1
1493	и никогда	3	1
1494	друг другу	1	1
1495	раз даже	1	1
1496	искусства но	2	1
1497	отдельных произведений	1	1
1498	и г	2	1
1499	на отдельные	1	1
1500	был в	3	1
1501	форм в	1	1
1502	и есть	4	1
1503	мы будем	2	1
1504	было по	1	1
1505	сомневаться что	1	1
1506	в силу	6	1
1507	представлением об	1	1
1508	мы теперь	1	1
1509	же мы	1	1
1510	в совершенно	1	1
1511	всей мировой	1	1
1512	я люблю	1	1
1513	в напечатанной	1	1
1514	сказать о	2	1
1515	ни за	2	1
1516	с с	1	1
1517	речи о	2	1
1518	которого мы	2	1
1519	пишет по	1	1
1520	что хотя	2	1
1521	общественно-политической обстановке	1	1
1522	разве только	1	1
1523	чтобы не	1	1
1524	но ясно	3	1
1525	это он	1	1
1526	здесь изображается	2	1
1527	которая и	1	1
1528	доказывает что	2	1
1529	не делал	1	1
1530	с неба	3	1
1531	действительно все	1	1
1532	любви и	4	1
1533	можно только	1	1
1534	писал не	2	1
1535	хотя сам	2	1
1536	против этого	1	1
1537	xviii вв	1	1
1538	в защиту	1	1
1539	м а	1	1
1540	злобу и	1	1
1541	и против	1	1
1542	мнению автора	1	1
1543	в перспективе	1	1
1544	теперь о	1	1
1545	друг к	1	1
1546	они и	2	1
1547	его мнению	1	1
1548	как с	2	1
1549	но за	1	1
1550	у русских	1	1
1551	себе представить	1	1
1552	написана не	1	1
1553	которые он	1	1
1554	был бы	2	1
1555	ним и	1	1
1556	которая по	1	1
1557	после получения	1	1
1558	и никто	1	1
1559	и должно	1	1
1560	не помню	1	1
1561	содержит в	1	1
1562	прочно и	1	1
1563	с ним	4	1
1564	дела в	1	1
1565	из одних	1	1
1566	никакому сомнению	1	1
1567	здесь он	2	1
1568	он на	1	1
1569	в другой	1	1
1570	не страшен	1	1
1571	в науке	2	1
1572	сама жизнь	1	1
1573	утверждает что	1	1
1574	к выводу	1	1
1575	основная функция	1	1
1576	половины xviii	1	1
1577	здесь были	1	1
1578	и делает	2	1
1579	они в	1	1
1580	час это	1	1
1581	кроме одного	1	1
1582	и дает	1	1
1583	время когда	1	1
1584	и автор	1	1
1585	и создает	1	1
1586	боролся не	1	1
1587	него нет	1	1
1588	власти и	2	1
1589	один человек	1	1
1590	другое что	1	1
1591	творчества и	1	1
1592	такого же	3	1
1593	равно не	1	1
1594	теперь на	1	1
1595	этой точки	2	1
1596	во что	1	1
1597	к искусству	1	1
1598	почти всегда	3	1
1599	то на	1	1
1600	быть поэтому	1	1
1601	имеет значение	1	1
1602	смысла и	1	1
1603	в моем	1	1
1604	же стороны	1	1
1605	одновременно с	1	1
1606	поэтической формы	1	1
1607	которые у	2	1
1608	еще с	1	1
1609	v в	5	1
1610	и чувств	2	1
1611	в составе	1	1
1612	быть даже	1	1
1613	на месте	2	1
1614	необходимой для	1	1
1615	попытки его	1	1
1616	только там	1	1
1617	виде как	1	1
1618	свой собственный	2	1
1619	и силы	1	1
1620	к самым	1	1
1621	и такая	1	1
1622	есть нечто	1	1
1623	можно даже	1	1
1624	что такой	2	1
1625	за свое	1	1
1626	с собою	2	1
1627	и просто	3	1
1628	правда не	1	1
1629	трагедии нет	2	1
1630	к какому	1	1
1631	научные дисциплины	1	1
1632	хочет показать	1	1
1633	же отличается	1	1
1634	что несомненно	1	1
1635	ему и	1	1
1636	действительно мог	1	1
1637	эта последняя	2	1
1638	знает что	3	1
1639	в десять	2	1
1640	к другому	5	1
1641	представляется в	1	1
1642	интереснее всего	2	1
1643	это самое	1	1
1644	он мог	1	1
1645	к какой	1	1
1646	упоминает о	5	1
1647	но оно	1	1
1648	при всем	3	1
1649	чуждо и	1	1
1650	тому кто	1	1
1651	нет ничего	3	1
1652	не давая	1	1
1653	но мало	1	1
1654	ни к	2	1
1655	принимает участие	1	1
1656	наконец и	1	1
1657	и нуждается	1	1
1658	и ясно	2	1
1659	должно быть	1	1
1660	можно установить	1	1
1661	который с	1	1
1662	бы с	2	1
1663	и речей	1	1
1664	даже сказать	1	1
1665	работы но	1	1
1666	ли он	2	1
1667	такую же	2	1
1668	в роли	2	1
1669	с нами	1	1
1670	изображения и	1	1
1671	которые всегда	1	1
1672	художественных произведений	1	1
1673	он часто	1	1
1674	это только	1	1
1675	грех и	1	1
1676	эта картина	2	1
1677	а может	3	1
1678	обстановке в	1	1
1679	тот и	1	1
1680	в те	2	1
1681	и больше	1	1
1682	только один	2	1
1683	то все	1	1
1684	но о	2	1
1685	со всей	2	1
1686	что также	1	1
1687	на очень	1	1
1688	своей работе	1	1
1689	о своем	2	1
1690	него с	1	1
1691	нет никакой	6	1
1692	на ряде	1	1
1693	подобного рода	9	1
1694	ее с	1	1
1695	трагедии так	1	1
1696	большей частью	1	1
1697	поэтому вполне	1	1
1698	этой жизни	2	1
1699	которая конечно	1	1
1700	так легко	1	1
1701	при анализе	2	1
1702	среди которых	1	1
1703	личной и	1	1
1704	в обществе	1	1
1705	образом уже	2	1
1706	ведь то	1	1
1707	н а	1	1
1708	теории здесь	1	1
1709	автора в	1	1
1710	полного слияния	1	1
1711	на которые	1	1
1712	мне не	1	1
1713	было при	1	1
1714	видели выше	2	1
1715	есть основное	1	1
1716	в поздней	1	1
1717	если мы	2	1
1718	народного творчества	1	1
1719	данного произведения	1	1
1720	и смерть	1	1
1721	цветы на	1	1
1722	поэта не	1	1
1723	что самый	1	1
1724	котором мы	1	1
1725	невежественных и	1	1
1726	совсем другое	2	1
1727	то здесь	1	1
1728	этих примерах	1	1
1729	но оказывается	2	1
1730	где бы	1	1
1731	не видит	1	1
1732	разных источников	1	1
1733	месте в	2	1
1734	детальное изучение	1	1
1735	неотделимо от	1	1
1736	род в	1	1
1737	ему это	1	1
1738	после его	3	1
1739	друг друга	1	1
1740	и после	4	1
1741	революции а	2	1
1742	возможности но	1	1
1743	в самой	5	1
1744	стороны он	2	1
1745	плен и	1	1
1746	могут дать	1	1
1747	медный всадник	1	1
1748	собственно говоря	1	1
1749	а об	1	1
1750	они были	1	1
1751	человека но	2	1
1752	этого героя	1	1
1753	не выдерживает	1	1
1754	началась еще	1	1
1755	которому он	1	1
1756	как сын	2	1
1757	не ради	1	1
1758	не знают	1	1
1759	нет дело	1	1
1760	вместе со	2	1
1761	на кавказ	2	1
1762	этот термин	1	1
1763	в более	1	1
1764	и прямо	1	1
1765	ему в	3	1
1766	более поздним	1	1
1767	к году	1	1
1768	ничем не	1	1
1769	трактуется в	3	1
1770	и также	1	1
1771	создать образ	1	1
1772	с начала	2	1
1773	что освобождение	1	1
1774	малейшего намека	1	1
1775	без разбора	1	1
1776	в последней	1	1
1777	также нет	1	1
1778	тем он	1	1
1779	в х	1	1
1780	не будем	3	1
1781	что означает	1	1
1782	годах прошлого	1	1
1783	же мере	1	1
1784	для всего	2	1
1785	будет до	1	1
1786	и новой	1	1
1787	себя самого	3	1
1788	что одним	1	1
1789	i в	1	1
1790	образ который	2	1
1791	мало того	1	1
1792	самого последнего	1	1
1793	и тут	4	1
1794	легенде о	1	1
1795	из отечества	1	1
1796	со своим	1	1
1797	то мы	1	1
1798	нас еще	1	1
1799	здесь в	7	1
1800	того из	1	1
1801	политической и	1	1
1802	на одной	1	1
1803	вопрос а	1	1
1804	в редких	1	1
1805	другой же	1	1
1806	а все	1	1
1807	легенды о	1	1
1808	нетрудно было	1	1
1809	участие в	2	1
1810	слова не	1	1
1811	композитор в	1	1
1812	все равно	1	1
1813	в повести	1	1
1814	от своих	3	1
1815	к самой	1	1
1816	однако не	2	1
1817	всех прочих	1	1
1818	начала до	2	1
1819	ней на	1	1
1820	чтобы оно	1	1
1821	следующие строки	1	1
1822	а о	1	1
1823	в эпилоге	1	1
1824	этого не	2	1
1825	в свои	2	1
1826	с ними	1	1
1827	что к	1	1
1828	входить в	3	1
1829	ii читаем	1	1
1830	и где	1	1
1831	и которая	3	1
1832	и начинается	1	1
1833	в ту	1	1
1834	дошла до	2	1
1835	и другое	6	1
1836	произведением в	1	1
1837	история и	1	1
1838	которое было	1	1
1839	материалом который	1	1
1840	очень много	3	1
1841	вещь как	2	1
1842	понимать как	1	1
1843	слова на	1	1
1844	к жизни	1	1
1845	х годах	1	1
1846	можно однако	1	1
1847	поведения и	1	1
1848	здесь вообще	2	1
1849	и вовсе	1	1
1850	за кого	1	1
1851	возможно и	1	1
1852	заслуживает особого	2	1
1853	его творчестве	1	1
1854	на фоне	2	1
1855	всего прочего	1	1
1856	перейти к	3	1
1857	он никогда	1	1
1858	на одном	2	1
1859	в еще	1	1
1860	и со	1	1
1861	назвал свою	1	1
1862	только и	9	1
1863	право на	1	1
1864	и художественного	1	1
1865	этих дивных	1	1
1866	и смысл	1	1
1867	не стал	1	1
1868	о таинственном	1	1
1869	из разных	2	1
1870	какое сравнение	1	1
1871	то можно	1	1
1872	буржуазной революции	1	1
1873	и глубиной	1	1
1874	после всех	1	1
1875	примера в	1	1
1876	за его	2	1
1877	где ж	1	1
1878	мысли в	2	1
1879	и довольно	2	1
1880	такой мотив	1	1
1881	то понимание	1	1
1882	но такой	1	1
1883	изучаемых ими	1	1
1884	этом виде	2	1
1885	это засвидетельствовано	1	1
1886	которого и	2	1
1887	образом мы	1	1
1888	он ни	1	1
1889	у кого	2	1
1890	вместо этого	1	1
1891	каждом из	2	1
1892	за все	3	1
1893	значение но	1	1
1894	автора к	1	1
1895	и почти	1	1
1896	церкви и	1	1
1897	очень близко	1	1
1898	ту или	1	1
1899	здесь можно	1	1
1900	но интереснее	1	1
1901	ее вниз	1	1
1902	другой в	1	1
1903	на всех	1	1
1904	по изучению	1	1
1905	только так	1	1
1906	степени не	1	1
1907	этому и	1	1
1908	отдавать себе	1	1
1909	больше и	1	1
1910	просто не	1	1
1911	не находит	2	1
1912	русский и	1	1
1913	образа в	1	1
1914	свою жизнь	1	1
1915	жалоб на	1	1
1916	где без	1	1
1917	разработан в	1	1
1918	всего его	1	1
1919	говорит я	1	1
1920	что образ	1	1
1921	оказывается что	5	1
1922	моя не	1	1
1923	власть и	1	1
1924	часто в	1	1
1925	и жизни	2	1
1926	не станет	1	1
1927	хотя она	1	1
1928	которая тоже	1	1
1929	на всю	1	1
1930	или как	1	1
1931	не нравится	1	1
1932	в большинстве	1	1
1933	идет речь	2	1
1934	этом произведении	2	1
1935	в истолковании	1	1
1936	поэма в	1	1
1937	встречаем и	1	1
1938	преданий о	1	1
1939	и хозяйства	1	1
1940	произведением но	1	1
1941	и удалился	1	1
1942	по всей	1	1
1943	него и	2	1
1944	не быть	1	1
1945	пор и	1	1
1946	наконец что	1	1
1947	года не	1	1
1948	и самого	3	1
1949	вообще является	1	1
1950	что другие	1	1
1951	в пире	1	1
1952	говорилось выше	1	1
1953	художественного произведения	1	1
1954	в одах	1	1
1955	бы еще	1	1
1956	что хотел	1	1
1957	своей поэме	1	1
1958	самом себе	1	1
1959	в трагедиях	1	1
1960	же в	4	1
1961	никому не	2	1
1962	читаем в	2	1
1963	к новому	1	1
1964	говорить об	1	1
1965	все еще	4	1
1966	политического радикализма	1	1
1967	только после	1	1
1968	об этой	2	1
1969	в создании	1	1
1970	торжество и	1	1
1971	глубиной он	1	1
1972	их на	1	1
1973	всем мире	2	1
1974	чем та	1	1
1975	тут-то и	2	1
1976	является ли	1	1
1977	само собой	3	1
1978	вполне понятным	1	1
1979	ни был	1	1
1980	которых каждая	1	1
1981	если она	1	1
1982	его дворец	1	1
1983	хорошо знает	2	1
1984	художественный талант	1	1
1985	есть друг	1	1
1986	великих и	1	1
1987	поэмы и	2	1
1988	силу и	1	1
1989	в лирической	1	1
1990	сейчас мы	1	1
1991	а н	3	1
1992	рассуждений и	1	1
1993	степени и	1	1
1994	а я	1	1
