N	2gram	Vinokur_St	Vvedenie
1300	зрения на	1	1
1301	всякого исторического	1	1
1302	только при	1	1
1303	место для	1	1
1304	действительно не	3	1
1305	своеобразия и	1	1
1306	говорил что	1	1
1307	и от	2	1
1308	историей языка	1	1
1309	вполне возможно	1	1
1310	чем вполне	1	1
1311	без того	1	1
1312	них как	1	1
1313	для которого	1	1
1314	образом в	1	1
1315	ряде случаев	1	1
1316	настоящее время	2	1
1317	такие которые	1	1
1318	же в	1	1
1319	тесно связан	1	1
1320	есть существенная	1	1
1321	которым в	1	1
1322	литература в	1	1
1323	которыми мы	1	1
1324	преимущественно же	1	1
1325	каждое из	1	1
1326	каком он	2	1
1327	не обязанность	1	1
1328	в текст	1	1
1329	же мы	1	1
1330	совсем другое	1	1
1331	по одной	1	1
1332	это прежде	2	1
1333	конкретно представить	1	1
1334	включает в	1	1
1335	он был	5	1
1336	будет недостаточно	1	1
1337	чем та	1	1
1338	были в	1	1
1339	на всем	1	1
1340	в рукописи	6	1
1341	д и	2	1
1342	работе над	1	1
1343	показывает что	1	1
1344	в отдельных	2	1
1345	месте в	1	1
1346	этой системе	1	1
1347	вполне понятным	1	1
1348	или иного	4	1
1349	к этим	1	1
1350	во время	5	1
1351	могут дать	1	1
1352	ведь и	3	1
1353	остановиться на	1	1
1354	идей и	1	1
1355	только потому	2	1
1356	и после	1	1
1357	но далее	1	1
1358	в так	1	1
1359	для этой	1	1
1360	всем что	1	1
1361	общего значения	1	1
1362	а главное	1	1
1363	отношениями между	1	1
1364	можно с	1	1
1365	данных которые	1	1
1366	в остальных	3	1
1367	чтобы не	1	1
1368	то или	3	1
1369	о связи	1	1
1370	в настоящее	2	1
1371	имеет значение	1	1
1372	которой был	1	1
1373	не лишает	1	1
1374	прав был	1	1
1375	на немецкий	1	1
1376	говорилось уже	1	1
1377	его современников	2	1
1378	тот же	2	1
1379	что на	3	1
1380	исторических источников	1	1
1381	почти не	1	1
1382	эту тему	4	1
1383	не то	1	1
1384	ступеней в	1	1
1385	и материальную	1	1
1386	можно указать	1	1
1387	эту формулу	1	1
1388	фактической стороны	1	1
1389	была перенесена	1	1
1390	в первой	12	1
1391	стороны дела	1	1
1392	никак не	1	1
1393	с каким	1	1
1394	о ней	1	1
1395	и самый	2	1
1396	для дела	1	1
1397	в составе	1	1
1398	обратиться к	1	1
1399	он должен	2	1
1400	действительно все	1	1
1401	более того	1	1
1402	к изданию	3	1
1403	судя по	2	1
1404	чтений в	1	1
