N	2gram	Vinokur_St	Psycholo
1318	нет в	1	2
1319	в трагедию	1	2
1320	это был	3	2
1321	впечатление что	1	2
1322	сказано что	1	2
1323	тем или	3	2
1324	критики но	1	2
1325	все лица	1	2
1326	более чем	3	2
1327	в значительной	2	2
1328	наконец в	2	2
1329	этой работы	2	2
1330	вопросе о	1	2
1331	окажется что	1	2
1332	ни для	2	2
1333	приводит в	2	2
1334	и ему	2	2
1335	и придает	1	2
1336	с того	2	2
1337	так легко	1	2
1338	что такая	1	2
1339	чем не	2	2
1340	не считаясь	1	2
1341	статьи в	8	2
1342	в письме	5	2
1343	понимая что	1	2
1344	то чувство	1	2
1345	которым мы	1	2
1346	дело именно	1	2
1347	это просто	3	2
1348	идей и	1	2
1349	для установления	3	2
1350	при этой	1	2
1351	д и	2	2
1352	с каким	1	2
1353	не ради	1	2
1354	не означает	1	2
1355	и такой	1	2
1356	в свое	3	2
1357	одной только	1	2
1358	которым он	1	2
1359	многие исследователи	1	2
1360	трагедия не	2	2
1361	он делает	1	2
1362	трагедии совершенно	1	2
1363	или с	2	2
1364	которое должно	1	2
1365	которого я	1	2
1366	когда говорил	1	2
1367	ведь это	1	2
1368	чтобы оно	1	2
1369	и вы	1	2
1370	только все	1	2
1371	исторической действительности	1	2
1372	представляет собою	3	2
1373	и вовсе	1	2
1374	из различных	1	2
1375	иной раз	1	2
1376	к нашей	1	2
1377	и могут	1	2
1378	чем мы	1	2
1379	в условиях	1	2
1380	на возможность	1	2
1381	та что	1	2
1382	что разница	1	2
1383	ему не	3	2
1384	ответ в	1	2
1385	читателя в	1	2
1386	это объясняется	2	2
1387	в предисловии	3	2
1388	который говорил	1	2
1389	не оставляет	2	2
1390	свою трагедию	11	2
1391	поэзия и	1	2
1392	в начале	5	2
1393	облечено в	1	2
1394	и жизни	1	2
1395	борьбе за	1	2
1396	встречаем и	1	2
1397	время и	1	2
1398	явление в	1	2
1399	наконец что	1	2
1400	рядом других	2	2
1401	содержанием и	1	2
1402	вообще не	5	2
1403	конечно совершенно	1	2
1404	или иной	1	2
1405	никому не	1	2
1406	даже прямо	1	2
1407	сцене с	1	2
1408	ведь и	3	2
1409	не надо	2	2
1410	что было	3	2
1411	новое и	1	2
1412	которой все	1	2
1413	которая была	3	2
1414	это тот	1	2
1415	тему о	2	2
1416	на эти	7	2
1417	которая в	1	2
1418	его за	1	2
1419	с искусством	1	2
1420	свою мысль	1	2
1421	которым они	1	2
1422	или нет	1	2
1423	за собой	1	2
1424	каждый новый	1	2
1425	это нужно	1	2
1426	не являются	3	2
1427	не годится	1	2
1428	он просто	1	2
1429	их не	1	2
1430	в борьбе	1	2
1431	ни малейшего	1	2
1432	имеет для	1	2
1433	так часто	1	2
1434	давно уже	3	2
1435	они и	1	2
1436	нет решительно	1	2
1437	узнать что	1	2
1438	но у	1	2
1439	позволяет себе	2	2
1440	а иногда	2	2
1441	иметь никакого	1	2
1442	серьезностью и	1	2
1443	р и	1	2
1444	этот прием	1	2
1445	в вопросе	1	2
1446	основе трагедии	1	2
1447	нельзя было	1	2
1448	даже и	2	2
1449	мере не	1	2
1450	все свои	1	2
1451	но то	1	2
1452	во многих	3	2
1453	полностью в	1	2
1454	не вполне	1	2
1455	совершенно неправильно	2	2
1456	котором все	1	2
1457	до того	4	2
1458	всего что	2	2
1459	всегда и	1	2
1460	его собственной	3	2
1461	это расхождение	1	2
1462	у себя	1	2
1463	в самое	1	2
1464	каждое из	1	2
1465	тут же	1	2
1466	смысле как	1	2
1467	другом случае	1	2
1468	той и	1	2
1469	он имел	1	2
1470	на свете	1	2
1471	элемент в	1	2
1472	на протяжении	1	2
1473	является результатом	1	2
1474	и всей	2	2
1475	что каждая	1	2
1476	чем на	1	2
1477	объяснение в	1	2
1478	узком смысле	1	2
1479	прямую линию	1	2
1480	на поэта	1	2
1481	признается что	1	2
1482	конечно нельзя	1	2
1483	на тот	1	2
1484	из прежних	1	2
1485	в изображении	1	2
1486	как вполне	1	2
1487	виде так	1	2
1488	возникает целый	1	2
1489	должно было	5	2
1490	приемов с	1	2
1491	не был	1	2
1492	для правильного	1	2
1493	и стоит	1	2
1494	что-либо более	1	2
1495	всю свою	1	2
1496	пор в	1	2
1497	указал что	1	2
1498	так или	3	2
1499	вся история	1	2
1500	приводит и	1	2
1501	объясняется и	1	2
1502	все дано	1	2
1503	для этой	1	2
1504	не приходится	5	2
1505	ту или	1	2
1506	что бы	1	2
1507	имеет значение	1	2
1508	очень мало	4	2
1509	психология и	1	2
1510	значения которое	1	2
1511	я чувствую	1	2
1512	бы оно	1	2
1513	кто знает	2	2
1514	п в	4	2
1515	что тень	1	2
1516	допустим что	2	2
1517	можно только	1	2
1518	во втором	5	2
1519	нечего и	1	2
1520	я уже	3	2
1521	которые стояли	1	2
1522	этих случаев	1	2
1523	и кто	1	2
1524	что цель	1	2
1525	относятся к	3	2
1526	что называют	1	2
1527	в науке	1	2
1528	говорит я	1	2
1529	это была	1	2
1530	он попал	1	2
1531	отличаются от	1	2
1532	однако что	1	2
1533	в моем	1	2
1534	следовательно в	1	2
1535	в россии	7	2
1536	противоречия в	1	2
1537	этой теорией	1	2
1538	что могло	1	2
1539	как о	2	2
1540	к самым	1	2
1541	если принять	1	2
1542	фактов и	1	2
1543	которого является	1	2
1544	от его	2	2
1545	о трагедии	2	2
1546	татьяны в	1	2
1547	чтобы убедиться	1	2
1548	по крайней	2	2
1549	чем же	1	2
1550	замечательно что	1	2
1551	язык и	1	2
1552	тех же	1	2
1553	задний план	3	2
1554	не знаю	2	2
1555	а может	1	2
1556	которой приходится	1	2
1557	что многие	1	2
1558	его характер	1	2
1559	только тем	2	2
1560	этого сопоставления	1	2
1561	поводу того	1	2
1562	самого же	2	2
1563	о шекспире	1	2
1564	не за	1	2
1565	виде не	2	2
1566	но именно	3	2
1567	возражает против	1	2
1568	это кажется	1	2
1569	свое мнение	2	2
1570	но которые	1	2
1571	заставляя его	1	2
1572	истории литературы	2	2
1573	так с	1	2
1574	хотя эти	1	2
1575	переход к	1	2
1576	деле не	1	2
1577	с нашей	2	2
1578	тут не	3	2
1579	указание на	1	2
1580	на одной	1	2
1581	на которой	2	2
1582	в обширном	1	2
1583	а если	2	2
1584	такого понимания	1	2
1585	виде в	2	2
1586	говорят о	1	2
1587	с историей	2	2
1588	первой части	2	2
1589	определенного характера	1	2
1590	для которого	1	2
1591	евгений онегин	3	2
1592	только к	2	2
1593	ли в	3	2
1594	но столь	2	2
1595	на такие	1	2
1596	просто не	1	2
1597	место из	2	2
1598	в характере	1	2
1599	нужно было	2	2
1600	пор не	1	2
1601	это явление	2	2
1602	только у	2	2
1603	таком виде	2	2
1604	с кем	1	2
1605	что из	1	2
1606	мысли об	1	2
1607	в книге	1	2
1608	где эта	1	2
1609	нас сейчас	2	2
1610	в литературном	3	2
1611	над его	1	2
1612	все содержание	1	2
1613	бы он	1	2
1614	звуков а	1	2
1615	по моему	1	2
1616	свидетельствуют о	2	2
1617	на всем	1	2
1618	случаю и	1	2
1619	намек и	1	1
1620	одной точки	1	1
1621	мере он	1	1
1622	дают в	1	1
1623	в настоящем	1	1
1624	будто к	1	1
1625	которые совершенно	1	1
1626	остаются совершенно	1	1
1627	никаких сомнений	3	1
1628	статье г	1	1
1629	как историк	1	1
1630	с толку	1	1
1631	которых эта	1	1
1632	которые также	1	1
1633	зрения их	2	1
1634	приемы для	1	1
1635	и имеет	1	1
1636	степени как	1	1
1637	выше своей	1	1
1638	литературы а	1	1
1639	каких условиях	1	1
1640	воплощенной в	1	1
1641	только тот	1	1
1642	поэта как	1	1
1643	внимания на	1	1
1644	но почему-то	1	1
1645	этом основании	1	1
1646	всякой научной	1	1
1647	по пути	1	1
1648	в духе	2	1
1649	котором основываются	1	1
1650	делает в	2	1
1651	кто и	3	1
1652	обобщения а	1	1
1653	знаменитое письмо	1	1
1654	некоторые другие	1	1
1655	уверен в	1	1
1656	почти ничего	1	1
1657	случаях в	1	1
1658	я от	1	1
1659	похож на	1	1
1660	в соответствии	1	1
1661	в главном	1	1
1662	формальных приемов	1	1
1663	этом можно	1	1
1664	этой аналогии	1	1
1665	исключить из	2	1
1666	его личное	1	1
1667	прошлого века	1	1
1668	как более	2	1
1669	пушкинского стиха	2	1
1670	на точку	2	1
1671	что должны	1	1
1672	этой стороны	1	1
1673	раз когда	1	1
1674	не его	1	1
1675	знак в	1	1
1676	частный вопрос	1	1
1677	и заменой	1	1
1678	это делалось	1	1
1679	виноват в	1	1
1680	чтобы лучше	1	1
1681	в коломне	1	1
1682	при создании	1	1
1683	образом при	1	1
1684	на факты	1	1
1685	при условии	1	1
1686	кажется будто	1	1
1687	сцена не	1	1
1688	лежит на	1	1
1689	ее своим	1	1
1690	это изображено	1	1
1691	о чем-то	1	1
1692	д вот	1	1
1693	доходят до	1	1
1694	какая из	1	1
1695	письме к	7	1
1696	совершенно особое	1	1
1697	именно такое	2	1
1698	за исключением	1	1
1699	или правильнее	1	1
1700	в приведенных	1	1
1701	такое заключение	1	1
1702	изучение поэзии	1	1
1703	которых я	1	1
1704	но эти	2	1
1705	читаем что	2	1
1706	той колоссальной	1	1
1707	знаков препинания	1	1
1708	социального творчества	1	1
1709	одним только	1	1
1710	себе в	2	1
1711	впечатление будто	2	1
1712	за рамки	1	1
1713	всегда будет	2	1
1714	быть уверен	1	1
1715	отступлениями от	1	1
1716	он так	1	1
1717	для всей	1	1
1718	но разве	3	1
1719	случаев что	1	1
1720	чрезвычайно важные	1	1
1721	именно так	1	1
1722	непосредственно из	1	1
1723	эти вопросы	3	1
1724	домик в	1	1
1725	которое я	2	1
1726	на вещи	1	1
1727	шесть лет	2	1
1728	не умеет	1	1
1729	тот что	1	1
1730	не удивительно	1	1
1731	по одной	1	1
1732	к вопросам	1	1
1733	некоторые частные	1	1
1734	в отдельных	2	1
1735	нет никаких	2	1
1736	широкой и	1	1
1737	прав был	1	1
1738	эти поправки	1	1
1739	и слить	1	1
1740	с поэтической	1	1
1741	выходящими за	1	1
1742	два стиха	1	1
1743	даже по	1	1
1744	являются единственно	1	1
1745	следующими стихами	2	1
1746	для начала	1	1
1747	не зная	2	1
1748	той мере	2	1
1749	именно об	1	1
1750	прямым следствием	1	1
1751	приведены в	1	1
1752	с трагедией	1	1
1753	говорила о	1	1
1754	понимании задач	1	1
1755	и рядом	1	1
1756	против его	2	1
1757	стороны нельзя	1	1
1758	еще больше	1	1
1759	проявляется в	1	1
1760	имеет только	1	1
1761	или иную	1	1
1762	самом факте	1	1
1763	согласно которому	1	1
1764	чем ты	1	1
1765	помощи этой	1	1
1766	пушкина я	1	1
1767	справедливость этого	1	1
1768	бы только	2	1
1769	п но	1	1
1770	поэт взял	1	1
1771	ли и	3	1
1772	а за	1	1
1773	не очень	2	1
1774	же значение	1	1
1775	века не	1	1
1776	писатель в	1	1
1777	объясняется только	1	1
1778	читателей и	1	1
1779	еще очень	1	1
1780	на себя	3	1
1781	всем что	1	1
1782	xviii века	1	1
1783	утверждает в	1	1
1784	и исключительно	1	1
1785	которые строго	1	1
1786	времени как	1	1
1787	судить о	1	1
1788	с одним	1	1
1789	с жизнью	1	1
1790	свою теорию	1	1
1791	не вытекает	1	1
1792	каком он	2	1
1793	парадоксальный и	1	1
1794	женщина и	1	1
1795	характерная черта	1	1
1796	путь в	1	1
1797	в доказательствах	1	1
1798	говорят не	1	1
1799	критики этого	1	1
1800	средство для	1	1
1801	больше всего	2	1
1802	но каждый	1	1
1803	в первые	1	1
1804	стало возможно	1	1
1805	что слово	1	1
1806	эту поэму	1	1
1807	скажется в	1	1
1808	действительности и	1	1
1809	школой в	1	1
1810	имеет ничего	2	1
1811	эта поэтическая	1	1
1812	полная несостоятельность	1	1
1813	науки но	1	1
1814	я в	1	1
1815	системе и	1	1
1816	из древнего	1	1
1817	понимание этого	1	1
1818	исчерпывающей полнотой	2	1
1819	рифме в	1	1
1820	случаев в	1	1
1821	оно отличается	1	1
1822	новой школы	1	1
1823	принципов и	2	1
1824	при отсутствии	1	1
1825	пишет о	1	1
1826	пушкина было	1	1
1827	к истине	1	1
1828	оснований для	1	1
1829	уже к	1	1
1830	сомневаюсь что	1	1
1831	совершенно напрасно	1	1
1832	зрения в	2	1
1833	найти себе	1	1
1834	не стоят	1	1
1835	бы выполнена	1	1
1836	борьбе против	1	1
1837	пушкин совершенно	1	1
1838	своего времени	4	1
1839	ею не	1	1
1840	нужно сказать	6	1
1841	не были	2	1
1842	хочу сказать	2	1
1843	и известный	1	1
1844	в количестве	1	1
1845	кажется и	1	1
1846	была не	2	1
1847	и речи	3	1
1848	одну кучу	1	1
1849	было сделать	1	1
1850	он еще	1	1
1851	несколько лет	1	1
1852	истории и	2	1
1853	должно непременно	2	1
1854	что никакого	1	1
1855	им по	1	1
1856	возможно что	4	1
1857	этих взаимных	1	1
1858	что во	3	1
1859	внимание и	1	1
1860	и какой	1	1
1861	который так	2	1
1862	бы конечно	1	1
1863	так уж	1	1
1864	и обработки	1	1
1865	все одинаково	1	1
1866	из трагедии	3	1
1867	которое на	1	1
1868	о роли	1	1
1869	который был	2	1
1870	таких примеров	1	1
1871	громадное большинство	1	1
1872	прав в	1	1
1873	в разной	1	1
1874	вызвать у	1	1
1875	и объясняет	1	1
1876	вообще нет	2	1
1877	позволю себе	1	1
1878	знаменитое признание	1	1
1879	раньше чем	4	1
1880	границе между	1	1
1881	его трагедией	1	1
1882	действительно все	1	1
1883	в статье	9	1
1884	с этих	1	1
1885	своей поэме	1	1
1886	своего рода	7	1
1887	при жизни	2	1
1888	потому чтобы	1	1
1889	первую очередь	2	1
1890	однако с	1	1
1891	мнению автора	1	1
1892	он уже	1	1
1893	не допускают	1	1
1894	комическое а	1	1
1895	которое с	1	1
1896	при некотором	1	1
1897	бы дело	1	1
1898	и принципиальной	1	1
1899	к началу	1	1
1900	должен звучать	1	1
1901	в последнем	1	1
1902	котором не	1	1
1903	но вытекает	1	1
1904	до уровня	1	1
1905	этого понятия	1	1
1906	представлял собой	1	1
1907	в герои	1	1
1908	о рассказе	1	1
1909	эти особенности	1	1
1910	большую роль	1	1
1911	скажу что	1	1
1912	сюда относится	1	1
1913	пушкин и	9	1
1914	резкий и	1	1
1915	дела в	1	1
1916	конца как	1	1
1917	воображения и	1	1
1918	непонятным почему	1	1
1919	поэтому в	4	1
1920	одну минуту	1	1
1921	это их	2	1
1922	основных вопросов	1	1
1923	и сальери	2	1
1924	совершенно так	1	1
1925	второй части	2	1
1926	после прочтения	1	1
1927	остается столь	1	1
1928	трагедия которая	1	1
1929	в точно	1	1
1930	спрашивает как	2	1
1931	критики с	1	1
1932	ли с	1	1
1933	конечно и	5	1
1934	себя на	1	1
1935	пророк и	1	1
1936	что описание	1	1
1937	этом месте	2	1
1938	именно не	1	1
1939	его подражателей	1	1
1940	только несколько	1	1
1941	другие произведения	1	1
1942	значения как	2	1
1943	следующее место	2	1
1944	самой поэме	1	1
1945	чувства мы	1	1
1946	из пяти	1	1
1947	установленным что	1	1
1948	в составе	1	1
1949	быть даже	1	1
1950	значения и	1	1
1951	находящие себе	1	1
1952	себе совершенно	1	1
1953	всякого внимания	1	1
1954	не сомневаюсь	1	1
1955	отнесены к	1	1
1956	была и	1	1
1957	не место	1	1
1958	сцены и	1	1
1959	этому слову	1	1
1960	найти свое	1	1
1961	литературная критика	2	1
1962	от всей	1	1
1963	эта последняя	1	1
1964	сколько ни	1	1
1965	как следствие	2	1
1966	отчета в	3	1
1967	что нового	1	1
1968	всех литературных	1	1
1969	представляется в	1	1
1970	отдает себе	1	1
1971	это самое	1	1
1972	сцены не	1	1
1973	как произведение	2	1
1974	основания и	1	1
1975	в черновиках	1	1
1976	но оно	1	1
1977	остался совершенно	1	1
1978	но их	1	1
1979	которых можно	1	1
1980	и довольно	1	1
1981	давно и	1	1
1982	за нас	1	1
1983	характер его	1	1
1984	и пр	4	1
1985	это дело	3	1
1986	языка и	4	1
1987	произведение не	1	1
1988	часто дает	1	1
1989	традиции но	1	1
1990	под видом	1	1
1991	его произведением	1	1
1992	противоречия которые	1	1
1993	принципиально не	1	1
1994	в роли	1	1
1995	один только	1	1
1996	значение этого	1	1
1997	во мне	1	1
1998	сохраняет и	1	1
1999	ли у	1	1
2000	в прежних	1	1
2001	счастливый а	1	1
2002	них как	1	1
2003	так называемым	2	1
2004	наукой и	1	1
2005	интерес и	1	1
2006	вы говорите	1	1
2007	к роли	1	1
2008	ко времени	2	1
2009	мнение о	2	1
2010	сам пушкин	5	1
2011	не отдает	1	1
2012	на камне	1	1
2013	теперь не	1	1
2014	повествует о	1	1
2015	в графе	1	1
2016	тогда как	1	1
2017	верст и	1	1
2018	отразившейся в	1	1
2019	в силе	1	1
2020	связанных с	1	1
2021	не встречается	1	1
2022	короля его	1	1
2023	в прозу	1	1
2024	который присутствует	1	1
2025	оставил в	1	1
2026	с собою	1	1
2027	в данной	2	1
2028	в деревне	1	1
2029	речи в	1	1
2030	времени см	1	1
2031	начиная с	2	1
2032	возражали против	1	1
2033	пушкин с	3	1
2034	для изучения	4	1
2035	в недостаточной	1	1
2036	таких сопоставлений	1	1
2037	в каждый	1	1
2038	ли можно	2	1
2039	каждой его	1	1
2040	не имели	2	1
2041	знаком с	1	1
2042	поэтического языка	2	1
2043	формы для	1	1
2044	этот стих	1	1
2045	критика о	1	1
2046	не имел	1	1
2047	внимания заслуживает	1	1
2048	в остальных	3	1
2049	анализа трагедии	1	1
2050	языком которым	1	1
2051	в м	2	1
2052	для пушкина	21	1
2053	догадаться что	1	1
2054	сомнений в	3	1
2055	подобного рода	1	1
2056	не заслуживают	1	1
2057	пример в	1	1
2058	прямой связи	1	1
2059	положение вещей	1	1
2060	приемы в	1	1
2061	новый и	1	1
2062	будто существует	1	1
2063	стих и	1	1
2064	иначе обстояло	1	1
2065	решительно ни	1	1
2066	вы увидите	1	1
2067	на какой-то	1	1
2068	несколько отдельных	1	1
2069	что значит	2	1
2070	объяснений для	1	1
2071	этой мысли	2	1
2072	для всего	1	1
2073	месте своей	1	1
2074	и общей	1	1
2075	а это	1	1
2076	нашей точки	1	1
2077	впечатление если	1	1
2078	и ясных	1	1
2079	на произведение	2	1
2080	мало того	1	1
2081	в английском	1	1
2082	перемена в	1	1
2083	писал что	1	1
2084	как метод	1	1
2085	нет это	2	1
2086	для испытания	1	1
2087	с их	2	1
2088	задач и	1	1
2089	же цели	1	1
2090	что является	1	1
2091	этого рода	2	1
2092	больше в	1	1
2093	иногда и	2	1
2094	в свои	1	1
2095	этих описаний	1	1
2096	что будет	1	1
2097	своими глазами	1	1
2098	еще что	2	1
2099	пир во	1	1
2100	поэтому как	1	1
2101	дальнейшие слова	1	1
2102	на высоту	1	1
2103	кто именно	1	1
2104	можно считать	2	1
2105	своей речи	1	1
2106	пушкина до	3	1
2107	которую указывает	1	1
2108	этот раз	2	1
2109	если и	1	1
2110	для критики	1	1
2111	фактами не	1	1
2112	другом месте	2	1
2113	всего прочего	1	1
2114	возникает необходимость	1	1
2115	должны говорить	1	1
2116	критика который	1	1
2117	говорить как	1	1
2118	и поэтической	1	1
2119	не создает	1	1
2120	только и	1	1
2121	какой он	1	1
2122	комментариях к	1	1
2123	отступление от	1	1
2124	так а	2	1
2125	чем из	1	1
2126	говорит об	4	1
2127	ли отсюда	1	1
2128	социологического изучения	1	1
2129	особенно в	2	1
2130	понимать что	1	1
2131	не показано	1	1
2132	но сами	1	1
2133	больше внимания	1	1
2134	от принципа	1	1
2135	оставляет камня	1	1
2136	которая для	1	1
2137	по дороге	1	1
2138	начать с	2	1
2139	он чувствует	1	1
2140	свое выражение	2	1
2141	дело когда	2	1
2142	каждое произведение	1	1
2143	однако ни	2	1
2144	очевидно в	1	1
2145	эти утверждения	1	1
2146	и сложном	1	1
2147	а по	1	1
2148	фактами в	1	1
2149	описаний в	1	1
2150	его статьи	2	1
2151	внутри одного	1	1
2152	но дело	1	1
2153	ссылками на	1	1
2154	них всегда	1	1
2155	узкого круга	1	1
2156	и всякая	1	1
2157	его места	1	1
2158	допускают мысли	1	1
2159	статье о	3	1
2160	числе и	2	1
2161	во многом	3	1
2162	к изучению	1	1
2163	или так	1	1
2164	научного значения	2	1
2165	его отношений	1	1
2166	он о	1	1
2167	не успел	1	1
2168	эту тему	4	1
2169	другой и	1	1
2170	но я	5	1
2171	право на	1	1
2172	включает в	1	1
2173	драматургической техники	1	1
2174	же это	3	1
2175	он пытался	1	1
2176	в эпоху	3	1
2177	правы были	1	1
2178	и обратно	1	1
2179	эта женщина	1	1
2180	что слишком	1	1
2181	последовательности в	1	1
2182	и избрал	1	1
2183	трагедии не	2	1
2184	отдельном случае	1	1
2185	когда казалось	1	1
2186	какого бы	1	1
2187	сколько и	1	1
2188	пушкин в	4	1
2189	у автора	1	1
2190	должна получить	1	1
2191	они их	1	1
2192	этого в	1	1
2193	свой список	1	1
2194	в момент	1	1
2195	на форму	1	1
2196	самого себя	1	1
2197	стоят в	1	1
2198	сверх того	1	1
2199	не открывается	1	1
2200	в одних	1	1
2201	очень важно	1	1
2202	оказывается не	1	1
2203	есть лица	1	1
2204	ни стало	1	1
2205	которой в	3	1
2206	линию к	1	1
2207	значение этой	1	1
2208	которые по	1	1
2209	намека на	1	1
2210	как своего	2	1
2211	собой разумеется	1	1
2212	все необходимые	1	1
2213	то не	3	1
2214	говорить что	1	1
2215	путем в	2	1
2216	внешней формы	1	1
2217	а там	1	1
2218	он имеет	1	1
2219	на свой	2	1
2220	жизнь если	1	1
2221	а во-вторых	2	1
2222	по их	1	1
2223	результате этого	1	1
2224	чувствую что	1	1
2225	а того	1	1
2226	между той	1	1
2227	на существование	1	1
2228	у критиков	1	1
2229	написана не	1	1
2230	нем нельзя	1	1
2231	считать что	1	1
2232	показаться что	1	1
2233	стороны в	2	1
2234	и творчества	2	1
2235	правда в	1	1
2236	уже выше	2	1
2237	равно не	1	1
2238	и внутренне	1	1
2239	а именно	3	1
2240	в одно	1	1
2241	языка на	1	1
2242	мы так	1	1
2243	дело которое	1	1
2244	он по	2	1
2245	только частный	1	1
2246	в язвы	1	1
2247	своем рассказе	1	1
2248	относиться к	1	1
2249	было написано	1	1
2250	на материале	1	1
2251	вытекает ли	1	1
2252	сам же	1	1
2253	также говорят	1	1
2254	и грубой	1	1
2255	было не	3	1
2256	другое соображение	1	1
2257	в первую	2	1
2258	ответить на	1	1
2259	на человека	1	1
2260	всего и	1	1
2261	чтобы найти	1	1
2262	чтения этой	1	1
2263	для тебя	1	1
2264	по тем	1	1
2265	его создания	1	1
2266	бы вдруг	1	1
2267	нет такой	2	1
2268	значение то	1	1
2269	входит в	1	1
2270	не должен	2	1
2271	эти обвинения	1	1
2272	еще почти	1	1
2273	с личной	1	1
2274	вся задача	1	1
2275	перед своими	1	1
2276	которыми он	3	1
2277	уже о	6	1
2278	вопроса об	1	1
2279	время чумы	2	1
2280	фактам и	1	1
2281	пушкин не	11	1
2282	относится не	1	1
2283	этот тезис	1	1
2284	практике но	1	1
2285	собой совершенно	1	1
2286	нем нужно	1	1
2287	видеть что	1	1
2288	указано что	2	1
2289	силы тех	1	1
2290	итог нашего	1	1
2291	чтобы эта	1	1
2292	этим не	1	1
2293	внимания к	1	1
2294	всегда можно	1	1
2295	этому принципу	1	1
2296	действительностью в	1	1
2297	не понимаем	1	1
2298	поэзия или	1	1
2299	именно такие	1	1
2300	они делают	1	1
2301	нашего критика	1	1
2302	правилу которое	1	1
2303	и научное	1	1
2304	своем романе	1	1
2305	что писал	3	1
2306	временной последовательности	1	1
2307	не становится	1	1
2308	постоянно в	1	1
2309	могут и	1	1
2310	нашей современной	1	1
2311	для поэтического	1	1
2312	она ни	1	1
2313	каждого произведения	1	1
2314	котором непременно	1	1
2315	любопытно в	1	1
2316	простое и	1	1
2317	я с	3	1
2318	к расширению	1	1
2319	не понял	1	1
2320	та сложная	1	1
2321	попытаться взглянуть	1	1
2322	упоминать о	1	1
2323	значение которых	1	1
2324	дает возможность	1	1
2325	он считал	1	1
2326	трагедии дело	1	1
2327	стилистический прием	1	1
2328	чтобы выяснить	1	1
2329	пушкина который	5	1
2330	что лицо	1	1
2331	ясного и	1	1
2332	было они	1	1
2333	как трагедия	3	1
2334	основании анализа	1	1
2335	в обеих	5	1
2336	рассказ из	1	1
2337	очень далеко	1	1
2338	в повестях	6	1
2339	разумеется в	2	1
2340	прием который	1	1
2341	это письмо	2	1
2342	и поэтом	1	1
2343	всеобщим достоянием	1	1
2344	в исторических	1	1
2345	дошла до	1	1
2346	объясняется тем	1	1
2347	тогда и	1	1
2348	важны не	1	1
2349	него самого	2	1
2350	которые тем	1	1
2351	трагедию с	2	1
2352	похоже на	3	1
2353	не соответствует	1	1
2354	внимание то	1	1
2355	при решении	1	1
2356	которая лежит	1	1
2357	своем мнении	1	1
2358	и нужно	3	1
2359	и этим	1	1
2360	в научном	1	1
2361	заключается вовсе	1	1
2362	поэта в	1	1
2363	отсюда что	1	1
2364	который совершенно	1	1
2365	известна в	1	1
2366	изучения этого	1	1
2367	сколько бы	1	1
2368	научного и	1	1
2369	внешнего мира	1	1
2370	ясно указано	1	1
2371	бы никогда	1	1
2372	нового и	1	1
2373	и притом	1	1
2374	правильного понимания	1	1
2375	что вы	1	1
2376	нужно не	2	1
2377	говорит в	3	1
2378	который ставит	1	1
2379	случае всякий	1	1
2380	более серьезных	1	1
2381	которым прибегает	1	1
2382	отношений к	2	1
2383	извлечь из	1	1
2384	сюжетного построения	1	1
2385	в ожидании	1	1
2386	создания данного	1	1
2387	представляют собою	1	1
2388	принято в	1	1
2389	также в	2	1
2390	между прочим	10	1
2391	долго и	2	1
2392	всякую возможность	1	1
2393	первом своем	1	1
2394	общее правило	1	1
2395	нужно еще	1	1
2396	стороне дела	1	1
2397	следующими словами	1	1
2398	же касается	3	1
2399	что ведь	1	1
2400	скорей наоборот	1	1
2401	он жил	1	1
2402	известным и	1	1
2403	сценах шекспира	1	1
2404	и отдельные	1	1
2405	важное перед	1	1
2406	характере и	1	1
2407	делаются первые	1	1
2408	выражение в	2	1
2409	все наиболее	1	1
2410	за ту	1	1
2411	стыде но	1	1
2412	нами по	1	1
2413	о зависимости	1	1
2414	которых в	3	1
2415	с какой-то	1	1
2416	без сомнения	1	1
2417	в нечто	1	1
2418	сцену в	1	1
2419	становится яснее	1	1
2420	близко к	1	1
2421	от обычной	1	1
2422	в и	143	1
2423	очевидно не	2	1
2424	раз я	2	1
2425	к новым	1	1
2426	xvii в	1	1
2427	но вовсе	1	1
2428	пунктом для	1	1
2429	вывод который	1	1
2430	не верить	1	1
2431	подробное описание	1	1
2432	ту критику	1	1
2433	и критика	2	1
2434	совершенно серьезно	1	1
2435	в основание	1	1
2436	они свидетельствуют	1	1
2437	ведь на	1	1
2438	в тоне	1	1
2439	совершенно независимо	1	1
2440	в наших	2	1
2441	вопрос можно	1	1
2442	у которого	1	1
2443	из писем	3	1
2444	есть место	1	1
2445	ответы на	1	1
2446	мысли чтобы	1	1
2447	это похоже	1	1
2448	но без	1	1
2449	не говорится	1	1
2450	неужели в	1	1
2451	именно чтобы	1	1
2452	известном смысле	1	1
2453	примеров из	5	1
2454	с настоящим	1	1
2455	и философской	1	1
2456	не сказалось	1	1
2457	но нет	2	1
2458	вопроса в	2	1
2459	мысль в	1	1
2460	еще быть	1	1
2461	мы теперь	1	1
2462	совершенно открыто	2	1
2463	и языка	6	1
2464	писателя в	2	1
2465	значение как	1	1
2466	к сюжету	1	1
2467	пример из	1	1
2468	быть для	1	1
2469	которые были	1	1
2470	то понимание	1	1
2471	по первому	2	1
2472	но вот	1	1
2473	бахчисарайском фонтане	8	1
2474	произведение для	1	1
2475	нет не	1	1
2476	поэзии так	1	1
2477	какой же	1	1
2478	уже приводил	2	1
