N	2gram	Bakhtin_Pr	Istorich
1324	к более	1	2
1325	не сказано	1	2
1326	смерть как	1	2
1327	предмет и	2	2
1328	одновременно и	5	2
1329	жили в	1	2
1330	был очень	1	2
1331	почти все	1	2
1332	них в	3	2
1333	жизни на	2	2
1334	направлен на	2	2
1335	и смерть	1	2
1336	на материале	1	2
1337	дают нам	1	2
1338	ней на	1	2
1339	которые мы	3	2
1340	не боится	2	2
1341	от лица	1	2
1342	начиная от	1	2
1343	очень близок	1	2
1344	и другой	4	2
1345	и остается	1	2
1346	изменениями в	1	2
1347	поэтому мы	1	2
1348	с помощью	4	2
1349	говорить о	2	2
1350	или точнее	2	2
1351	образа и	1	2
1352	этим создается	1	2
1353	среди них	1	2
1354	только самый	1	2
1355	или если	1	2
1356	позволит нам	1	2
1357	вернуться к	1	2
1358	ясным из	1	2
1359	согласиться с	1	2
1360	из самой	1	2
1361	чтобы стать	1	2
1362	три месяца	1	2
1363	у этих	1	2
1364	вопрос и	1	2
1365	станет ясным	1	2
1366	а кругом	1	2
1367	он очень	1	2
1368	несколько слов	3	2
1369	которую они	2	2
1370	ту роль	1	2
1371	него как	4	2
1372	элемент в	1	2
1373	же деле	2	2
1374	сам начинает	1	2
1375	как нет	1	2
1376	от друга	2	2
1377	подчеркнуть что	4	2
1378	по мнению	1	2
1379	и современная	1	2
1380	сюжетам и	1	2
1381	наше внимание	1	2
1382	формах в	1	2
1383	не о	2	2
1384	всех его	3	2
1385	он ставит	1	2
1386	между этими	2	2
1387	смысле и	3	2
1388	той роли	1	2
1389	лестницы и	1	2
1390	меньшей степени	6	2
1391	себя как	2	2
1392	в мире	8	2
1393	и героем	1	2
1394	такой вывод	1	2
1395	много и	3	2
1396	на себе	1	2
1397	теперь после	1	2
1398	является сам	1	2
1399	остается в	2	2
1400	не одного	2	2
1401	такую большую	1	2
1402	именно потому	1	2
1403	земли на	2	2
1404	человека который	1	2
1405	в приведенном	1	2
1406	или меньшей	6	2
1407	этим дело	1	2
1408	необходимо еще	3	2
1409	ни за	1	2
1410	это типичная	1	2
1411	с женой	2	2
1412	бы мне	1	2
1413	встречается у	1	2
1414	видел и	2	2
1415	других и	2	2
1416	на ее	2	2
1417	учение о	1	2
1418	человек с	1	2
1419	других форм	1	2
1420	особенности этого	5	2
1421	в сущности	15	2
1422	не исчерпывается	1	2
1423	здесь с	1	2
1424	место занимает	1	2
1425	нельзя дать	1	2
1426	него нет	1	2
1427	как с	1	2
1428	этому мы	1	2
1429	в самой	2	2
1430	есть нечто	1	2
1431	и делают	1	2
1432	так называемый	1	2
1433	с социальной	1	2
1434	это также	2	2
1435	нет он	1	2
1436	в процессе	4	2
1437	все на	1	2
1438	здесь гораздо	2	2
1439	героя на	1	2
1440	и жизни	3	2
1441	не знать	1	2
1442	влияния на	1	2
1443	друг от	2	2
1444	всей своей	2	2
1445	ничего общего	1	2
1446	в любой	1	2
1447	с сыном	1	2
1448	что эту	1	2
1449	истории не	1	2
1450	традиции в	1	2
1451	как целое	1	2
1452	ни у	3	2
1453	их друг	1	2
1454	к отдельным	1	2
1455	совпадает с	1	2
1456	а может	1	2
1457	его нельзя	1	2
1458	здесь очень	2	2
1459	или иных	2	2
1460	а о	1	2
1461	друга и	1	2
1462	говоря что	1	2
1463	себя от	1	2
1464	быть это	1	2
1465	а во	3	2
1466	имеют такое	1	2
1467	не за	3	2
1468	к миру	2	2
1469	в сознании	2	2
1470	нами на	1	2
1471	остановиться и	1	2
1472	это значение	1	2
1473	его роль	1	2
1474	материал и	1	2
1475	случаев и	1	2
1476	нее и	1	2
1477	на время	2	2
1478	к материалу	1	2
1479	только одного	1	2
1480	даже когда	2	2
1481	живущих в	1	2
1482	берет на	1	2
1483	сам себя	1	2
1484	над всем	1	2
1485	все так	1	2
1486	с очень	1	2
1487	не для	1	2
1488	в определенных	1	2
1489	мире в	1	2
1490	она будет	1	2
1491	с нашей	1	2
1492	со смертью	3	2
1493	возможность такого	1	2
1494	со словами	1	2
1495	чем же	1	2
1496	есть уже	1	2
1497	века и	6	2
1498	и где	1	2
1499	и начинается	1	2
1500	будем называть	2	2
1501	этого развития	1	2
1502	до ее	2	2
1503	это очень	5	2
1504	обе эти	3	2
1505	этого места	1	2
1506	во многом	3	2
1507	он прежде	1	2
1508	жизнь и	3	2
1509	на свете	2	2
1510	в стиле	1	2
1511	и тех	1	2
1512	всем их	2	2
1513	все другие	1	2
1514	в прямой	1	2
1515	что вы	1	2
1516	они играют	2	2
1517	нельзя не	1	2
1518	могут дать	1	2
1519	здесь это	1	2
1520	характерно для	1	2
1521	нужно было	1	2
1522	здесь они	1	2
1523	на античном	1	2
1524	с земли	2	2
1525	из своей	3	2
1526	с человеком	3	2
1527	его а	1	2
1528	лишь в	1	2
1529	по той	1	2
1530	чтобы овладеть	1	2
1531	известен в	1	2
1532	этом и	1	2
1533	она сохранила	1	2
1534	полное развитие	1	2
1535	связаны со	1	2
1536	на следующее	1	2
1537	что данная	1	2
1538	он во	1	2
1539	и прежде	6	2
1540	дел и	1	2
1541	все более	2	2
1542	напомним что	2	2
1543	именно это	1	2
1544	совершается в	2	2
1545	не к	3	2
1546	след и	1	1
1547	сознании и	1	1
1548	что дверь	1	1
1549	пределах одного	6	1
1550	еще раз	6	1
1551	показалось что	1	1
1552	себе внимание	1	1
1553	про то	1	1
1554	знать и	1	1
1555	и разным	1	1
1556	некоторой степени	1	1
1557	важно для	1	1
1558	и над	1	1
1559	ее мы	1	1
1560	и был	1	1
1561	самое место	1	1
1562	она проявляется	1	1
1563	так можно	2	1
1564	внешнее сходство	1	1
1565	в общей	1	1
1566	не меняет	1	1
1567	из ее	1	1
1568	без него	1	1
1569	часто даже	1	1
1570	и самые	2	1
1571	весьма вероятно	1	1
1572	как образ	1	1
1573	он остается	2	1
1574	нами уже	2	1
1575	я за	2	1
1576	о мире	1	1
1577	этой форме	1	1
1578	этот элемент	1	1
1579	форму и	1	1
1580	взаимоотношение между	1	1
1581	еще недостаточно	3	1
1582	этой жизни	1	1
1583	одного вопроса	1	1
1584	где происходит	1	1
1585	свое название	1	1
1586	земля и	1	1
1587	развития но	2	1
1588	образом между	1	1
1589	мысли о	3	1
1590	прошлого в	1	1
1591	видит сон	1	1
1592	и дверь	1	1
1593	собой не	1	1
1594	по этим	1	1
1595	свет божий	1	1
1596	себе кое-что	1	1
1597	меняет дела	1	1
1598	никаких сомнений	1	1
1599	широком смысле	3	1
1600	к цепи	1	1
1601	древних и	1	1
1602	людей которые	1	1
1603	и смерти	3	1
1604	мы особо	1	1
1605	над собой	2	1
1606	было и	1	1
1607	ними и	1	1
1608	в жизнь	2	1
1609	от последней	1	1
1610	и отчасти	2	1
1611	века в	4	1
1612	своему предмету	2	1
1613	я жил	1	1
1614	не сделал	2	1
1615	которых никто	1	1
1616	то этот	1	1
1617	не согласиться	1	1
1618	языка в	1	1
1619	брошенные в	1	1
1620	чтобы убедиться	1	1
1621	с огромным	1	1
1622	мира на	1	1
1623	начале рассказа	1	1
1624	одного социального	1	1
1625	она еще	1	1
1626	мы все	2	1
1627	не исключает	2	1
1628	может служить	2	1
1629	тон рассказа	3	1
1630	герой ничего	1	1
1631	понятно так	1	1
1632	у апулея	2	1
1633	литературе нет	1	1
1634	и сюжет	1	1
1635	рассказывает о	1	1
1636	от своей	2	1
1637	точке зрения	1	1
1638	нужно искать	1	1
1639	продолжает жить	2	1
1640	общаться с	1	1
1641	как последнее	1	1
1642	и ждут	1	1
1643	здесь собственно	1	1
1644	сохраняются некоторые	1	1
1645	широко распространенный	2	1
1646	иногда до	1	1
1647	ее но	1	1
1648	вопросу в	1	1
1649	противопоставлены в	1	1
1650	будем говорить	2	1
1651	можем сказать	1	1
1652	иным как	1	1
1653	существу мы	1	1
1654	сон и	1	1
1655	и всякого	1	1
1656	проявляется и	2	1
1657	они объединены	1	1
1658	и стать	1	1
1659	но самый	1	1
1660	строго говоря	2	1
1661	но там	2	1
1662	и иной	1	1
1663	наконец последняя	1	1
1664	не найдем	1	1
1665	лет то	1	1
1666	или иным	1	1
1667	и могли	1	1
1668	ними или	1	1
1669	во вторую	1	1
1670	ярче всего	1	1
1671	лишь тогда	1	1
1672	правда это	2	1
1673	жизни ср	1	1
1674	подготовки и	1	1
1675	даже к	2	1
1676	схема которая	1	1
1677	начинается рассказ	1	1
1678	остаются в	1	1
1679	у каждого	1	1
1680	конца в	1	1
1681	понимает ее	2	1
1682	сюжет не	3	1
1683	в особое	1	1
1684	они действительно	1	1
1685	или иному	1	1
1686	и виланд	1	1
1687	на площадь	1	1
1688	это слово	1	1
1689	на олимп	1	1
1690	есть с	2	1
1691	это вполне	1	1
1692	мы жили	1	1
1693	под звуки	1	1
1694	он продолжает	1	1
1695	с членами	1	1
1696	который делает	1	1
1697	типичные черты	1	1
1698	находятся и	1	1
1699	живет и	1	1
1700	тех событий	1	1
1701	перед необходимостью	1	1
1702	ее развития	1	1
1703	на которое	1	1
1704	для историка	1	1
1705	ко всем	2	1
1706	город на	1	1
1707	менее он	1	1
1708	развитие в	2	1
1709	должны войти	1	1
1710	но такая	1	1
1711	и понимает	3	1
1712	первобытном мышлении	1	1
1713	культового характера	1	1
1714	перед началом	1	1
1715	искусств но	1	1
1716	а здесь	1	1
1717	в высоких	1	1
1718	рядом с	2	1
1719	о характере	1	1
1720	спускаются в	1	1
1721	того и	3	1
1722	странствуют по	1	1
1723	которые имеют	3	1
1724	в двух	3	1
1725	перескакивает через	2	1
1726	на границе	4	1
1727	ему нельзя	1	1
1728	быть очень	1	1
1729	и рождение	1	1
1730	здесь почти	1	1
1731	ним а	2	1
1732	действительности и	2	1
1733	словом это	1	1
1734	если оно	3	1
1735	мы говорили	2	1
1736	есть здесь	2	1
1737	взятые в	1	1
1738	и рассматривать	1	1
1739	через смерть	1	1
1740	особенностей его	1	1
1741	с чертом	2	1
1742	это должно	1	1
1743	близко к	1	1
1744	близкими к	1	1
1745	человека как	1	1
1746	на весь	2	1
1747	чаще чем	1	1
1748	остается на	2	1
1749	на самый	1	1
1750	речи и	3	1
1751	было только	1	1
1752	как объект	1	1
1753	и является	1	1
1754	перескакивает на	1	1
1755	вот что	2	1
1756	где в	2	1
1757	он связан	1	1
1758	кроме этих	1	1
1759	перед лицом	1	1
1760	не слышим	1	1
1761	вниз в	1	1
1762	явлением и	1	1
1763	никогда в	1	1
1764	же а	1	1
1765	выходят за	2	1
1766	целом и	1	1
1767	мы их	1	1
1768	это вовсе	1	1
1769	мертвых где	1	1
1770	след в	1	1
1771	но прежде	1	1
1772	через два	3	1
1773	вне этого	1	1
1774	нам придется	1	1
1775	момент является	1	1
1776	но кроме	1	1
1777	тексты и	2	1
1778	по нескольку	1	1
1779	бы я	1	1
1780	прямо с	1	1
1781	и общественного	1	1
1782	правда этот	1	1
1783	высшей степени	1	1
1784	и сами	1	1
1785	чем выше	1	1
1786	проследить эту	1	1
1787	полный и	1	1
1788	чтобы приобщиться	1	1
1789	однако почти	1	1
1790	как типичный	1	1
1791	такой сюжет	1	1
1792	ii но	1	1
1793	на анализе	1	1
1794	характерно и	1	1
1795	жизни а	2	1
1796	своего собственного	1	1
1797	от такой	1	1
1798	в античном	1	1
1799	гораздо слабее	1	1
1800	и кроме	1	1
1801	и отражает	1	1
1802	сложное и	1	1
1803	освободиться от	1	1
1804	которого оно	2	1
1805	домом на	1	1
1806	на иной	1	1
1807	в корне	1	1
1808	мне и	1	1
1809	социального положения	1	1
1810	в отношении	3	1
1811	дальше идет	2	1
1812	или к	2	1
1813	не признает	1	1
1814	чтоб не	1	1
1815	и создает	3	1
1816	себе иной	1	1
1817	считать этот	1	1
1818	только еще	1	1
1819	по-видимому уже	3	1
1820	со всеми	8	1
1821	или нет?	2	1
1822	не произошло	1	1
1823	этот сон	1	1
1824	этим связана	1	1
1825	можно согласиться	1	1
1826	на какой-то	1	1
1827	идет именно	1	1
1828	только но	1	1
1829	формы жизни	1	1
1830	еще с	1	1
1831	быть даже	2	1
1832	героев и	1	1
1833	он хотел	1	1
1834	с золотым	1	1
1835	все указанные	1	1
1836	и представляя	1	1
1837	будем останавливаться	1	1
1838	для подтверждения	1	1
1839	ли не	1	1
1840	сам с	1	1
1841	человека на	1	1
1842	отчасти и	4	1
1843	современности в	1	1
1844	нас интересует	4	1
1845	огня в	1	1
1846	к героям	1	1
1847	до конца	3	1
1848	при всех	2	1
1849	характерна для	4	1
1850	в те	1	1
1851	языка так	1	1
1852	возникает вопрос	1	1
1853	герой всегда	1	1
1854	на террасе	1	1
1855	широко и	1	1
1856	конечно все	1	1
1857	ни на	1	1
1858	был только	1	1
1859	перейти в	1	1
1860	корабля в	1	1
1861	него он	2	1
1862	так за	1	1
1863	своей собственной	1	1
1864	и разнообразие	1	1
1865	я ее	1	1
1866	античности мы	1	1
1867	переходные формы	1	1
1868	в образах	1	1
1869	связь но	1	1
1870	очень хорошо	3	1
1871	самое построение	1	1
1872	но сам	1	1
1873	остановимся подробнее	1	1
1874	всего этого	4	1
1875	которую он	3	1
1876	и испытание	1	1
1877	внимание и	1	1
1878	его исторических	1	1
1879	дом а	1	1
1880	вне его	1	1
1881	такие например	1	1
1882	вышедшая из	1	1
1883	впервые в	3	1
1884	значение имеет	2	1
1885	игра в	1	1
1886	был наполнен	1	1
1887	мысли не	1	1
1888	имеет и	2	1
1889	достаточно напомнить	1	1
1890	это просто	1	1
1891	в мировой	1	1
1892	преисподней и	5	1
1893	во времени	1	1
1894	нет кажется	1	1
1895	характерные для	1	1
1896	к лицу	1	1
1897	другие жанры	2	1
1898	и смеются	1	1
1899	всю землю	1	1
1900	и развивается	1	1
1901	необходимо коснуться	2	1
1902	мир в	1	1
1903	для художественного	1	1
1904	это был	2	1
1905	сделать в	1	1
1906	эпизода в	1	1
1907	человек мог	1	1
1908	начала его	1	1
1909	для всякого	1	1
1910	человек поэтому	1	1
1911	образ и	1	1
1912	ее а	1	1
1913	в определенном	1	1
1914	от основного	1	1
1915	считаем необходимым	1	1
1916	нашей точки	1	1
1917	и тут	2	1
1918	и всегда	2	1
1919	на чисто	1	1
1920	носит еще	2	1
1921	в широком	2	1
1922	для испытания	1	1
1923	другого но	1	1
1924	существенно отличается	1	1
1925	раз в	2	1
1926	собой он	2	1
1927	пределах одной	1	1
1928	говорят в	1	1
1929	полно и	1	1
1930	в кости	2	1
1931	целях и	1	1
1932	и тому	2	1
1933	всегда лежит	1	1
1934	отражается в	1	1
1935	прием в	1	1
1936	на высокие	1	1
1937	я стал	1	1
1938	если и	1	1
1939	почти во	3	1
1940	на фоне	1	1
1941	условиях и	2	1
1942	в условиях	7	1
1943	и без	4	1
1944	дело и	2	1
1945	мужа с	1	1
1946	на другого	1	1
1947	от образа	1	1
1948	непосредственно или	1	1
1949	к самой	2	1
1950	как все	1	1
1951	другой но	1	1
1952	и другого	2	1
1953	преобладает у	1	1
1954	друга у	1	1
1955	принципиальное значение	1	1
1956	и вызывал	1	1
1957	или косвенно	2	1
1958	быть наиболее	1	1
1959	ведь это	2	1
1960	античности очень	1	1
1961	действительности но	1	1
1962	и социального	1	1
1963	же от	1	1
1964	было никакого	1	1
1965	имели эти	1	1
1966	это приводило	1	1
1967	знакомые нам	1	1
1968	некоторых его	1	1
1969	и ни	1	1
1970	с особым	1	1
1971	только этого	1	1
1972	но всегда	1	1
1973	и таковы	1	1
1974	и получить	1	1
1975	уже содержится	1	1
1976	на меня	1	1
1977	второй момент	1	1
1978	своей родины	1	1
1979	и элементы	4	1
1980	это была	2	1
1981	каждый раз	1	1
1982	ним как	1	1
1983	его совесть	1	1
1984	не щадя	1	1
1985	например и	1	1
1986	и сон	3	1
1987	пространство в	1	1
1988	всех разновидностей	1	1
1989	через его	1	1
1990	всем этим	2	1
1991	тем или	1	1
1992	знаем мы	1	1
1993	пространства и	1	1
1994	в какой-то	5	1
1995	как выражение	1	1
1996	или еще	1	1
1997	у самого	1	1
1998	в высшую	1	1
1999	в плане	3	1
2000	но могли	1	1
2001	в друга	2	1
2002	нас интересуют	2	1
2003	лежит вне	1	1
2004	огромное значение	1	1
2005	дух в	1	1
2006	веревками и	1	1
2007	он о	1	1
2008	гораздо глубже	1	1
2009	или иной	2	1
2010	этот рассказ	2	1
2011	общества и	1	1
2012	на похороны	1	1
2013	остановимся в	1	1
2014	некоторых из	2	1
2015	переходят друг	1	1
2016	в так	1	1
2017	и обратно	1	1
2018	хотя они	2	1
2019	остались в	1	1
2020	она проходила	1	1
2021	здесь следует	1	1
2022	не надо	1	1
2023	своей противоположностью	1	1
2024	мы условно	1	1
2025	в позднее	1	1
2026	в той	2	1
2027	в лицо	1	1
2028	мы наблюдаем	4	1
2029	туман и	1	1
2030	он встретил	1	1
2031	и бьют	1	1
2032	это на	1	1
2033	находим в	3	1
2034	иной форме	1	1
2035	всего это	1	1
2036	он один	1	1
2037	условий жизни	1	1
2038	рода человеческого	2	1
2039	человеческой жизни	3	1
2040	друг в	4	1
2041	особый и	1	1
2042	мир как	1	1
2043	вещи в	1	1
2044	не бывал	1	1
2045	ней не	1	1
2046	предыдущей главе	1	1
2047	там они	1	1
2048	пор в	1	1
2049	средних веков	1	1
2050	она носит	1	1
2051	из авторов	1	1
2052	люди живут	1	1
2053	в глазах	1	1
2054	что делает	1	1
2055	их история	1	1
2056	к числу	1	1
2057	слова на	2	1
2058	литературу но	1	1
2059	жить и	4	1
2060	сторона этой	1	1
2061	важность для	1	1
2062	в году	2	1
2063	и свой	2	1
2064	даже показаться	1	1
2065	дается в	1	1
2066	значение они	1	1
2067	но автор	2	1
2068	именно эти	1	1
2069	из многочисленных	1	1
2070	в глубь	1	1
2071	то теперь	1	1
2072	в средневековой	2	1
2073	люди и	3	1
2074	сон о	1	1
2075	причем эта	1	1
2076	элементы в	2	1
2077	наиболее полное	1	1
2078	в метаморфозах	1	1
2079	и задачи	1	1
2080	и законов	1	1
2081	да мне	1	1
2082	все названные	1	1
2083	правда эта	1	1
2084	друг к	1	1
2085	принадлежат к	1	1
2086	в наиболее	1	1
2087	показаться что	1	1
2088	идея эта	1	1
2089	этих явлений	2	1
2090	на определенной	1	1
2091	все особенности	1	1
2092	всегда в	1	1
2093	были еще	1	1
2094	в точном	1	1
2095	материалом для	1	1
2096	одно очень	1	1
2097	он стремится	1	1
2098	жизнью в	2	1
2099	из причин	1	1
2100	к своим	1	1
2101	учитель в	1	1
2102	это сопоставление	1	1
2103	же самая	1	1
2104	могут оказаться	2	1
2105	тенденция к	1	1
2106	внезапно и	1	1
2107	очень важной	1	1
2108	зимы и	1	1
2109	он важен	1	1
2110	или что	1	1
2111	культов и	1	1
2112	видеть и	3	1
2113	на части	2	1
2114	в карты	1	1
2115	еще некоторых	1	1
2116	показано в	1	1
2117	убедиться что	1	1
2118	героя перед	1	1
2119	тело и	2	1
2120	очень широко	2	1
2121	к проблеме	1	1
2122	бы сам	1	1
2123	над которым	1	1
2124	во-вторых в	2	1
2125	что люди	1	1
2126	не чем	1	1
2127	не занимает	1	1
2128	люди а	1	1
2129	может поэтому	1	1
2130	порога в	1	1
2131	я думаю	1	1
2132	даже с	1	1
2133	второй половины	2	1
2134	его доме	1	1
2135	уже более	1	1
2136	ступени ее	1	1
2137	отношений и	1	1
2138	прямо или	1	1
2139	же они	1	1
2140	сохраняется в	1	1
2141	в самое	3	1
2142	и трагической	2	1
2143	всего рода	1	1
2144	их сознания	1	1
2145	у лукиана	6	1
2146	на предмет	5	1
2147	которых может	1	1
2148	являются уже	1	1
2149	здесь эта	2	1
2150	его герой	1	1
2151	даже особенно	1	1
2152	доля истины	1	1
2153	имеет с	1	1
2154	пределах данного	1	1
2155	проходит через	1	1
2156	в заключение	4	1
2157	собой а	1	1
2158	следующей главе	1	1
2159	же позволяет	1	1
2160	попал на	1	1
2161	распространена и	1	1
2162	еще достаточно	1	1
2163	этого и	1	1
2164	его она	1	1
2165	к различным	1	1
2166	передавалась через	1	1
2167	имеет по	1	1
2168	все здесь	3	1
2169	существу и	1	1
2170	на протяжении	5	1
2171	мы как	1	1
2172	в большие	1	1
2173	конечно есть	1	1
2174	к человеку	2	1
2175	и сохраняет	1	1
2176	имеют в	1	1
2177	вполне понятно	2	1
2178	какой-то другой	1	1
2179	эта древнейшая	1	1
2180	смысле то	1	1
2181	узком смысле	1	1
2182	то у	1	1
2183	древние формы	1	1
2184	в живых	1	1
2185	по разным	1	1
2186	на этих	1	1
2187	она свободна	1	1
2188	на древнюю	1	1
2189	только во	1	1
2190	дней но	2	1
2191	о существовании	1	1
2192	и сама	1	1
2193	своей стране	1	1
2194	иногда прямо	2	1
2195	но сами	1	1
2196	останавливаться не	1	1
2197	типа может	1	1
2198	не была	2	1
2199	какого-нибудь одного	1	1
2200	и притом	2	1
2201	положение и	1	1
2202	ли мы	1	1
2203	очень интересны	1	1
2204	героя может	1	1
2205	теперь от	1	1
2206	голову он	1	1
2207	в глубокую	1	1
2208	он ни	1	1
2209	но ведь	3	1
2210	для понимания	3	1
2211	некоторых других	2	1
2212	в предисловии	1	1
2213	полном одиночестве	1	1
2214	знают и	1	1
2215	же жизнь	1	1
2216	вопросы в	1	1
2217	о которой	1	1
2218	находящегося на	1	1
2219	чем иным	1	1
2220	повествовательная литература	3	1
2221	в пределы	1	1
2222	и характер	2	1
2223	следовательно и	2	1
2224	и жизнь	2	1
2225	в психологическом	1	1
2226	слова здесь	2	1
2227	в другие	4	1
2228	к мысли	1	1
2229	достигает своего	1	1
2230	большого города	1	1
2231	например как	2	1
2232	знакомая нам	1	1
2233	она становится	1	1
2234	средневековья и	1	1
2235	вопроса о	1	1
2236	не был	3	1
2237	на которую	1	1
2238	традиции с	1	1
2239	этого сна	1	1
2240	тебе в	1	1
2241	для создания	1	1
2242	это были	2	1
2243	и выпил	2	1
2244	предполагает что	1	1
2245	свободна от	1	1
2246	еще ниже	1	1
2247	может даже	1	1
2248	по данному	2	1
2249	самый процесс	1	1
2250	объясняет это	1	1
2251	следующий эпизод	1	1
2252	знает но	1	1
2253	дать полную	1	1
2254	и исторические	1	1
2255	с вином	1	1
2256	все должны	1	1
2257	это выражено	1	1
2258	чем дальше	1	1
2259	ушел от	1	1
2260	отношение между	1	1
2261	под ней	1	1
2262	и одновременно	6	1
2263	одни только	1	1
2264	но только	2	1
2265	каждой детали	1	1
2266	бы уже	1	1
2267	этом смысле	5	1
2268	дальше мы	1	1
2269	из среды	1	1
2270	в новое	4	1
2271	смысла и	1	1
2272	это самая	1	1
2273	мысль также	1	1
2274	работы в	1	1
2275	с людьми	1	1
2276	при входе	1	1
2277	в идеальном	1	1
2278	и никогда	2	1
2279	как от	1	1
2280	и глубокое	1	1
2281	не входят	2	1
2282	человека то	1	1
2283	двери на	2	1
2284	над ней	1	1
2285	эпохи в	1	1
2286	что может	1	1
2287	в первой	2	1
2288	принадлежность к	1	1
2289	действительно в	1	1
2290	из очень	1	1
2291	ударом топора	1	1
2292	и религиозных	1	1
2293	в немецком	1	1
2294	основе всего	1	1
2295	для которых	1	1
2296	нет не	1	1
2297	мир но	1	1
2298	ней все	1	1
2299	затем когда	1	1
2300	одно без	1	1
2301	говорить с	1	1
2302	начинает развиваться	2	1
2303	и ту	2	1
2304	этот тип	1	1
2305	один шаг	1	1
2306	во втором	1	1
2307	продолжают существовать	1	1
2308	этой линии	1	1
2309	этой проблемы	1	1
2310	населения и	1	1
2311	друга в	1	1
2312	то есть	86	1
2313	но за	1	1
2314	сон не	2	1
2315	и обряды	1	1
2316	с каким-то	1	1
2317	до некоторой	1	1
2318	и ранний	1	1
2319	эти отношения	3	1
2320	от этой	1	1
2321	гораздо раньше	1	1
2322	он почти	1	1
2323	не ставит	1	1
2324	связью с	1	1
2325	к области	2	1
2326	найдем и	3	1
2327	шаг до	1	1
2328	преисподней или	1	1
2329	чтоб он	1	1
2330	если эти	1	1
2331	его формы	2	1
2332	власти и	2	1
2333	мог стать	1	1
2334	только они	2	1
2335	поэтому и	4	1
2336	широкое и	2	1
2337	связанная с	2	1
2338	со второй	1	1
2339	с головой	1	1
2340	как некогда	1	1
2341	целом его	1	1
2342	заключается в	1	1
2343	претендует на	1	1
2344	игра на	1	1
2345	общественного строя	1	1
2346	прикреплены к	1	1
2347	основе и	2	1
2348	стремятся к	1	1
2349	те формы	1	1
2350	может стать	4	1
2351	как над	1	1
2352	с огромной	1	1
2353	дело идет	1	1
2354	и отдельных	2	1
2355	правда не	1	1
2356	увиденная во	1	1
2357	в следующей	1	1
2358	второй вопрос	1	1
2359	почувствовал что	1	1
2360	же есть	1	1
2361	отрывок из	1	1
2362	юность и	1	1
2363	распространение в	1	1
2364	смертного приговора	2	1
2365	из области	1	1
2366	его о	1	1
2367	который и	1	1
2368	свое время	4	1
2369	замечаний мы	1	1
2370	вид и	1	1
2371	само же	1	1
2372	ли они	1	1
2373	остановиться несколько	2	1
2374	он владеет	3	1
2375	не является	1	1
2376	и уничтожение	1	1
2377	который не	2	1
2378	очень далеко	1	1
2379	здесь дается	1	1
2380	героем его	1	1
2381	классового общества	1	1
2382	с внутренней	1	1
2383	иного типа	1	1
2384	должны перейти	1	1
2385	и два	1	1
2386	этим явлениям	1	1
2387	здесь о	2	1
2388	рассказчика то	1	1
2389	лежащего в	1	1
2390	есть одновременно	1	1
2391	жил как	1	1
2392	и исчезает	1	1
2393	человека что	1	1
2394	времени и	4	1
2395	ли вы	1	1
2396	как стремление	1	1
2397	же время	8	1
2398	образом у	1	1
2399	потому и	1	1
2400	туда ни	1	1
2401	еще вернемся	4	1
2402	к созданию	1	1
2403	есть чтобы	1	1
2404	но именно	4	1
2405	например здесь	1	1
2406	с нею	1	1
2407	очень различны	1	1
2408	того с	1	1
2409	оно должно	2	1
2410	который по	1	1
2411	ставшего в	1	1
2412	слово и	2	1
2413	литература в	1	1
2414	нас прежде	2	1
2415	окончательное решение	1	1
2416	них то	1	1
2417	мировой религии	1	1
2418	здесь было	1	1
2419	только мог	1	1
2420	ситуации в	1	1
2421	вниз все	1	1
2422	для ивана	1	1
2423	рассказ и	3	1
2424	определить его	1	1
2425	стоящего на	2	1
2426	категории и	1	1
2427	поставлен на	1	1
2428	одно лицо	2	1
2429	или недавно	1	1
2430	заключенных в	1	1
2431	образы и	1	1
2432	я у	1	1
2433	и сквозь	1	1
2434	с современными	1	1
2435	можно себе	1	1
2436	этот термин	1	1
2437	из представления	1	1
2438	все элементы	1	1
2439	наш обзор	1	1
2440	игра и	1	1
2441	случаев мы	1	1
2442	безумие и	1	1
2443	с участием	1	1
2444	с большей	1	1
2445	этом отношении	1	1
2446	таких например	1	1
2447	как особый	2	1
2448	находим и	1	1
2449	указание на	1	1
2450	хорошо и	1	1
2451	из своих	3	1
2452	лицом к	1	1
2453	наблюдение над	1	1
2454	очень важный	1	1
2455	литературу и	1	1
2456	с разными	1	1
2457	ибо оно	1	1
2458	на грани	2	1
2459	потом на	1	1
2460	и никакой	1	1
2461	и непосредственно	1	1
2462	и которая	2	1
2463	следует отметить	2	1
2464	и четвертая	1	1
2465	правда обычно	1	1
2466	между собою	2	1
2467	в литературу	5	1
2468	освобожденная от	1	1
2469	словом и	2	1
2470	замечательно что	1	1
2471	фольклора и	1	1
2472	не подлежит	1	1
2473	влиянии на	1	1
2474	особая категория	1	1
2475	умирать или	1	1
2476	сне в	1	1
2477	не пользуется	1	1
2478	а становится	1	1
2479	широкое распространение	1	1
2480	сталкивается с	1	1
2481	бывает так	1	1
2482	рассудка и	2	1
2483	его же	1	1
2484	олимп и	1	1
2485	которое все	1	1
2486	города с	1	1
2487	несколько типичных	1	1
2488	очень многие	1	1
2489	загробное царство	1	1
2490	чтобы сделать	1	1
2491	человека к	3	1
2492	же может	1	1
2493	необходимости перечислять	1	1
2494	ко всему	1	1
2495	этого нельзя	1	1
