N	2gram	Vygotskiy_	formyVre
1301	с определенными	1	1
1302	все выше	1	1
1303	из общего	1	1
1304	она была	1	1
1305	у которого	1	1
1306	могла бы	1	1
1307	которых оно	1	1
1308	представляется чрезвычайно	1	1
1309	оно вообще	2	1
1310	и создание	1	1
1311	вопрос в	1	1
1312	он в	1	1
1313	своем дальнейшем	1	1
1314	однако в	2	1
1315	строится на	1	1
1316	форм или	1	1
1317	к человеческому	1	1
1318	это делает	1	1
1319	и объединены	1	1
1320	что может	1	1
1321	берется в	1	1
1322	на отдельные	2	1
1323	даже если	1	1
1324	в первой	1	1
1325	комплекса как	2	1
1326	с которым	2	1
1327	в общем	1	1
1328	рассуждения и	1	1
1329	что благодаря	1	1
1330	на обычную	1	1
1331	особое внимание	1	1
1332	бы быть	2	1
1333	зрения для	1	1
1334	те кто	1	1
1335	и сверху	1	1
1336	слова как	1	1
1337	который был	1	1
1338	в различные	1	1
1339	этих связей	1	1
1340	независимо от	5	1
1341	задачи не	1	1
1342	и чем	1	1
1343	должны будем	1	1
1344	понятия и	8	1
1345	следует за	1	1
1346	затем когда	1	1
1347	на рубеже	1	1
1348	проявляются в	2	1
1349	время совершенно	1	1
1350	в развитии	46	1
1351	так называемом	1	1
1352	для самого	1	1
1353	и ту	1	1
1354	это внутреннее	1	1
1355	были бы	3	1
1356	возрасте в	2	1
1357	с полной	1	1
1358	в речи	4	1
1359	основе этой	1	1
1360	на деле	6	1
1361	сложном и	1	1
1362	трудом и	1	1
1363	объединения различных	1	1
1364	относятся и	1	1
1365	характерная для	1	1
1366	мы увидели	1	1
1367	является здесь	1	1
1368	к другим	2	1
1369	форм которые	1	1
1370	самым существенным	1	1
1371	можно видеть	1	1
1372	безотносительно к	1	1
1373	речи но	3	1
1374	известно что	2	1
1375	происходит этот	1	1
1376	в случаях	1	1
1377	почти не	1	1
1378	этого понятия	3	1
1379	которое возникает	1	1
1380	нет резких	1	1
1381	стороны они	1	1
1382	у другого	1	1
1383	которым она	1	1
1384	никакого определенного	1	1
1385	что это	8	1
1386	и из	1	1
1387	в наиболее	1	1
1388	он что	1	1
1389	основные группы	1	1
1390	котором в	1	1
1391	одном и	3	1
1392	в другой	2	1
1393	стороны в	1	1
1394	из которых	6	1
1395	его во	1	1
1396	нем оно	1	1
1397	о которой	1	1
1398	равным образом	4	1
1399	все свое	1	1
1400	к выводу	2	1
1401	для писания	1	1
1402	действий и	1	1
1403	в единый	1	1
1404	и делает	1	1
1405	переходя к	1	1
1406	для человека	2	1
1407	это есть	1	1
1408	сводится к	1	1
1409	деле и	1	1
1410	подобно тому	1	1
1411	см особенно	1	1
1412	он тем	1	1
1413	функции в	2	1
1414	под этим	3	1
1415	слова у	4	1
1416	связанная с	1	1
1417	должен был	2	1
1418	и приобретает	1	1
1419	из сказанного	1	1
1420	этого процесса	10	1
1421	психологии и	1	1
1422	о природе	1	1
1423	этой точки	4	1
1424	с данным	2	1
1425	с неизбежностью	2	1
1426	отличаются от	5	1
1427	и одновременно	3	1
1428	функции и	2	1
1429	условиях не	1	1
1430	благодаря своей	1	1
1431	с ней	4	1
1432	при построении	1	1
1433	иным образом	1	1
1434	интересные и	1	1
1435	основным для	1	1
1436	и важная	1	1
1437	и вперед	1	1
1438	все традиционные	1	1
1439	обозначить как	1	1
1440	имеет дело	2	1
1441	сложный и	2	1
1442	приведенных выше	1	1
1443	так вот	1	1
1444	и действительно	1	1
1445	выходит за	1	1
1446	виде как	3	1
1447	может получить	1	1
1448	они участвуют	1	1
1449	те формы	2	1
1450	мы встречаемся	1	1
1451	есть нечто	1	1
1452	ними не	1	1
1453	более точно	1	1
1454	с животными	1	1
1455	приводит к	5	1
1456	не будь	1	1
1457	же мало	3	1
1458	нас интересует	2	1
1459	может не	1	1
1460	связаны между	2	1
1461	определяет в	1	1
1462	стороны мы	1	1
1463	построено на	1	1
1464	из своей	1	1
1465	на каждом	4	1
1466	предметы в	5	1
1467	его части	1	1
1468	дальше и	1	1
1469	название и	1	1
1470	словами и	1	1
1471	время становится	1	1
1472	это самое	1	1
1473	тесной связи	1	1
1474	говорили что	3	1
1475	уже вне	1	1
1476	без наличия	1	1
1477	только одно	1	1
1478	который он	1	1
1479	для сравнения	1	1
1480	этого явления	3	1
1481	всем этом	2	1
1482	заложенных в	1	1
1483	поэтому не	2	1
1484	понятия мы	2	1
1485	в словесном	1	1
1486	его действий	1	1
1487	истории человечества	1	1
1488	около двух	1	1
1489	такую же	1	1
1490	относящихся к	1	1
1491	а чисто	1	1
1492	на той	1	1
1493	отношение как	1	1
1494	связана с	3	1
1495	таком виде	1	1
1496	это все	1	1
1497	строение и	1	1
1498	этой двойственности	1	1
1499	быть не	2	1
1500	них как	1	1
1501	большем количестве	1	1
1502	из его	1	1
1503	цели с	1	1
1504	развития и	2	1
1505	для нее	1	1
1506	что если	3	1
1507	и больше	1	1
1508	свойств и	1	1
1509	из которого	1	1
1510	находящихся в	1	1
1511	и вся	1	1
1512	группы но	1	1
1513	совпадают с	5	1
1514	это своеобразное	1	1
1515	здесь о	1	1
1516	условиях развития	1	1
1517	общие черты	1	1
1518	слов и	5	1
1519	речь на	1	1
1520	эти связи	4	1
1521	подобного рода	1	1
1522	и различные	2	1
1523	всеми своими	2	1
1524	тот факт	7	1
1525	он их	1	1
1526	идет об	1	1
1527	образом у	1	1
1528	при помощи	3	1
1529	это имеет	1	1
1530	цели и	2	1
1531	что можно	1	1
1532	различные конкретные	1	1
1533	так называемого	1	1
1534	при анализе	2	1
1535	лишь бы	1	1
1536	другого в	2	1
1537	им в	3	1
1538	связанной с	2	1
1539	в единой	1	1
1540	являются только	1	1
1541	и путь	1	1
1542	которому мы	1	1
1543	он дает	1	1
1544	еще никогда	1	1
1545	ним в	1	1
1546	между словом	3	1
1547	постановке проблемы	1	1
1548	связанными между	2	1
1549	не касаясь	1	1
1550	впервые в	1	1
1551	видим в	2	1
1552	сама историческая	1	1
1553	вне того	1	1
1554	новые и	2	1
1555	самой природе	1	1
1556	совершается та	1	1
1557	правда уже	1	1
1558	которой можно	2	1
1559	все новых	1	1
1560	счет в	1	1
1561	слова он	2	1
1562	его только	1	1
1563	людей с	2	1
1564	какие мы	1	1
1565	скажем в	1	1
1566	на этот	5	1
1567	новую эпоху	1	1
1568	слово и	1	1
1569	что ближайшим	1	1
1570	же самого	3	1
1571	на ряд	3	1
1572	слова связанные	1	1
1573	характер этих	1	1
1574	первоначальные формы	1	1
1575	это значение	2	1
1576	но внутренне	2	1
1577	мы берем	1	1
1578	значении в	1	1
1579	дает в	2	1
1580	только наиболее	1	1
1581	есть тот	1	1
1582	исключительно в	1	1
1583	стороны он	2	1
1584	дальнейшего развития	2	1
1585	помощью этих	1	1
1586	а вместе	1	1
1587	заключенных в	1	1
1588	его можно	1	1
1589	этого термина	1	1
1590	уже с	1	1
1591	из реальных	1	1
1592	путей развития	1	1
1593	и перенесения	1	1
1594	по особым	1	1
1595	начинает и	1	1
1596	в свое	2	1
1597	форм и	1	1
1598	значение может	1	1
1599	обычно только	1	1
1600	что оно	8	1
1601	которым он	2	1
1602	то увидим	7	1
1603	месте как	1	1
1604	благодаря этому	7	1
1605	свидетельствует о	1	1
1606	на три	1	1
1607	нас не	2	1
1608	общего и	1	1
1609	имеет еще	2	1
1610	о значении	1	1
1611	и сообщения	2	1
1612	план выступает	1	1
1613	делает возможным	1	1
1614	из основных	3	1
1615	видеть в	4	1
1616	напротив все	1	1
1617	абстрактного мышления	1	1
1618	что значение	1	1
1619	построены по	1	1
1620	этом он	1	1
1621	такое же	2	1
1622	и связанными	1	1
1623	о нем	2	1
1624	нам еще	1	1
1625	на тождество	1	1
1626	задачи на	1	1
1627	на которой	2	1
1628	признак с	1	1
1629	этого пути	1	1
1630	смысле этого	10	1
1631	для ряда	1	1
1632	слово в	4	1
1633	роль играет	1	1
1634	в виде	4	1
1635	к построению	2	1
1636	родство с	1	1
1637	этой формы	1	1
1638	остается тем	1	1
1639	говорил он	2	1
1640	говорим о	1	1
1641	что является	2	1
1642	корни в	1	1
1643	которое могло	1	1
1644	другие фигуры	2	1
1645	новой и	1	1
1646	когда оно	2	1
1647	как этот	1	1
1648	на несколько	1	1
1649	за этим	1	1
1650	внутри каждой	1	1
1651	должен его	1	1
1652	человека при	1	1
1653	в обычном	1	1
1654	указывает на	3	1
1655	развивает и	1	1
1656	своей функции	1	1
1657	сама по	1	1
1658	в ряде	4	1
1659	также чрезвычайно	1	1
1660	существенной чертой	1	1
1661	связями и	1	1
1662	этому типу	1	1
1663	лишь с	1	1
1664	не подлежит	2	1
1665	не предполагает	1	1
1666	оно стало	3	1
1667	виде в	4	1
1668	функции человеческой	1	1
1669	которые являются	3	1
1670	мышлении и	2	1
1671	именно благодаря	2	1
1672	и я	1	1
1673	этой новой	1	1
1674	чем мы	1	1
1675	по условиям	1	1
1676	по его	1	1
1677	не создает	3	1
1678	чаще в	1	1
1679	нисколько не	3	1
1680	как между	1	1
1681	полагать что	1	1
1682	и оно	1	1
1683	постановки проблемы	1	1
1684	с началом	2	1
1685	развития они	1	1
1686	ряд предметов	1	1
1687	применении к	1	1
1688	сталкивается с	1	1
1689	путь к	3	1
1690	или менее	5	1
1691	встречаются в	3	1
1692	и символов	1	1
1693	и другого	2	1
1694	совершенно ясно	3	1
1695	известное значение	1	1
1696	высокой ступени	2	1
1697	в области	9	1
1698	этих двух	1	1
1699	основе его	1	1
1700	что эти	4	1
1701	к одному	10	1
1702	еще до	1	1
1703	достаточно для	1	1
1704	это развитие	1	1
1705	совершенно понятно	1	1
1706	за то	1	1
1707	и человека	1	1
1708	указывали на	1	1
1709	как ни	1	1
1710	в прямой	2	1
1711	это сочетание	1	1
1712	выше и	1	1
1713	встречаемся с	1	1
1714	которую мы	5	1
1715	эти последние	2	1
1716	единое целое	1	1
1717	функции это	1	1
1718	в наши	2	1
1719	это как	1	1
1720	что такого	1	1
1721	связи и	4	1
1722	связь и	2	1
1723	так называемой	1	1
1724	назвать его	1	1
1725	значение не	1	1
1726	тому как	2	1
1727	не по	2	1
1728	сообщения и	1	1
1729	но всегда	2	1
1730	с полным	3	1
1731	в акте	1	1
1732	бы назвать	1	1
1733	что всякий	1	1
1734	конце концов	1	1
1735	дело не	1	1
1736	когда он	5	1
1737	существуют в	1	1
1738	различия и	1	1
1739	обязательно в	1	1
1740	высшая форма	1	1
1741	именно к	1	1
1742	сами они	1	1
1743	его исторической	1	1
1744	вперед по	2	1
1745	отношений между	1	1
1746	только у	2	1
1747	говоря о	2	1
1748	в нашей	4	1
1749	факт что	7	1
1750	это также	1	1
1751	и ночи	1	1
1752	не следует	1	1
1753	он решает	2	1
1754	только то	1	1
1755	этого образа	1	1
1756	останавливаться на	1	1
1757	от того	8	1
1758	этих случаях	1	1
1759	оказывается здесь	1	1
1760	новое что	1	1
1761	и часто	2	1
1762	начало процесса	1	1
1763	по окончании	1	1
1764	ли этот	1	1
1765	начала в	1	1
1766	которые всегда	1	1
1767	рассматривать как	1	1
1768	развитие этих	1	1
1769	случае нечто	1	1
1770	себе этот	1	1
1771	решается на	1	1
1772	говорить особо	1	1
1773	мышления это	2	1
1774	этого метода	3	1
1775	действительной жизни	1	1
1776	позже его	1	1
1777	и деятельность	1	1
1778	и самого	1	1
1779	та или	3	1
1780	все больше	1	1
1781	и понятия	1	1
1782	и много	1	1
1783	дня и	1	1
1784	в высшей	11	1
1785	мышление как	3	1
1786	то их	1	1
1787	становления человека	1	1
1788	такой же	4	1
1789	в отрицательном	2	1
1790	эти предметы	2	1
1791	и дальше	1	1
1792	на то	7	1
1793	и отношений	1	1
1794	о своих	1	1
1795	уже глубоко	1	1
1796	достаточно вспомнить	2	1
1797	имеющиеся в	1	1
1798	их на	1	1
1799	раз за	1	1
1800	нуждается в	1	1
1801	это в	1	1
1802	чисто внешней	1	1
1803	мог возникнуть	1	1
1804	место уже	1	1
1805	к совершенно	2	1
1806	противоречии с	2	1
1807	таким же	4	1
1808	и обратно	2	1
1809	слова в	8	1
1810	основе их	7	1
1811	с соответствующими	1	1
1812	жизнью и	1	1
1813	совершается в	1	1
