N	2gram	Tiupa_Teor	Istorich
1311	может не	1	1
1312	делает их	1	1
1313	тычет в	1	1
1314	в героической	1	1
1315	материалом а	1	1
1316	смысл этой	1	1
1317	в широком	1	1
1318	существенно отличается	1	1
1319	этом в	1	1
1320	поэтому оно	1	1
1321	совершает свои	1	1
1322	раз в	1	1
1323	сказать не	1	1
1324	пользуется ею	1	1
1325	реальной действительности	1	1
1326	в войне	2	1
1327	культуры чем	1	1
1328	окрашено в	1	1
1329	быть признано	1	1
1330	противном случае	2	1
1331	на фоне	2	1
1332	зрения не	1	1
1333	именно эта	1	1
1334	в условиях	1	1
1335	картину в	1	1
1336	и без	1	1
1337	и другого	1	1
1338	становится не	1	1
1339	мере в	1	1
1340	чем за	1	1
1341	существа так	1	1
1342	о месте	1	1
1343	от первого	1	1
1344	ведь это	1	1
1345	как ни	1	1
1346	смерти во-вторых	1	1
1347	этого текста	2	1
1348	но всегда	1	1
1349	из древнейших	1	1
1350	как реальная	1	1
1351	соответствующих ему	1	1
1352	на меня	3	1
1353	словами из	1	1
1354	следующее с	1	1
1355	свою жизнь	2	1
1356	это была	1	1
1357	служить и	1	1
1358	существа в	2	1
1359	данного текста	3	1
1360	она состоит	1	1
1361	тем или	2	1
1362	идет о	2	1
1363	есть такое	1	1
1364	для такого	2	1
1365	художественного произведения	5	1
1366	в чужом	1	1
1367	чтобы служить	1	1
1368	или иной	7	1
1369	частности с	1	1
1370	полубогов и	1	1
1371	себе еще	1	1
1372	с первых	1	1
1373	в руке	1	1
1374	их отношении	1	1
1375	в той	2	1
1376	почву для	1	1
1377	это на	1	1
1378	человеческой жизни	3	1
1379	мир как	1	1
1380	вещи в	1	1
1381	не ту	1	1
1382	тех кто	1	1
1383	однако и	1	1
1384	что делает	1	1
1385	к числу	2	1
1386	думаю что	1	1
1387	для возникновения	3	1
1388	которой в	1	1
1389	как способ	2	1
1390	жить и	2	1
1391	в году	2	1
1392	дается в	1	1
1393	пальцы на	1	1
1394	которые будут	1	1
1395	однако с	2	1
1396	не сможет	1	1
1397	к какому-нибудь	1	1
1398	литература которую	1	1
1399	в первом	2	1
1400	на мир	2	1
1401	от всего	1	1
1402	всегда имеется	1	1
1403	принадлежат к	1	1
1404	самому герою	1	1
1405	необходимо для	1	1
1406	там ребенка	1	1
1407	без ее	1	1
1408	этот закон	1	1
1409	жизнью в	1	1
1410	в эпических	1	1
1411	и свою	1	1
1412	они создают	1	1
1413	и большого	1	1
1414	могут оказаться	2	1
1415	большей части	2	1
1416	при наличии	2	1
1417	не прямо	1	1
1418	изобразительных искусств	1	1
1419	к понятию	1	1
1420	лицом и	1	1
1421	по тем	1	1
1422	ей было	1	1
1423	одной общей	1	1
1424	наиболее ранних	1	1
1425	которыми он	1	1
1426	с нашим	1	1
1427	имея в	1	1
1428	не сама	2	1
1429	или индивидуального	1	1
1430	в случае	2	1
1431	к нашим	1	1
1432	что речь	1	1
1433	делает то	1	1
1434	именно такого	1	1
1435	поэтике и	1	1
1436	я думаю	1	1
1437	второй половины	1	1
1438	же автор	1	1
1439	тексты это	1	1
1440	самом начале	2	1
1441	языка не	1	1
1442	аристофана где	1	1
1443	отношений и	1	1
1444	ничего нельзя	1	1
1445	это отношение	3	1
1446	а со	1	1
1447	в реальной	1	1
1448	и внутренняя	1	1
1449	могут встречаться	2	1
1450	по поводу	1	1
1451	действительности по	1	1
1452	начало и	1	1
1453	следующей главе	1	1
1454	от ее	1	1
1455	специально для	1	1
1456	в строгой	1	1
1457	к общему	1	1
1458	хотят и	2	1
1459	к различным	1	1
1460	и одну	1	1
1461	первом случае	1	1
1462	не принадлежит	2	1
1463	ему угрожает	1	1
1464	чем на	1	1
1465	общение с	1	1
1466	не своей	1	1
1467	только во	1	1
1468	значительной степени	2	1
1469	обратил внимание	1	1
1470	и сама	1	1
1471	меньше и	1	1
1472	о ком	1	1
1473	не была	1	1
1474	к настоящему	1	1
1475	и притом	3	1
1476	как значение	1	1
1477	чем собственно	1	1
1478	а говорит	1	1
1479	не друг	1	1
1480	из уст	1	1
1481	он ни	1	1
1482	это особого	1	1
1483	зрения нашего	1	1
1484	для понимания	2	1
1485	прозрачна и	1	1
1486	я есть	5	1
1487	именно эту	1	1
1488	границ между	2	1
1489	и ситуации	1	1
1490	не мыслится	1	1
1491	это ведет	1	1
1492	поэтому у	1	1
1493	возможности такого	1	1
1494	от таких	1	1
1495	на которую	1	1
1496	проявляет себя	1	1
1497	в уста	1	1
1498	как организация	2	1
1499	мастер и	1	1
1500	в уме	1	1
1501	когда я	1	1
1502	отношение между	1	1
1503	действующих лиц	1	1
1504	и одновременно	5	1
1505	труда а	1	1
1506	искусство и	1	1
1507	другим в	1	1
1508	для установления	1	1
1509	между жизнью	1	1
1510	но только	1	1
1511	этом смысле	3	1
1512	они хотят	2	1
1513	в новое	1	1
1514	следует признать	2	1
1515	смысла и	1	1
1516	я в	18	1
1517	ответственность за	1	1
1518	в терминологии	1	1
1519	это правило	1	1
1520	не входят	1	1
1521	силу своей	4	1
1522	что может	2	1
1523	выступает не	1	1
1524	собой для	1	1
1525	в первой	6	1
1526	ударом топора	1	1
1527	ни одно	1	1
1528	или иного	6	1
1529	куда не	1	1
1530	стадии культуры	1	1
1531	нет не	1	1
1532	традиции как	1	1
1533	текстах мы	1	1
1534	к такому	1	1
1535	во втором	3	1
1536	в тени	1	1
1537	во множестве	2	1
1538	собой некоторую	1	1
1539	то есть	22	1
1540	для себя	3	1
1541	природе и	1	1
1542	задолго до	1	1
1543	которым человек	1	1
1544	первых же	1	1
1545	к области	3	1
1546	но чтобы	2	1
1547	этом как	1	1
1548	сравнении с	1	1
1549	между которыми	3	1
1550	заключается в	2	1
1551	любовь и	1	1
1552	в различные	1	1
1553	должен обладать	1	1
1554	и возвращения	1	1
1555	толстым в	1	1
1556	из тех	2	1
1557	персонажей здесь	1	1
1558	внешне не	1	1
1559	в сравнении	1	1
1560	эту сторону	1	1
1561	к категории	1	1
1562	в следующей	2	1
1563	которая не	1	1
1564	выйти наружу	1	1
1565	имена в	1	1
1566	к какой	1	1
1567	в своего	1	1
1568	свое время	1	1
1569	что искусство	1	1
1570	не касаться	1	1
1571	смертью в	1	1
1572	всей его	2	1
1573	не является	5	1
1574	моя жизнь	2	1
1575	отношение невозможно	1	1
1576	совершенно иной	2	1
1577	принципиальная разница	1	1
1578	язык а	1	1
1579	отношение как	1	1
1580	единства в	1	1
1581	другом а	1	1
1582	иного типа	1	1
1583	людей как	1	1
1584	две части	1	1
1585	в известном	2	1
1586	лес не	1	1
1587	о своем	2	1
1588	времени и	2	1
1589	же время	8	1
1590	известной степени	3	1
1591	из наиболее	1	1
1592	и служит	1	1
1593	ему или	1	1
1594	но именно	1	1
1595	с нею	1	1
1596	особенность и	1	1
1597	в понимании	1	1
1598	зрения автора	1	1
1599	время ее	1	1
1600	значении в	1	1
1601	литературе в	1	1
1602	не будучи	1	1
1603	пришлось бы	1	1
1604	его можно	1	1
1605	что автор	1	1
1606	собой лишь	1	1
1607	профанация священного	1	1
1608	это особенно	1	1
1609	который бы	1	1
1610	объекта или	1	1
1611	стола и	1	1
1612	состоящий в	1	1
1613	уклоняется от	1	1
1614	переход к	1	1
1615	и одна	1	1
1616	из своих	1	1
1617	что каждый	2	1
1618	по ту	1	1
1619	однако она	1	1
1620	также своего	1	1
1621	героев или	1	1
1622	виду не	3	1
1623	и взяла	1	1
1624	места в	1	1
1625	и четвертая	1	1
1626	фольклора и	1	1
1627	не подлежит	1	1
1628	процесс превращения	2	1
1629	в третьем	1	1
1630	общественных отношений	1	1
1631	форма в	1	1
1632	для которого	1	1
1633	целого и	1	1
1634	войны и	1	1
1635	человека к	3	1
1636	том случае	1	1
1637	только к	1	1
1638	и выступает	1	1
1639	на какой	1	1
1640	героя к	1	1
1641	такого отношения	1	1
1642	а весь	1	1
1643	не решает	1	1
1644	д как	1	1
1645	однако если	3	1
1646	этом мире	2	1
1647	для таких	1	1
1648	не всякий	1	1
1649	есть как	2	1
1650	в искусстве	9	1
1651	если нет	1	1
1652	героический эпос	1	1
1653	другим и	1	1
1654	только такие	1	1
1655	говоря о	3	1
1656	даже при	1	1
1657	лежат в	1	1
1658	а этот	1	1
1659	и некоторыми	1	1
1660	первые два	1	1
1661	собственно говоря	2	1
1662	читатель не	1	1
1663	чем является	1	1
1664	иначе в	1	1
1665	могут изучаться	1	1
1666	облекается в	2	1
1667	ему говорит	1	1
1668	и каждая	1	1
1669	к мужу	1	1
1670	до нас	1	1
1671	которое в	1	1
1672	также еще	1	1
1673	или слова	1	1
1674	в узком	3	1
1675	является необходимой	1	1
1676	как игра	1	1
1677	тех или	3	1
1678	с иным	1	1
1679	нуждается в	1	1
1680	и объект	1	1
1681	дело обстоит	1	1
1682	и совершенно	1	1
1683	автора и	2	1
1684	котором он	1	1
