N	2gram	Ircho_Kome	RusskieA
1310	то это	5	1
1311	затем к	1	1
1312	только два	1	1
1313	войдя в	2	1
1314	сама по	1	1
1315	понимать как	1	1
1316	более что	1	1
1317	не напрасно	2	1
1318	не вяжется	1	1
1319	можно отнести	1	1
1320	всеобщее признание	1	1
1321	подводя итоги	1	1
1322	как она	2	1
1323	могла быть	1	1
1324	говорят о	1	1
1325	к дому	3	1
1326	является не	1	1
1327	и мать	1	1
1328	при таком	1	1
1329	стремление к	1	1
1330	о сходстве	1	1
1331	противном случае	1	1
1332	хорошо знает	1	1
1333	к концу	3	1
1334	ли не	6	1
1335	на голове	1	1
1336	была очень	1	1
1337	в такой	1	1
1338	остановимся на	1	1
1339	из дому	10	1
1340	однако можно	1	1
1341	это было	1	1
1342	дело к	1	1
1343	пока не	2	1
1344	в каждой	2	1
1345	человеком и	1	1
1346	и таким	1	1
1347	признание и	1	1
1348	и представляют	1	1
1349	через год	1	1
1350	а так	1	1
1351	как все	1	1
1352	на такое	1	1
1353	с какими	1	1
1354	не принадлежащими	1	1
1355	ему не	4	1
1356	достаточно вспомнить	2	1
1357	ко мне	2	1
1358	стоит и	1	1
1359	камень на	1	1
1360	от первого	1	1
1361	все от	1	1
1362	в полной	1	1
1363	iii на	1	1
1364	же с	1	1
1365	забота о	1	1
1366	для исполнения	1	1
1367	значение так	1	1
1368	он говорит	3	1
1369	по которому	1	1
1370	же от	1	1
1371	ей в	1	1
1372	для праздника	1	1
1373	это как	1	1
1374	в самых	1	1
1375	не могу	1	1
1376	ни один	1	1
1377	на первое	1	1
1378	одну из	1	1
1379	при сравнении	1	1
1380	а из	1	1
1381	не по	7	1
1382	на брак	2	1
1383	с совершенно	1	1
1384	взывает к	1	1
1385	иное чем	1	1
1386	у того	6	1
1387	во второй	2	1
1388	и может	2	1
1389	в сопровождении	3	1
1390	девушки от	1	1
1391	а по	5	1
1392	власть над	1	1
1393	же что	1	1
1394	или его	2	1
1395	в нашей	1	1
1396	стороны его	1	1
1397	доме и	1	1
1398	не следует	2	1
1399	стороны и	4	1
1400	от того	2	1
1401	человека с	2	1
1402	немецкий исследователь	1	1
1403	к которой	1	1
1404	повод для	1	1
1405	не успела	1	1
1406	при всем	5	1
1407	быту и	2	1
1408	идет речь	2	1
1409	ищут в	1	1
1410	жизни это	1	1
1411	которых они	1	1
1412	как из	3	1
1413	свою роль	1	1
1414	и дают	2	1
1415	же на	1	1
1416	же самое	3	1
1417	со своими	1	1
1418	раза в	1	1
1419	того времени	1	1
1420	случае с	1	1
1421	дни в	1	1
1422	как за	1	1
1423	жены и	2	1
1424	в голову	2	1
1425	характерными для	1	1
1426	те самые	1	1
1427	жизни и	1	1
1428	все еще	2	1
1429	жениться на	3	1
1430	только после	3	1
1431	там на	1	1
1432	нуждается в	2	1
1433	ли в	3	1
1434	всего живого	1	1
1435	склонны видеть	1	1
1436	надо было	3	1
1437	в так	1	1
1438	после смерти	1	1
1439	который почти	1	1
1440	именно это	1	1
1441	и совершенно	1	1
1442	не надо	2	1
