N	2gram	Potebnia_M	Freidism
1303	что хотя	1	1
1304	душевные потрясения	2	1
1305	но его	1	1
1306	в каждом	6	1
1307	не говоря	1	1
1308	на те	2	1
1309	говорит он	4	1
1310	от первого	1	1
1311	предположить что	1	1
1312	и мыслях	1	1
1313	того или	1	1
1314	сказали бы	1	1
1315	но можно	1	1
1316	не имея	2	1
1317	может иметь	1	1
1318	человек как	1	1
1319	испытывает человек	1	1
1320	поэтому и	1	1
1321	если признать	1	1
1322	находит свое	1	1
1323	которыми оно	1	1
1324	и быть	1	1
1325	производят впечатление	1	1
1326	сознания а	1	1
1327	и других	6	1
1328	они стали	1	1
1329	а к	1	1
1330	как ни	1	1
1331	такую же	2	1
1332	только путем	1	1
1333	этот взгляд	2	1
1334	при чтении	1	1
1335	которую мы	1	1
1336	на свои	2	1
1337	мы воспринимаем	1	1
1338	связи с	6	1
1339	показывает что	3	1
1340	обращать внимания	1	1
1341	в наше	1	1
1342	независим от	1	1
1343	может даже	1	1
1344	которое испытывает	1	1
1345	взрослого человека	1	1
1346	все остальные	9	1
1347	с новыми	1	1
1348	он принадлежит	1	1
1349	близко к	1	1
1350	но при	3	1
1351	и чувства	3	1
1352	им так	1	1
1353	и необходимость	2	1
1354	слова мы	3	1
1355	воли а	2	1
1356	который мы	2	1
1357	т д	6	1
1358	можно назвать	1	1
1359	ту же	1	1
1360	тело а	2	1
1361	или не	3	1
1362	тому как	8	1
1363	не по	4	1
1364	других обстоятельствах	2	1
1365	к новым	2	1
1366	мысли притом	1	1
1367	в теории	2	1
1368	души на	4	1
1369	философской системы	1	1
1370	ее точки	1	1
1371	на последующую	1	1
1372	этих сил	1	1
1373	в частностях	1	1
1374	кажется что	1	1
1375	внутри организма	1	1
1376	основы и	1	1
1377	и совершается	1	1
1378	не будет	2	1
1379	мы начнем	1	1
1380	и образуют	1	1
1381	но она	3	1
1382	их с	1	1
1383	не с	2	1
1384	то направление	1	1
1385	одно и	1	1
1386	дает им	1	1
1387	как он	5	1
1388	в тех	1	1
1389	для человека	3	1
1390	время когда	2	1
1391	можно было	1	1
1392	не видим	1	1
1393	этого значения	1	1
1394	представление может	1	1
1395	отдельных лиц	4	1
1396	в начале	2	1
1397	говоря о	3	1
1398	стороны его	1	1
1399	еще в	1	1
1400	вообще нельзя	1	1
1401	болезнь и	1	1
1402	и хотя	1	1
1403	стороны и	3	1
1404	проявлениях но	1	1
1405	индивидуальной психологии	1	1
1406	для других	2	1
1407	как же	1	1
1408	в нее	4	1
1409	при других	4	1
1410	как вообще	3	1
1411	этой группы	1	1
1412	в легкие	1	1
1413	ему возможность	1	1
1414	мысль о	8	1
1415	могла бы	5	1
1416	рассматривать как	1	1
1417	значению слова	1	1
1418	и совершенно	2	1
1419	воплощение идеи	1	1
1420	и особенности	1	1
1421	значение и	4	1
1422	прикосновения к	2	1
1423	но теперь	1	1
1424	например не	1	1
1425	занимает в	1	1
1426	но всегда	3	1
1427	истории и	1	1
1428	тем как	3	1
1429	и внутри	1	1
1430	что можно	3	1
1431	одному человеку	2	1
1432	внешних обстоятельств	1	1
1433	что если	7	1
1434	основанное на	1	1
1435	со своими	1	1
1436	рода в	1	1
1437	одного из	3	1
1438	общего с	3	1
1439	что во	4	1
1440	и самого	2	1
1441	человеческом организме	1	1
1442	уже при	1	1
1443	выводится из	1	1
1444	внимание и	1	1
1445	друг другу	4	1
1446	которые в	1	1
1447	какой именно	1	1
1448	что изучение	1	1
1449	и чувствуем	1	1
1450	выражения в	1	1
1451	только по	5	1
1452	из внутреннего	1	1
1453	как внутреннее	1	1
1454	которое мы	5	1
1455	бы их	2	1
1456	мысль в	2	1
1457	это дает	1	1
1458	для каждого	1	1
1459	развития на	1	1
1460	еще одно	1	1
1461	слова в	7	1
1462	не замечать	2	1
1463	одном плане	1	1
1464	более поражает	1	1
1465	в первой	1	1
1466	по этому	2	1
1467	мы будем	3	1
1468	нам все	1	1
1469	в человеческой	3	1
1470	теории бессознательного	1	1
1471	же в	7	1
1472	бытия и	3	1
1473	к пониманию	1	1
1474	на борьбу	1	1
1475	сходства между	2	1
1476	не сразу	2	1
1477	впасть в	2	1
1478	и необходимо	1	1
1479	как будто	2	1
1480	на то	5	1
1481	человека или	1	1
1482	мы слышим	1	1
1483	бы ни	8	1
1484	чувство не	3	1
1485	на душу	4	1
1486	из глубины	2	1
1487	на мир	1	1
1488	и им	1	1
1489	ли может	1	1
1490	организм в	1	1
1491	есть одна	1	1
1492	или при	1	1
1493	может и	1	1
1494	при исследовании	2	1
1495	жизни таким	1	1
1496	себе как	1	1
1497	теперь как	1	1
1498	таким же	3	1
1499	человека но	1	1
1500	и чем	1	1
1501	нет не	1	1
1502	животных и	2	1
1503	в один	2	1
1504	нам кажется	2	1
1505	не показывает	1	1
1506	в лице	1	1
1507	о самостоятельности	1	1
1508	что на	9	1
1509	есть не	7	1
1510	наше время	1	1
1511	и предметом	2	1
1512	иное как	2	1
1513	прорывается в	1	1
1514	превращаются в	1	1
1515	известно из	1	1
1516	себе а	1	1
1517	и сами	3	1
1518	с этих	1	1
