N	2gram	Tiupa_Disk	Marksizm
1290	на отношения	1	1
1291	форма высказывания	2	1
1292	о котором	2	1
1293	сознание и	1	1
1294	на друга	1	1
1295	лежат в	1	1
1296	что служит	1	1
1297	диаметрально противоположной	1	1
1298	которое не	1	1
1299	каждый в	2	1
1300	а через	1	1
1301	два полюса	1	1
1302	в современном	3	1
1303	есть оно	1	1
1304	обойтись без	1	1
1305	в середине	1	1
1306	этом даже	1	1
1307	всего на	1	1
1308	то все	1	1
1309	исходный пункт	1	1
1310	была произойти	1	1
1311	со всей	1	1
1312	в это	1	1
1313	приводит в	1	1
1314	сочетании с	1	1
1315	мир и	1	1
1316	частности как	2	1
1317	своем качестве	2	1
1318	говорящего к	3	1
1319	и различные	1	1
1320	тому или	1	1
1321	от позиции	1	1
1322	времени и	5	1
1323	всякая система	1	1
1324	при помощи	1	1
1325	цели и	1	1
1326	в обоих	1	1
1327	только это	1	1
1328	действия и	1	1
1329	особенности у	1	1
1330	прозаических жанров	1	1
1331	смысл целого	1	1
1332	из наиболее	2	1
1333	и там	1	1
1334	целое в	2	1
1335	соответствии с	5	1
1336	первобытного человека	4	1
1337	которые уже	1	1
1338	исторического существования	1	1
1339	в образе	1	1
1340	данному положению	1	1
1341	речевого целого	1	1
1342	может оказаться	1	1
1343	в каждый	1	1
1344	то она	2	1
1345	том же	1	1
1346	к миру	1	1
1347	реальной единицы	1	1
1348	знаком с	1	1
1349	к субъекту	1	1
1350	характерное для	1	1
1351	формы для	1	1
1352	же самого	1	1
1353	к авторскому	1	1
1354	столько в	1	1
1355	город и	1	1
1356	свободного выбора	1	1
1357	неотделимо от	3	1
1358	значение а	1	1
1359	определенного положения	1	1
1360	литературе в	1	1
1361	виду как	1	1
1362	в особом	2	1
1363	рассказчика в	2	1
1364	стороны он	1	1
1365	жизни не	2	1
1366	нет дела	1	1
1367	стали говорить	1	1
1368	эту форму	1	1
1369	они были	2	1
1370	в сочетании	1	1
1371	как особой	1	1
1372	может ощущаться	1	1
1373	уверенность в	1	1
1374	которые в	1	1
1375	предполагается в	1	1
1376	продукт социального	1	1
1377	оно определяется	1	1
1378	как со	1	1
1379	случае так	1	1
1380	этот термин	1	1
1381	ответственность за	1	1
1382	но на	1	1
1383	единичное высказывание	1	1
1384	взаимодействующих в	1	1
1385	общества его	1	1
1386	такова задача	1	1
1387	в переживании	1	1
1388	ничем не	1	1
1389	почвой для	1	1
1390	аналогии с	2	1
1391	интересной и	1	1
1392	рассказов и	1	1
1393	его структуры	1	1
1394	на три	1	1
1395	не всякая	1	1
1396	является ситуация	2	1
1397	сколько в	1	1
1398	опыта к	1	1
1399	в окружающем	1	1
1400	же речь	1	1
1401	он как	1	1
1402	входит как	1	1
1403	только благодаря	1	1
1404	с передачей	1	1
1405	только его	1	1
1406	каждой области	2	1
1407	но одного	1	1
1408	высказывания с	2	1
1409	собственном мире	1	1
1410	как у	1	1
1411	и классификации	1	1
1412	со своим	1	1
1413	знаем более	1	1
1414	не определение	1	1
1415	от остальной	1	1
1416	слова а	1	1
1417	в начальных	1	1
1418	данная мысль	1	1
1419	различия между	3	1
1420	была впервые	1	1
1421	языка это	1	1
1422	и окказионального	1	1
1423	века и	1	1
1424	отказаться от	1	1
1425	реальной действительности	1	1
1426	просто как	2	1
1427	жизни это	1	1
1428	этого не	1	1
1429	наших дней	2	1
1430	исключительной важности	1	1
1431	такому в	1	1
1432	образований в	1	1
1433	становления и	4	1
1434	выводит из	1	1
1435	это еще	2	1
1436	формой а	1	1
1437	с теми	1	1
1438	их взаимоотношения	1	1
1439	субъективность и	1	1
1440	звено в	1	1
1441	в обычном	1	1
1442	их нельзя	1	1
1443	быть признано	1	1
1444	в литературу	3	1
1445	чтобы быть	1	1
1446	xvii веке	1	1
1447	в равной	3	1
1448	и без	2	1
1449	является по	1	1
1450	к воображению	1	1
1451	прав и	1	1
1452	не подлежит	2	1
1453	цель и	1	1
1454	если и	1	1
1455	восприниматься как	1	1
1456	дистанцию между	1	1
1457	другом месте	1	1
1458	при таком	1	1
1459	однако это	3	1
1460	на фоне	1	1
1461	нуждающаяся для	1	1
1462	и носит	1	1
1463	по своему	3	1
1464	таких высказываний	1	1
1465	и со	1	1
1466	смысле а	1	1
1467	быть сведена	1	1
1468	не создает	1	1
1469	были не	1	1
1470	утверждения что	1	1
1471	и художественного	1	1
1472	и другим	1	1
1473	в каждой	3	1
1474	особенно в	1	1
1475	в меру	2	1
1476	другом случае	1	1
1477	ему не	1	1
1478	людей в	1	1
1479	автора как	1	1
1480	как формы	2	1
1481	не говоря	2	1
1482	всю совокупность	1	1
1483	внутренним и	1	1
1484	бытия как	1	1
1485	и внутреннее	1	1
1486	и эти	1	1
1487	уступает место	1	1
1488	первобытный человек	1	1
1489	с сохранением	1	1
1490	он говорит	1	1
1491	оно в	1	1
1492	поворот в	1	1
1493	дает себя	1	1
1494	его произведениях	1	1
1495	лежит не	1	1
1496	предыдущей главе	1	1
1497	действительности ведь	1	1
1498	же к	1	1
1499	переходе от	2	1
1500	влияние и	1	1
1501	заключать в	1	1
1502	формы высказывания	1	1
1503	жизни для	1	1
1504	чистом виде	1	1
1505	как сам	1	1
1506	своего исторического	1	1
1507	и принадлежит	1	1
1508	ни один	1	1
1509	различных сфер	1	1
1510	тому как	5	1
1511	и направления	1	1
1512	отступления от	2	1
1513	в акте	3	1
1514	и художественный	1	1
1515	занимает какую-то	1	1
1516	отделен от	1	1
1517	понимании в	1	1
1518	истории а	1	1
1519	и во-вторых	1	1
1520	и может	3	1
1521	но она	3	1
1522	нельзя понять	1	1
1523	в аналогичном	1	1
1524	личности в	3	1
1525	перестало быть	1	1
1526	говорящий ни	1	1
1527	в xvii	1	1
1528	к области	2	1
1529	случаях когда	1	1
1530	своей основе	2	1
1531	время они	1	1
1532	т.п но	4	1
1533	личность как	1	1
1534	к которой	1	1
1535	устанавливаются отношения	1	1
1536	с человеком	3	1
1537	натуральной школы	2	1
1538	служит он	1	1
1539	еще на	1	1
1540	в рамках	11	1
1541	отношение к	6	1
1542	и ценностного	1	1
1543	для обозначения	4	1
1544	в новейшее	1	1
1545	другому в	1	1
1546	понимание своего	1	1
1547	идеологические выражения	1	1
1548	они принадлежат	1	1
1549	в театре	1	1
1550	дело в	3	1
1551	а часто	1	1
1552	особое отношение	1	1
1553	становится объектом	1	1
1554	имеет громадное	1	1
1555	предметом и	1	1
1556	от утверждения	1	1
1557	ситуации не	1	1
1558	и художественной	1	1
1559	нет как	1	1
1560	бытия и	1	1
1561	всей нашей	1	1
1562	как будто	3	1
1563	следующую главу	1	1
1564	чем та	1	1
1565	других участников	1	1
1566	однако на	2	1
1567	для этого	1	1
1568	здесь они	1	1
1569	не появляется	1	1
1570	такое слово	1	1
1571	именно это	1	1
1572	речь или	1	1
1573	эпохи и	2	1
1574	индивидуального речевого	2	1
1575	из значений	1	1
1576	к богу	1	1
1577	их отношении	1	1
1578	и реплики	1	1
1579	жизнью и	1	1
1580	себе а	1	1
1581	и второго	2	1
