N	2gram	Vinokur_Ku	Vvedenie
1293	сюда относятся	1	1
1294	в науке	4	1
1295	слова не	2	1
1296	и является	4	1
1297	совершенно невозможно	1	1
1298	втором случае	2	1
1299	не могла	1	1
1300	естественно так	1	1
1301	только кажущееся	1	1
1302	о своем	1	1
1303	язык есть	7	1
1304	как специфической	1	1
1305	не потому	6	1
1306	есть такие	1	1
1307	говорит что	1	1
1308	русского языка	13	1
1309	своему предмету	1	1
1310	большей частью	1	1
1311	проблем в	1	1
1312	например и	1	1
1313	самого понятия	1	1
1314	фактам языка	1	1
1315	также не	1	1
1316	искать ответа	1	1
1317	да рядом	3	1
1318	внимание только	1	1
1319	случае с	1	1
1320	истории по	1	1
1321	более молодых	1	1
1322	что писать	1	1
1323	стоит на	1	1
1324	только то	2	1
1325	как одно	1	1
1326	что такая	1	1
1327	то как	1	1
1328	таких случаях	3	1
1329	сомневаться в	1	1
1330	европе и	2	1
1331	в историческом	1	1
1332	он есть	3	1
1333	ступени культурного	1	1
1334	на практике	3	1
1335	не мало	1	1
1336	лингвистической дисциплины	1	1
1337	их для	1	1
1338	и исторические	1	1
1339	для дальнейшего	1	1
1340	быть это	1	1
1341	должны были	1	1
1342	а лишь	1	1
1343	или иное	2	1
1344	громадное педагогическое	1	1
1345	и часто	1	1
1346	то ни	2	1
1347	нем есть	1	1
1348	языкознания и	1	1
1349	и характере	1	1
1350	знает что	1	1
1351	языке не	2	1
1352	как некоторое	3	1
1353	есть продукт	2	1
1354	одна за	1	1
1355	сказано в	1	1
1356	смысл сообщаемого	1	1
1357	убедиться в	1	1
1358	всего что	2	1
1359	многих случаях	1	1
1360	в каких	2	1
1361	применить сказанное	1	1
1362	потому и	1	1
1363	того кто	1	1
1364	основываясь на	1	1
1365	как эта	1	1
1366	могло быть	1	1
1367	вступила в	1	1
1368	с большой	2	1
1369	о таких	2	1
1370	имеем в	1	1
1371	имеет тот	1	1
1372	на которые	1	1
1373	литературы как	1	1
1374	чем с	1	1
1375	языке вообще	2	1
1376	так называемого	1	1
1377	не забудем	1	1
1378	единое и	1	1
1379	среди них	1	1
1380	ведь это	1	1
1381	в точности	2	1
1382	заставляет нас	1	1
1383	стороны ее	1	1
1384	культуры но	1	1
1385	нет и	1	1
1386	место в	1	1
1387	этого кризиса	1	1
1388	на деле	2	1
1389	тех пор	2	1
1390	к науке	1	1
1391	одного из	1	1
1392	и латинского	1	1
1393	к ним	2	1
1394	ее не	1	1
1395	общего с	2	1
1396	она может	1	1
1397	и своим	1	1
1398	главным образом	3	1
1399	последний вопрос	1	1
1400	если мы	5	1
1401	речи в	7	1
1402	оно имеет	1	1
1403	без всякого	2	1
1404	имеем право	1	1
1405	гораздо большей	1	1
1406	то именно	1	1
1407	нашей культуры	2	1
1408	в ходе	1	1
1409	но есть	2	1
1410	не входят	1	1
1411	филолога и	1	1
1412	и никакого	1	1
1413	только одна	1	1
1414	по другим	1	1
1415	что есть	1	1
1416	языке может	1	1
1417	языке мы	1	1
1418	первостепенное значение	1	1
1419	но нет	1	1
1420	всех стран	1	1
1421	грамматическую систему	1	1
1422	культуры что	1	1
1423	выражения в	1	1
1424	жизни языка	1	1
1425	приводят к	1	1
1426	этом и	1	1
1427	формы в	2	1
1428	имеет еще	1	1
1429	точку зрения	2	1
1430	это можно	1	1
1431	которое мы	1	1
1432	языка к	2	1
1433	современной русской	1	1
1434	эта черта	1	1
1435	к которому	3	1
1436	чтобы прочесть	1	1
1437	с особой	1	1
1438	ее можно	1	1
1439	истории русской	1	1
1440	наоборот в	2	1
1441	не значит	2	1
1442	это дает	2	1
1443	части этой	1	1
1444	восстановить в	1	1
1445	мало для	1	1
1446	русском языке	14	1
1447	однако самая	1	1
1448	действительно не	1	1
1449	и от	2	1
1450	историей языка	1	1
1451	вполне возможно	1	1
1452	них как	1	1
1453	же рода	1	1
1454	бы сказать	3	1
1455	образом в	3	1
1456	тенденцию к	1	1
1457	претендовать на	1	1
1458	ряде случаев	2	1
1459	настоящее время	2	1
1460	же в	5	1
1461	самом процессе	1	1
1462	том только	1	1
1463	знания о	2	1
1464	в атмосфере	2	1
1465	состоящей в	1	1
1466	момент в	1	1
1467	которыми мы	1	1
1468	слово но	1	1
1469	науке о	1	1
1470	каждое из	1	1
1471	многовековой традицией	1	1
1472	во-первых не	1	1
1473	которыми пользуется	2	1
1474	во-вторых не	1	1
1475	не даром	1	1
1476	форме и	1	1
1477	совсем другое	1	1
1478	отрицательный ответ	1	1
1479	речь о	1	1
1480	до тех	1	1
1481	социального общения	3	1
1482	то легко	1	1
1483	слово не	1	1
1484	необходимых условий	1	1
1485	он был	1	1
1486	язык или	1	1
1487	всего приходится	1	1
1488	иного автора	1	1
1489	очень редко	1	1
1490	чем к	1	1
1491	историческом бытии	1	1
1492	как предмет	1	1
1493	с расчетом	1	1
1494	науке а	1	1
1495	языками в	1	1
1496	в значительном	1	1
1497	язык например	1	1
1498	отношении его	1	1
1499	д и	3	1
1500	живым и	1	1
1501	и новые	1	1
1502	в европе	2	1
1503	каким был	1	1
1504	показывает что	1	1
1505	идут в	1	1
1506	или иного	5	1
1507	которая имеет	1	1
1508	ведь и	2	1
1509	та или	1	1
1510	идей и	1	1
1511	только потому	13	1
1512	и после	1	1
1513	для этой	2	1
1514	в системе	3	1
1515	если можно	1	1
1516	а главное	3	1
1517	среди деятелей	1	1
1518	бы уже	2	1
1519	после смерти	1	1
1520	меньшей степени	2	1
1521	чтобы не	1	1
1522	слишком мало	1	1
1523	именно это	2	1
1524	языке как	5	1
1525	то или	3	1
1526	в самой	6	1
1527	в настоящее	2	1
1528	дело обстоит	1	1
1529	прав был	1	1
1530	значении слова	1	1
1531	с языком	2	1
1532	понятия и	1	1
1533	расчетом на	1	1
1534	и становится	3	1
1535	без применения	2	1
1536	исторические исследования	1	1
1537	тот же	7	1
1538	что на	2	1
1539	не то	1	1
1540	выражение и	1	1
1541	слова и	8	1
1542	действительно в	2	1
1543	литературы во	1	1
1544	чего-то в	1	1
1545	отношениями в	1	1
1546	это особенно	2	1
1547	вся эта	2	1
1548	никак не	5	1
1549	с каким	1	1
1550	он действительно	1	1
1551	и ничего	1	1
1552	и том	1	1
1553	он должен	2	1
1554	языки хотя	1	1
1555	более того	2	1
