N	2gram	Propp_Morf	Dialekti
1318	что необходимо	1	1
1319	ее сущности	1	1
1320	во сне	2	1
1321	думает о	1	1
1322	здесь нет	1	1
1323	увидим как	1	1
1324	на другие	2	1
1325	не входит	2	1
1326	бросается в	1	1
1327	первом случае	3	1
1328	нет? если	1	1
1329	можно установить	2	1
1330	вытекает из	2	1
1331	типа все	1	1
1332	в пример	1	1
1333	поскольку это	1	1
1334	себя за	2	1
1335	значение этого	1	1
1336	можно лишь	2	1
1337	на друга	2	1
1338	в иное	6	1
1339	и независимо	1	1
1340	формы с	1	1
1341	жениться на	1	1
1342	в новой	1	1
1343	те или	1	1
1344	какое же	1	1
1345	основе ее	1	1
1346	не носит	1	1
1347	он именно	1	1
1348	вступает в	1	1
1349	же относятся	1	1
1350	от других	2	1
1351	он пришел	1	1
1352	далее если	1	1
1353	на примере	1	1
1354	всего мира	1	1
1355	заметим только	1	1
1356	узнать о	1	1
1357	исключить из	1	1
1358	в совершенно	2	1
1359	тогда как	2	1
1360	при анализе	1	1
1361	которое будет	1	1
1362	решительно все	1	1
1363	например на	2	1
1364	мы действительно	1	1
1365	здесь получается	1	1
1366	их значения	1	1
1367	море и	1	1
1368	и там	1	1
1369	сердце в	1	1
1370	он в	1	1
1371	его если	1	1
1372	к двум	1	1
1373	лишь некоторые	1	1
1374	ею и	1	1
1375	лишь о	1	1
1376	мы их	1	1
1377	сына и	2	1
1378	характера и	1	1
1379	наоборот это	1	1
1380	не смог	1	1
1381	е они	1	1
1382	до известной	1	1
1383	более простых	1	1
1384	нет то	1	1
1385	можно сравнить	2	1
1386	по отдельным	2	1
1387	черт и	1	1
1388	материал и	1	1
1389	реку на	1	1
1390	по известной	1	1
1391	или другом	1	1
1392	вещи которые	1	1
1393	деле он	1	1
1394	другого и	2	1
1395	указанием на	1	1
1396	убиение и	1	1
1397	из этой	1	1
1398	и каждый	1	1
1399	высшей степени	1	1
1400	не выдерживает	1	1
1401	всего надо	1	1
1402	этом случае	10	1
1403	вдруг совершенно	1	1
1404	то они	2	1
1405	на лбу	1	1
1406	силы или	1	1
1407	всегда можно	1	1
1408	ему в	1	1
1409	зависит и	1	1
1410	пользу и	1	1
1411	этом и	1	1
1412	на вопрос	2	1
1413	этих функций	1	1
1414	что несмотря	1	1
1415	сам он	3	1
1416	это положение	2	1
1417	того сколько	1	1
1418	в последней	1	1
1419	и одна	1	1
1420	тем в	1	1
1421	у тебя	1	1
1422	не будем	5	1
1423	лиц и	1	1
1424	его дело	1	1
1425	е все	1	1
1426	е мы	1	1
1427	эта сказка	1	1
1428	она его	2	1
1429	сказка но	1	1
1430	пор как	1	1
1431	иметь детей	1	1
1432	вне своего	1	1
1433	это сложное	1	1
1434	что совершенно	1	1
1435	что так	1	1
1436	для данной	1	1
1437	которых каждый	1	1
1438	нам еще	2	1
1439	до какого	1	1
1440	рассматривать вещи	1	1
1441	где он	1	1
1442	то прежде	2	1
1443	картину очень	1	1
1444	что каждый	1	1
1445	сам себе	1	1
1446	имеет смысла	1	1
1447	слова а	1	1
1448	видим не	1	1
1449	в ином	3	1
1450	а на	3	1
1451	показал в	1	1
1452	д словом	1	1
1453	вытекающее из	1	1
1454	вне этой	1	1
1455	часто также	1	1
1456	ее из	2	1
1457	иногда и	2	1
1458	из форм	1	1
1459	и берет	1	1
1460	но учение	1	1
1461	а также	7	1
1462	отвечает да	1	1
1463	здесь имеется	2	1
1464	е берет	1	1
1465	некоторых случаях	1	1
1466	если вся	1	1
1467	уже совершенно	1	1
1468	вид его	1	1
1469	о жизни	1	1
1470	его имени	1	1
1471	к освобождению	1	1
1472	наконец даже	1	1
1473	представляет собою	8	1
1474	совершенно точно	1	1
1475	лишь с	2	1
1476	этой цели	1	1
1477	переходим к	1	1
1478	но по	1	1
1479	можно будет	3	1
1480	такие формы	1	1
1481	и мать	1	1
1482	он состоит	1	1
1483	и могут	1	1
1484	этой новой	1	1
1485	со своей	1	1
1486	средствами и	1	1
1487	один и	1	1
1488	другое так	1	1
1489	без рассмотрения	1	1
1490	идет на	1	1
1491	относятся к	2	1
1492	собой определенную	1	1
1493	форма в	3	1
1494	основного принципа	1	1
1495	то можно	5	1
1496	и развития	1	1
1497	путь к	2	1
1498	и определенный	1	1
1499	в церковь	1	1
1500	и таким	2	1
1501	очень многие	1	1
1502	не все	6	1
1503	метод и	1	1
1504	другом случае	1	1
1505	и красоту	1	1
1506	оно может	4	1
1507	схеме и	1	1
1508	без всякой	2	1
1509	еще до	1	1
1510	всех частях	1	1
1511	и хочет	1	1
1512	как таковыми	1	1
1513	наука о	2	1
1514	такую же	2	1
1515	становится все	1	1
1516	нужно только	1	1
1517	такие же	1	1
1518	мы выделяем	1	1
1519	вопросы требуют	1	1
1520	в поле	5	1
1521	случае если	2	1
1522	могут служить	1	1
1523	вдруг появляется	1	1
1524	части то	1	1
1525	уже полный	1	1
1526	сказках и	1	1
1527	может идти	1	1
1528	из ряда	3	1
1529	д как	4	1
1530	одну из	1	1
1531	здесь только	2	1
1532	характерен для	1	1
1533	что всякий	1	1
1534	вопрос как	3	1
1535	третьим но	1	1
1536	то нет	1	1
1537	которое только	1	1
1538	где вы	1	1
1539	а по	3	1
1540	по земле	1	1
1541	слова не	1	1
1542	являются из	1	1
1543	конечно в	1	1
1544	окружающие нас	1	1
1545	полная систематика	1	1
1546	функции могут	2	1
1547	такая простая	1	1
1548	в пределах	3	1
1549	как явление	1	1
1550	уже видели	2	1
1551	том кто	1	1
1552	плохо если	1	1
1553	при других	1	1
1554	к которой	1	1
1555	и цели	1	1
1556	их как	2	1
1557	в самостоятельный	1	1
1558	ли этот	2	1
1559	разделение на	1	1
1560	красоту и	1	1
1561	переходит на	2	1
1562	возможно ли	1	1
1563	этим же	2	1
1564	на других	1	1
1565	предмет его	1	1
1566	и способ	1	1
1567	сильнее всего	1	1
1568	быть выражено	1	1
1569	что сходные	1	1
1570	что о	2	1
1571	что данная	1	1
1572	в другую	2	1
1573	тех которые	1	1
1574	том случае	3	1
1575	право на	2	1
1576	себе он	1	1
1577	в создании	1	1
1578	известной степени	1	1
1579	все более	1	1
1580	ее может	1	1
1581	д если	2	1
1582	в эти	1	1
1583	то такая	1	1
1584	само собой	1	1
1585	если на	1	1
1586	ли в	1	1
1587	то все	1	1
1588	может или	1	1
1589	вне этих	1	1
1590	только одну	1	1
1591	она могла	1	1
1592	хотя они	2	1
1593	три года	4	1
1594	животных и	3	1
1595	как выше	1	1
1596	в лице	1	1
1597	а сама	1	1
1598	пр все	1	1
1599	когда перед	1	1
