N	2gram	Potebnia_M	Vvedenie
1306	начинает с	1	1
1307	как языки	1	1
1308	развития на	1	1
1309	объем и	1	1
1310	тот же	5	1
1311	сомнения в	1	1
1312	всякий кто	1	1
1313	что на	9	1
1314	проявляются в	1	1
1315	не то	3	1
1316	в заключение	1	1
1317	слова и	7	1
1318	создании новых	1	1
1319	на некоторое	1	1
1320	в первой	1	1
1321	языка совершенно	1	1
1322	никак не	3	1
1323	с каким	2	1
1324	без помощи	1	1
1325	данной системы	1	1
1326	данных доставляемых	1	1
1327	например когда	1	1
1328	и том	3	1
1329	он должен	2	1
1330	более того	1	1
1331	что понятие	3	1
1332	судя по	5	1
1333	изменения в	1	1
1334	языков но	2	1
