N	2gram	Losev_Dial	Problema
1318	в мысли	2	3
1319	не говорит	6	3
1320	выше мы	1	3
1321	делает его	1	3
1322	обязательно должны	1	3
1323	чтобы его	1	3
1324	вещь но	3	3
1325	на этом	3	3
1326	ли это	1	3
1327	говорил о	2	3
1328	в нечто	3	3
1329	от самого	3	3
1330	нет никаких	3	3
1331	за ними	1	3
1332	определяет собою	1	3
1333	в москве	1	3
1334	почему же	3	3
1335	друг другу	1	3
1336	которая хотя	1	3
1337	за все	1	3
1338	речи о	1	3
1339	вообще во	1	3
1340	и нельзя	1	3
1341	в подлинном	1	3
1342	а потому	1	3
1343	можно понять	1	3
1344	его с	1	3
1345	должна быть	11	3
1346	и должно	1	3
1347	самой жизни	1	3
1348	истории в	1	3
1349	из того	2	3
1350	этого мифа	2	3
1351	мы понимаем	3	3
1352	заключается не	1	3
1353	существует то	1	3
1354	оно есть	4	3
1355	в романе	1	3
1356	в процессе	2	3
1357	относятся к	1	3
1358	предмета не	1	3
1359	с ними	3	3
1360	по самому	2	3
1361	со стороны	5	3
1362	что каждая	1	3
1363	и достаточно	1	3
1364	земли и	1	3
1365	самый этот	1	3
1366	он хочет	1	3
1367	нужно говорить	1	3
1368	мы хотим	2	3
1369	и существует	2	3
1370	потому и	1	3
1371	заметить что	2	3
1372	каком смысле	5	3
1373	в образе	1	3
1374	общества в	1	3
1375	том же	1	3
1376	он может	2	3
1377	просто на	1	3
1378	достаточно глубоко	1	3
1379	будет в	1	3
1380	жизни но	1	3
1381	не думает	1	3
1382	деле если	1	3
1383	возможно только	7	3
1384	жизни это	1	3
1385	и где	2	3
1386	помнить что	2	3
1387	тогда это	3	3
1388	нами только	1	3
1389	при его	3	3
1390	это так	2	3
1391	поскольку она	1	3
1392	еще до	1	3
1393	только лишь	3	3
1394	как показывает	1	3
1395	она должна	3	3
1396	то чего	1	3
1397	только так	2	3
1398	и миф	3	3
1399	я вас	1	3
1400	уже видели	1	3
1401	думать что	3	3
1402	несмотря ни	1	3
1403	остается на	1	3
1404	есть сам	1	3
1405	мы указали	1	3
1406	отношении не	1	3
1407	отличаются друг	1	3
1408	она действительно	2	3
1409	как для	1	3
1410	в чисто	2	3
1411	говорит не	1	3
1412	в бесконечную	1	3
1413	анализ понятия	1	2
1414	и мыслить	1	2
1415	никогда и	1	2
1416	в последнее	2	2
1417	вывод из	1	2
1418	и имеет	1	2
1419	самый принцип	3	2
1420	до самого	1	2
1421	мы впервые	1	2
1422	эта идея	1	2
1423	ли его	2	2
1424	будет ли	5	2
1425	чтобы она	3	2
1426	исторического процесса	2	2
1427	сводится на	4	2
1428	и самыми	1	2
1429	и такое	1	2
1430	это определение	1	2
1431	идти в	1	2
1432	оперирует с	1	2
1433	в живописи	1	2
1434	из двух	4	2
1435	до полного	1	2
1436	форму и	1	2
1437	тут уже	1	2
1438	исходить из	1	2
1439	уже нет	1	2
1440	и чувство	1	2
1441	структуры это	1	2
1442	цели и	1	2
1443	тогда не	2	2
1444	не имели	1	2
1445	всем его	1	2
1446	чем заключается	2	2
1447	только благодаря	1	2
1448	необходимо категорически	1	2
1449	смысле она	1	2
1450	его жизни	1	2
1451	тех кто	1	2
1452	что фактически	2	2
1453	вот теперь	1	2
1454	из жизни	1	2
1455	внутри себя	1	2
1456	при их	1	2
1457	могут не	2	2
1458	солнце и	2	2
1459	не говорите	1	2
1460	же себя	1	2
1461	точке зрения	1	2
1462	друг на	1	2
1463	с другим	2	2
1464	я с	2	2
1465	еще нет	1	2
1466	есть действительно	2	2
1467	него не	1	2
1468	то чем	1	2
1469	и вдруг	1	2
1470	не мыслится	1	2
1471	абстрактном виде	1	2
1472	понятие о	2	2
1473	и живет	1	2
1474	мало кто	1	2
1475	он как-то	1	2
1476	точка зрения	5	2
1477	тут нет	4	2
1478	раз на	2	2
1479	жизни с	2	2
1480	что обычно	1	2
1481	вещь не	2	2
1482	ближе к	1	2
1483	д все	1	2
1484	содержать в	2	2
1485	все его	2	2
1486	о разных	2	2
1487	законы природы	12	2
1488	но от	1	2
1489	близка к	1	2
1490	в миф	1	2
1491	к необходимости	1	2
1492	через то	1	2
1493	по типу	1	2
1494	количество частей	1	2
1495	до их	1	2
1496	это указывает	1	2
1497	и говорит	1	2
1498	человеческая жизнь	1	2
1499	мира или	2	2
1500	в непрерывном	1	2
1501	другой вещи	1	2
1502	есть понятие	1	2
1503	мы отличили	1	2
1504	и надо	1	2
1505	того если	1	2
1506	существуют только	2	2
1507	уже сама	2	2
1508	вопрос что	1	2
1509	из предыдущего	1	2
1510	принять во	1	2
1511	чтобы он	1	2
1512	зрения в	3	2
1513	науки а	1	2
1514	этой идеи	1	2
1515	для мифа	3	2
1516	никакой мифологии	1	2
1517	не отличаются	1	2
1518	ли будет	2	2
1519	заговорили о	2	2
1520	общего не	2	2
1521	то тут	2	2
1522	в нас	2	2
1523	без этих	1	2
1524	уже одно	1	2
1525	на свое	1	2
1526	есть смерть	2	2
1527	целом и	1	2
1528	что есть	6	2
1529	искусства но	1	2
1530	предмет не	1	2
1531	когда они	1	2
1532	внимание их	1	2
1533	себе отнюдь	2	2
1534	бы ни	1	2
1535	же необходимо	1	2
1536	есть ли	8	2
1537	и чем	1	2
1538	мы до	1	2
1539	следовательно не	2	2
1540	для самого	1	2
1541	возможна только	2	2
1542	значит ли	1	2
1543	если вы	5	2
1544	значит это	1	2
1545	когда уже	1	2
1546	и возможно	1	2
1547	содержащий в	1	2
1548	понятие и	1	2
1549	уже содержит	1	2
1550	должны быть	7	2
1551	и кроме	2	2
1552	и дает	1	2
1553	уже нельзя	1	2
1554	думает что	1	2
1555	никакому сомнению	1	2
1556	совершенно ничего	2	2
1557	вещь существует	1	2
1558	во-первых это	2	2
1559	только вполне	1	2
1560	образа вещи	2	2
1561	о природе	1	2
1562	же раз	1	2
1563	и событий	1	2
1564	допустим что	16	2
1565	еще с	1	2
1566	как смысл	2	2
1567	представляли себе	1	2
1568	нем только	1	2
1569	или об	3	2
1570	это вдруг	1	2
1571	возникает вопрос	1	2
1572	везде и	1	2
1573	всякое тело	1	2
1574	жизни мы	1	2
1575	мало ли	1	2
1576	сам он	1	2
1577	есть попросту	1	2
1578	образом ни	1	2
1579	к мифологии	1	2
1580	если принять	1	2
1581	к своим	1	2
1582	себе никакого	1	2
1583	для всякой	1	2
1584	только мы	3	2
1585	которое не	2	2
1586	у меня	2	2
1587	всего иного	2	2
1588	чем именно	2	2
1589	тот и	1	2
1590	сознание которое	1	2
1591	не понимает	1	2
1592	россии в	1	2
1593	вслед за	1	2
1594	полного совпадения	1	2
1595	же вещь	1	2
1596	однако ясно	1	2
1597	тоже нет	1	2
1598	которая обычно	1	2
1599	и раньше	1	2
1600	только есть	2	2
1601	другие предметы	1	2
1602	чтобы все	1	2
1603	не из	1	2
1604	у вас	2	2
1605	жизни не	1	2
1606	другого и	1	2
1607	мы нашли	1	2
1608	миф может	2	2
1609	остается для	1	2
1610	в свое	1	2
1611	значение может	1	2
1612	что ему	1	2
1613	личности которая	3	2
1614	основе своей	1	2
1615	ее на	1	2
1616	зависит от	4	2
1617	например сказать	1	2
1618	нам не	1	2
1619	вещи мы	2	2
1620	то самое	1	2
1621	только чисто	1	2
1622	в каком-нибудь	2	2
1623	на одной	1	2
1624	силу и	1	2
1625	какой-то особой	1	2
1626	очень долго	1	2
1627	вовсе нет	2	2
1628	когда же	2	2
1629	даже самая	1	2
1630	только очень	1	2
1631	говорят в	1	2
1632	и всякое	2	2
1633	вот это	3	2
1634	история и	6	2
1635	мы ее	1	2
1636	вообще это	1	2
1637	к мифу	1	2
1638	субъект и	2	2
1639	возникает необходимость	1	2
1640	и я	3	2
1641	со своей	1	2
1642	именно эта	1	2
1643	отвлеченных понятий	1	2
1644	эта связь	1	2
1645	говорит об	1	2
1646	и таким	1	2
1647	а так	1	2
1648	если что-нибудь	2	2
1649	как результат	2	2
1650	стремлений и	1	2
1651	и другого	1	2
1652	бы это	3	2
1653	на них	2	2
1654	станет ясным	1	2
1655	уже сказали	2	2
1656	но его	3	2
1657	когда есть	2	2
1658	и эти	2	2
1659	суть только	1	2
1660	такие же	1	2
1661	перестал бы	1	2
1662	и ко	1	2
1663	что такого	1	2
1664	он нечто	1	2
1665	понятий а	1	2
1666	доказать что	1	2
1667	заключается только	1	2
1668	примеры из	1	2
1669	помощи того	1	2
1670	то нет	1	2
1671	не с	1	2
1672	с наступлением	1	2
1673	же что	1	2
1674	ни взяли	1	2
1675	лишь как	4	2
1676	д в	2	2
1677	конечно нет	1	2
1678	и всякая	2	2
1679	ведь мы	1	2
1680	разные типы	1	2
1681	правильно и	1	2
1682	во многом	1	2
1683	в другую	1	2
1684	а часто	1	2
1685	к божеству	1	2
1686	ровно нет	1	2
1687	никому не	1	2
1688	вещах и	3	2
1689	такой же	1	2
1690	ему свойственны	1	2
1691	впасть в	1	2
1692	право на	1	2
1693	и художественного	1	2
1694	и эта	1	2
1695	тут-то и	1	2
1696	бы от	1	2
1697	тут идет	1	2
1698	мы наблюдаем	1	2
1699	вообще на	1	2
1700	самостоятельного значения	1	2
1701	почему в	1	2
1702	сколько и	1	2
1703	в крайнем	2	2
1704	ней не	2	2
1705	чего не	7	2
1706	можно и	6	2
1707	логика и	3	2
1708	познания и	2	2
1709	самое понятие	1	2
1710	момента в	1	2
1711	этот момент	2	2
1712	строго говоря	2	2
1713	и мифа	1	2
1714	угодно но	1	2
1715	что человек	1	2
1716	гораздо богаче	1	2
1717	может нас	1	2
1718	которых состоит	3	2
1719	то ли	1	2
1720	исторического развития	1	2
1721	как таковых	2	2
1722	приходит к	1	2
1723	природы или	2	2
1724	крайнем случае	2	2
1725	среди прочих	1	2
1726	и была	1	2
1727	до степени	2	2
1728	самого понятия	1	2
1729	бы все	1	2
1730	само собою	1	2
1731	не сказано	1	2
1732	и должен	1	2
1733	всегда в	1	2
1734	почти все	1	2
1735	повелительно требует	1	2
1736	ли не	1	2
1737	относиться к	1	2
1738	на все	1	2
1739	известно что	4	2
1740	этого вопроса	1	2
1741	природы в	2	2
1742	бороться против	1	2
1743	его структуре	1	2
1744	яснее если	1	2
1745	вот тут-то	1	2
1746	говорить не	3	2
1747	имеет в	1	2
1748	но то	3	2
1749	с нашим	1	2
1750	а пока	1	2
1751	пусть в	2	2
1752	все прочее	1	2
1753	мыслить и	4	2
1754	что люди	1	2
1755	самый факт	1	2
1756	ясно из	1	2
1757	ни одного	2	2
1758	в абсолютном	1	2
1759	другого так	1	2
1760	будет и	1	2
1761	каждая вещь	1	2
1762	чего именно	1	2
1763	бы совершенно	1	2
1764	тезис о	1	2
1765	верить в	2	2
1766	же она	3	2
1767	без того	3	2
1768	ее внутренней	1	2
1769	функционируют в	1	2
1770	для понимания	1	2
1771	воли и	2	2
1772	том какую	1	2
1773	от себя	5	2
1774	нем не	2	2
1775	уже перестает	1	2
1776	индивидуализма и	1	2
1777	же сколько	1	2
1778	вовсе и	1	2
1779	дает возможность	1	2
1780	и мало	1	2
1781	на почве	1	2
1782	этого и	1	2
1783	вот эта	1	2
1784	чтобы это	2	2
1785	с собственными	1	2
1786	есть этот	1	2
1787	то оно	1	2
1788	конечно есть	1	2
1789	в состоянии	1	2
1790	мало и	1	2
1791	понимая под	1	2
1792	значит не	1	2
1793	они в	1	2
1794	на стадии	2	2
1795	и никакой	3	2
1796	и бесконечно	1	2
1797	души а	1	2
1798	и движется	1	2
1799	человек в	1	2
1800	всем своем	1	2
1801	и вещи	1	2
1802	и жизнь	1	2
1803	усилий и	1	2
1804	как например	2	2
1805	сказали что	3	2
1806	раз это	2	2
1807	в мифологии	2	2
1808	стремится к	1	2
1809	не видят	1	2
1810	не дает	1	2
1811	ту же	1	2
1812	или же	3	2
1813	полноты и	1	2
1814	не приходится	2	2
1815	вообще для	1	2
1816	в учении	1	2
1817	очень мало	2	2
1818	их и	1	2
1819	т п	1	2
1820	не говорится	1	2
1821	хотя фактически	1	2
1822	неделимая единичность	1	2
1823	человека то	1	2
1824	об этих	1	2
1825	еще остается	1	2
1826	представление об	1	2
1827	ни за	2	2
1828	именно этой	1	2
1829	в один	2	2
1830	чувственное ощущение	1	2
1831	себя но	2	2
1832	она сама	1	2
1833	говорили мы	2	2
1834	к такому	1	2
1835	они и	1	2
1836	как с	2	2
1837	самой обыкновенной	1	2
1838	с и	1	2
1839	и никто	1	2
1840	но также	1	2
1841	и различие	1	2
1842	что отнюдь	2	2
1843	утверждает что	3	2
1844	не зная	2	2
1845	к самым	1	2
1846	от их	1	2
1847	чувства и	1	2
1848	отличаются от	1	2
1849	судить по	1	2
1850	только оно	1	2
1851	весьма далек	1	2
1852	в которые	1	2
1853	степени с	1	2
1854	никаких представлений	1	2
1855	самое это	1	2
1856	жизни так	1	2
1857	только одно	4	2
1858	наконец и	1	2
1859	признать что	1	2
1860	самое главное	1	2
1861	категорий но	1	2
1862	разнообразие и	1	2
1863	совпадает с	2	2
1864	сознание и	4	2
1865	не должно	2	2
1866	невозможен без	1	2
1867	здесь о	1	2
1868	нельзя понимать	1	2
1869	вещей как	2	2
1870	этой жизни	2	2
1871	ли вы	1	2
1872	друга и	1	2
1873	основанная на	1	2
1874	особенно ярко	1	2
1875	возможно было	1	2
1876	только одна	3	2
1877	что я	3	2
1878	судьбы и	1	2
1879	обычно не	2	2
1880	нет то	1	2
1881	же он	2	2
1882	не будучи	2	2
1883	отличаться от	2	2
1884	в другое	1	2
1885	души и	3	2
1886	этой самой	1	2
1887	необходимым образом	5	2
1888	мифологии и	6	2
1889	данный предмет	1	2
1890	примеров на	1	2
1891	что остается	2	2
1892	и вот	13	2
1893	обе эти	1	2
1894	который хотя	2	2
1895	тому чтобы	3	2
1896	на одно	1	2
1897	и разные	2	2
1898	такое же	1	2
1899	образ который	1	2
1900	ясным что	2	2
1901	этой аксиомы	1	2
1902	что каждый	1	2
1903	и ясно	1	2
1904	представлять себе	1	2
1905	слово в	2	2
1906	мифологии но	1	2
1907	не суть	7	2
1908	этого не	2	2
1909	мы пользуемся	1	2
1910	как этот	1	2
1911	раз навсегда	2	2
1912	или событие	1	2
1913	в глубине	3	2
1914	где нет	1	2
1915	чтобы быть	5	2
1916	вообще он	1	2
1917	последнее время	2	2
1918	другие теории	1	2
1919	все категории	1	2
1920	в меру	1	2
1921	определения того	1	2
1922	человека к	1	2
1923	и необходима	1	2
1924	на свои	3	2
1925	мы же	1	2
1926	и ничто	2	2
1927	просто не	1	2
1928	бы например	1	2
1929	всего его	1	2
1930	здесь очевидно	1	2
1931	говоря о	3	2
1932	имеет свое	1	2
1933	на друга	1	2
1934	это однако	1	2
1935	даже при	1	2
1936	если взять	2	2
1937	вы не	9	2
1938	идею и	1	2
1939	итак если	3	2
1940	имели в	1	2
1941	и материи	2	2
1942	в который	3	2
1943	же можно	2	2
1944	их можно	1	2
1945	людей на	1	2
1946	смысле мы	1	2
1947	а я	3	2
1948	и совершенно	2	2
1949	его брать	2	2
1950	школы по	1	1
1951	и объекта	4	1
1952	они имеют	1	1
1953	наступило время	1	1
1954	или он	1	1
1955	есть вещь	1	1
1956	бы мир	1	1
1957	такое бытие	1	1
1958	что возможно	1	1
1959	термина он	1	1
1960	переходом от	1	1
1961	или только	4	1
1962	и самому	1	1
1963	всего само	1	1
1964	в такое	1	1
1965	историческом явлении	1	1
1966	не меньше	2	1
1967	мы тогда	1	1
1968	без перехода	1	1
1969	чудище которое	1	1
1970	связанных между	1	1
1971	какими бы	1	1
1972	реальной жизни	1	1
1973	где для	1	1
1974	ведь уже	1	1
1975	мы исходим	1	1
1976	именно символа	1	1
1977	правда это	1	1
1978	так можно	1	1
1979	на другую	5	1
1980	и лучше	1	1
1981	здесь говорить	1	1
1982	науке и	1	1
1983	превратится в	1	1
1984	есть субстанциальное	2	1
1985	нужно однако	1	1
1986	между ними	1	1
1987	ни слова	1	1
1988	вполне тождественны	1	1
1989	раз есть	1	1
1990	и самые	1	1
1991	специфичны и	1	1
1992	какой-то новой	1	1
1993	предметов в	1	1
1994	и чужой	1	1
1995	именно и	1	1
1996	на картине	1	1
1997	во тьме	1	1
1998	по природе	1	1
1999	и опять	1	1
2000	каким образом	1	1
2001	пр предметы	1	1
2002	говорят но	1	1
2003	не хотят	1	1
2004	в новую	1	1
2005	говоря вообще	1	1
2006	мир как	8	1
2007	прямо сказать	1	1
2008	науке или	1	1
2009	из всего	1	1
2010	мифе о	1	1
2011	говорить если	2	1
2012	которое тоже	1	1
2013	всего с	1	1
2014	о полном	1	1
2015	самого и	1	1
2016	только через	1	1
2017	место и	1	1
2018	же если	1	1
2019	было возможно	1	1
2020	хотим вскрыть	1	1
2021	самое настоящее	1	1
2022	планов действительности	1	1
2023	функции также	1	1
2024	бесконечно и	1	1
2025	существенного в	1	1
2026	к движению	1	1
2027	не его	1	1
2028	отличается но	1	1
2029	данный в	1	1
2030	должен существовать	1	1
2031	умирает в	1	1
2032	миф от	3	1
2033	физики или	1	1
2034	мифом миф	1	1
2035	что тело	1	1
2036	все и	1	1
2037	превратило бы	1	1
2038	осуществляется в	2	1
2039	в некий	1	1
2040	есть настоящее	1	1
2041	всего мифа	1	1
2042	для настоящей	1	1
2043	значит оно	2	1
2044	начале и	2	1
2045	этого последнего	1	1
2046	сорок лет	1	1
2047	свою личность	2	1
2048	идеей и	1	1
2049	образ ее	1	1
2050	есть учение	1	1
2051	этому понятию	1	1
2052	это очевидно	1	1
2053	самом своем	1	1
2054	всеми ее	1	1
2055	она еще	2	1
2056	но может	1	1
2057	миф сам	2	1
2058	всякой науки	1	1
2059	несколько примеров	1	1
2060	многих местах	1	1
2061	знает ни	1	1
2062	не ставится	2	1
2063	даже вне	1	1
2064	всегда будет	1	1
2065	мы констатировали	1	1
2066	в вопросе	2	1
2067	на ней	1	1
2068	свете существует	1	1
2069	обществе а	1	1
2070	тут остается	1	1
2071	и формы	2	1
2072	не посмел	1	1
2073	этого мы	2	1
2074	отношения и	1	1
2075	быть предметом	1	1
2076	тоже суть	1	1
2077	переход от	1	1
2078	говорят или	1	1
2079	в реальной	1	1
2080	и стали	1	1
2081	этот человек	1	1
2082	но разве	2	1
2083	в основу	1	1
2084	такая же	1	1
2085	сущности и	6	1
2086	знать в	1	1
2087	есть конечно	3	1
2088	смотрит он	1	1
2089	будем говорить	1	1
2090	ли она	1	1
2091	как от	1	1
2092	и возможна	1	1
2093	и говорится	1	1
2094	природы не	3	1
2095	что-нибудь говорим	1	1
2096	это что	1	1
2097	предметов мы	1	1
2098	нас а	1	1
2099	знание и	4	1
2100	весь миф	1	1
2101	нечто третье	1	1
2102	об идеях	1	1
2103	дает для	1	1
2104	превратился в	2	1
2105	и искусство	1	1
2106	к ее	2	1
2107	часто так	1	1
2108	чудо что	1	1
2109	или иным	1	1
2110	в некоторых	3	1
2111	всего в	2	1
2112	и слепой	1	1
2113	которую можно	2	1
2114	мысли так	1	1
2115	только сущность	1	1
2116	она имеет	1	1
2117	или наоборот	1	1
2118	каждый отдельный	1	1
2119	есть ничто	3	1
2120	очевидно вовсе	1	1
2121	отличается то	1	1
2122	то очевидно	1	1
2123	находить и	1	1
2124	состояние духа	1	1
2125	дуализма и	1	1
2126	о данном	1	1
2127	речь об	1	1
2128	необходимо должно	1	1
2129	оно ничем	2	1
2130	в какую-нибудь	2	1
2131	многих усилий	1	1
2132	всей их	1	1
2133	говорите что	3	1
2134	к себе	1	1
2135	эта всеобщая	1	1
2136	мы знаем	3	1
2137	в теле	2	1
2138	и цели	1	1
2139	и понимаем	1	1
2140	когда люди	1	1
2141	с тех	2	1
2142	не должна	1	1
2143	мир во	1	1
2144	не имея	2	1
2145	поскольку речь	1	1
2146	с термином	1	1
2147	при чем	1	1
2148	пустотой и	1	1
2149	не получилось	1	1
2150	недостаточно говорить	1	1
2151	в пустую	1	1
2152	ни ее	1	1
2153	и всякой	2	1
2154	но самая	1	1
2155	или прямо	1	1
2156	на объект	1	1
2157	разве можно	1	1
2158	природой и	1	1
2159	уходящая в	1	1
2160	сознания на	1	1
2161	о времени	3	1
2162	одного человека	1	1
2163	ее от	2	1
2164	есть явление	6	1
2165	будет значить	4	1
2166	это нисколько	1	1
2167	опыта но	1	1
2168	например у	1	1
2169	есть какой-то	1	1
2170	диалектическая категория	1	1
2171	на какую	1	1
2172	человек по	2	1
2173	нельзя если	1	1
2174	в третий	2	1
2175	нужно думать	1	1
2176	всем миром	1	1
2177	по улице	1	1
2178	вечном и	1	1
2179	этом последнем	1	1
2180	без него	1	1
2181	эти три	1	1
2182	спрашивается что	1	1
2183	говорить нечего	1	1
2184	не требуется	1	1
2185	целиком и	1	1
2186	которое и	1	1
2187	функций нужно	1	1
2188	эта была	1	1
2189	ясно только	1	1
2190	одном из	1	1
2191	даже тогда	1	1
2192	смысловой и	1	1
2193	сознания как	1	1
2194	физические вещи	1	1
2195	чуда не	2	1
2196	говорят не	1	1
2197	части а	1	1
2198	делает ее	3	1
2199	абстрактных понятий	2	1
2200	значит иметь	1	1
2201	есть история	4	1
2202	в сторону	1	1
2203	индивидуализм и	2	1
2204	но жизнь	1	1
2205	за другой	1	1
2206	от предмета	1	1
2207	находим не	1	1
2208	уж говорить	1	1
2209	речь заходит	1	1
2210	станет яснее	1	1
2211	существовать без	1	1
2212	никакого существенного	1	1
2213	на факт	1	1
2214	всего этот	1	1
2215	привносит в	1	1
2216	мыслится как	1	1
2217	складывается из	1	1
2218	вещи с	2	1
2219	сознания или	1	1
2220	однако так	1	1
2221	слово есть	1	1
2222	не субстанциальное	1	1
2223	и совпадение	1	1
2224	не самые	1	1
2225	в устах	1	1
2226	как факт	1	1
2227	вечно и	1	1
2228	обязательно будет	1	1
2229	личность в	3	1
2230	в философии	1	1
2231	него есть	1	1
2232	и философы	1	1
2233	в обычных	1	1
2234	принципов и	1	1
2235	применить и	1	1
2236	всего миф	1	1
2237	сюда же	2	1
2238	отличен от	2	1
2239	совершенно различными	1	1
2240	и необходимость	2	1
2241	с какой	1	1
2242	и собственно	1	1
2243	говорится и	1	1
2244	характерны для	1	1
2245	в объективном	1	1
2246	языком и	1	1
2247	ночь у	2	1
2248	он стал	1	1
2249	котором уже	1	1
2250	и в-пятых	1	1
2251	и специфическое	1	1
2252	бы но	1	1
2253	мифа от	1	1
2254	не могла	1	1
2255	себе есть	1	1
2256	которые сами	1	1
2257	сами эти	2	1
2258	в новоевропейском	1	1
2259	также не	3	1
2260	не сами	1	1
2261	ряде примеров	1	1
2262	перехода в	2	1
2263	того кто	4	1
2264	не само	1	1
2265	что содержится	1	1
2266	так значит	1	1
2267	возможно что	1	1
2268	же самого	1	1
2269	взятого в	1	1
2270	как вещи	1	1
2271	но прежде	1	1
2272	существовать и	1	1
2273	то значит	4	1
2274	давало бы	1	1
2275	краски которые	1	1
2276	все остальное	4	1
2277	ли на	1	1
2278	образом просто	1	1
2279	не вижу	1	1
2280	все живое	2	1
2281	в сердце	1	1
2282	здесь я	1	1
2283	необходим в	1	1
2284	путь и	1	1
2285	своей и	4	1
2286	что сейчас	1	1
2287	те кто	1	1
2288	из-за этого	1	1
2289	на место	1	1
2290	чувств и	1	1
2291	и насколько	1	1
2292	нельзя говорить	1	1
2293	в глубину	2	1
2294	искусство может	1	1
2295	с идеей	1	1
2296	личности когда	3	1
2297	дерево а	1	1
2298	быть просто	1	1
2299	в особенности	9	1
2300	мыслит себе	1	1
2301	против этого	1	1
2302	с полной	3	1
2303	можно получить	1	1
2304	в анализе	1	1
2305	субъективизма и	1	1
2306	и способен	1	1
2307	рождение и	1	1
2308	ни малейшего	1	1
2309	вещь без	1	1
2310	опирается на	1	1
2311	на точке	1	1
2312	мы приходим	1	1
2313	который уже	1	1
2314	и картины	1	1
2315	на b	2	1
2316	которые он	1	1
2317	допустим даже	1	1
2318	потом можно	1	1
2319	тогда опять-таки	1	1
2320	тут давалась	1	1
2321	этих формул	1	1
2322	отвлеченное понятие	1	1
2323	бы чем-то	1	1
2324	не знаете	3	1
2325	в другой	2	1
2326	его внутреннего	1	1
2327	эти законы	1	1
2328	в человеке	1	1
2329	фактов но	1	1
2330	с символом	1	1
2331	религиозным человеком	1	1
2332	даже нет	1	1
2333	существует еще	1	1
2334	они что-нибудь	1	1
2335	творчества и	1	1
2336	быть так	1	1
2337	и одной	1	1
2338	не ясно	1	1
2339	с этого	1	1
2340	остается но	1	1
2341	и ночь	2	1
2342	есть абстрактное	3	1
2343	делится на	4	1
2344	с таким	1	1
2345	с вещью	1	1
2346	предполагать что	1	1
2347	искусство должно	1	1
2348	абстрактные понятия	1	1
2349	ведь она	1	1
2350	необозримое количество	1	1
2351	самих вещах	1	1
2352	природы уже	1	1
2353	что обыкновенно	1	1
2354	и какая	2	1
2355	чувство и	2	1
2356	которое ничего	1	1
2357	что называется	2	1
2358	же еще	1	1
2359	во-первых есть	1	1
2360	те же	1	1
2361	понятие а	1	1
2362	принимая во	1	1
2363	и красок	1	1
2364	себе совершенно	2	1
2365	от каких	1	1
2366	целое как	1	1
2367	и вопрос	1	1
2368	я хочу	2	1
2369	странное и	2	1
2370	это само	1	1
2371	мы мыслим	3	1
2372	не помешает	1	1
2373	говоря и	1	1
2374	нет а	1	1
2375	думают что	3	1
2376	этом условии	2	1
2377	говорить и	2	1
2378	все будет	1	1
2379	на их	1	1
2380	подходить к	1	1
2381	пр но	1	1
2382	возможна без	1	1
2383	существует никакого	1	1
2384	и судьба	2	1
2385	это может	1	1
2386	не очевидно	2	1
2387	кто испытал	1	1
2388	в рассмотрение	1	1
2389	частей и	1	1
2390	только теми	1	1
2391	в x	1	1
2392	не подходит	1	1
2393	поговорить об	1	1
2394	религия может	1	1
2395	и многое	2	1
2396	с гордостью	1	1
2397	в физике	1	1
2398	религии но	2	1
2399	человеческого рода	1	1
2400	людьми то	2	1
2401	бог и	1	1
2402	тогда я	1	1
2403	становления а	1	1
2404	действительности это	1	1
2405	в течение	4	1
2406	творчество и	1	1
2407	с нами	1	1
2408	вся наша	1	1
2409	учение об	1	1
2410	анализа весьма	1	1
2411	таком виде	1	1
2412	например хотя	1	1
2413	быть не	3	1
2414	и наше	1	1
2415	них как	2	1
2416	на приведенных	1	1
2417	не вещи	1	1
2418	если предмет	1	1
2419	время самое	1	1
2420	есть оно	1	1
2421	вещей из	2	1
2422	на небесах	1	1
2423	не думал	1	1
2424	отношении к	1	1
2425	ведь раз	1	1
2426	иначе мы	1	1
2427	далее если	1	1
2428	человека только	1	1
2429	в вещах	1	1
2430	вовсе нельзя	1	1
2431	пока мы	2	1
2432	истории и	6	1
2433	этой стороны	1	1
2434	кого бы	1	1
2435	простая сумма	1	1
2436	вне его	1	1
2437	меняется и	1	1
2438	связанных с	1	1
2439	речь именно	2	1
2440	если их	2	1
2441	свое существование	1	1
2442	художников и	1	1
2443	процесс и	1	1
2444	живое и	2	1
2445	в абсолютной	1	1
2446	сестра и	1	1
2447	полной самостоятельности	1	1
2448	бы вопрос	1	1
2449	как некое	1	1
2450	есть последняя	1	1
2451	вообще ни	1	1
2452	искусство и	1	1
2453	лучше всего	1	1
2454	только здесь	1	1
2455	же начинаем	1	1
2456	и сводится	3	1
2457	в религии	6	1
2458	давно пора	1	1
2459	говорим например	1	1
2460	можно мыслить	2	1
2461	эта пустая	1	1
2462	не видит	1	1
2463	кроме этого	2	1
2464	получается что	3	1
2465	именно этот	1	1
2466	в особом	2	1
2467	во времени	1	1
2468	двух планов	1	1
2469	в систему	1	1
2470	впервые начинаем	1	1
2471	категории и	3	1
2472	конечно с	1	1
2473	такая жизнь	1	1
2474	понять и	1	1
2475	существуют целые	1	1
2476	существовать вне	1	1
2477	об их	1	1
2478	как к	2	1
2479	что картина	1	1
2480	тут есть	2	1
2481	отнюдь еще	1	1
2482	категорически утверждать	1	1
2483	будет говорить	1	1
2484	мир в	3	1
