N	2gram	Tiupa_Teor	Tvorches
1292	творить не	1	1
1293	в уме	1	1
1294	и прежде	2	1
1295	на то	1	1
1296	право на	2	1
1297	и личной	1	1
1298	людей как	1	1
1299	искусство в	1	1
1300	толстого в	1	1
1301	ни был	2	1
1302	для этого	1	1
1303	стыда за	1	1
1304	для некоторых	1	1
1305	суда над	1	1
1306	именно это	1	1
1307	этом что	2	1
1308	принципиальное отличие	2	1
1309	принимается за	1	1
1310	в решающий	1	1
1311	героя но	1	1
1312	иное как	1	1
1313	а сама	1	1
1314	себе а	1	1
1315	из своих	1	1
