N	2gram	Bakhtin_Pr	Myslijsy
1323	и глубины	1	1
1324	этом потому	1	1
1325	и люди	1	1
1326	порядка в	3	1
1327	нем в	2	1
1328	изображены в	1	1
1329	или остается	1	1
1330	формальное и	1	1
1331	углубляться в	1	1
1332	он считает	1	1
1333	том чем	1	1
1334	между отдельными	2	1
1335	новую черту	1	1
1336	любовь к	1	1
1337	же предмет	1	1
1338	людей но	1	1
1339	и над	2	1
1340	с самим	3	1
1341	эта идея	1	1
1342	из всех	1	1
1343	вновь и	1	1
1344	на второй	1	1
1345	нее в	2	1
1346	сравнить его	1	1
1347	они уже	4	1
1348	же мысль	1	1
1349	ни стало	1	1
1350	их жизни	2	1
1351	переносит в	1	1
1352	не вызывает	1	1
1353	жить и	1	1
1354	него всю	1	1
1355	него в	2	1
1356	менее и	1	1
1357	только за	1	1
1358	всех человеческих	1	1
1359	как если	1	1
1360	мы даем	1	1
1361	только образом	1	1
1362	и само	2	1
1363	о силе	1	1
1364	эта масса	1	1
1365	есть раз	1	1
1366	и наиболее	1	1
1367	было как	1	1
1368	одновременно все	1	1
1369	на задний	1	1
1370	а там	1	1
1371	в настоящем	4	1
1372	чтобы в	2	1
1373	и связаны	1	1
1374	стоит в	1	1
1375	он уже	2	1
1376	в духе	3	1
1377	было до	1	1
1378	такими же	1	1
1379	в чистую	1	1
1380	не предполагает	1	1
1381	как дар	1	1
1382	жизни идеи	1	1
1383	весь этот	2	1
1384	участие в	1	1
1385	им прежде	1	1
1386	в построении	5	1
1387	мир такой	1	1
1388	словесного выражения	1	1
1389	с полною	1	1
1390	сторона его	2	1
1391	бы все	1	1
1392	и должен	1	1
1393	так это	1	1
1394	сознанием и	2	1
1395	самого и	1	1
1396	сознания но	3	1
1397	что почти	1	1
1398	притом в	1	1
1399	где она	2	1
1400	он произносит	1	1
1401	только ее	1	1
1402	мысль он	3	1
1403	в художественном	5	1
1404	мы так	1	1
1405	чем не	1	1
1406	как более	1	1
1407	себе он	1	1
1408	объективного и	1	1
1409	от своей	1	1
1410	к своим	1	1
1411	мир и	6	1
1412	его самосознание	3	1
1413	он по	1	1
1414	мы считаем	1	1
1415	не его	3	1
1416	всего можно	1	1
1417	в письме	1	1
1418	особенность которая	1	1
1419	как только	2	1
1420	повод к	1	1
1421	казалось бы	1	1
1422	он из	1	1
1423	всякого рода	1	1
1424	было быть	1	1
1425	вступая в	1	1
1426	при полном	2	1
1427	не столь	1	1
1428	может представляться	1	1
1429	от внешней	1	1
1430	действительности в	1	1
1431	так мало	1	1
1432	воспринять и	1	1
1433	другими и	1	1
1434	я это	2	1
1435	с точкой	2	1
1436	было не	1	1
1437	в жизнь	1	1
1438	уже сам	1	1
1439	и предполагает	1	1
1440	и отчасти	1	1
1441	видеть и	1	1
1442	совершенно в	1	1
1443	не согласиться	1	1
1444	которой он	1	1
1445	сам и	1	1
1446	искать для	2	1
1447	противоречия между	1	1
1448	силы и	1	1
1449	действительности как	1	1
1450	другу как	1	1
1451	что постоянно	2	1
1452	материал но	1	1
1453	в лесу	1	1
1454	мир его	1	1
1455	органическое единство	2	1
1456	в творчестве	6	1
1457	верной мысли	1	1
1458	жизнь которого	1	1
1459	воспроизведения и	1	1
1460	в нескольких	1	1
1461	мире а	3	1
1462	словами к	1	1
1463	заключено в	1	1
1464	ничто не	1	1
1465	жизнь а	1	1
1466	одновременно или	1	1
1467	формы его	2	1
1468	другом в	2	1
1469	вот почему	3	1
1470	по самой	1	1
1471	лишь для	1	1
1472	в этот	2	1
1473	поэтому то	1	1
1474	он ищет	4	1
1475	и т.п	8	1
1476	двух или	2	1
1477	в данных	1	1
1478	должна была	4	1
1479	на борьбу	1	1
1480	того она	1	1
1481	хорошо понимал	1	1
1482	именно изображать	1	1
1483	ряд суждений	1	1
1484	наблюдения и	1	1
1485	слово один	1	1
1486	если нет	2	1
1487	каждое слово	1	1
1488	творчества если	1	1
1489	может открыть	1	1
1490	такого единства	1	1
1491	найти и	3	1
1492	перед ним	2	1
1493	за другом	1	1
1494	убедиться в	1	1
1495	всего что	2	1
1496	делает его	1	1
1497	ним связано	1	1
1498	соприкасается с	1	1
1499	мы превращаем	1	1
1500	на одну	1	1
1501	в следующий	1	1
1502	изображения идеи	2	1
1503	именно такого	1	1
1504	но ни	1	1
1505	об отсутствии	1	1
1506	и правда	1	1
1507	не выдумывает	2	1
1508	самом начале	3	1
1509	слово принадлежит	1	1
1510	в голове	1	1
1511	обращенная к	1	1
1512	само оно	1	1
1513	она ни	1	1
1514	ее как	3	1
1515	человек тем	1	1
1516	такова например	1	1
1517	должно не	1	1
1518	и одни	1	1
1519	же она	1	1
1520	есть конечно	1	1
1521	замысел художника	1	1
1522	нигде не	6	1
1523	может довести	1	1
1524	чего он	1	1
1525	не умеет	1	1
1526	и самостоятелен	1	1
1527	и внутренняя	1	1
1528	но повторяем	1	1
1529	друг с	4	1
1530	она только	1	1
1531	что произведения	1	1
1532	это уже	1	1
1533	мере для	1	1
1534	благодаря чему	2	1
1535	распадается на	1	1
1536	содержанием и	1	1
1537	жизни как	1	1
1538	всего придется	1	1
1539	нам лишь	1	1
1540	каков бы	1	1
1541	голоса и	2	1
1542	к сочетанию	1	1
1543	жизни с	1	1
1544	сознание но	1	1
1545	мысли ни	1	1
1546	в недоумении	1	1
1547	имеет ничего	1	1
1548	гораздо более	1	1
1549	мы привели	1	1
1550	особенности его	5	1
1551	и могли	1	1
1552	обо мне	1	1
1553	даже по	1	1
1554	она имеет	1	1
1555	все стороны	2	1
1556	той мере	1	1
1557	еще одну	1	1
1558	и согласие	1	1
1559	или соглашаются	1	1
1560	и он	3	1
1561	и мир	4	1
1562	мысль а	1	1
1563	здесь так	1	1
1564	по преимуществу	3	1
1565	сам автор	4	1
1566	приблизиться к	1	1
1567	конечно есть	1	1
1568	как нам	2	1
1569	внутри одного	1	1
1570	во взаимном	1	1
1571	он от	1	1
1572	но из	1	1
1573	всякого человека	1	1
1574	и среди	1	1
1575	пока оно	1	1
1576	где начинается	1	1
1577	сливаются с	1	1
1578	поэтому в	2	1
1579	или нескольких	2	1
1580	такого рода	1	1
1581	индивидуальности то	1	1
1582	к себе	2	1
1583	сознание в	3	1
1584	еще больше	1	1
1585	через это	1	1
1586	прийти к	1	1
1587	что мир	1	1
1588	воли но	1	1
1589	его но	2	1
1590	своей совокупности	1	1
1591	только такую	1	1
1592	человека во	1	1
1593	в качестве	1	1
1594	и через	2	1
1595	и одного	1	1
1596	пути по	1	1
1597	они в	1	1
1598	ее целом	1	1
1599	отказывается от	1	1
1600	которых ни	1	1
1601	есть с	2	1
1602	соответствия между	1	1
1603	весь мир	1	1
1604	эта форма	4	1
1605	как можно	3	1
1606	художника не	1	1
1607	из чужих	1	1
1608	содержания как	1	1
1609	этом как	1	1
1610	отношений но	1	1
1611	в зависимости	5	1
1612	во всей	2	1
1613	в полной	1	1
1614	не делая	1	1
1615	не о	3	1
1616	рядом со	1	1
1617	и лишена	1	1
1618	которые так	1	1
1619	основная ошибка	2	1
1620	как по	1	1
1621	мы привыкли	1	1
1622	и можно	1	1
1623	к миру	1	1
1624	будто бы	1	1
1625	противоречит тому	1	1
1626	начинается там	1	1
1627	голоса его	1	1
1628	на себя	3	1
1629	в непрерывном	1	1
1630	мыслей то	1	1
1631	дано в	3	1
1632	у ямщика	1	1
1633	здесь же	1	1
1634	ее он	3	1
1635	все формальные	1	1
1636	в последних	1	1
1637	конечно на	1	1
1638	не остается	1	1
1639	но ведь	4	1
1640	iii в	1	1
1641	думать о	1	1
1642	не кто	2	1
1643	эти три	2	1
1644	не вытекает	1	1
1645	человек в	2	1
1646	и именно	1	1
1647	себя как	5	1
1648	на земле	1	1
1649	мыслит и	1	1
1650	же точно	1	1
1651	и старается	3	1
1652	разнообразные оттенки	1	1
1653	которое дал	1	1
1654	три момента	1	1
1655	которым не	1	1
1656	его души	2	1
1657	был не	2	1
1658	в сторону	1	1
1659	его значение	1	1
1660	как ряд	1	1
1661	есть своя	1	1
1662	ним или	1	1
1663	всю ее	1	1
1664	жизнь не	1	1
1665	а для	1	1
1666	к самосознанию	1	1
1667	той или	3	1
1668	есть а	2	1
1669	и отсюда	1	1
1670	остается в	2	1
1671	становится простым	1	1
1672	отражались в	1	1
1673	точкой зрения	3	1
1674	именно как	1	1
1675	рождается в	1	1
1676	из ничего	1	1
1677	в уста	3	1
1678	находит свое	2	1
1679	для его	4	1
1680	ложь и	1	1
1681	того в	1	1
1682	из первого	1	1
1683	сознания а	1	1
1684	бы к	2	1
1685	и глубине	1	1
1686	давая ему	1	1
1687	приводит его	3	1
1688	осуществиться только	1	1
1689	как действительность	2	1
1690	они становятся	1	1
1691	есть мы	1	1
1692	психологии и	1	1
1693	него есть	1	1
1694	науке а	1	1
1695	сознания то	1	1
1696	случаев в	1	1
1697	ему но	2	1
1698	выразить так	1	1
1699	совершающиеся в	1	1
1700	именно потому	3	1
1701	отличен от	1	1
1702	оказалось бы	1	1
1703	и речи	1	1
1704	как материал	1	1
1705	к образу	1	1
1706	котором я	1	1
1707	себе то	1	1
1708	противоречие и	1	1
1709	о капитане	1	1
1710	была для	3	1
1711	от человека	2	1
1712	в ответ	1	1
1713	человека которые	1	1
1714	кто и	1	1
1715	он принимает	1	1
1716	их понимаем	1	1
1717	можно сделать	1	1
1718	всех других	1	1
1719	и является	1	1
1720	в тех	1	1
1721	где же	1	1
1722	сознания что	1	1
1723	им только	1	1
1724	относится и	2	1
1725	его жизнь	2	1
1726	нас с	1	1
1727	и самосознания	1	1
1728	над ним	1	1
1729	как один	1	1
1730	с нашими	1	1
1731	хотя этот	1	1
1732	между несколькими	1	1
1733	не совпадает	2	1
1734	свое объяснение	2	1
1735	не раз	3	1
1736	к каждому	1	1
1737	не сливается	2	1
1738	конкретных и	1	1
1739	как одновременные	1	1
1740	ту сторону	2	1
1741	основанное на	1	1
1742	высшее единство	1	1
1743	жизнь как	1	1
1744	только материал	1	1
1745	и никогда	1	1
1746	вера в	2	1
1747	и глубокое	1	1
1748	найти в	2	1
1749	этим достигается	1	1
1750	и веселья	1	1
1751	и каждый	1	1
1752	нет дела	1	1
1753	его личности	4	1
1754	было дано	1	1
1755	ею то	1	1
1756	в зеркале	1	1
1757	это третье	1	1
1758	всю жизнь	1	1
1759	него лишь	1	1
1760	есть все	1	1
1761	бы эти	1	1
1762	ибо в	2	1
1763	первое из	1	1
1764	форму и	2	1
1765	отдельные мысли	1	1
1766	радости и	1	1
1767	мыслей в	1	1
1768	по нескольку	1	1
1769	и самостоятельность	2	1
1770	но они	4	1
1771	слова до	1	1
1772	делать с	1	1
1773	независимые от	2	1
1774	и музыкальной	1	1
1775	я сам	1	1
1776	предположение о	1	1
1777	позже что	1	1
1778	самим собою	3	1
1779	не отличается	1	1
1780	которая и	1	1
1781	непосредственное выражение	2	1
1782	говорить с	1	1
1783	не внушает	1	1
1784	любви и	1	1
1785	своего рода	1	1
1786	индивидуальности и	1	1
1787	слова это	1	1
1788	вопрос кто	3	1
1789	нет ли	2	1
1790	проявления мысли	1	1
1791	в последующих	2	1
1792	в содержании	1	1
1793	оно или	1	1
1794	однако с	1	1
1795	него только	1	1
1796	как одна	1	1
1797	форме что	1	1
1798	они и	3	1
1799	от жизни	1	1
1800	последним словом	2	1
1801	именно идея	1	1
1802	сочетание мыслей	1	1
1803	и свою	2	1
1804	что сказать	1	1
1805	особенности этого	1	1
1806	жизни а	2	1
1807	и указать	1	1
1808	к художественному	1	1
1809	как объекта	1	1
1810	его душу	1	1
1811	которые он	3	1
1812	оно могло	1	1
1813	на первом	2	1
1814	из таких	1	1
1815	самому и	1	1
1816	с миром	2	1
1817	и далее	1	1
1818	всякую мысль	1	1
1819	переносится в	1	1
1820	связь на	1	1
1821	поэтому совершенно	1	1
1822	выведенных из	1	1
1823	я никогда	1	1
1824	душевного состояния	1	1
1825	романа и	5	1
1826	делая его	3	1
1827	может сосредоточиться	1	1
1828	и души	2	1
1829	он что	1	1
1830	произведение а	1	1
1831	мы замечаем	1	1
1832	самой жизни	2	1
1833	и творческого	1	1
1834	от этой	1	1
1835	речи как	1	1
1836	процессы совершающиеся	1	1
1837	не подозревает	1	1
1838	то они	2	1
1839	и делает	1	1
1840	иметь их	1	1
1841	нем она	1	1
1842	но чтобы	1	1
1843	неразрывное единство	1	1
1844	нет никакого	1	1
1845	него нет	3	1
1846	внутренние формы	1	1
1847	как идея	1	1
1848	со всеми	1	1
1849	и сделать	2	1
1850	его собственными	1	1
1851	самом предмете	1	1
1852	и самая	1	1
1853	будто и	2	1
1854	поэтому и	3	1
1855	него но	1	1
1856	одну и	1	1
1857	сознает в	1	1
1858	нового не	1	1
1859	необходимая для	1	1
1860	дух и	1	1
1861	во что	2	1
1862	он так	1	1
1863	сознание не	2	1
1864	потому может	1	1
1865	и навсегда	2	1
1866	именно оно	1	1
1867	романа который	3	1
1868	следовательно в	1	1
1869	о самом	1	1
1870	групп не	1	1
1871	сознании в	1	1
1872	особенностей которые	1	1
1873	книг и	1	1
1874	душа его	1	1
1875	фактом что	1	1
1876	не делает	1	1
1877	содержание а	1	1
1878	и действительно	1	1
1879	это однако	1	1
1880	бы рядом	1	1
1881	пор еще	1	1
1882	не знал	1	1
1883	человеку как	1	1
1884	только их	1	1
1885	внутренние противоречия	1	1
1886	таких которые	1	1
1887	с такими	2	1
1888	вот все	2	1
1889	на эту	1	1
1890	с собою	3	1
1891	ними не	1	1
1892	жизни в	3	1
1893	проникнуть в	2	1
1894	не другой	1	1
1895	правда не	1	1
1896	приводит к	4	1
1897	и были	1	1
1898	а рядом	1	1
1899	цветов радуги	2	1
1900	ничего в	1	1
1901	же основные	1	1
1902	мыслей и	1	1
1903	его может	1	1
1904	его произведения	1	1
1905	ли он	2	1
1906	можно найти	3	1
1907	собою в	2	1
1908	сравнению с	2	1
1909	духа а	1	1
1910	его индивидуальности	1	1
1911	вследствие этого	2	1
1912	суждений о	1	1
1913	выводы в	1	1
1914	самосознание и	3	1
1915	и широко	1	1
1916	здесь нет	3	1
1917	или совершенно	1	1
1918	не входит	3	1
1919	сразу и	1	1
1920	но их	1	1
1921	рядом и	2	1
1922	ни понимать	1	1
1923	тоже как	1	1
1924	сознанием но	1	1
1925	мыслей как	1	1
1926	совершенно не	2	1
1927	начала все	2	1
1928	чем же	2	1
1929	не является	2	1
1930	поэтому не	2	1
1931	перейти в	1	1
1932	по этим	1	1
1933	идея по	1	1
1934	не перед	1	1
1935	объектом для	1	1
1936	всех проявлениях	1	1
1937	истины которые	1	1
1938	смысле будет	1	1
1939	что нередко	1	1
1940	в очень	1	1
1941	нас потому	1	1
1942	это художественное	1	1
1943	быть совершенно	1	1
1944	смерти и	1	1
1945	становится одним	1	1
1946	как предмета	1	1
1947	ни на	2	1
1948	речи он	1	1
1949	к отдельным	3	1
1950	это слияние	1	1
1951	совпадает с	3	1
1952	задний план	1	1
1953	но здесь	2	1
1954	а человек	1	1
1955	единства в	1	1
1956	что входит	2	1
1957	по сравнению	2	1
1958	есть человека	1	1
1959	сравнение с	1	1
1960	в чистой	1	1
1961	кажутся нам	2	1
1962	не должны	1	1
1963	этом рассказе	1	1
1964	каждом слове	2	1
1965	готовое и	1	1
1966	и сказать	1	1
1967	последнее слово	10	1
1968	я называю	1	1
1969	всего на	1	1
1970	гораздо труднее	1	1
1971	самой по	1	1
1972	идея не	1	1
1973	целого то	1	1
1974	очень хорошо	1	1
1975	в первых	1	1
1976	прежде и	1	1
1977	тот мир	1	1
1978	образ к	1	1
1979	и новые	1	1
1980	чтобы она	1	1
1981	на столе	1	1
1982	духа как	1	1
1983	напротив что	1	1
1984	числе и	1	1
1985	в мир	4	1
1986	его содержании	1	1
1987	в совершенно	2	1
1988	и полно	1	1
1989	начала и	3	1
1990	этим образом	1	1
1991	нет в	1	1
1992	не умер	2	1
1993	знает что	1	1
1994	потому и	2	1
1995	же становится	1	1
1996	лишь одна	1	1
1997	автора в	4	1
1998	и идеи	6	1
1999	из одной	1	1
2000	глубокое и	3	1
2001	его восприятие	1	1
2002	в отличие	3	1
2003	ним но	1	1
2004	его художественного	6	1
2005	автор а	1	1
2006	видим в	1	1
2007	к следующему	1	1
2008	и вне	2	1
2009	своей жизни	2	1
2010	что совершается	1	1
2011	в самую	2	1
2012	истины а	1	1
2013	отрывок из	1	1
2014	но именно	5	1
2015	лучше всего	1	1
2016	с мыслью	1	1
2017	какие мы	2	1
2018	второй план	1	1
2019	и относится	1	1
2020	бы сказать	1	1
2021	образом три	1	1
2022	человеке то	1	1
2023	на ряд	2	1
2024	остался бы	1	1
2025	не стоит	1	1
2026	в изолированном	1	1
2027	появляется в	1	1
2028	к предмету	1	1
2029	самим по	1	1
2030	по отдельным	1	1
2031	является только	1	1
2032	идея в	4	1
2033	у них	1	1
2034	значение а	1	1
2035	котором оно	1	1
2036	многие из	1	1
2037	другого и	1	1
2038	соприкосновение с	1	1
2039	высшего порядка	1	1
2040	скажем только	1	1
2041	мы слышим	2	1
2042	к очень	1	1
2043	как другой	3	1
2044	меня не	1	1
2045	высшей степени	2	1
2046	от всякого	1	1
2047	своим предметом	1	1
2048	как к	3	1
2049	не знают	2	1
2050	именно к	2	1
2051	во внешних	1	1
2052	объективные качества	1	1
2053	только человек	1	1
2054	системе как	1	1
2055	объяснение этого	1	1
2056	стоит на	1	1
2057	своим героям	1	1
2058	которые решаются	2	1
2059	которым он	1	1
2060	значение в	1	1
2061	новые формы	1	1
2062	обращен и	1	1
2063	мир в	4	1
2064	внешних условий	1	1
2065	гораздо сложнее	1	1
2066	форму оно	2	1
2067	человека ибо	1	1
2068	не внешнее	1	1
2069	ли бы	1	1
2070	дальнейшее развитие	2	1
2071	не изображает	1	1
2072	сам он	5	1
2073	и вот	4	1
2074	быть самим	1	1
2075	том числе	1	1
2076	противоречия и	2	1
2077	в художественной	4	1
2078	обе эти	1	1
2079	оно само	1	1
2080	и завершения	1	1
2081	мы действительно	1	1
2082	к истории	1	1
2083	только его	1	1
2084	его можно	1	1
2085	а предмет	1	1
2086	нам еще	1	1
2087	одном месте	1	1
2088	образом все	2	1
2089	в каком-нибудь	1	1
2090	мышления в	1	1
2091	здесь в	3	1
2092	и е	1	1
2093	слове поэтому	1	1
2094	нет это	1	1
2095	зрения могут	1	1
2096	и второе	1	1
2097	вложена в	1	1
2098	своих мыслей	1	1
2099	следовательно только	1	1
2100	видим не	1	1
2101	действительности или	1	1
2102	в соприкосновение	2	1
2103	его действительности	1	1
2104	объекты и	1	1
2105	свое художественное	2	1
2106	свои мысли	2	1
2107	этого сознания	2	1
2108	которому она	1	1
2109	человеке а	1	1
2110	себе но	2	1
2111	слова дано	1	1
2112	ее нельзя	2	1
2113	иногда и	1	1
2114	и внутренних	1	1
2115	нет для	1	1
2116	а о	4	1
2117	наконец в	2	1
2118	остается и	1	1
2119	в минуту	1	1
2120	и всякое	1	1
2121	полное право	2	1
2122	об этих	2	1
2123	всегда есть	1	1
2124	места в	1	1
2125	раз навсегда	1	1
2126	в бытии	1	1
2127	а без	1	1
2128	этих условиях	2	1
2129	слова слово	1	1
2130	ней в	1	1
2131	о жизни	1	1
2132	непосредственно как	1	1
2133	особенность его	4	1
2134	вообще не	1	1
2135	которые сами	1	1
2136	в сферу	1	1
2137	более что	2	1
2138	развивается не	1	1
2139	случайных и	1	1
2140	ни есть	1	1
2141	эта способность	1	1
2142	лишь с	1	1
2143	слышать и	1	1
2144	или наконец	4	1
2145	можно выразить	1	1
2146	наблюдений и	1	1
2147	идеи не	1	1
2148	мира и	8	1
2149	форму своего	2	1
2150	и со	3	1
2151	одновременные и	1	1
2152	видим что	2	1
2153	требуется не	1	1
2154	или может	1	1
2155	исследования но	1	1
2156	и художественного	1	1
2157	ему суждено	1	1
2158	в условиях	4	1
2159	ним новые	1	1
2160	с другом	4	1
2161	и верное	1	1
2162	есть представляет	1	1
2163	целого и	1	1
2164	вовлекает в	1	1
2165	справедливо говорит	1	1
2166	все логические	1	1
2167	дела до	1	1
2168	стремления к	1	1
2169	форме вообще	1	1
2170	мере в	1	1
2171	он прежде	1	1
2172	людей в	1	1
2173	жизнь и	3	1
2174	как формы	1	1
2175	чтобы сделать	1	1
2176	ко мне	1	1
2177	бы его	1	1
2178	в самые	1	1
2179	но его	1	1
2180	критиков и	1	1
2181	которая как	1	1
2182	нее нет	1	1
2183	от первого	2	1
2184	ко всему	1	1
2185	устах другого	1	1
2186	освобождаются от	1	1
2187	того или	1	1
2188	творчества так	1	1
2189	который необходим	1	1
2190	ними нет	1	1
2191	друг за	1	1
2192	но сами	1	1
2193	быть объяснены	1	1
2194	каждая из	1	1
2195	он ни	2	1
2196	зрения нашего	5	1
2197	делает но	1	1
2198	случае и	1	1
2199	каждом из	2	1
2200	например у	2	1
2201	понимания мира	2	1
2202	это как	2	1
2203	всю свою	1	1
2204	он легко	1	1
2205	нужно сказать	2	1
2206	следующий раз	1	1
2207	две стороны	1	1
2208	содержания есть	1	1
2209	определяет все	2	1
2210	и ни	1	1
2211	как уже	1	1
2212	это заставляет	1	1
2213	которые были	3	1
2214	нужно не	1	1
2215	нельзя назвать	1	1
2216	своей идеи	1	1
2217	е и	1	1
2218	в мертвых	1	1
2219	в частности	2	1
2220	не оставляет	4	1
2221	своего мира	1	1
2222	не существовало	1	1
2223	а по	1	1
2224	длинный ряд	1	1
2225	два человека	1	1
2226	выйти за	3	1
2227	своею стороною	1	1
2228	новой и	1	1
2229	дает им	1	1
2230	а прежде	2	1
2231	сами они	1	1
2232	к области	1	1
2233	или другого	1	1
2234	что образ	2	1
2235	собою но	1	1
2236	конечно в	2	1
2237	субъекта а	1	1
2238	или его	1	1
2239	еще в	1	1
2240	сосредоточиться на	1	1
2241	положительное в	1	1
2242	уже существующих	1	1
2243	в пределах	13	1
2244	как явление	1	1
2245	людей он	1	1
2246	противоречит себе	1	1
2247	с постоянным	1	1
2248	лишь как	6	1
2249	непосредственно без	1	1
2250	нем но	1	1
2251	во мне	2	1
2252	на всю	1	1
2253	своя система	1	1
2254	было ничего	1	1
2255	и т.д	2	1
2256	и ту	1	1
2257	еще на	1	1
2258	идет о	5	1
2259	бы по	1	1
2260	в каких	1	1
2261	рассматривать как	1	1
2262	всего то	1	1
2263	но теперь	1	1
2264	это происходит	1	1
2265	показывает как	1	1
2266	но самый	1	1
2267	и против	1	1
2268	не показывает	1	1
2269	вообще все	1	1
2270	и приобретает	1	1
2271	какой мы	1	1
2272	собою то	1	1
2273	со своими	6	1
2274	другою мыслью	1	1
2275	самой своей	1	1
2276	и свойств	1	1
2277	возможна и	1	1
2278	зрения мы	2	1
2279	для такого	2	1
2280	указаний на	1	1
2281	здесь к	1	1
2282	состав и	1	1
2283	слово же	1	1
2284	и чувствуем	1	1
2285	своего голоса	1	1
2286	выражения в	1	1
2287	благодаря этому	2	1
2288	в друге	3	1
2289	и мечты	1	1
2290	это отчасти	1	1
2291	обращаться к	1	1
2292	от образа	1	1
2293	человека это	1	1
2294	сердце и	1	1
2295	к идее	4	1
2296	общества и	1	1
2297	свою речь	1	1
2298	и утверждение	1	1
2299	идея и	2	1
2300	их на	1	1
2301	самой человеческой	1	1
2302	некоторых из	1	1
2303	и обогащает	1	1
2304	лицу и	1	1
2305	эту идею	1	1
2306	где есть	1	1
2307	определить ту	1	1
2308	художественное творчество	1	1
2309	мира должна	1	1
2310	времени а	1	1
2311	самосознания в	5	1
2312	идея идея	2	1
2313	постоянно и	2	1
2314	в чисто	2	1
2315	в руках	1	1
2316	художественное значение	3	1
2317	и иные	1	1
2318	возможна только	1	1
2319	и идея	1	1
2320	более того	5	1
