N	2gram	Propp_Isto	DiskursI
1314	только после	2	1
1315	можно утверждать	2	1
1316	чем та	1	1
1317	ли в	1	1
1318	или при	1	1
1319	говорит не	2	1
1320	в самых	3	1
1321	здесь они	2	1
1322	таким же	5	1
1323	три года	6	1
1324	иное как	6	1
1325	на самый	1	1
1326	в глубокой	1	1
1327	нечто иное	1	1
1328	для героя	1	1
