N	2gram	Trubetskoy	Istorich
1305	мере в	1	1
1306	голове и	1	1
1307	но происхождение	1	1
1308	же от	1	1
1309	а просто	1	1
1310	или кто	1	1
1311	действительно был	1	1
1312	с особым	1	1
1313	неправильного понимания	1	1
1314	его смерти	2	1
1315	состязание в	1	1
1316	стоят и	1	1
1317	тем или	1	1
1318	как совершенно	1	1
1319	идет о	1	1
1320	в какой-то	1	1
1321	наконец что	1	1
1322	а жрец	1	1
1323	не осталось	1	1
1324	здесь к	1	1
1325	дни и	1	1
1326	эльбы и	1	1
1327	или иной	2	1
1328	черный цвет	1	1
1329	в так	4	1
1330	именно заключается	1	1
1331	такая устойчивость	1	1
1332	не надо	1	1
1333	в той	1	1
1334	люди которые	1	1
1335	находим в	1	1
1336	получает свое	1	1
1337	что один	1	1
1338	а образ	1	1
1339	он один	2	1
1340	его существовании	1	1
1341	человеческой жизни	1	1
1342	как лишенный	1	1
1343	строя так	1	1
1344	а ко	1	1
1345	положение дела	2	1
1346	как показывает	1	1
1347	в глазах	2	1
1348	начало а	1	1
1349	в славянских	1	1
1350	однако еще	1	1
1351	и таких	1	1
1352	в догматах	1	1
1353	встречается еще	1	1
1354	то теперь	1	1
1355	люди и	1	1
1356	мы поймем	1	1
1357	причем эта	1	1
1358	в первом	1	1
1359	они относятся	1	1
1360	предков на	1	1
1361	восхождение по	1	1
1362	друг к	1	1
1363	давно уже	1	1
1364	показаться что	1	1
1365	богов с	1	1
1366	всегда в	1	1
1367	материалом для	1	1
1368	выход из	2	1
1369	целым рядом	1	1
1370	он вполне	1	1
1371	к своим	4	1
1372	на юг	1	1
1373	еще позднее	1	1
1374	эволюции религиозных	1	1
1375	что связано	1	1
1376	на человека	1	1
1377	или что	1	1
1378	по тем	1	1
1379	чтобы от	2	1
1380	черты этого	1	1
1381	так для	1	1
1382	это нам	1	1
1383	и германцев	1	1
1384	была еще	1	1
1385	являются не	1	1
1386	которых является	1	1
1387	у их	1	1
1388	к нашим	1	1
1389	душу и	1	1
1390	сила и	1	1
1391	но среди	1	1
1392	связь ее	1	1
1393	параллельно с	1	1
1394	и боги	1	1
1395	культуру и	1	1
1396	еще нельзя	1	1
1397	моменту когда	1	1
1398	что жизнь	1	1
1399	жертвоприношение и	2	1
1400	этого и	1	1
1401	к общему	1	1
1402	себе всякий	1	1
1403	вопрос стоит	1	1
1404	не всякому	1	1
1405	такою же	1	1
1406	боги имеют	1	1
1407	по целому	1	1
1408	выходить из	1	1
1409	представителями не	1	1
1410	как средство	1	1
1411	первом случае	1	1
1412	притом не	1	1
1413	то у	1	1
1414	значение которое	1	1
1415	на этих	1	1
1416	то станет	1	1
1417	согласно которой	1	1
1418	друг за	3	1
1419	хотя это	1	1
1420	образом каждый	1	1
1421	богу не	1	1
1422	положение и	1	1
1423	и заменить	1	1
1424	у женщины	2	1
1425	когда их	1	1
1426	стать богом	1	1
1427	но совершенно	1	1
1428	так поется	1	1
1429	из чистого	1	1
1430	думать о	1	1
1431	особенно сильно	1	1
1432	у тюркских	1	1
1433	на крайнем	1	1
1434	следовательно и	1	1
1435	тюркских племен	1	1
1436	слова здесь	1	1
1437	к мысли	1	1
1438	мифами и	1	1
1439	истории религии	2	1
1440	и религиозной	1	1
1441	не был	1	1
1442	в уста	1	1
1443	находит свое	1	1
1444	для создания	1	1
1445	боги к	1	1
1446	действия в	1	1
1447	от неправильного	1	1
1448	религиозной культуры	1	1
1449	в уме	1	1
1450	виде эта	1	1
1451	стоит всегда	1	1
1452	с новыми	1	1
1453	взглянуть на	1	1
1454	всей этой	1	1
1455	не приходится	1	1
1456	кто же	1	1
1457	и случаи	1	1
1458	характерных и	1	1
1459	из среды	1	1
1460	них только	1	1
1461	из народных	1	1
1462	как известно	1	1
1463	смысла и	1	1
1464	а бог	1	1
1465	с легкостью	1	1
1466	с людьми	1	1
1467	народной русской	1	1
1468	и никогда	1	1
1469	нет все	1	1
1470	как от	2	1
1471	речь есть	1	1
1472	человека то	1	1
1473	которое мы	1	1
1474	с течением	3	1
1475	культуры от	1	1
1476	вытеснен в	1	1
1477	на камне	1	1
1478	жертвоприношения и	1	1
1479	сливаются в	1	1
1480	нее не	2	1
1481	переход через	1	1
1482	свое особое	1	1
1483	во втором	1	1
1484	существования и	1	1
1485	представлены и	1	1
1486	удается но	1	1
1487	по форме	1	1
1488	то есть	4	1
1489	для себя	1	1
1490	и старый	1	1
1491	от этой	1	1
1492	и выйти	1	1
1493	возможность производить	1	1
1494	вполне вытеснены	1	1
1495	это есть	1	1
1496	к области	1	1
1497	же были	1	1
1498	индии мы	1	1
1499	с царем	1	1
1500	тесную связь	1	1
1501	заключается в	1	1
1502	и прочими	1	1
1503	еще хуже	1	1
1504	в тела	1	1
1505	индии но	1	1
1506	лесах и	2	1
1507	нашем смысле	1	1
1508	эту сторону	1	1
1509	его может	1	1
1510	и материальной	2	1
1511	мироздания и	1	1
1512	в воздухе	1	1
1513	магии и	1	1
1514	же есть	1	1
1515	его о	1	1
1516	слабее чем	1	1
1517	ли они	2	1
1518	нет тех	1	1
1519	жертву не	1	1
1520	не является	1	1
1521	на русской	2	1
1522	совершенно иной	2	1
1523	разнообразных мифов	1	1
1524	стадии развития	2	1
1525	характер не	1	1
1526	с внутренней	1	1
1527	всякого кто	1	1
1528	не связанных	1	1
1529	нет никакой	1	1
1530	с молитвой	1	1
1531	в наказание	1	1
1532	живущего в	1	1
1533	характерной чертой	1	1
1534	как бог	1	1
1535	же время	2	1
1536	уже был	1	1
1537	известной степени	1	1
1538	предков и	1	1
1539	духом и	1	1
1540	в народную	2	1
1541	повторяем что	1	1
1542	то для	1	1
1543	эти категории	1	1
1544	но именно	1	1
1545	всегда на	2	1
1546	древних времен	2	1
1547	для достижения	1	1
1548	дней после	1	1
1549	простой человек	1	1
1550	пришлось бы	1	1
1551	его можно	2	1
1552	к началу	1	1
1553	через небо	1	1
1554	не указывает	1	1
1555	поэтому что	2	1
1556	о предках	1	1
1557	котором здесь	1	1
1558	иной характер	2	1
1559	это изменение	1	1
1560	за которые	2	1
1561	его тому	1	1
1562	пор как	1	1
1563	этом отношении	2	1
1564	искусству и	1	1
1565	в старину	1	1
1566	ясным что	1	1
1567	может создаться	1	1
1568	угодно о	1	1
1569	из своих	2	1
1570	с богом	1	1
1571	лицом к	1	1
1572	того момента	2	1
1573	с разными	1	1
1574	и множество	1	1
1575	существовавшее в	1	1
1576	не замечая	1	1
1577	другой вид	1	1
1578	основано на	2	1
1579	он посылает	1	1
1580	и предметы	1	1
1581	они могли	1	1
1582	что вполне	1	1
1583	основные черты	1	1
1584	с агни	1	1
1585	замечательно что	1	1
1586	предстали перед	1	1
1587	что перед	1	1
1588	не имеющего	1	1
1589	виде в	2	1
1590	ее частей	1	1
1591	в новом	2	1
1592	на двух	1	1
1593	к какой-нибудь	1	1
1594	целого и	1	1
1595	и причину	1	1
1596	идет к	1	1
1597	сказать и	1	1
1598	эти дни	1	1
1599	ко всему	2	1
1600	сильна и	1	1
1601	весьма вероятным	1	1
1602	а остальные	1	1
1603	а весь	1	1
1604	человек всегда	1	1
1605	и ничто	1	1
1606	обычно объясняется	1	1
1607	есть как	2	1
1608	невозможно но	1	1
1609	и образуют	1	1
1610	в xvii	1	1
1611	обрядовых и	1	1
1612	и ночи	1	1
1613	есть несколько	1	1
1614	тело человека	1	1
1615	к обожествлению	1	1
1616	и сильнее	1	1
1617	которой можно	1	1
1618	все оно	1	1
1619	существо о	1	1
1620	до нас	1	1
1621	зрения есть	1	1
1622	так называемой	2	1
1623	которое в	1	1
1624	позднее эти	1	1
1625	положение на	1	1
1626	тем чтобы	5	1
1627	соединяется с	1	1
1628	так сильна	1	1
1629	надо было	2	1
1630	не удалось	1	1
1631	бытия в	1	1
1632	течением времени	3	1
1633	и совершенно	1	1
1634	при всяком	1	1
1635	и живых	1	1
1636	вызвать то	1	1
1637	котором он	1	1
