N	2gram	Propp_Isto	Komedia
1321	в особенности	6	1
1322	ей и	1	1
1323	поля зрения	1	1
1324	проследить как	2	1
1325	трудно сказать	1	1
1326	с полной	1	1
1327	и стало	1	1
1328	огромная литература	1	1
1329	изображение его	1	1
1330	ли то	1	1
1331	тысячи лет	1	1
1332	уже после	2	1
1333	и пределах	1	1
1334	он уже	1	1
1335	его проявления	1	1
1336	что кто-то	1	1
1337	одном случае	2	1
1338	они и	1	1
1339	как с	1	1
1340	был очень	1	1
1341	это явствует	1	1
1342	в шкуру	15	1
1343	в судьбах	1	1
1344	во власти	2	1
1345	с развитием	1	1
1346	из таких	3	1
1347	вместе со	1	1
1348	и далее	1	1
1349	здесь нас	1	1
1350	впрочем в	1	1
1351	всех других	1	1
1352	обратить в	2	1
1353	два основных	1	1
1354	сам по	1	1
1355	не требует	1	1
1356	здесь он	2	1
1357	он заметил	1	1
1358	времени когда	1	1
1359	бы привести	1	1
1360	находятся в	2	1
1361	что сам	1	1
1362	утверждает что	1	1
1363	с греческим	1	1
1364	как говорят	1	1
1365	легко представить	1	1
1366	нас однако	1	1
1367	видели как	2	1
1368	выступает не	1	1
1369	уже нет	3	1
1370	поэтому она	1	1
1371	и наш	1	1
1372	и создает	1	1
1373	очень много	2	1
1374	за это	3	1
1375	один человек	2	1
1376	дом и	1	1
1377	такого же	2	1
1378	за что	2	1
1379	появление в	1	1
1380	и забирает	1	1
1381	оказывается в	1	1
1382	мы остановимся	1	1
1383	но вот	2	1
1384	веры в	1	1
1385	и действительно	6	1
1386	во множестве	1	1
1387	ступени на	1	1
1388	можно назвать	1	1
1389	к которым	4	1
1390	относятся к	1	1
1391	который сам	1	1
1392	и они	5	1
1393	центре внимания	1	1
1394	не соответствовало	1	1
1395	этим в	1	1
1396	них он	1	1
1397	целые страны	1	1
1398	землю и	2	1
1399	не видно	2	1
1400	становится ясным	1	1
1401	мы имели	1	1
1402	представляло собой	2	1
1403	так называемая	1	1
1404	у одного	1	1
1405	он возвращается	2	1
1406	данном случае	2	1
1407	думают что	2	1
1408	в нее	7	1
1409	них по	1	1
1410	этим его	1	1
1411	еще впереди	2	1
1412	говорить и	1	1
1413	считал что	1	1
1414	на своем	1	1
1415	во сне	5	1
1416	ничего общего	1	1
1417	дом он	1	1
1418	автор не	1	1
1419	выступает как	1	1
1420	распространение в	1	1
1421	жена и	1	1
1422	к той	1	1
1423	того на	1	1
1424	этой стороне	1	1
1425	что девушку	2	1
1426	все они	1	1
1427	на третьем	1	1
1428	ни к	1	1
1429	начинает меняться	1	1
1430	то он	2	1
1431	что эту	1	1
1432	с места	2	1
1433	уже из	1	1
1434	случаев мы	1	1
1435	не объясняет	3	1
1436	язык и	2	1
1437	более ранних	5	1
1438	в очень	2	1
1439	не имеют	2	1
1440	и видит	2	1
1441	он делает	2	1
1442	чем говорилось	1	1
1443	в роли	4	1
1444	задний план	3	1
1445	на уже	1	1
1446	служит средством	1	1
1447	на друга	1	1
1448	в охотничьих	1	1
1449	причины его	1	1
1450	на основе	1	1
1451	можно усмотреть	1	1
1452	он является	2	1
1453	рассматривать как	1	1
1454	утверждают что	1	1
1455	пока я	1	1
1456	и тогда	2	1
1457	одном лице	1	1
1458	себе человека	1	1
1459	в образах	1	1
1460	с большой	3	1
1461	они принесены	1	1
1462	народа и	1	1
1463	не могло	2	1
1464	он хочет	1	1
1465	не попали	1	1
1466	силы в	1	1
1467	чтобы она	2	1
1468	при существовании	1	1
1469	ты это	1	1
1470	вы меня	1	1
1471	ее с	1	1
1472	он по	2	1
1473	по названию	2	1
1474	с потерей	1	1
1475	только тем	2	1
1476	подняться на	1	1
1477	спускается в	1	1
1478	и находит	1	1
1479	птиц в	1	1
1480	хорошо известно	1	1
1481	ней см	1	1
1482	при помощи	11	1
1483	островов и	1	1
1484	над собой	1	1
1485	руки и	2	1
1486	впереди в	1	1
1487	полет на	1	1
1488	им в	2	1
1489	и попадает	1	1
1490	с обликом	2	1
1491	это же	4	1
1492	служит не	1	1
1493	его цель	1	1
1494	которые его	2	1
1495	этого нет	1	1
1496	которые очень	1	1
1497	таких случаев	2	1
1498	и служит	1	1
1499	только одна	3	1
1500	в самую	2	1
1501	это тем	1	1
1502	из леса	1	1
1503	нам из	1	1
1504	свою жену	1	1
1505	мы жили	1	1
1506	это указывает	1	1
1507	он может	4	1
1508	в северной	4	1
1509	не имели	3	1
1510	е к	1	1
1511	этого слова	1	1
1512	свою силу	1	1
1513	видят в	1	1
1514	говорится в	2	1
1515	более ранние	1	1
1516	наконец он	1	1
1517	по происхождению	1	1
1518	над землей	1	1
1519	внимания заслуживает	1	1
1520	два года	2	1
1521	убежден в	1	1
1522	пришли на	1	1
1523	власть над	6	1
1524	он увидел	2	1
1525	из него	3	1
1526	входящих в	1	1
1527	же он	2	1
1528	случаев и	1	1
1529	для брака	1	1
1530	мы еще	2	1
1531	свадьбу с	1	1
1532	это море	1	1
1533	иногда в	3	1
1534	подземное царство	1	1
1535	с каким	1	1
1536	представления и	2	1
1537	поздно и	1	1
1538	или другой	2	1
1539	обратиться к	1	1
1540	меня не	2	1
1541	право сделать	1	1
1542	встречает и	2	1
1543	ставит на	1	1
1544	близок к	1	1
1545	тогда в	1	1
1546	попадает в	5	1
1547	то они	1	1
1548	короче говоря	1	1
1549	известные нам	1	1
1550	вокруг него	3	1
1551	сами себя	1	1
1552	со мной	1	1
1553	когда речь	1	1
1554	мог быть	1	1
1555	дальнейшее развитие	1	1
1556	свидетельствует о	1	1
1557	совершенно явная	1	1
1558	объясняется что	1	1
1559	в последней	1	1
1560	и вслед	1	1
1561	его были	1	1
1562	соединения с	1	1
1563	обе эти	1	1
1564	не будем	6	1
1565	его ничем	1	1
1566	одна и	2	1
1567	и всем	2	1
1568	быть отнесены	1	1
1569	попал в	3	1
1570	чтобы обеспечить	1	1
1571	при встрече	1	1
1572	этого было	1	1
1573	землю из	1	1
1574	издевается над	1	1
1575	в представление	1	1
1576	или трижды	1	1
1577	последняя ступень	1	1
1578	как у	2	1
1579	легенде о	1	1
1580	видели это	1	1
1581	половое общение	2	1
1582	и всегда	1	1
1583	у исследователей	1	1
1584	на самом	1	1
1585	со словами	1	1
1586	он же	2	1
1587	на которой	4	1
1588	если сравнить	2	1
1589	смысле этого	1	1
1590	или через	1	1
1591	если ею	1	1
1592	в русском	1	1
1593	особое значение	1	1
1594	в ином	3	1
1595	который так	1	1
1596	только он	1	1
1597	для жителей	1	1
1598	как эти	1	1
1599	герою в	1	1
1600	пределах одной	1	1
1601	чтобы убедить	1	1
1602	что уже	1	1
1603	этом не	1	1
1604	к заключению	5	1
1605	самые разнообразные	1	1
1606	своей дочери	1	1
1607	в кости	1	1
1608	этот рассказ	1	1
1609	та же	2	1
1610	здесь также	2	1
1611	некоторых случаях	4	1
1612	виду что	1	1
1613	и другое	1	1
1614	исходят из	1	1
1615	из дальнейшего	1	1
1616	чтобы узнать	1	1
1617	который с	1	1
1618	спину в	1	1
1619	последние два	1	1
1620	из сравнения	1	1
1621	ведь он	1	1
1622	мира а	2	1
1623	что этот	5	1
1624	можно отнести	1	1
1625	в уме	1	1
1626	было до	1	1
1627	могла быть	1	1
1628	или даже	1	1
1629	естественно что	1	1
1630	имеется в	1	1
1631	стремление к	1	1
1632	мира и	2	1
1633	девушку в	2	1
1634	на одном	2	1
1635	представление об	5	1
1636	не знали	1	1
1637	но уже	5	1
1638	вследствие чего	1	1
1639	свет на	1	1
1640	не единственные	1	1
1641	человеком и	2	1
1642	ему как	1	1
1643	там на	1	1
1644	узнал о	1	1
1645	наделен признаками	1	1
1646	эти же	1	1
1647	в юности	1	1
1648	и первые	1	1
1649	того или	1	1
1650	перестала быть	1	1
1651	ассоциируется с	1	1
1652	обычно в	1	1
1653	идет по	1	1
1654	и меня	1	1
1655	любовь там	1	1
1656	и эти	1	1
1657	они стали	3	1
1658	тут и	1	1
1659	по которому	3	1
1660	о смерти	7	1
1661	его тем	1	1
1662	ii как	1	1
1663	на задний	3	1
1664	случае если	1	1
1665	полагали что	1	1
1666	ребенка а	1	1
1667	о существе	1	1
1668	на небо	7	1
1669	то чего	2	1
1670	не могу	1	1
1671	в угол	1	1
1672	на мысль	1	1
1673	своими мужьями	1	1
1674	ни один	1	1
1675	и ни	1	1
1676	также и	2	1
1677	из среды	1	1
1678	более подробном	1	1
1679	таких примеров	2	1
1680	когда стали	1	1
1681	в поздних	1	1
1682	уже только	3	1
1683	мы должны	7	1
1684	и решил	1	1
1685	в искусстве	1	1
1686	быть и	1	1
1687	экономическую основу	1	1
1688	что там	1	1
1689	у народа	1	1
1690	ли мы	1	1
1691	одежду и	1	1
1692	viii и	1	1
1693	в науке	1	1
1694	несколько человек	1	1
1695	здесь найдем	1	1
1696	ином порядке	1	1
1697	от земли	2	1
1698	о похищении	1	1
1699	каждый раз	1	1
1700	ним как	1	1
1701	очень интересный	1	1
1702	в пути	1	1
1703	этот факт	1	1
1704	в нашей	2	1
1705	из корней	1	1
1706	которого однако	1	1
1707	лучше понять	1	1
1708	идет здесь	1	1
1709	из видов	1	1
1710	этого образа	1	1
1711	он испытывал	1	1
1712	но вместе	4	1
1713	думать что	2	1
1714	как то	1	1
1715	происходит от	1	1
1716	остались в	1	1
1717	уже знаем	1	1
1718	которых они	1	1
1719	и включить	1	1
1720	люди не	1	1
1721	как их	1	1
1722	в книге	3	1
1723	этот может	1	1
1724	по всей	1	1
1725	в тексте	1	1
1726	девушек и	1	1
1727	на путь	1	1
1728	само по	1	1
1729	во многом	1	1
1730	как для	1	1
1731	у первого	1	1
1732	в ходе	1	1
1733	можно сказать	2	1
1734	говорилось выше	1	1
1735	мы бы	1	1
1736	как несколько	1	1
1737	и способ	1	1
1738	речь и	1	1
1739	в могилу	1	1
1740	как за	1	1
1741	наоборот в	2	1
1742	по аналогии	1	1
1743	что хотел	1	1
1744	этого сюжета	1	1
1745	миф о	6	1
1746	отождествляется с	1	1
1747	попадают в	1	1
1748	или иной	1	1
1749	теперь с	1	1
1750	частности с	1	1
1751	его имени	1	1
1752	явствует из	1	1
1753	соединяется в	1	1
1754	остается один	1	1
1755	происходит в	1	1
1756	как хочет	1	1
1757	попали в	1	1
1758	вышедшая из	1	1
1759	на двух	1	1
1760	же нельзя	1	1
1761	их на	3	1
1762	в два	1	1
1763	из братьев	1	1
1764	хотя он	1	1
1765	город где	1	1
1766	этой силы	1	1
1767	же это	1	1
1768	именно после	1	1
1769	своего брата	1	1
1770	может и	1	1
1771	хватает только	1	1
1772	к совершенно	1	1
1773	он иногда	2	1
1774	природой и	1	1
1775	освобожденный им	1	1
1776	о гибели	1	1
1777	себе и	2	1
1778	и наконец	2	1
1779	распространен в	3	1
1780	на мелкие	1	1
1781	интересно отметить	1	1
1782	иное как	1	1
1783	в память	1	1
1784	жизнь или	1	1
1785	не оказалась	1	1
