N	2gram	Tiupa_Teor	Problemy
1295	и поэтому	1	1
1296	художественных произведений	1	1
1297	в отдельности	1	1
1298	перейдем к	1	1
1299	речи именно	1	1
1300	прямой речи	1	1
1301	и теперь	1	1
1302	для меня	2	1
1303	в итоге	3	1
1304	многих сознаний	1	1
1305	весь целиком	2	1
1306	зрение и	1	1
1307	художественной конструкции	1	1
1308	и наиболее	1	1
1309	с автором	1	1
1310	другому что	1	1
1311	и иных	2	1
1312	в совершенно	1	1
1313	незаметно для	1	1
1314	xix столетия	1	1
1315	руках и	1	1
1316	это имеет	1	1
1317	тогда как	18	1
1318	могут нести	1	1
1319	своей индивидуальной	1	1
1320	имеем в	3	1
1321	на которые	1	1
1322	да но	1	1
1323	чем с	1	1
1324	выбора в	1	1
1325	каждая его	1	1
1326	между людьми	1	1
1327	своими корнями	1	1
1328	на две	3	1
1329	впервые в	1	1
1330	и многих	1	1
1331	принадлежит к	3	1
1332	ней о	1	1
1333	мира где	1	1
1334	корнями в	2	1
1335	только при	1	1
1336	глубже чем	1	1
1337	то она	1	1
1338	перед необходимостью	1	1
1339	этом так	1	1
1340	характерное для	1	1
1341	смысла не	1	1
1342	к явлениям	1	1
1343	рассказчика здесь	1	1
1344	но если	1	1
1345	реальность и	1	1
1346	зрения автора	1	1
1347	к предмету	1	1
1348	глаза в	2	1
1349	характерные для	1	1
1350	д и	1	1
1351	к содержанию	3	1
1352	другими людьми	1	1
1353	индивидуальности и	1	1
1354	бывает в	1	1
1355	что автор	1	1
1356	так с	1	1
1357	во внешних	1	1
1358	в более	1	1
1359	общения в	1	1
1360	о его	2	1
1361	сказать в	1	1
1362	взглянула на	3	1
1363	может не	1	1
1364	автору и	1	1
1365	то я	1	1
1366	как у	1	1
1367	зависит от	1	1
1368	в последней	2	1
1369	действительно является	1	1
1370	том числе	3	1
1371	авторской позиции	3	1
1372	мы имеем	7	1
1373	речи рассказчика	1	1
1374	художников слова	1	1
1375	уклоняется от	1	1
1376	авторский кругозор	1	1
1377	переход к	1	1
1378	предмет речи	1	1
1379	этому сознанию	1	1
1380	не слияние	3	1
1381	и создал	1	1
1382	кто его	1	1
1383	и одна	1	1
1384	из своих	1	1
1385	пусть пусть	1	1
1386	таком случае	2	1
1387	творчества он	1	1
1388	его сознание	1	1
1389	даже самая	2	1
1390	ведет по	2	1
1391	в таких	1	1
1392	две реплики	1	1
1393	кругозоров в	1	1
1394	просто как	1	1
1395	является таким	1	1
1396	отношения являются	1	1
1397	в присутствии	2	1
1398	а о	1	1
1399	и более	1	1
1400	или иначе	6	1
1401	основой художественного	1	1
1402	становления и	1	1
1403	несет в	3	1
1404	же по	1	1
1405	это еще	1	1
1406	быть настоящим	1	1
1407	о каком	1	1
1408	иных языковых	1	1
1409	это возможно	1	1
1410	с эстетической	1	1
1411	чтобы быть	1	1
1412	лежащей в	1	1
1413	мира а	1	1
1414	говорить об	1	1
1415	него но	1	1
1416	говорят о	1	1
1417	определяет его	1	1
1418	противном случае	2	1
1419	ее составе	1	1
1420	перед собой	1	1
1421	ли не	1	1
1422	зрения не	1	1
1423	без этого	1	1
1424	со своей	4	1
1425	по его	1	1
1426	весь последующий	1	1
1427	первой части	2	1
1428	именно эта	1	1
1429	форма в	1	1
1430	вследствие этой	2	1
1431	путь к	1	1
1432	целого и	1	1
1433	своей значимости	1	1
1434	действующие лица	1	1
1435	тем более	2	1
1436	как следствие	1	1
1437	следующей главе	1	1
1438	людей в	1	1
1439	или ином	1	1
1440	а на	3	1
1441	человека к	3	1
1442	может иметь	1	1
1443	полной мере	1	1
1444	в полной	1	1
1445	как ни	1	1
1446	мышления и	3	1
1447	оно в	1	1
1448	мнению и	1	1
1449	зрения нашего	1	1
1450	и заключается	1	1
1451	утверждение о	1	1
1452	такого отношения	1	1
1453	границами между	1	1
1454	каждом из	1	1
1455	случае если	1	1
1456	две стороны	1	1
1457	достоевского где	1	1
1458	как уже	2	1
1459	д как	1	1
1460	в сознание	1	1
1461	этом мире	2	1
1462	нельзя не	1	1
1463	на всех	1	1
1464	к жизненному	1	1
1465	части и	1	1
1466	с совершенно	1	1
1467	она здесь	1	1
1468	к откровениям	1	1
1469	впервые становится	1	1
1470	в искусстве	9	1
1471	и может	1	1
1472	результат тот	1	1
1473	толстой например	1	1
1474	тех же	1	1
1475	к области	3	1
1476	существа в	2	1
1477	заключает в	1	1
1478	где ей	1	1
1479	другого я	2	1
1480	но дело	1	1
1481	в это	1	1
1482	свобода и	1	1
1483	а этот	1	1
1484	себя наше	1	1
1485	личность как	1	1
1486	но напротив	2	1
1487	при всем	2	1
1488	достигается не	1	1
1489	еще на	1	1
1490	над собою	1	1
1491	на это	1	1
1492	и позволяет	3	1
1493	числе и	2	1
1494	человеческих отношений	2	1
1495	в литературном	1	1
1496	к изучению	1	1
1497	своей организации	1	1
1498	литературное произведение	1	1
1499	та или	1	1
1500	доминирует в	2	1
1501	что две	1	1
1502	роман и	2	1
1503	нас самих	2	1
1504	на не	1	1
1505	он оказывается	2	1
1506	здесь остается	1	1
1507	может показаться	1	1
1508	оно живет	1	1
1509	по этому	1	1
1510	место в	7	1
1511	в совершенном	1	1
1512	исканий и	1	1
1513	косвенной речи	1	1
1514	является непосредственным	1	1
1515	происходит в	1	1
1516	герой реалистического	1	1
1517	о своих	1	1
1518	когда герой	1	1
1519	в области	7	1
1520	тех или	3	1
1521	а говоря	1	1
1522	теории искусства	1	1
1523	в бытии	1	1
1524	толстого в	1	1
1525	как совокупность	3	1
1526	своей индивидуальности	1	1
1527	виду что	1	1
1528	другого сознания	1	1
1529	ориентирована на	1	1
1530	интонации и	1	1
1531	суда над	1	1
1532	именно это	1	1
1533	как диалога	1	1
1534	проблема взаимоотношений	1	1
1535	он переживает	1	1
1536	лишь одного	1	1
1537	в известной	1	1
1538	есть не	1	1
1539	образов и	1	1
1540	говорит не	1	1
1541	совершается в	1	1
1542	степени и	1	1
1543	мира с	2	1
1544	котором он	1	1
