N	2gram	Savitsky_E	Problema
1301	областей с	1	1
1302	не представляется	1	1
1303	несколько ниже	1	1
1304	от конкретных	1	1
1305	и выше	7	1
1306	как известно	1	1
1307	качестве орудия	2	1
1308	которое оно	1	1
1309	с течением	2	1
1310	мир к	1	1
1311	означает что	1	1
1312	каждого из	1	1
1313	в оценке	1	1
1314	на родной	1	1
1315	примерами из	1	1
1316	что наряду	1	1
1317	положения и	1	1
1318	в перспективе	4	1
1319	только те	2	1
1320	для структуры	1	1
1321	россия перед	1	1
1322	этот принцип	1	1
1323	связывается с	1	1
1324	его ни	1	1
1325	нельзя ни	1	1
1326	стран и	1	1
1327	как не	2	1
1328	могут стать	2	1
1329	следовательно для	1	1
1330	человеческой культуры	2	1
1331	и совершенной	2	1
1332	себя с	1	1
1333	виде некоторого	1	1
1334	самым в	2	1
1335	ли здесь	2	1
1336	в аспекте	1	1
1337	в любой	1	1
1338	можно производить	2	1
1339	к какой	1	1
1340	было у	1	1
1341	окажется в	1	1
1342	и некоторого	1	1
1343	страны и	3	1
1344	существовать в	1	1
1345	россию в	2	1
1346	отличных от	1	1
1347	тех же	1	1
1348	как одно	1	1
1349	от указанных	1	1
1350	до настоящего	1	1
1351	идет о	3	1
1352	чем то	1	1
1353	связана с	1	1
1354	лежат в	4	1
1355	если можно	1	1
1356	явится для	1	1
1357	бытия которую	1	1
1358	тем большей	1	1
1359	заимствованы из	1	1
1360	же время	14	1
1361	получила свое	1	1
1362	только это	1	1
1363	будет обозначать	1	1
1364	вполне могут	1	1
1365	будет существовать	1	1
1366	ней по	1	1
1367	же язык	1	1
1368	мы устанавливаем	1	1
1369	в проблему	1	1
1370	не находятся	1	1
1371	он мог	1	1
1372	этого же	1	1
1373	бы тот	1	1
1374	или вовсе	1	1
1375	его можно	1	1
1376	чуть ли	1	1
1377	обязательно чтобы	1	1
1378	ее превосходство	1	1
1379	может найти	1	1
1380	в гораздо	2	1
1381	ставится вопрос	1	1
1382	к проповеди	2	1
1383	гораздо сложнее	1	1
1384	аналогии с	1	1
1385	различие между	1	1
1386	и было	1	1
1387	на тех	1	1
1388	только сама	1	1
1389	в указанном	1	1
1390	что вызывает	1	1
1391	настоящего и	1	1
1392	в полном	1	1
1393	выше не	1	1
1394	старого мира	1	1
1395	x в	3	1
1396	состояния в	1	1
1397	xviii и	2	1
1398	даже весьма	1	1
1399	истиной но	1	1
1400	по-разному в	1	1
1401	же будет	1	1
1402	перешло от	1	1
1403	к жизни	1	1
1404	нам особенно	1	1
1405	по нашим	1	1
1406	в новом	1	1
1407	на мировом	5	1
1408	упирается в	1	1
1409	живых существ	1	1
1410	одна другую	1	1
1411	выходит и	1	1
1412	войны и	2	1
1413	отношений или	1	1
1414	же к	2	1
1415	россия есть	2	1
1416	может в	1	1
1417	его области	1	1
1418	обстоит дело	3	1
1419	поскольку эта	1	1
1420	этому и	1	1
1421	в отношениях	1	1
1422	отношении содержания	1	1
1423	выше именно	1	1
1424	к тем	1	1
1425	к области	1	1
1426	как своя	1	1
1427	в большинстве	2	1
1428	почти никогда	1	1
1429	и соответствующая	1	1
1430	и хозяйства	1	1
1431	эмпирически мы	1	1
1432	нужно помнить	1	1
1433	возможно ли	1	1
1434	и каждая	2	1
1435	более нет	1	1
1436	считает что	1	1
1437	бы еще	1	1
1438	всему человечеству	1	1
1439	за их	1	1
1440	подтверждение в	1	1
1441	на ту	1	1
1442	по нашему	3	1
1443	является сейчас	1	1
