N	2gram	Tiupa_Vved	DiskursI
1245	процессуальности и	1	1
1246	для восприятия	1	1
1247	текстах с	1	1
1248	язык как	2	1
1249	из записок	1	1
1250	за ее	1	1
1251	иначе но	1	1
1252	нужно рассуждать	1	1
1253	в.б шкловского	1	1
1254	одному из	1	1
1255	например с	1	1
1256	эстетической завершенности	1	1
1257	судьбы они	1	1
1258	или иному	2	1
1259	представлений о	1	1
1260	четкий и	1	1
1261	с кристаллизацией	1	1
1262	этих сознаниях	1	1
1263	некоторая заслуживающая	1	1
1264	своей эмоциональной	1	1
1265	был призван	1	1
1266	рассказано в	2	1
1267	и молчали	1	1
1268	его от	1	1
1269	исторического процесса	1	1
1270	коммуникативного поведения	1	1
1271	вы из	1	1
1272	этом направлении	2	1
1273	не несет	4	1
1274	доктор живаго	2	1
1275	только словесные	1	1
1276	двумя полярными	1	1
1277	в разделе	1	1
1278	прецедентный характер	1	1
1279	двух рассказов	2	1
1280	спокойно засыпает	1	1
1281	новой риторики	1	1
1282	утро после	1	1
1283	притом весьма	1	1
1284	такая интрига	1	1
1285	как она	1	1
1286	возникающей солидарности	1	1
1287	разговора с	1	1
1288	как слушатели-читатели	1	1
1289	феномен амбивалентный	1	1
1290	сферы общения	1	1
1291	художественной литературы	1	1
1292	предполагает в	1	1
1293	рефлексии и	1	1
1294	быть названа	1	1
1295	часто именуют	1	1
1296	он имеет	1	1
1297	непосредственное воспроизведение	1	1
1298	или положение	1	1
1299	случае в	1	1
1300	этом ряду	2	1
1301	достаточно очевидная	1	1
1302	этих факторов	1	1
1303	речи хотя	1	1
1304	системой персонажей	1	1
1305	от текста	3	1
1306	из нее	1	1
1307	полярными доктринами	1	1
1308	кто говорит	1	1
1309	в рассказ	1	1
1310	даме с	4	1
1311	нарративную стратегию	3	1
1312	на земле	1	1
1313	обстоятельствах восприятия	1	1
1314	коммуникативному событию	1	1
1315	апеллируя к	1	1
1316	мимесис не	1	1
1317	концом в	1	1
1318	такого высказывания	1	1
1319	рассказывается буркиным	1	1
1320	ни говорящий	1	1
1321	весьма напоминает	1	1
1322	в речи	3	1
1323	а их	1	1
1324	частного опыта	1	1
1325	свидетелем и	2	1
1326	всегда имеется	1	1
1327	иваном иванычем	2	1
1328	но сложном	1	1
1329	особенность художественного	1	1
1330	в нарастании	1	1
1331	единством их	1	1
1332	том или	1	1
1333	мира это	2	1
1334	и поведения	1	1
1335	питательную среду	1	1
1336	может функционировать	1	1
1337	и другим	1	1
1338	о теории	1	1
1339	с перипетийной	1	1
1340	и должен	1	1
1341	с тем	1	1
1342	в наиболее	3	1
1343	стороны в	1	1
1344	это позиция	2	1
1345	фрейденберг происхождение	1	1
1346	любого другого	1	1
1347	бы стать	1	1
1348	между историей	1	1
1349	стороны бытия	1	1
1350	солидарность двух	1	1
1351	я сказал	1	1
1352	майевтику сократа	1	1
1353	ну уж	1	1
1354	упраздняет коммуникативные	1	1
1355	индивида и	1	1
1356	а именно	3	1
1357	с еще	1	1
1358	обрамляющем тексте	1	1
1359	в повествовательную	1	1
1360	всегда одновременно	1	1
1361	и иваном	1	1
1362	смысловой потенциал	2	1
1363	понимание входит	1	1
1364	интриги не	1	1
1365	смерть в	1	1
1366	внимание к	2	1
1367	онтологическую характеристику	1	1
1368	открытого спектра	1	1
1369	спектра вариантов	1	1
1370	разобщают молчали	1	1
1371	и зла	1	1
1372	конфликт между	1	1
1373	при таком	2	1
1374	за бахтиным	1	1
1375	или ином	1	1
1376	человеческой речи	1	1
1377	нарратора не	2	1
1378	как более	1	1
1379	к ответной	1	1
1380	другой жизни	2	1
1381	фундаментальную онтологическую	1	1
1382	накануне своей	1	1
1383	интригу мировой	1	1
1384	художественное повествование	1	1
1385	разговора стали	1	1
1386	и требующий	1	1
1387	своего исследования	1	1
1388	произведении и	1	1
1389	которое не	2	1
1390	введение в	1	1
1391	общения доступна	1	1
1392	действий в	1	1
1393	[...] наблюдателя	1	1
1394	мир и	1	1
1395	поле историзма	1	1
1396	у достоевского	1	1
1397	всегда принципиально	1	1
1398	искусство слова	1	1
1399	рецептивные возможности	1	1
1400	беликова рассказывается	1	1
1401	отца и	1	1
1402	фразы как	1	1
1403	культуры в	1	1
1404	общий знаменатель	1	1
1405	исчерпывается однако	1	1
1406	не имели	2	1
1407	персонажей однако	1	1
1408	по фрейденберг	1	1
1409	и нет	1	1
1410	историзма располагается	2	1
1411	на материале	1	1
1412	поездки в	2	1
1413	и смерти	2	1
1414	реципиента в	1	1
1415	что подтверждается	1	1
1416	ряда возбуждающем	1	1
1417	объединены в	1	1
1418	и доктриной	2	1
1419	с повествовательной	1	1
1420	ключевое значение	1	1
1421	только благодаря	1	1
1422	которые не	2	1
1423	в жизнь	1	1
1424	центрального героя	1	1
1425	функции текста	1	1
1426	восприятия и	2	1
1427	сюжете рассказа	1	1
1428	третьем мире	1	1
1429	не существует	3	1
1430	и побуждает	1	1
1431	а стало	1	1
1432	повествования и	4	1
1433	а порой	1	1
1434	осуществляется в	1	1
1435	судьбой а	1	1
1436	она же	1	1
1437	этико-интеллектуальное содержание	1	1
1438	видно что	2	1
1439	повести и	1	1
1440	речью и	1	1
1441	с книгой	1	1
1442	в предыдущих	3	1
1443	и повествование	1	1
1444	следовало бы	1	1
1445	к мифу	2	1
1446	в креслах	1	1
1447	маленькой трилогии	2	1
1448	бахтин сетовал	1	1
1449	рассказывается то	1	1
1450	которой он	1	1
1451	справедливости и	1	1
1452	раз и	2	1
1453	человека не	1	1
1454	рассказывания но	1	1
1455	однако его	1	1
1456	а показывает	1	1
1457	он был	1	1
1458	она являет	1	1
1459	событий первоначально	1	1
1460	тайны личного	1	1
1461	к освоению	1	1
1462	рода миниатюра	1	1
1463	сводятся к	2	1
1464	целого не	1	1
1465	дублирование но	1	1
1466	жизненный опыт	2	1
1467	женских персонажей	1	1
1468	и иван	1	1
1469	имеет в	1	1
1470	речевым действием	1	1
1471	способности человеческой	1	1
1472	говорящий ни	1	1
1473	их исторической	1	1
1474	т.п как	1	1
1475	другая жизнь	1	1
1476	показывает имитирует	1	1
1477	закономерное явление	1	1
1478	оказывается и	1	1
1479	нарративной модальностью	1	1
1480	уже у	1	1
1481	от исследовательской	1	1
1482	словесного творчества	2	1
1483	события как	1	1
1484	но эти	1	1
1485	самое понимание	1	1
1486	завершается рассказ	1	1
1487	существования от	1	1
1488	рассказчика трилогии	1	1
1489	не подчинение	1	1
1490	с другим	1	1
1491	из их	1	1
1492	в этот	3	1
1493	этот текст	2	1
1494	что вся	1	1
1495	результате воздействия	1	1
1496	т.п в	1	1
1497	концовке рассказа	2	1
1498	повествованиях а	1	1
1499	ряда исторических	1	1
1500	и событие	3	1
1501	мыслей при	1	1
1502	история казусная	2	1
1503	двух или	4	1
1504	таком взгляде	1	1
1505	сегмента исторического	1	1
1506	перформативной установке	1	1
1507	бытия тогда	1	1
1508	авторской инстанции	1	1
1509	не об	1	1
1510	в кругозоре	1	1
1511	при некоторых	1	1
1512	и вторая	1	1
1513	втором случае	1	1
1514	на пути	1	1
1515	собой семиотический	1	1
1516	и была	1	1
1517	создает наррацию	1	1
1518	господин прохарчин	1	1
1519	определяется его	1	1
1520	сближает его	1	1
1521	превращается в	1	1
1522	в игру	1	1
1523	память как	1	1
1524	ее по	1	1
1525	моментами символического	1	1
1526	не что	1	1
1527	именно таков	1	1
1528	удовлетворил мучается	1	1
1529	этом по	1	1
1530	от своей	1	1
1531	так же	2	1
1532	присутствия человека	1	1
1533	на практике	1	1
1534	солидарности взаимодействующих	1	1
1535	достоевского господин	1	1
1536	здесь имеет	1	1
1537	фактор истории	1	1
1538	рода актерами	1	1
1539	ее вербализацией	1	1
1540	ощущаться завершенная	1	1
1541	двойственности методологическое	1	1
1542	иванычем в	1	1
1543	решительно отстраняются	1	1
1544	автора с	1	1
1545	в глаза	1	1
1546	смысле библия	1	1
1547	у первобытного	1	1
1548	в совмещении	1	1
1549	иваныча и	2	1
1550	в пятом	2	1
1551	его собственной	2	1
1552	этом рассуждении	1	1
1553	друг на	2	1
1554	с некоторой	1	1
1555	но завершающая	1	1
1556	в параллельных	1	1
1557	с авторской	1	1
1558	рассмотрим в	2	1
1559	именно такого	1	1
1560	акт смыслового	1	1
1561	и еще	1	1
1562	не становится	1	1
1563	вопрос автор	1	1
1564	своем как	1	1
1565	культурно значимые	1	1
1566	оставляя открытым	1	1
1567	направленного на	1	1
1568	точке золотого	2	1
1569	ориентиром в	1	1
1570	''для того	1	1
1571	с самим	2	1
1572	вернуться к	2	1
1573	во-вторых оно	1	1
1574	наряду с	2	1
1575	ключ к	2	1
1576	коммуникативной эстетической	1	1
1577	прямым свидетелем	1	1
1578	и оценки	1	1
1579	также образуют	1	1
1580	на второй	1	1
1581	пришвинская миниатюра	1	1
1582	иваныч говорят	1	1
1583	именно так	1	1
1584	следующим образом	1	1
1585	изложенная в	1	1
1586	быть в	1	1
1587	человеческой культуре	1	1
1588	для разработки	1	1
1589	классической эстетической	1	1
1590	ибо анарративная	1	1
1591	способ присутствия	1	1
1592	приведенном тексте	1	1
1593	как я	1	1
1594	ходе рассказывания	1	1
1595	текста о	1	1
1596	времена различные	1	1
1597	она тут	1	1
1598	так не	1	1
1599	объект и	1	1
1600	двух равнодостойных	1	1
1601	модальности убеждения	4	1
1602	в пушкинской	1	1
1603	объединяет собеседников	2	1
1604	[...] его	1	1
1605	пространства что	1	1
1606	как ряда	1	1
1607	идентифицировать себя	1	1
1608	а со	1	1
1609	эффект не	1	1
1610	в текст	1	1
1611	рассказывает а	1	1
1612	двух историй	1	1
1613	в принципиальной	1	1
1614	также является	1	1
1615	от них	2	1
1616	в сфере	7	1
1617	как диалогический	1	1
1618	в противном	2	1
1619	от себя	2	1
1620	к точке	2	1
1621	поля рикёра	2	1
1622	на котором	1	1
1623	героя то	1	1
1624	возникает и	2	1
1625	иначе его	1	1
1626	к этим	1	1
1627	поскольку ее	1	1
1628	двусмысленный четкий	1	1
1629	событием в	1	1
1630	из крыжовника	1	1
1631	такой картины	1	1
1632	тексте в	2	1
1633	всякого нарративного	1	1
1634	пришвин а	1	1
1635	читательского ожидания	4	1
1636	действие или	1	1
1637	свидетельствует об	1	1
1638	первые две	2	1
1639	событийной полноте	1	1
1640	чем это	1	1
1641	это своего	3	1
1642	ориентирован на	1	1
1643	таковой в	1	1
1644	подлежит не	1	1
1645	алехина неожиданно	1	1
1646	динамике и	1	1
1647	роковым образом	1	1
1648	ним всегда	1	1
1649	ключевых моментов	1	1
1650	и прекрасного	1	1
1651	в историю	2	1
1652	эвристическое значение	1	1
1653	речи персонажей	2	1
1654	представить себе	2	1
1655	может квалифицироваться	1	1
1656	их связная	1	1
1657	только не	1	1
1658	из вас	1	1
1659	к позиции	2	1
1660	и самодостаточность	1	1
1661	назидательности однако	1	1
1662	о влиянии	1	1
1663	и автор	1	1
1664	событию не	1	1
1665	засыпает а	1	1
1666	новейшее время	1	1
1667	ранних этапах	1	1
1668	как замечал	1	1
1669	по длительности	2	1
1670	это выбор	1	1
1671	и мы	1	1
1672	повести о	1	1
1673	ведь для	1	1
1674	и автора	1	1
1675	главных персонажей	1	1
1676	она и	1	1
1677	и трогательно	1	1
1678	сюжет в	1	1
1679	повествования с	3	1
1680	что иное	1	1
1681	как полагает	1	1
1682	моменту рассказывания	1	1
1683	года к	1	1
1684	как сегмента	1	1
1685	одновременно четкий	1	1
1686	похожи на	1	1
1687	котором и	1	1
1688	нарратива повествование	1	1
1689	вскоре после	1	1
1690	нарратора который	1	1
1691	отнимает у	1	1
1692	мире напротив	1	1
1693	героическом эпосе	1	1
1694	моя жизнь	1	1
1695	не принадлежит	2	1
1696	диалогический момент	1	1
1697	исход художественных	1	1
1698	весь текст	2	1
1699	мимесис мимесис	1	1
1700	жизненный материал	1	1
1701	гуманитарных науках	1	1
1702	он к	1	1
1703	нашему воображению	1	1
1704	смысла при	1	1
1705	интрига своего	1	1
1706	высказываний пиететное	1	1
1707	хейден уайт	2	1
1708	менее очевидна	1	1
1709	к катастрофе	1	1
1710	для которой	1	1
1711	в совершенно	1	1
1712	качестве нового	1	1
1713	к ценности	1	1
1714	интереса в	1	1
1715	второй план	1	1
1716	могло бы	4	1
1717	освоение человеческим	1	1
1718	подчеркнуть что	5	1
1719	несущее в	1	1
1720	картиной мира	17	1
1721	третьего рассказа	1	1
1722	крыжовника персонажи	1	1
1723	ответного понимания	1	1
1724	однако нарративная	2	1
1725	согласно которой	2	1
1726	для личного	1	1
1727	состоящий в	1	1
1728	зрения нарратора	1	1
1729	мысли поля	1	1
1730	они в	1	1
1731	свободное самоопределяющееся	1	1
1732	говоря словами	1	1
1733	самых общих	1	1
1734	смысла в	1	1
1735	поставленный вопрос	3	1
1736	некий регулятивный	1	1
1737	есть с	1	1
1738	среде и	1	1
1739	в европейской	2	1
1740	то потому	1	1
1741	женатый беликов	1	1
1742	оставаясь участником	1	1
1743	местах и	2	1
1744	воспроизведение чужих	1	1
1745	самоопределяющееся в	1	1
1746	оставляет читателю	1	1
1747	соединяющей апокалипсис	1	1
1748	рамках которой	1	1
1749	сознания к	1	1
1750	силу его	1	1
1751	не была	1	1
1752	рассказа они	1	1
1753	это коммуникативное	1	1
1754	сторону индивида	1	1
1755	но такова	1	1
1756	является и	1	1
1757	латинский термин	2	1
1758	внутритекстовые наррации	1	1
1759	в художественном	1	1
1760	полноценный рассказ	1	1
1761	все необходимые	1	1
1762	иначе чем	1	1
1763	о возможности	1	1
1764	морфология сказки	1	1
1765	на разных	2	1
1766	которая состоит	2	1
1767	имел место	1	1
1768	происшествия однако	1	1
1769	стратегии и	1	1
1770	сознания на	1	1
1771	человеку а	1	1
1772	содержание судьбы	1	1
1773	не говорит	1	1
1774	наррации разобщают	1	1
1775	уж это	1	1
1776	статус героя	1	1
1777	символического характера	1	1
1778	их по	1	1
1779	уединенного сознания	1	1
1780	всех его	2	1
1781	героя с	2	1
1782	роду высказываний	1	1
1783	евгении онегине	1	1
1784	в изложении	3	1
1785	и чисто	1	1
1786	персонажей не	1	1
1787	событием рассказывания	1	1
1788	которое в	4	1
1789	неожиданно объединяет	1	1
1790	наблюдателя но	1	1
1791	бытия нуждалась	1	1
1792	быть только	2	1
1793	полюс подлинного	1	1
1794	рецептивном сознании	1	1
1795	частности по	1	1
1796	снизу вверх	1	1
1797	ответственности за	1	1
1798	цепь эпизодов	1	1
1799	и всю	1	1
1800	речи нарратора	2	1
1801	в конце	3	1
1802	в таком	2	1
1803	между этими	1	1
1804	формировать культурную	1	1
1805	которой было	1	1
1806	алехин укладом	1	1
1807	оно в	1	1
1808	у тургенева	2	1
1809	исторического развития	1	1
1810	человек и	1	1
1811	в евгении	1	1
1812	этом последнем	1	1
1813	исторический период	1	1
1814	в связи	1	1
1815	как видим	1	1
1816	между ними	1	1
1817	другой оперы	1	1
1818	что нарративность	1	1
1819	укорененного в	1	1
1820	встречается в	1	1
1821	я всегда	1	1
1822	значимости для	1	1
1823	явление природы	1	1
1824	на который	1	1
1825	без которого	1	1
1826	правильно поставленный	4	1
1827	событийности в	4	1
1828	из четырех	3	1
1829	грамматики рассказывания	1	1
1830	к фигуре	2	1
1831	данного типа	1	1
1832	вольфа шмида	3	1
1833	отстраняются от	1	1
1834	это путь	1	1
1835	приобретает здесь	1	1
1836	переформатирует ту	1	1
1837	молчали после	1	1
1838	теории прозы	1	1
1839	сознанием событийной	1	1
1840	составляющих ее	1	1
1841	в двух	1	1
1842	благодаря тому	1	1
1843	по необходимости	1	1
1844	речи формировать	1	1
1845	вариантов жизненного	1	1
1846	воздействия на	1	1
1847	для современной	1	1
1848	своей закономерности	1	1
1849	точек зрения	2	1
1850	высказывание представляет	1	1
1851	из одного	1	1
1852	по характеру	1	1
1853	место принадлежит	1	1
1854	традиционно комическую	1	1
1855	жизни то	2	1
1856	чеховских рассказов	1	1
1857	может разворачиваться	1	1
1858	обращено к	2	1
1859	адресатом как	1	1
1860	привходящими моментами	1	1
1861	отметим что	1	1
1862	встрече с	3	1
1863	состояние получателя	1	1
1864	как сказано	1	1
1865	нарратора здесь	1	1
1866	а для	2	1
1867	бы в	4	1
1868	по имени	1	1
1869	лугановиче легко	1	1
1870	буркина сидели	1	1
1871	культурную память	1	1
1872	пребывания в	1	1
1873	апокалипсис с	1	1
1874	предполагает выявление	1	1
1875	и жизненная	1	1
1876	всех видов	1	1
1877	войне и	2	1
1878	персонажи третьего	1	1
1879	на которую	1	1
1880	в заключительном	1	1
1881	презентацией наррации	1	1
1882	учебниках по	1	1
1883	должен был	2	1
1884	с позициями	1	1
1885	авантюры в	1	1
1886	только от	1	1
1887	повседневная практика	1	1
1888	посредства нарратора	1	1
1889	к истине	1	1
1890	опыта иное	1	1
1891	что такое	23	1
1892	повествовательный дискурс	1	1
1893	подробностями и	1	1
1894	немалое количество	1	1
1895	сложном событии	1	1
1896	может обладать	1	1
1897	это были	2	1
1898	права на	1	1
1899	жизни для	2	1
1900	оно обладает	1	1
1901	также вполне	1	1
1902	не означает	1	1
1903	б свободное	1	1
1904	конструктивная проблема	1	1
1905	бытия но	2	1
1906	повествователя рассказчика	1	1
1907	исследовательской позиции	1	1
1908	аффективное состояние	1	1
1909	только подчеркивает	1	1
1910	персонажей с	1	1
1911	нарративной коммуникации	2	1
1912	действие в	1	1
1913	разных местах	1	1
1914	времени для	1	1
1915	а всякая	1	1
1916	все остальные	1	1
1917	глухи к	1	1
1918	сюда же	1	1
1919	нашей способности	1	1
1920	для персонажа	1	1
1921	наиболее существенный	1	1
1922	же фактов	1	1
1923	в работе	1	1
1924	выходит новое	1	1
1925	не один	2	1
1926	слуги в	1	1
1927	бессонницей от	1	1
1928	напоминает майевтику	1	1
1929	человека как	1	1
1930	грандиозную интригу	1	1
1931	два события	1	1
1932	в роман	1	1
1933	нередко бывает	2	1
1934	к любви	1	1
1935	i и	1	1
1936	проппа о	1	1
1937	в ответ	2	1
1938	сам алехин	1	1
1939	ими исторической	1	1
1940	некоторый спектр	2	1
1941	ответную позицию	1	1
1942	с героями	2	1
1943	сидели в	1	1
1944	не мог	2	1
1945	пиететное цитирование	1	1
1946	на долю	1	1
1947	событие внутренней	1	1
1948	к личностному	1	1
1949	времени при	1	1
1950	и смысла	1	1
1951	становления наррации	1	1
1952	роланом бартом	1	1
1953	средствами организации	1	1
1954	возможных композиционных	1	1
1955	рассуждать исходя	1	1
1956	возникает эффект	1	1
1957	когда на	1	1
1958	самый момент	1	1
1959	история беликова	1	1
1960	в приведенном	2	1
1961	к ее	3	1
1962	непосредственной формой	1	1
1963	но только	1	1
1964	идиллический хронотоп	1	1
1965	подлинный автор	1	1
1966	предпосылки для	1	1
1967	наррация давно	1	1
1968	известными слушателям	1	1
1969	игрой случая	1	1
1970	героя однако	1	1
1971	классическим примером	1	1
1972	даже не	1	1
1973	познания направленного	1	1
1974	этом смысле	1	1
1975	исключает все	1	1
1976	человеческая индивидуальность	1	1
1977	героев перед	1	1
1978	проникнуть в	1	1
1979	несколько иначе	1	1
1980	из нас	1	1
1981	событийности история	1	1
1982	разных концах	1	1
1983	к рассказу	1	1
1984	коммуникативном событии	2	1
1985	цепь необратимых	2	1
1986	своих персонажей	2	1
1987	отношения с	1	1
1988	то или	1	1
1989	оборотов ''если''	1	1
1990	целого но	1	1
1991	в москве	1	1
1992	должны были	3	1
1993	или иное	1	1
1994	произведение не	1	1
1995	и мимесис	1	1
1996	которого в	1	1
1997	наррации только	1	1
1998	о взаимно	1	1
1999	буркиным как	1	1
2000	индивидуальности явление	1	1
2001	как известно	2	1
2002	порой и	1	1
2003	не само	1	1
2004	сведена к	1	1
2005	здесь совершенно	1	1
2006	интриги соединяющей	1	1
2007	не наиболее	1	1
2008	две жизни	1	1
2009	знакомством с	1	1
2010	истории феномен	1	1
2011	осуществляется прямолинейная	1	1
2012	отклонениями от	1	1
2013	исключительно в	3	1
2014	и глубоко	1	1
2015	хорошо известными	1	1
2016	адресата у	1	1
2017	она определяется	1	1
2018	вполне элиминирована	1	1
2019	человеческих отношений	2	1
2020	известном смысле	1	1
2021	природы и	1	1
2022	карнавальную пару	1	1
2023	к нарративному	1	1
2024	образ смерти	1	1
2025	году в	2	1
2026	мишеля фуко	2	1
2027	авторитетное слово	1	1
2028	действующего лица	1	1
2029	его коммуникативной	1	1
2030	два рассказчика	2	1
2031	не входят	1	1
2032	их к	1	1
2033	к человеческому	1	1
2034	зрелый чехов	1	1
2035	любви в	1	1
2036	и тоже	1	1
2037	данному типу	1	1
2038	которое мы	1	1
2039	героя поскольку	1	1
2040	позиция субъекта	1	1
2041	доверия к	1	1
2042	ее моментов	1	1
2043	даже если	1	1
2044	концах гостиной	1	1
2045	к адресату	1	1
2046	и мотивы	1	1
2047	так что	1	1
2048	содержание и	1	1
2049	беликов а	1	1
2050	персонажей но	1	1
2051	герою не	1	1
2052	в человеческой	1	1
2053	однако по	1	1
2054	персонажа а	2	1
2055	дама с	1	1
2056	лишена смысла	1	1
2057	себе образ	1	1
2058	всякая литературная	1	1
2059	данного коммуникативного	1	1
2060	доступна нам	1	1
2061	смыслового завершения	1	1
2062	наррации и	2	1
2063	из этого	1	1
2064	мировой истории	2	1
2065	в образовании	1	1
2066	формах косвенной	2	1
2067	к человеку	1	1
2068	раз спокойно	1	1
2069	слушающий не	1	1
2070	оно может	1	1
2071	следует заметить	2	1
2072	нем повторяются	1	1
2073	именно солидарность	1	1
2074	чтобы'' ''из-за''	1	1
2075	там где	1	1
2076	воспроизводилась древними	1	1
2077	законных интерпретациях	1	1
2078	человеческому существованию	1	1
2079	последующего развития	1	1
2080	вводит в	1	1
2081	во время	3	1
2082	из детского	1	1
2083	история непреложный	1	1
2084	приближенным к	1	1
2085	этом не	2	1
2086	нам только	1	1
2087	слушатель которого	1	1
2088	его времени	1	1
2089	в сюжете	1	1
2090	он его	1	1
2091	времени наррация	1	1
2092	означает что	1	1
2093	ту самую	1	1
2094	ментального процесса	1	1
2095	действительной жизни	1	1
2096	стенографическая передача	1	1
2097	это он	1	1
2098	внеличную сторону	1	1
2099	мире как	1	1
2100	к истокам	2	1
2101	на эту	1	1
2102	коммуникативные роли	1	1
2103	равнодостойных не	1	1
2104	обращается к	2	1
2105	что до	2	1
2106	по причине	1	1
2107	как событийности	1	1
2108	речь персонажа	1	1
2109	однако без	1	1
2110	по прихоти	1	1
2111	нет а	1	1
2112	от нее	1	1
2113	жизненная позиция	1	1
2114	была сформулирована	2	1
2115	характеристиками нарративного	1	1
2116	казусная цепь	2	1
2117	связи и	1	1
2118	является носителем	1	1
2119	как формулирует	1	1
2120	говорящего субъекта	1	1
2121	искусно формирует	1	1
2122	[...] смысл	1	1
2123	образом и	1	1
2124	детализации и	1	1
2125	этому времени	1	1
2126	понимание жизни	1	1
2127	в коммуникативном	4	1
2128	нарративного текста	5	1
2129	две внутритекстовые	1	1
2130	но после	2	1
2131	миропорядок в	1	1
2132	вследствие непроизвольно	1	1
2133	существования не	1	1
2134	я уже	1	1
2135	установка [...]	1	1
2136	от сознания	2	1
2137	и здесь	2	1
2138	вопросы о	1	1
2139	строй текста	1	1
2140	личной тайны	3	1
2141	данной сферы	1	1
2142	и питается	1	1
2143	содержаний сознания	1	1
2144	получателя которое	1	1
2145	как таковой	1	1
2146	видов не	1	1
2147	доктрин трактуемой	1	1
2148	сами участвуем	1	1
2149	любви рассуждать	1	1
2150	сказано в	1	1
2151	качестве способности	1	1
2152	исторической динамике	1	1
2153	текст в	1	1
2154	которой у	1	1
2155	имеется возможность	1	1
2156	подлежит верификации	1	1
2157	в случаях	2	1
2158	к одной	2	1
2159	одно событие	1	1
2160	порицают своих	1	1
2161	что полюс	1	1
2162	их былое	1	1
2163	связная сюжетная	1	1
2164	следует ли	1	1
2165	которое возникает	1	1
2166	и буркиным	1	1
2167	вероятностной картины	3	1
2168	отрицать известную	1	1
2169	если же	1	1
2170	необратимых и	2	1
2171	красоте и	1	1
2172	оно было	1	1
2173	рассказа и	1	1
2174	судьбы а	1	1
2175	из рассказов	1	1
2176	передать оборотов	1	1
2177	мифологии если	1	1
2178	условие адекватного	1	1
2179	исходный прецедент	1	1
2180	литературы как	1	1
2181	два рассказчика-охотника	1	1
2182	давно функционировала	1	1
2183	сюжетная цепь	1	1
2184	своем составе	1	1
2185	событийный опыт	2	1
2186	что это	2	1
2187	в [...]	1	1
2188	и проблематика	1	1
2189	это уже	2	1
2190	которую следует	1	1
2191	вот как	1	1
2192	сердились друг	1	1
2193	рецептивную интенцию	1	1
2194	никак не	2	1
2195	явление духа	1	1
2196	принципе не	1	1
2197	одном и	1	1
2198	общеинтересными в	1	1
2199	предполагает не	1	1
2200	первых двух	3	1
2201	оно подлежит	2	1
2202	о которой	4	1
2203	человеческим сознанием	1	1
2204	высказывания вполне	1	1
2205	моральной ответственности	1	1
2206	для классической	2	1
2207	остаются глухи	1	1
2208	гораздо раньше	1	1
2209	свою коммуникативную	1	1
2210	алехина хотя	1	1
2211	для них	3	1
2212	прямолинейная оценка	1	1
2213	долю адекватности	1	1
2214	едины судьба	1	1
2215	не признает	1	1
2216	историях исчерпывается	1	1
2217	возбуждающем некие	1	1
2218	и создает	1	1
2219	на читателя	1	1
2220	можно было	2	1
2221	рецептивных установок	1	1
2222	процессуальности история	1	1
2223	в более	1	1
2224	подобная позиция	1	1
2225	только еще	1	1
2226	художественных построений	1	1
2227	имеется устойчивая	1	1
2228	как о	2	1
2229	событие о	2	1
2230	отсылает к	2	1
2231	со всеми	1	1
2232	от их	2	1
2233	исторического опыта	1	1
2234	поэтому и	1	1
2235	подчеркнуто в	1	1
2236	персонажей решительно	1	1
2237	рассказа оказались	1	1
2238	закономерности процесс	1	1
2239	начинается с	2	1
2240	с ними	2	1
2241	открытым вопрос	1	1
2242	практике общения	1	1
2243	мире [...]	1	1
2244	до этого	2	1
2245	со времен	2	1
2246	вполне аналогична	1	1
2247	приобретает в	2	1
2248	необходимые предпосылки	1	1
2249	предыдущих повествованиях	1	1
2250	мотивы первых	1	1
2251	внушить своему	1	1
2252	собой грандиозную	1	1
2253	сил и	1	1
2254	наблюдений над	1	1
2255	что подчеркнуто	1	1
2256	раскрывают содержание	1	1
2257	что у	4	1
2258	сохранении и	1	1
2259	слово со	1	1
2260	повторяющееся действие	1	1
2261	присутствует как	1	1
2262	заостряя но	1	1
2263	преодолевается что	1	1
2264	или историю	1	1
2265	обозначить как	1	1
2266	вообще бывает	1	1
2267	а само	1	1
2268	тоже не	2	1
2269	например и	1	1
2270	этот тип	1	1
2271	же о	1	1
2272	карикатурное передразнивание	1	1
2273	преображения и	1	1
2274	соотнесения с	1	1
2275	иван иваныч	4	1
2276	это время	2	1
2277	значения и	2	1
2278	текстовая ткань	1	1
2279	чужих высказываний	1	1
2280	и передачу	1	1
2281	свидетельство о	1	1
2282	приказывая или	1	1
2283	субъект данного	1	1
2284	катастрофичность бытия	2	1
2285	теории дискурсов	1	1
2286	общения это	1	1
2287	анализа в	1	1
2288	и коммуникативной	1	1
2289	тексту в	1	1
2290	нарративных практик	2	1
2291	для каждого	1	1
2292	быть однозначно	1	1
2293	нарратология не	2	1
2294	при столь	1	1
2295	дискурс если	1	1
2296	в молчание	2	1
2297	фактов и	1	1
2298	или попросту	1	1
2299	не становясь	1	1
2300	возобновляется в	2	1
2301	и так	1	1
2302	героя на	1	1
2303	в слове	4	1
2304	непроизвольно возникающей	1	1
2305	природного социального	1	1
2306	только третья	1	1
2307	риторический этос	2	1
2308	нарративная установка	1	1
2309	ценностно-смысловую позицию	1	1
2310	жизненного выбора	1	1
2311	в восприятии	1	1
2312	внутреннее преображение	1	1
2313	бы не	3	1
2314	адресата а	2	1
2315	только раскрывают	1	1
2316	установкой на	2	1
2317	события здесь	1	1
2318	судьба выражает	1	1
2319	том как	4	1
