N	2gram	Tiupa_Disk	Narrotol
1246	может существовать	1	1
1247	примера временного	1	1
1248	в лирике	7	1
1249	это бывает	1	1
1250	лица в	1	1
1251	разобщают молчали	1	1
1252	жизни напоминает	1	1
1253	анекдотическим истолкованием	1	1
1254	человеческой речи	1	1
1255	к ответной	1	1
1256	отличается от	3	1
1257	другой жизни	1	1
1258	и молитвы	1	1
1259	разговора стали	1	1
1260	обращения к	1	1
1261	своего исследования	1	1
1262	произведении и	1	1
1263	рассказ не	2	1
1264	на правильно	1	1
1265	общения доступна	1	1
1266	и слово	1	1
1267	быть определена	3	1
1268	понятая объективно	1	1
1269	[...] наблюдателя	1	1
1270	наблюдаемое и	1	1
1271	места времени	2	1
1272	из героев	1	1
1273	искусство слова	1	1
1274	рецептивные возможности	1	1
1275	направлен на	2	1
1276	разрешения жизненной	1	1
1277	автор оставляет	1	1
1278	характером но	1	1
1279	так например	2	1
1280	фрейденберг и	2	1
1281	социальной ситуации	1	1
1282	неизбежно принадлежащих	1	1
1283	понятие дискурсивной	1	1
1284	значении данного	2	1
1285	не имели	1	1
1286	обращение к	2	1
1287	выговорившийся всякий	1	1
1288	по фрейденберг	1	1
1289	не удается	1	1
1290	и нет	1	1
1291	на материале	1	1
1292	поездки в	1	1
1293	что подтверждается	1	1
1294	себя героем	1	1
1295	ряда возбуждающем	1	1
1296	и образ	1	1
1297	с этим	3	1
1298	и анекдот	2	1
1299	потоке бытия	1	1
1300	облеченный в	1	1
1301	смежными ей	1	1
1302	действия и	1	1
1303	с точкой	1	1
1304	родном углу	1	1
1305	и предполагает	2	1
1306	творчества в	1	1
1307	с позиций	5	1
1308	во все	1	1
1309	некоторые из	1	1
1310	сюжете рассказа	1	1
1311	третьем мире	1	1
1312	нарративности и	2	1
1313	к одной	1	1
1314	восприятием как	1	1
1315	а порой	1	1
1316	этико-интеллектуальное содержание	1	1
1317	повести и	1	1
1318	не могли	1	1
1319	когда на	1	1
1320	с книгой	1	1
1321	что этот	1	1
1322	и повествование	1	1
1323	и взаимодействия	1	1
1324	следовало бы	1	1
1325	вопрос о	2	1
1326	к мифу	1	1
1327	текста чеховедами	1	1
1328	в креслах	1	1
1329	жизненного опыта	2	1
1330	маленькой трилогии	1	1
1331	отказавшись от	1	1
1332	высказываний как	1	1
1333	на адресата	3	1
1334	об ее	1	1
1335	человека не	1	1
1336	переформатирует ту	1	1
1337	сфере общения	2	1
1338	имеет право	1	1
1339	в евангелии	1	1
1340	а показывает	1	1
1341	он был	1	1
1342	отсюда и	1	1
1343	рода миниатюра	1	1
1344	дублирование но	1	1
1345	и иван	1	1
1346	говорить не	1	1
1347	обнаруживаются в	3	1
1348	в творчестве	4	1
1349	способности человеческой	1	1
1350	говорящий ни	1	1
1351	возможностей пролагающий	1	1
1352	человеческого характера	1	1
1353	показывает имитирует	1	1
1354	реализации такой	1	1
1355	словесного творчества	1	1
1356	но эти	1	1
1357	адресата и	2	1
1358	самое понимание	1	1
1359	рассказчика трилогии	1	1
1360	не подчинение	1	1
1361	эффект чеховского	1	1
1362	речевой субъект	1	1
1363	это система	1	1
1364	имея в	3	1
1365	шагом природного	1	1
1366	что вся	1	1
1367	она вся	1	1
1368	результате воздействия	1	1
1369	уже было	2	1
1370	т.п в	1	1
1371	повествованиях а	1	1
1372	и напротив	1	1
1373	мыслей при	1	1
1374	а непосредственно	1	1
1375	передача карикатурное	1	1
1376	черты характера	1	1
1377	эти происходят	1	1
1378	разворачивается в	1	1
1379	повествовательного дискурса	4	1
1380	завершенности целого	1	1
1381	перформативной установке	1	1
1382	строго отграниченная	2	1
1383	выбор возможностей	1	1
1384	общения и	4	1
1385	втором случае	1	1
1386	для рассказа	2	1
1387	в различных	2	1
1388	собой семиотический	1	1
1389	обращаясь к	2	1
1390	для данного	3	1
1391	и была	1	1
1392	была определена	1	1
1393	в сторону	4	1
1394	одновременно это	1	1
1395	значительной степени	3	1
1396	память как	1	1
1397	своему искусно	1	1
1398	и те	1	1
1399	моментами символического	1	1
1400	высокой квалификации	1	1
1401	удовлетворил мучается	1	1
1402	и требующий	1	1
1403	этом по	1	1
1404	от своей	1	1
1405	на практике	1	1
1406	беликова рассказывается	1	1
1407	здесь имеет	1	1
1408	преодолеваемая даль	1	1
1409	самого начала	2	1
1410	композиционная форма	1	1
1411	за рамки	2	1
1412	решительно отстраняются	1	1
1413	смысле библия	1	1
1414	и тоже	1	1
1415	у первобытного	1	1
1416	иваныча и	1	1
1417	настолько что	1	1
1418	на пересечении	1	1
1419	в прошлом	1	1
1420	с авторской	1	1
1421	принимать когда	1	1
1422	всего рассказанного	1	1
1423	шмид это	1	1
1424	из виду	4	1
1425	и позициям	1	1
1426	два рассказчика-охотника	1	1
1427	принадлежащих к	2	1
1428	акт смыслового	1	1
1429	не становится	1	1
1430	вопрос автор	1	1
1431	которые субъект	1	1
1432	этим создается	1	1
1433	своем как	1	1
1434	культурно значимые	1	1
1435	думал о	1	1
1436	''для того	1	1
1437	герой оказывается	1	1
1438	к однозначности	2	1
1439	оставляя открытым	1	1
1440	целого но	1	1
1441	об отсутствии	1	1
1442	коммуникативной эстетической	1	1
1443	позиций субъективности	1	1
1444	прямым свидетелем	1	1
1445	упрощенно говоря	1	1
1446	тем кто	2	1
1447	мира дающей	1	1
1448	а сам	4	1
1449	установка на	1	1
1450	жизни иной	1	1
1451	записок охотника	1	1
1452	следующим образом	1	1
1453	человеческой культуре	1	1
1454	классической эстетической	1	1
1455	ибо анарративная	1	1
1456	отсюда столь	1	1
1457	как диалогический	1	1
1458	фуко не	1	1
1459	времена различные	1	1
1460	в одной	4	1
1461	объект и	1	1
1462	предполагать наличие	1	1
1463	[...] его	1	1
1464	бытия нуждалась	1	1
1465	приобщения к	1	1
1466	не ведет	1	1
1467	из трех	1	1
1468	реализуется в	1	1
1469	идентифицировать себя	1	1
1470	момент в	3	1
1471	а со	1	1
1472	мишелю фуко	1	1
1473	вернуться к	1	1
1474	нарративные стратегии	2	1
1475	разговор наедине	1	1
1476	в текст	1	1
1477	рассказывает а	1	1
1478	деятельность опирается	1	1
1479	двух историй	1	1
1480	речь о	1	1
1481	в литературоведении	2	1
1482	это прежде	3	1
1483	дорогу через	1	1
1484	автор облеченный	1	1
1485	проникновение в	1	1
1486	на три	1	1
1487	несут в	2	1
1488	в противном	1	1
1489	что даже	2	1
1490	всякого события	1	1
1491	в структуре	1	1
1492	понятие о	3	1
1493	мыслится в	1	1
1494	аспекты социальной	1	1
1495	объективно чужое	1	1
1496	из крыжовника	1	1
1497	неустранимо присутствует	1	1
1498	п.м бицилли	1	1
1499	такой картины	1	1
1500	в.я проппа	2	1
1501	действие или	1	1
1502	покоя и	1	1
1503	этом же	1	1
1504	событийной полноте	1	1
1505	индивидуальность непосредственно	1	1
1506	формируется в	1	1
1507	как пуант	1	1
1508	данной жанровой	1	1
1509	это своего	1	1
1510	не то	2	1
1511	алехина неожиданно	1	1
1512	динамике и	1	1
1513	рецептивную интенцию	1	1
1514	базируется на	1	1
1515	бытия а	2	1
1516	грань между	1	1
1517	его состояние	1	1
1518	не количественная	1	1
1519	система не	1	1
1520	апокалипсис с	1	1
1521	героя не	1	1
1522	ближе к	2	1
1523	общеинтересными в	1	1
1524	о влиянии	1	1
1525	события а	2	1
1526	ранних этапах	1	1
1527	событий а	2	1
1528	как замечал	1	1
1529	самой высокой	1	1
1530	голос [...]	2	1
1531	этого сказать	1	1
1532	повести о	1	1
1533	ведь для	1	1
1534	она и	1	1
1535	состоящий из	1	1
1536	иваныч говорят	1	1
1537	предпосылки для	1	1
1538	сказать и	2	1
1539	дискурс реализующий	1	1
1540	к человеку	1	1
1541	одновременно четкий	1	1
1542	анекдот на	1	1
1543	слова является	1	1
1544	мире напротив	1	1
1545	указать на	3	1
1546	стороны и	3	1
1547	не принадлежит	1	1
1548	рассказываемых событий	1	1
1549	диалогический момент	1	1
1550	которой является	1	1
1551	но отнюдь	2	1
1552	собой в	1	1
1553	жизненный материал	1	1
1554	присутствует не	1	1
1555	слова эта	1	1
1556	нашему воображению	1	1
1557	следует сказать	1	1
1558	такая же	1	1
1559	автора слушающего	1	1
1560	в состоянии	1	1
1561	открытую ситуацию	1	1
1562	что превращает	1	1
1563	интрига своего	1	1
1564	высказываний пиететное	1	1
1565	хейден уайт	1	1
1566	точкой зрения	2	1
1567	в терминологическом	1	1
1568	проявляется в	2	1
1569	креслах в	1	1
1570	жанровая стратегия	4	1
1571	качестве нового	1	1
1572	к ценности	1	1
1573	характерный эффект	1	1
1574	остаются глухи	1	1
1575	на статус	2	1
1576	разобщение преодолевается	1	1
1577	третьего рассказа	1	1
1578	крыжовника персонажи	1	1
1579	аналогии с	2	1
1580	чем у	2	1
1581	ответного понимания	1	1
1582	объединены в	1	1
1583	его восприятием	1	1
1584	излагаемых событий	3	1
1585	наделять чеховский	1	1
1586	говорящий позиционирует	1	1
1587	отмечу что	1	1
1588	и описываемое	1	1
1589	имеющий отношение	1	1
1590	свое обычное	1	1
1591	сути своей	2	1
1592	мысли поля	1	1
1593	притчевого высказывания	1	1
1594	текст не	2	1
1595	xix века	1	1
1596	согласно которому	1	1
1597	с другими	1	1
1598	некий регулятивный	1	1
1599	не обладает	2	1
1600	не от	2	1
1601	опираясь на	1	1
1602	стремится к	3	1
1603	рецептивном сознании	1	1
1604	среде и	1	1
1605	в европейской	1	1
1606	женатый беликов	1	1
1607	в поэтике	1	1
1608	в каждый	1	1
1609	по содержанию	1	1
1610	оставаясь участником	1	1
1611	воспроизведение чужих	1	1
1612	оставляет читателю	1	1
1613	внешнее по	1	1
1614	ни слушающий	1	1
1615	в середине	1	1
1616	их личностные	1	1
1617	соединяющей апокалипсис	1	1
1618	некие рецептивные	2	1
1619	его в	1	1
1620	рамках которой	1	1
1621	сознания к	1	1
1622	силу его	1	1
1623	распространяется на	1	1
1624	оглавление предисловие	1	1
1625	и восприятие	1	1
1626	позициям которые	1	1
1627	ни в	7	1
1628	это коммуникативное	1	1
1629	сторону индивида	1	1
1630	сего времени	2	1
1631	анекдота в	4	1
1632	не упускать	1	1
1633	внутритекстовые наррации	1	1
1634	однозначности [...]	2	1
1635	пролагающий себе	1	1
1636	все необходимые	1	1
1637	о возможности	1	1
1638	в разные	2	1
1639	начальной фразе	1	1
1640	на разных	1	1
1641	имел место	1	1
1642	человеку а	1	1
1643	области дискурсивных	2	1
1644	или переход	1	1
1645	наррации разобщают	1	1
1646	уж это	1	1
1647	может обладать	1	1
1648	символического характера	1	1
1649	система смыслов	2	1
1650	ответственности в	1	1
1651	композиция и	1	1
1652	получает возможность	1	1
1653	евгении онегине	1	1
1654	хх столетия	2	1
1655	адресата к	3	1
1656	неожиданно объединяет	1	1
1657	собой и	1	1
1658	говоря словами	1	1
1659	открытыми для	1	1
1660	который по	3	1
1661	просто случай	1	1
1662	пример из	1	1
1663	здесь же	1	1
1664	рассказываемое событие	2	1
1665	даль и	1	1
1666	соподчиненных сознаний	1	1
1667	теоретической модели	1	1
1668	формировать культурную	1	1
1669	не остается	1	1
1670	алехин укладом	1	1
1671	в евгении	1	1
1672	записки охотника	2	1
1673	что ведет	1	1
1674	тональности одного	1	1
1675	настоящим и	1	1
1676	лишь на	1	1
1677	что нарративность	1	1
1678	[...] смысл	1	1
1679	вероятностном мире	4	1
1680	и само	2	1
1681	следует понимать	1	1
1682	встречается в	1	1
1683	я всегда	1	1
1684	слово здесь	1	1
1685	на земле	1	1
1686	большинстве случаев	2	1
1687	мимесис не	1	1
1688	и последующего	1	1
1689	смысловой потенциал	1	1
1690	герой в	1	1
1691	грамматики рассказывания	1	1
1692	интригу мировой	1	1
1693	сообщение о	1	1
1694	расхождения в	1	1
1695	или принимать	1	1
1696	этого характера	1	1
1697	нарративность в	2	1
1698	предыдущей главе	1	1
1699	того и	2	1
1700	его событийной	2	1
1701	с некоторой	1	1
1702	умению например	1	1
1703	конструктивная проблема	1	1
1704	отстраняются от	1	1
1705	субъекта речи	1	1
1706	и смертью	1	1
1707	зрелого чехова	2	1
1708	молчали после	1	1
1709	служит для	2	1
1710	сознанием событийной	1	1
1711	о которых	1	1
1712	речи формировать	1	1
1713	о невозможности	1	1
1714	же касается	4	1
1715	и сближение	1	1
1716	воздействия на	1	1
1717	различных позиций	1	1
1718	господин прохарчин	1	1
1719	на границе	1	1
1720	а только	1	1
1721	из одного	1	1
1722	числе и	3	1
1723	не нужно	2	1
1724	традиционно комическую	1	1
1725	это тоже	1	1
1726	поля нарратологии	1	1
1727	событийного ряда	3	1
1728	может разворачиваться	1	1
1729	а герой	2	1
1730	и понимание	2	1
1731	адресатом как	1	1
1732	привходящими моментами	1	1
1733	речевой практики	2	1
1734	текст и	2	1
1735	состояние получателя	1	1
1736	нарратора здесь	1	1
1737	вопроса о	1	1
1738	лугановиче легко	1	1
1739	буркина сидели	1	1
1740	культурную память	1	1
1741	коммуникации и	1	1
1742	автор с	1	1
1743	равной мере	1	1
1744	всех видов	1	1
1745	персонажи третьего	1	1
1746	я на	1	1
1747	учебниках по	1	1
1748	или слушателя	1	1
1749	повседневная практика	1	1
1750	классический роман	1	1
1751	к истине	1	1
1752	опыта иное	1	1
1753	не имея	2	1
1754	повестях белкина	3	1
1755	человек как	1	1
1756	своей судьбой	1	1
1757	в уста	1	1
1758	ограничений постольку	1	1
1759	и быть	1	1
1760	немалое количество	1	1
1761	в москву	1	1
1762	является взаимодополнительность	1	1
1763	сложном событии	1	1
1764	подчеркнуто в	1	1
1765	существенно меняет	1	1
1766	иной области	1	1
1767	которое ничем	1	1
1768	тургеневские записки	1	1
1769	на этом	3	1
1770	концепции нарративности	1	1
1771	в исторической	2	1
1772	как субъект	2	1
1773	и фигура	1	1
1774	до нас	2	1
1775	за границы	1	1
1776	персонажей с	1	1
1777	конкретных дискурсов	1	1
1778	постольку дискурс	1	1
1779	подробностями и	1	1
1780	чем нарративный	1	1
1781	он ничего	2	1
1782	разных местах	1	1
1783	а всякая	1	1
1784	характера среди	1	1
1785	говорят героя	1	1
1786	[...] как	1	1
1787	создается характерный	1	1
1788	здесь присутствует	1	1
1789	другом и	1	1
1790	дискурсного анализа	2	1
1791	нашей способности	1	1
1792	и передачи	1	1
1793	мифы-рассказы имеются	1	1
1794	выходит новое	1	1
1795	и собственно	2	1
1796	бессонницей от	1	1
1797	напоминает майевтику	1	1
1798	другие аспекты	1	1
1799	два события	1	1
1800	или же	1	1
1801	нередко бывает	1	1
1802	художественной литературе	1	1
1803	из организованности	1	1
1804	сам алехин	1	1
1805	ответную позицию	1	1
1806	это по	1	1
1807	пиететное цитирование	1	1
1808	к личностному	1	1
1809	событием в	1	1
1810	как сам	1	1
1811	оказывается в	2	1
1812	читателем ведет	1	1
1813	однако эта	1	1
1814	никого не	2	1
1815	самоопределения выбора	1	1
1816	рассказа является	2	1
1817	возможных композиционных	1	1
1818	личностному самоопределению	1	1
1819	возвращаясь к	1	1
1820	о событиях	3	1
1821	рассуждать исходя	1	1
1822	этом свете	1	1
1823	буркин и	1	1
1824	в жанровом	3	1
1825	речевой маской	1	1
1826	ментальное событие	2	1
1827	в тех	2	1
1828	между жизнью	1	1
1829	главной для	1	1
1830	греческой античности	1	1
1831	за пределы	2	1
1832	подлинный автор	1	1
1833	наррация давно	1	1
1834	известными слушателям	1	1
1835	игрой случая	1	1
1836	героя однако	1	1
1837	[...] для	1	1
1838	текста а	3	1
1839	категории в	1	1
1840	этом смысле	1	1
1841	как непрерывный	1	1
1842	в речевом	1	1
1843	мира [...]	1	1
1844	статусам местам	1	1
1845	разных концах	1	1
1846	одну из	2	1
1847	отношения с	1	1
1848	суть не	1	1
1849	оборотов ''если''	1	1
1850	но тут	1	1
1851	должны были	1	1
1852	другой это	1	1
1853	и мимесис	1	1
1854	буркиным как	1	1
1855	котором рассказано	1	1
1856	не само	1	1
1857	занимает в	1	1
1858	сведена к	1	1
1859	интриги соединяющей	1	1
1860	или меньшей	2	1
1861	знакомством с	1	1
1862	где слово	1	1
1863	вторая часть	1	1
1864	характеристик в	1	1
1865	иногда именуют	1	1
1866	осуществляется прямолинейная	1	1
1867	целом и	1	1
1868	хорошо известными	1	1
1869	на бумаге	1	1
1870	без заглавия	1	1
1871	она определяется	1	1
1872	оно обладает	1	1
1873	рода в	2	1
1874	уступает умению	1	1
1875	контроля над	1	1
1876	на который	1	1
1877	слово со	1	1
1878	чеховских произведений	1	1
1879	события общения	2	1
1880	или о	2	1
1881	бы его	1	1
1882	его коммуникативной	1	1
1883	и каждый	1	1
1884	пристальное внимание	1	1
1885	их к	1	1
1886	это делает	1	1
1887	зрелый чехов	1	1
1888	поле стабилизаций	2	1
1889	которое мы	1	1
1890	самому себе	3	1
1891	концах гостиной	1	1
1892	вненаходимости бахтин	1	1
1893	когда поддерживает	1	1
1894	семиотических конвенций	1	1
1895	событий процессов	2	1
1896	теми же	1	1
1897	беликов а	1	1
1898	качестве культурного	1	1
1899	звучит один	2	1
1900	и определяется	1	1
1901	в человеческой	1	1
1902	происходят в	1	1
1903	необходимо чтобы	2	1
1904	здесь также	2	1
1905	например о	1	1
1906	чтобы'' ''из-за''	1	1
1907	сохраните черты	1	1
1908	всякая литературная	1	1
1909	длительности и	1	1
1910	историю не	1	1
1911	есть все	1	1
1912	на ранних	2	1
1913	доступна нам	1	1
1914	согласно весьма	1	1
1915	подлинного положителен	1	1
1916	смыслового завершения	1	1
1917	кругозор героя	1	1
1918	из этого	1	1
1919	процесса и	1	1
1920	раз спокойно	1	1
1921	дело рассказ	1	1
1922	слушающий не	1	1
1923	с жанровой	1	1
1924	речи и	2	1
1925	нем повторяются	1	1
1926	его к	1	1
1927	именно солидарность	1	1
1928	рассказов чехова	1	1
1929	там где	1	1
1930	коммуникативный объект	2	1
1931	повествования о	1	1
1932	воспроизводилась древними	1	1
1933	претендует на	5	1
1934	но служит	1	1
1935	речевой практике	2	1
1936	последующего развития	1	1
1937	и отсутствие	1	1
1938	н.и жинкин	1	1
1939	преодолевается что	1	1
1940	жанр рассказа	1	1
1941	мышлением которое	1	1
1942	развитие а	1	1
1943	нам только	1	1
1944	его времени	1	1
1945	характеристиками являют	1	1
1946	монологизированного слова	1	1
1947	в заглавие	1	1
1948	временного отступления	1	1
1949	чтобы не	2	1
1950	он его	1	1
1951	времени наррация	1	1
1952	ту самую	1	1
1953	регулярности различных	1	1
1954	самоопределение личности	1	1
1955	оцененном мире	2	1
1956	ментального процесса	1	1
1957	действительной жизни	1	1
1958	стенографическая передача	1	1
1959	внеличную сторону	1	1
1960	сидели в	1	1
1961	до его	1	1
1962	их жанровой	2	1
1963	для первого	1	1
1964	изменением состояния	1	1
1965	угадывается в	1	1
1966	коммуникативные роли	1	1
1967	равнодостойных не	1	1
1968	произведения по	1	1
1969	мы видели	1	1
1970	нечистая сила	1	1
1971	почему он	1	1
1972	более глубокий	1	1
1973	этого термина	2	1
1974	как коммуникативное	1	1
1975	рассказом в	1	1
1976	речь персонажа	1	1
1977	однако без	1	1
1978	рамках которого	2	1
1979	случая и	2	1
1980	характеристиками нарративного	1	1
1981	цепи состояний	1	1
1982	за ее	1	1
1983	жизненного поведения	2	1
1984	искусно формирует	1	1
1985	образом и	1	1
1986	детализации и	1	1
1987	немного в	1	1
1988	этому времени	1	1
1989	понимание жизни	1	1
1990	две внутритекстовые	1	1
1991	автор и	3	1
1992	вследствие непроизвольно	1	1
1993	явно не	1	1
1994	на чем	1	1
1995	установка [...]	1	1
1996	за ним	1	1
1997	полной мере	1	1
1998	как возможность	1	1
1999	получателя которое	1	1
2000	видов не	1	1
2001	как с	1	1
2002	любви рассуждать	1	1
2003	четко разграничивая	1	1
2004	рассуждению бахтина	2	1
2005	действий в	1	1
2006	качестве способности	1	1
2007	них в	2	1
2008	речи но	1	1
2009	исторической динамике	1	1
2010	в хх	1	1
2011	взаимодействие коммуникантов	1	1
2012	низа и	1	1
2013	в случаях	1	1
2014	того чтобы''	1	1
2015	порицают своих	1	1
2016	что полюс	1	1
2017	их былое	1	1
2018	связная сюжетная	1	1
2019	следует ли	1	1
2020	которое возникает	1	1
2021	тайны личного	1	1
2022	анекдотического и	2	1
2023	не сложилось	1	1
2024	коммуникативной ситуацией	1	1
2025	как анекдот	3	1
2026	хх веке	1	1
2027	красоте и	1	1
2028	рассказа и	1	1
2029	особой нарративной	1	1
2030	и должно	2	1
2031	категория дискурса	3	1
2032	мифологии если	1	1
2033	но такая	1	1
2034	лично для	2	1
2035	наррации а	1	1
2036	историй в	1	1
2037	субъект самоопределения	2	1
2038	среди любых	1	1
2039	давно функционировала	1	1
2040	нарративным строем	1	1
2041	говорит и	2	1
2042	сюжетная цепь	1	1
2043	событийный опыт	1	1
2044	их связная	1	1
2045	в свое	3	1
2046	человек с	1	1
2047	содержит в	3	1
2048	столь значительные	1	1
2049	определенного жанрового	1	1
2050	полноценный рассказ	1	1
2051	в [...]	1	1
2052	и проблематика	1	1
2053	оно определяется	1	1
2054	с тем	1	1
2055	сердились друг	1	1
2056	годы к	1	1
2057	бахтин имеет	2	1
2058	сам по	1	1
2059	классической риторики	2	1
2060	эвристическое значение	1	1
2061	не приходится	2	1
2062	нашего времени	2	1
2063	не исчерпывается	1	1
2064	человеческим сознанием	1	1
2065	поэтому в	2	1
2066	из того	1	1
2067	речи как	2	1
2068	притча же	1	1
2069	их как	1	1
2070	гораздо раньше	1	1
2071	специальном значении	1	1
2072	с каждым	1	1
2073	принципиальные различия	1	1
2074	ком или	1	1
2075	алехина хотя	1	1
2076	однако он	1	1
2077	употребление языка	1	1
2078	литературного произведения	3	1
2079	с инстанцией	1	1
2080	должен не	1	1
2081	глухи к	1	1
2082	едины судьба	1	1
2083	усматривая в	1	1
2084	к единичному	1	1
2085	возбуждающем некие	1	1
2086	нарратива является	2	1
2087	и создает	1	1
2088	на читателя	1	1
2089	другой оперы	1	1
2090	и вполне	1	1
2091	мере и	1	1
2092	не могут	2	1
2093	только еще	1	1
2094	в плоскости	1	1
2095	ван дейк	3	1
2096	событие о	1	1
2097	и строго	2	1
2098	этих текстов	1	1
2099	содержание рассказа	2	1
2100	социального взаимодействия	2	1
2101	наиболее авторитетных	1	1
2102	на странице	1	1
2103	персонажей решительно	1	1
2104	наличие [...]	1	1
2105	рассказа оказались	1	1
2106	так выразиться	2	1
2107	аффективное состояние	1	1
2108	ситуации вследствие	1	1
2109	объяснить производство	1	1
2110	открытым вопрос	1	1
2111	практике общения	1	1
2112	мире [...]	1	1
2113	не более	3	1
2114	наиболее известных	1	1
2115	до этого	1	1
2116	последний как	1	1
2117	необходимые предпосылки	1	1
2118	предыдущих повествованиях	1	1
2119	мотивы первых	1	1
2120	собой грандиозную	1	1
2121	строгом смысле	1	1
2122	что подчеркнуто	1	1
2123	иным образом	2	1
2124	раскрывают содержание	1	1
2125	по преимуществу	2	1
2126	повторяющееся действие	1	1
2127	молчание бахтин	1	1
2128	как странного	1	1
2129	процессов состояний	2	1
2130	в большинстве	3	1
2131	содержание и	1	1
2132	каждым читателем	1	1
2133	внутренняя заданность	1	1
2134	заостряя но	1	1
2135	солидарности взаимодействующих	1	1
2136	развития в	1	1
2137	в саду	1	1
2138	и оцененном	2	1
2139	обозначить как	1	1
2140	жизненной драмы	1	1
2141	не делает	1	1
2142	карикатурное передразнивание	1	1
2143	созерцающего ума	1	1
2144	признать общим	1	1
2145	чужих высказываний	1	1
2146	отношения к	2	1
2147	свидетельство о	1	1
2148	не становясь	1	1
2149	себе дорогу	1	1
2150	приказывая или	1	1
2151	дискурса и	6	1
2152	ее обновлению	1	1
2153	читателя а	1	1
2154	и они	1	1
2155	как не	3	1
2156	общения это	1	1
2157	занимать или	1	1
2158	анализа в	1	1
2159	и коммуникативной	1	1
2160	тексту в	1	1
2161	для каждого	1	1
2162	произведение в	2	1
2163	быть однозначно	1	1
2164	поскольку в	2	1
2165	или попросту	1	1
2166	возобновляется в	1	1
2167	с будущим	1	1
2168	втором значении	4	1
2169	последующее развитие	1	1
2170	он осуществляет	1	1
2171	коммуникативную стратегию	3	1
2172	говорящего автора	1	1
2173	краткости и	1	1
2174	памяти моего	1	1
2175	непроизвольно возникающей	1	1
2176	природного социального	1	1
2177	только третья	1	1
2178	нарративная установка	1	1
2179	ценностно-смысловую позицию	1	1
2180	себя и	2	1
2181	жизненного выбора	1	1
2182	позицию и	1	1
2183	он ее	1	1
2184	смерть в	1	1
2185	только раскрывают	1	1
2186	может функционировать	1	1
2187	ключом к	2	1
2188	судьба выражает	1	1
2189	частности из	1	1
2190	если можно	2	1
2191	иногда кажется	1	1
2192	дискурса глава	1	1
2193	именно поэтому	1	1
2194	в родном	1	1
2195	при всех	1	1
2196	различные и	1	1
2197	[...] компетенции	1	1
2198	построений зрелого	1	1
2199	с большей	1	1
2200	и притчевого	2	1
2201	ходе которого	2	1
2202	парадоксального случая	1	1
2203	наиболее очевидным	1	1
2204	друг от	1	1
2205	описываемое как	1	1
2206	нашей человеческой	1	1
2207	высказывания состоит	2	1
2208	не рассматривается	1	1
2209	своем собственном	1	1
2210	нарративными средствами	1	1
2211	сапожника иначе	1	1
2212	дискурса проявляется	1	1
2213	по крайней	3	1
2214	драматическое столкновение	1	1
2215	опубликованных сочинений	1	1
2216	жизненную позицию	1	1
2217	к той	4	1
2218	как произведение	2	1
2219	качестве дискурса	3	1
2220	к текстам	1	1
2221	в разработке	1	1
2222	или ином	1	1
2223	дифференцированном и	2	1
2224	как некий	1	1
2225	который при	1	1
2226	но оно	1	1
2227	сам я	1	1
2228	в новое	1	1
2229	в общении	1	1
2230	дальнейшее развитие	1	1
2231	футляре крыжовник	1	1
2232	ни к	11	1
2233	необходимо также	1	1
2234	разные времена	1	1
2235	новеллы например	1	1
2236	компетенции если	1	1
2237	между повествуемым	2	1
2238	самого рассказа	2	1
2239	дискурсивная деятельность	1	1
2240	события тогда	2	1
2241	смысл высказывания	1	1
2242	пространства а	1	1
2243	жизненным опытом	2	1
2244	языка и	3	1
2245	произведение не	1	1
2246	в греческой	2	1
2247	их самих	1	1
2248	слушающего читателя	1	1
2249	это мир	2	1
2250	качестве свидетеля	1	1
2251	но заключительный	1	1
2252	и двусмысленный	1	1
2253	располагается между	1	1
2254	несобственно-прямая речь	1	1
2255	гурова в	1	1
2256	и главное	1	1
2257	субъект может	1	1
2258	ю.н тынянова	1	1
2259	пушкина как	1	1
2260	которого рассказ	1	1
2261	даже сказать	1	1
2262	следствие овладения	1	1
2263	они сходятся	1	1
2264	завершения ответ	1	1
2265	и предполагающем	1	1
2266	возможность наделять	1	1
2267	совпадает с	4	1
2268	задний план	1	1
2269	на набережной	1	1
2270	каким бы	1	1
2271	настроенный читатель	1	1
2272	и характеризовала	1	1
2273	участников коммуникативного	2	1
2274	отступления от	2	1
2275	жизни персонажа	1	1
2276	притчей и	1	1
2277	в значительной	3	1
2278	и непонятно	1	1
2279	женеттом была	1	1
2280	поддерживает дискурс	1	1
2281	является феноменом	1	1
2282	не должно	2	1
2283	иисуса христа	2	1
2284	этом своем	2	1
2285	слушающих их	1	1
2286	произведения всех	1	1
2287	мира оно	1	1
2288	предисловие глава	1	1
2289	в отдельности	1	1
2290	рассказчик не	1	1
2291	в повестях	3	1
2292	основе этого	1	1
2293	каждый в	2	1
2294	из его	1	1
2295	и композиционно	2	1
2296	не утрачивает	1	1
2297	молчали точно	1	1
2298	причастной вненаходимости	1	1
2299	странного парадоксального	1	1
2300	читателю апеллируя	1	1
2301	должны предполагать	1	1
2302	способности прослеживать	1	1
2303	формирует все	1	1
2304	прямой речи	1	1
2305	субъекта в	2	1
2306	и теперь	1	1
2307	читателей к	1	1
2308	ценностей но	1	1
2309	истолкованием всего	1	1
2310	[...] это	1	1
2311	то все	1	1
2312	области литературы	1	1
2313	и вся	1	1
2314	письма и	1	1
