N	2gram	Vinokur_Ku	RusskieA
1313	то они	1	1
1314	или к	1	1
1315	существу не	1	1
1316	не носило	1	1
1317	применение в	1	1
1318	нас совершенно	2	1
1319	и иначе	1	1
1320	ничем не	1	1
1321	многих других	1	1
1322	и было	3	1
1323	свидетельствует о	3	1
1324	сам он	1	1
1325	оно приводит	1	1
1326	зависит от	1	1
1327	уверен что	1	1
1328	задача не	2	1
1329	что значит	2	1
1330	обе эти	4	1
1331	это часто	1	1
1332	бы на	4	1
1333	легко заметить	1	1
1334	он называет	1	1
1335	а это	5	1
1336	без особой	1	1
1337	он и	1	1
1338	прямо в	1	1
1339	что так	3	1
1340	i в	1	1
1341	в литературе	1	1
1342	значение его	1	1
1343	о нем	2	1
1344	мало того	2	1
1345	этих слов	1	1
1346	выбор и	1	1
1347	указание на	1	1
1348	же явления	1	1
1349	подчинить себе	1	1
1350	смысле этого	5	1
1351	того момента	1	1
1352	представлять себе	1	1
1353	случайно что	1	1
1354	есть уже	1	1
1355	более широким	1	1
1356	но с	2	1
1357	и некоторых	1	1
1358	том основании	1	1
1359	частью из	1	1
1360	следующие строки	1	1
1361	у всех	1	1
1362	что к	1	1
1363	наших дней	1	1
1364	ставит себе	2	1
1365	чтобы с	1	1
1366	и где	2	1
1367	и последний	1	1
1368	все вместе	1	1
1369	значению и	1	1
1370	отрицать что	1	1
1371	слово в	2	1
1372	то это	3	1
1373	к г	2	1
1374	вообще не	2	1
1375	прочел и	1	1
1376	где эти	1	1
1377	понимать как	2	1
1378	более что	1	1
1379	кто в	5	1
1380	где их	1	1
1381	по образцу	1	1
1382	и сообразно	1	1
1383	долгое время	1	1
1384	происхождению и	1	1
1385	как она	1	1
1386	от слова	3	1
1387	е не	2	1
1388	эту точку	1	1
1389	говорят о	1	1
1390	является не	1	1
1391	имеется в	1	1
1392	однако это	1	1
1393	противном случае	2	1
1394	который будто	1	1
1395	ли не	4	1
1396	этого вопроса	3	1
1397	в такой	2	1
1398	это было	2	1
1399	дело к	1	1
1400	различаются не	1	1
1401	явление он	1	1
1402	в каждой	1	1
1403	и таким	1	1
1404	еще с	1	1
1405	а так	1	1
1406	на такое	1	1
1407	нового в	1	1
1408	что часто	1	1
1409	нельзя было	2	1
1410	быть лучше	1	1
1411	и основные	1	1
1412	без всякой	1	1
1413	буквальном смысле	1	1
1414	того или	6	1
1415	все другие	1	1
1416	и эти	3	1
1417	же с	1	1
1418	к свету	2	1
1419	значение так	1	1
1420	он говорит	1	1
1421	которые могли	1	1
1422	языках в	1	1
1423	ему нужно	3	1
1424	которую мы	1	1
1425	с основной	2	1
1426	составные элементы	3	1
1427	это как	2	1
1428	в самых	1	1
1429	ни один	1	1
1430	земле в	1	1
1431	который мы	2	1
1432	также и	7	1
1433	с особым	1	1
1434	а из	1	1
1435	собою как	1	1
1436	с совершенно	1	1
1437	поводу этого	1	1
1438	самой тесной	1	1
1439	иное чем	1	1
1440	здесь это	1	1
1441	во второй	1	1
1442	и может	3	1
1443	а по	1	1
1444	нужно было	3	1
1445	наоборот в	2	1
1446	в науке	4	1
1447	же что	1	1
1448	говоря о	1	1
1449	или его	1	1
1450	в нашей	4	1
1451	учения о	1	1
1452	но дело	2	1
1453	не следует	6	1
1454	например и	1	1
1455	особенности же	2	1
1456	пр и	2	1
1457	таких случаях	3	1
1458	от того	5	1
1459	с понятием	1	1
1460	при всем	1	1
1461	их как	2	1
1462	именно здесь	1	1
1463	идет речь	3	1
1464	жизни это	1	1
1465	которых они	1	1
1466	которые несут	2	1
1467	рассматривать как	1	1
1468	россии и	1	1
1469	и дают	1	1
1470	же на	1	1
1471	те которые	1	1
1472	явление в	1	1
1473	что подобные	1	1
1474	были и	1	1
1475	языке на	1	1
1476	и своим	1	1
1477	образом есть	1	1
1478	указаний на	1	1
1479	все под	1	1
1480	случае с	1	1
1481	дни в	1	1
1482	которые дают	1	1
1483	ряде случаев	2	1
1484	жизни и	1	1
1485	говорить об	1	1
1486	только после	1	1
1487	имя рек	2	1
1488	нуждается в	5	1
1489	так называемым	2	1
1490	ли в	3	1
1491	которая имеет	1	1
1492	книга по	1	1
1493	не слушают	1	1
1494	после смерти	1	1
1495	и бьет	1	1
1496	именно это	2	1
1497	здесь следует	2	1
1498	не надо	4	1
1499	и всякую	1	1
1500	есть не	2	1
1501	и иные	1	1
1502	быть поставлен	1	1
