N	2gram	Tiupa_Vved	TeoriaLi
1238	коммуникативного поведения	1	1
1239	по утверждению	1	1
1240	кадра входит	1	1
1241	евгении онегине	1	1
1242	и где	1	1
1243	определял как	1	1
1244	на нее	2	1
1245	художественном тексте	1	1
1246	адресата к	1	1
1247	которое в	4	1
1248	коммуникативную ситуацию	1	1
1249	знаком если	2	1
1250	читателя это	1	1
1251	и четвертая	1	1
1252	что не	2	1
1253	в бытии	3	1
1254	такое слово	1	1
1255	терминологии бахтина	1	1
1256	прочих видов	1	1
1257	этого события	2	1
1258	прошлом и	2	1
1259	очевидный пример	1	1
1260	в общеязыковом	1	1
1261	между этими	1	1
1262	субъективен он	1	1
1263	вероятностная картина	3	1
1264	мировой жизни	1	1
1265	простой и	2	1
1266	бы быть	1	1
1267	в евгении	1	1
1268	мира а	2	1
1269	его поступки	1	1
1270	с той	1	1
1271	и без	1	1
1272	этих сознаниях	1	1
1273	и последующих	2	1
1274	такова что	3	1
1275	также в	1	1
1276	и петрова	1	1
1277	не подлежит	2	1
1278	а читателем	1	1
1279	золотого сечения	3	1
1280	имеется некоторая	1	1
1281	человек в	4	1
1282	времени что	1	1
1283	вследствие того	1	1
1284	других в	1	1
1285	на земле	1	1
1286	не есть	2	1
1287	между прочим	1	1
1288	которая предполагает	1	1
1289	при таком	2	1
1290	это малое	1	1
1291	однако это	1	1
1292	ответственность перед	1	1
1293	в ряду	2	1
1294	система эпизодов	2	1
1295	для воспринимающего	1	1
1296	ли не	2	1
1297	мира при	1	1
1298	в авторском	2	1
1299	в еще	1	1
1300	данного типа	1	1
1301	и со	1	1
1302	того и	1	1
1303	кадр внутреннего	1	1
1304	писателя в	1	1
1305	делает ее	1	1
1306	субъекта речи	1	1
1307	его жизни	1	1
1308	кадрового единства	1	1
1309	его воли	1	1
1310	как внутренняя	1	1
1311	служит для	1	1
1312	готовом стабильно	1	1
1313	именно эта	2	1
1314	в двух	1	1
1315	в сопряжении	1	1
1316	или их	1	1
1317	на его	2	1
1318	картину в	1	1
1319	для героя	2	1
1320	точек зрения	2	1
1321	персонаж не	1	1
1322	в каждой	1	1
1323	начало нового	1	1
1324	из этого	1	1
1325	путь к	1	1
1326	место принадлежит	1	1
1327	смысловой значимости	1	1
1328	на себе	1	1
1329	и строго	1	1
1330	в уникальную	1	1
1331	встречаются в	1	1
1332	особенно в	3	1
1333	встрече с	3	1
1334	о своих	1	1
1335	ментальному зрению	1	1
1336	находится или	1	1
1337	и другого	1	1
1338	связаны с	1	1
1339	бы в	4	1
1340	войны и	5	1
1341	обязательно человек	1	1
1342	мере в	2	1
1343	пребывания в	1	1
1344	ему не	1	1
1345	же как	1	1
1346	читателя который	1	1
1347	поскольку всякая	1	1
1348	на которую	1	1
1349	при соответствующей	1	1
1350	к ситуации	1	1
1351	здесь как	2	1
1352	высказывания смена	1	1
1353	полной мере	1	1
1354	человек как	1	1
1355	вошел в	1	1
1356	опираясь на	1	1
1357	анекдота и	1	1
1358	только к	1	1
1359	сознания а	1	1
1360	в полной	1	1
1361	или смерть	1	1
1362	жизнь и	1	1
1363	пределами этой	1	1
1364	может обладать	1	1
1365	которому принадлежит	1	1
1366	в своих	5	1
1367	дневниковая запись	1	1
1368	оно в	1	1
1369	не означает	1	1
1370	речи такова	1	1
1371	героя к	1	1
1372	бы принадлежать	1	1
1373	в поле	1	1
1374	говоря в	1	1
1375	и жизненной	1	1
1376	как полагал	1	1
1377	насыщенный деталями	1	1
1378	отдельный кадр	1	1
1379	а весь	1	1
1380	подробностями и	1	1
1381	ильфа и	1	1
1382	тексты способны	1	1
1383	земного бытия	1	1
1384	зрения как	1	1
1385	эти два	1	1
1386	зрения в	1	1
1387	мире толстого	1	1
1388	значимость в	1	1
1389	текста так	1	1
1390	между сознаниями	1	1
1391	задний план	1	1
1392	личностное я	1	1
1393	ему на	1	1
1394	текста а	1	1
1395	не тот	1	1
1396	совсем не	1	1
1397	две другие	1	1
1398	можно признать	1	1
1399	не один	2	1
1400	либо его	1	1
1401	втором эпизоде	1	1
1402	человека как	1	1
1403	отношение между	1	1
1404	стоит и	1	1
1405	так что	1	1
1406	мы понимаем	1	1
1407	отделен от	1	1
1408	всегда преодолеваемая	1	1
1409	например слова	1	1
1410	к собственному	1	1
1411	притчевого типа	2	1
1412	этом значимость	1	1
1413	это нередко	1	1
1414	системы голосов	1	1
1415	читателю ракурс	1	1
1416	оно и	1	1
1417	что касается	5	1
1418	эпизода как	1	1
1419	природой и	1	1
1420	а по	1	1
1421	единства фразы	1	1
1422	и их	1	1
1423	его смысла	2	1
1424	это явление	1	1
1425	в последние	1	1
1426	не могла	1	1
1427	главного героя	1	1
1428	между жизнью	1	1
1429	можно было	2	1
1430	если она	2	1
1431	но только	1	1
1432	заключает в	4	1
1433	иметь в	1	1
1434	его полноте	1	1
1435	позицию в	1	1
1436	в классическом	1	1
1437	стороны и	4	1
1438	в смерти	1	1
1439	свобода и	1	1
1440	и жизни	1	1
1441	из нас	1	1
1442	время они	1	1
1443	ходе чтения	1	1
1444	также и	6	1
1445	этих случаях	2	1
1446	притчи анекдота	1	1
1447	она состоит	1	1
1448	то или	1	1
1449	у нее	4	1
1450	достигается не	1	1
1451	или иное	1	1
1452	означает что	1	1
1453	в иных	1	1
1454	себя за	1	1
1455	этом не	2	1
1456	порой и	1	1
1457	система смыслов	1	1
1458	течения жизни	1	1
1459	и б	1	1
1460	было бы	4	1
1461	человеческого сознания	2	1
1462	один отдельный	1	1
1463	не по	4	1
1464	из нее	1	1
1465	тривиальная в	1	1
1466	же самое	2	1
1467	конкретном целом	1	1
1468	гегелевское определение	1	1
1469	дамы с	8	1
1470	он в	1	1
1471	определена как	1	1
1472	так называемый	1	1
1473	как мы	5	1
1474	данного произведения	1	1
1475	в большой	1	1
1476	примет в	1	1
1477	оно обладает	1	1
1478	обнаруживаются два	1	1
1479	позицию адресата	3	1
1480	жизни не	2	1
1481	литература является	1	1
1482	одного из	3	1
1483	в литературном	1	1
1484	указывает на	2	1
1485	в парадоксальном	1	1
1486	своей стороны	1	1
1487	временных примет	1	1
1488	сверхличная заданность	1	1
1489	классика xix	1	1
1490	что для	2	1
1491	мишеля фуко	2	1
1492	бунинского рассказа	1	1
1493	авторитетное слово	1	1
1494	позиция же	1	1
1495	в зависимости	1	1
1496	стратегий в	1	1
1497	н.д тамарченко	1	1
1498	поле зрения	1	1
1499	в чужом	1	1
1500	этом и	2	1
1501	обратимся к	2	1
1502	вводятся автором	1	1
1503	и горячо	1	1
1504	можно проиллюстрировать	1	1
1505	свести к	1	1
1506	узнает в	1	1
1507	между эпизодами	1	1
1508	не отделен	1	1
1509	может показаться	1	1
1510	даже если	1	1
1511	оно живет	1	1
1512	и от	3	1
1513	я но	1	1
1514	и есть	2	1
1515	художественного смысла	2	1
1516	по замечанию	1	1
1517	части на	1	1
1518	звучит один	1	1
1519	и определяется	1	1
1520	искусством непрямого	1	1
1521	косвенной речи	1	1
1522	однако по	1	1
1523	же в	3	1
1524	этой причине	2	1
1525	является непосредственным	1	1
1526	присутствует как	1	1
1527	происходит в	1	1
1528	персонажем в	1	1
1529	пожелает представить	1	1
1530	на территории	1	1
1531	на то	3	1
1532	в готовом	1	1
1533	временем действия	1	1
1534	себе самому	1	1
1535	не ее	1	1
1536	героя но	1	1
1537	формах косвенной	2	1
1538	ним всегда	1	1
1539	нем звучит	1	1
1540	тексте смысла	1	1
1541	сказания притчи	1	1
1542	нуждается в	1	1
1543	художественная литература	1	1
1544	вот он	1	1
1545	этом у	1	1
1546	степени и	1	1
1547	и только	2	1
1548	в вероятностном	2	1
1549	может или	1	1
1550	коммуникативного субъекта	1	1
1551	как целого	1	1
1552	в него	2	1
1553	своей индивидуальности	1	1
1554	для этого	2	1
1555	для бунина	1	1
1556	другого сознания	3	1
1557	ориентирована на	1	1
1558	собой лишь	1	1
1559	именно это	1	1
1560	дело обстоит	2	1
1561	очевидным образом	2	1
1562	в жизненном	1	1
1563	и совершенно	1	1
1564	или точнее	2	1
1565	пространственных и	1	1
1566	каждого из	2	1
1567	присутствия во	1	1
1568	оцененном мире	1	1
1569	действительной жизни	1	1
1570	как знак	1	1
1571	внеличную сторону	1	1
1572	дело здесь	1	1
1573	в известной	1	1
1574	жизнью и	1	1
1575	говорит не	1	1
1576	кажется что	1	1
1577	и жизнеописания	1	1
1578	и напротив	1	1
1579	и иные	1	1
1580	иное как	1	1
1581	в е	3	1
1582	совершается в	1	1
1583	малый отрезок	1	1
1584	к автору	1	1
1585	более того	1	1
1586	котором он	2	1
1587	такого высказывания	1	1
