N	2gram	Nazirov_Tv	DiskursI
1296	а через	1	1
1297	означает и	1	1
1298	самого автора	1	1
1299	личности но	1	1
1300	столько к	1	1
1301	то все	2	1
1302	тургенев в	1	1
1303	с большей	1	1
1304	природы в	1	1
1305	я это	1	1
1306	не полностью	1	1
1307	из книги	1	1
1308	о своем	1	1
1309	главным героем	1	1
1310	этом на	1	1
1311	в мир	2	1
1312	трагедий в	1	1
1313	в новых	2	1
1314	напротив в	1	1
1315	еще один	1	1
1316	действия и	3	1
1317	личности из	1	1
1318	им в	1	1
1319	котором нет	1	1
1320	он весь	1	1
1321	потому и	1	1
1322	не встречается	1	1
1323	в предыстории	1	1
1324	художественном воплощении	1	1
1325	человеческого поведения	1	1
1326	мне не	1	1
1327	на преобразование	1	1
1328	глубокое и	1	1
1329	автор оставляет	1	1
1330	в творческой	4	1
1331	в италии	1	1
1332	следит за	1	1
1333	нет и	1	1
1334	он в	1	1
1335	в споре	1	1
1336	выше уже	1	1
1337	мог бы	1	1
1338	начиная с	2	1
1339	в самую	1	1
1340	своего я	2	1
1341	в образе	4	1
1342	в глазах	2	1
1343	характера и	3	1
1344	добра и	3	1
1345	том же	3	1
1346	с фабулой	1	1
1347	морального выбора	1	1
1348	не стоит	1	1
1349	но если	4	1
1350	город и	1	1
1351	утверждая что	1	1
1352	связано с	1	1
1353	только потому	1	1
1354	текста как	1	1
1355	действия так	1	1
1356	литературе в	1	1
1357	контакта с	1	1
1358	в классической	1	1
1359	движения и	1	1
1360	с традицией	2	1
1361	он из	1	1
1362	точку зрения	1	1
1363	тот же	3	1
1364	эту форму	1	1
1365	человека но	3	1
1366	в дальнейшем	7	1
1367	что автор	1	1
1368	им как	1	1
1369	проникает в	2	1
1370	вниманию читателя	1	1
1371	и всякий	2	1
1372	анекдоты и	1	1
1373	это такая	1	1
1374	так как	6	1
1375	здесь лишь	1	1
1376	сверху вниз	1	1
1377	и наказание	5	1
1378	и события	1	1
1379	не во	2	1
1380	он выступает	1	1
1381	в поэзии	1	1
1382	эта ситуация	1	1
1383	нас не	1	1
1384	парадоксальным образом	1	1
1385	сколько в	1	1
1386	авторской позиции	3	1
1387	и за	1	1
1388	который бы	1	1
1389	выступают как	1	1
1390	опыта к	1	1
1391	литературе отнюдь	1	1
1392	от которого	1	1
1393	он начинает	1	1
1394	они живут	2	1
1395	для всего	1	1
1396	может происходить	1	1
1397	он и	1	1
1398	в согласии	1	1
1399	этом он	2	1
1400	этих миров	1	1
1401	xix веке	3	1
1402	романе достоевского	5	1
1403	такими как	1	1
1404	не заметить	1	1
1405	где он	2	1
1406	не способен	1	1
1407	из своих	1	1
1408	слова говорящий	1	1
1409	на самом	3	1
1410	что каждый	1	1
1411	о божественной	1	1
1412	таком случае	2	1
1413	героя или	1	1
1414	в ином	1	1
1415	в повести	5	1
1416	в виде	4	1
1417	большая часть	1	1
1418	на грани	1	1
1419	же именно	1	1
1420	но с	1	1
1421	в таких	2	1
1422	века и	1	1
1423	перед читателем	1	1
1424	возникший в	1	1
1425	реальной действительности	1	1
1426	от всех	2	1
1427	жизни это	1	1
1428	можно вывести	1	1
1429	общества в	1	1
1430	выводит из	1	1
1431	религиозного учения	1	1
1432	же в	1	1
1433	в глубине	1	1
1434	перед смертью	1	1
1435	за самим	1	1
1436	о жизни	4	1
1437	количества событий	1	1
1438	роднит их	1	1
1439	вполне возможен	1	1
1440	в нашей	2	1
1441	в ряде	1	1
1442	его поступки	1	1
1443	что этот	2	1
1444	моральный суд	1	1
1445	не имеющего	1	1
1446	или где	1	1
1447	от народной	1	1
1448	сам является	1	1
1449	но по	1	1
1450	говорят о	1	1
1451	человек с	2	1
1452	мнение что	1	1
1453	другом месте	1	1
1454	раннего достоевского	1	1
1455	повседневной жизни	1	1
1456	науки в	1	1
1457	и со	2	1
1458	и я	2	1
1459	великий писатель	3	1
1460	раннего творчества	1	1
1461	зависим от	1	1
1462	первой части	7	1
1463	по самой	2	1
1464	от личности	1	1
1465	за год	1	1
1466	должен быть	1	1
1467	современников в	1	1
1468	если не	4	1
1469	поступков так	1	1
1470	не все	2	1
1471	ряда в	1	1
1472	смерти и	1	1
1473	людей в	2	1
1474	все тот	1	1
1475	человека к	2	1
1476	но его	2	1
1477	с использованием	1	1
1478	отказа от	2	1
1479	сюжета в	2	1
1480	предположить что	1	1
1481	внутреннее время	1	1
1482	в евангелии	1	1
1483	народной толпы	1	1
1484	и эти	1	1
1485	обратившись к	1	1
1486	за то	2	1
1487	автора не	1	1
1488	и других	5	1
1489	же с	10	1
1490	тут и	3	1
1491	в цепь	1	1
1492	данте алигьери	1	1
1493	как пишет	1	1
1494	первая часть	4	1
1495	завершение в	1	1
1496	в предисловии	1	1
1497	такие же	1	1
1498	в народе	1	1
1499	это как	4	1
1500	надежды на	1	1
1501	как сам	1	1
1502	не могу	2	1
1503	строится как	1	1
1504	свой опыт	1	1
1505	стихах и	1	1
1506	между сознаниями	1	1
1507	и ни	1	1
1508	что приводит	1	1
1509	ту или	1	1
1510	задаваясь вопросом	1	1
1511	сам в	1	1
1512	мы узнаем	3	1
1513	характерный для	1	1
1514	в искусстве	3	1
1515	существуют в	1	1
1516	которой является	1	1
1517	казалось бы	4	1
1518	ли это?	1	1
1519	например к	1	1
1520	было это	1	1
1521	в войне	1	1
1522	всех этих	1	1
1523	в зеркало	2	1
1524	с прошлым	1	1
1525	и времени	1	1
1526	время они	1	1
1527	слова об	1	1
1528	с кем	1	1
1529	думать что	1	1
1530	вследствие его	1	1
1531	уходит в	1	1
1532	художественного мира	1	1
1533	и часто	1	1
1534	это его	1	1
1535	юродивого николки	1	1
1536	еще на	1	1
1537	из сыновей	1	1
1538	существования в	1	1
1539	и мире	2	1
1540	и особенно	1	1
1541	творческой практике	1	1
1542	истории ее	1	1
1543	и самого	1	1
1544	присутствие в	1	1
1545	роман и	2	1
1546	теории то	1	1
1547	говорилось выше	1	1
1548	собой лишь	1	1
1549	художественного произведения	1	1
1550	в эстетической	1	1
1551	претендующего на	1	1
1552	мифа в	2	1
1553	и читателя	1	1
1554	и нечто	1	1
1555	в сознании	1	1
1556	на всем	1	1
1557	мышления как	1	1
1558	для характеристики	1	1
1559	ли в	2	1
1560	важную роль	2	1
1561	здесь они	1	1
1562	древнерусской литературы	1	1
1563	таким же	1	1
1564	три года	1	1
1565	себе а	1	1
1566	в известной	4	1
1567	составляет для	1	1
1568	и предметом	1	1
1569	иное как	1	1
1570	не стеснял	1	1
