N	2gram	Tiupa_Anal	Problemy
1306	и точность	1	1
1307	в тех	2	1
1308	и тот	1	1
1309	делаю что	1	1
1310	ни одна	1	1
1311	рассказчиком в	2	1
1312	как автор	1	1
1313	и хотя	1	1
1314	чтобы их	1	1
1315	выше в	1	1
1316	в нее	1	1
1317	героев с	2	1
1318	боже мой	1	1
1319	отношения с	1	1
1320	достигается в	1	1
1321	в москве	1	1
1322	равной степени	2	1
1323	когда мы	2	1
1324	ними в	2	1
1325	могла бы	3	1
1326	того кто	1	1
1327	так называемого	1	1
1328	характеристик и	1	1
1329	после первых	1	1
1330	известном смысле	2	1
1331	и никогда	1	1
1332	два года	1	1
1333	и каждый	1	1
1334	первом случае	1	1
1335	но наоборот	1	1
1336	и ты	1	1
1337	в доме	2	1
1338	всех сторон	1	1
1339	во взаимодействии	1	1
1340	так уж	1	1
1341	связь в	1	1
1342	был в	1	1
1343	ей не	1	1
1344	внутренний и	1	1
1345	пушкиным в	1	1
1346	а завтра	1	1
1347	одной стороны	3	1
1348	самого ивана	2	1
1349	помимо своей	1	1
1350	ориентированы на	1	1
1351	есть одна	1	1
1352	или иного	5	1
1353	отрешиться от	1	1
1354	голодной смерти	1	1
1355	случае это	1	1
1356	в сюжете	1	1
1357	слова до	1	1
1358	уходит в	1	1
1359	бы я	1	1
1360	индивидуально-характерный образ	1	1
1361	как высшей	1	1
1362	к автору	1	1
1363	роману как	1	1
1364	любви и	2	1
1365	всем протяжении	1	1
1366	и ту	2	1
1367	ведет к	2	1
1368	на жизнь	2	1
1369	слова это	1	1
1370	ткани повествования	1	1
1371	самого все	1	1
1372	в частности	19	1
1373	к лицу	1	1
1374	однако с	3	1
1375	в столь	1	1
1376	как одна	1	1
1377	этой проблемы	1	1
1378	и должны	1	1
1379	котором не	1	1
1380	них в	1	1
1381	лет сряду	1	1
1382	если в	3	1
1383	на первой	2	1
1384	забывать о	1	1
1385	его из	2	1
1386	чиновника но	1	1
1387	к художественному	1	1
1388	живет в	1	1
1389	себя чтобы	1	1
1390	же комично	1	1
1391	на ивана	1	1
1392	говорит и	3	1
1393	ведет себя	1	1
1394	литературе как	1	1
1395	всей совокупности	1	1
1396	от нас	1	1
1397	и из	1	1
1398	глубине души	2	1
1399	ты и	1	1
1400	двух разнонаправленных	1	1
1401	первых двух	2	1
1402	из существеннейших	2	1
1403	с внешней	1	1
1404	их как	1	1
1405	к читателю	1	1
1406	самого сюжета	1	1
1407	другого что	1	1
1408	за это	1	1
1409	этом как	2	1
1410	и строго	1	1
1411	менее чем	1	1
1412	его кругозора	1	1
1413	должен был	2	1
1414	так или	5	1
1415	ориентировано на	1	1
1416	низводится до	1	1
1417	высказывания в	1	1
1418	автора там	1	1
1419	раз во	1	1
1420	оказывается в	2	1
1421	сознание не	1	1
1422	которое как	2	1
1423	однако что	4	1
1424	героев но	1	1
1425	ему героев	1	1
1426	подлинная жизнь	1	1
1427	заключается в	1	1
1428	вступает с	1	1
1429	оно есть	1	1
1430	взаимодействии с	1	1
1431	с целью	1	1
1432	себя с	1	1
1433	в нас	2	1
1434	на месте	2	1
1435	их взаимная	1	1
1436	полной и	1	1
1437	характер этого	1	1
1438	что могло	1	1
1439	как момент	1	1
1440	не приводит	1	1
1441	как живого	1	1
1442	в неуместной	1	1
1443	роли в	6	1
1444	то во	1	1
1445	о котором	2	1
1446	эта внутренняя	1	1
1447	со стороны	12	1
1448	в известном	2	1
1449	в следующей	1	1
1450	этом его	1	1
1451	для читателя	3	1
1452	будем рассматривать	1	1
1453	служат лишь	1	1
1454	не тип	1	1
1455	новыми и	1	1
1456	который и	1	1
1457	смысловой инстанции	1	1
1458	его я	2	1
1459	только одно	1	1
1460	с интонацией	1	1
1461	прозе в	1	1
1462	типов но	1	1
1463	в прозе	1	1
1464	не характер	1	1
1465	становится героем	1	1
1466	что мы	2	1
1467	всеми остальными	1	1
1468	внутренней свободой	1	1
1469	их первой	1	1
1470	двух основных	1	1
1471	чего нет	1	1
1472	не любил	1	1
1473	к сверхличному	1	1
1474	высказывания а	1	1
1475	различных произведений	1	1
1476	устная интонация	1	1
1477	в отставку	2	1
1478	на основе	1	1
1479	во мне	1	1
1480	в отдельности	2	1
1481	целого как	2	1
1482	и второй	1	1
1483	и тогда	1	1
1484	перейдем к	1	1
1485	и теперь	1	1
1486	для нее	1	1
1487	для меня	1	1
1488	в итоге	4	1
1489	но о	1	1
1490	занимает в	1	1
1491	совпадают с	1	1
1492	и два	1	1
1493	весь целиком	1	1
1494	в университете	1	1
1495	да в	1	1
1496	зрение и	1	1
1497	от других	1	1
1498	с автором	1	1
1499	еще больше	1	1
1500	и иных	1	1
1501	руках и	1	1
1502	это имеет	1	1
1503	тогда как	37	1
1504	могут нести	1	1
1505	самоопределение и	1	1
1506	связанных с	1	1
1507	потому и	1	1
1508	чем с	1	1
1509	выбора в	1	1
1510	каждая его	1	1
1511	не совсем	1	1
1512	на две	3	1
1513	впервые в	3	1
1514	пока лишь	1	1
1515	в деревне	1	1
1516	и многих	1	1
1517	рассказа что	1	1
1518	принадлежит к	4	1
1519	в самую	1	1
1520	конца и	1	1
1521	же есть	1	1
1522	мира где	1	1
1523	только при	1	1
1524	то она	1	1
1525	художественным заданием	1	1
1526	чужим и	1	1
1527	смысла не	1	1
1528	с чужой	1	1
1529	но если	1	1
1530	событий как	1	1
1531	автора ибо	1	1
1532	с чужого	1	1
1533	своего становления	1	1
1534	или вовсе	1	1
1535	д и	1	1
1536	к содержанию	3	1
1537	кажется ни	1	1
1538	рассказ свой	1	1
1539	бывает в	1	1
1540	выступают с	1	1
1541	что автор	2	1
1542	рассматривать в	1	1
1543	во внешних	1	1
1544	себе достаточно	1	1
1545	одних и	2	1
1546	возвращает нас	2	1
1547	в более	1	1
1548	и всякий	1	1
1549	необходимый момент	1	1
1550	мы могли	3	1
1551	содержания а	1	1
1552	ему в	1	1
1553	о его	3	1
1554	взглянула на	2	1
1555	своей любви	1	1
1556	не понимал	1	1
1557	автору и	2	1
1558	его анализа	1	1
1559	то я	1	1
1560	как у	3	1
1561	зависит от	1	1
1562	в последней	1	1
1563	авторской позиции	2	1
1564	из фауста	1	1
1565	у тебя	1	1
1566	от жизни	2	1
1567	он становится	1	1
1568	мы имеем	5	1
1569	динамическое единство	1	1
1570	жизни здесь	2	1
1571	уклоняется от	1	1
1572	занимает ту	1	1
1573	героев для	1	1
1574	одного произведения	1	1
1575	или с	1	1
1576	и никаких	1	1
1577	бы на	1	1
1578	к истории	1	1
1579	этом он	2	1
1580	не достигает	1	1
1581	нам еще	1	1
1582	отцом и	1	1
1583	в полном	2	1
1584	указание на	3	1
1585	то мы	1	1
1586	из своих	2	1
1587	первом месте	1	1
1588	лицом к	1	1
1589	основную тему	1	1
1590	таком случае	2	1
1591	в третьей	1	1
1592	ведет по	1	1
1593	в таких	2	1
1594	две реплики	1	1
1595	пределах одной	1	1
1596	в присутствии	1	1
1597	а о	2	1
1598	и более	1	1
1599	и берет	1	1
1600	или иначе	5	1
1601	входить в	1	1
1602	его собственном	1	1
1603	становления и	1	1
1604	гораздо ближе	1	1
1605	не забывает	1	1
1606	их художественного	1	1
1607	всех героев	1	1
1608	как такая	1	1
1609	является по	2	1
1610	ли ты	1	1
1611	нас к	2	1
1612	случаях когда	1	1
1613	эти две	1	1
1614	говорят о	1	1
1615	противном случае	2	1
1616	автору в	1	1
1617	ли не	5	1
1618	самого произведения	2	1
1619	с явным	1	1
1620	со своей	8	1
1621	из чужих	1	1
1622	глубоким и	1	1
1623	по его	4	1
1624	в новом	5	1
1625	весь последующий	1	1
1626	первой части	2	1
1627	единства бытия	1	1
1628	не своему	1	1
1629	бы дать	2	1
1630	идеи и	1	1
1631	вследствие этой	1	1
1632	положений для	1	1
1633	его героя	1	1
1634	бы действительно	1	1
1635	путь к	4	1
1636	целого и	1	1
1637	является подлинным	1	1
1638	своей значимости	1	1
1639	действующие лица	1	1
1640	тем более	3	1
1641	бы это	2	1
1642	степени является	1	1
1643	или ином	1	1
1644	как формы	2	1
1645	а на	2	1
1646	от подлинного	1	1
1647	человека к	1	1
1648	ко всему	2	1
1649	частично совпадают	1	1
1650	может иметь	1	1
1651	полной мере	3	1
1652	на всем	1	1
1653	мертвых душ	1	1
1654	однако к	2	1
1655	автора не	1	1
1656	в полной	3	1
1657	к их	1	1
1658	приговоренный к	1	1
1659	мышления и	1	1
1660	шкафом и	1	1
1661	план в	1	1
1662	миру но	1	1
1663	и заключается	1	1
1664	в разных	1	1
1665	на свои	1	1
1666	каждом из	2	1
1667	изображается в	1	1
1668	достоевского где	1	1
1669	и изображается	1	1
1670	его не	3	1
1671	как уже	4	1
1672	д как	1	1
1673	здесь только	1	1
1674	а от	1	1
1675	этом мире	1	1
1676	остаются вне	1	1
1677	на всех	3	1
1678	в новый	1	1
1679	обстоит дело	1	1
1680	к жизненному	1	1
1681	в искусстве	3	1
1682	к рассказчику	1	1
1683	этого художественного	1	1
1684	и может	2	1
1685	тех же	2	1
1686	оказывается что	1	1
1687	прибегать к	1	1
1688	у кого	1	1
1689	другого я	2	1
1690	сосредоточиться на	1	1
1691	но дело	2	1
1692	и фактически	1	1
1693	нами типов	1	1
1694	в это	1	1
1695	свобода и	1	1
1696	себя наше	1	1
1697	героя нашего	3	1
1698	но напротив	1	1
1699	оно никогда	1	1
1700	достигается не	1	1
1701	это его	1	1
1702	и всех	1	1
1703	и самой	1	1
1704	чего она	1	1
1705	начала в	1	1
1706	над собою	1	1
1707	и позволяет	1	1
1708	неизбежно оказывается	1	1
1709	действительности является	1	1
1710	человеческих отношений	1	1
1711	к изучению	1	1
1712	где на	1	1
1713	литературное произведение	3	1
1714	доминирует в	1	1
1715	все больше	1	1
1716	роман и	1	1
1717	нас самих	1	1
1718	он оказывается	1	1
1719	дня и	1	1
1720	здесь остается	1	1
1721	может показаться	1	1
1722	самих героев	1	1
1723	оно живет	1	1
1724	по этому	1	1
1725	место в	4	1
1726	далека от	1	1
1727	их можно	1	1
1728	художественным целым	1	1
1729	вся художественная	1	1
1730	в совершенном	1	1
1731	что до	1	1
1732	о своих	3	1
1733	тех или	1	1
1734	и ведет	1	1
1735	все другие	1	1
1736	своим собственным	1	1
1737	его глазах	1	1
1738	в глубине	3	1
1739	схватил себя	1	1
1740	как ему	1	1
1741	здесь они	1	1
1742	после своего	1	1
1743	суда над	1	1
1744	своего облика	1	1
1745	к богу	1	1
1746	есть не	2	1
1747	степени и	1	1
1748	прорывается в	1	1
1749	становится событием	2	1
1750	пять лет	1	1
