N	2gram	Vygotskiy_	Tvorches
1306	удовольствия управляющий	1	1
1307	не быть	1	1
1308	вызывает в	1	1
1309	и независимо	1	1
1310	конкретное многообразие	1	1
1311	слова и	5	1
1312	конце развития	1	1
1313	в середине	1	1
1314	развития и	3	1
1315	являются как	1	1
1316	и потребности	2	1
1317	развития их	1	1
1318	ряд с	1	1
1319	и читателей	1	1
1320	вывод что	1	1
1321	очень хорошо	2	1
1322	он хочет	2	1
1323	вступает в	1	1
1324	и ему	1	1
1325	в огромной	1	1
1326	говорят что	1	1
1327	выводом из	3	1
1328	целый ряд	6	1
1329	и целый	1	1
1330	незаметно для	1	1
1331	говоря что	1	1
1332	еще дважды	1	1
1333	знаем что	1	1
1334	в обоих	1	1
1335	еще один	2	1
1336	он пошел	1	1
1337	делает невозможным	1	1
1338	состоит в	4	1
1339	потому и	2	1
1340	затем уже	1	1
1341	и мышление	5	1
1342	для читателя	1	1
1343	имеем в	1	1
1344	на которые	1	1
1345	человеческого поведения	1	1
1346	силу этой	1	1
1347	процесс и	1	1
1348	с так	1	1
1349	глубокое и	1	1
1350	заметить что	3	1
1351	в споре	2	1
1352	основное содержание	2	1
1353	если мы	8	1
1354	принадлежит к	2	1
1355	игра в	1	1
1356	ничего кроме	3	1
1357	на первый	3	1
1358	далее эти	1	1
1359	гораздо больше	1	1
1360	в сознании	2	1
1361	который по	2	1
1362	внешних условий	1	1
1363	просто невозможно	1	1
1364	реального мира	1	1
1365	этого слова	7	1
1366	этот последний	1	1
1367	содержатся в	2	1
1368	говоря не	1	1
1369	будь то	1	1
1370	подчиняется законам	1	1
1371	из-за того	1	1
1372	древних времен	1	1
1373	утверждая что	1	1
1374	того факта	3	1
1375	речи с	5	1
1376	является только	1	1
1377	социальной психологии	2	1
1378	и для	3	1
1379	которые играют	1	1
1380	для ясности	1	1
1381	мир и	1	1
1382	в самой	4	1
1383	сколько на	1	1
1384	но которые	1	1
1385	это новое	1	1
1386	подход к	2	1
1387	которому он	1	1
1388	что автор	1	1
1389	им как	1	1
1390	становиться на	1	1
1391	о прямом	1	1
1392	находятся в	1	1
1393	рассматривается как	5	1
1394	в более	3	1
1395	и многие	1	1
1396	положение что	2	1
1397	судьбы в	1	1
1398	ничем не	3	1
1399	ниже не	1	1
1400	и резкое	1	1
1401	любой из	1	1
1402	ряд других	1	1
1403	на вопрос	6	1
1404	не способен	2	1
1405	в ущерб	2	1
1406	того как	6	1
1407	который может	2	1
1408	о значении	1	1
1409	распространение и	1	1
1410	сколько в	1	1
1411	наших глазах	1	1
1412	опыта к	1	1
1413	мы имеем	2	1
1414	процесс развития	3	1
1415	от которого	1	1
1416	которых он	3	1
1417	естественно что	2	1
1418	этого определения	1	1
1419	мире в	1	1
1420	анализе и	1	1
1421	а это	1	1
1422	только его	3	1
1423	что так	1	1
1424	кому не	1	1
1425	играют большую	1	1
1426	совершенно не	1	1
1427	для нас	4	1
1428	в полном	3	1
1429	то мы	1	1
1430	надеяться на	1	1
1431	принципиально отличную	1	1
1432	на одной	2	1
1433	на которой	4	1
1434	с определенным	1	1
1435	чем он	3	1
1436	а все	1	1
1437	как нечто	2	1
1438	эта функция	1	1
1439	социальной среды	6	1
1440	без этого	2	1
1441	с утверждением	1	1
1442	в ином	2	1
1443	сказал бы	2	1
1444	к самой	1	1
1445	на грани	1	1
1446	принцип удовольствия	3	1
1447	сама себе	2	1
1448	все дальнейшие	2	1
1449	же именно	1	1
1450	борьбу с	1	1
1451	его социальная	1	1
1452	лет с	1	1
1453	материал для	1	1
1454	что является	3	1
1455	себе что	1	1
1456	со всем	2	1
1457	автора от	1	1
1458	приводит нас	3	1
1459	а также	1	1
1460	к которым	3	1
1461	в другую	2	1
1462	вмешивается в	1	1
1463	он видел	1	1
1464	многообразие фактов	1	1
1465	и другое	1	1
1466	вот это	1	1
1467	он один	1	1
1468	вообще не	1	1
1469	бесконечное разнообразие	1	1
1470	этого развития	1	1
1471	положение в	1	1
1472	с той	3	1
1473	в какой	5	1
1474	на голову	1	1
1475	нас к	10	1
1476	физически и	1	1
1477	и вовсе	1	1
1478	в женеве	3	1
1479	виде в	3	1
1480	но по	1	1
1481	является не	2	1
1482	становится все	1	1
1483	по своему	1	1
1484	открыть в	1	1
1485	этой простой	1	1
1486	должно стать	1	1
1487	со своей	1	1
1488	в действительной	1	1
1489	ее развитие	1	1
1490	впечатления от	1	1
1491	момента и	1	1
1492	это было	1	1
1493	лежит в	3	1
1494	и относительно	1	1
1495	которым приводит	2	1
1496	сознании человека	1	1
1497	свет на	2	1
1498	и осознать	1	1
1499	единство и	1	1
1500	играют в	2	1
1501	тем более	7	1
1502	бы это	1	1
1503	универсальное значение	1	1
1504	за этой	2	1
1505	с первого	1	1
1506	ему не	1	1
1507	общественной жизни	3	1
1508	стоит и	1	1
1509	вопрос не	2	1
1510	философских проблем	1	1
1511	же деле	1	1
1512	предположить что	2	1
1513	того или	1	1
1514	и эти	2	1
1515	что от	1	1
1516	только к	1	1
1517	как ни	1	1
1518	силы и	1	1
1519	выше и	2	1
1520	в предисловии	5	1
1521	всего развития	1	1
1522	она должна	4	1
1523	этот прогресс	1	1
1524	же заколдованном	1	1
1525	должно быть	4	1
1526	он принадлежит	1	1
1527	жизни человека	2	1
1528	его не	3	1
1529	значительной части	1	1
1530	ту или	2	1
1531	выше в	1	1
1532	одну из	4	1
1533	хотя с	1	1
1534	восприятие и	1	1
1535	что нужно	1	1
1536	еще одну	1	1
1537	вне практики	1	1
1538	так хорошо	1	1
1539	мечты или	1	1
1540	мы должны	11	1
1541	другом месте	6	1
1542	своей книге	3	1
1543	лежащую в	1	1
1544	с какой-нибудь	1	1
1545	это переживание	1	1
1546	исследователи пытаются	1	1
1547	всего его	3	1
1548	мы снова	1	1
1549	есть и	1	1
1550	плана в	1	1
1551	здравому смыслу	1	1
1552	же что	2	1
1553	частности в	1	1
1554	не исчезнет	1	1
1555	пути и	2	1
1556	когда оно	1	1
1557	у кого	1	1
1558	из теории	2	1
1559	но дело	1	1
1560	к чему	1	1
1561	в пределах	1	1
1562	стороны и	3	1
1563	моменты которые	3	1
1564	движения в	1	1
1565	среды на	2	1
1566	из своей	1	1
1567	стало быть	2	1
1568	личность как	1	1
1569	к которой	1	1
1570	повод для	2	1
1571	думать что	1	1
1572	на всю	1	1
1573	признать что	3	1
1574	еще на	4	1
1575	задается вопросом	3	1
1576	на это	1	1
1577	этой теории	4	1
1578	представляется с	2	1
1579	в отрыве	1	1
1580	нам кажется	1	1
1581	этом на	1	1
1582	разве не	1	1
1583	в чрезвычайно	1	1
1584	же самое	4	1
1585	частный случай	1	1
1586	развития эта	1	1
1587	и самого	1	1
1588	к моменту	1	1
1589	не надо	2	1
1590	сведено к	3	1
1591	которые в	2	1
1592	отрывается от	2	1
1593	связи между	3	1
1594	анализа и	1	1
1595	основания для	1	1
1596	эту мысль	1	1
1597	или иной	3	1
1598	в уме	1	1
1599	и дальше	1	1
1600	на ту	1	1
1601	на то	11	1
1602	по законам	1	1
1603	и волю	1	1
1604	об этой	3	1
1605	мы видели	8	1
1606	на всем	3	1
1607	мышления как	10	1
1608	в эти	1	1
1609	она связана	1	1
1610	само собой	1	1
1611	и самый	2	1
1612	для этого	7	1
1613	из центральных	1	1
1614	не можем	3	1
1615	внедряется в	1	1
1616	некоторые черты	1	1
1617	из своих	1	1
