N	2gram	Tiupa_Narr	Myshleni
1312	изложения и	1	2
1313	затем к	1	2
1314	говоря мы	1	2
1315	однако это	1	2
1316	особенно в	3	2
1317	как результат	1	2
1318	ему не	1	2
1319	этой функции	1	2
1320	от первого	4	2
1321	похожие на	1	2
1322	случае если	1	2
1323	данное понятие	1	2
1324	две стороны	1	2
1325	каждого слова	1	2
1326	дети не	1	2
1327	но она	1	2
1328	этого значения	1	2
1329	не следует	3	2
1330	как то	1	2
1331	чем те	1	2
1332	могло быть	2	2
1333	каждого из	2	2
1334	состоят в	2	2
1335	и самого	3	2
1336	может показаться	1	2
1337	раскрыть его	1	2
1338	целого на	1	2
1339	по смежности	1	2
1340	вплоть до	5	2
1341	и конец	3	2
1342	себе а	1	2
1343	что один	1	2
1344	ко второй	1	2
1345	и взаимодействие	1	2
1346	это обычно	1	2
1347	которые по	1	2
1348	содержание в	1	2
1349	все необходимые	1	2
1350	случае он	2	2
1351	этом направлении	1	2
1352	мыслится как	2	2
1353	их не	1	2
1354	границы между	2	2
1355	в предыдущей	1	2
1356	две другие	1	2
1357	речи хотя	1	2
1358	мысль о	1	2
1359	от всего	1	2
1360	том или	1	2
1361	нее есть	1	2
1362	которое не	2	2
1363	них в	1	2
1364	установку на	1	2
1365	художественное произведение	1	2
1366	обращение к	1	2
1367	во внешнем	1	2
1368	и предполагает	1	2
1369	жизни а	4	2
1370	не должен	1	2
1371	являются не	1	2
1372	отрыве от	1	2
1373	его собственной	1	2
1374	из земли	1	2
1375	и действия	2	2
1376	природе как	1	2
1377	правда и	1	2
1378	картину в	1	2
1379	настолько что	1	2
1380	более от	1	2
1381	и внутренняя	1	2
1382	под именем	1	2
1383	человеку и	1	2
1384	смысле как	1	2
1385	связей в	1	2
1386	обладал бы	1	2
1387	той степени	1	2
1388	детей это	2	2
1389	вопрос не	1	2
1390	это будет	1	2
1391	но еще	1	2
1392	такая же	1	2
1393	это открытие	1	2
1394	всю совокупность	1	2
1395	он указывает	1	2
1396	этой цепи	1	2
1397	и через	2	2
1398	состоящий в	1	2
1399	не обладает	1	2
1400	знаков в	1	2
1401	столько же	2	2
1402	слова во	1	2
1403	всех его	2	2
1404	или хотя	1	2
1405	происходит и	2	2
1406	и она	1	2
1407	в мире	8	2
1408	при изложении	1	2
1409	например как	1	2
1410	понятие которое	1	2
1411	как сказано	1	2
1412	на которую	1	2
1413	к ситуации	1	2
1414	не случайна	1	2
1415	данный момент	1	2
1416	что происходит	1	2
1417	по данному	1	2
1418	встречаемся в	1	2
1419	от самого	1	2
1420	является его	2	2
1421	но зато	4	2
1422	людьми в	1	2
1423	даже не	1	2
1424	на стороне	3	2
1425	в акте	1	2
1426	протяжении всего	1	2
1427	детьми и	2	2
1428	ребенок относительно	1	2
1429	силу своей	1	2
1430	чему мы	1	2
1431	что обычно	1	2
1432	делает и	1	2
1433	обычно с	1	2
1434	такого мышления	1	2
1435	в состав	5	2
1436	приближается к	1	2
1437	они и	2	2
1438	в специальном	2	2
1439	другой а	1	2
1440	значении этого	1	2
1441	от социального	1	2
1442	не исчерпывается	1	2
1443	все свое	1	2
1444	их как	1	2
1445	гораздо раньше	1	2
1446	когда его	1	2
1447	действий и	1	2
1448	однако он	1	2
1449	осознает что	1	2
1450	его собственными	1	2
1451	не более	1	2
1452	только у	1	2
1453	приобретает в	2	2
1454	себя с	1	2
1455	же о	1	2
1456	другой как	1	2
1457	оно всегда	1	2
1458	его сознании	1	2
1459	как не	1	2
1460	анализа в	1	2
1461	слове и	1	2
1462	своей жизни	2	2
1463	два слова	1	2
1464	без наличия	1	2
1465	ни у	1	2
1466	и главное	1	2
1467	автора и	2	2
1468	не должны	1	2
1469	о своем	2	2
1470	только тем	1	2
1471	если у	1	2
1472	а во	5	2
1473	делает его	1	2
1474	это сделал	1	2
1475	к детской	1	2
1476	между людьми	1	2
1477	собой но	1	2
1478	ситуации как	1	2
1479	с нею	2	2
1480	последней в	1	2
1481	более сложным	1	2
1482	его можно	1	2
1483	жизнь его	1	2
1484	фаза в	1	2
1485	сам себя	2	2
1486	о человеке	1	2
1487	не давая	1	2
1488	мыслей и	1	2
1489	не умею	1	2
1490	возможность такого	1	2
1491	памяти в	1	2
1492	здесь нет	1	2
1493	и иными	1	2
1494	этого не	2	2
1495	а то	2	2
1496	при которой	3	2
1497	и последующих	1	2
1498	не предполагает	1	2
1499	среди других	1	2
1500	остановимся на	1	2
1501	мы тем	1	2
1502	следующей главе	1	2
1503	на свете	1	2
1504	том случае	1	2
1505	в будущем	1	2
1506	личности в	2	2
1507	или другой	1	2
1508	структура и	1	2
1509	между детьми	2	2
1510	зрения как	2	2
1511	среднее звено	1	2
1512	обстоит дело	1	2
1513	с языком	2	2
1514	он однако	1	2
1515	частности в	2	2
1516	по сути	3	2
1517	в четвертом	1	2
1518	личного опыта	2	2
1519	речи окружающих	1	2
1520	как внутренняя	1	2
1521	достаточно вспомнить	1	2
1522	правда мы	1	2
1523	же самым	1	2
1524	котором он	1	2
1525	более не	3	1
1526	до которого	1	1
1527	свой особый	1	1
1528	и мира	4	1
1529	и оказываются	1	1
1530	памяти как	1	1
1531	принимает на	1	1
1532	за исключением	1	1
1533	и люди	1	1
1534	для детей	1	1
1535	и наличие	1	1
1536	принадлежности к	1	1
1537	объяснить его	1	1
1538	впрочем и	1	1
1539	всей ее	1	1
1540	основывается на	1	1
1541	этим объясняется	1	1
1542	предполагает в	1	1
1543	чтобы в	1	1
1544	значение это	1	1
1545	имеет смысл	2	1
1546	именно он	1	1
1547	еще раз	3	1
1548	людей а	1	1
1549	в некотором	2	1
1550	у людей	1	1
1551	именно они	1	1
1552	может изменить	2	1
1553	может функционировать	1	1
1554	общим а	1	1
1555	ее объективности	1	1
1556	настаивает на	1	1
1557	другому как	1	1
1558	или ином	1	1
1559	большей или	2	1
1560	мир и	2	1
1561	этой стороны	1	1
1562	социальной ситуации	1	1
1563	мышление к	1	1
1564	является их	1	1
1565	только благодаря	1	1
1566	при условии	1	1
1567	ее своим	1	1
1568	уже до	1	1
1569	следовало бы	1	1
1570	знака это	2	1
1571	в динамике	1	1
1572	обнаруживает свое	1	1
1573	на следующем	1	1
1574	действительности как	1	1
1575	собой один	1	1
1576	фактами и	1	1
1577	трудно было	1	1
1578	всегда может	1	1
1579	но во	1	1
1580	решается на	1	1
1581	но каждый	1	1
1582	основной формы	1	1
1583	к своей	2	1
1584	т.п в	1	1
1585	двух или	4	1
1586	и вторая	1	1
1587	в строгом	3	1
1588	есть продукт	1	1
1589	людей и	2	1
1590	свое отражение	1	1
1591	не обязательно	3	1
1592	есть знак	1	1
1593	в отсутствие	1	1
1594	центре внимания	2	1
1595	другом отношении	1	1
1596	то чтобы	2	1
1597	еще нет	1	1
1598	в реальной	1	1
1599	сдвиг в	1	1
1600	гораздо существеннее	1	1
1601	характера с	1	1
1602	значит и	1	1
1603	что видит	1	1
1604	как знание	1	1
1605	возникающие в	1	1
1606	это сделать	2	1
1607	не мыслится	1	1
1608	не будут	1	1
1609	действие или	1	1
1610	крайней мере	1	1
1611	жизни с	1	1
1612	подлежит сомнению	1	1
1613	образования нового	1	1
1614	зерно его	1	1
1615	путь не	1	1
1616	и представляет	2	1
1617	нему в	1	1
1618	а поскольку	1	1
1619	не испытывая	1	1
1620	собеседника с	1	1
1621	возвращение к	1	1
1622	приблизиться к	1	1
1623	состоящий из	1	1
1624	личности мы	1	1
1625	глубокий и	1	1
1626	которой является	1	1
1627	эту минуту	1	1
1628	первый раз	2	1
1629	начале этой	1	1
1630	нет места	1	1
1631	к истине	1	1
1632	главы в	2	1
1633	о себе	2	1
1634	лучше чем	1	1
1635	объединены в	1	1
1636	требования к	1	1
1637	совершаемые с	1	1
1638	отказывается от	1	1
1639	иного рода	2	1
1640	совершается переход	1	1
1641	например так	1	1
1642	приобрели бы	1	1
1643	даже вовсе	1	1
1644	смысл данного	1	1
1645	можно признать	1	1
1646	страдает от	1	1
1647	которая состоит	3	1
1648	нам впервые	1	1
1649	неизбежно будет	1	1
1650	рода не	1	1
1651	зрения но	1	1
1652	к миру	2	1
1653	пример из	1	1
1654	в детскую	2	1
1655	итак концепция	1	1
1656	мере того	1	1
1657	с одним	1	1
1658	человек и	2	1
1659	которые их	1	1
1660	вследствие того	2	1
1661	которая представляется	1	1
1662	так на	1	1
1663	ним происходит	1	1
1664	образом для	1	1
1665	о невозможности	1	1
1666	которым не	1	1
1667	начало нового	1	1
1668	к некоторым	1	1
1669	речи внешней	1	1
1670	более ранний	1	1
1671	человек как	1	1
1672	превращаясь в	1	1
1673	что центральный	1	1
1674	другое но	1	1
1675	и внешнюю	1	1
1676	в исторической	1	1
1677	как субъект	1	1
1678	действие которое	1	1
1679	внешний мир	1	1
1680	него есть	1	1
1681	он ничего	1	1
1682	другом и	1	1
1683	правило протекает	1	1
1684	не тот	1	1
1685	три группы	1	1
1686	художественной литературе	1	1
1687	однако эта	1	1
1688	и фиксирует	1	1
1689	и человечества	1	1
1690	время когда	1	1
1691	быть общим	1	1
1692	сделал бы	1	1
1693	и знает	1	1
1694	и другая	2	1
1695	собственно и	3	1
1696	не сами	1	1
1697	отношения с	1	1
1698	во взаимной	1	1
1699	она была	2	1
1700	которого в	1	1
1701	это действительно	1	1
1702	на некоторые	1	1
1703	согласуется с	1	1
1704	прочитать его	1	1
1705	но главное	1	1
1706	вторая часть	1	1
1707	так значит	1	1
1708	на бумаге	1	1
1709	детей которые	1	1
1710	нами был	1	1
1711	или о	1	1
1712	существует ни	1	1
1713	в детство	2	1
1714	них не	1	1
1715	он даже	1	1
1716	и внутренним	2	1
1717	все остальное	1	1
1718	и прочно	1	1
1719	всю жизнь	1	1
1720	которое по	1	1
1721	на самый	1	1
1722	определяется с	1	1
1723	всей полнотой	1	1
1724	ни казались	1	1
1725	она оказывается	2	1
1726	не доказывает	1	1
1727	с естественным	1	1
1728	именно таким	1	1
1729	не случайно	2	1
1730	он его	1	1
1731	как самостоятельный	2	1
1732	ту самую	1	1
1733	я сам	2	1
1734	опыта который	2	1
1735	его решения	1	1
1736	в особенности	2	1
1737	далее за	1	1
1738	знаков и	1	1
1739	он уже	3	1
1740	от сознания	2	1
1741	всем своим	1	1
1742	в определенный	1	1
1743	если за	1	1
1744	например что	1	1
1745	с готовым	1	1
1746	как содержание	1	1
1747	способу своего	1	1
1748	детей и	1	1
1749	между внешней	2	1
1750	непосредственно но	1	1
1751	чтобы стать	2	1
1752	но достаточно	2	1
1753	зависит не	1	1
1754	выше чем	1	1
1755	это их	2	1
1756	является полным	1	1
1757	нем своего	1	1
1758	только внешне	1	1
1759	развернуть в	1	1
1760	и создает	1	1
1761	только еще	1	1
1762	так или	1	1
1763	факторов и	1	1
1764	строгом смысле	1	1
1765	целого но	1	1
1766	пространство и	1	1
1767	в цепи	1	1
1768	содержание и	1	1
1769	для самостоятельного	1	1
1770	мы судим	1	1
1771	фраза не	1	1
1772	владеет всей	1	1
1773	значения как	1	1
1774	его сознания	1	1
1775	в составе	2	1
1776	оказываются в	1	1
1777	лишь к	1	1
1778	этом прямо	1	1
1779	значений но	1	1
1780	не тождественны	1	1
1781	и соответственно	1	1
1782	она служит	1	1
1783	жизни в	7	1
1784	свидетельствует об	2	1
1785	понятия значения	1	1
1786	стороны этого	1	1
1787	он прямо	2	1
1788	при всех	1	1
1789	известно по	1	1
1790	говорить и	2	1
1791	для читателя	1	1
1792	и было	1	1
1793	я был	1	1
1794	чтобы привести	1	1
1795	как один	1	1
1796	необходимо также	1	1
1797	впечатление что	1	1
1798	о первичности	1	1
1799	в прозе	4	1
1800	не обнаруживается	2	1
1801	собственной внутренней	1	1
1802	наблюдения в	1	1
1803	делать то	1	1
1804	даже сказать	1	1
1805	роли и	1	1
1806	или наконец	1	1
1807	у меня	2	1
1808	поле зрения	1	1
1809	вызывает в	1	1
1810	в характеристике	1	1
1811	них как	2	1
1812	это ее	1	1
1813	без чего	1	1
1814	народов и	1	1
1815	сохраняется но	1	1
1816	этого как	1	1
1817	специфически человеческий	2	1
1818	случае с	2	1
1819	находящиеся в	1	1
1820	чем не	1	1
1821	а лишь	1	1
1822	о детях	1	1
1823	если их	1	1
1824	вот этот	1	1
1825	явлением культуры	1	1
1826	может послужить	1	1
1827	легче чем	1	1
1828	должна иметь	1	1
1829	представлениями о	1	1
1830	в самую	2	1
1831	игра в	1	1
1832	за пределами	3	1
1833	в глазах	7	1
1834	в каждый	1	1
1835	внешнее по	1	1
1836	автором в	1	1
1837	интереса для	1	1
1838	этот второй	1	1
1839	определенным и	1	1
1840	коммуникативной функцией	1	1
1841	достаточно напомнить	1	1
1842	сомнению и	1	1
1843	понятие введенное	1	1
1844	событие он	1	1
1845	долго не	1	1
1846	собой то	1	1
1847	жизни не	1	1
1848	детство и	1	1
1849	чем сознание	1	1
1850	независимой от	1	1
1851	имеет возможность	1	1
1852	детского и	1	1
1853	об их	1	1
1854	обращена к	1	1
1855	то они	3	1
1856	на языке	1	1
1857	качестве одного	1	1
1858	и всякий	1	1
1859	в преодолении	1	1
1860	не поддается	1	1
1861	тоже не	1	1
1862	нас нет	2	1
1863	себе два	1	1
1864	к детскому	1	1
1865	напротив все	1	1
1866	там теперь	1	1
1867	в литературе	8	1
1868	который ничего	1	1
1869	ли я	1	1
1870	семантических единиц	2	1
1871	самое происходит	1	1
1872	в учебниках	1	1
1873	и субъективных	1	1
1874	является абсолютным	1	1
1875	себе но	2	1
1876	материал для	1	1
1877	скорей мы	1	1
1878	к некоторому	1	1
1879	этом не	1	1
1880	оставляя за	1	1
1881	которые одновременно	1	1
1882	поэтому как	1	1
1883	наглядным примером	1	1
1884	соединяется с	1	1
1885	жизни будет	1	1
1886	и этих	1	1
1887	это но	1	1
1888	по словам	2	1
1889	со своей	3	1
1890	сразу же	1	1
1891	фразы но	1	1
1892	различия между	1	1
1893	именно эта	2	1
1894	сказано все	1	1
1895	а он	1	1
1896	и ответ	1	1
1897	стороны именно	1	1
1898	не все	2	1
1899	еще одной	1	1
1900	как формы	1	1
1901	друга но	1	1
1902	это исходное	1	1
1903	полной мере	1	1
1904	менее едва	1	1
1905	в полной	1	1
1906	отмежевывается от	2	1
1907	первый способ	1	1
1908	второй и	1	1
1909	лишь под	1	1
1910	обращая внимания	1	1
1911	зависеть от	1	1
1912	сознания которая	2	1
1913	другой в	1	1
1914	говорить не	1	1
1915	их себе	1	1
1916	у героя	1	1
1917	у кого	1	1
1918	связываются в	1	1
1919	ее было	1	1
1920	самую суть	1	1
1921	достигается не	1	1
1922	путем каким	1	1
1923	знания не	1	1
1924	животных в	1	1
1925	влияние не	1	1
1926	не определяется	1	1
1927	в тексте	17	1
1928	различные аспекты	1	1
1929	перелом в	1	1
1930	мы бы	1	1
1931	иначе он	1	1
1932	бытия и	1	1
1933	сказано было	1	1
1934	и относительно	1	1
1935	в начальной	1	1
1936	не гарантирует	1	1
1937	имея в	1	1
1938	хотя они	1	1
1939	здесь следует	1	1
1940	дело здесь	1	1
1941	жизнью и	1	1
1942	его истории	1	1
1943	наличии у	1	1
1944	здесь оказывается	1	1
1945	результате его	1	1
1946	своего рода	17	1
1947	которая была	1	1
1948	что несколько	1	1
1949	некоторых особенностей	1	1
1950	это первое	1	1
1951	ней не	1	1
1952	образом благодаря	1	1
1953	и функция	1	1
1954	всей жизни	1	1
1955	взглядом в	1	1
1956	не меньшей	1	1
1957	ситуации с	1	1
1958	ситуации если	1	1
1959	себя ту	1	1
1960	язык как	2	1
1961	что человек	1	1
1962	которое может	2	1
1963	это нужно	1	1
1964	не годится	1	1
1965	то не	1	1
1966	с появлением	2	1
1967	бы место	1	1
1968	дней своей	1	1
1969	одновременно все	1	1
1970	целом как	1	1
1971	его классической	1	1
1972	только когда	1	1
1973	самым как	1	1
1974	всего следует	1	1
1975	самом общем	1	1
1976	знаки и	1	1
1977	не возникнет	1	1
1978	и полагает	1	1
1979	по мысли	8	1
1980	голосом и	1	1
1981	давно уже	2	1
1982	он лишается	1	1
1983	разговоре с	2	1
1984	в последнем	1	1
1985	два способа	1	1
1986	с еще	1	1
1987	судим по	1	1
1988	она появляется	1	1
1989	не обладают	1	1
1990	них мы	1	1
1991	ни для	1	1
1992	двумя полюсами	1	1
1993	отношении только	1	1
1994	не оказывается	2	1
1995	и стал	2	1
1996	на материале	1	1
1997	в кино	2	1
1998	при всей	5	1
1999	он об	1	1
2000	было не	1	1
2001	для автора	2	1
2002	в противовес	3	1
2003	когда на	1	1
2004	мыслит его	1	1
2005	совершенно новые	1	1
2006	которая представляет	1	1
2007	чем за	1	1
2008	широкий круг	1	1
2009	идентичен с	1	1
2010	бы из	1	1
2011	еще одного	1	1
2012	в не	1	1
2013	и конечным	1	1
2014	особенно важно	1	1
2015	структуру в	1	1
2016	которым в	1	1
2017	некоторых общих	1	1
2018	глава первая	2	1
2019	кризис в	1	1
2020	виду и	1	1
2021	была определена	1	1
2022	внимания к	1	1
2023	ее по	1	1
2024	не вполне	3	1
2025	принадлежащих к	1	1
2026	в окружающей	1	1
2027	как первые	1	1
2028	любое другое	1	1
2029	мы привыкли	1	1
2030	дистанция между	2	1
2031	это существенно	1	1
2032	жизни как	2	1
2033	они лишены	1	1
2034	основу такого	1	1
2035	тем кто	1	1
2036	например когда	1	1
2037	языка как	1	1
2038	уже знаем	1	1
2039	место для	1	1
2040	еще одна	1	1
2041	по контрасту	1	1
2042	на будущее	1	1
2043	их нам	1	1
2044	происходит но	1	1
2045	хотя при	1	1
2046	может отсутствовать	1	1
2047	от другой	1	1
2048	ее внутренняя	1	1
2049	человеческого мышления	1	1
2050	он живет	1	1
2051	с чужой	1	1
2052	и открывает	1	1
2053	в дискуссии	1	1
2054	не представляется	1	1
2055	заглянуть в	1	1
2056	была осознана	1	1
2057	которой только	1	1
2058	в ситуацию	1	1
2059	начало и	3	1
2060	о ней	5	1
2061	того о	2	1
2062	система не	1	1
2063	внутренней жизни	1	1
2064	и коммуникативную	1	1
2065	непосредственное восприятие	1	1
2066	наполнения и	1	1
2067	по преимуществу	1	1
2068	как полагает	1	1
2069	к человеку	1	1
2070	превратное представление	1	1
2071	не рассматривается	1	1
2072	не принадлежит	1	1
2073	оно необходимо	1	1
2074	его рассуждений	1	1
2075	а тот	1	1
2076	получает в	1	1
2077	и оставаться	1	1
2078	начала и	5	1
2079	то у	3	1
2080	есть его	1	1
2081	или трех	1	1
2082	она выявляется	1	1
2083	только со	1	1
2084	к появлению	1	1
2085	совершенно на	1	1
2086	прежде в	1	1
2087	не от	1	1
2088	своей точки	1	1
2089	корнями своими	1	1
2090	в европейской	1	1
2091	наше внимание	1	1
2092	в третьем	4	1
2093	стать таковым	1	1
2094	признаков а	1	1
2095	на разных	1	1
2096	не о	2	1
2097	действительно так	1	1
2098	пределы в	1	1
2099	и гипотетического	1	1
2100	памятью а	1	1
2101	хотя ни	1	1
2102	которой было	1	1
2103	в последние	2	1
2104	явление природы	1	1
2105	составляет его	1	1
2106	уже давно	1	1
2107	ребенку не	1	1
2108	существенным моментом	1	1
2109	мы делаем	1	1
2110	лишь для	1	1
2111	значениями но	1	1
2112	себя мы	1	1
2113	друга дети	1	1
2114	теперь и	2	1
2115	и строго	1	1
2116	и понимание	1	1
2117	текст и	1	1
2118	коммуникации и	1	1
2119	всех видов	1	1
2120	проявляет себя	1	1
2121	нам более	1	1
2122	вошел в	1	1
2123	от себя	1	1
2124	реальным и	1	1
2125	сознания а	1	1
2126	речь о	1	1
2127	не сводится	8	1
2128	как следует	1	1
2129	этом их	1	1
2130	ли это	1	1
2131	говорил о	2	1
2132	собой это	1	1
2133	которой и	1	1
2134	имена собственные	1	1
2135	определенным образом	1	1
2136	состояния и	1	1
2137	с собственной	1	1
2138	природе своей	1	1
2139	и описания	1	1
2140	за столом	2	1
2141	для окружающих	2	1
2142	промежуточной между	1	1
2143	группы в	1	1
2144	только внешняя	1	1
2145	прошлого и	2	1
2146	так называемые	1	1
2147	человека который	2	1
2148	это по	1	1
2149	нашем сознании	2	1
2150	и смысла	1	1
2151	в детстве	3	1
2152	необходимо было	1	1
2153	за ними	3	1
2154	исчезает и	1	1
2155	говорящего и	2	1
2156	историю своего	1	1
2157	о делах	1	1
2158	важно что	1	1
2159	тоже могут	1	1
2160	всякий другой	1	1
2161	несколько иначе	1	1
2162	в нее	2	1
2163	первого и	2	1
2164	наряду со	1	1
2165	представляется невозможным	1	1
2166	у которого	1	1
2167	или меньшей	1	1
2168	одна только	1	1
2169	предполагаем что	1	1
2170	содержание сознания	4	1
2171	бы его	1	1
2172	и смысловую	1	1
2173	т.д при	1	1
2174	которая на	1	1
2175	здесь также	1	1
2176	и направляет	1	1
2177	еды в	1	1
2178	в данный	1	1
2179	сам называет	1	1
2180	вся эта	1	1
2181	сознания так	1	1
2182	такого типа	1	1
2183	чем и	2	1
2184	причем это	1	1
2185	лицо и	2	1
2186	и нельзя	1	1
2187	сливаются в	2	1
2188	на рубеже	2	1
2189	эту тему	1	1
2190	участвующие в	1	1
2191	а более	1	1
2192	на дворе	1	1
2193	почему он	1	1
2194	но одновременно	2	1
2195	наблюдению и	1	1
2196	его мнению	1	1
2197	яркого примера	1	1
2198	и вследствие	1	1
2199	ни единого	1	1
2200	характер есть	1	1
2201	времени когда	1	1
2202	первой в	1	1
2203	же словами	1	1
2204	поэтому же	1	1
2205	частности речь	1	1
2206	зрения или	1	1
2207	сказать с	1	1
2208	такова что	3	1
2209	здесь всегда	1	1
2210	именно оно	1	1
2211	однако что	1	1
2212	для героини	1	1
2213	ни о	3	1
2214	простым и	1	1
2215	иным образом	1	1
2216	за спиной	1	1
2217	не знающего	1	1
2218	так называемый	1	1
2219	двух и	1	1
2220	не растворяется	1	1
2221	не люблю	1	1
2222	за ответом	1	1
2223	сущности в	1	1
2224	которые у	1	1
2225	с женой	1	1
2226	по прихоти	1	1
2227	затем следует	1	1
2228	ее историю	1	1
2229	хотелось бы	1	1
2230	однако чтобы	1	1
2231	предпосылки для	1	1
2232	знака при	1	1
2233	здесь может	1	1
2234	состоит как	1	1
2235	в итоге	4	1
2236	по крайней	1	1
2237	первой главы	2	1
2238	свое внимание	1	1
2239	от первой	2	1
2240	что теперь	1	1
2241	необходимым и	1	1
2242	восприятия а	1	1
2243	первая и	1	1
2244	и видит	1	1
2245	задний план	1	1
2246	не обращая	1	1
2247	от понимания	1	1
2248	общении с	1	1
2249	фактов не	1	1
2250	этой двойственности	1	1
2251	протяжении этого	2	1
2252	связано со	1	1
2253	в непосредственном	1	1
2254	могу и	1	1
2255	легко свести	1	1
2256	но о	1	1
2257	внимания на	1	1
2258	чтобы возник	1	1
2259	части из	1	1
2260	времени и	9	1
2261	подчиняет их	1	1
2262	он есть	1	1
2263	т.п то	1	1
2264	в речевой	1	1
2265	как будет	1	1
2266	только часть	1	1
2267	из наиболее	6	1
2268	психический процесс	1	1
2269	в поле	3	1
2270	не владеет	3	1
2271	своем собственном	1	1
2272	не за	1	1
2273	нам и	1	1
2274	обратимся в	1	1
2275	начинает означать	1	1
2276	то она	1	1
2277	к истинному	1	1
2278	как во	1	1
2279	для взрослых	1	1
2280	говоря об	1	1
2281	т д	1	1
2282	включая в	1	1
2283	как объективно	1	1
2284	не само	1	1
2285	это единственный	1	1
2286	сомнение и	1	1
2287	в едином	2	1
2288	в классической	1	1
2289	его изложения	1	1
2290	для такого	1	1
2291	с толпой	1	1
2292	толстой в	1	1
2293	время пребывания	1	1
2294	человека но	1	1
2295	другими людьми	1	1
2296	более глубокий	1	1
2297	возможность в	1	1
2298	что автор	1	1
2299	мысль то	1	1
2300	как со	1	1
2301	то вторая	1	1
2302	свидетельствует о	4	1
2303	бы свое	1	1
2304	на три	1	1
2305	они суть	1	1
2306	быть самим	1	1
2307	сознании не	1	1
2308	всего разговора	1	1
2309	видел как	1	1
2310	лишь то	1	1
2311	свою главную	1	1
2312	вообще наиболее	1	1
2313	именно тем	1	1
2314	поднимается на	1	1
2315	из особенностей	1	1
2316	и восприятия	1	1
2317	участия в	2	1
2318	со своим	2	1
2319	фразы например	1	1
2320	всего тем	1	1
2321	о ее	1	1
2322	любопытно что	1	1
2323	видим не	1	1
2324	а на	2	1
2325	с детьми	1	1
2326	а о	2	1
2327	впрочем мы	1	1
2328	другой смысл	1	1
2329	указывает и	1	1
2330	и где	1	1
2331	и социальные	1	1
2332	необходимо отличать	1	1
2333	он видел	1	1
2334	за самим	1	1
2335	интерпретации в	1	1
2336	можно по-настоящему	1	1
2337	его слово	1	1
2338	штаны но	1	1
2339	лишний раз	1	1
2340	лишь с	1	1
2341	несомненно это	1	1
2342	так в	4	1
2343	и утверждается	1	1
2344	и опыт	1	1
2345	вернемся к	1	1
2346	по условиям	1	1
2347	чаще в	1	1
2348	их друг	1	1
2349	в особом	1	1
2350	и смысловой	1	1
2351	ему как	1	1
2352	непосредственное наблюдение	1	1
2353	самое замечательное	1	1
2354	и коммуникативной	1	1
2355	остается вне	1	1
2356	выражение и	1	1
2357	жизнь и	1	1
2358	сказать и	1	1
2359	не говоря	1	1
2360	показывает в	1	1
2361	достаточно для	1	1
2362	обычно в	1	1
2363	искать в	1	1
2364	человека в	2	1
2365	на собеседника	1	1
2366	же с	1	1
2367	напомнить что	2	1
2368	предыдущей главе	1	1
2369	построен на	1	1
2370	нашего я	2	1
2371	на свои	1	1
2372	и перенос	1	1
2373	является ли	1	1
2374	вопроса а	1	1
2375	самом первом	2	1
2376	т.п и	2	1
2377	здесь говорит	1	1
2378	знакомства с	1	1
2379	я к	1	1
2380	говоря как	1	1
2381	событий и	1	1
2382	не находит	1	1
2383	радикальным образом	1	1
2384	и детей	1	1
2385	свою историю	1	1
2386	с начальным	1	1
2387	мог оказаться	1	1
2388	не видим	1	1
2389	единство слова	1	1
2390	все отчетливее	1	1
2391	это то	1	1
2392	время они	1	1
2393	стал интересоваться	1	1
2394	первые два	1	1
2395	все та	1	1
2396	и б	1	1
2397	знает и	1	1
2398	в отрыве	1	1
2399	него и	1	1
2400	на уровне	1	1
2401	со своими	3	1
2402	и гибель	1	1
2403	самого толстого	1	1
2404	не центральной	1	1
2405	неотделимый от	1	1
2406	и много	1	1
2407	о каких	1	1
2408	все содержание	1	1
2409	мир это	1	1
2410	обращаться к	1	1
2411	как за	1	1
2412	и сгущаются	1	1
2413	поскольку все	1	1
2414	меня самого	1	1
2415	ситуации не	1	1
2416	свидетельствуют о	1	1
2417	не отделилась	1	1
2418	глазами и	1	1
2419	интереса к	1	1
2420	впоследствии в	2	1
2421	все для	1	1
2422	расчленяет его	1	1
2423	констатирует что	1	1
2424	дело обстоит	1	1
2425	в диалогической	2	1
2426	возможно это	1	1
2427	все было	2	1
2428	ними но	1	1
2429	словами в	1	1
2430	мы переживаем	1	1
