N	2gram	Bakhtin_Pr	VeschiIm
1318	чрезвычайно существенно	1	1
1319	языка в	1	1
1320	могли бы	2	1
1321	я его	1	1
1322	того или	1	1
1323	реагирует на	2	1
1324	полной мере	1	1
1325	целое в	1	1
1326	что же?	1	1
1327	личности в	4	1
1328	стремиться к	1	1
1329	первый план	1	1
1330	быть объяснены	1	1
1331	как ни	1	1
1332	от других	1	1
1333	потому ее	1	1
1334	и глубине	1	1
1335	с самого	1	1
1336	будто бы	1	1
1337	в абстракции	1	1
1338	он ни	2	1
1339	отличие от	4	1
1340	мы увидим	6	1
1341	каких бы	1	1
1342	становится и	1	1
1343	а его	2	1
1344	как действительность	2	1
1345	получили в	1	1
1346	чего нет	1	1
1347	две стороны	1	1
1348	не могу	1	1
1349	оказалось бы	1	1
1350	достаточно чтобы	2	1
1351	людей между	1	1
1352	сад который	1	1
1353	притом конечно	1	1
1354	не дает	3	1
1355	во всей	3	1
1356	и речи	1	1
1357	личности и	1	1
1358	только действительность	1	1
1359	с полным	1	1
1360	вся жизнь	1	1
1361	истину в	1	1
1362	только так	2	1
1363	котором я	1	1
1364	отношение между	2	1
1365	противоречие и	1	1
1366	общения оно	1	1
1367	самосознания и	4	1
1368	в случае	1	1
1369	первое и	1	1
1370	является его	1	1
1371	и самостоятельность	2	1
1372	может понять	1	1
1373	сам для	1	1
1374	было только	1	1
1375	и воспринимать	1	1
1376	и стать	1	1
1377	форма есть	1	1
1378	не существовало	1	1
1379	всеми этими	1	1
1380	два человека	1	1
1381	для их	1	1
1382	такими же	1	1
1383	другим в	1	1
1384	извне как	1	1
1385	идея есть	1	1
1386	существенное для	1	1
1387	не приходится	1	1
1388	я ведь	4	1
1389	все те	3	1
1390	из него	1	1
1391	не могла	1	1
1392	или другого	1	1
1393	и взаимно	1	1
1394	конечно в	2	1
1395	только у	3	1
1396	сознания что	1	1
1397	является одним	1	1
1398	резко отличается	2	1
1399	относится и	2	1
1400	выводы из	1	1
1401	не следует	1	1
1402	в пределах	24	1
1403	бы уже	2	1
1404	словом все	1	1
1405	также не	2	1
1406	мне как	1	1
1407	чтобы их	1	1
1408	но так	2	1
1409	а этот	1	1
1410	слово из	1	1
1411	к которой	1	1
1412	что бы	1	1
1413	может уже	1	1
1414	и всякая	1	1
1415	с человеком	1	1
1416	и каково	1	1
1417	три плана	2	1
1418	входить в	1	1
1419	уже у	1	1
1420	этим он	1	1
1421	идет речь	1	1
1422	от вас	1	1
1423	из своей	1	1
1424	идет о	5	1
1425	или наконец	4	1
1426	жизнь в	2	1
1427	чтобы данная	1	1
1428	как из	1	1
1429	проблемы в	1	1
1430	но чисто	1	1
1431	не учитывает	1	1
1432	почему же	2	1
1433	единое и	1	1
1434	же самое	1	1
1435	и цельное	1	1
1436	так значит	1	1
1437	ведь это	4	1
1438	ту сторону	2	1
1439	вопрос в	1	1
1440	в книге	2	1
1441	явление в	1	1
1442	него и	1	1
1443	форма в	1	1
1444	становления и	1	1
1445	со своими	2	1
1446	зрения его	1	1
1447	во многом	1	1
1448	оно должно	2	1
1449	раза в	1	1
1450	и свойств	1	1
1451	в плане	6	1
1452	и самого	4	1
1453	реальность в	1	1
1454	и глубокое	1	1
1455	но есть	2	1
1456	и каждый	1	1
1457	слово слово	4	1
1458	священных книг	1	1
1459	их к	1	1
1460	могут быть	9	1
1461	в зависимости	5	1
1462	бы он	4	1
1463	одним из	7	1
1464	сам в	1	1
1465	речь и	2	1
1466	с вами	1	1
1467	что может	4	1
1468	остаться с	1	1
1469	подойти к	1	1
1470	это ощущение	1	1
1471	все одинаково	1	1
1472	с идеями	1	1
1473	значение этих	1	1
1474	или иной	1	1
1475	философских теорий	1	1
1476	же в	2	1
1477	никому не	2	1
1478	следовательно к	1	1
1479	нее не	1	1
1480	первой степени	1	1
1481	вовсе еще	1	1
1482	бы оно	2	1
1483	каждый член	1	1
1484	иной раз	1	1
1485	зрения это	1	1
1486	как диалектическое	1	1
1487	особым образом	1	1
1488	ибо в	2	1
1489	себе он	2	1
1490	идея и	1	1
1491	всего на	2	1
1492	в эти	1	1
1493	а как	11	1
1494	который был	1	1
1495	и новые	1	1
1496	это в	2	1
1497	окно есть	1	1
1498	представьте себе	1	1
1499	как совокупность	1	1
1500	в него	6	1
1501	всех этих	2	1
1502	таким же	3	1
1503	выставленные нами	1	1
1504	в один	2	1
1505	от них	3	1
1506	смысле или	1	1
1507	если уж	2	1
1508	не надо	1	1
1509	одного и	1	1
1510	упорно и	1	1
1511	и наконец	7	1
1512	вообще нет	1	1
1513	кажется что	4	1
1514	а без	1	1
1515	его сознания	2	1
1516	быть самым	1	1
1517	и самый	1	1
1518	момент его	2	1
1519	себе а	3	1
1520	других типов	1	1
1521	меня и	1	1
