N	2gram	Vinokur_Vv	Formalny
1303	изучать не	1	1
1304	чтобы этот	1	1
1305	слово не	1	1
1306	может оказаться	3	1
1307	целом но	1	1
1308	значит не	1	1
1309	для объяснения	2	1
1310	или иную	1	1
1311	себе не	1	1
1312	внутреннее противоречие	1	1
1313	то только	1	1
1314	в хорошем	1	1
1315	нельзя считать	1	1
1316	у него	1	1
1317	работы и	1	1
1318	себе путь	1	1
1319	бы только	1	1
1320	с исторической	1	1
1321	от подлинно	1	1
1322	мысли автора	1	1
1323	исследовании на	1	1
1324	читателя так	1	1
1325	том отношении	3	1
1326	и исследования	1	1
1327	что история	6	1
1328	в пылу	1	1
1329	которое в	2	1
1330	принципа в	1	1
1331	области как	1	1
1332	на элемент	1	1
1333	образом мы	1	1
1334	всем что	1	1
1335	в совокупности	2	1
1336	и всего	2	1
1337	приходится с	1	1
1338	дан нам	1	1
1339	точном смысле	1	1
1340	действительности к	2	1
1341	для исследователя	1	1
1342	времени как	1	1
1343	я и	1	1
1344	этого можно	1	1
1345	теми или	1	1
1346	них это	1	1
1347	не вытекает	1	1
1348	встречается в	1	1
1349	рядом с	2	1
1350	чем иным	1	1
1351	сообщение о	1	1
1352	во главе	1	1
1353	образом для	1	1
1354	именно этого	1	1
1355	языка которая	1	1
1356	именно эту	1	1
1357	но сущность	1	1
1358	искусства а	1	1
1359	о которых	2	1
1360	больше всего	1	1
1361	в свете	1	1
1362	что наука	1	1
1363	в существенном	2	1
1364	себе и	2	1
1365	языке не	1	1
1366	за другой	1	1
1367	во-первых с	1	1
1368	и у	1	1
1369	что их	1	1
1370	возможна то	1	1
1371	не иначе	2	1
1372	стать предметом	1	1
1373	нельзя не	6	1
1374	литературного явления	2	1
1375	собственно в	1	1
1376	какого рода	1	1
1377	понятными и	1	1
1378	к речи	1	1
1379	этих понятий	2	1
1380	при полной	1	1
1381	к конкретной	1	1
1382	что даже	3	1
1383	значительное место	1	1
1384	к слову	1	1
1385	что нет	2	1
1386	нельзя найти	1	1
1387	в руки	6	1
1388	если не	1	1
1389	второй же	1	1
1390	чтобы говорить	1	1
1391	л в	1	1
1392	д таким	1	1
1393	но тогда	1	1
1394	в и	4	1
1395	или данная	1	1
1396	второго рода	1	1
1397	которые и	1	1
1398	не принадлежит	1	1
1399	вмещается в	1	1
1400	и разновидности	1	1
1401	языка для	1	1
1402	самой материи	1	1
1403	отдельные науки	1	1
1404	и стилистические	1	1
1405	хотя в	2	1
1406	сюда относятся	1	1
1407	чем больше	2	1
1408	и искусство	1	1
1409	не заметили	1	1
1410	посвященных изучению	1	1
1411	из двух	4	1
1412	в остальных	1	1
1413	уже потому	1	1
1414	содержание но	1	1
1415	и создавать	1	1
1416	доказывать что	2	1
1417	и затем	1	1
1418	в историческом	1	1
1419	это может	2	1
1420	содержание этого	1	1
1421	содержания этого	1	1
1422	эту формулу	1	1
1423	которая существует	2	1
1424	с ней	2	1
1425	мы здесь	1	1
1426	не раз	1	1
1427	того кто	1	1
1428	дает ей	1	1
1429	или меньшей	3	1
1430	так называемого	1	1
1431	истории не	2	1
1432	в совершенстве	1	1
1433	своим содержанием	1	1
1434	всякого исторического	1	1
1435	языка будет	1	1
1436	отношении что	3	1
1437	и никогда	1	1
1438	оно имеет	1	1
1439	он встречается	1	1
1440	не входят	1	1
1441	условия для	1	1
1442	существует то	1	1
1443	подчеркнуть этим	1	1
1444	которое мы	1	1
1445	истории русской	1	1
1446	был в	2	1
1447	у разных	1	1
1448	теми же	1	1
1449	явлений у	1	1
1450	образом в	1	1
1451	другой не	1	1
1452	значило бы	1	1
1453	в технике	1	1
1454	чаще всего	2	1
1455	те кто	2	1
1456	его к	2	1
1457	была поддержана	1	1
1458	есть ли	1	1
1459	можно с	1	1
1460	гораздо более	3	1
1461	меньшей степени	1	1
1462	конкретном историческом	1	1
1463	одного и	2	1
1464	познания в	1	1
1465	в подлинном	2	1
1466	речи об	1	1
1467	эту задачу	1	1
1468	не выдерживает	1	1
1469	одном отношении	1	1
1470	своего рода	3	1
1471	было на	1	1
1472	не мешает	1	1
1473	есть однако	1	1
1474	с полной	2	1
1475	того практического	1	1
1476	одном месте	1	1
1477	утверждать что	1	1
1478	на деле	1	1
1479	всего того	3	1
1480	и стало	1	1
1481	и будет	1	1
1482	а потому	5	1
1483	к лицу	1	1
1484	широком понимании	1	1
1485	за ним	1	1
1486	филологией и	11	1
1487	известно что	1	1
1488	сторона работы	1	1
1489	им как	1	1
1490	в специальном	1	1
1491	своего собственного	1	1
1492	широком и	1	1
1493	которые он	1	1
1494	из таких	2	1
1495	данного народа	3	1
1496	опираться на	1	1
1497	непонятно почему	1	1
1498	гнездо в	1	1
1499	дан в	1	1
1500	целого ряда	1	1
1501	нашего времени	2	1
1502	из которых	3	1
1503	хх вв	1	1
1504	истории в	2	1
1505	образом совершенно	1	1
1506	в область	1	1
1507	интерес к	1	1
1508	разного рода	1	1
1509	он умеет	1	1
1510	и творчества	2	1
1511	науки и	5	1
1512	критики и	2	1
1513	самого по	1	1
1514	каждом своем	1	1
1515	ее изучения	1	1
1516	под этим	1	1
1517	в гораздо	1	1
1518	не образуют	1	1
1519	потребность в	1	1
1520	психологии и	1	1
1521	текста и	3	1
1522	есть проблема	1	1
1523	которых и	1	1
1524	моментов но	1	1
1525	как чего-то	1	1
1526	что у	1	1
1527	на данный	1	1
1528	методологии истории	1	1
1529	его исследования	1	1
1530	в составе	1	1
1531	виде как	1	1
1532	сторонам действительности	1	1
1533	и методов	1	1
1534	критикой и	2	1
1535	к таким	2	1
1536	легче и	1	1
1537	как момент	1	1
1538	и такая	1	1
1539	уже совсем	2	1
1540	возможности и	1	1
1541	меньшей мере	2	1
1542	состоит из	1	1
1543	научного исследования	4	1
1544	человека на	1	1
1545	словесного искусства	1	1
1546	этим в	3	1
1547	что таким	1	1
1548	речь в	4	1
1549	приходится не	1	1
1550	как наука	2	1
1551	по различным	1	1
1552	хорошем смысле	1	1
1553	своего предмета	2	1
1554	этой области	3	1
1555	о котором	8	1
1556	если можно	1	1
1557	сравнению с	4	1
1558	язык это	1	1
1559	которая сама	1	1
1560	в итоге	1	1
1561	нельзя изучать	1	1
1562	к стилю	1	1
1563	но вместе	2	1
1564	знает что	1	1
1565	которая не	1	1
1566	даже того	1	1
1567	по крайней	4	1
1568	что из	1	1
1569	бы нас	1	1
1570	о единстве	1	1
1571	непосредственно и	1	1
1572	слова для	1	1
1573	этого своей	1	1
1574	методе и	1	1
1575	большей или	3	1
1576	этому поводу	3	1
1577	к нашему	1	1
1578	не видеть	1	1
1579	гораздо большей	1	1
1580	во-вторых с	1	1
1581	спрашивается как	1	1
1582	бы с	2	1
1583	в положении	1	1
1584	как целое	3	1
1585	словом а	1	1
1586	с каким-нибудь	1	1
1587	поскольку это	1	1
1588	обширную область	1	1
1589	его содержания	1	1
1590	и литературы	2	1
1591	задний план	2	1
1592	на той	1	1
1593	языка могут	1	1
1594	но здесь	1	1
1595	мы его	1	1
1596	случае дело	2	1
1597	по сравнению	4	1
1598	быть не	1	1
1599	можно различить	1	1
1600	них как	1	1
1601	а через	1	1
1602	действительности дело	1	1
1603	тех пор	1	1
1604	не сам	1	1
1605	из которой	2	1
1606	наукой и	2	1
1607	литературы язык	1	1
1608	области филологии	1	1
1609	воплощается в	1	1
1610	с литературой	1	1
1611	что также	1	1
1612	не задает	1	1
1613	стоять на	1	1
1614	своей практической	1	1
1615	эти связи	1	1
1616	к делу	4	1
1617	и замкнутого	1	1
1618	литературы или	1	1
1619	более молодых	1	1
1620	тот факт	1	1
1621	образом по	2	1
1622	он есть	1	1
1623	известная система	1	1
1624	тогда как	2	1
1625	в обоих	2	1
1626	и наоборот	3	1
1627	поэтика и	1	1
1628	наука не	2	1
1629	как будет	2	1
1630	автора в	1	1
1631	изучение этого	1	1
1632	и основной	1	1
1633	чем с	1	1
1634	в дальнейшей	1	1
1635	два различных	1	1
1636	потом в	1	1
1637	важное для	1	1
1638	к науке	1	1
1639	впервые в	1	1
1640	она может	1	1
1641	же язык	1	1
1642	речи в	1	1
1643	был быть	1	1
1644	мог бы	2	1
1645	общего характера	1	1
1646	имеет своим	1	1
1647	язык но	2	1
1648	материал мы	1	1
1649	и глубокого	1	1
1650	историческая действительность	1	1
1651	через которую	1	1
1652	котором мы	1	1
1653	бы сказать	1	1
1654	истории искусств	2	1
1655	данного языка	1	1
1656	своего содержания	2	1
1657	необходимых условий	1	1
1658	по меньшей	2	1
1659	понять что	3	1
1660	наук и	4	1
1661	или система	1	1
1662	культуры как	6	1
1663	между наукой	2	1
1664	идей и	1	1
1665	только слово	1	1
1666	что литературное	1	1
1667	только о	2	1
1668	первоначально нужно	1	1
1669	понять и	1	1
1670	обратиться к	1	1
1671	стороны действительности	1	1
1672	воззрения на	2	1
1673	проявлялось в	1	1
1674	которого он	1	1
1675	от простого	1	1
1676	дает нам	1	1
1677	этот термин	1	1
1678	но на	1	1
1679	как об	9	1
1680	положение что	1	1
1681	степени в	1	1
1682	то увидим	1	1
1683	может не	1	1
1684	к овладению	1	1
1685	уже создано	1	1
1686	того как	3	1
1687	для друга	1	1
1688	из основных	1	1
1689	е все	1	1
1690	оно будет	1	1
1691	к отношению	1	1
1692	еще и	4	1
1693	которых он	1	1
1694	должно изучать	1	1
1695	между филологией	10	1
1696	а это	1	1
1697	как музыка	1	1
1698	и независимого	1	1
1699	что так	1	1
1700	в общих	1	1
1701	что с	3	1
1702	какие именно	1	1
1703	буквой и	1	1
1704	или выражения	1	1
1705	их произведений	1	1
1706	видеть в	1	1
1707	и всегда	1	1
1708	в каком-нибудь	1	1
1709	многое в	1	1
1710	примеров такого	1	1
1711	на которой	1	1
1712	лицом к	1	1
1713	с техникой	1	1
1714	нужно знать	2	1
1715	между языком	2	1
1716	превратиться в	1	1
1717	слова а	1	1
1718	видеть действительность	1	1
1719	них и	2	1
1720	различия между	1	1
1721	быть вполне	1	1
1722	это искусство	3	1
1723	и истолкованием	1	1
1724	двоякого рода	2	1
1725	в сыром	1	1
1726	г и	1	1
1727	себе что	3	1
1728	более точного	1	1
1729	просто как	1	1
1730	этого не	2	1
1731	что к	2	1
1732	без остатка	2	1
1733	а также	3	1
1734	существует как	1	1
1735	самые разнообразные	1	1
1736	слова но	1	1
1737	языка вообще	1	1
1738	иного рода	1	1
1739	не больше	1	1
1740	это еще	2	1
1741	нужно только	1	1
1742	которые одновременно	1	1
1743	одного а	1	1
1744	что сами	1	1
1745	самый материал	1	1
1746	чтобы быть	1	1
1747	мы скорее	1	1
1748	внимание в	1	1
1749	можно считать	2	1
1750	поэтому от	1	1
1751	ее месте	1	1
1752	в стороне	1	1
1753	случае не	2	1
1754	какой они	1	1
1755	при том	5	1
1756	и совсем	1	1
1757	с той	1	1
1758	и последующих	1	1
1759	цель и	1	1
1760	е не	2	1
1761	если и	1	1
1762	есть в	1	1
1763	литературы историей	1	1
1764	с рядом	1	1
1765	науки в	6	1
1766	по своему	5	1
1767	без этого	1	1
1768	основываясь на	1	1
1769	и историей	6	1
1770	об особом	2	1
1771	и художественного	1	1
1772	оттолкнуться от	1	1
1773	для которого	1	1
1774	оно определено	1	1
1775	об этом	6	1
1776	путь к	1	1
1777	говорит об	1	1
1778	язык или	1	1
1779	целого и	2	1
1780	а так	2	1
1781	увидим далее	1	1
1782	и вообще	3	1
1783	руки и	1	1
1784	совершенно ясно	1	1
1785	с одинаковым	1	1
1786	ему не	1	1
1787	на них	1	1
1788	поскольку она	1	1
1789	своеобразными явлениями	1	1
1790	немецкий английский	1	1
1791	предполагает ту	1	1
1792	в г	5	1
1793	применении этого	1	1
1794	это конечно	1	1
1795	на твердую	2	1
1796	это единство?	1	1
1797	до тех	1	1
1798	существенное в	1	1
1799	но невозможно	1	1
1800	и всеми	1	1
1801	как же	1	1
1802	на задний	2	1
1803	относящихся к	4	1
1804	тех общих	1	1
1805	до бесконечности	1	1
1806	для которых	3	1
1807	в самых	1	1
1808	схему так	1	1
1809	памятники в	1	1
1810	другими словами	1	1
1811	анализа и	1	1
1812	связь и	1	1
1813	так называемой	3	1
1814	еще сильнее	1	1
1815	на дело	3	1
1816	надо было	2	1
1817	также и	20	1
1818	в течение	5	1
1819	той существенной	1	1
1820	случайности в	1	1
1821	языку и	1	1
1822	искусств и	1	1
1823	обстоятельства что	1	1
1824	просто не	1	1
1825	когда язык	1	1
1826	твердую почву	1	1
1827	нужна для	1	1
1828	с языком	1	1
1829	что совершенно	1	1
1830	истории а	1	1
1831	слова было	1	1
1832	связана с	4	1
1833	идет уже	1	1
1834	как таковые	1	1
1835	могли не	1	1
1836	совсем иным	1	1
1837	если такая	1	1
1838	есть и	5	1
1839	е то	1	1
1840	совершенно невозможно	1	1
1841	взглядах на	1	1
1842	искусством и	1	1
1843	к данному	1	1
1844	частности в	1	1
1845	языка поэтому	1	1
1846	от истории	4	1
1847	в начале	3	1
1848	русского языка	1	1
1849	факт что	2	1
1850	как явление	2	1
1851	этих случаях	2	1
1852	с понятием	3	1
1853	вывод этот	1	1
1854	этот имеет	1	1
1855	и часто	1	1
1856	его отношение	1	1
1857	идет речь	3	1
1858	еще на	1	1
1859	чем сложнее	1	1
1860	была уже	1	1
1861	свою роль	1	1
1862	всего то	3	1
1863	могло быть	1	1
1864	и латинский	2	1
1865	составляет его	2	1
1866	всех его	1	1
1867	принципах и	1	1
1868	вообще все	1	1
1869	чем говорится	3	1
1870	точного определения	1	1
1871	следует только	1	1
1872	и явились	1	1
1873	содержанием и	1	1
1874	рассказа в	1	1
1875	однако история	1	1
1876	не получается	1	1
1877	сторон в	1	1
1878	языке мы	1	1
1879	построение из	1	1
1880	такой материал	1	1
1881	это потребность	1	1
1882	имеет еще	1	1
1883	связи между	4	1
1884	традиция то	1	1
1885	действительно не	1	1
1886	на рубеже	2	1
1887	и нашей	1	1
1888	бытия и	1	1
1889	которого как	1	1
1890	науки как	1	1
1891	как часто	1	1
1892	из необходимых	1	1
1893	составляет содержание	1	1
1894	историей все	1	1
1895	своему материалу	1	1
1896	и новые	1	1
1897	исторических условиях	1	1
1898	быть названы	2	1
1899	что иное	5	1
1900	могут дать	1	1
1901	о методе	1	1
1902	соглашаться с	1	1
1903	культуры или	1	1
1904	ее задач	1	1
1905	гуманитарные науки	1	1
1906	его современников	1	1
1907	понимает под	1	1
1908	с соответствующими	2	1
1909	можно указать	1	1
1910	иное как	6	1
1911	языков но	1	1
1912	этом необходимо	1	1
