N	2gram	Losev_Dial	Narrotol
1319	видим не	1	1
1320	даже самая	1	1
1321	на небо	2	1
1322	что ни	1	1
1323	зависеть от	1	1
1324	от друга	1	1
1325	что является	1	1
1326	шла речь	1	1
1327	что к	1	1
1328	и бесконечно	1	1
1329	и где	2	1
1330	не природа	1	1
1331	об этих	1	1
1332	и которая	1	1
1333	и холодных	1	1
1334	опыта и	1	1
1335	как нечто	2	1
1336	на тему	1	1
1337	только два	1	1
1338	очень много	3	1
1339	случае не	4	1
1340	мира а	1	1
1341	и без	4	1
1342	нас к	2	1
1343	которым не	2	1
1344	по смыслу	2	1
1345	возможно и	1	1
1346	говорят о	2	1
1347	несомненно это	1	1
1348	при таком	2	1
1349	далеко еще	1	1
1350	есть только	13	1
1351	однако это	2	1
1352	совершенно новых	1	1
1353	и я	3	1
1354	в такой	1	1
1355	на всем	1	1
1356	личности не	1	1
1357	по условиям	1	1
1358	в новом	1	1
1359	нисколько не	4	1
1360	и оно	1	1
1361	на его	1	1
1362	которая бы	1	1
1363	ничего нельзя	3	1
1364	а так	1	1
1365	как результат	2	1
1366	ее жизнь	1	1
1367	бы это	3	1
1368	миф но	1	1
1369	не нуждаются	1	1
1370	жизнь и	9	1
1371	свобода и	1	1
1372	на свете	8	1
1373	вопрос не	1	1
1374	в юности	1	1
1375	которая как	1	1
1376	не говоря	6	1
1377	поскольку она	1	1
1378	еще до	1	1
1379	непрерывно и	2	1
1380	и тех	2	1
1381	бытия как	1	1
1382	слова однако	1	1
1383	евангельской истории	1	1
1384	реальности как	1	1
1385	нечто существующее	11	1
1386	с самого	1	1
1387	выше и	2	1
1388	многих его	1	1
1389	смысловую структуру	1	1
1390	на свои	3	1
1391	гласит что	2	1
1392	жизни для	1	1
1393	бы от	1	1
1394	знание а	3	1
1395	другими словами	8	1
1396	ни один	2	1
1397	значимость его	1	1
1398	а из	3	1
1399	глубину как	1	1
1400	и ничто	2	1
1401	в противоположность	3	1
1402	вопрос как	1	1
1403	в лесу	1	1
1404	ведь и	3	1
1405	просто не	1	1
1406	мы должны	1	1
1407	на другое	5	1
1408	включают в	1	1
1409	в искусстве	1	1
1410	я вас	1	1
1411	но она	4	1
1412	все не	1	1
1413	и их	1	1
1414	не допускающем	1	1
1415	предполагает весьма	1	1
1416	но даже	4	1
1417	всего его	1	1
1418	свою историю	2	1
1419	что данный	2	1
1420	не видим	2	1
1421	оказывается что	5	1
1422	кто не	1	1
1423	только благодаря	1	1
1424	в нашей	1	1
1425	функции могут	1	1
1426	жизнь есть	1	1
1427	на людей	1	1
1428	уже видели	1	1
1429	и времени	2	1
1430	пространство в	1	1
1431	только то	2	1
1432	какая это	1	1
1433	фактов из	1	1
1434	с кем	1	1
1435	или как	3	1
1436	как то	1	1
1437	в самостоятельный	1	1
1438	хочется чтобы	1	1
1439	и время	1	1
1440	что можно	2	1
1441	знания не	1	1
1442	но совершенно	2	1
1443	по всей	1	1
1444	самой своей	1	1
1445	место не	1	1
1446	крайней мере	10	1
1447	для такого	2	1
1448	отличаться от	2	1
1449	на других	1	1
1450	самую возможность	1	1
1451	и вопреки	1	1
1452	оно живет	1	1
1453	же можно	2	1
1454	в голову	1	1
1455	мифа в	3	1
1456	не претендует	1	1
1457	в одинаковой	3	1
1458	происходит в	1	1
1459	все еще	2	1
1460	просто и	1	1
1461	можно свести	1	1
1462	же может	1	1
1463	небе и	1	1
1464	является ли	1	1
1465	тогда было	1	1
1466	надо было	4	1
1467	может и	3	1
1468	для этого	3	1
1469	виду что	2	1
1470	о чуде	8	1
1471	именно это	2	1
1472	а я	3	1
1473	и совершенно	2	1
1474	когда прошлое	1	1
1475	этой границы	1	1
1476	в лице	1	1
1477	само по	8	1
1478	есть не	11	1
1479	говорит не	1	1
1480	возможна только	2	1
1481	себе а	2	1
1482	он существует	1	1
