N	2gram	Propp_Isto	RusskieA
1296	днем они	1	1
1297	возникает представление	1	1
1298	было широко	1	1
1299	подробнее в	1	1
1300	дело представляется	1	1
1301	в пруд	2	1
1302	на путь	1	1
1303	вопрос почему	1	1
1304	из мифа	1	1
1305	получить хороший	1	1
1306	на третий	1	1
1307	производится под	1	1
1308	к сожалению	1	1
1309	указывает что	1	1
1310	время как	3	1
1311	прибавить что	2	1
1312	есть та	1	1
1313	не есть	1	1
1314	рассмотрены ниже	1	1
1315	сказывается и	2	1
1316	даже не	2	1
1317	животное или	1	1
1318	дерево в	1	1
1319	трупы зашивались	1	1
1320	водой и	1	1
1321	менее ясна	1	1
1322	и характер	1	1
1323	вырывают из	1	1
1324	связь образа	1	1
1325	не представляет	2	1
1326	кругу явлений	1	1
1327	два мира	1	1
1328	и жизнь	1	1
1329	и плясок	1	1
1330	связь этого	1	1
1331	где уже	3	1
1332	нам также	1	1
1333	девушке и	1	1
1334	себе и	2	1
1335	вне связи	1	1
1336	материалы показывают	5	1
1337	его значение	1	1
1338	предположение подтверждается	1	1
1339	и представляли	1	1
1340	держит в	2	1
1341	то эти	1	1
1342	день на	1	1
1343	вопроса о	1	1
1344	а потом	3	1
1345	вошла в	1	1
1346	сказки а	1	1
1347	остается в	1	1
1348	вверх и	1	1
1349	дереве то	1	1
1350	привязывают к	1	1
1351	смысл и	1	1
1352	его убивают	1	1
1353	но некоторые	1	1
1354	же все	1	1
1355	вошел в	2	1
1356	д с	1	1
1357	ему в	3	1
1358	центральный момент	1	1
1359	я тебе	1	1
1360	предполагает что	1	1
1361	обилие на	1	1
1362	одну сторону	1	1
1363	несомненно более	2	1
1364	до нас	1	1
1365	очень часто	4	1
1366	и плодородия	1	1
1367	все остальные	1	1
1368	там он	2	1
1369	культ мертвых	1	1
1370	смерть от	1	1
1371	другим более	1	1
1372	боги боги	1	1
1373	это объясняет	5	1
1374	иного характера	1	1
1375	которые и	1	1
1376	объяснить эту	1	1
1377	были на	1	1
1378	сторону в	1	1
1379	уже к	1	1
1380	откуда идет	1	1
1381	же когда	1	1
1382	так называемые	1	1
1383	земли на	1	1
1384	этот все	1	1
1385	и чтобы	1	1
1386	в случае	1	1
1387	эту связь	4	1
1388	не будет	1	1
1389	здесь на	1	1
1390	воды на	1	1
1391	на нем	3	1
1392	довольно точно	1	1
1393	должны быть	2	1
1394	другим в	1	1
1395	всех других	1	1
1396	один раз	2	1
1397	и просят	1	1
1398	почти всегда	1	1
1399	видели также	1	1
1400	имеет много	1	1
1401	и хотя	4	1
1402	без этих	1	1
1403	магический характер	2	1
1404	по своей	1	1
1405	не касается	1	1
1406	в нее	7	1
1407	сослаться на	1	1
1408	не путем	1	1
1409	этот огонь	2	1
1410	как один	1	1
1411	в которое	1	1
1412	их знали	1	1
1413	на уже	1	1
1414	объяснит нам	1	1
1415	античности к	1	1
1416	к первому	1	1
1417	он в	3	1
1418	мужчин и	1	1
1419	и целые	1	1
1420	однако в	2	1
1421	что во	2	1
1422	сделанной из	1	1
1423	найти в	2	1
1424	в земледельческой	1	1
1425	человеческом облике	1	1
1426	приводят к	3	1
1427	она живет	1	1
1428	иногда это	3	1
1429	них не	2	1
1430	с умершим	1	1
1431	и почему	1	1
1432	с крыши	1	1
1433	это для	2	1
1434	и есть	3	1
1435	у разных	1	1
1436	с которым	3	1
1437	в баню	1	1
1438	ей не	1	1
1439	получает свою	1	1
1440	представление об	5	1
1441	для людей	1	1
1442	заключению что	5	1
1443	бы ни	1	1
1444	происходит при	1	1
1445	его смерти	1	1
1446	если откинуть	1	1
1447	имеет свою	1	1
1448	каждого из	1	1
1449	спрашивает у	1	1
1450	и земледелия	1	1
1451	еще одно	1	1
1452	пришел к	1	1
1453	в специальных	1	1
1454	что над	3	1
1455	другой более	1	1
1456	можно только	1	1
1457	кладутся под	1	1
1458	наиболее древнее	1	1
1459	и бессмертие	1	1
1460	трудно сказать	1	1
1461	круга представлений	1	1
1462	это неверно	2	1
1463	с полной	1	1
1464	том чем	1	1
1465	можно проследить	4	1
1466	волшебным образом	1	1
1467	земле а	1	1
1468	и стало	1	1
1469	что еда	1	1
1470	во втором	1	1
1471	образом и	1	1
1472	когда уже	2	1
1473	черты его	1	1
1474	он уже	1	1
1475	его нет	1	1
1476	такова картина	1	1
1477	к воде	3	1
1478	как одна	1	1
1479	в городе	2	1
1480	сообщают что	1	1
1481	и сопоставить	1	1
1482	якобы не	1	1
1483	как показал	3	1
1484	переходит в	1	1
1485	почти не	1	1
1486	этот миф	1	1
1487	античности и	2	1
1488	должна быть	3	1
1489	был бы	1	1
1490	эти случаи	3	1
1491	оно было	1	1
1492	говорит а	1	1
1493	образа и	1	1
1494	впрочем в	1	1
1495	мы получаем	1	1
1496	говорит и	1	1
1497	животным в	1	1
1498	сюда относится	1	1
1499	оставляют в	1	1
1500	должны иметь	1	1
1501	года он	1	1
1502	он что	1	1
1503	никак не	1	1
1504	землей и	1	1
1505	сам по	1	1
1506	объясняются и	1	1
1507	здесь он	2	1
1508	и этого	1	1
1509	он на	2	1
1510	времени когда	1	1
1511	что сам	1	1
1512	становится ясной	1	1
1513	живя в	1	1
1514	показывают как	2	1
1515	несколько человек	1	1
1516	ни в	2	1
1517	в огне	1	1
1518	они на	1	1
1519	это дерево	1	1
1520	и наш	1	1
1521	богов с	1	1
1522	случаи показывают	2	1
1523	и вновь	4	1
1524	или другого	3	1
1525	него нет	1	1
1526	за это	3	1
1527	не могут	2	1
1528	и вызывает	1	1
1529	нас от	1	1
1530	умершего в	5	1
1531	один человек	2	1
1532	дом и	1	1
1533	их происхождения	1	1
1534	теперь на	1	1
1535	умершим в	1	1
1536	если не	4	1
1537	е тот	1	1
1538	подымается из	1	1
1539	более древних	1	1
1540	до этого	3	1
1541	труда а	1	1
1542	и изобилие	1	1
1543	обряд иногда	1	1
1544	особый интерес	1	1
1545	один вид	1	1
1546	на гору	5	1
1547	мы остановимся	1	1
1548	от воды	1	1
1549	женится на	2	1
1550	за волосы	1	1
1551	изображения птиц	1	1
1552	превращаются в	2	1
1553	на месте	1	1
1554	или наоборот	1	1
1555	далее следует	1	1
1556	теснейшим образом	1	1
1557	в царстве	2	1
1558	к которым	4	1
1559	мертвых нельзя	1	1
1560	обряда не	2	1
1561	как о	1	1
1562	эти сведения	1	1
1563	при более	1	1
1564	меньшей мере	1	1
1565	более древняя	1	1
1566	так еще	1	1
1567	каким-то образом	1	1
1568	в современной	1	1
1569	состоит из	4	1
1570	сообщает следующее	1	1
1571	фигурируют в	2	1
1572	вод и	2	1
1573	наблюдать что	3	1
1574	на коне	2	1
1575	совершенно естественно	1	1
1576	нас интересует	1	1
1577	другая более	1	1
1578	здесь еще	5	1
1579	есть на	2	1
1580	представляется иначе	1	1
1581	первоначальный смысл	2	1
1582	ли он	2	1
1583	можно найти	4	1
1584	о котором	1	1
1585	работ в	1	1
1586	в иное	9	1
1587	попытки объяснения	1	1
1588	что умершие	1	1
1589	зависимости от	1	1
1590	водяной стихии	1	1
1591	из которого	1	1
1592	них по	1	1
1593	со стороны	6	1
1594	знает что	1	1
1595	на берегу	7	1
1596	вода не	1	1
1597	во сне	5	1
1598	них же	1	1
1599	здесь нет	3	1
1600	мы однако	1	1
1601	нам из	1	1
1602	жена и	1	1
1603	то здесь	4	1
1604	из сказки	1	1
1605	в своего	1	1
1606	являются причиной	1	1
1607	человека и	2	1
1608	описываются в	1	1
1609	тому кто	1	1
1610	который он	1	1
1611	дальнейшее развитие	1	1
1612	к представлению	1	1
1613	из круга	1	1
1614	еще и	2	1
1615	ни на	1	1
1616	материалов но	1	1
1617	падает на	1	1
1618	соответствует действительности	1	1
1619	рассмотренная нами	1	1
1620	сливается с	2	1
1621	него он	1	1
1622	что мы	4	1
1623	в греческой	1	1
1624	видим что	5	1
1625	в очень	2	1
1626	тех же	2	1
1627	одной женщины	1	1
1628	существовал в	1	1
1629	и встречается	1	1
1630	место это	1	1
1631	чем говорилось	1	1
1632	обилия и	1	1
1633	такой случай	1	1
1634	представление что	4	1
1635	в роли	4	1
1636	на той	2	1
1637	в центральной	1	1
1638	но здесь	1	1
1639	зашивались в	1	1
1640	на том	5	1
1641	наконец в	1	1
1642	в город	1	1
1643	один это	1	1
1644	было способствовать	1	1
1645	это только	2	1
1646	можно усмотреть	1	1
1647	только способность	1	1
1648	эта картина	1	1
1649	внимание на	1	1
1650	означает смерть	2	1
1651	как живой	1	1
1652	в северо-западной	1	1
1653	только один	3	1
1654	что куклу	1	1
1655	находящихся в	2	1
1656	две части	1	1
1657	говорят что	1	1
1658	иначе мы	2	1
1659	иной мир	11	1
1660	которую он	1	1
1661	животным на	2	1
1662	или один	1	1
1663	не потому	5	1
1664	с молитвой	1	1
1665	у других	1	1
1666	вслед за	1	1
1667	так постепенно	1	1
1668	большей частью	3	1
1669	возвращается домой	1	1
1670	только тем	2	1
1671	и целый	2	1
1672	воду чтобы	2	1
1673	что птицы	1	1
1674	в истории	7	1
1675	и находит	1	1
1676	не без	1	1
1677	урожай или	1	1
1678	при помощи	11	1
1679	знаем что	10	1
1680	в каком	1	1
1681	еще один	3	1
1682	чем дать	1	1
1683	очень распространены	1	1
1684	подошел к	1	1
1685	затем уже	1	1
1686	знаем из	1	1
1687	на более	2	1
1688	подтверждается материалами	1	1
1689	в описании	1	1
1690	в точности	1	1
1691	без всякого	1	1
1692	но который	1	1
1693	вторичное образование	1	1
1694	этого нет	1	1
1695	указывают на	2	1
1696	ее не	3	1
1697	в тексте	1	1
1698	тем же	1	1
1699	таких случаев	2	1
1700	и служит	1	1
1701	мог бы	2	1
1702	особой разницы	1	1
1703	в самую	2	1
1704	одной из	3	1
1705	оно дает	1	1
1706	на новое	1	1
1707	творчества а	1	1
1708	при обряде	4	1
1709	и раньше	2	1
1710	рассмотрена выше	1	1
1711	есть царство	2	1
1712	ночью в	1	1
1713	ли можно	1	1
1714	ясно но	1	1
1715	и народ	1	1
1716	в чужую	2	1
1717	в сознании	1	1
1718	он может	4	1
1719	в немецкой	3	1
1720	ясно в	2	1
1721	эти желания	1	1
1722	не названа	1	1
1723	здесь и	2	1
1724	свою силу	1	1
1725	характер этих	1	1
1726	его эта	1	1
1727	над землей	1	1
1728	существо не	1	1
1729	огонь в	2	1
1730	стадия особенно	1	1
1731	или другое	3	1
1732	пришли на	1	1
1733	только потому	1	1
1734	же он	2	1
1735	мы еще	2	1
1736	только о	1	1
1737	свадьбу с	1	1
1738	ниже когда	1	1
1739	в животном	2	1
1740	с каким	1	1
1741	обратиться к	1	1
1742	смерти как	1	1
1743	выше о	1	1
1744	этому месту	1	1
1745	связан с	7	1
1746	фольклоре не	1	1
1747	козел и	1	1
1748	то они	1	1
1749	в обряд	1	1
1750	вид для	1	1
1751	на воду	2	1
1752	высказать предположение	1	1
1753	мог быть	1	1
1754	этот комплекс	1	1
1755	многих других	1	1
1756	основе своей	1	1
1757	души надо	1	1
1758	горы и	2	1
1759	на реку	1	1
1760	свидетельствует о	1	1
1761	тридевять земель	4	1
1762	зависит от	4	1
1763	случаев когда	1	1
1764	можно в	2	1
1765	которые приводят	1	1
1766	обе эти	1	1
1767	и оставляли	1	1
1768	принимает форму	1	1
1769	одна и	2	1
1770	одежду из	1	1
1771	народов как	1	1
1772	она его	1	1
1773	солнечного бога	1	1
1774	бы на	1	1
1775	будет рассмотрено	1	1
1776	легко заметить	1	1
1777	а это	1	1
1778	всегда был	1	1
1779	сено и	1	1
1780	обратно и	1	1
1781	прямо в	1	1
1782	этом он	2	1
1783	что так	1	1
1784	в литературе	1	1
1785	о нем	3	1
1786	мало того	1	1
1787	нее как	1	1
1788	на дереве	3	1
1789	как представление	1	1
1790	чтобы ее	1	1
1791	из форм	1	1
1792	птиц а	1	1
1793	интересно не	1	1
1794	у многих	1	1
1795	из числа	1	1
1796	смысле этого	1	1
1797	как нечто	1	1
1798	случайно что	1	1
1799	слова а	1	1
1800	таком случае	1	1
1801	не связано	1	1
1802	есть уже	2	1
1803	полного развития	1	1
1804	вновь начинает	1	1
1805	указывали что	1	1
1806	но с	1	1
1807	как эти	1	1
1808	рек и	2	1
1809	то их	1	1
1810	как этот	1	1
1811	в вятской	1	1
1812	самые разнообразные	1	1
1813	все вместе	2	1
1814	некоторых случаях	4	1
1815	дня в	1	1
1816	с культом	2	1
1817	то это	8	1
1818	вообще не	1	1
1819	китае и	1	1
1820	жизнь или	1	1
1821	обычай и	1	1
1822	по образцу	1	1
1823	можно отнести	1	1
1824	в якутском	1	1
1825	подобное же	1	1
1826	совершенно точно	1	1
1827	как она	1	1
1828	еще прибавить	1	1
1829	захоронение в	1	1
1830	цель и	1	1
1831	могла быть	1	1
1832	они брали	1	1
1833	идет вперед	1	1
1834	имеется в	1	1
1835	в верованиях	2	1
1836	стремление к	1	1
1837	однако это	1	1
1838	надо умилостивить	1	1
1839	это происходит	3	1
1840	на голове	2	1
1841	случай который	1	1
1842	и могут	1	1
1843	что умерший	1	1
1844	из дому	2	1
1845	и выходит	2	1
1846	не оставляют	1	1
1847	один мужчина	1	1
1848	были не	1	1
1849	и оно	2	1
1850	видно по	3	1
1851	это было	2	1
1852	пока не	1	1
1853	различных народов	1	1
1854	этого животного	1	1
1855	и едят	1	1
1856	еще очень	1	1
1857	в гробу	1	1
1858	человеком и	2	1
1859	тем одно	1	1
1860	и таким	2	1
1861	многих народов	3	1
1862	было ни	1	1
1863	еще с	1	1
1864	повлиять на	1	1
1865	и бросает	1	1
1866	эти же	1	1
1867	два случая	1	1
1868	ко мне	1	1
1869	их одна	1	1
1870	без всякой	1	1
1871	прослеживается в	1	1
1872	они часто	1	1
1873	того или	1	1
1874	характер этой	1	1
1875	искать в	1	1
1876	из тряпок	1	1
1877	все другие	2	1
1878	и эти	1	1
1879	дойдя до	1	1
1880	области и	1	1
1881	покажет нам	1	1
1882	он говорит	1	1
1883	по которому	3	1
1884	животного или	2	1
1885	египетской религии	1	1
1886	ей в	3	1
1887	по дороге	1	1
1888	например у	2	1
1889	туда они	1	1
1890	и масла	1	1
1891	чем обряд	1	1
1892	в самых	1	1
1893	две стороны	1	1
1894	не могу	1	1
1895	голова с	1	1
1896	водой а	1	1
1897	они ходят	1	1
1898	ни один	1	1
1899	также почему	2	1
1900	и ни	1	1
1901	имеются и	1	1
1902	может считаться	1	1
1903	также и	2	1
1904	одну из	5	1
1905	из среды	1	1
1906	на шее	1	1
1907	не по	3	1
1908	в китае	4	1
1909	специально изучавший	1	1
1910	одни и	1	1
1911	из древнейших	1	1
1912	что смерть	2	1
1913	очевидно в	1	1
1914	девушек которые	1	1
1915	здесь этого	1	1
1916	своего апогея	1	1
1917	нужно не	1	1
1918	затем вновь	1	1
1919	есть как	1	1
1920	эти формы	1	1
1921	и может	2	1
1922	у народа	1	1
1923	чем речь	4	1
1924	а по	3	1
1925	могли иметь	1	1
1926	ходят и	1	1
1927	наоборот в	2	1
1928	власть над	6	1
1929	исходит от	1	1
1930	есть ли	2	1
1931	в науке	1	1
1932	же что	2	1
1933	рассмотреть те	1	1
1934	животных это	1	1
1935	очень интересный	1	1
1936	или его	1	1
1937	в нашей	2	1
1938	разницы не	1	1
1939	но дело	2	1
1940	например и	1	1
1941	стороны и	1	1
1942	до появления	1	1
1943	с земли	1	1
1944	его берут	1	1
1945	свете приведенных	1	1
1946	таких случаях	2	1
1947	от того	1	1
1948	возвращаются домой	2	1
1949	д в	1	1
1950	человека с	2	1
1951	несколько подробнее	1	1
1952	к которой	1	1
1953	на фигуру	1	1
1954	или как	3	1
1955	культу предков	1	1
1956	идет речь	1	1
1957	еще на	1	1
1958	которых они	1	1
1959	же представление	4	1
1960	рассматривать как	1	1
1961	как из	1	1
1962	очень велико	1	1
1963	расположенных по	1	1
1964	люди не	1	1
1965	те которые	1	1
1966	животных в	2	1
1967	же самое	1	1
1968	как указывает	1	1
1969	явление в	2	1
1970	мы устанавливаем	1	1
1971	сказке как	1	1
1972	со своими	3	1
1973	что подобные	1	1
1974	царстве в	1	1
1975	к изучению	2	1
1976	или черного	1	1
1977	это видно	2	1
1978	мыслились в	1	1
1979	дом где	1	1
1980	как за	1	1
1981	совсем ясно	1	1
1982	мы сейчас	1	1
1983	это означает	2	1
1984	ему с	1	1
1985	исторически и	1	1
1986	ясную картину	1	1
1987	и ставят	1	1
1988	этих форм	1	1
1989	к пониманию	2	1
1990	ночью при	1	1
1991	жизни и	4	1
1992	и женщина	1	1
1993	все еще	6	1
1994	идет не	1	1
1995	рассмотрение их	1	1
1996	только после	3	1
1997	конце xix	1	1
1998	из данных	1	1
1999	там на	1	1
2000	представляется как	1	1
2001	нам как	1	1
2002	на своих	2	1
2003	делается для	1	1
2004	наблюдения что	1	1
2005	какая-то связь	1	1
2006	в мышлении	2	1
2007	после смерти	3	1
2008	в руке	1	1
2009	к земледельческой	1	1
2010	они приносят	1	1
2011	предположения верны	1	1
2012	из значений	1	1
2013	не надо	1	1
2014	в который	2	1
2015	нас это	1	1
2016	есть не	2	1
2017	из работ	1	1
2018	в полночь	1	1
2019	человек или	1	1
2020	быть поставлен	1	1
