N	2gram	Ircho_Kome	DiskursI
1300	в использовании	1	1
1301	героя или	1	1
1302	о другой	1	1
1303	в виде	3	1
1304	раз в	2	1
1305	от своих	1	1
1306	сюжет трагедии	1	1
1307	и литературной	1	1
1308	это слово	4	1
1309	от друга	2	1
1310	от всех	1	1
1311	этого не	1	1
1312	персонажа в	1	1
1313	что к	2	1
1314	общества в	1	1
1315	же в	7	1
1316	первой даже	1	1
1317	и тому	1	1
1318	эсхила и	4	1
1319	себе в	1	1
1320	той самой	1	1
1321	в ряде	1	1
1322	является по	1	1
1323	вразрез с	1	1
1324	лишний раз	1	1
1325	помнить что	1	1
1326	этот раз	5	1
1327	если и	1	1
1328	эти две	1	1
1329	соответственно и	1	1
1330	театральные представления	2	1
1331	чаще всего	3	1
1332	повседневной жизни	1	1
1333	и большого	1	1
1334	в еще	1	1
1335	и я	2	1
1336	более ранних	1	1
1337	раннего творчества	1	1
1338	и художественного	1	1
1339	в условиях	1	1
1340	александра и	1	1
1341	должен быть	1	1
1342	его же	1	1
1343	современников в	2	1
1344	и таким	2	1
1345	если не	1	1
1346	ее для	1	1
1347	не все	2	1
1348	предстает в	2	1
1349	другом случае	1	1
1350	прошлого к	1	1
1351	все тот	1	1
1352	человека к	1	1
1353	характеризует как	1	1
1354	демосфена и	3	1
1355	которая как	1	1
1356	с использованием	1	1
1357	собственного мнения	1	1
1358	о месте	1	1
1359	отказа от	1	1
1360	предположить что	1	1
1361	текст а	1	1
1362	обычно в	1	1
1363	искать в	3	1
1364	и внутреннее	1	1
1365	и эти	1	1
1366	за то	4	1
1367	же из	1	1
1368	и других	7	1
1369	тут и	1	1
1370	в древнегреческой	1	1
1371	первая часть	1	1
1372	завершение в	1	1
1373	в предисловии	1	1
1374	его произведениях	1	1
1375	см ниже	4	1
1376	в традициях	2	1
1377	усомниться в	2	1
1378	это как	1	1
1379	с единой	1	1
1380	и почти	1	1
1381	афинской демократии	11	1
1382	и ни	1	1
1383	однако если	1	1
1384	но всегда	1	1
1385	комедии в	12	1
1386	в отношениях	1	1
1387	мы узнаем	1	1
1388	говорить не	1	1
1389	независимо от	5	1
1390	отделен от	1	1
1391	у того	1	1
1392	в искусстве	1	1
1393	казалось бы	3	1
1394	на меня	1	1
1395	же достаточно	1	1
1396	от отца	1	1
1397	одежду и	1	1
1398	это была	2	1
1399	вождя афинской	1	1
1400	в некоем	1	1
1401	или иначе	4	1
1402	от того	3	1
1403	композиционная структура	2	1
1404	стало быть	1	1
1405	с кем	1	1
1406	героя нашего	1	1
1407	что из	3	1
1408	с двумя	1	1
1409	к эпохе	2	1
1410	первые два	1	1
1411	ведь мы	2	1
1412	в греко-римской	1	1
1413	хх в	1	1
1414	зрителя в	1	1
1415	формы его	1	1
1416	относящегося к	1	1
1417	согласиться на	1	1
1418	своего ребенка	1	1
1419	и особенно	7	1
1420	чтобы вернуть	2	1
1421	и самого	3	1
1422	та или	1	1
1423	которые в	3	1
1424	говорилось выше	1	1
1425	в театре	1	1
1426	также в	3	1
1427	от времени	1	1
1428	к участию	1	1
1429	отождествляется с	1	1
1430	в сознании	4	1
1431	имевшие место	2	1
1432	для современного	1	1
1433	содержащихся в	1	1
1434	для характеристики	3	1
1435	в разговоре	1	1
1436	в самых	1	1
1437	таким же	1	1
1438	обстоятельств в	1	1
1439	три года	2	1
1440	становится в	3	1
1441	как для	1	1
1442	любви и	1	1
1443	иное как	1	1
1444	а представляет	1	1
1445	являются наиболее	1	1
1446	длительное время	1	1
