N	2gram	Bakhtin_Fr	DiskursI
1303	народной толпы	2	1
1304	искать в	1	1
1305	и внутреннее	1	1
1306	и эти	1	1
1307	ними здесь	1	1
1308	за то	2	1
1309	и других	7	1
1310	он это	1	1
1311	и реального	2	1
1312	такие же	1	1
1313	его произведениях	2	1
1314	служат здесь	1	1
1315	признаки его	1	1
1316	это как	2	1
1317	как сам	1	1
1318	то чего	1	1
1319	т.п и	1	1
1320	и проклятия	3	1
1321	человека все	1	1
1322	со свойственной	1	1
1323	о трагическом	1	1
1324	здесь только	3	1
1325	на такие	2	1
1326	мы узнаем	1	1
1327	отклонения от	1	1
1328	казалось бы	1	1
1329	нельзя понять	2	1
1330	в человеческом	1	1
1331	было это	1	1
1332	одежду и	1	1
1333	всех этих	5	1
1334	в xvii	7	1
1335	это была	1	1
1336	к смерти	1	1
1337	оказывается что	1	1
1338	это также	1	1
1339	устной речи	1	1
1340	даже при	1	1
1341	в аналогичных	1	1
1342	ослабляет и	1	1
1343	время они	1	1
1344	от того	1	1
1345	с кем	1	1
1346	что из	2	1
1347	жеста и	1	1
1348	думать что	2	1
1349	с двумя	1	1
1350	и часто	1	1
1351	дней в	1	1
1352	это его	1	1
1353	чего она	1	1
1354	как выражение	1	1
1355	исторических лиц	2	1
1356	момент перехода	1	1
1357	и мире	1	1
1358	и особенно	2	1
1359	и самого	1	1
1360	стал он	2	1
1361	которые в	2	1
1362	художественного произведения	1	1
1363	также в	2	1
1364	этом и	1	1
1365	этот тон	1	1
1366	от утверждения	1	1
1367	на тебя	2	1
1368	этих форм	1	1
1369	свою речь	3	1
1370	и первая	1	1
1371	тех или	2	1
1372	для характеристики	2	1
1373	одном лице	2	1
1374	каждый момент	1	1
1375	здесь они	2	1
1376	после своего	1	1
1377	общему количеству	1	1
1378	таким же	1	1
1379	таков по	1	1
1380	и сами	1	1
1381	или точнее	2	1
1382	как для	1	1
1383	иное как	1	1
1384	свидетельства и	1	1
1385	на самый	1	1
