N	2gram	Potebnia_M	Komedia
1321	в особенности	1	1
1322	из опыта	1	1
1323	открыть их	1	1
1324	себе самом	1	1
1325	всех отношениях	1	1
1326	которое заставляет	1	1
1327	нет ли	1	1
1328	и можем	1	1
1329	время его	1	1
1330	на деле	6	1
1331	и стало	1	1
1332	еще меньше	1	1
1333	собственном смысле	2	1
1334	в последующих	1	1
1335	не нашел	1	1
1336	и этот	1	1
1337	бы естественным	1	1
1338	само слово	2	1
1339	вопросы о	1	1
1340	в науках	1	1
1341	одном случае	1	1
1342	от жизни	1	1
1343	необходимость его	1	1
1344	по форме	2	1
1345	как с	1	1
1346	бы при	3	1
1347	появились и	1	1
1348	то есть	69	1
1349	что слова	1	1
1350	жизни а	1	1
1351	пути развития	2	1
1352	самой жизни	1	1
1353	до времени	1	1
1354	даровать ему	1	1
1355	во-первых что	1	1
1356	с развитием	1	1
1357	не идет	1	1
1358	ср с	2	1
1359	и одно	1	1
1360	если им	1	1
1361	божественного и	2	1
1362	связан в	1	1
1363	вместе со	3	1
1364	мысль не	1	1
1365	во-вторых потому	1	1
1366	и служат	2	1
1367	душе и	3	1
1368	что подобная	1	1
1369	всех других	1	1
1370	сам по	5	1
1371	времени когда	1	1
1372	находятся в	3	1
1373	что сам	3	1
1374	представим себе	1	1
1375	задолго до	1	1
1376	утверждает что	3	1
1377	происходит с	2	1
1378	как говорят	1	1
1379	то совсем	1	1
1380	с рук	1	1
1381	творчества с	1	1
1382	области не	1	1
1383	человека во	1	1
1384	на известный	1	1
1385	и вполне	2	1
1386	б но	1	1
1387	известна нам	1	1
1388	дом и	1	1
1389	слова мы	3	1
1390	и сделать	1	1
1391	совершенно несправедливо	1	1
1392	такого же	2	1
1393	или непосредственно	1	1
1394	поэтому и	1	1
1395	которому принадлежит	1	1
1396	xviii в	2	1
1397	но только	2	1
1398	все то	2	1
1399	которой бы	1	1
1400	отличаются от	1	1
1401	в обратном	2	1
1402	образом если	1	1
1403	делится на	1	1
1404	с таким	3	1
1405	в мыслях	1	1
1406	содержание и	1	1
1407	взятые вместе	1	1
1408	ведущие к	1	1
1409	и действительно	1	1
1410	чисто внешней	1	1
1411	мира из	1	1
1412	теле в	1	1
1413	во-вторых и	1	1
1414	другой как	1	1
1415	можно назвать	1	1
1416	относятся к	2	1
1417	что такое?	1	1
1418	из тех	1	1
1419	в одних	2	1
1420	который сам	1	1
1421	в памяти	3	1
1422	и каждому	1	1
1423	и они	2	1
1424	от чего	1	1
1425	необходимости в	2	1
1426	которые могут	5	1
1427	нам возможность	1	1
1428	в слове	21	1
1429	этим в	1	1
1430	не приводит	1	1
1431	быть назван	1	1
1432	не видно	5	1
1433	духовной и	1	1
1434	говоря что	2	1
1435	в нее	4	1
1436	них по	1	1
1437	говорить и	1	1
1438	чтобы убедиться	2	1
1439	всей своей	1	1
1440	на каждом	1	1
1441	из подобных	1	1
1442	который до	1	1
1443	как следствие	2	1
1444	ничего общего	3	1
1445	который видит	1	1
1446	по крайней	6	1
1447	ответ может	1	1
1448	жизни мы	1	1
1449	без которых	1	1
1450	к природе	1	1
1451	сразу и	1	1
1452	того на	1	1
1453	все они	3	1
1454	то он	2	1
1455	случае оно	2	1
1456	всем этом	2	1
1457	что новое	1	1
1458	исходных точек	1	1
1459	того самого	1	1
1460	очевидно и	1	1
1461	знает как	1	1
1462	вытекает из	3	1
1463	уже из	1	1
1464	различных по	1	1
1465	не останется	1	1
1466	не объясняет	1	1
1467	бы с	2	1
1468	между несколькими	1	1
1469	язык и	6	1
1470	гнева и	1	1
1471	себе никакого	1	1
1472	не имеют	7	1
1473	в платье	1	1
1474	этого еще	1	1
1475	в голубом	1	1
1476	в слово	2	1
1477	оба эти	2	1
1478	две стихии	1	1
1479	обратили на	1	1
1480	совпадает с	1	1
1481	задний план	1	1
1482	на друга	2	1
1483	причины его	1	1
1484	почти совсем	2	1
1485	рассматривать как	1	1
1486	вызывает в	1	1
1487	по-видимому это	1	1
1488	в понятие	1	1
1489	и независимо	2	1
1490	и тогда	2	1
1491	тот и	1	1
1492	ими в	1	1
1493	не это	1	1
1494	окажется что	1	1
1495	мне представляется	1	1
1496	обойтись без	1	1
1497	развития и	3	1
1498	он старается	2	1
1499	народа и	2	1
1500	и вся	1	1
1501	не могло	3	1
1502	значение для	1	1
1503	которого не	1	1
1504	и об	1	1
1505	чтобы она	1	1
1506	ее с	2	1
1507	он по	1	1
1508	и исчезает	1	1
1509	в мир	1	1
1510	только тем	2	1
1511	идеи в	1	1
1512	взгляда на	2	1
1513	человека к	1	1
1514	к первым	1	1
1515	при помощи	2	1
1516	к неопределенным	1	1
1517	свою долю	1	1
1518	основанная на	1	1
1519	есть необходимость	1	1
1520	разумеется и	1	1
1521	им в	1	1
1522	но без	2	1
1523	в творчестве	1	1
1524	выше и	1	1
1525	убедить что	1	1
1526	без участия	2	1
1527	его восприятие	1	1
1528	до известного	1	1
1529	сошелся с	1	1
1530	непосредственно из	1	1
1531	проявляется в	2	1
1532	тот его	1	1
1533	начиная с	2	1
1534	при котором	3	1
1535	произведения и	1	1
1536	от внимания	1	1
1537	их употреблении	1	1
1538	свое неудовольствие	1	1
1539	производит на	1	1
1540	он может	2	1
1541	не имели	1	1
1542	сходства с	1	1
1543	как звуки	1	1
1544	этого слова	5	1
1545	всего к	1	1
1546	прибавляет к	1	1
1547	менее и	1	1
1548	не видит	1	1
1549	не встретим	1	1
1550	нельзя сказать	2	1
1551	в деятельности	4	1
1552	из него	3	1
1553	не из	3	1
1554	с на	1	1
1555	и целых	1	1
1556	уже при	1	1
1557	нас более	1	1
1558	другого и	1	1
1559	сомнения в	1	1
1560	внешнее и	1	1
1561	с каким	2	1
1562	свойства человеческой	1	1
1563	поздно и	1	1
1564	направлены на	1	1
1565	это новое	1	1
1566	которому он	1	1
1567	жизни но	2	1
1568	другими более	1	1
1569	им как	2	1
1570	что говорящий	1	1
1571	для нашего	1	1
1572	известные нам	1	1
1573	нужные для	2	1
1574	мог быть	1	1
1575	таких же	4	1
1576	кто такой	1	1
1577	различие между	2	1
1578	ни с	2	1
1579	не старается	1	1
1580	без них	1	1
1581	в первое	1	1
1582	внешним влияниям	1	1
1583	и того	6	1
1584	человек мог	1	1
1585	не будем	1	1
1586	для всякого	3	1
1587	без основания	1	1
1588	одна и	1	1
1589	дали и	1	1
1590	как смерть	1	1
1591	не самого	2	1
1592	и всем	1	1
1593	чего не	3	1
1594	ничего кроме	2	1
1595	только его	1	1
1596	при встрече	1	1
1597	в основании	3	1
1598	которое должно	1	1
1599	будет ли	1	1
1600	доступных нам	1	1
1601	деле не	1	1
1602	может показаться	1	1
1603	и всегда	3	1
1604	имеет значения	1	1
1605	из своих	2	1
1606	видим сходство	1	1
1607	на самом	2	1
1608	если даже	1	1
1609	богатство и	1	1
1610	одном плане	1	1
1611	лицом к	1	1
1612	на которой	1	1
1613	смысле этого	3	1
1614	этом помнить	1	1
1615	с так	3	1
1616	о ее	1	1
1617	приблизился к	1	1
1618	что например	5	1
1619	действительно существующие	1	1
1620	только очень	1	1
1621	прежние представления	1	1
1622	как эти	2	1
1623	что первое	1	1
1624	впрочем мы	1	1
1625	что уже	1	1
1626	человека хотя	1	1
1627	то к	1	1
1628	этом не	2	1
1629	к заключению	1	1
1630	что будет	1	1
1631	не вижу	1	1
1632	устройстве и	1	1
1633	дело в	3	1
1634	та же	1	1
1635	некоторых случаях	2	1
1636	общие признаки	1	1
1637	том виде	1	1
1638	свидетельствует что	1	1
1639	себя а	2	1
1640	виду что	2	1
1641	и другое	7	1
1642	этих условиях	1	1
1643	им на	1	1
1644	должны бы	2	1
1645	наблюдение над	1	1
1646	сама по	4	1
1647	словом и	2	1
1648	что этот	1	1
1649	в уме	1	1
1650	влиянии на	2	1
1651	если и	3	1
1652	или даже	3	1
1653	впечатление как	1	1
1654	стремление к	3	1
1655	для примера	1	1
1656	противном случае	3	1
1657	не от	4	1
1658	на одном	1	1
1659	должна пройти	1	1
1660	за другим	1	1
1661	к характеру	1	1
1662	в такой	2	1
1663	остановимся на	3	1
1664	том в	1	1
1665	психологию на	1	1
1666	разницы между	1	1
1667	не знали	2	1
1668	в противопоставлении	1	1
1669	в условиях	1	1
1670	но уже	2	1
1671	вследствие чего	1	1
1672	сомнение в	1	1
1673	для нашей	1	1
1674	и постоянно	1	1
1675	бы совершенно	1	1
1676	человеком и	4	1
1677	уже за	1	1
1678	а так	4	1
1679	человек увлеченный	1	1
1680	в создании	6	1
1681	дела до	1	1
1682	различных сочетаниях	1	1
1683	бы это	1	1
1684	лиц на	1	1
1685	о состоянии	2	1
1686	которая как	1	1
1687	хотя как	1	1
1688	и первые	1	1
1689	от первого	1	1
1690	того или	1	1
1691	ассоциируется с	1	1
1692	можем представить	2	1
1693	и эти	1	1
1694	только к	1	1
1695	они стали	1	1
1696	в полной	1	1
1697	как ни	1	1
1698	же с	8	1
1699	каждая из	1	1
1700	по которому	2	1
1701	на задний	1	1
1702	средствами но	1	1
1703	случае если	1	1
1704	и насколько	1	1
1705	откуда он	1	1
1706	что пока	1	1
1707	то чего	2	1
1708	сознательной или	1	1
1709	на мысль	3	1
1710	проявления чувства	1	1
1711	все усилия	1	1
1712	он принимает	1	1
1713	от всяких	1	1
1714	определяет все	1	1
1715	и ни	1	1
1716	воли а	2	1
1717	который мы	2	1
1718	но всегда	3	1
1719	вопрос как	1	1
1720	важную роль	2	1
1721	мы должны	4	1
1722	такой способ	1	1
1723	и слова	2	1
1724	на меня	1	1
1725	ли мы	1	1
1726	хотя многие	1	1
1727	в прошлом	1	1
1728	всего его	1	1
1729	в науке	1	1
1730	каждый раз	5	1
1731	прибегать к	1	1
1732	в трех	1	1
1733	в пути	2	1
1734	говоря о	3	1
1735	жизни нашего	2	1
1736	в нашей	2	1
1737	стороны его	1	1
1738	кажется не	1	1
1739	этого образа	1	1
1740	не найдет	2	1
1741	нет не	1	1
1742	но вместе	4	1
1743	с понятием	2	1
1744	думать что	6	1
1745	ли этот	1	1
1746	значение слова	2	1
1747	должна бы	2	1
1748	за этим	1	1
1749	времени с	1	1
1750	именно тогда	1	1
1751	не замечать	2	1
1752	но совершенно	2	1
1753	по всей	2	1
1754	воплощается в	1	1
1755	какой мы	1	1
1756	само по	6	1
1757	ним во	1	1
1758	как для	2	1
1759	в ходе	1	1
1760	пить и	2	1
1761	можно сказать	1	1
1762	мы бы	3	1
1763	этом и	1	1
1764	речь и	2	1
1765	группы только	1	1
1766	обращаться к	1	1
1767	наоборот в	1	1
1768	в людях	1	1
1769	человек под	2	1
1770	дается только	1	1
1771	в чисто	1	1
1772	или другими	1	1
1773	же будет	1	1
1774	и замечаем	1	1
1775	и прежде	1	1
1776	выводить из	1	1
1777	этой чисто	1	1
1778	том случае	1	1
1779	делает возможным	2	1
1780	мы слышим	1	1
1781	него одного	1	1
1782	о предметах	1	1
1783	этом если	1	1
1784	их на	1	1
1785	человек не	2	1
1786	и естественное	1	1
1787	может и	1	1
1788	уже получившие	1	1
1789	это подтверждается	1	1
1790	далеких от	1	1
1791	останется в	1	1
1792	не можем	5	1
1793	себе и	2	1
1794	иное как	2	1
1795	без помощи	1	1
1796	и определенная	1	1
