N	2gram	Bakhtin_Pr	Vladivir
1325	двух людей	1	1
1326	и теоретически	1	1
1327	но вовсе	1	1
1328	современности и	1	1
1329	другом и	1	1
1330	впервые появилась	1	1
1331	если б	2	1
1332	резкого и	1	1
1333	если же	7	1
1334	с достоевским	2	1
1335	все те	3	1
1336	такого что	3	1
1337	и критика	1	1
1338	удалось но	1	1
1339	как автор	1	1
1340	правда к	2	1
1341	этот вопрос	4	1
1342	то во	1	1
1343	отношения с	1	1
1344	над ним	1	1
1345	хотя этот	1	1
1346	он представляет	1	1
1347	всех произведений	1	1
1348	довлеет себе	1	1
1349	возможность быть	1	1
1350	того кто	1	1
1351	сущности ничего	1	1
1352	в направлении	4	1
1353	еще новой	1	1
1354	ни одной	2	1
1355	так называемого	1	1
1356	т п	10	1
1357	полемики в	1	1
1358	жизни не	2	1
1359	известном смысле	1	1
1360	слова из	1	1
1361	строго и	1	1
1362	и безусловное	1	1
1363	друг другу	3	1
1364	и каждый	1	1
1365	условия для	1	1
1366	когда они	1	1
1367	нет этой	1	1
1368	чисто философских	1	1
1369	что может	4	1
1370	не значит	4	1
1371	свойственным ему	1	1
1372	значение этих	1	1
1373	весь свой	1	1
1374	всей истории	1	1
1375	это третье	1	1
1376	ней в	1	1
1377	в противном	1	1
1378	вовсе еще	1	1
1379	деле это	1	1
1380	этого нового	2	1
1381	зрения это	1	1
1382	для построения	2	1
1383	отдельные моменты	1	1
1384	значимость и	2	1
1385	автора как	5	1
1386	на который	1	1
1387	что кроме	1	1
1388	а как	11	1
1389	приходится признать	1	1
1390	рассказ в	3	1
1391	правда на	1	1
1392	в него	6	1
1393	себе как	2	1
1394	случае это	1	1
1395	и чем	1	1
1396	в один	2	1
1397	я сам	1	1
1398	поэтому он	2	1
1399	достигла своего	1	1
1400	до его	1	1
1401	нее не	1	1
1402	дальше что	1	1
1403	что до	1	1
1404	сказать так	1	1
1405	таков например	1	1
1406	идея она	1	1
1407	своего рода	1	1
1408	всего свобода	1	1
1409	романа с	2	1
1410	собственном смысле	1	1
1411	во втором	1	1
1412	понимает и	1	1
1413	его нет	1	1
1414	даны в	3	1
1415	является здесь	1	1
1416	не позволяет	2	1
1417	теперь о	1	1
1418	его собственное	1	1
1419	этой проблемы	1	1
1420	и должны	1	1
1421	оценку его	1	1
1422	его уже	1	1
1423	так думал	1	1
1424	забывать о	1	1
1425	своего собственного	1	1
1426	видел и	1	1
1427	он только	2	1
1428	на ее	1	1
1429	п с	1	1
1430	ним и	3	1
1431	роман с	2	1
1432	оно было	1	1
1433	другого человека	7	1
1434	форме в	2	1
1435	человек с	2	1
1436	этого второго	1	1
1437	еще мало	1	1
1438	он работает	2	1
1439	не знаете	1	1
1440	мне и	1	1
1441	и та	1	1
1442	его внутреннего	1	1
1443	так далеко	1	1
1444	может развиваться	1	1
1445	не исчерпывается	2	1
1446	этот не	1	1
1447	она знает	1	1
1448	от этой	1	1
1449	она ему	1	1
1450	этот принцип	3	1
1451	в человеке	6	1
1452	он почти	1	1
1453	представлено у	1	1
1454	нельзя объяснить	1	1
1455	работ о	1	1
1456	к области	1	1
1457	этих отношений	1	1
1458	него нет	3	1
1459	на минуту	1	1
1460	в плоскости	6	1
1461	слова у	1	1
1462	связанная с	1	1
1463	со всякого	1	1
1464	она становится	1	1
1465	и сделать	1	1
1466	основной идеи	1	1
1467	будто и	2	1
1468	нового не	1	1
1469	наших последующих	1	1
1470	конечно и	3	1
1471	обширной литературы	1	1
1472	и одновременно	3	1
1473	сходство но	1	1
1474	дано не	2	1
1475	сказать в	1	1
1476	именно оно	1	1
1477	и единство	3	1
1478	их и	2	1
1479	его собственная	1	1
1480	следовательно в	1	1
1481	подходим к	1	1
1482	содержания а	1	1
1483	только идея	1	1
1484	сознание от	1	1
1485	о самом	2	1
1486	месте и	2	1
1487	мы остановимся	3	1
1488	это сделали	1	1
1489	мышления о	1	1
1490	человеческого духа	2	1
1491	что такой	1	1
1492	его жизнь	3	1
1493	не делает	1	1
1494	же самый	1	1
1495	своей последней	1	1
1496	большое значение	1	1
1497	в процессе	6	1
1498	ничем не	1	1
1499	правда у	1	1
1500	идей но	1	1
1501	к которым	1	1
1502	может получить	1	1
1503	мысли о	1	1
1504	из тех	2	1
1505	в одних	1	1
1506	есть воля	1	1
1507	его сознании	1	1
1508	обычном смысле	1	1
1509	возможности и	1	1
1510	настоящей книги	1	1
1511	независимость от	1	1
1512	с собою	4	1
1513	построении его	1	1
1514	семейные отношения	1	1
1515	явлений и	1	1
1516	бы не	2	1
1517	который не	2	1
1518	ему и	1	1
1519	под собою	1	1
1520	зависимости от	5	1
1521	при всех	2	1
1522	говорит только	1	1
1523	эта внутренняя	1	1
1524	будем рассматривать	1	1
1525	смысле это	1	1
1526	пушкина но	1	1
1527	не трудно	1	1
1528	быть назван	1	1
1529	человек но	1	1
1530	бы эту	1	1
1531	мы только	1	1
1532	показать как	1	1
1533	который и	1	1
1534	что идея	2	1
1535	времени он	1	1
1536	должны были	1	1
1537	о человеке	1	1
1538	другому а	1	1
1539	не допускает	1	1
1540	поэтому не	2	1
1541	ему принадлежит	1	1
1542	из другого	1	1
1543	перейти в	1	1
1544	и главное	1	1
1545	тяготеет к	2	1
1546	тогда я	1	1
1547	до настоящего	2	1
1548	него уже	1	1
1549	да еще	1	1
1550	столкновение с	2	1
1551	совсем другой	1	1
1552	я ее	1	1
1553	диалектична и	1	1
1554	мы его	2	1
1555	автора и	7	1
1556	так чтобы	7	1
1557	в отставку	1	1
1558	не дал	1	1
1559	это только	1	1
1560	слово по	2	1
1561	его творений	1	1
1562	последнего периода	1	1
1563	быть не	1	1
1564	на два	3	1
1565	не должны	1	1
1566	оно является	2	1
1567	и тогда	1	1
1568	результате такого	2	1
1569	нем мы	1	1
1570	сознании и	4	1
1571	и лишь	2	1
1572	в первых	2	1
1573	воля не	1	1
1574	впрочем и	1	1
1575	в известном	1	1
1576	своей работе	1	1
1577	на столе	1	1
1578	вопроса и	1	1
1579	основной принцип	1	1
1580	другое и	1	1
1581	это стремление	1	1
1582	в мир	4	1
1583	целый ряд	2	1
1584	эти противоречия	1	1
1585	мы считаем	1	1
1586	времени и	2	1
1587	идеи в	10	1
1588	всеми своими	3	1
1589	об идее	1	1
1590	руках и	1	1
1591	каждый из	1	1
1592	только это	1	1
1593	вне его	4	1
1594	связанных с	1	1
1595	она все	1	1
1596	в творчестве	6	1
1597	и идеи	2	1
1598	чем с	1	1
1599	вы меня	1	1
1600	русский язык	1	1
1601	нем никакого	1	1
1602	был действительно	1	1
1603	на две	1	1
1604	в данной	1	1
1605	и многих	1	1
1606	тоже может	2	1
1607	мог в	1	1
1608	принадлежит к	1	1
1609	в самую	1	1
1610	с нею	2	1
1611	речи на	1	1
1612	то она	1	1
1613	идея как	3	1
1614	чистейшим и	1	1
1615	отрицательные стороны	1	1
1616	в сознании	3	1
1617	него самого	2	1
1618	мысли но	1	1
1619	они еще	1	1
1620	до известной	1	1
1621	не стоит	1	1
1622	менее и	1	1
1623	вопрос в	1	1
1624	как дух	2	1
1625	духа наконец	1	1
1626	нет надобности	1	1
1627	лишь за	1	1
1628	в произведениях	6	1
1629	является уже	1	1
1630	из него	1	1
1631	входящих в	1	1
1632	или вовсе	1	1
1633	точку зрения	7	1
1634	другого и	1	1
1635	в другое	2	1
1636	его можно	2	1
1637	высшей степени	1	1
1638	индивидуальности и	1	1
1639	его ум	1	1
1640	их к	1	1
1641	мысли а	1	1
1642	из отдельных	1	1
1643	то они	2	1
1644	то задача	1	1
1645	можно собрать	1	1
1646	что ему	1	1
1647	после которого	1	1
1648	одно весьма	1	1
1649	выходит за	1	1
1650	слово но	1	1
1651	говоря нет	1	1
1652	него были	1	1
1653	стороны мы	1	1
1654	достоевского однако	1	1
1655	даны не	1	1
1656	не во	5	1
1657	же была	1	1
1658	объяснения из	1	1
1659	он делает	1	1
1660	человек он	1	1
1661	как такие	1	1
1662	сколько в	2	1
1663	противоречия и	2	1
1664	одной плоскости	7	1
1665	и положительное	1	1
1666	жизни здесь	1	1
1667	нас здесь	1	1
1668	объективен и	1	1
1669	мира но	2	1
1670	трудностях и	1	1
1671	или два	1	1
1672	к истории	1	1
1673	на языке	2	1
1674	требует совершенно	1	1
1675	этом он	1	1
1676	что так	2	1
1677	в формах	3	1
1678	новых работ	1	1
1679	видеть в	2	1
1680	указание на	1	1
1681	не способен	2	1
1682	самой этой	2	1
1683	на которой	1	1
1684	из своих	1	1
1685	быть весьма	3	1
1686	чем он	1	1
1687	стремление его	1	1
1688	смысле этого	1	1
1689	который определяется	1	1
1690	быть или	2	1
1691	не принимает	2	1
1692	раз в	1	1
1693	какою она	1	1
1694	а на	1	1
1695	свои мысли	2	1
1696	непосредственно в	2	1
1697	нет мы	1	1
1698	пока речь	1	1
1699	ни тем	1	1
1700	вселяет в	1	1
1701	этого самосознания	2	1
1702	о диалектическом	1	1
1703	себе что	2	1
1704	и слова	2	1
1705	просто как	1	1
1706	или в	7	1
1707	для других	2	1
1708	и философские	1	1
1709	то к	1	1
1710	и всякое	3	1
1711	третьего но	1	1
1712	в руках	3	1
1713	на нее	1	1
1714	не довлеет	2	1
1715	даже прямо	1	1
1716	превращения в	1	1
1717	в последнем	1	1
1718	виду что	1	1
1719	он видел	1	1
1720	в мировоззрении	3	1
1721	и другое	1	1
1722	воля но	1	1
1723	здесь даже	1	1
1724	именно ради	1	1
1725	особенность его	3	1
1726	в обычном	2	1
1727	на тему	1	1
1728	в условиях	2	1
1729	между собою	5	1
1730	чтобы быть	1	1
1731	в сферу	1	1
1732	сама по	5	1
1733	слова на	5	1
1734	словом и	3	1
1735	случае не	1	1
1736	из которого	1	1
1737	лежит на	1	1
1738	или даже	2	1
1739	него но	1	1
1740	стремление к	1	1
1741	противном случае	1	1
1742	образ или	1	1
1743	распадается в	1	1
1744	высокая оценка	1	1
1745	и искусно	1	1
1746	ли не	1	1
1747	не пользуется	1	1
1748	только ни	1	1
1749	с явным	1	1
1750	или что	1	1
1751	не создает	1	1
1752	и оно	1	1
1753	войти в	2	1
1754	в каждой	2	1
1755	к характеристике	1	1
1756	вследствие чего	1	1
1757	дело и	2	1
1758	и двусмысленный	1	1
1759	дал ему	1	1
1760	в одной	8	1
1761	в создании	1	1
1762	мировоззрения и	1	1
1763	но находится	1	1
1764	и человек	2	1
1765	эти же	1	1
1766	оно может	2	1
1767	человека вот	1	1
1768	но со	1	1
1769	этого он	1	1
1770	это объясняется	1	1
1771	может иметь	1	1
1772	целое в	1	1
1773	в данную	1	1
1774	как ни	1	1
1775	он это	1	1
1776	и мира	1	1
1777	ибо не	3	1
1778	глубиной и	1	1
1779	его слов	1	1
1780	вполне можно	1	1
1781	автора он	2	1
1782	и непосредственно	1	1
1783	литературы о	5	1
1784	ни один	3	1
1785	так резко	1	1
1786	русских и	1	1
1787	христос но	1	1
1788	время во	1	1
1789	для чего	1	1
1790	ведь и	4	1
1791	в значительной	1	1
1792	в позднейшем	1	1
1793	то перед	8	1
1794	от всех	1	1
1795	только их	1	1
1796	всеми этими	1	1
1797	выйти за	2	1
1798	в человеческом	1	1
1799	всего его	1	1
1800	совершенно невозможно	1	1
1801	психического переживания	1	1
1802	прибегать к	1	1
1803	конечно в	2	1
1804	только у	3	1
1805	резко отличается	2	1
1806	не следует	1	1
1807	истины в	1	1
1808	ним не	1	1
1809	и глубину	1	1
1810	чтобы не	1	1
1811	несколько раз	1	1
1812	признать что	1	1
1813	почти никогда	1	1
1814	и всех	1	1
1815	него действительно	1	1
1816	всем этим	2	1
1817	категорий он	1	1
1818	как из	1	1
1819	на вид	2	1
1820	последнее слово	8	1
1821	отца с	1	1
1822	действительности является	1	1
1823	всех его	1	1
1824	и явления	2	1
1825	почти такой	1	1
1826	свое последнее	1	1
1827	как последняя	1	1
1828	они тоже	1	1
1829	мы убедимся	2	1
1830	в плане	6	1
1831	реакции на	3	1
1832	в чистой	1	1
1833	них нет	1	1
1834	он знает	3	1
1835	жизни очень	1	1
1836	существенно новый	1	1
1837	от времени	1	1
1838	одном глазу	1	1
1839	далека от	1	1
1840	ничего ни	1	1
1841	конечно совершенно	1	1
1842	или иной	1	1
1843	значит есть	1	1
1844	личный опыт	1	1
1845	отношении не	1	1
1846	субъекта а	1	1
1847	положительных целей	1	1
1848	и довольно	1	1
1849	и дальше	1	1
1850	из самых	1	1
1851	идея и	1	1
1852	слова и	8	1
1853	все более	1	1
1854	теории искусства	1	1
1855	и последняя	1	1
1856	все для	1	1
1857	для этого	3	1
1858	таким же	3	1
1859	не надо	1	1
1860	дело здесь	2	1
1861	в известной	1	1
1862	к идее	2	1
1863	за их	2	1
1864	за своим	1	1
1865	быть самым	1	1
1866	мира в	5	1
1867	мира с	1	1
1868	множественности в	1	1
1869	момент его	2	1
1870	же определение	1	1
1871	себе а	3	1
