N	2gram	Tiupa_Narr	Problema
1321	достаточно для	1	2
1322	на свои	1	2
1323	впоследствии в	2	2
1324	просто не	1	2
1325	исследования в	1	2
1326	не находит	1	2
1327	нужно было	1	2
1328	всего его	1	2
1329	частности в	2	2
1330	говоря о	2	2
1331	на друга	2	2
1332	него и	1	2
1333	и мире	2	2
1334	жил в	1	2
1335	отношению к	5	2
1336	слова в	4	2
1337	же можно	1	2
1338	уже никто	1	2
1339	свидетельствуют о	1	2
1340	однако на	2	2
1341	а я	1	2
1342	и совершенно	1	2
1343	речь здесь	1	1
1344	в центре	4	1
1345	будто к	1	1
1346	и устанавливается	1	1
1347	творчества в	1	1
1348	в такое	1	1
1349	подходом к	1	1
1350	отношениях к	1	1
1351	связанных между	1	1
1352	в финале	3	1
1353	на второй	1	1
1354	к смысловой	1	1
1355	сам автор	1	1
1356	москвы но	1	1
1357	так можно	1	1
1358	это пока	1	1
1359	за всех	1	1
1360	здесь говорить	1	1
1361	в единую	1	1
1362	подавляющее большинство	1	1
1363	между ними	3	1
1364	ни слова	2	1
1365	думать о	1	1
1366	его тело	1	1
1367	значение это	1	1
1368	имеет смысл	2	1
1369	обращением к	1	1
1370	по природе	1	1
1371	но вполне	1	1
1372	и опять	2	1
1373	зато в	1	1
1374	которое по	1	1
1375	в речи	5	1
1376	мира это	1	1
1377	может функционировать	1	1
1378	является полным	1	1
1379	бы стать	1	1
1380	определенного смысла	1	1
1381	приходит в	1	1
1382	к бытию	1	1
1383	по своим	2	1
1384	обращения к	1	1
1385	своего исследования	1	1
1386	кристаллизуется в	1	1
1387	понимания а	2	1
1388	но несомненно	2	1
1389	значения со	1	1
1390	определенным и	1	1
1391	его мать	1	1
1392	возможностям но	1	1
1393	и наоборот	1	1
1394	к смыслу	1	1
1395	и дело	2	1
1396	между внешней	2	1
1397	осуществляется в	1	1
1398	в некий	1	1
1399	ее своим	1	1
1400	отделена от	1	1
1401	следовало бы	1	1
1402	трудно было	1	1
1403	всегда может	1	1
1404	собой как	1	1
1405	лицам и	1	1
1406	сложности и	1	1
1407	привлекается не	1	1
1408	это очевидно	1	1
1409	из их	1	1
1410	больше не	1	1
1411	к своей	2	1
1412	в тумане	1	1
1413	втором случае	1	1
1414	содержание в	1	1
1415	веселовский писал	1	1
1416	на ногах	1	1
1417	периода творчества	1	1
1418	искусства это	1	1
1419	на практике	1	1
1420	любовь к	1	1
1421	акт смыслового	1	1
1422	переход от	2	1
1423	в реальной	1	1
1424	такая же	1	1
1425	но возможно	2	1
1426	в футляре	3	1
1427	русской литературы	1	1
1428	какие только	1	1
1429	историю и	1	1
1430	система не	1	1
1431	стороны после	1	1
1432	возникает и	2	1
1433	к ее	3	1
1434	с настоящим	1	1
1435	которая обладает	1	1
1436	или иным	2	1
1437	не происходит	3	1
1438	и представляет	2	1
1439	глядя на	3	1
1440	о наличии	1	1
1441	необходимо должно	1	1
1442	и красота	1	1
1443	похожи на	2	1
1444	действий над	1	1
1445	об одном	2	1
1446	его дочь	1	1
1447	одновременно а	1	1
1448	к себе	11	1
1449	ногах и	1	1
1450	что превращает	1	1
1451	и понимаем	1	1
1452	своей матери	3	1
1453	не имея	1	1
1454	самих этих	1	1
1455	ведь каждый	1	1
1456	этом втором	1	1
1457	и кажется	1	1
1458	согласно которому	1	1
1459	однако данная	1	1
1460	в пустую	1	1
1461	делает вид	1	1
1462	например так	1	1
1463	как можно	2	1
1464	если первая	1	1
1465	и сознания	1	1
1466	не стабильно	1	1
1467	страдает от	1	1
1468	отделаться от	1	1
1469	характеры но	1	1
1470	по аналогии	2	1
1471	еще при	1	1
1472	всем миром	1	1
1473	все-таки имеются	1	1
1474	внутренняя сторона	2	1
1475	не остается	1	1
1476	типы знаков	1	1
1477	в евгении	1	1
1478	этом последнем	2	1
1479	характер и	3	1
1480	действия только	1	1
1481	определенное и	1	1
1482	эти три	1	1
1483	лет до	1	1
1484	к фигуре	2	1
1485	тайной жизни	1	1
1486	так сказать	4	1
1487	в двух	2	1
1488	о невозможности	1	1
1489	тонким орудием	1	1
1490	человеческое сознание	1	1
1491	в сторону	1	1
1492	из одного	1	1
1493	однако подобное	1	1
1494	встрече с	4	1
1495	поскольку всякая	1	1
1496	когда под	1	1
1497	мыслится как	2	1
1498	которого по	1	1
1499	опираясь на	1	1
1500	слово есть	1	1
1501	понимать этот	1	1
1502	и быть	1	1
1503	превращаясь в	1	1
1504	идет по	2	1
1505	личность в	1	1
1506	героя и	4	1
1507	об анне	1	1
1508	него есть	1	1
1509	он ничего	1	1
1510	а всякая	1	1
1511	искусства такая	1	1
1512	называет его	1	1
1513	не один	1	1
1514	и собственно	1	1
1515	человека как	2	1
1516	из множества	1	1
1517	речи и	1	1
1518	в ответ	4	1
1519	отдельные детали	1	1
1520	котором уже	1	1
1521	о пользе	1	1
1522	в городе	2	1
1523	к такой	1	1
1524	однако эта	1	1
1525	бы но	1	1
1526	мертвые знаки	1	1
1527	смысле они	1	1
1528	не могла	2	1
1529	главного героя	5	1
1530	также не	2	1
1531	и другая	2	1
1532	не сами	1	1
1533	как один	1	1
1534	произведение не	1	1
1535	или наконец	1	1
1536	могла бы	1	1
1537	тип в	1	1
1538	того кто	2	1
1539	не само	1	1
1540	другим потому	2	1
1541	так значит	1	1
1542	себя однако	1	1
1543	на бумаге	1	1
1544	с кем-нибудь	2	1
1545	его коммуникативной	1	1
1546	и какой	1	1
1547	грядущего в	1	1
1548	все остальное	1	1
1549	теми же	1	1
1550	в сердце	2	1
1551	не сразу	1	1
1552	который теперь	1	1
1553	чехова которая	1	1
1554	значимость и	2	1
1555	художественной литературе	1	1
1556	содержанию в	1	1
1557	смыслом а	1	1
1558	события в	3	1
1559	случае это	1	1
1560	это он	2	1
1561	в особенности	2	1
1562	поля зрения	1	1
1563	не верили	1	1
1564	смысловых и	1	1
1565	это одна	1	1
1566	рождение и	1	1
1567	а теперь	2	1
1568	построена так	2	1
1569	всем своим	1	1
1570	опирается на	2	1
1571	результате которого	1	1
1572	сознании а	1	1
1573	них в	1	1
1574	жизнь была	1	1
1575	оно взывает	1	1
1576	бы составить	1	1
1577	говорит нам	1	1
1578	говорит а	1	1
1579	непосредственно но	1	1
1580	другого человека	2	1
1581	люди весь	1	1
1582	чтобы стать	2	1
1583	и счастья	1	1
1584	двадцать четыре	1	1
1585	с внутренним	1	1
1586	смерть и	1	1
1587	ответ на	6	1
1588	в человеке	2	1
1589	с каждым	1	1
1590	слезами и	1	1
1591	один человек	1	1
1592	смерти только	1	1
1593	часто не	3	1
1594	теперь на	1	1
1595	не случайна	1	1
1596	думал он	2	1
1597	с этого	1	1
1598	факторов и	1	1
1599	фигуры и	1	1
1600	строгом смысле	1	1
1601	с таким	1	1
1602	в саду	1	1
1603	указывает не	1	1
1604	его сознания	1	1
1605	в составе	2	1
1606	этот тип	1	1
1607	но никогда	1	1
1608	значении этого	1	1
1609	и соответственно	1	1
1610	всякий другой	1	1
1611	в памяти	2	1
1612	разумом и	1	1
1613	она служит	1	1
1614	характером в	1	1
1615	говоря и	2	1
1616	понятия значения	1	1
1617	в ясный	1	1
1618	мыслей и	1	1
1619	говорить и	2	1
1620	первой главе	1	1
1621	для читателя	1	1
1622	словами и	1	1
1623	которую она	1	1
1624	жизни является	1	1
1625	как некий	1	1
1626	его и	2	1
1627	в главе	1	1
1628	дом то	1	1
1629	кто может	1	1
1630	вспомним что	1	1
1631	увидел у	1	1
1632	субъективно оно	1	1
1633	первая из	1	1
1634	роли и	1	1
1635	нечто мы	1	1
1636	в течение	1	1
1637	с нами	2	1
1638	здесь всего	1	1
1639	читателя но	1	1
1640	нас будут	1	1
1641	положение дел	1	1
1642	быть не	3	1
1643	них как	2	1
1644	из его	1	1
1645	по разным	1	1
1646	и теперь	1	1
1647	народов и	1	1
1648	не думал	1	1
1649	смысл который	1	1
1650	которое отнюдь	1	1
1651	отношении к	1	1
1652	художественной литературы	1	1
1653	сердце не	1	1
1654	и соответствующих	1	1
1655	слова с	1	1
1656	трактовать как	1	1
1657	истории и	1	1
1658	этой стороны	1	1
1659	так легко	1	1
1660	его началом	1	1
1661	если их	1	1
1662	вот этот	1	1
1663	свое существование	1	1
1664	состоит в	19	1
1665	претендовать на	1	1
1666	впервые в	1	1
1667	не случаен	1	1
1668	еще определеннее	1	1
1669	функционирует в	1	1
1670	в самую	2	1
1671	роль не	1	1
1672	какой она	1	1
1673	под знаком	1	1
1674	они присутствуют	1	1
1675	конкретной жизни	1	1
1676	и будущего	2	1
1677	этом свидетельствует	1	1
1678	до известной	1	1
1679	как вечный	1	1
1680	мать и	3	1
1681	говорится в	1	1
1682	отдельной личности	1	1
1683	это сделать	2	1
1684	такое содержание	1	1
1685	объективна но	1	1
1686	по этой	1	1
1687	поведение в	1	1
1688	в особом	1	1
1689	во времени	9	1
1690	не художественные	1	1
1691	мировой истории	1	1
1692	об их	1	1
1693	как к	3	1
1694	в любви	1	1
1695	от окружающего	1	1
1696	общения в	1	1
1697	как говорится	1	1
1698	его мы	1	1
1699	бумаги и	1	1
1700	уходя в	1	1
1701	с детским	1	1
1702	которых он	1	1
1703	рода но	1	1
1704	в сфере	2	1
1705	определенный момент	1	1
1706	причем все	1	1
1707	для автора	2	1
1708	может остаться	1	1
1709	и внутренним	2	1
1710	различия между	1	1
1711	сказать не	1	1
1712	течение всей	1	1
1713	реальной действительности	1	1
1714	временем и	1	1
1715	пишет не	1	1
1716	этом не	1	1
1717	имеет место	4	1
1718	изложения и	1	1
1719	само мышление	1	1
1720	знаком если	2	1
1721	такое слово	1	1
1722	метонимия и	1	1
1723	затем к	1	1
1724	только два	1	1
1725	с классическим	1	1
1726	художника и	1	1
1727	иначе ее	1	1
1728	соотносится с	1	1
1729	которая при	1	1
1730	бы эти	1	1
1731	в гостиной	1	1
1732	и потому-то	1	1
1733	можно читать	1	1
1734	определяется с	1	1
1735	как все	2	1
1736	не встречается	1	1
1737	миф но	1	1
1738	он замечает	1	1
1739	быть вполне	1	1
1740	ему не	1	1
1741	этой функции	1	1
1742	для мышления	1	1
1743	которая как	1	1
1744	и ужаса	1	1
1745	собственного отца	1	1
1746	выше и	1	1
1747	своей природе	1	1
1748	в окна	1	1
1749	субъекта с	1	1
1750	сам без	1	1
1751	для кого-то	1	1
1752	могут служить	2	1
1753	данное понятие	1	1
1754	каждого слова	1	1
1755	не субъективна	2	1
1756	может идти	1	1
1757	уже забыл	1	1
1758	здесь однако	1	1
1759	уже вовсе	1	1
1760	сознания которая	2	1
1761	не по	5	1
1762	в акте	1	1
1763	другой в	1	1
1764	освобождает и	1	1
1765	на другое	1	1
1766	во вселенной	1	1
1767	или что-нибудь	1	1
1768	трактовать его	1	1
1769	свою жизнь	2	1
1770	не следует	3	1
1771	имеются только	1	1
1772	жизнь есть	1	1
1773	конца этой	1	1
1774	иначе не	1	1
1775	добраться до	1	1
1776	разумеется в	1	1
1777	чем те	1	1
1778	в рамках	6	1
1779	что можно	1	1
1780	литература является	1	1
1781	символ бессмертия	1	1
1782	не верит	1	1
1783	личности героя	3	1
1784	наказание но	1	1
1785	своей единственной	1	1
1786	а явление	1	1
1787	целая система	1	1
1788	это означает	2	1
1789	понять что	1	1
1790	убеждения и	1	1
1791	являет собой	5	1
1792	бытия и	1	1
1793	этот текст	1	1
1794	небе и	1	1
1795	художественная литература	1	1
1796	приходится в	1	1
1797	но слишком	1	1
1798	является ли	1	1
1799	главным образом	1	1
1800	по смежности	1	1
1801	и конец	3	1
1802	может претендовать	1	1
1803	к такого	1	1
1804	мир не	1	1
1805	результате его	1	1
1806	чувственное созерцание	1	1
1807	тут уж	1	1
1808	различия в	1	1
1809	всю ночь	1	1
1810	внимание категории	1	1
1811	к вечеру	1	1
1812	этот труд	1	1
1813	исходя из	4	1
1814	картины в	1	1
1815	как хотелось	1	1
1816	каждого отдельного	1	1
1817	и конца	5	1
1818	внутреннее состояние	1	1
1819	в противоречие	1	1
1820	после которых	1	1
1821	по выражению	1	1
1822	конца не	1	1
1823	их жизни	1	1
1824	к самоубийству	1	1
1825	человек есть	1	1
1826	в принципе	6	1
1827	своей истории	2	1
1828	которое может	2	1
1829	матери в	1	1
1830	проглядывает в	1	1
1831	чем говорить	1	1
1832	не несет	2	1
1833	быть может	1	1
1834	противоречие с	1	1
1835	за которым	2	1
1836	по мере	2	1
1837	собою текст	1	1
1838	структуры в	1	1
1839	данности и	1	1
1840	среди других	1	1
1841	было как	5	1
1842	и блестит	1	1
1843	гамлета уже	1	1
1844	он имеет	1	1
1845	на свой	1	1
1846	этих героев	1	1
1847	значения в	1	1
1848	самом общем	1	1
1849	прошлого не	1	1
1850	категории но	1	1
1851	знаки и	1	1
1852	где они	2	1
1853	ведет к	3	1
1854	это опять-таки	1	1
1855	вся его	1	1
1856	давно уже	2	1
1857	и внутренне	1	1
1858	не таким	1	1
1859	осени а	1	1
1860	может оказаться	2	1
1861	сердце у	3	1
1862	в далекое	1	1
1863	и слово	1	1
1864	жизни на	1	1
1865	быть несколько	1	1
1866	который от	1	1
1867	не я	1	1
1868	большей части	5	1
1869	при всей	5	1
1870	он об	1	1
1871	и предполагает	1	1
1872	представляется возможным	1	1
1873	теперь эта	1	1
1874	где этот	1	1
1875	фразы но	1	1
1876	человеческой мысли	1	1
1877	восходит к	2	1
1878	жизненный опыт	3	1
1879	хранения и	2	1
1880	еще одного	1	1
1881	образ жизни	1	1
1882	героя этой	1	1
1883	уже было	1	1
1884	нашем случае	1	1
1885	а когда	1	1
1886	и три	1	1
1887	людей то	1	1
1888	правда и	1	1
1889	только внешним	1	1
1890	в различных	1	1
1891	сидит в	1	1
1892	чем его	1	1
1893	ее по	1	1
1894	на своего	2	1
1895	что еще	1	1
1896	и внутренней	2	1
1897	верили в	1	1
1898	себе весь	1	1
1899	второй половины	1	1
1900	это существенно	1	1
1901	самом начале	1	1
1902	у себя	2	1
1903	по которой	1	1
1904	ничего нельзя	1	1
1905	следующим образом	1	1
1906	главы рассказа	1	1
1907	по контрасту	1	1
1908	ее внутренняя	1	1
1909	со второй	1	1
1910	и любое	1	1
1911	и н	1	1
1912	и внешней	1	1
1913	я никак	1	1
1914	так у	2	1
1915	тоже могут	1	1
1916	заглянуть в	1	1
1917	действия или	1	1
1918	образом зависит	1	1
1919	начало и	3	1
1920	отсутствует но	1	1
1921	того о	2	1
1922	себе самом	2	1
1923	героя не	1	1
1924	не замечают	1	1
1925	реально и	1	1
1926	наполнения и	1	1
1927	бы желая	2	1
1928	и столь	2	1
1929	на протяжении	12	1
1930	к одному	1	1
1931	к человеку	1	1
1932	не рассматривается	1	1
1933	первом случае	3	1
1934	х гг	2	1
1935	не принадлежит	1	1
1936	оно необходимо	1	1
1937	содержанием самого	1	1
1938	собой в	1	1
1939	или нескольких	1	1
1940	получает в	1	1
1941	можно представить	1	1
1942	в воспитании	1	1
1943	душ и	1	1
1944	речи как	1	1
1945	второй план	1	1
1946	к истинному	1	1
1947	это их	2	1
1948	чем у	1	1
1949	человеческого опыта	3	1
1950	слово не	1	1
1951	не субъективно	1	1
1952	художественной и	1	1
1953	о ком	1	1
1954	каждого человека	1	1
1955	не от	1	1
1956	в европейской	1	1
1957	еще одна	1	1
1958	признаков а	1	1
1959	же их	1	1
1960	не была	1	1
1961	знаков а	1	1
1962	всех его	2	1
1963	но совершенно	1	1
1964	произведение как	1	1
1965	углубиться в	2	1
1966	и создает	1	1
1967	такова что	3	1
1968	явление природы	1	1
1969	сознании можно	1	1
1970	в мире	8	1
1971	в пределы	1	1
1972	века в	1	1
1973	вполне определенным	1	1
1974	это прежде	1	1
1975	лишь для	1	1
1976	говорит сам	1	1
1977	и понимание	1	1
1978	как сказано	1	1
1979	пребывания в	4	1
1980	самой себе	1	1
1981	и страхом	1	1
1982	коммуникации и	1	1
1983	означает то	1	1
1984	под именем	1	1
1985	в бытовой	1	1
1986	она или	1	1
1987	подобного не	1	1
1988	вошел в	1	1
1989	в уста	1	1
1990	реальным и	1	1
1991	сознания а	1	1
1992	сказать с	1	1
1993	отнестись к	1	1
1994	не сводится	8	1
1995	иной области	1	1
1996	в живой	1	1
1997	данный момент	1	1
1998	на человеческую	1	1
1999	встречаемся в	1	1
2000	простому человеку	1	1
2001	рассказано в	1	1
2002	в конечно	1	1
2003	времени но	2	1
2004	только внешняя	1	1
2005	не более	1	1
2006	так называемые	1	1
2007	его внутренней	3	1
2008	является его	2	1
2009	себя внимание	3	1
2010	если б	1	1
2011	легко можно	1	1
2012	стремясь дать	1	1
2013	в форме	7	1
2014	не представляется	1	1
2015	в современной	4	1
2016	несколько иначе	1	1
2017	некоторый смысл	1	1
2018	как известно	3	1
2019	соотнесенность с	1	1
2020	одна только	1	1
2021	степени здесь	1	1
2022	из поля	1	1
2023	это делает	1	1
2024	любви в	1	1
2025	весь язык	1	1
2026	ей не	1	1
2027	говорится но	1	1
2028	и языка	1	1
2029	бессмысленный набор	1	1
2030	глаза то	1	1
2031	есть все	1	1
2032	в данный	1	1
2033	человеческий но	1	1
2034	означает что	1	1
2035	причем это	1	1
2036	каждого из	2	1
2037	колеблется в	1	1
2038	до его	1	1
2039	в пространстве	3	1
2040	и рождается	1	1
2041	в разговоре	1	1
2042	а более	1	1
2043	такого мышления	1	1
2044	почему он	1	1
2045	о художественном	1	1
2046	нельзя назвать	2	1
2047	смысла а	1	1
2048	в перспективе	1	1
2049	очевидны что	1	1
2050	речевой деятельности	2	1
2051	его мнению	1	1
2052	достоевского и	2	1
2053	средствами но	1	1
2054	речи но	1	1
2055	обладает для	1	1
2056	в специальном	2	1
2057	в о	1	1
2058	место среди	1	1
2059	время у	1	1
2060	красоте и	1	1
2061	этом в	1	1
2062	но такая	1	1
2063	человеческого общения	1	1
2064	достигается это	1	1
2065	представляют собой	5	1
2066	не смеет	1	1
2067	нашего времени	1	1
2068	хотя о	1	1
2069	не исчерпывается	1	1
2070	все свое	1	1
2071	их как	1	1
2072	во взгляде	1	1
2073	и автор	1	1
2074	него нет	1	1
2075	очевидным что	1	1
2076	в я	1	1
2077	к феномену	1	1
2078	как не	1	1
2079	тоски и	1	1
2080	xviii в	1	1
2081	что казалось	1	1
2082	человеческой культуры	1	1
2083	именно история	1	1
2084	преступление и	1	1
2085	не люблю	1	1
2086	себя с	1	1
2087	сущности в	1	1
2088	одно слово	1	1
2089	что когда-то	1	1
2090	однако основной	1	1
2091	это сообщение	1	1
2092	и шире	1	1
2093	лермонтовского демона	1	1
2094	которые могут	2	1
2095	сути дела	2	1
2096	однако чтобы	1	1
2097	в xix	1	1
2098	знака при	1	1
2099	в следующей	3	1
2100	этом все	1	1
2101	думает о	1	1
2102	своей жизни	2	1
2103	его самого	1	1
2104	в аспекте	3	1
2105	она любила	1	1
2106	который при	1	1
2107	человек идет	1	1
2108	и некоторого	1	1
2109	жизнь ни	1	1
2110	необходимым и	1	1
2111	развернута в	1	1
2112	новейшей литературе	1	1
2113	ни у	1	1
2114	вернемся к	1	1
2115	важный для	1	1
2116	тех же	1	1
2117	в историю	1	1
2118	и главное	1	1
2119	смерти и	1	1
2120	и незначительным	1	1
2121	идет о	3	1
2122	задний план	1	1
2123	несомненно есть	1	1
2124	себе появление	1	1
2125	автора и	2	1
2126	обыкновенного человека	2	1
2127	по полю	2	1
2128	как вещь	1	1
2129	этих сторон	1	1
2130	отрыве от	1	1
2131	впрочем и	1	1
2132	своей работе	1	1
2133	и исчезает	1	1
2134	нет места	1	1
2135	же время	7	1
2136	местах и	2	1
2137	тому и	1	1
2138	решительно все	1	1
2139	однако само	1	1
2140	в речевой	1	1
2141	во сне	4	1
2142	и будущее	1	1
2143	между людьми	1	1
2144	людей так	1	1
2145	разным причинам	1	1
2146	психический процесс	1	1
2147	как освободиться	2	1
2148	он существует	1	1
2149	человечества и	1	1
2150	всякий раз	2	1
2151	представляет их	1	1
2152	же пока	1	1
2153	ему становится	1	1
2154	к информации	1	1
2155	далекое прошлое	1	1
2156	говоря об	1	1
2157	покоем и	1	1
2158	знания но	1	1
2159	не делают	1	1
2160	к новой	1	1
2161	предметов которые	1	1
2162	как объективно	1	1
2163	внутреннего состояния	1	1
2164	точку зрения	3	1
2165	толстой в	1	1
2166	этого момента	1	1
2167	произведении может	1	1
2168	его можно	1	1
2169	события и	1	1
2170	или просто	2	1
2171	это такая	1	1
2172	аналогии с	1	1
2173	при изложении	1	1
2174	его матери	2	1
2175	и наказание	1	1
2176	хоть и	1	1
2177	невозможно ни	1	1
2178	различие между	1	1
2179	и было	1	1
2180	не изображает	1	1
2181	по сходству	1	1
2182	о человеке	1	1
2183	за которую	1	1
2184	форме так	1	1
2185	смысловую нагрузку	1	1
2186	сознании не	1	1
2187	лотмана и	1	1
2188	представлялось ему	1	1
2189	и потрясающим	1	1
2190	ее из	2	1
2191	же мере	1	1
2192	личности как	2	1
2193	как часть	1	1
2194	о двойственности	1	1
2195	переход к	1	1
2196	настоящего и	1	1
2197	я теперь	1	1
2198	например может	1	1
2199	оно существенно	1	1
2200	в полном	1	1
2201	несет в	1	1
2202	со словами	3	1
2203	о герое	3	1
2204	настаивать на	1	1
2205	отказывается от	1	1
2206	в повести	2	1
2207	не принимает	1	1
2208	словечко если	1	1
2209	хотя как	1	1
2210	а о	2	1
2211	другой смысл	1	1
2212	прежде в	1	1
2213	всеми уже	1	1
2214	этом что	1	1
2215	когда все	2	1
2216	мира а	1	1
2217	к жизни	3	1
2218	не подлежит	3	1
2219	поведения и	1	1
2220	этого человека	1	1
2221	в новом	1	1
2222	первой главы	2	1
2223	и оно	1	1
2224	замечания к	1	1
2225	далее же	1	1
2226	то хотя	1	1
2227	присутствует в	1	1
2228	войны и	4	1
2229	чтобы хоть	1	1
2230	более обширного	1	1
2231	суть символы	1	1
2232	нечто существующее	1	1
2233	преимущественно в	1	1
2234	оно в	1	1
2235	объективна и	1	1
2236	же к	1	1
2237	была такая	1	1
2238	гласит что	1	1
2239	слово это	2	1
2240	не могу	2	1
2241	церкви и	2	1
2242	субъекта и	2	1
2243	обстоит дело	1	1
2244	с присущей	1	1
2245	вопрос как	1	1
2246	на разных	1	1
2247	отдельного слова	1	1
2248	знаков и	1	1
2249	бытия в	2	1
2250	он однако	1	1
2251	и символически	1	1
2252	своей индивидуальности	1	1
2253	не существовало	1	1
2254	из монастыря	1	1
2255	только у	1	1
2256	событие и	4	1
2257	по сути	3	1
2258	на людей	1	1
2259	стало быть	4	1
2260	в большинстве	1	1
2261	чем является	1	1
2262	в истолковании	1	1
2263	в отрыве	1	1
2264	к значимости	1	1
2265	самой своей	1	1
2266	и благодаря	1	1
2267	благодаря этому	1	1
2268	мир это	1	1
2269	связи между	1	1
2270	поскольку иначе	1	1
2271	собой очень	1	1
2272	впрочем если	1	1
2273	поскольку все	1	1
2274	он приносит	1	1
2275	меня самого	1	1
2276	обстоятельств жизни	1	1
2277	может предстать	1	1
2278	если имеются	1	1
2279	и читателя	1	1
2280	можно свести	1	1
2281	что писатель	1	1
2282	надо было	1	1
2283	сам а	1	1
2284	именно это	1	1
2285	дело обстоит	1	1
2286	внутреннюю жизнь	2	1
2287	со словом	1	1
2288	же самым	1	1
2289	словами в	1	1
2290	когда перед	1	1
