N	2gram	Bakhtin_Pr	DiskursI
1286	были бы	1	1
1287	типа действительно	1	1
1288	от нее	1	1
1289	на устной	1	1
1290	жанре всегда	1	1
1291	образом и	3	1
1292	до сих	8	1
1293	он уже	1	1
1294	нашего рассмотрения	1	1
1295	и здесь	4	1
1296	раскрывается не	1	1
1297	достоевского в	12	1
1298	и должны	1	1
1299	до своего	1	1
1300	он стремится	1	1
1301	и сейчас	1	1
1302	данной традиции	1	1
1303	к одной	1	1
1304	почти не	2	1
1305	если же	5	1
1306	оно было	1	1
1307	есть без	1	1
1308	рассказа и	1	1
1309	но такая	1	1
1310	образа и	1	1
1311	уходит своими	1	1
1312	глубоко органичны	1	1
1313	содержания и	1	1
1314	что это	2	1
1315	на иной	1	1
1316	высказывания два	1	1
1317	она выступает	1	1
1318	определенного жанрового	1	1
1319	события на	1	1
1320	это уже	2	1
1321	своей сущности	1	1
1322	позиции то	1	1
1323	первых двух	1	1
1324	не исчерпывается	1	1
1325	о которой	1	1
1326	в область	2	1
1327	мы в	2	1
1328	и народной	1	1
1329	глубоко созвучна	1	1
1330	более глубокое	3	1
1331	их как	1	1
1332	гораздо раньше	1	1
1333	с каждым	1	1
1334	смысле можно	1	1
1335	литературного развития	1	1
1336	для них	2	1
1337	самого сюжета	1	1
1338	со специфическими	1	1
1339	себе оба	2	1
1340	этот термин	1	1
1341	не признает	1	1
1342	и создает	3	1
1343	мере и	1	1
1344	можно было	2	1
1345	в более	5	1
1346	быть сведено	1	1
1347	только еще	1	1
1348	этой позиции	1	1
1349	один человек	1	1
1350	со всеми	8	1
1351	поэтому и	4	1
1352	как-то вдруг	1	1
1353	определяющие особенности	1	1
1354	так или	1	1
1355	с ними	2	1
1356	ряде других	1	1
1357	до этого	1	1
1358	вмещающего в	1	1
1359	строгом смысле	2	1
1360	теоретическом смысле	1	1
1361	свою жанровую	1	1
1362	и федора	1	1
1363	могут заключать	1	1
1364	тоже не	2	1
1365	например и	1	1
1366	этот тип	1	1
1367	особенность жанра	1	1
1368	и действительно	3	1
1369	это время	1	1
1370	жанра смеховой	1	1
1371	и личной	1	1
1372	примером этого	1	1
1373	ее обновлению	1	1
1374	отдельного человека	1	1
1375	жанров то	1	1
1376	возможности и	3	1
1377	может стать	4	1
1378	для подтверждения	1	1
1379	можно даже	1	1
1380	и так	4	1
1381	героя на	1	1
1382	в слове	2	1
1383	глубине и	1	1
1384	никто не	1	1
1385	дело идет	1	1
1386	отчасти и	4	1
1387	своей внешней	1	1
1388	в словах	2	1
1389	он ее	1	1
1390	бы не	1	1
1391	стоят на	1	1
1392	своего предмета	1	1
1393	собою в	2	1
1394	сравнению с	6	1
1395	положений в	1	1
1396	именно поэтому	2	1
1397	зависимости от	3	1
1398	в те	1	1
1399	друг от	2	1
1400	вечности на	1	1
1401	своей жизни	3	1
1402	к созданию	1	1
1403	отрывок из	1	1
1404	словесные агоны	1	1
1405	который и	1	1
1406	эта особенность	1	1
1407	сам я	1	1
1408	нет ничего	3	1
1409	но тут	1	1
1410	жанра у	1	1
1411	кризисы и	1	1
1412	необходимо также	1	1
1413	что эту	1	1
1414	бы и	3	1
1415	где нет	1	1
1416	как целое	1	1
1417	чувствовал себя	1	1
1418	их самих	1	1
1419	вернемся к	1	1
1420	эпизода в	1	1
1421	прямым авторским	2	1
1422	даже сказать	1	1
1423	в слово	3	1
1424	и заключается	2	1
1425	на некоторых	5	1
1426	и между	5	1
1427	нем только	2	1
1428	самой жанровой	2	1
1429	связана с	3	1
1430	наконец в	3	1
1431	глубокую древность	1	1
1432	и если	4	1
1433	чужого слова	1	1
1434	устная интонация	1	1
1435	лежат в	1	1
1436	по сравнению	6	1
1437	в зоне	3	1
1438	основе этого	2	1
1439	из его	1	1
1440	следует сказать	1	1
1441	а через	1	1
1442	при всех	2	1
1443	план и	1	1
1444	свое одиночество	1	1
1445	обойтись без	1	1
1446	прямой речи	1	1
1447	понимания жанра	1	1
1448	эпических событий	1	1
1449	всегда сохраняются	1	1
1450	тургенев в	1	1
1451	редуцированной форме	2	1
1452	с большей	1	1
1453	или иных	2	1
1454	но внутренняя	1	1
1455	у шекспира	2	1
1456	слов и	1	1
1457	есть одновременно	1	1
1458	которую он	3	1
1459	др в	3	1
1460	главным героем	1	1
1461	и различные	1	1
1462	в мир	1	1
1463	друга и	1	1
1464	например для	1	1
1465	они позволяют	1	1
1466	перед глазами	1	1
1467	сочетания и	1	1
1468	напротив в	1	1
1469	еще один	1	1
1470	эту традицию	1	1
1471	им в	1	1
1472	двуголосого слова	1	1
1473	не единственным	1	1
1474	потому и	1	1
1475	жанровая сущность	2	1
1476	событие которое	1	1
1477	мне не	2	1
1478	на более	1	1
1479	глубокое и	1	1
1480	и диалогические	2	1
1481	нет и	3	1
1482	он в	2	1
1483	в споре	1	1
1484	автором как	1	1
1485	романтизма но	1	1
1486	в первобытном	1	1
1487	жанре не	1	1
1488	мог бы	1	1
1489	он все	1	1
1490	начиная с	4	1
1491	в самую	1	1
1492	не за	3	1
1493	нами два	2	1
1494	произведения и	1	1
1495	она имела	1	1
1496	их поведение	3	1
1497	но именно	4	1
1498	жанровая традиция	1	1
1499	в образе	3	1
1500	корнями в	1	1
1501	в глазах	1	1
1502	в определенную	1	1
1503	утрачивает свою	2	1
1504	мысли не	1	1
1505	в теоретическом	1	1
1506	знаком с	2	1
1507	характерное для	2	1
1508	языка а	2	1
1509	но если	4	1
1510	здесь и	7	1
1511	связано с	1	1
1512	как своего	2	1
1513	в произведениях	2	1
1514	рассказ и	3	1
1515	именно этот	1	1
1516	без прямого	1	1
1517	свойственна и	1	1
1518	возможности но	1	1
1519	контакта с	3	1
1520	особый характер	2	1
1521	точку зрения	1	1
1522	часто и	1	1
1523	тот же	2	1
1524	термин в	1	1
1525	на некоторое	1	1
1526	внешнее и	1	1
1527	в лоне	1	1
1528	человека но	1	1
1529	мире где	1	1
1530	т.п так	1	1
1531	в дальнейшем	8	1
1532	слово то	2	1
1533	истории литературы	1	1
1534	жанр от	1	1
1535	высказывания по	1	1
1536	близок к	2	1
1537	и речью	1	1
1538	хорошо известны	1	1
1539	то они	1	1
1540	процессе литературного	1	1
1541	и обязанностей	1	1
1542	общества его	1	1
1543	на какое-нибудь	1	1
1544	тургенева это	1	1
1545	ничем не	3	1
1546	так как	12	1
1547	мир в	1	1
1548	и также	1	1
1549	первые века	1	1
1550	пиковой даме	1	1
1551	все еще	3	1
1552	было уже	1	1
1553	по сходству	1	1
1554	нас не	1	1
1555	определенного жанра	1	1
1556	авторской позиции	3	1
1557	всякий человек	1	1
1558	у тебя	1	1
1559	с участием	1	1
1560	понятно что	1	1
1561	жизни здесь	1	1
1562	брань и	1	1
1563	его жанровой	1	1
1564	бы на	1	1
1565	ее а	1	1
1566	в определенном	1	1
1567	лишь часть	1	1
1568	он и	2	1
1569	например рассказ	2	1
1570	связанная в	1	1
1571	xix веке	3	1
1572	романе достоевского	2	1
1573	ситуации в	1	1
1574	где он	1	1
1575	и всегда	2	1
1576	из своих	3	1
1577	на самом	2	1
1578	быть весьма	1	1
1579	от остальной	1	1
1580	сама является	1	1
1581	сходятся в	1	1
1582	слово в	5	1
1583	таком случае	1	1
1584	памяти в	1	1
1585	в повести	3	1
1586	раз в	2	1
1587	в пиковой	1	1
1588	от своих	2	1
1589	на грани	2	1
1590	быть еще	1	1
1591	и литературной	1	1
1592	грустно потому	1	1
1593	но с	2	1
1594	в таких	1	1
1595	века до	2	1
1596	деятельности это	1	1
1597	это слово	1	1
1598	века и	6	1
1599	ее нельзя	1	1
1600	от друга	2	1
1601	от всех	2	1
1602	этого не	1	1
1603	быть ни	2	1
1604	начала в	2	1
1605	и друг	1	1
1606	пространственную и	1	1
1607	художественного образа	3	1
1608	же по	1	1
1609	и продолжают	2	1
1610	и тому	2	1
1611	такое слово	1	1
1612	всей нашей	1	1
1613	о жизни	1	1
1614	в обычном	1	1
1615	в ряде	1	1
1616	ведущую роль	1	1
1617	можно отнести	1	1
1618	изображенного слова	1	1
1619	истины и	3	1
1620	им и	1	1
1621	жанровую структуру	1	1
1622	если и	1	1
1623	человек с	1	1
1624	характера не	1	1
1625	себе я	1	1
1626	чаще всего	1	1
1627	контексте собственного	1	1
1628	раннего достоевского	1	1
1629	дистанцию по	1	1
1630	и носит	1	1
1631	и со	1	1
1632	и могут	2	1
1633	смысле а	1	1
1634	остановимся на	5	1
1635	раннего творчества	1	1
1636	первой части	1	1
1637	и художественного	1	1
1638	по самой	1	1
1639	в условиях	7	1
1640	на возможность	1	1
1641	войти в	3	1
1642	для нашей	1	1
1643	его же	1	1
1644	при изучении	1	1
1645	не все	1	1
1646	и брани	2	1
1647	и главное	2	1
1648	смерти и	4	1
1649	прошлого к	1	1
1650	следующей главе	1	1
1651	людей в	2	1
1652	как слово	3	1
1653	человека к	3	1
1654	которая как	1	1
1655	принципиальное значение	1	1
1656	трагедия идиллия	1	1
1657	читателя в	1	1
1658	сюжетно и	1	1
1659	каждый участник	1	1
1660	обычно в	3	1
1661	как точка	1	1
1662	же из	1	1
1663	и других	12	1
1664	в прямой	1	1
1665	невозможно ибо	1	1
1666	первая часть	1	1
1667	в предисловии	1	1
1668	хода событий	1	1
1669	утверждение о	1	1
1670	прозаической и	2	1
1671	и благородство	1	1
1672	в биографическом	1	1
1673	некоторых его	1	1
1674	в объект	1	1
1675	не могу	3	1
1676	т.п и	1	1
1677	строится как	1	1
1678	стихах и	1	1
1679	и почти	3	1
1680	и ни	1	1
1681	имеются и	1	1
1682	с определенной	1	1
1683	рассказал бы	2	1
1684	здесь только	2	1
1685	но всегда	1	1
1686	и направления	1	1
1687	независимо от	1	1
1688	всегда строится	2	1
1689	в аристотелевском	1	1
1690	отделен от	1	1
1691	у того	1	1
1692	иногда и	3	1
1693	пределах одной	1	1
1694	казалось бы	4	1
1695	на меня	1	1
1696	сохраняются неумирающие	1	1
1697	всех этих	2	1
1698	его речи	1	1
1699	это была	2	1
1700	жанра этим	1	1
1701	оказывается что	1	1
1702	это также	2	1
1703	трагедии от	1	1
1704	устной речи	2	1
1705	и времени	2	1
1706	или иначе	1	1
1707	неожиданно и	1	1
1708	стало быть	1	1
1709	этих случаях	1	1
1710	как то	1	1
1711	уходит в	1	1
1712	художественного мира	1	1
1713	чего она	1	1
1714	не сводятся	1	1
1715	ведь мы	1	1
1716	как выражение	1	1
1717	иного типа	1	1
1718	могло быть	1	1
1719	исторических лиц	1	1
1720	рассказа но	1	1
1721	наиболее существенные	1	1
1722	слова но	3	1
1723	дальнейшем развитии	3	1
1724	установки и	1	1
1725	и особенно	3	1
1726	всех ведущих	1	1
1727	римской литературе	1	1
1728	которые в	3	1
1729	не можем	1	1
1730	слова она	1	1
1731	этом и	1	1
1732	своего прямого	2	1
1733	и художественной	2	1
1734	собственному слову	1	1
1735	что данная	1	1
1736	в словаре	1	1
1737	на каждом	1	1
1738	в сознании	2	1
1739	позицию по	1	1
1740	же может	1	1
1741	тех или	2	1
1742	ее может	1	1
1743	обрядового действа	2	1
1744	в самых	2	1
1745	здесь они	1	1
1746	таким же	1	1
1747	другого сознания	1	1
1748	именно это	1	1
1749	и сами	1	1
1750	или точнее	2	1
1751	как для	1	1
1752	основе их	1	1
1753	с соответствующими	1	1
1754	в известной	3	1
1755	форме и	2	1
1756	иное как	1	1
1757	на самый	1	1
