N	2gram	Bakhtin_Fr	RusskieA
1304	сочетается с	3	1
1305	пародии и	3	1
1306	одна и	1	1
1307	жизни здесь	3	1
1308	силе земли	1	1
1309	римские сатурналии	2	1
1310	однако здесь	1	1
1311	он называет	2	1
1312	а это	1	1
1313	времен года	2	1
1314	он и	3	1
1315	всегда был	1	1
1316	следы его	1	1
1317	и новое	4	1
1318	в литературе	9	1
1319	значение его	1	1
1320	о нем	4	1
1321	xix веке	2	1
1322	немного на	1	1
1323	видеть в	2	1
1324	и римлян	1	1
1325	со смертью	3	1
1326	латинское слово	1	1
1327	еще может	1	1
1328	и закрепляли	1	1
1329	но с	2	1
1330	и некоторых	1	1
1331	и проклятия	1	1
1332	же цели	1	1
1333	в свои	1	1
1334	что к	1	1
1335	обряды не	1	1
1336	наших дней	1	1
1337	масленичные увеселения	1	1
1338	и где	1	1
1339	который как	1	1
1340	и которая	1	1
1341	но смех	1	1
1342	и эта	5	1
1343	непосредственное влияние	2	1
1344	отрицать что	1	1
1345	многих праздниках	1	1
1346	когда все	1	1
1347	ими как	1	1
1348	распространенные в	1	1
1349	к г	1	1
1350	вообще не	1	1
1351	по теории	1	1
1352	причем на	1	1
1353	подводя итоги	2	1
1354	долгое время	1	1
1355	этому типу	1	1
1356	как она	1	1
1357	цель и	1	1
1358	смех смех	1	1
1359	и силу	1	1
1360	напротив они	1	1
1361	можно выразить	1	1
1362	является не	1	1
1363	другом месте	2	1
1364	при таком	2	1
1365	на улицах	1	1
1366	идеологии и	3	1
1367	стремление к	2	1
1368	однако это	1	1
1369	веселья и	2	1
1370	к концу	1	1
1371	ли не	1	1
1372	была очень	2	1
1373	в такой	1	1
1374	остановимся на	1	1
1375	и вольности	1	1
1376	в xv	1	1
1377	это было	2	1
1378	пока не	1	1
1379	его следует	1	1
1380	еще очень	1	1
1381	были созданы	1	1
1382	и общественных	1	1
1383	и самой	1	1
1384	но особенно	1	1
1385	этих элементов	1	1
1386	человеком и	1	1
1387	смеха есть	1	1
1388	часть их	1	1
1389	может относиться	1	1
1390	в меру	1	1
1391	нельзя было	1	1
1392	ему не	1	1
1393	эти увеселения	1	1
1394	достаточно вспомнить	1	1
1395	стоит и	1	1
1396	без всякой	1	1
1397	это следовательно	1	1
1398	того или	1	1
1399	и эти	2	1
1400	или косвенно	1	1
1401	же с	2	1
1402	рождения и	2	1
1403	пр в	1	1
1404	для исполнения	1	1
1405	возвращается к	1	1
1406	выше и	1	1
1407	он говорит	1	1
1408	по которому	1	1
1409	встречаемся с	1	1
1410	и новым	1	1
1411	которую мы	1	1
1412	влияние и	1	1
1413	например у	2	1
1414	на срок	1	1
1415	это как	5	1
1416	текстами и	1	1
1417	в самых	1	1
1418	праздничное веселье	1	1
1419	непосредственно после	1	1
1420	не простое	1	1
1421	и ни	4	1
1422	имеются и	1	1
1423	вариаций этого	1	1
1424	от костра	1	1
1425	также и	3	1
1426	одну из	2	1
1427	а из	1	1
1428	до царствования	1	1
1429	степени есть	1	1
1430	из древнейших	3	1
1431	смены времен	1	1
1432	эти формы	5	1
1433	смехе и	2	1
1434	во второй	2	1
1435	входили в	1	1
1436	и может	1	1
1437	как римские	1	1
1438	у народа	1	1
1439	на смех	1	1
1440	характерно для	3	1
1441	а по	1	1
1442	например к	1	1
1443	есть ли	1	1
1444	особый тип	2	1
1445	в науке	1	1
1446	освобождение от	1	1
1447	очень интересный	1	1
1448	говоря о	2	1
1449	что нам	1	1
1450	и обратно	1	1
1451	но дело	1	1
1452	с церковными	1	1
1453	пр и	1	1
1454	есть о	1	1
1455	от того	2	1
1456	человека с	1	1
1457	несколько подробнее	1	1
1458	полное и	1	1
1459	или как	1	1
1460	при всем	1	1
1461	их как	1	1
1462	еще на	2	1
1463	жизни это	4	1
1464	которых они	2	1
1465	день св	2	1
1466	в церквах	3	1
1467	античности не	1	1
1468	в отрыве	2	1
1469	но эту	1	1
1470	эта как	1	1
1471	праздники как	1	1
1472	животных в	1	1
1473	явление в	2	1
1474	с новым	1	1
1475	были и	1	1
1476	и своим	1	1
1477	их а	1	1
1478	того времени	1	1
1479	фольклору но	1	1
1480	от времени	1	1
1481	это означает	1	1
1482	и церковные	1	1
1483	еде и	1	1
1484	этих форм	6	1
1485	жизни и	14	1
1486	идет не	1	1
1487	и сущность	1	1
1488	нуждается в	1	1
1489	не остаются	1	1
1490	однако все	1	1
1491	в так	1	1
1492	хотя здесь	1	1
1493	после смерти	1	1
1494	к смеху	6	1
1495	день после	1	1
1496	веков в	1	1
1497	в римских	1	1
1498	жизнь которым	1	1
1499	по идее	1	1
1500	есть не	1	1
1501	и иные	1	1
1502	в xvi	5	1
1503	священник с	1	1
