N	2gram	Voloshinov	FransuaR
1287	в поэтике	1	1
1288	направленность на	1	1
1289	историческое движение	1	1
1290	кто будет	1	1
1291	этом достаточно	1	1
1292	бы действительно	1	1
1293	произведения с	1	1
1294	наиболее яркое	2	1
1295	и тех	1	1
1296	не совпадают	1	1
1297	вне поля	1	1
1298	и организует	1	1
1299	она должна	1	1
1300	содержание для	1	1
1301	автора к	1	1
1302	как уже	2	1
1303	обстоит дело	1	1
1304	степени не	1	1
1305	оценок это	1	1
1306	и во-вторых	1	1
1307	два человека	1	1
1308	основные грубые	1	1
1309	частности в	1	1
1310	а этот	1	1
1311	и можно	1	1
1312	этой беседы	1	1
1313	находиться в	1	1
1314	же метод	1	1
1315	со слушателями	1	1
1316	в высшей	1	1
1317	самом себе	1	1
1318	к пониманию	1	1
1319	видит только	1	1
1320	лучшем случае	1	1
1321	же акт	1	1
1322	возможна только	2	1
