N	2gram	Tiupa_Narr	DiskursI
1220	концом в	1	1
1221	такого высказывания	1	1
1222	названные типы	1	1
1223	особое отношение	1	1
1224	в речи	1	1
1225	всегда имеется	1	1
1226	но сложном	1	1
1227	альтернативных возможностей	1	1
1228	отношением к	1	1
1229	том или	2	1
1230	мира это	1	1
1231	сказать первофеномены	1	1
1232	маловероятное беспрецедентное	1	1
1233	их поступки	1	1
1234	сопряжения событий	1	1
1235	это позиция	2	1
1236	самому герою	1	1
1237	взаимодействия людей	1	1
1238	но далеко	1	1
1239	целое и	1	1
1240	христианской культуры	1	1
1241	смерть как	1	1
1242	к самому	2	1
1243	детях покидающих	1	1
1244	а последнее	1	1
1245	или происшествия	1	1
1246	настаивает на	1	1
1247	а именно	3	1
1248	с еще	1	1
1249	построение интриги	3	1
1250	к реализации	1	1
1251	шмида к	1	1
1252	наш взгляд	1	1
1253	назидания притча	1	1
1254	анекдота уже	1	1
1255	монолог в	1	1
1256	этого жанрового	1	1
1257	позиции учителя	1	1
1258	интриги не	1	1
1259	может существовать	1	1
1260	или ином	2	1
1261	через границу	1	1
1262	ситуации произнесения	1	1
1263	и молитвы	1	1
1264	жизни повествователя	1	1
1265	бывает всегда	1	1
1266	произведении и	1	1
1267	которое не	1	1
1268	ему позиции	1	1
1269	есть то	1	1
1270	в это	1	1
1271	позицию опираясь	1	1
1272	фактический слушатель	1	1
1273	его позиция	1	1
1274	отсутствием ценностной	1	1
1275	непосредственного присутствия	1	1
1276	их внутреннюю	2	1
1277	нудительной серьезности	1	1
1278	культуры в	1	1
1279	его вступление	1	1
1280	внеязыковое и	1	1
1281	и вторичные	1	1
1282	диалогизированного слова	1	1
1283	процесса не	1	1
1284	общий знаменатель	1	1
1285	и смерть	1	1
1286	поскольку мы	1	1
1287	поэтому жанры	1	1
1288	будущего ни	1	1
1289	все их	2	1
1290	вечности и	1	1
1291	позиции изобразителя	1	1
1292	на одном	1	1
1293	не удается	1	1
1294	пространственно-временных масштабов	1	1
1295	смыслов оно	1	1
1296	круговорот жизни	1	1
1297	веком героев	1	1
1298	скрытой полускрытой	1	1
1299	ряда возбуждающем	1	1
1300	мире это	1	1
1301	объединены в	1	1
1302	представляла собой	1	1
1303	с повествовательной	1	1
1304	различные эпохи	1	1
1305	в просторную	1	1
1306	только благодаря	1	1
1307	ментальному взору	2	1
1308	с точкой	2	1
1309	оно имеет	1	1
1310	значения чьей-то	1	1
1311	центрального героя	1	1
1312	покидающих свою	1	1
1313	для автора	2	1
1314	как справедливо	2	1
1315	лица по	1	1
1316	не существует	3	1
1317	ее к	1	1
1318	интонации доверительной	1	1
1319	проективной компетентностью	1	1
1320	субъектом ролевого	1	1
1321	осуществляется в	1	1
1322	раскованной беседы	1	1
1323	обладать собственным	1	1
1324	жанр есть	1	1
1325	ни анекдот	1	1
1326	и повествование	1	1
1327	и взаимодействия	1	1
1328	него возможны	1	1
1329	принципиальное различие	1	1
1330	высказываний как	2	1
1331	широкое распространение	1	1
1332	инициации не	1	1
1333	определяется востребованной	1	1
1334	об ее	1	1
1335	устремленный от	1	1
1336	текста это	1	1
1337	и реализатором	1	1
1338	ухода в	1	1
1339	между вещами	1	1
1340	сводятся к	1	1
1341	жизненный опыт	1	1
1342	коммуникативную событийность	1	1
1343	она могла	1	1
1344	кристаллизацией личного	1	1
1345	смысла развертывающейся	1	1
1346	фатально непреложный	1	1
1347	интриганстве персонажей	1	1
1348	эвристические возможности	1	1
1349	ролевого действия	1	1
1350	позицию сотворчества	1	1
1351	события как	2	1
1352	от божья	1	1
1353	нормативное приложение	1	1
1354	анекдот невозможно	1	1
1355	тип высказывания	1	1
1356	не сообщениями	1	1
1357	притчевого дискурса	1	1
1358	порождаемых динамизмом	1	1
1359	формы скрытой	1	1
1360	нравственный закон	1	1
1361	значимого для	1	1
1362	романного видения	1	1
1363	этот текст	1	1
1364	концовке рассказа	1	1
1365	и событие	1	1
1366	немного в	1	1
1367	двух или	1	1
1368	идет об	1	1
1369	образуется в	1	1
1370	определенные возможности	1	1
1371	недопустимая в	1	1
1372	будучи порой	1	1
1373	референтного высказыванию	1	1
1374	не об	1	1
1375	наррации составляет	1	1
1376	высказывания жанр	1	1
1377	приходит к	2	1
1378	вещами и	1	1
1379	понятия нормы	1	1
1380	комическая апофегма	1	1
1381	строим свою	1	1
1382	однако далеко	1	1
1383	множества преданий	1	1
1384	для своей	2	1
1385	обнаруживается преодолеваемая	1	1
1386	в интригуемости	1	1
1387	его по	2	1
1388	в смысле	1	1
1389	не что	2	1
1390	так же	2	1
1391	герою определяемое	1	1
1392	адресата занимающего	1	1
1393	есть событие	1	1
1394	глупость неуместность	1	1
1395	оно существует	1	1
1396	отметить что	1	1
1397	мира вокруг	1	1
1398	мире случайности	1	1
1399	казусная картина	1	1
1400	большую или	1	1
1401	ценностно-смысловой позиции	1	1
1402	ощущаться завершенная	1	1
1403	позиции и	2	1
1404	непосредственными речевыми	1	1
1405	автора с	1	1
1406	с некоторой	1	1
1407	иной интонации	1	1
1408	вещью действием	1	1
1409	композиционно определенное	1	1
1410	жизнеописания чего	1	1
1411	именно такого	1	1
1412	составляет один	1	1
1413	и речевой	1	1
1414	не становится	1	1
1415	гегель именовал	1	1
1416	с нарастанием	1	1
1417	этим создается	1	1
1418	неодинаковым историческим	1	1
1419	соседствами именно	1	1
1420	следовательно предметно-смысловые	1	1
1421	направленного на	2	1
1422	думал о	1	1
1423	притчевое нормативное	1	1
1424	если это	1	1
1425	серьезности бахтин	1	1
1426	любопытное занимательное	1	1
1427	этим моментам	1	1
1428	такие дискурсы	1	1
1429	здесь пока	1	1
1430	я оказывается	1	1
1431	или притче	1	1
1432	семантического поля	1	1
1433	однако эти	1	1
1434	мира т.е	1	1
1435	наряду с	2	1
1436	ключ к	2	1
1437	их свободного	1	1
1438	в мировом	1	1
1439	сохранив весь	1	1
1440	и оценки	1	1
1441	анекдот легко	1	1
1442	непреложный и	1	1
1443	осуществлено только	1	1
1444	текст анекдота	1	1
1445	события суть	1	1
1446	не у-влекать	1	1
1447	если нарративная	1	1
1448	нарратология представляет	1	1
1449	же сказания	1	1
1450	как от	1	1
1451	символической смерти	1	1
1452	времена различные	1	1
1453	невозможно притчевое	1	1
1454	острота наизнанку	1	1
1455	объект и	1	1
1456	здесь невозможно	1	1
1457	репродуктивной компетентностью	1	1
1458	анекдот должен	1	1
1459	приобщения к	1	1
1460	в текст	1	1
1461	противоположность характеру	1	1
1462	определенной области	1	1
1463	есть субъектом	1	1
1464	к этим	1	1
1465	уже по	1	1
1466	анекдотические истории	1	1
1467	в облике	1	1
1468	в системе	1	1
1469	превратился в	1	1
1470	современной передаче	1	1
1471	свидетеля но	1	1
1472	нередко выступает	1	1
1473	событийной полноте	3	1
1474	слушателей преодолевая	1	1
1475	поэтике здесь	1	1
1476	речью повествователя	1	1
1477	самому тогда	1	1
1478	ролевом миропорядке	1	1
1479	на поучающего	1	1
1480	но сама	2	1
1481	вполне адекватно	1	1
1482	подлежит сомнению	1	1
1483	в какой-либо	1	1
1484	на них	1	1
1485	к общенародной	1	1
1486	ним определенные	1	1
1487	смыслом ни	1	1
1488	ценностный кругозор	1	1
1489	существенно меняет	1	1
1490	в историю	1	1
1491	себе самом	2	1
1492	внутренней жизни	1	1
1493	героя не	1	1
1494	в религиозном	1	1
1495	совершенно иными	1	1
1496	может квалифицироваться	1	1
1497	времени сохранили	1	1
1498	к позиции	1	1
1499	продуктивный тип	1	1
1500	текста где	1	1
1501	присутствующего в	2	1
1502	новейшее время	1	1
1503	по длительности	1	1
1504	курьезное любопытное	1	1
1505	новелла ночной	1	1
1506	к индивидуальной	1	1
1507	нами не	2	1
1508	созерцающего ума	1	1
1509	как такового	1	1
1510	принадлежат самой	1	1
1511	повествования с	1	1
1512	что иное	2	1
1513	которыми устанавливаются	1	1
1514	отношения ценностно-смысловой	1	1
1515	он от	1	1
1516	высказываний в	1	1
1517	интригуемости читателя	1	1
1518	нарратива повествование	1	1
1519	искушенность в	1	1
1520	над проблемой	1	1
1521	политического и	1	1
1522	запечатлеваемый и	1	1
1523	героя окажется	1	1
1524	судьбой отдельных	1	1
1525	опыта их	1	1
1526	собой исторически	1	1
1527	артур данто	1	1
1528	языком ставят	1	1
1529	слова эта	1	1
1530	и романного	1	1
1531	но еще	1	1
1532	посрамление словесное	1	1
1533	в состоянии	1	1
1534	рамках этой	2	1
1535	адресата от	1	1
1536	освоена в	1	1
1537	оценки и	1	1
1538	сказание в	1	1
1539	запечатлевающий основу	1	1
1540	вид сюжетных	1	1
1541	единство высказывания	1	1
1542	в совершенно	1	1
1543	но от	2	1
1544	требует авторитетное	1	1
1545	греймасом и	1	1
1546	говорящий здесь	1	1
1547	мы строим	1	1
1548	и неоспоримый	1	1
1549	самоопределяющегося субъекта	1	1
1550	иного языка	1	1
1551	реализатором самобытного	1	1
1552	или сплетни	1	1
1553	быть редуцирован	1	1
1554	которого он	2	1
1555	языковые с	1	1
1556	картиной мира	1	1
1557	данный аспект	1	1
1558	составляющий морализаторскую	1	1
1559	предполагает и	1	1
1560	поскольку речь	1	1
1561	рецептивной компетенции	1	1
1562	апофегма то	1	1
1563	второй в	1	1
1564	биография и	1	1
1565	согласно которой	1	1
1566	существованию вследствие	1	1
1567	состоящий в	1	1
1568	от понятия	1	1
1569	зрения нарратора	1	1
1570	зримого жеста	1	1
1571	рассказанного события	2	1
1572	проделано и	1	1
1573	можно выявить	1	1
1574	характеристике о.м	1	1
1575	композиционным костяком	1	1
1576	они в	2	1
1577	или иную	2	1
1578	что жанр	1	1
1579	говоря словами	2	1
1580	касается ментальной	1	1
1581	умения отрешиться	1	1
1582	там и	1	1
1583	обладают неодинаковым	1	1
1584	целого следовательно	1	1
1585	свет и	1	1
1586	в уста	1	1
1587	как слухи	1	1
1588	ошибка оговорка	1	1
1589	мифа который	1	1
1590	глазами анекдота	1	1
1591	сюжетообразующим при	1	1
1592	поучаемого это	1	1
1593	местах и	1	1
1594	чтобы воцариться	1	1
1595	это вынуждает	1	1
1596	конфигурация эпизодов	3	1
1597	жизнеописание несет	1	1
1598	сознания к	2	1
1599	дискурса при	1	1
1600	полускрытой рассеянной	1	1
1601	значимого со-бытия	1	1
1602	умершее солнце	1	1
1603	дискурса принципиальное	1	1
1604	в собственно	1	1
1605	для бахтина	1	1
1606	субъект объект	1	1
1607	в художественном	1	1
1608	предносится целое	1	1
1609	о возможности	1	1
1610	восприятия сказания	1	1
1611	рекоша но	1	1
1612	индивидуальных инициатив	1	1
1613	же анекдота	1	1
1614	не занять	1	1
1615	на разных	1	1
1616	имел место	1	1
1617	стратегии и	1	1
1618	и состава	1	1
1619	и народ	1	1
1620	ней установка	1	1
1621	между настоящим	1	1
1622	рассказывающим притчу	1	1
1623	и запечатлевающий	1	1
1624	всех его	2	1
1625	событие следует	1	1
1626	героя с	2	1
1627	в изложении	1	1
1628	человеческая жизнь	1	1
1629	истории смысла	1	1
1630	быть проделано	1	1
1631	и устройству	1	1
1632	которое в	1	1
1633	мира или	1	1
1634	бытия нуждалась	1	1
1635	быть только	1	1
1636	от анекдота	1	1
1637	слово там	1	1
1638	посрамляющий умершее	1	1
1639	есть само	1	1
1640	ж курте	1	1
1641	здесь обычно	1	1
1642	текста если	1	1
1643	притчевого назидания	1	1
1644	чего анекдот	1	1
1645	для слушателей	1	1
1646	мира романного	1	1
1647	и составляющий	1	1
1648	и всю	1	1
1649	от мастерства	1	1
1650	в конце	1	1
1651	в таком	2	1
1652	как рассказчик	1	1
1653	экзистенциальный опыт	1	1
1654	художественными а	1	1
1655	это весьма	1	1
1656	религиозные и	1	1
1657	человек и	1	1
1658	этом последнем	1	1
1659	принцип любого	1	1
1660	ценностно-смысловой картины	1	1
1661	в связи	2	1
1662	механизмом активизации	1	1
1663	между ними	2	1
1664	от своея	1	1
1665	пристрастной интерпретации	1	1
1666	встречается в	2	1
1667	любого дискурса	1	1
1668	всем своем	1	1
1669	содержание к	1	1
1670	предполагает внутренне	1	1
1671	сохранили свою	1	1
1672	мнения или	1	1
1673	персонажей здесь	1	1
1674	без которого	1	1
1675	оказывается весьма	1	1
1676	из четырех	1	1
1677	сообщение о	1	1
1678	выбор лексики	1	1
1679	некоего ценностного	1	1
1680	от этого	1	1
1681	окказионально-авантюрном мире	1	1
1682	вольфа шмида	1	1
1683	адресат протороманного	1	1
1684	ибо нарратив	1	1
1685	определенное в	1	1
1686	л.с выготский	1	1
1687	это путь	1	1
1688	хвалы или	1	1
1689	составляющих ее	2	1
1690	в двух	2	1
1691	лишь для	1	1
1692	исполненной некоторого	1	1
1693	нечто смешное	1	1
1694	для современной	1	1
1695	и ситуации	1	1
1696	кому говорят	1	1
1697	в недискурсивных	1	1
1698	царских детях	1	1
1699	точек зрения	2	1
1700	прошлым а	1	1
1701	быть зафиксирована	1	1
1702	и кому	1	1
1703	матрилокального престолонаследования	1	1
1704	принципиально недопустимая	1	1
1705	оговорка где	1	1
1706	жизни то	1	1
1707	нормы ни	1	1
1708	с текстами	1	1
1709	сих пор	1	1
1710	родственным анекдотическому	1	1
1711	а некий	1	1
1712	поскольку ни	1	1
1713	за иллюстрацией	1	1
1714	биографического слова	1	1
1715	жизни постоянно	1	1
1716	персонажи сказания	1	1
1717	как сказано	1	1
1718	пребывания в	1	1
1719	опыт чужой	1	1
1720	окружал человека	1	1
1721	припоминая и	1	1
1722	интернациональны в	1	1
1723	для жизнеописания	1	1
1724	описания и	2	1
1725	в заключительном	1	1
1726	претендуют на	1	1
1727	исторического познания	1	1
1728	получило наименование	1	1
1729	проявляет себя	1	1
1730	нарушение запрета	2	1
1731	должен был	1	1
1732	или слушателя	4	1
1733	именно как	1	1
1734	организация художественного	1	1
1735	как того	1	1
1736	правило лишь	1	1
1737	дискурсов при	1	1
1738	же здесь	1	1
1739	подробностями и	1	1
1740	если оно	1	1
1741	идеологические жанры	1	1
1742	игра случая	1	1
1743	сложном событии	1	1
1744	позиция это	1	1
1745	может обладать	1	1
1746	столь свободным	1	1
1747	свою жизненную	1	1
1748	жанров от	1	1
1749	человеческой деятельности	1	1
1750	делает его	1	1
1751	согласия за	1	1
1752	у-влекать слушателей	1	1
1753	персонажей с	1	1
1754	не предначертанность	1	1
1755	очень часто	1	1
1756	разных местах	1	1
1757	непристойность необыкновенное	1	1
1758	человеческого бытия	1	1
1759	и про	2	1
1760	другом и	2	1
1761	ценностной однозначности	1	1
1762	еще только	1	1
1763	сознаний встречающихся	1	1
1764	нашей способности	1	1
1765	не дает	1	1
1766	и передачи	1	1
1767	ценностно дистанцированной	1	1
1768	от содержания	1	1
1769	с наррацией	1	1
1770	быть осуществлено	1	1
1771	выходит новое	1	1
1772	закономерно приводит	1	1
1773	человека как	1	1
1774	неуместность ошибка	1	1
1775	два события	1	1
1776	прошлого и	2	1
1777	акт притчевого	1	1
1778	или же	1	1
1779	есть профанация	1	1
1780	удовлетворяясь репродуктивной	1	1
1781	вниманием к	1	1
1782	для первого	1	1
1783	в развитии	1	1
1784	не мог	4	1
1785	анекдота ни	1	1
1786	на чем	2	1
1787	действием которое	1	1
1788	не будет	3	1
1789	мире на	1	1
1790	и существенно	1	1
1791	общая теория	1	1
1792	общения по	1	1
1793	однако эта	1	1
1794	эксцессов и	1	1
1795	чувства юмора	1	1
1796	наррация появляется	1	1
1797	референтного содержания	2	1
1798	чехова как	1	1
1799	равнодостойности сознаний	1	1
1800	внезакономерных явлениях	1	1
1801	и является	1	1
1802	опознании ее	1	1
1803	то было	1	1
1804	в окказионально-авантюрном	1	1
1805	исторически продуктивный	1	1
1806	к ее	1	1
1807	застывшее целое	1	1
1808	непосредственной формой	1	1
1809	отдельных лиц	1	1
1810	с собственно	1	1
1811	читателя или	4	1
1812	природа будучи	1	1
1813	сущности застывшее	1	1
1814	собой весьма	1	1
1815	адресат биографического	1	1
1816	даже не	3	1
1817	этом смысле	1	1
1818	организующей текст	1	1
1819	и рассказывающим	1	1
1820	речь нам	1	1
1821	иносказательность является	1	1
1822	этом даже	1	1
1823	событие поскольку	1	1
1824	общая идея	1	1
1825	сказанное можно	1	1
1826	от страха	1	1
1827	тот свет	1	1
1828	к рассказу	1	1
1829	коммуникативном событии	1	1
1830	сказки как	1	1
1831	цепь необратимых	1	1
1832	суть не	1	1
1833	то или	3	1
1834	можно припоминая	1	1
1835	видения мира	1	1
1836	как опыт	1	1
1837	развития самоопределяющегося	1	1
1838	притчи иносказательность	1	1
1839	или иное	2	1
1840	слушающих общим	1	1
1841	даже будучи	1	1
1842	всем мыслью	1	1
1843	активизации воспринимающего	1	1
1844	когда мы	2	1
1845	он еще	1	1
1846	как известно	2	1
1847	непосредственным образом	1	1
1848	уст в	1	1
1849	частности писал	1	1
1850	сведена к	1	1
1851	верифицируемым знанием	1	1
1852	здесь совершенно	2	1
1853	принципе можно	1	1
1854	знакомством с	1	1
1855	где слово	2	1
1856	так называемого	1	1
1857	но без	2	1
1858	как регулятивная	1	1
1859	она определяется	2	1
1860	человеческих отношений	1	1
1861	выбора осуществляется	1	1
1862	является своего	1	1
1863	наличие так	1	1
1864	известном смысле	2	1
1865	уникальным жизненным	1	1
1866	карнавальную пару	1	1
1867	к нарративному	1	1
1868	году в	1	1
1869	целое нашего	1	1
1870	знанием или	1	1
1871	герою жизнеописания	1	1
1872	авторитетное слово	1	1
1873	его коммуникативной	1	1
1874	примеряя ее	1	1
1875	прошлом но	1	1
1876	приводят к	1	1
1877	выражению бахтина	1	1
1878	рассуждение бахтина	1	1
1879	которое мы	1	1
1880	о других	1	1
1881	с прахудожественными	1	1
1882	это ощущение	1	1
1883	доверия к	1	1
1884	ее моментов	1	1
1885	даже если	1	1
1886	сюжетных сами	1	1
1887	регулятивная отношение	1	1
1888	в некотором	1	1
1889	риторики в	1	1
1890	жизни с	1	1
1891	что актуализирует	1	1
1892	ряду родовых	1	1
1893	в общем	1	1
1894	виде целенаправленно	1	1
1895	например о	1	1
1896	и порой	1	1
1897	до наших	1	1
1898	речи именно	1	1
1899	кэте фридеманн	1	1
1900	форме например	1	1
1901	костяком так	1	1
1902	данного коммуникативного	1	1
1903	слово сказания	1	1
1904	согласно весьма	1	1
1905	акте выбора	1	1
1906	степени зависим	1	1
1907	ценностями иными	1	1
1908	мировой истории	1	1
1909	процесса и	2	1
1910	формах косвенной	1	1
1911	есть биография	1	1
1912	компетентность предполагающая	1	1
1913	оно может	2	1
1914	автора как	1	1
1915	свободного согласия	1	1
1916	диалогизм биографического	1	1
1917	установка не	1	1
1918	более что	1	1
1919	собственным смыслом	1	1
1920	человеческому существованию	1	1
1921	и отсутствие	1	1
1922	отрешиться от	1	1
1923	определяемое отсутствием	1	1
1924	указания времени	1	1
1925	чужой экзистенциальный	1	1
1926	как исполненной	1	1
1927	этом не	1	1
1928	монологизированного слова	2	1
1929	произнесения сказания	1	1
1930	меньшей степени	1	1
1931	как самостоятельный	1	1
1932	ему надлежит	1	1
1933	к норме	1	1
1934	ощущение составляет	1	1
1935	разнится от	1	1
1936	не устраняет	1	1
1937	ментальной и	1	1
1938	сознание адресата	1	1
1939	грань между	1	1
1940	нем определенные	1	1
1941	к реальному	1	1
1942	обращается к	1	1
1943	действующими лицами	1	1
1944	острота или	1	1
1945	смысле домонологично	1	1
1946	случайности полноценная	1	1
1947	как коммуникативное	2	1
1948	этом остается	1	1
1949	субъекты этического	1	1
1950	рассказом в	1	1
1951	проектировать свою	1	1
1952	случилось однажды	1	1
1953	от жанра	1	1
1954	смыслополагания между	1	1
1955	приобретают вид	1	1
1956	с содержанием	1	1
1957	однако он	1	1
1958	соотносимых с	1	1
1959	искусство заинтересовывать	1	1
1960	однократных и	2	1
1961	не ценностно	1	1
1962	как формулирует	1	1
1963	диалогической ситуации	1	1
1964	повествуемой ситуации	1	1
1965	в коммуникативной	1	1
1966	образом и	1	1
1967	в коммуникативном	3	1
1968	слову чего	1	1
1969	нарративного текста	4	1
1970	однако с	1	1
1971	до сих	1	1
1972	формах внутренней	1	1
1973	жизнь глазами	1	1
1974	он уже	2	1
1975	и здесь	1	1
1976	содержащий в	1	1
1977	для рассказчика	1	1
1978	уже столь	1	1
1979	данной сферы	1	1
1980	как таковой	1	1
1981	ценностное уплотнение	1	1
1982	сами участвуем	1	1
1983	слушателя к	1	1
1984	в ролевом	1	1
1985	и внезакономерных	1	1
1986	речи но	1	1
1987	бы непосредственного	1	1
1988	анекдотическим повествованием	1	1
1989	и сейчас	2	1
1990	мифологическая природа	1	1
1991	искусство речи	1	1
1992	поучающего и	1	1
1993	дискурсе речевой	1	1
1994	конца текста	1	1
1995	если же	1	1
1996	уж и	1	1
1997	его уникальным	1	1
1998	межличностной соотносительности	1	1
1999	знакомство слушателей	1	1
2000	судьбы а	1	1
2001	самобытно но	1	1
2002	преодолевая их	1	1
2003	образа и	1	1
2004	статус знания	2	1
2005	из существенных	1	1
2006	предначертанность судьбы	1	1
2007	своем составе	1	1
2008	что это	3	1
2009	события на	1	1
2010	слова манифестирующего	1	1
2011	ожиданий порождаемых	1	1
2012	историей которая	1	1
2013	что бывает	1	1
2014	к ценностной	1	1
2015	читателям как	1	1
2016	сам по	1	1
2017	предстают перед	1	1
2018	с семантикой	1	1
2019	сюжетно-повествовательных высказываний	1	1
2020	тестя к	1	1
2021	в глубинах	1	1
2022	текста состоит	1	1
2023	слушатель читатель	1	1
2024	событие неотделимо	1	1
2025	в область	2	1
2026	как объекты	1	1
2027	будет сказано	1	1
2028	существом словом	1	1
2029	чужой стране	1	1
2030	субъектом инициативного	1	1
2031	тематические и	1	1
2032	схемы и	1	1
2033	придании истории	1	1
2034	нарратив в	1	1
2035	и языковые	1	1
2036	мотивов в	1	1
2037	должен не	1	1
2038	мифа сделала	1	1
2039	еще аристотель	1	1
2040	не признает	1	1
2041	последнее принадлежит	1	1
2042	неожиданное маловероятное	1	1
2043	недискурсивных формах	1	1
2044	также могут	1	1
2045	можно было	2	1
2046	аномалий который	1	1
2047	первофеномены жанров	1	1
2048	как о	1	1
2049	один человек	2	1
2050	событие о	1	1
2051	заинтересовывать судьбой	1	1
2052	был всем	1	1
2053	со всеми	1	1
2054	норме и	1	1
2055	к инвариантным	1	1
2056	поэтому и	1	1
2057	быть прочитан	2	1
2058	так или	2	1
2059	с ними	1	1
2060	биографический дискурс	1	1
2061	жанры от	1	1
2062	со времен	1	1
2063	сюжетом но	1	1
2064	приобретает в	1	1
2065	запрета или	1	1
2066	еще преждевременно	1	1
2067	того требует	1	1
2068	в опознании	1	1
2069	масштабов и	1	1
2070	приложение запечатленного	1	1
2071	приятия и	1	1
2072	личностно окрашено	1	1
2073	двух сыновей	1	1
2074	что у	2	1
2075	обязательно курьезное	1	1
2076	закономерно и	1	1
2077	подлинная жизнь	1	1
2078	субъекты смыслополагания	1	1
2079	молчание бахтин	1	1
2080	дискурсии однако	1	1
2081	роману человек	1	1
2082	присутствует как	1	1
2083	диалог персонажей	1	1
2084	суть равнодостойные	1	1
2085	компетенция анекдота	2	1
2086	уготованной ему	1	1
2087	опыт запечатлеваемый	1	1
2088	повествование существует	1	1
2089	формы междуязычны	1	1
2090	является повествовательным	1	1
2091	свободным как	1	1
2092	обозначить как	2	1
2093	тоже не	1	1
2094	наделенного репродуктивной	1	1
2095	всем протяжении	1	1
2096	же о	1	1
2097	непредсказуемое стечение	1	1
2098	нам всегда	1	1
2099	на наш	1	1
2100	однако диалогизм	1	1
2101	текста да	1	1
2102	их предлагая	1	1
2103	мастерства рассказчика	1	1
2104	некий нравственный	1	1
2105	событий связывающего	1	1
2106	определенные задания	1	1
2107	повеленья сказание	1	1
2108	в молчание	2	1
2109	который окружал	1	1
2110	или попросту	1	1
2111	ее тема	1	1
2112	оно объединяет	1	1
2113	в слове	1	1
2114	ни притча	1	1
2115	краткости и	1	1
2116	никто не	1	1
2117	манифестирующего двоякий	1	1
2118	или острота	1	1
2119	это требует	1	1
2120	жизненного выбора	1	1
2121	как наука	1	1
2122	бы не	2	1
2123	адресата а	1	1
2124	весьма разнородны	1	1
2125	нечто большее	1	1
2126	включая разные	1	1
2127	вокруг я	2	1
2128	события здесь	1	1
2129	своего предмета	1	1
2130	воцариться в	1	1
2131	однозначности и	1	1
2132	к зятю	1	1
2133	сплетни то	1	1
2134	нераздельное единство	1	1
2135	различные и	1	1
2136	в известном	2	1
2137	говорить и	1	1
2138	пассивным как	1	1
2139	друг от	1	1
2140	которая не	1	1
2141	они трактовали	1	1
2142	время жанры	1	1
2143	и аномалий	1	1
2144	стилевых формах	1	1
2145	принадлежит некоторому	1	1
2146	слухи или	1	1
2147	для читателя	1	1
2148	эта возможность	1	1
2149	постоянно переходит	1	1
2150	своей жизни	1	1
2151	персонажа то	2	1
2152	и читатель	1	1
2153	на индивидуальный	1	1
2154	целое внеязыковое	1	1
2155	позвоночника роману	1	1
2156	притчи это	1	1
2157	или преступается	1	1
2158	жизненной практике	1	1
2159	жизненную позицию	2	1
2160	предстает уже	1	1
2161	от тестя	1	1
2162	который и	1	1
2163	всеобщей межличностной	1	1
2164	ориентация на	1	1
2165	случайно напоминает	1	1
2166	и побудило	1	1
2167	является для	1	1
2168	эта особенность	1	1
2169	дискурсии и	1	1
2170	предел до	1	1
2171	смертью в	1	1
2172	нет ничего	1	1
2173	как феномена	1	1
2174	творится окказиональная	1	1
2175	своей карнавальной	1	1
2176	равнодостойные субъекты	1	1
2177	органична для	1	1
2178	его и	1	1
2179	морализаторскую премудрость	1	1
2180	занимательное неожиданное	1	1
2181	разные времена	1	1
2182	не событийна	2	1
2183	литературного героя	1	1
2184	событийной цепи	3	1
2185	оказывается адресат	1	1
2186	разъединяет участников	1	1
2187	слова которое	1	1
2188	нем излагается	1	1
2189	понимание излагаемой	1	1
2190	факта событие	1	1
2191	квалифицироваться как	1	1
2192	необходимости ни	1	1
2193	сюжетного повествования	3	1
2194	коммуникативных стратегий	1	1
2195	протороманного коммуникативного	1	1
2196	профанация священного	1	1
2197	качестве свидетеля	1	1
2198	совершенно иной	2	1
2199	полноценная биография	1	1
2200	несобственно-прямая речь	2	1
2201	ее иносказательностью	1	1
2202	это явление	1	1
2203	составляет преломляющая	1	1
2204	мира как	1	1
2205	или меньшую	1	1
2206	в коммуникативное	1	1
2207	для полноценного	1	1
2208	и предполагающем	1	1
2209	или нескольких	1	1
2210	впервые освоена	1	1
2211	то и	1	1
2212	событий или	1	1
2213	нет у	2	1
2214	вполне самобытно	1	1
2215	а.ж греймасом	1	1
2216	наконец в	2	1
2217	его персонажем	1	1
2218	и непонятно	1	1
2219	преломляющая несобственно-прямая	1	1
2220	это то	1	1
2221	читателем к	1	1
2222	рассказа о	2	1
2223	котором рассказано	1	1
2224	не быть	1	1
2225	жанровые зародыши	1	1
2226	слово деритуализовано	1	1
2227	вступление в	1	1
2228	из его	1	1
2229	адресата притчи	1	1
2230	при всех	2	1
2231	способности прослеживать	1	1
2232	прямой речи	2	1
2233	существенная зависимость	1	1
2234	именно диалог	1	1
2235	соотношений такая	1	1
2236	но о	3	1
2237	сложившуюся систему	1	1
2238	или иных	1	1
2239	от предыдущих	1	1
2240	культурного феномена	1	1
2241	живое непредубежденное	1	1
2242	столь пассивным	1	1
2243	какую бы	1	1
2244	событие общения	1	1
2245	слов и	1	1
2246	др в	1	1
2247	есть монолог	1	1
2248	анекдота это	1	1
2249	событии которое	1	1
2250	представляется излишне	1	1
2251	анекдота ценностное	1	1
2252	авторства как	1	1
2253	от нудительной	1	1
2254	знает к	1	1
2255	последнем мы	1	1
2256	в мир	1	1
2257	но раз-влекать	1	1
2258	тому или	1	1
2259	низа и	1	1
2260	другому что	1	1
2261	наррация сохранив	1	1
2262	цели и	1	1
2263	перед глазами	1	1
2264	реальному человеческому	1	1
2265	опыт жизни	1	1
2266	дает позвоночника	1	1
